|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1544.87        500.000        99.7482       0.227731       0.240198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.50        500.000        99.4160       0.572519       0.115197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.14        500.000        99.4168       0.583181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.77        500.000        99.4273       0.557890       0.148159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.41        500.000        99.4231       0.548707       0.282320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        500.000        99.4414       0.532195       0.264066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.68        500.000        99.4377       0.537360       0.249489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.31        500.000        99.4427       0.532269       0.250048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.95        500.000        99.4470       0.528719       0.242514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.58        500.000        99.4506       0.524881       0.245193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.21        500.000        99.4545       0.522354       0.231330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        500.000        99.4602       0.516794       0.230008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.48        500.000        99.4282       0.544928       0.268882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        500.000        99.9244       0.730486E-001  0.253662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.0478       0.917706       0.344663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.39        500.000        99.4738       0.505397       0.208365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.02        500.000        99.4794       0.500313       0.202555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.65        500.000        99.4820       0.497217       0.207402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.29        500.000        99.4867       0.495704       0.176356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        500.000        99.4893       0.492206       0.185126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.56        500.000        99.4922       0.491351       0.164010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        500.000        99.4950       0.489212       0.158350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.83        500.000        99.4996       0.484937       0.154413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.1727       0.796266       0.310472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.10        500.000        99.8429       0.142762       0.143639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.5086       0.487938       0.348866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.36        500.000        99.5124       0.473200       0.143837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.5160       0.471292       0.127056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.63        500.000        99.5169       0.472505       0.105496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000        99.5207       0.468363       0.109097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.90        500.000        99.5242       0.466024       0.981893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        500.000        99.0513       0.921598       0.270682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.17        500.000        99.9907                 NaN  0.926389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        500.000        99.5550       0.444967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.44        500.000        99.5360       0.458738       0.530673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        500.000        99.5367       0.456289       0.697198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.5110       0.481756       0.728948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.34        500.000        99.5739       0.421978       0.416937E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.98        500.000        99.6985       0.296946       0.460165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        500.000        99.3923       0.604955       0.273864E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.25        500.000        99.5512       0.447725       0.102624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.88        500.000        99.5530       0.445185       0.179918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
