|6.6.6
Archiving\03_Data\frac/QFM_m2.25/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1536.34        2500.00        99.1036                 NaN            NaN            NaN  0.815515E-001  0.814874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1103                 NaN            NaN            NaN  0.778417E-001  0.811848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1256                 NaN            NaN            NaN  0.763966E-001  0.798027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1323                 NaN            NaN            NaN  0.754794E-001  0.792223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0114                 NaN            NaN            NaN  0.124387E-001  0.331884       0.644272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.4302                 NaN            NaN            NaN  0.269931E-002            NaN  0.567141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.4416                 NaN            NaN            NaN  0.136133                 NaN   1.42224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9162                 NaN            NaN            NaN            NaN            NaN   1.08376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9162                 NaN            NaN            NaN            NaN            NaN   1.08385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9092                 NaN            NaN            NaN            NaN            NaN   1.09084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9071                 NaN            NaN            NaN            NaN            NaN   1.09291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8956                 NaN            NaN            NaN            NaN            NaN   1.10438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8882                 NaN            NaN            NaN            NaN            NaN   1.11179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9659                 NaN            NaN            NaN            NaN            NaN   1.03414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7742                 NaN            NaN            NaN            NaN            NaN   1.22582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8310                 NaN            NaN            NaN            NaN            NaN   1.16899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7903                 NaN            NaN            NaN            NaN            NaN   1.20967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.4962                 NaN            NaN            NaN            NaN            NaN  0.681017       0.822737                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2903                 NaN            NaN            NaN            NaN            NaN   1.25421       0.455506                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3133                 NaN            NaN            NaN            NaN            NaN  0.455093        1.23163                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3398                 NaN            NaN            NaN            NaN            NaN   1.21254       0.447658                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3607                 NaN            NaN  0.463040E-003            NaN            NaN  0.448838        1.18997                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3850                 NaN            NaN  0.880530E-003            NaN            NaN   1.16758       0.446494                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4062                 NaN            NaN  0.276509E-002            NaN            NaN  0.448164        1.14283                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4272                 NaN            NaN  0.258723E-002            NaN            NaN  0.446705        1.12349                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4498                 NaN            NaN  0.243050E-002            NaN            NaN   1.10659       0.441190                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4690                 NaN            NaN  0.228436E-002  0.909796E-006            NaN   1.09117       0.437544                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4886                 NaN            NaN  0.212719E-002            NaN            NaN   1.07502       0.434211                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5080                 NaN            NaN  0.198437E-002            NaN            NaN  0.430558        1.05943                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5262                 NaN            NaN  0.182739E-002  0.879032E-006            NaN   1.04414       0.427838                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5546                 NaN            NaN  0.154981E-002  0.550750E-001            NaN   1.06643       0.322367                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5771                 NaN            NaN  0.135545E-002  0.782322E-001            NaN   1.06635       0.276996                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5925                 NaN            NaN  0.123650E-002  0.751182E-001            NaN  0.279929        1.05119                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6091                 NaN            NaN  0.111813E-002  0.724764E-001            NaN   1.03550       0.281788                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6228                 NaN            NaN  0.100556E-002  0.696124E-001            NaN  0.284195        1.02239                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6366                 NaN            NaN  0.895902E-003  0.669634E-001            NaN   1.00951       0.285984                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6486                 NaN            NaN  0.788275E-003  0.627983E-001            NaN  0.997861       0.289910                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6669                 NaN            NaN  0.686971E-003  0.627634E-001            NaN  0.982014       0.287664                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6756                 NaN            NaN  0.588345E-003  0.588948E-001            NaN  0.290684       0.974277                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6877                 NaN            NaN  0.497068E-003  0.563813E-001            NaN  0.293076       0.962359                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6988                 NaN            NaN  0.408951E-003  0.539360E-001            NaN  0.952420       0.294476                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7090                 NaN            NaN  0.322539E-003  0.515102E-001            NaN  0.296096       0.943039                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7193                 NaN            NaN  0.239065E-003  0.491038E-001            NaN  0.297824       0.933583                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7290                 NaN            NaN  0.159277E-003  0.467139E-001            NaN  0.925109       0.299053                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7369                 NaN            NaN  0.845295E-004  0.441004E-001            NaN  0.918014       0.300877                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7464                 NaN            NaN  0.227981E-004  0.420341E-001            NaN  0.910247       0.301291                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7153                 NaN            NaN            NaN  0.437827E-001            NaN  0.907416       0.312866                 NaN            NaN  0.205859E-001            NaN            NaN            NaN
  1418.55        2500.00        96.7820                 NaN            NaN            NaN  0.514211                 NaN  0.376999        1.18829                 NaN            NaN   1.13854                 NaN            NaN            NaN
  1416.04        2500.00        96.8657                 NaN            NaN            NaN  0.508559                 NaN   1.16728       0.348887                 NaN            NaN   1.10958                 NaN            NaN            NaN
  1413.53        2500.00        96.9482                 NaN            NaN            NaN  0.504644                 NaN   1.15370       0.311884                 NaN            NaN   1.08154                 NaN            NaN            NaN
  1411.03        2500.00        95.6303                 NaN            NaN            NaN  0.478260                 NaN   1.30494        1.08323                 NaN            NaN   1.50330                 NaN            NaN            NaN
  1408.52        2500.00        98.3770                 NaN            NaN            NaN  0.345244                 NaN  0.697585                 NaN            NaN            NaN  0.580207                 NaN            NaN            NaN
  1406.02        2500.00        97.2083                 NaN            NaN            NaN  0.574014                 NaN   1.20697                 NaN            NaN            NaN   1.01074                 NaN            NaN            NaN
  1403.51        2500.00        97.2606                 NaN            NaN            NaN  0.556883                 NaN   1.19322                 NaN            NaN            NaN  0.989345                 NaN            NaN            NaN
  1401.00        2500.00        97.3165                 NaN            NaN            NaN  0.544116                 NaN   1.17187                 NaN            NaN            NaN  0.967524                 NaN            NaN            NaN
  1398.50        2500.00        97.3567                 NaN            NaN            NaN  0.517220                 NaN  0.405033E-001   1.13768                 NaN            NaN  0.947858                 NaN            NaN            NaN
  1395.99        2500.00        97.4084                 NaN            NaN            NaN  0.490839                 NaN   1.08481       0.920498E-001            NaN            NaN  0.923945                 NaN            NaN            NaN
  1393.48        2500.00        97.4643                 NaN            NaN            NaN  0.488359                 NaN   1.07637       0.661191E-001            NaN            NaN  0.904841                 NaN            NaN            NaN
  1390.98        2500.00        97.5033                 NaN            NaN            NaN  0.488145                 NaN   1.08445       0.333292E-001            NaN            NaN  0.890747                 NaN            NaN            NaN
  1388.47        2500.00        97.5374                 NaN            NaN            NaN  0.485437                 NaN  0.141068E-001   1.08414                 NaN            NaN  0.878959                 NaN            NaN            NaN
  1385.96        2500.00        97.6465                 NaN            NaN            NaN  0.468837                 NaN   1.04080       0.590086E-002            NaN            NaN  0.837974                 NaN            NaN            NaN
  1383.46        2500.00        97.6656                 NaN            NaN            NaN  0.465384                 NaN   1.03823                 NaN            NaN            NaN  0.830795                 NaN            NaN            NaN
  1380.95        2500.00        97.7101                 NaN            NaN            NaN  0.457593                 NaN   1.01845                 NaN            NaN            NaN  0.813870                 NaN            NaN            NaN
  1378.45        2500.00        97.7542                 NaN            NaN            NaN  0.450526                 NaN  0.998029                 NaN            NaN            NaN  0.797293                 NaN            NaN            NaN
  1375.94        2500.00        97.7974                 NaN            NaN            NaN  0.437995                 NaN  0.985081                 NaN            NaN            NaN  0.779480                 NaN            NaN            NaN
  1373.43        2500.00        97.8395                 NaN            NaN            NaN  0.435865                 NaN  0.960375                 NaN            NaN            NaN  0.764300                 NaN            NaN            NaN
  1370.93        2500.00        97.8781                 NaN            NaN            NaN  0.424476                 NaN  0.949008                 NaN            NaN            NaN  0.748433                 NaN            NaN            NaN
  1368.42        2500.00        97.9129                 NaN            NaN            NaN  0.408553                 NaN  0.946095                 NaN            NaN            NaN  0.732464                 NaN            NaN            NaN
  1365.91        2500.00        97.9526                 NaN            NaN            NaN  0.405548                 NaN  0.923844                 NaN            NaN            NaN  0.718048                 NaN            NaN            NaN
  1363.41        2500.00        97.9880                 NaN            NaN            NaN  0.396247                 NaN  0.912178                 NaN            NaN            NaN  0.703546                 NaN            NaN            NaN
  1360.90        2500.00        98.0220                 NaN            NaN            NaN  0.388707                 NaN  0.899347                 NaN            NaN            NaN  0.689965                 NaN            NaN            NaN
  1358.40        2500.00        98.0571                 NaN            NaN            NaN  0.382010                 NaN  0.884700                 NaN            NaN            NaN  0.676141                 NaN            NaN            NaN
  1355.89        2500.00        98.0890                 NaN            NaN            NaN  0.375799                 NaN  0.871702                 NaN            NaN            NaN  0.663489                 NaN            NaN            NaN
  1353.38        2500.00        98.1205                 NaN            NaN            NaN  0.365963                 NaN  0.863374                 NaN            NaN            NaN  0.650193                 NaN            NaN            NaN
  1350.88        2500.00        98.1476                 NaN            NaN            NaN  0.358046                 NaN  0.855195                 NaN            NaN            NaN  0.639143                 NaN            NaN            NaN
  1348.37        2500.00        98.1844                 NaN            NaN            NaN  0.347655                 NaN  0.843810                 NaN            NaN            NaN  0.624127                 NaN            NaN            NaN
  1345.86        2500.00        98.2051                 NaN            NaN            NaN  0.347483                 NaN  0.831589                 NaN            NaN            NaN  0.615843                 NaN            NaN            NaN
  1343.36        2500.00        98.2410                 NaN            NaN            NaN  0.339308                 NaN  0.817317                 NaN            NaN            NaN  0.602414                 NaN            NaN            NaN
  1340.85        2500.00        98.1547                 NaN            NaN            NaN  0.325690                 NaN  0.859732                 NaN            NaN            NaN  0.622625       0.372195E-001            NaN            NaN
  1338.35        2500.00        98.0485                 NaN            NaN            NaN  0.313298                 NaN  0.904443                 NaN            NaN            NaN  0.647083       0.867080E-001            NaN            NaN
  1335.84        2500.00        98.0916                 NaN            NaN            NaN  0.318248                 NaN  0.870273                 NaN            NaN            NaN  0.635400       0.844698E-001            NaN            NaN
  1333.33        2500.00        98.1354                 NaN            NaN            NaN  0.301719                 NaN  0.863733                 NaN            NaN            NaN  0.618088       0.810390E-001            NaN            NaN
  1330.83        2500.00        98.1774                 NaN            NaN            NaN  0.296483                 NaN  0.843322                 NaN            NaN            NaN  0.604408       0.783636E-001            NaN            NaN
  1328.32        2500.00        98.2184                 NaN            NaN            NaN  0.290190                 NaN  0.825041                 NaN            NaN            NaN  0.590690       0.756810E-001            NaN            NaN
  1325.81        2500.00        98.2591                 NaN            NaN            NaN  0.283190                 NaN  0.808108                 NaN            NaN            NaN  0.576604       0.730333E-001            NaN            NaN
  1323.31        2500.00        98.2979                 NaN            NaN            NaN  0.277708                 NaN  0.790084                 NaN            NaN            NaN  0.563745       0.706007E-001            NaN            NaN
  1320.80        2500.00        98.3363                 NaN            NaN            NaN  0.269281                 NaN  0.776027                 NaN            NaN            NaN  0.550330       0.680566E-001            NaN            NaN
  1318.30        2500.00        98.3723                 NaN            NaN            NaN  0.265604                 NaN  0.757486                 NaN            NaN            NaN  0.538639       0.659730E-001            NaN            NaN
  1315.79        2500.00        98.4104                 NaN            NaN            NaN  0.256291                 NaN  0.745150                 NaN            NaN            NaN  0.524765       0.633615E-001            NaN            NaN
  1313.28        2500.00        98.4450                 NaN            NaN            NaN  0.250672                 NaN  0.729451                 NaN            NaN            NaN  0.513662       0.612196E-001            NaN            NaN
  1310.78        2500.00        98.4780                 NaN            NaN            NaN  0.242522                 NaN  0.718674                 NaN            NaN            NaN  0.501817       0.589744E-001            NaN            NaN
  1308.27        2500.00        98.5098                 NaN            NaN            NaN  0.233672                 NaN  0.709295                 NaN            NaN            NaN  0.490484       0.567866E-001            NaN            NaN
  1305.76        2500.00        98.5428                 NaN            NaN            NaN  0.227954                 NaN  0.695129                 NaN            NaN            NaN  0.479410       0.547281E-001            NaN            NaN
  1303.26        2500.00        98.5743                 NaN            NaN            NaN  0.220786                 NaN  0.683627                 NaN            NaN            NaN  0.468519       0.527514E-001            NaN            NaN
  1300.75        2500.00        98.6042                 NaN            NaN            NaN  0.212537                 NaN  0.674541                 NaN            NaN            NaN  0.457977       0.507332E-001            NaN            NaN
  1298.25        2500.00        98.6330                 NaN            NaN            NaN  0.205644                 NaN  0.664551                 NaN            NaN            NaN  0.447941       0.488196E-001            NaN            NaN
  1295.74        2500.00        68.2704                 NaN            NaN            NaN   1.90547                 NaN   5.90419                 NaN            NaN            NaN   4.56132       0.672703        18.6859                 NaN
  1293.23        2500.00        68.8779                 NaN            NaN            NaN   1.83945                 NaN   5.90429                 NaN            NaN            NaN   4.46325       0.636981        18.2781                 NaN
  1290.73        2500.00        74.9075                 NaN            NaN            NaN   1.45393                 NaN   4.92242                 NaN            NaN            NaN   3.62656       0.500825        14.5888                 NaN
  1288.22        2500.00        79.3398                 NaN            NaN            NaN   1.15515                 NaN   4.19518                 NaN            NaN            NaN   3.00641       0.403345        11.9001                 NaN
  1285.71        2500.00        82.5892                 NaN            NaN            NaN  0.923128                 NaN   3.66629                 NaN            NaN            NaN   2.54858       0.332735        9.94003                 NaN
  1283.21        2500.00        84.9976                 NaN            NaN            NaN  0.734077                 NaN   3.28962                 NaN            NaN            NaN   2.20672       0.280104        8.49187                 NaN
  1280.70        2500.00        86.6957                 NaN            NaN            NaN  0.587625                 NaN   3.04552                 NaN            NaN            NaN   1.96407       0.241959        7.46507                 NaN
  1278.20        2500.00        85.2946                 NaN            NaN            NaN  0.677122                 NaN   3.18733                 NaN            NaN            NaN   2.22660       0.284518        8.32980                 NaN
  1275.69        2500.00        92.3725                 NaN            NaN            NaN  0.209782                 NaN   2.15196                 NaN            NaN            NaN   1.09867       0.102918        4.06415                 NaN
  1273.18        2500.00        89.6707                 NaN            NaN            NaN            NaN            NaN   3.07145                 NaN            NaN            NaN   1.48176       0.167923        5.60818                 NaN
  1270.68        2500.00        90.8631                 NaN            NaN            NaN  0.236112                 NaN   2.31684       0.111434                 NaN            NaN   1.37836       0.139777        4.95435                 NaN
  1268.17        2500.00        90.7332                 NaN            NaN            NaN            NaN            NaN   2.64616                 NaN            NaN            NaN   1.35560       0.153409        5.11163                 NaN
  1265.66        2500.00        93.7472                 NaN            NaN            NaN            NaN            NaN   1.92930                 NaN            NaN            NaN  0.961744       0.676424E-001   3.29412                 NaN
  1263.16        2500.00        92.4400                 NaN            NaN            NaN            NaN            NaN   2.30673                 NaN            NaN            NaN   1.13111       0.998516E-001   4.02234                 NaN
  1260.65        2500.00        93.3463                 NaN            NaN            NaN            NaN            NaN   1.83290       0.817202E-001            NaN            NaN  0.977026       0.106314        3.65571                 NaN
  1258.15        2500.00        94.0884                 NaN            NaN            NaN            NaN            NaN   1.88685                 NaN            NaN            NaN  0.883643       0.677030E-001   3.07342                 NaN
  1255.64        2500.00        93.3331                 NaN            NaN            NaN            NaN            NaN  0.986412       0.803028                 NaN            NaN   1.00025       0.853687E-001   3.79179                 NaN
  1253.13        2500.00        95.7495                 NaN            NaN            NaN            NaN            NaN   1.44956                 NaN            NaN            NaN  0.644372       0.534377E-001   2.10312                 NaN
  1250.63        2500.00        90.7591                 NaN            NaN            NaN            NaN            NaN   2.30133       0.183092                 NaN            NaN   1.41443       0.129790        5.21230                 NaN
  1248.12        2500.00        98.8054                 NaN            NaN            NaN            NaN            NaN  0.595817E-001  0.502632                 NaN            NaN  0.233950       0.255141E-001  0.372874                 NaN
  1245.61        2500.00        92.6600                 NaN            NaN            NaN            NaN            NaN   1.00970       0.492452                 NaN            NaN   1.02663       0.146304        4.66489                 NaN
  1243.11        2500.00        94.7863                 NaN            NaN            NaN            NaN            NaN  0.904989       0.378315                 NaN            NaN  0.731410       0.104437        3.09452                 NaN
  1240.60        2500.00        96.6429                 NaN            NaN            NaN  0.377852                 NaN  0.583053       0.260677E-001            NaN            NaN  0.289855                 NaN   2.03490       0.454210E-001
  1238.10        2500.00        99.6965                 NaN            NaN            NaN  0.110409E-005            NaN  0.269778                 NaN            NaN            NaN  0.336920E-001            NaN            NaN            NaN
  1235.59        2500.00        98.8356                 NaN            NaN            NaN            NaN            NaN  0.385431E-001  0.501273                 NaN            NaN  0.262830                 NaN  0.361776                 NaN
  1233.08        2500.00        89.2060                 NaN            NaN            NaN            NaN            NaN  0.732752        1.02266       0.192689E-003            NaN   1.05095       0.809599E-001   4.74036        3.16610     
  1230.58        2500.00        76.5355                 NaN            NaN            NaN            NaN            NaN   3.11401       0.814670E-001  0.631915E-005            NaN   2.25043       0.127008        10.4284        7.46326     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.07834        8.90046       0.734914E-005            NaN   8.33169       0.669112        46.3797        32.6407     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.72016                 NaN   5.63748        1.58315                 NaN            NaN   8.12220       0.836133        47.3646        33.7363     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03464        8.94854       0.191816E-003            NaN   8.34783       0.667313        46.3574        32.6441     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.01334        8.97226       0.118151E-003            NaN   8.35588       0.666399        46.3463        32.6457     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.73599                 NaN   5.61306        1.58347                 NaN            NaN   8.12726       0.836036        47.3551        33.7491     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96749        9.01665       0.656589E-002            NaN   8.37202       0.664519        46.3236        32.6492     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85384        9.33300                 NaN            NaN   8.51556       0.627435        45.9879        32.6823     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.92703        9.06211       0.661509E-002            NaN   8.38802       0.662621        46.3009        32.6527     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.49001       0.101269        4.51638                 NaN   8.44330       0.644628        46.1278        32.6766     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86498        8.68801        1.45812                 NaN   8.38127       0.669451        46.2702        32.6680     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62512        4.47966                 NaN            NaN   8.46602       0.644297        46.1076        32.6773     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75638       0.662920E-002   4.35175                 NaN   8.47547       0.641658        46.0872        32.6809     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.71876       0.244722E-002   4.39845                 NaN   8.48440       0.640223        46.0728        32.6829     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.71752        5.40955       0.939857E-004            NaN   8.48871       0.648808        46.0373        32.6980     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.14996        2.87038       0.475859E-002            NaN   8.42575       0.654317        46.2254        32.6694     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.84144        4.28520       0.210477E-005            NaN   8.50519       0.637496        46.0426        32.6881     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.19116        2.83946                 NaN            NaN   8.44140       0.652307        46.2026        32.6731     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.21048        2.82299                 NaN            NaN   8.44923       0.651281        46.1911        32.6749     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22938        2.80700                 NaN            NaN   8.45703       0.650245        46.1795        32.6768     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.24782        2.79150                 NaN            NaN   8.46480       0.649202        46.1680        32.6787     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26574        2.77582       0.741165E-003            NaN   8.47256       0.648148        46.1564        32.6806     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.69390        9.34200       0.742530E-004            NaN   8.49732       0.648333        46.1397        32.6787     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.43625        7.68122       0.415892E-002            NaN   8.52193       0.637565        46.0182        32.7006     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.42641        7.69674       0.146969E-003            NaN   8.52778       0.636794        46.0099        32.7022     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.64545       0.250447E-004   8.54667                 NaN   8.49598       0.637194        45.9473        32.7274     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.55464       0.956737        9.64740                 NaN   8.48690       0.641318        45.9914        32.7216     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.58955       0.938512        9.64240                 NaN   8.48945       0.640667        45.9729        32.7265     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68892        8.55763       0.149440E-004            NaN   8.50589       0.633583        45.8667        32.7473     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.33764        7.85376       0.850768E-006            NaN   8.56066       0.630944        45.8891        32.7279     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76924        8.48022                 NaN            NaN   8.51128       0.632055        45.8566        32.7506     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.29671        9.85921                 NaN            NaN   8.48437       0.638232        45.9925        32.7290     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.81609       0.768875        9.58150                 NaN   8.50951       0.635168        45.9584        32.7305     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.10980        7.16741                 NaN            NaN   8.67816       0.608393        45.6927        32.7436     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86494        9.46292       0.142252E-005            NaN   8.64424       0.593222        45.6718        32.7629     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42058        8.86732                 NaN            NaN   8.71328       0.595061        45.6639        32.7398     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62547        9.67301       0.163642E-004            NaN   8.68429       0.610174        45.6412        32.7658     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.36925                 NaN   5.53193       0.610853                 NaN            NaN   8.10869       0.865200        47.4304        34.0837     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   3.27971                 NaN   5.80621       0.481155                 NaN            NaN   8.11202       0.860577        47.4130        34.0473     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   3.29222                 NaN   5.80953       0.456824                 NaN            NaN   8.11182       0.861172        47.4138        34.0547     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54193       0.267643E-003   8.77919                 NaN   8.67545       0.604111        45.6298        32.7693     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.49718        8.80839       0.150673E-005            NaN   8.68326       0.605738        45.6469        32.7585     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.59089        9.72735       0.276143E-005            NaN   8.68023       0.608396        45.6146        32.7786     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.25909        9.08769                 NaN            NaN   8.68269       0.598536        45.5961        32.7759     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.76927        9.59167       0.684812E-004            NaN   8.70442       0.598213        45.5496        32.7868     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.44773       0.399104        10.5007                 NaN   8.69984       0.600781        45.5599        32.7919     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.00064        10.3690                 NaN            NaN   8.72614       0.579569        45.5480        32.7766     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   3.44524                 NaN   5.70916       0.302718                 NaN            NaN   8.10727       0.868841        47.4311        34.1357     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.46696        9.94498       0.252124E-005            NaN   8.72169       0.593438        45.4600        32.8129     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.53329        9.86856       0.334702E-005            NaN   8.72110       0.593862        45.4709        32.8123     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.40372                 NaN   5.82593       0.255365                 NaN            NaN   8.11192       0.866071        47.4121        34.1249     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62092        9.75733       0.279153E-004            NaN   8.72844       0.593032        45.4916        32.8086     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.60973        9.76574       0.553236E-004            NaN   8.73526       0.589839        45.4920        32.8074     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.150069        11.7163       0.613356                 NaN   8.80158       0.552218        45.3501        32.8164     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.132114        9.92563        2.33859                 NaN   8.75875       0.580064        45.4555        32.8094     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.116048        9.97880        2.30864                 NaN   8.76636       0.577196        45.4410        32.8120     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.101868        10.0598        2.26053                 NaN   8.78037       0.572257        45.4077        32.8175     
