|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.5/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1545.17        500.000        99.3831                 NaN  0.541172       0.757089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.3860                 NaN  0.613991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.3882                 NaN  0.596852       0.149248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.3914                 NaN  0.608588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.8738                 NaN            NaN  0.126162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        98.9448                 NaN   1.05524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.3431                 NaN  0.655539       0.135627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.6819                 NaN  0.318110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.2025                 NaN  0.797466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.4222                 NaN  0.577770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.3588                 NaN  0.633384       0.782157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.5660                 NaN  0.434039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.3614                 NaN  0.638618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        99.4350                 NaN  0.565014       0.875519E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.2852                 NaN  0.714801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.7085                 NaN  0.291527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3442                 NaN  0.655780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.4547                 NaN  0.545254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.4595                 NaN  0.540518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.5127                 NaN  0.392726       0.945851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.4343                 NaN  0.565732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.4676                 NaN  0.532388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4508                 NaN  0.549179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.6445                 NaN  0.355498       0.701469E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.3307                 NaN  0.668886       0.454502E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4839                 NaN  0.516117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4869                 NaN  0.513130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4912                 NaN  0.508761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4929                 NaN  0.507088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.4971                 NaN  0.502872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.5014                 NaN  0.498569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.5055                 NaN  0.494521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.6440                 NaN  0.356005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.3672                 NaN  0.632757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.5179                 NaN  0.482112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.5147                 NaN  0.485337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.5188                 NaN  0.481191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.5021                 NaN  0.382777                 NaN  0.115110                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.4424                 NaN  0.875179E-001            NaN  0.470121                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.4847                 NaN  0.106448                 NaN  0.408876                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3487                 NaN  0.138866E-001            NaN  0.637448                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.4155                 NaN            NaN            NaN  0.584474                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.4152                 NaN            NaN            NaN  0.584834                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.4156                 NaN            NaN            NaN  0.584425                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.4172                 NaN            NaN            NaN  0.582849                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.4169                 NaN            NaN            NaN  0.583081                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.4165                 NaN            NaN            NaN  0.583510                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.4147                 NaN            NaN            NaN  0.585350                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.4116                 NaN            NaN            NaN  0.588426                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.4120                 NaN            NaN            NaN  0.587994                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.4091                 NaN            NaN            NaN  0.590873                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.4045                 NaN            NaN            NaN  0.595468                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.4032                 NaN            NaN            NaN  0.596803                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.3953                 NaN            NaN            NaN  0.604722                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.3930                 NaN            NaN            NaN  0.606953                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        99.2991                 NaN            NaN            NaN  0.154491       0.546425                 NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        99.0349                 NaN            NaN            NaN  0.322268       0.642795                 NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        99.0456                 NaN            NaN            NaN  0.636281       0.318166                 NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        99.0572                 NaN            NaN            NaN  0.628260       0.314569                 NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        99.0646                 NaN            NaN            NaN  0.311072       0.624339                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        99.0757                 NaN            NaN            NaN  0.306666       0.617668                 NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        99.0848                 NaN            NaN            NaN  0.303384       0.611795                 NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        99.0925                 NaN            NaN            NaN  0.299986       0.607521                 NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        99.1022                 NaN            NaN            NaN  0.296890       0.600933                 NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        99.1091                 NaN            NaN            NaN  0.596604       0.294249                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.1209                 NaN            NaN            NaN  0.289889       0.589206                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.1277                 NaN            NaN            NaN  0.286892       0.585448                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.1361                 NaN            NaN            NaN  0.283393       0.580528                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.1435                 NaN            NaN            NaN  0.280622       0.575921                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.1504                 NaN            NaN            NaN  0.571751       0.277807                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.1605                 NaN            NaN            NaN  0.274855       0.564634                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        99.1675                 NaN            NaN            NaN  0.560513       0.271966                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000        99.1732                 NaN            NaN            NaN  0.557581       0.269196                 NaN            NaN            NaN            NaN            NaN
  1434.93        500.000        98.8540                 NaN            NaN            NaN  0.595000       0.401041                 NaN  0.149969                 NaN            NaN            NaN
  1433.42        500.000        97.1864                 NaN            NaN            NaN  0.808933        1.08712                 NaN  0.917505                 NaN            NaN            NaN
  1431.91        500.000        97.2538                 NaN            NaN            NaN   1.06011       0.790067                 NaN  0.896038                 NaN            NaN            NaN
  1430.40        500.000        97.3191                 NaN            NaN            NaN   1.03339       0.772138                 NaN  0.875425                 NaN            NaN            NaN
  1428.89        500.000        97.3829                 NaN            NaN            NaN   1.00778       0.754666                 NaN  0.854645                 NaN            NaN            NaN
  1427.38        500.000        97.4432                 NaN            NaN            NaN  0.983724       0.737418                 NaN  0.835609                 NaN            NaN            NaN
  1425.87        500.000        97.5017                 NaN            NaN            NaN  0.721958       0.959655                 NaN  0.816718                 NaN            NaN            NaN
  1424.36        500.000        97.5563                 NaN            NaN            NaN  0.706706       0.937810                 NaN  0.799187                 NaN            NaN            NaN
  1422.85        500.000        97.6121                 NaN            NaN            NaN  0.690517       0.916043                 NaN  0.781346                 NaN            NaN            NaN
  1421.34        500.000        97.6648                 NaN            NaN            NaN  0.676333       0.894548                 NaN  0.764305                 NaN            NaN            NaN
  1419.83        500.000        97.7140                 NaN            NaN            NaN  0.874631       0.662884                 NaN  0.748489                 NaN            NaN            NaN
  1418.32        500.000        97.7630                 NaN            NaN            NaN  0.648523       0.855959                 NaN  0.732564                 NaN            NaN            NaN
  1416.81        500.000        97.8096                 NaN            NaN            NaN  0.635757       0.837124                 NaN  0.717552                 NaN            NaN            NaN
  1415.30        500.000        97.8505                 NaN            NaN            NaN  0.821550       0.623553                 NaN  0.704444                 NaN            NaN            NaN
  1413.79        500.000        97.8977                 NaN            NaN            NaN  0.610440       0.802905                 NaN  0.688946                 NaN            NaN            NaN
  1412.28        500.000        97.9374                 NaN            NaN            NaN  0.787236       0.599249                 NaN  0.676088                 NaN            NaN            NaN
  1410.77        500.000        97.9784                 NaN            NaN            NaN  0.770946       0.587946                 NaN  0.662664                 NaN            NaN            NaN
  1409.26        500.000        98.0166                 NaN            NaN            NaN  0.576512       0.756671                 NaN  0.650170                 NaN            NaN            NaN
  1407.75        500.000        98.0552                 NaN            NaN            NaN  0.741621       0.565544                 NaN  0.637631                 NaN            NaN            NaN
  1406.24        500.000        98.0893                 NaN            NaN            NaN  0.555640       0.728665                 NaN  0.626354                 NaN            NaN            NaN
  1404.73        500.000        98.1277                 NaN            NaN            NaN  0.714126       0.544325                 NaN  0.613851                 NaN            NaN            NaN
  1403.22        500.000        98.1589                 NaN            NaN            NaN  0.536380       0.701193                 NaN  0.603510                 NaN            NaN            NaN
  1401.71        500.000        98.1936                 NaN            NaN            NaN  0.525502       0.688808                 NaN  0.592045                 NaN            NaN            NaN
  1400.20        500.000        98.2238                 NaN            NaN            NaN  0.677730       0.516051                 NaN  0.582395                 NaN            NaN            NaN
  1398.69        500.000        98.2573                 NaN            NaN            NaN  0.665097       0.506544                 NaN  0.571036                 NaN            NaN            NaN
  1397.18        500.000        98.2702                 NaN            NaN            NaN  0.502389       0.659891                 NaN  0.567503                 NaN            NaN            NaN
  1395.67        500.000        98.3262                 NaN            NaN            NaN  0.486230       0.639673                 NaN  0.547863                 NaN            NaN            NaN
  1394.16        500.000        98.3416                 NaN            NaN            NaN  0.632939       0.482344                 NaN  0.543080                 NaN            NaN            NaN
  1392.65        500.000        98.3726                 NaN            NaN            NaN  0.472854       0.621820                 NaN  0.532766                 NaN            NaN            NaN
  1391.14        500.000        98.3969                 NaN            NaN            NaN  0.613028       0.465379                 NaN  0.524740                 NaN            NaN            NaN
  1389.63        500.000        98.4223                 NaN            NaN            NaN  0.603825       0.457644                 NaN  0.516243                 NaN            NaN            NaN
  1388.12        500.000        98.4476                 NaN            NaN            NaN  0.450295       0.594411                 NaN  0.507743                 NaN            NaN            NaN
  1386.60        500.000        98.4717                 NaN            NaN            NaN  0.442778       0.585762                 NaN  0.499716                 NaN            NaN            NaN
  1385.09        500.000        98.4948                 NaN            NaN            NaN  0.435517       0.577749                 NaN  0.491896                 NaN            NaN            NaN
  1383.58        500.000        98.5170                 NaN            NaN            NaN  0.569496       0.429049                 NaN  0.484472                 NaN            NaN            NaN
  1382.07        500.000        98.5404                 NaN            NaN            NaN  0.421832       0.561218                 NaN  0.476595                 NaN            NaN            NaN
  1380.56        500.000        98.5613                 NaN            NaN            NaN  0.416008       0.553337                 NaN  0.469374                 NaN            NaN            NaN
  1379.05        500.000        98.5834                 NaN            NaN            NaN  0.408800       0.545771                 NaN  0.461984                 NaN            NaN            NaN
  1377.54        500.000        98.6113                 NaN            NaN  0.869318E-001  0.465622       0.366722                 NaN  0.469381                 NaN            NaN            NaN
  1376.03        500.000        98.6377                 NaN            NaN  0.206058       0.122775       0.550583                 NaN  0.482861                 NaN            NaN            NaN
  1374.52        500.000        98.6603                 NaN            NaN  0.207377       0.546967       0.109649                 NaN  0.475674                 NaN            NaN            NaN
  1373.01        500.000        98.6798                 NaN            NaN  0.208426       0.545196       0.972680E-001            NaN  0.469299                 NaN            NaN            NaN
  1371.50        500.000        98.7037                 NaN            NaN  0.208710       0.539666       0.866185E-001            NaN  0.461267                 NaN            NaN            NaN
  1369.99        500.000        98.7254                 NaN            NaN  0.211253       0.728770E-001  0.535694                 NaN  0.454776                 NaN            NaN            NaN
  1368.48        500.000        98.7444                 NaN            NaN  0.210079       0.534066       0.635786E-001            NaN  0.447832                 NaN            NaN            NaN
  1366.97        500.000        98.7633                 NaN            NaN  0.211098       0.529613E-001  0.530839                 NaN  0.441777                 NaN            NaN            NaN
  1365.46        500.000        98.7838                 NaN            NaN  0.211793       0.527468       0.419719E-001            NaN  0.434964                 NaN            NaN            NaN
  1363.95        500.000        98.7976                 NaN            NaN  0.212077       0.323796E-001  0.527396                 NaN  0.430558                 NaN            NaN            NaN
  1362.44        500.000        98.8240                 NaN            NaN  0.211220       0.241045E-001  0.519548                 NaN  0.421105                 NaN            NaN            NaN
  1360.93        500.000        98.8377                 NaN            NaN  0.213176       0.115001E-001  0.520459                 NaN  0.417198                 NaN            NaN            NaN
  1359.42        500.000        98.8195                 NaN            NaN  0.180751       0.482425       0.996610E-001            NaN  0.417698                 NaN            NaN            NaN
  1357.91        500.000        98.8855                 NaN            NaN  0.211650       0.503110                 NaN            NaN  0.399703                 NaN            NaN            NaN
  1356.40        500.000        98.8902                 NaN            NaN  0.208770       0.502790                 NaN            NaN  0.398279                 NaN            NaN            NaN
  1354.89        500.000        98.9048                 NaN            NaN  0.207929       0.494020                 NaN            NaN  0.393222                 NaN            NaN            NaN
  1353.38        500.000        98.9051                 NaN            NaN  0.178296       0.453812       0.746925E-001            NaN  0.388134                 NaN            NaN            NaN
  1351.87        500.000        98.9368                 NaN            NaN  0.201199       0.481253                 NaN            NaN  0.380739                 NaN            NaN            NaN
  1350.36        500.000        98.9495                 NaN            NaN  0.199146       0.475071                 NaN            NaN  0.376272                 NaN            NaN            NaN
  1348.85        500.000        98.9631                 NaN            NaN  0.196012       0.469843                 NaN            NaN  0.371070                 NaN            NaN            NaN
  1347.34        500.000        98.9769                 NaN            NaN  0.192245       0.464449                 NaN            NaN  0.366371                 NaN            NaN            NaN
  1345.83        500.000        98.9949                 NaN            NaN  0.190862       0.455315                 NaN            NaN  0.358941                 NaN            NaN            NaN
  1344.32        500.000        99.0055                 NaN            NaN  0.189047       0.450172                 NaN            NaN  0.355231                 NaN            NaN            NaN
  1342.81        500.000        99.0175                 NaN            NaN  0.185473       0.446661                 NaN            NaN  0.350396                 NaN            NaN            NaN
  1341.30        500.000        99.0309                 NaN            NaN  0.189480       0.432343                 NaN            NaN  0.347278                 NaN            NaN            NaN
  1339.79        500.000        99.0532                 NaN            NaN  0.180452       0.429482                 NaN            NaN  0.336846                 NaN            NaN            NaN
  1338.28        500.000        97.6789                 NaN            NaN  0.406964        1.08623                 NaN            NaN  0.827872                 NaN            NaN            NaN
  1336.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.26        500.000       0.158748        99.3402                 NaN  0.134041       0.193174                 NaN            NaN  0.173833                 NaN            NaN            NaN
  1333.75        500.000        98.5857                 NaN            NaN  0.312108       0.583054                 NaN            NaN  0.519158                 NaN            NaN            NaN
  1332.24        500.000        98.6085                 NaN            NaN  0.314925       0.565039                 NaN            NaN  0.511565                 NaN            NaN            NaN
  1330.73        500.000        98.7355                 NaN            NaN  0.287943       0.512847                 NaN            NaN  0.463669                 NaN            NaN            NaN
  1329.22        500.000        98.8412                 NaN            NaN  0.263588       0.471616                 NaN            NaN  0.423595                 NaN            NaN            NaN
  1327.71        500.000        98.9332                 NaN            NaN  0.243160       0.434672                 NaN            NaN  0.388977                 NaN            NaN            NaN
  1326.20        500.000        99.0044                 NaN            NaN  0.226987       0.406316                 NaN            NaN  0.362308                 NaN            NaN            NaN
  1324.69        500.000        99.0777                 NaN            NaN  0.209865       0.378089                 NaN            NaN  0.334375                 NaN            NaN            NaN
  1323.18        500.000        99.1294                 NaN            NaN  0.197910       0.357720                 NaN            NaN  0.314959                 NaN            NaN            NaN
  1321.67        500.000        99.1772                 NaN            NaN  0.186675       0.339369                 NaN            NaN  0.296749                 NaN            NaN            NaN
  1320.16        500.000        99.2203                 NaN            NaN  0.176368       0.322842                 NaN            NaN  0.280540                 NaN            NaN            NaN
  1318.65        500.000        99.2575                 NaN            NaN  0.167625       0.308380                 NaN            NaN  0.266486                 NaN            NaN            NaN
  1317.14        500.000        99.2909                 NaN            NaN  0.159499       0.295822                 NaN            NaN  0.253738                 NaN            NaN            NaN
  1315.63        500.000        99.3129                 NaN            NaN  0.154440       0.286964                 NaN            NaN  0.245735                 NaN            NaN            NaN
  1314.12        500.000        99.3497                 NaN            NaN  0.144676       0.274698                 NaN            NaN  0.230972                 NaN            NaN            NaN
  1312.61        500.000        99.3715                 NaN            NaN  0.139765       0.265786                 NaN            NaN  0.222906                 NaN            NaN            NaN
  1311.10        500.000        99.3911                 NaN            NaN  0.134967       0.258415                 NaN            NaN  0.215514                 NaN            NaN            NaN
  1309.59        500.000        99.4101                 NaN            NaN  0.130135       0.251515                 NaN            NaN  0.208242                 NaN            NaN            NaN
  1308.08        500.000        99.4272                 NaN            NaN  0.125814       0.245410                 NaN            NaN  0.201597                 NaN            NaN            NaN
  1306.57        500.000        99.4423                 NaN            NaN  0.122024       0.239905                 NaN            NaN  0.195772                 NaN            NaN            NaN
  1305.06        500.000        99.4566                 NaN            NaN  0.118075       0.235248                 NaN            NaN  0.190053                 NaN            NaN            NaN
  1303.55        500.000        99.4683                 NaN            NaN  0.115001       0.231217                 NaN            NaN  0.185483                 NaN            NaN            NaN
  1302.04        500.000        99.4803                 NaN            NaN  0.111687       0.227257                 NaN            NaN  0.180754                 NaN            NaN            NaN
  1300.52        500.000        99.4895                 NaN            NaN  0.108936       0.224564                 NaN            NaN  0.176974                 NaN            NaN            NaN
  1299.01        500.000        99.4993                 NaN            NaN  0.106331       0.221201                 NaN            NaN  0.173140                 NaN            NaN            NaN
  1297.50        500.000        99.5061                 NaN            NaN  0.103947       0.219893                 NaN            NaN  0.170079                 NaN            NaN            NaN
  1295.99        500.000        99.5127                 NaN            NaN  0.101544       0.218486                 NaN            NaN  0.167316                 NaN            NaN            NaN
  1294.48        500.000        99.5178                 NaN            NaN  0.997752E-001  0.217508                 NaN            NaN  0.164956                 NaN            NaN            NaN
  1292.97        500.000        99.5221                 NaN            NaN  0.979642E-001  0.216985                 NaN            NaN  0.162931                 NaN            NaN            NaN
  1291.46        500.000        99.5245                 NaN            NaN  0.962967E-001  0.217741                 NaN            NaN  0.161476                 NaN            NaN            NaN
  1289.95        500.000        99.5259                 NaN            NaN  0.947687E-001  0.219153                 NaN            NaN  0.160200                 NaN            NaN            NaN
  1288.44        500.000        99.5270                 NaN            NaN  0.935771E-001  0.220045                 NaN            NaN  0.159391                 NaN            NaN            NaN
  1286.93        500.000        99.5256                 NaN            NaN  0.924830E-001  0.222808                 NaN            NaN  0.159155                 NaN            NaN            NaN
  1285.42        500.000        99.5229                 NaN            NaN  0.915073E-001  0.226225                 NaN            NaN  0.159388                 NaN            NaN            NaN
  1283.91        500.000        99.5177                 NaN            NaN  0.911037E-001  0.230895                 NaN            NaN  0.160293                 NaN            NaN            NaN
  1282.40        500.000        99.5113                 NaN            NaN  0.904801E-001  0.236513                 NaN            NaN  0.161708                 NaN            NaN            NaN
  1280.89        500.000        99.5023                 NaN            NaN  0.901319E-001  0.243697                 NaN            NaN  0.163823                 NaN            NaN            NaN
  1279.38        500.000        99.4901                 NaN            NaN  0.899682E-001  0.253055                 NaN            NaN  0.166899                 NaN            NaN            NaN
  1277.87        500.000        99.4751                 NaN            NaN  0.897954E-001  0.264232                 NaN            NaN  0.170841                 NaN            NaN            NaN
  1276.36        500.000        99.4563                 NaN            NaN  0.896459E-001  0.278100                 NaN            NaN  0.175996                 NaN            NaN            NaN
  1274.85        500.000        99.4307                 NaN            NaN  0.904077E-001  0.295950                 NaN            NaN  0.182919                 NaN            NaN            NaN
  1273.34        500.000        99.4001                 NaN            NaN  0.901612E-001  0.318270                 NaN            NaN  0.191425                 NaN            NaN            NaN
  1271.83        500.000        99.3598                 NaN            NaN  0.897678E-001  0.347724                 NaN            NaN  0.202679                 NaN            NaN            NaN
  1270.32        500.000        99.3056                 NaN            NaN  0.874545E-001  0.389226                 NaN            NaN  0.217701                 NaN            NaN            NaN
  1268.81        500.000        98.5574                 NaN            NaN  0.104433       0.523316                 NaN            NaN  0.296374       0.518458                 NaN            NaN
  1267.30        500.000        95.8582                 NaN            NaN  0.164149       0.899324                 NaN            NaN  0.541391        2.53696                 NaN            NaN
  1265.79        500.000        95.8806                 NaN            NaN            NaN   1.26905                 NaN            NaN  0.598664        2.25164                 NaN            NaN
  1264.28        500.000        95.7066                 NaN            NaN            NaN   1.44674                 NaN            NaN  0.676981        2.16963                 NaN            NaN
