|6.6.6
Archiving\03_Data\frac/QFM_m1/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1852.13        2500.00        99.0011       0.967277       0.316555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.0011       0.967275       0.316555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.0011       0.967273       0.316554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.0011       0.967271       0.316553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0011       0.967269       0.316553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.0011       0.967267       0.316552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.0011       0.967265       0.316551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.0011       0.967262       0.316550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0011       0.967260       0.316550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.0011       0.967258       0.316549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.0011       0.967256       0.316548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.0011       0.967253       0.316548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.0011       0.967251       0.316547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.0011       0.967249       0.316546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.0011       0.967246       0.316545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.0011       0.967244       0.316544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0011       0.967242       0.316544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0011       0.967239       0.316543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.0011       0.967237       0.316542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.0011       0.967234       0.316541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.0011       0.967232       0.316541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0011       0.967229       0.316540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.0011       0.967227       0.316539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.0011       0.967224       0.316538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0011       0.967222       0.316537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.0011       0.967219       0.316536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.0011       0.967217       0.316536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.0011       0.967214       0.316535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0011       0.967212       0.316534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.0011       0.967209       0.316533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.0011       0.967206       0.316532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.0011       0.967204       0.316531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.0011       0.967201       0.316530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0011       0.967198       0.316529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.0012       0.967195       0.316529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.0012       0.967193       0.316528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.0012       0.967190       0.316527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0012       0.967187       0.316526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.0012       0.967184       0.316525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.0012       0.967181       0.316524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.0012       0.967178       0.316523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0012       0.967175       0.316522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0012       0.967173       0.316521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0012       0.967170       0.316520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0012       0.967167       0.316519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0012       0.967164       0.316518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0012       0.967161       0.316517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0012       0.967157       0.316516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0012       0.967154       0.316515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0012       0.967151       0.316514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0012       0.967148       0.316513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0012       0.967145       0.316512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0012       0.967142       0.316511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0012       0.967139       0.316510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0012       0.967135       0.316509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0012       0.967132       0.316508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0012       0.967129       0.316507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0012       0.967125       0.316506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0012       0.967122       0.316505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.0012       0.967119       0.316503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.0012       0.967115       0.316502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.7063       0.967036                 NaN  0.326693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9982                 NaN            NaN            NaN  0.177461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9867                 NaN            NaN            NaN  0.133487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9869                 NaN            NaN            NaN  0.131391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9869                 NaN            NaN            NaN  0.130703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9870                 NaN            NaN            NaN  0.129736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9871                 NaN            NaN            NaN  0.128556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9872                 NaN            NaN            NaN  0.127814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9874                 NaN            NaN            NaN  0.126013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9875                 NaN            NaN            NaN  0.125397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9876                 NaN            NaN            NaN  0.124222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9877                 NaN            NaN            NaN  0.123295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9878                 NaN            NaN            NaN  0.122403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.9879                 NaN            NaN            NaN  0.120917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9880                 NaN            NaN            NaN  0.120288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9881                 NaN            NaN            NaN  0.119059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.9882                 NaN            NaN            NaN  0.117938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.9883                 NaN            NaN            NaN  0.116977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.9884                 NaN            NaN            NaN  0.115995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.9885                 NaN            NaN            NaN  0.115068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9886                 NaN            NaN            NaN  0.113772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.9887                 NaN            NaN            NaN  0.113004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.9888                 NaN            NaN            NaN  0.111991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.9889                 NaN            NaN            NaN  0.110803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.7970                 NaN            NaN  0.191862       0.111651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3587                 NaN            NaN  0.629852       0.114938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3602                 NaN            NaN  0.628309       0.114545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7541                 NaN            NaN   1.22370       0.222311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.9364                 NaN            NaN  0.624728E-001  0.112248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.6938                 NaN            NaN  0.224053       0.354573E-002  0.786075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6916                 NaN            NaN  0.740851       0.882893E-002  0.558767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6401                 NaN            NaN  0.162751                 NaN   1.19714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6565                 NaN            NaN  0.160076                 NaN   1.18347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6748                 NaN            NaN  0.156492                 NaN   1.16869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6922                 NaN            NaN  0.153058                 NaN   1.15479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7097                 NaN            NaN  0.149549                 NaN   1.14079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7280                 NaN            NaN  0.146089                 NaN   1.12595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7415                 NaN            NaN  0.142055                 NaN   1.11643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7616                 NaN            NaN  0.140787                 NaN   1.09763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7775                 NaN            NaN  0.137297                 NaN   1.08524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7935                 NaN            NaN  0.133314                 NaN   1.07320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8074                 NaN            NaN  0.131330                 NaN   1.06130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8206                 NaN            NaN  0.128154                 NaN   1.05125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8387                 NaN            NaN  0.125205                 NaN   1.03614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8513                 NaN            NaN  0.122497                 NaN   1.02623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8650                 NaN            NaN  0.120761                 NaN   1.01423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8791                 NaN            NaN  0.118391                 NaN   1.00255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8918                 NaN            NaN  0.114797                 NaN  0.993430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9041                 NaN            NaN  0.111825                 NaN  0.984055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9167                 NaN            NaN  0.111161                 NaN  0.972155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9294                 NaN            NaN  0.106561                 NaN  0.964002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9399                 NaN            NaN  0.104348                 NaN  0.955730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9524                 NaN            NaN  0.103305                 NaN  0.944285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9628                 NaN            NaN  0.988516E-001            NaN  0.938385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9737                 NaN            NaN  0.988369E-001            NaN  0.927442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9830                 NaN            NaN  0.931908E-001            NaN  0.923854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9933                 NaN            NaN  0.926567E-001            NaN  0.914017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0012                 NaN            NaN  0.547431E-001            NaN  0.944082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0119                 NaN            NaN  0.118929                 NaN  0.869129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0214                 NaN            NaN  0.863607E-001            NaN  0.892228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0312                 NaN            NaN  0.823860E-001            NaN  0.886452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0379                 NaN            NaN  0.800724E-001            NaN  0.881981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8419                 NaN            NaN            NaN            NaN  0.157427        1.00070                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7642                 NaN            NaN  0.234494E-001            NaN            NaN   1.21235                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7507                 NaN            NaN            NaN            NaN            NaN   1.24934                 NaN            NaN            NaN            NaN            NaN            NaN
