|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1942.36        500.000        99.2133                 NaN  0.775562       0.111131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.2133                 NaN  0.775619       0.111131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.2132                 NaN  0.775676       0.111132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.2132                 NaN  0.775733       0.111132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.2124                 NaN  0.775795       0.111133E-001  0.667595E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.2097                 NaN  0.775871       0.111136E-001  0.334852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.2074                 NaN  0.775943       0.111139E-001  0.555475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.1966                 NaN  0.776076       0.111150E-001  0.161635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.1859                 NaN  0.776207       0.111161E-001  0.267516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.1753                 NaN  0.776339       0.111172E-001  0.372912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.1646                 NaN  0.776470       0.111183E-001  0.477913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.1540                 NaN  0.776601       0.111194E-001  0.582516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1434                 NaN  0.776732       0.111205E-001  0.687039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.1330                 NaN  0.776862       0.111216E-001  0.790535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.1225                 NaN  0.776992       0.111227E-001  0.893940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.1121                 NaN  0.777121       0.111238E-001  0.996970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.1017                 NaN  0.777251       0.111249E-001  0.109969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.0913                 NaN  0.777380       0.111260E-001  0.120205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.0810                 NaN  0.777508       0.111270E-001  0.130372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.0707                 NaN  0.777637       0.111281E-001  0.140545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.0605                 NaN  0.777764       0.111292E-001  0.150621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.0503                 NaN  0.777892       0.111302E-001  0.160705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.0401                 NaN  0.778019       0.111313E-001  0.170718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.0300                 NaN  0.778146       0.111324E-001  0.180712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.0199                 NaN  0.778273       0.111334E-001  0.190663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.0099                 NaN  0.778399       0.111345E-001  0.200585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        98.9999                 NaN  0.778525       0.111355E-001  0.210439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        98.9899                 NaN  0.778651       0.111365E-001  0.220295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        98.9800                 NaN  0.778776       0.111376E-001  0.230064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        98.9701                 NaN  0.778901       0.111386E-001  0.239828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        98.9603                 NaN  0.779025       0.111396E-001  0.249542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        98.9505                 NaN  0.779150       0.111407E-001  0.259211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        98.9407                 NaN  0.779274       0.111417E-001  0.268847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        98.9310                 NaN  0.779397       0.111427E-001  0.278451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        98.9213                 NaN  0.779521       0.111437E-001  0.288009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        98.9117                 NaN  0.779644       0.111447E-001  0.297524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        98.9021                 NaN  0.779766       0.111457E-001  0.307008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        98.8925                 NaN  0.779889       0.111467E-001  0.316470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        98.8830                 NaN  0.780011       0.111477E-001  0.325864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        98.8735                 NaN  0.780132       0.111487E-001  0.335222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        98.8640                 NaN  0.780254       0.111497E-001  0.344557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        98.8546                 NaN  0.780375       0.111507E-001  0.353841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        98.8453                 NaN  0.780496       0.111517E-001  0.363092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        98.8354                 NaN  0.780620       0.111527E-001  0.372800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        98.8307                 NaN  0.780707       0.111532E-001  0.377391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        98.8174                 NaN  0.780856       0.111546E-001  0.390609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        98.8082                 NaN  0.780976       0.111556E-001  0.399717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        98.7990                 NaN  0.781095       0.111565E-001  0.408762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.7899                 NaN  0.781214       0.111575E-001  0.417778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        98.7807                 NaN  0.781333       0.111585E-001  0.426760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        98.7717                 NaN  0.781451       0.111594E-001  0.435700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        98.7634                 NaN  0.781564       0.111603E-001  0.443914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        98.7537                 NaN  0.781687       0.111613E-001  0.453474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        98.7447                 NaN  0.781804       0.111622E-001  0.462307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        98.7358                 NaN  0.781921       0.111632E-001  0.471085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        98.7270                 NaN  0.782038       0.111641E-001  0.479838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.7181                 NaN  0.782155       0.111651E-001  0.488608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        98.7093                 NaN  0.782271       0.111660E-001  0.497221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        98.7007                 NaN  0.782386       0.111669E-001  0.505775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        98.6919                 NaN  0.782502       0.111678E-001  0.514444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        98.6832                 NaN  0.782617       0.111687E-001  0.523005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        98.6746                 NaN  0.782732       0.111697E-001  0.531517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        98.6659                 NaN  0.782847       0.111706E-001  0.540036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        98.6574                 NaN  0.782961       0.111715E-001  0.548445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.6489                 NaN  0.783075       0.111724E-001  0.556854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        98.6404                 NaN  0.783189       0.111733E-001  0.565217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        98.6320                 NaN  0.783302       0.111742E-001  0.573552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        98.6236                 NaN  0.783416       0.111751E-001  0.581834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.6152                 NaN  0.783528       0.111760E-001  0.590086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        98.6069                 NaN  0.783641       0.111768E-001  0.598319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        98.5949                 NaN  0.783780       0.111781E-001  0.610165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        98.5853                 NaN  0.783902       0.111791E-001  0.619634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.5457                 NaN  0.784239       0.111832E-001  0.658891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        98.5739                 NaN  0.784088       0.111803E-001  0.630803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        98.5658                 NaN  0.784199       0.111812E-001  0.638793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        98.5577                 NaN  0.784310       0.111821E-001  0.646799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.5497                 NaN  0.784420       0.111829E-001  0.654726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        98.5417                 NaN  0.784530       0.111838E-001  0.662634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        98.5336                 NaN  0.784641       0.111847E-001  0.670541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        98.5257                 NaN  0.784750       0.111855E-001  0.678339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.5178                 NaN  0.784859       0.111864E-001  0.686132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        98.5100                 NaN  0.784968       0.111872E-001  0.693890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        98.5021                 NaN  0.785077       0.111880E-001  0.701637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        98.4943                 NaN  0.785185       0.111889E-001  0.709285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.4746                 NaN  0.785380       0.111909E-001  0.728821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        98.4788                 NaN  0.785402       0.111905E-001  0.724574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        98.4712                 NaN  0.785509       0.111914E-001  0.732102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        98.4636                 NaN  0.785616       0.111922E-001  0.739635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.4560                 NaN  0.785723       0.111930E-001  0.747122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.4484                 NaN  0.785830       0.111938E-001  0.754576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        98.4409                 NaN  0.785936       0.111946E-001  0.761999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        98.4334                 NaN  0.786042       0.111955E-001  0.769374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.4156                 NaN  0.786222       0.111973E-001  0.786952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.4186                 NaN  0.786254       0.111971E-001  0.783999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        98.4112                 NaN  0.786359       0.111979E-001  0.791262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        98.4038                 NaN  0.786464       0.111987E-001  0.798506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.3966                 NaN  0.786568       0.111995E-001  0.805679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.3893                 NaN  0.786673       0.112002E-001  0.812818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        98.3821                 NaN  0.786777       0.112010E-001  0.819927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        98.3749                 NaN  0.786881       0.112018E-001  0.826999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.3678                 NaN  0.786984       0.112026E-001  0.834050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.3607                 NaN  0.787088       0.112034E-001  0.841036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        98.3536                 NaN  0.787191       0.112041E-001  0.847998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        98.3466                 NaN  0.787293       0.112049E-001  0.854908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.3396                 NaN  0.787396       0.112057E-001  0.861791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.3327                 NaN  0.787498       0.112064E-001  0.868633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        98.3258                 NaN  0.787600       0.112072E-001  0.875441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        98.3189                 NaN  0.787701       0.112080E-001  0.882207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.3120                 NaN  0.787802       0.112087E-001  0.888939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.3052                 NaN  0.787904       0.112095E-001  0.895643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.2985                 NaN  0.788004       0.112102E-001  0.902282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        98.2918                 NaN  0.788105       0.112110E-001  0.908908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.2851                 NaN  0.788205       0.112117E-001  0.915477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.2785                 NaN  0.788305       0.112124E-001  0.922014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        98.2719                 NaN  0.788404       0.112132E-001  0.928513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        98.2653                 NaN  0.788504       0.112139E-001  0.934975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        98.2512                 NaN  0.788657       0.112154E-001  0.948954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.2481                 NaN  0.788731       0.112158E-001  0.951913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        98.2458                 NaN  0.788800       0.112161E-001  0.954150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        98.2394                 NaN  0.788898       0.112168E-001  0.960444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.2330                 NaN  0.788996       0.112175E-001  0.966739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.2319                 NaN  0.789057       0.112177E-001  0.967857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        98.2204                 NaN  0.789191       0.112189E-001  0.979153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        98.2141                 NaN  0.789289       0.112196E-001  0.985365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.2080                 NaN  0.789385       0.112203E-001  0.991433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.2018                 NaN  0.789482       0.112210E-001  0.997499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.1889                 NaN  0.789585       0.112218E-001   1.00276       0.754298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.1830                 NaN  0.789748       0.112235E-001   1.00801       0.799490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.1777                 NaN  0.789914       0.112252E-001   1.01325       0.795406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1724                 NaN  0.790079       0.112269E-001   1.01842       0.785521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.1671                 NaN  0.790244       0.112285E-001   1.02359       0.781781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.1619                 NaN  0.790408       0.112302E-001   1.02871       0.773249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.1567                 NaN  0.790570       0.112318E-001   1.03380       0.768997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1516                 NaN  0.790732       0.112335E-001   1.03886       0.761958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1453                 NaN  0.790898       0.112351E-001   1.04432       0.824198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        97.8848                 NaN  0.791055       0.110936E-001   1.03581       0.760556E-002  0.269631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.6862                 NaN            NaN            NaN            NaN  0.808949E-002  0.305702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4617                 NaN            NaN            NaN            NaN  0.829064E-002  0.530013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4651                 NaN            NaN            NaN            NaN  0.824033E-002  0.526680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4672                 NaN            NaN            NaN            NaN  0.821201E-002  0.524622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4676                 NaN            NaN            NaN            NaN  0.819445E-002  0.524191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4748                 NaN            NaN            NaN            NaN  0.812048E-002  0.517121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4779                 NaN            NaN            NaN            NaN  0.807353E-002  0.514046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4798                 NaN            NaN            NaN            NaN  0.805982E-002  0.512101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4830                 NaN            NaN            NaN            NaN  0.801628E-002  0.508970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4863                 NaN            NaN            NaN            NaN  0.797327E-002  0.505709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4896                 NaN            NaN            NaN            NaN  0.794600E-002  0.502476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4907                 NaN            NaN            NaN            NaN  0.797615E-002  0.501352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4992                 NaN            NaN            NaN            NaN  0.780555E-002  0.492972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
