|6.6.6
Archiving\03_Data\Deq/QFM_m4.5/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.3019       0.674508       0.236122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2649       0.711501       0.236147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2279       0.748502       0.236172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1909       0.785511       0.236197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1538       0.822528       0.236222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1168       0.859553       0.236247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0798       0.896586       0.236272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0427       0.933626       0.236297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0057       0.970675       0.236322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.9694        1.00695       0.236347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.9331        1.04323       0.236371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.8968        1.07952       0.236396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.8605        1.11582       0.236421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.8242        1.15212       0.236445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.7879        1.18843       0.236470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.7516        1.22475       0.236494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.7153        1.26108       0.236519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.1834        1.27293       0.230421E-001  0.520619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        97.2843        1.26508       0.219642E-001   1.42868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.4036        1.25500       0.208831E-001   2.32051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.5230        1.24491       0.198022E-001   3.21229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.6781        1.23056       0.187185E-001   4.07263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.8333        1.21621       0.176349E-001   4.93289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        92.9885        1.20186       0.165515E-001   5.79309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.1438        1.18751       0.154681E-001   6.65321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.3548        1.16375       0.143555E-001   7.46707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        90.5659        1.14001       0.132432E-001   8.28082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.7772        1.11626       0.121309E-001   9.09445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.9885        1.09252       0.110188E-001   9.90798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        88.1999        1.06879       0.990692E-002   10.7214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.4115        1.04505       0.879515E-002   11.5347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.6231        1.02132       0.768354E-002   12.3479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        85.8349       0.997594       0.657208E-002   13.1609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        85.0828       0.965938       0.543148E-002   13.9458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.3309       0.934288       0.429109E-002   14.7306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        83.5782       0.898035       0.309551E-002   15.5207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        82.8350       0.861416       0.197311E-002   16.2876       0.139812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        82.0825       0.820017       0.794525E-003   17.0646       0.320346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        81.3421       0.777729                 NaN   17.8303       0.498781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        80.6143       0.732751                 NaN   18.5855       0.675156E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        79.8866       0.687784                 NaN   19.3405       0.851485E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        79.1708       0.633727                 NaN   20.0933       0.102234                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        78.4552       0.579686                 NaN   20.8458       0.119314                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        77.7398       0.525662                 NaN   21.5982       0.136388                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        77.0246       0.471655                 NaN   22.3503       0.153458                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        76.3097       0.417664                 NaN   23.1021       0.170522                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        75.5950       0.363690                 NaN   23.8538       0.187581                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        74.8805       0.309732                 NaN   24.6052       0.204634                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        74.1662       0.255790                 NaN   25.3563       0.221683                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        73.4577       0.192042                 NaN   26.1120       0.238273                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        72.7494       0.128316                 NaN   26.8674       0.254857                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        72.0396       0.609835E-001            NaN   27.6282       0.271255                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        71.3405                 NaN            NaN   28.3723       0.287259                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        70.6880                 NaN            NaN   29.0109       0.301058                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        70.0356                 NaN            NaN   29.6496       0.314858                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        69.3831                 NaN            NaN   30.2882       0.328658                 NaN            NaN            NaN            NaN            NaN            NaN
