|6.6.6
Archiving\03_Data\Deq/QFM_m4.5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1913.46        2500.00        90.9125       0.460103       0.448518E-002   8.62291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        90.1515       0.450545       0.407594E-002   9.39389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        89.3898       0.440979       0.366636E-002   10.1656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        88.6274       0.431403       0.325644E-002   10.9380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        87.8643       0.421818       0.284619E-002   11.7111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        87.1005       0.412224       0.243561E-002   12.4849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        86.3711       0.399334       0.201380E-002   13.2275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        85.6412       0.386433       0.159169E-002   13.9708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        84.9100       0.371615       0.114872E-002   14.7172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        84.1892       0.356632       0.732530E-003   15.4437       0.972464E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        83.4594       0.339658       0.295106E-003   16.1783       0.222846E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        82.7407       0.322295                 NaN   16.9023       0.346963E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        82.0337       0.303798                 NaN   17.6155       0.469609E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        81.3262       0.285288                 NaN   18.3293       0.592354E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        80.6298       0.262985                 NaN   19.0362       0.710851E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        79.9329       0.240669                 NaN   19.7435       0.829433E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        79.2355       0.218339                 NaN   20.4513       0.948100E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        78.5378       0.195995                 NaN   21.1595       0.106685                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        77.8396       0.173637                 NaN   21.8682       0.118568                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        77.1410       0.151266                 NaN   22.5773       0.130460                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        76.4420       0.128881                 NaN   23.2868       0.142360                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        75.7426       0.106483                 NaN   23.9967       0.154268                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        75.0485       0.799800E-001            NaN   24.7057       0.165820                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        74.3541       0.534634E-001            NaN   25.4151       0.177379                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        73.6577       0.254201E-001            NaN   26.1281       0.188795                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        72.9740                 NaN            NaN   26.8260       0.199938                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        72.3628                 NaN            NaN   27.4276       0.209603                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        71.7511                 NaN            NaN   28.0296       0.219277                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        71.1389                 NaN            NaN   28.6321       0.228959                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        70.5263                 NaN            NaN   29.2351       0.238651                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        69.9395                 NaN            NaN   29.8130       0.247498                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        69.3522                 NaN            NaN   30.3915       0.256353                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        68.7645                 NaN            NaN   30.9703       0.265216                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        68.1763                 NaN            NaN   31.5496       0.274086                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        67.5878                 NaN            NaN   32.1293       0.282964                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        66.9987                 NaN            NaN   32.7094       0.291849                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        66.4093                 NaN            NaN   33.2900       0.300742                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        65.8194                 NaN            NaN   33.8710       0.309642                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        65.2614                 NaN            NaN   34.4206       0.318023                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        64.7031                 NaN            NaN   34.9705       0.326411                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        64.1443                 NaN            NaN   35.5209       0.334806                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        63.5852                 NaN            NaN   36.0715       0.343207                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        63.0258                 NaN            NaN   36.6226       0.351614                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        62.4660                 NaN            NaN   37.1740       0.360027                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        61.9058                 NaN            NaN   37.7258       0.368447                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        61.3453                 NaN            NaN   38.2779       0.376873                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        60.8150                 NaN            NaN   38.8002       0.384750                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        60.2845                 NaN            NaN   39.3229       0.392633                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        59.7536                 NaN            NaN   39.8459       0.400521                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        59.2224                 NaN            NaN   40.3691       0.408414                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        58.6910                 NaN            NaN   40.8927       0.416313                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        58.1593                 NaN            NaN   41.4165       0.424216                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        57.6272                 NaN            NaN   41.9406       0.432125                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        57.0949                 NaN            NaN   42.4650       0.440039                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        56.5984                 NaN            NaN   42.9544       0.447266                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        56.1016                 NaN            NaN   43.4439       0.454497                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        55.6046                 NaN            NaN   43.9337       0.461733                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        55.1074                 NaN            NaN   44.4236       0.468972                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        54.6100                 NaN            NaN   44.9138       0.476215                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        54.1123                 NaN            NaN   45.4042       0.483463                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        53.6144                 NaN            NaN   45.8949       0.490714                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        53.1163                 NaN            NaN   46.3857       0.497969                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        52.6561                 NaN            NaN   46.8390       0.504909                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        52.1957                 NaN            NaN   47.2924       0.511852                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        51.7351                 NaN            NaN   47.7461       0.518798                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        51.2744                 NaN            NaN   48.1998       0.525747                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        50.8136                 NaN            NaN   48.6538       0.532700                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        50.3525                 NaN            NaN   49.1078       0.539655                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        49.8914                 NaN            NaN   49.5620       0.546614                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        49.4301                 NaN            NaN   50.0164       0.553575                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        49.0063                 NaN            NaN   50.4330       0.560624                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        48.5825                 NaN            NaN   50.8498       0.567675                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        48.1586                 NaN            NaN   51.2667       0.574729                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        47.7345                 NaN            NaN   51.6837       0.581786                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        47.3104                 NaN            NaN   52.1008       0.588846                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        46.8862                 NaN            NaN   52.5179       0.595908                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        46.4619                 NaN            NaN   52.9352       0.602972                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        46.0375                 NaN            NaN   53.3525       0.610039                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        45.6554                 NaN            NaN   53.7290       0.615538                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        45.2734                 NaN            NaN   54.1056       0.621038                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        44.8913                 NaN            NaN   54.4822       0.626540                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        44.5091                 NaN            NaN   54.8589       0.632042                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        44.1367                 NaN            NaN   55.2253       0.638020                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        43.7643                 NaN            NaN   55.5917       0.643998                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        42.7331                 NaN            NaN   55.7774       0.642598       0.846941                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        41.7120                 NaN            NaN   55.9447       0.640177        1.70317                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        40.8502                 NaN            NaN   56.0798       0.637345        2.43271                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        39.9868                 NaN            NaN   56.2151       0.634507        3.16359                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        39.1220                 NaN            NaN   56.3505       0.631663        3.89581                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        38.2557                 NaN            NaN   56.4862       0.628814        4.62936                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        37.3878                 NaN            NaN   56.6220       0.625958        5.36426                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        36.5185                 NaN            NaN   56.7579       0.623097        6.10049                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        35.6477                 NaN            NaN   56.8940       0.620229        6.83807                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        34.7754                 NaN            NaN   57.0303       0.617356        7.57699                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        34.1145                 NaN            NaN   57.1244       0.613678        8.14746                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        33.4527                 NaN            NaN   57.2186       0.609995        8.71874                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        32.7900                 NaN            NaN   57.3129       0.606306        9.29082                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        32.1265                 NaN            NaN   57.4072       0.602611        9.86370                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        31.4621                 NaN            NaN   57.5016       0.598910        10.4374                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        30.7968                 NaN            NaN   57.5961       0.595204        11.0119                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        30.1307                 NaN            NaN   57.6906       0.591492        11.5872                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        29.4637                 NaN            NaN   57.7853       0.587775        12.1633                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        28.9296                 NaN            NaN   57.8541       0.583298        12.6330                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        28.3949                 NaN            NaN   57.9230       0.578817        13.1033                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        27.8597                 NaN            NaN   57.9920       0.574329        13.5741                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        27.3239                 NaN            NaN   58.0609       0.569836        14.0454                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        26.7875                 NaN            NaN   58.1299       0.565338        14.5172                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        26.2506                 NaN            NaN   58.1990       0.560834        14.9896                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        25.7131                 NaN            NaN   58.2680       0.556325        15.4626                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        25.1750                 NaN            NaN   58.3371       0.551810        15.9360                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        24.7188                 NaN            NaN   58.3905       0.546352        16.3443                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        24.2622                 NaN            NaN   58.4439       0.540889        16.7530                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        23.8053                 NaN            NaN   58.4973       0.535420        17.1620                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        23.3478                 NaN            NaN   58.5507       0.529945        17.5715                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        22.8900                 NaN            NaN   58.6042       0.524464        17.9813                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        22.4318                 NaN            NaN   58.6576       0.518979        18.3916                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        21.9732                 NaN            NaN   58.7111       0.513487        18.8022                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        21.5141                 NaN            NaN   58.7646       0.507990        19.2133                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        21.1024                 NaN            NaN   58.8118       0.501374        19.5844                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        20.6904                 NaN            NaN   58.8590       0.494752        19.9559                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        20.2780                 NaN            NaN   58.9062       0.488124        20.3277                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        19.8653                 NaN            NaN   58.9534       0.481489        20.6998                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        19.4522                 NaN            NaN   59.0007       0.474849        21.0722                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        19.0389                 NaN            NaN   59.0480       0.468202        21.4450                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        18.6251                 NaN            NaN   59.0952       0.461549        21.8181                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        18.2111                 NaN            NaN   59.1425       0.454890        22.1915                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        17.8155                 NaN            NaN   59.1874       0.447212        22.5498                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        17.4197                 NaN            NaN   59.2323       0.439527        22.9085                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        17.0334                 NaN            NaN   59.2754       0.431918        23.2593                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        16.5981                 NaN            NaN   59.3231       0.425946        23.5768       0.760315E-001            NaN            NaN            NaN            NaN
  1496.79        2500.00        15.9323                 NaN            NaN   59.3847       0.432450        23.6661       0.584437                 NaN            NaN            NaN            NaN
  1493.59        2500.00        15.2653                 NaN            NaN   59.4464       0.438966        23.7555        1.09370                 NaN            NaN            NaN            NaN
  1490.38        2500.00        14.5974                 NaN            NaN   59.5082       0.445497        23.8451        1.60383                 NaN            NaN            NaN            NaN
  1487.18        2500.00        13.9283                 NaN            NaN   59.5700       0.452041        23.9349        2.11481                 NaN            NaN            NaN            NaN
  1483.97        2500.00        13.3318                 NaN            NaN   59.6137       0.461167        24.0118        2.58153                 NaN            NaN            NaN            NaN
  1480.77        2500.00        12.7345                 NaN            NaN   59.6574       0.470310        24.0888        3.04896                 NaN            NaN            NaN            NaN
  1477.56        2500.00        12.1445                 NaN            NaN   59.6891       0.483595        24.0894        3.49425       0.991649E-001            NaN            NaN            NaN
  1474.36        2500.00        11.5442                 NaN            NaN   59.7034       0.504641        23.8755        3.89062       0.481589                 NaN            NaN            NaN
  1471.15        2500.00        11.5436                 NaN            NaN   59.7038       0.504660        23.8757        3.89065       0.481595                 NaN            NaN            NaN
  1467.95        2500.00        11.5430                 NaN            NaN   59.7042       0.504678        23.8759        3.89067       0.481600                 NaN            NaN            NaN
  1464.74        2500.00        11.5424                 NaN            NaN   59.7045       0.504696        23.8761        3.89070       0.481605                 NaN            NaN            NaN
  1461.54        2500.00        9.42088                 NaN            NaN   59.7297       0.586707        23.3299        5.31923        1.61355                 NaN            NaN            NaN
  1458.33        2500.00        9.42042                 NaN            NaN   59.7299       0.586728        23.3301        5.31926        1.61356                 NaN            NaN            NaN
  1455.13        2500.00        9.41995                 NaN            NaN   59.7302       0.586749        23.3302        5.31929        1.61358                 NaN            NaN            NaN
  1451.92        2500.00        9.41948                 NaN            NaN   59.7304       0.586769        23.3304        5.31932        1.61360                 NaN            NaN            NaN
  1448.72        2500.00        7.71978                 NaN            NaN   59.7150       0.664975        23.0952        6.48520        2.31988                 NaN            NaN            NaN
  1445.51        2500.00        7.71942                 NaN            NaN   59.7152       0.664998        23.0953        6.48523        2.31990                 NaN            NaN            NaN
  1442.31        2500.00        6.99421                 NaN            NaN   59.6970       0.702628        23.0463        2.57346        6.98642                 NaN            NaN            NaN
  1439.10        2500.00        6.58134                 NaN            NaN   59.7322       0.713298        22.9674        7.13846        2.75459       0.112678                 NaN            NaN
  1435.90        2500.00        6.16404                 NaN            NaN   59.7830       0.720276        22.8715        7.25082        2.94781       0.262581                 NaN            NaN
  1432.69        2500.00        6.16378                 NaN            NaN   59.7831       0.720300        22.8716        7.25084        2.94783       0.262597                 NaN            NaN
  1429.49        2500.00        6.16351                 NaN            NaN   59.7831       0.720324        22.8717        7.25086        2.94785       0.262614                 NaN            NaN
  1426.28        2500.00        6.16325                 NaN            NaN   59.7832       0.720347        22.8718        7.25088        2.94787       0.262630                 NaN            NaN
  1423.08        2500.00        6.16298                 NaN            NaN   59.7833       0.720371        22.8719        7.25090        2.94789       0.262647                 NaN            NaN
  1419.87        2500.00        6.16272                 NaN            NaN   59.7834       0.720395        22.8720        7.25092        2.94792       0.262663                 NaN            NaN
  1416.67        2500.00        6.16245                 NaN            NaN   59.7835       0.720418        22.8721        7.25094        2.94794       0.262680                 NaN            NaN
  1413.46        2500.00        6.16218                 NaN            NaN   59.7836       0.720442        22.8722        7.25096        2.94796       0.262696                 NaN            NaN
  1410.26        2500.00        3.88495                 NaN            NaN   60.0355       0.771094        22.2918        4.04785        7.83677        1.13204                 NaN            NaN
  1407.05        2500.00        3.88482                 NaN            NaN   60.0354       0.771118        22.2919        4.04788        7.83677        1.13211                 NaN            NaN
  1403.85        2500.00        3.88468                 NaN            NaN   60.0354       0.771141        22.2919        4.04790        7.83678        1.13218                 NaN            NaN
  1400.64        2500.00        3.88455                 NaN            NaN   60.0353       0.771165        22.2920        4.04792        7.83679        1.13225                 NaN            NaN
  1397.44        2500.00        3.88441                 NaN            NaN   60.0353       0.771189        22.2920        4.04794        7.83680        1.13232                 NaN            NaN
  1394.23        2500.00        3.88428                 NaN            NaN   60.0352       0.771212        22.2921        4.04797        7.83680        1.13238                 NaN            NaN
  1391.03        2500.00        3.88414                 NaN            NaN   60.0352       0.771236        22.2922        4.04799        7.83681        1.13245                 NaN            NaN
  1387.82        2500.00        3.88401                 NaN            NaN   60.0352       0.771259        22.2922        4.04801        7.83682        1.13252                 NaN            NaN
  1384.62        2500.00        2.52856                 NaN            NaN   60.1516       0.816171        21.9132        8.14795        4.73352        1.70901                 NaN            NaN
  1381.41        2500.00        2.52849                 NaN            NaN   60.1515       0.816195        21.9132        8.14795        4.73355        1.70911                 NaN            NaN
  1378.21        2500.00        2.52842                 NaN            NaN   60.1514       0.816219        21.9132        8.14795        4.73357        1.70921                 NaN            NaN
  1375.00        2500.00        2.52835                 NaN            NaN   60.1513       0.816243        21.9133        8.14795        4.73359        1.70931                 NaN            NaN
  1371.79        2500.00        2.52828                 NaN            NaN   60.1512       0.816267        21.9133        8.14795        4.73362        1.70941                 NaN            NaN
  1368.59        2500.00        2.52821                 NaN            NaN   60.1510       0.816291        21.9133        8.14795        4.73364        1.70952                 NaN            NaN
  1365.38        2500.00        2.52814                 NaN            NaN   60.1509       0.816314        21.9134        8.14795        4.73366        1.70962                 NaN            NaN
  1362.18        2500.00        2.52807                 NaN            NaN   60.1508       0.816338        21.9134        8.14795        4.73369        1.70972                 NaN            NaN
  1358.97        2500.00        1.55909                 NaN            NaN   60.2025       0.858604        21.6572        8.35293        5.22085        2.14878                 NaN            NaN
  1355.77        2500.00        1.55906                 NaN            NaN   60.2024       0.858629        21.6572        8.35293        5.22087        2.14891                 NaN            NaN
  1352.56        2500.00        1.55903                 NaN            NaN   60.2022       0.858653        21.6573        8.35292        5.22089        2.14903                 NaN            NaN
  1349.36        2500.00        1.55899                 NaN            NaN   60.2020       0.858678        21.6573        8.35292        5.22092        2.14916                 NaN            NaN
  1346.15        2500.00        1.55896                 NaN            NaN   60.2019       0.858702        21.6573        8.35292        5.22094        2.14929                 NaN            NaN
  1342.95        2500.00        1.55893                 NaN            NaN   60.2017       0.858726        21.6574        8.35291        5.22097        2.14941                 NaN            NaN
  1339.74        2500.00        1.55889                 NaN            NaN   60.2015       0.858751        21.6574        8.35291        5.22099        2.14954                 NaN            NaN
  1336.54        2500.00        1.55886                 NaN            NaN   60.2014       0.858775        21.6574        8.35291        5.22101        2.14967                 NaN            NaN
  1333.33        2500.00       0.783560                 NaN            NaN   60.2118       0.899613        21.4948        8.51872        5.59167        2.49991                 NaN            NaN
  1330.13        2500.00       0.783547                 NaN            NaN   60.2116       0.899638        21.4948        8.51872        5.59169        2.50005                 NaN            NaN
  1326.92        2500.00       0.608383                 NaN            NaN   60.2087       0.909760        21.4660        5.67208        8.55882        2.57626                 NaN            NaN
  1323.72        2500.00       0.523240                 NaN            NaN   60.2067       0.914713        21.4548        8.57877        5.70899        2.61276                 NaN            NaN
  1320.51        2500.00                 NaN            NaN            NaN   60.2641       0.920829        21.4079        5.78070        8.62955        2.69362       0.303324                 NaN
  1317.31        2500.00                 NaN            NaN            NaN   60.2638       0.920854        21.4079        5.78072        8.62955        2.69377       0.303330                 NaN
  1314.10        2500.00                 NaN            NaN            NaN   60.2636       0.920880        21.4079        5.78074        8.62954        2.69393       0.303336                 NaN
  1310.90        2500.00                 NaN            NaN            NaN   60.2634       0.920905        21.4080        5.78077        8.62953        2.69409       0.303342                 NaN
  1307.69        2500.00                 NaN            NaN            NaN   60.2703       0.931807        21.5236        8.60831        5.61884        2.73063       0.316514                 NaN
  1304.49        2500.00                 NaN            NaN            NaN   60.2701       0.931833        21.5236        8.60831        5.61887        2.73078       0.316521                 NaN
  1301.28        2500.00                 NaN            NaN            NaN   60.2699       0.931858        21.5236        8.60830        5.61889        2.73094       0.316527                 NaN
  1298.08        2500.00                 NaN            NaN            NaN   60.2696       0.931883        21.5236        8.60829        5.61892        2.73110       0.316533                 NaN
  1294.87        2500.00                 NaN            NaN            NaN   60.2694       0.931908        21.5237        8.60829        5.61894        2.73126       0.316540                 NaN
