|6.6.6
Archiving\03_Data\eqLP/QFM_m5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1910.26        500.000        97.4527       0.691255        1.85607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.4423       0.691391        1.86634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.4319       0.691527        1.87662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.4214       0.691663        1.88690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        97.4110       0.691799        1.89718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        97.4010       0.691932        1.90709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        97.3909       0.692066        1.91700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.3809       0.692200        1.92691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.3708       0.692333        1.93683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.3608       0.692467        1.94675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        97.3507       0.692600        1.95667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        97.3407       0.692734        1.96660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        97.3306       0.692867        1.97652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        97.3209       0.692998        1.98608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        97.3112       0.693130        1.99565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        97.3015       0.693261        2.00521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        97.2918       0.693392        2.01478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        97.2821       0.693523        2.02435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        97.2724       0.693654        2.03393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        97.2627       0.693785        2.04351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        97.2530       0.693916        2.05309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        97.2437       0.694045        2.06230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        97.2343       0.694174        2.07153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        97.2249       0.694303        2.08075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        97.2156       0.694432        2.08998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        97.2062       0.694561        2.09921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        97.1969       0.694689        2.10844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        97.1875       0.694818        2.11767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        97.1781       0.694947        2.12691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        97.1691       0.695074        2.13579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        97.1601       0.695200        2.14468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        97.1511       0.695327        2.15356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        97.1421       0.695453        2.16245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        97.1331       0.695580        2.17135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        97.1241       0.695706        2.18024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        97.1150       0.695833        2.18914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        97.1060       0.695960        2.19804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        97.0973       0.696084        2.20659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        97.0887       0.696208        2.21514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        97.0800       0.696333        2.22370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        97.0713       0.696457        2.23225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        97.0626       0.696582        2.24081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        97.0539       0.696706        2.24937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        97.0452       0.696830        2.25794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        97.0365       0.696955        2.26650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        97.0244       0.697082        2.27454       0.401980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        97.0039       0.697217        2.28179       0.170625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        96.9837       0.697352        2.28899       0.299498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        96.9635       0.697487        2.29618       0.428423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        96.9437       0.697621        2.30327       0.553914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        96.9239       0.697755        2.31035       0.679455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        96.9042       0.697888        2.31744       0.805047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        96.8844       0.698022        2.32453       0.930688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        96.8650       0.698154        2.33151       0.105297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        96.8457       0.698287        2.33849       0.117530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        96.8266       0.698418        2.34541       0.129581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        96.2323       0.698625        2.33447       0.142119       0.592444                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        95.5168       0.698837        2.31826       0.154569        1.31154                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        94.8008       0.699047        2.30204       0.167026        2.03105                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        94.0845       0.699255        2.28581       0.179490        2.75095                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        93.3678       0.699461        2.26956       0.191961        3.47125                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        92.6184       0.699646        2.24834       0.204046        4.22960                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        91.8686       0.699829        2.22711       0.216138        4.98831                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        91.1185       0.700010        2.20585       0.228235        5.74737                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        90.3681       0.700188        2.18459       0.240338        6.50678                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        89.6174       0.700364        2.16330       0.252447        7.26652                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        88.8663       0.700538        2.14200       0.264560        8.02660                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        88.1149       0.700709        2.12069       0.276680        8.78699                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        87.3633       0.700878        2.09936       0.288804        9.54770                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        86.5760       0.701018        2.07093       0.300419        10.3516                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        85.7885       0.701155        2.04249       0.312038        11.1558                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        85.0008       0.701289        2.01404       0.323660        11.9603                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        84.2128       0.701421        1.98557       0.335286        12.7649                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        83.4247       0.701550        1.95708       0.346915        13.5698                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        82.6363       0.701676        1.92858       0.358547        14.3749                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        81.8478       0.701799        1.90006       0.370181        15.1802                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        81.0590       0.701920        1.87153       0.381819        15.9857                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        80.2578       0.702017        1.83774       0.393077        16.8094                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        79.4564       0.702110        1.80393       0.404337        17.6332                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        78.6549       0.702201        1.77011       0.415599        18.4572                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        77.8534       0.702289        1.73628       0.426862        19.2812                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        77.0561       0.702364        1.70057       0.437966        20.1030                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        76.2588       0.702437        1.66484       0.449071        20.9249                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        74.4803       0.703664        1.64700       0.456907        21.2836        1.42854                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        72.2575       0.705454        1.64011       0.462558        21.3834        3.55091                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        70.4286       0.706941        1.63234       0.465429        21.4562        5.31044                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        68.5922       0.708432        1.62453       0.468310        21.5293        7.07731                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        66.7481       0.709927        1.61669       0.471203        21.6026        8.85158                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        64.8963       0.711427        1.60881       0.474107        21.6761        10.6333                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        63.0368       0.712932        1.60089       0.477023        21.7499        12.4224                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        61.1697       0.714441        1.59294       0.479949        21.8240        14.2190                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        59.2947       0.715955        1.58495       0.482887        21.8983        16.0232                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        57.4120       0.717473        1.57693       0.485836        21.9729        17.8349                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        56.0050       0.718630        1.56808       0.484353        22.0154        19.2086                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        54.5935       0.719789        1.55920       0.482864        22.0580        20.5866                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        53.1777       0.720951        1.55028       0.481370        22.1007        21.9690                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        51.7574       0.722116        1.54134       0.479870        22.1435        23.3558                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        50.3326       0.723283        1.53237       0.478364        22.1864        24.7470                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        48.9033       0.724452        1.52337       0.476853        22.2294        26.1426                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        47.4696       0.725624        1.51434       0.475336        22.2725        27.5426                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        46.0313       0.726799        1.50528       0.473813        22.3157        28.9471                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        44.8426       0.727790        1.49605       0.467428        22.3470        30.1191                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        43.6507       0.728782        1.48680       0.461026        22.3784        31.2943                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        42.4557       0.729777        1.47752       0.454605        22.4098        32.4725                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.2576       0.730773        1.46822       0.448167        22.4414        33.6539                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        40.0563       0.731771        1.45889       0.441709        22.4729        34.8384                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        38.8518       0.732771        1.44953       0.435234        22.5045        36.0261                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        37.6442       0.733773        1.44015       0.428740        22.5362        37.2169                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        36.4335       0.734776        1.43074       0.422228        22.5680        38.4108                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        35.3356       0.735702        1.42167       0.408190        22.6085        39.4903                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        34.2351       0.736629        1.41257       0.394115        22.6491        40.5724                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        33.1320       0.737558        1.40345       0.380005        22.6899        41.6571                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        32.0263       0.738489        1.39431       0.365858        22.7306        42.7444                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        30.9179       0.739421        1.38515       0.351675        22.7715        43.8344                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        29.8068       0.740355        1.37596       0.337456        22.8125        44.9269                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        28.6931       0.741291        1.36675       0.323200        22.8535        46.0222                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        27.5767       0.742228        1.35751       0.308908        22.8946        47.1200                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        26.3594       0.743291        1.35051       0.288637        22.9472        48.0738       0.237157                 NaN            NaN            NaN            NaN
  1532.05        500.000        24.6799       0.744874        1.35143       0.265558        22.9884        48.6816        1.28825                 NaN            NaN            NaN            NaN
  1528.85        500.000        23.2435       0.746196        1.34649       0.243981        23.0576        49.1712        2.19112                 NaN            NaN            NaN            NaN
  1525.64        500.000        21.8022       0.747521        1.34153       0.222327        23.1269        49.6624        3.09716                 NaN            NaN            NaN            NaN
  1522.44        500.000        20.5487       0.748644        1.33205       0.201494        23.2182        50.0619        3.88900                 NaN            NaN            NaN            NaN
  1519.23        500.000        19.4018       0.749648        1.31940       0.182119        23.3234        50.3766       0.265050E-001   4.62054                 NaN            NaN            NaN
  1516.03        500.000        19.4008       0.749668        1.31938       0.182126        23.3237        50.3772       0.265054E-001   4.62059                 NaN            NaN            NaN
  1512.82        500.000        17.2854       0.751434        1.28630       0.156380        23.5425        50.0891        1.14191        5.74698                 NaN            NaN            NaN
  1509.62        500.000        17.2845       0.751453        1.28627       0.156385        23.5427        50.0897        1.14192        5.74703                 NaN            NaN            NaN
  1506.41        500.000        17.2837       0.751471        1.28625       0.156391        23.5430        50.0902        1.14193        5.74708                 NaN            NaN            NaN
  1503.21        500.000        17.2828       0.751489        1.28623       0.156397        23.5432        50.0908        1.14195        5.74714                 NaN            NaN            NaN
  1500.00        500.000        17.2820       0.751507        1.28620       0.156402        23.5435        50.0913        1.14196        5.74719                 NaN            NaN            NaN
  1496.79        500.000        17.2811       0.751526        1.28618       0.156408        23.5437        50.0919        1.14197        5.74724                 NaN            NaN            NaN
  1493.59        500.000        17.2803       0.751544        1.28616       0.156414        23.5439        50.0924        1.14199        5.74730                 NaN            NaN            NaN
  1490.38        500.000        17.2794       0.751562        1.28614       0.156419        23.5442        50.0930        1.14200        5.74735                 NaN            NaN            NaN
  1487.18        500.000        11.1551       0.755913        1.07123       0.101931        24.7786        47.6000        9.17120        5.36606                 NaN            NaN            NaN
  1483.97        500.000        11.1545       0.755927        1.07121       0.101935        24.7788        47.6003        9.17124        5.36610                 NaN            NaN            NaN
  1480.77        500.000        11.1540       0.755942        1.07119       0.101938        24.7789        47.6006        9.17129        5.36614                 NaN            NaN            NaN
  1477.56        500.000        11.1535       0.755957        1.07116       0.101941        24.7791        47.6009        9.17133        5.36618                 NaN            NaN            NaN
  1474.36        500.000        11.1529       0.755971        1.07114       0.101945        24.7792        47.6012        9.17138        5.36622                 NaN            NaN            NaN
  1471.15        500.000        11.1524       0.755986        1.07111       0.101948        24.7793        47.6016        9.17142        5.36626                 NaN            NaN            NaN
  1467.95        500.000        11.1518       0.756001        1.07109       0.101951        24.7795        47.6019        9.17147        5.36631                 NaN            NaN            NaN
  1464.74        500.000        11.1513       0.756015        1.07107       0.101954        24.7796        47.6022        9.17151        5.36635                 NaN            NaN            NaN
  1461.54        500.000        7.58745       0.757311       0.740706       0.100395        26.6245        45.2103        11.7259        7.25334                 NaN            NaN            NaN
  1458.33        500.000        7.58712       0.757323       0.740687       0.100398        26.6246        45.2105        11.7260        7.25338                 NaN            NaN            NaN
  1455.13        500.000        7.58679       0.757336       0.740669       0.100401        26.6247        45.2107        11.7260        7.25342                 NaN            NaN            NaN
  1451.92        500.000        7.58646       0.757348       0.740651       0.100404        26.6248        45.2109        11.7260        7.25346                 NaN            NaN            NaN
  1448.72        500.000        7.58613       0.757361       0.740633       0.100408        26.6248        45.2111        11.7261        7.25350                 NaN            NaN            NaN
  1445.51        500.000        7.58580       0.757373       0.740614       0.100411        26.6249        45.2113        11.7261        7.25354                 NaN            NaN            NaN
  1442.31        500.000        7.58546       0.757385       0.740596       0.100414        26.6250        45.2114        11.7261        7.25358                 NaN            NaN            NaN
  1439.10        500.000        7.58513       0.757398       0.740578       0.100417        26.6251        45.2116        11.7261        7.25362                 NaN            NaN            NaN
  1435.90        500.000        5.35815       0.756763       0.300777       0.152583        29.0757        42.6642        13.7745        7.91737                 NaN            NaN            NaN
  1432.69        500.000        5.35795       0.756774       0.300769       0.152588        29.0757        42.6643        13.7745        7.91741                 NaN            NaN            NaN
  1429.49        500.000        5.35775       0.756785       0.300761       0.152592        29.0757        42.6644        13.7746        7.91744                 NaN            NaN            NaN
  1426.28        500.000        5.35754       0.756796       0.300753       0.152597        29.0758        42.6645        13.7746        7.91747                 NaN            NaN            NaN
  1423.08        500.000        4.53797       0.755907       0.342831E-001  0.198951        30.5621        41.2233        14.6558        8.03166                 NaN            NaN            NaN
  1419.87        500.000        4.34017       0.755918                 NaN  0.205430        30.7429        41.0713        14.8474        8.03693                 NaN            NaN            NaN
  1416.67        500.000        4.12846       0.756187                 NaN  0.204956        30.7233        41.1340        8.03905        15.0141                 NaN            NaN            NaN
  1413.46        500.000        4.12832       0.756197                 NaN  0.204962        30.7233        41.1341        8.03908        15.0141                 NaN            NaN            NaN
  1410.26        500.000        3.73024       0.756705                 NaN  0.204711        30.6831        41.2636        15.3368        8.02490                 NaN            NaN            NaN
  1407.05        500.000        3.73012       0.756715                 NaN  0.204717        30.6831        41.2636        15.3368        8.02493                 NaN            NaN            NaN
  1403.85        500.000        3.73001       0.756724                 NaN  0.204722        30.6831        41.2637        15.3368        8.02496                 NaN            NaN            NaN
  1400.64        500.000        3.72989       0.756734                 NaN  0.204728        30.6831        41.2638        15.3368        8.02498                 NaN            NaN            NaN
  1397.44        500.000        3.72977       0.756744                 NaN  0.204734        30.6831        41.2638        15.3368        8.02501                 NaN            NaN            NaN
  1394.23        500.000        3.72965       0.756754                 NaN  0.204740        30.6831        41.2639        15.3368        8.02504                 NaN            NaN            NaN
  1391.03        500.000        3.72953       0.756764                 NaN  0.204746        30.6831        41.2640        15.3368        8.02507                 NaN            NaN            NaN
  1387.82        500.000        3.72941       0.756774                 NaN  0.204752        30.6832        41.2640        15.3368        8.02510                 NaN            NaN            NaN
  1384.62        500.000        2.43832       0.758495                 NaN  0.216226        30.5093        41.7524        7.90543        16.4198                 NaN            NaN            NaN
  1381.41        500.000        2.43826       0.758504                 NaN  0.216232        30.5093        41.7524        7.90545        16.4198                 NaN            NaN            NaN
  1378.21        500.000        2.43820       0.758513                 NaN  0.216238        30.5093        41.7525        7.90548        16.4198                 NaN            NaN            NaN
  1375.00        500.000        2.43814       0.758522                 NaN  0.216244        30.5093        41.7525        7.90550        16.4198                 NaN            NaN            NaN
  1371.79        500.000        2.43808       0.758531                 NaN  0.216251        30.5093        41.7526        7.90553        16.4198                 NaN            NaN            NaN
  1368.59        500.000        2.43801       0.758540                 NaN  0.216257        30.5093        41.7526        7.90555        16.4198                 NaN            NaN            NaN
  1365.38        500.000        2.43795       0.758549                 NaN  0.216263        30.5093        41.7527        7.90558        16.4197                 NaN            NaN            NaN
  1362.18        500.000        2.43789       0.758558                 NaN  0.216269        30.5092        41.7527        7.90561        16.4197                 NaN            NaN            NaN
  1358.97        500.000        1.41866       0.760051                 NaN  0.241918        30.3150        42.1999        17.2925        7.77203                 NaN            NaN            NaN
  1355.77        500.000        1.41863       0.760060                 NaN  0.241924        30.3149        42.1999        17.2925        7.77206                 NaN            NaN            NaN
  1352.56        500.000        1.41861       0.760069                 NaN  0.241931        30.3149        42.2000        17.2925        7.77208                 NaN            NaN            NaN
  1349.36        500.000        1.41858       0.760077                 NaN  0.241938        30.3149        42.2000        17.2924        7.77211                 NaN            NaN            NaN
  1346.15        500.000        1.41855       0.760086                 NaN  0.241945        30.3148        42.2000        17.2924        7.77213                 NaN            NaN            NaN
  1342.95        500.000        1.41852       0.760094                 NaN  0.241952        30.3148        42.2001        17.2924        7.77216                 NaN            NaN            NaN
  1339.74        500.000        1.41849       0.760103                 NaN  0.241958        30.3148        42.2001        17.2924        7.77218                 NaN            NaN            NaN
  1336.54        500.000        1.41847       0.760111                 NaN  0.241965        30.3147        42.2001        17.2924        7.77221                 NaN            NaN            NaN
  1333.33        500.000       0.564174       0.761472                 NaN  0.279416        30.1037        42.6300        18.0173        7.64397                 NaN            NaN            NaN
  1330.13        500.000       0.564166       0.761480                 NaN  0.279424        30.1036        42.6300        18.0173        7.64399                 NaN            NaN            NaN
  1326.92        500.000       0.564158       0.761488                 NaN  0.279432        30.1036        42.6300        18.0173        7.64402                 NaN            NaN            NaN
  1323.72        500.000       0.564149       0.761496                 NaN  0.279440        30.1035        42.6301        18.0173        7.64404                 NaN            NaN            NaN
  1320.51        500.000       0.174686       0.762156                 NaN  0.300944        29.9933        42.8441        18.3417        7.58313                 NaN            NaN            NaN
  1317.31        500.000       0.785938E-001  0.762328                 NaN  0.306714        29.9647        42.8931        7.57282        18.4217                 NaN            NaN            NaN
  1314.10        500.000                 NaN  0.762472                 NaN  0.312684        29.9397        42.9498        18.4861        7.54919                 NaN            NaN            NaN
  1310.90        500.000                 NaN  0.762480                 NaN  0.312692        29.9396        42.9498        18.4861        7.54922                 NaN            NaN            NaN
  1307.69        500.000                 NaN  0.762503                 NaN  0.323500        29.9296        43.0585        7.42568        18.5002                 NaN            NaN            NaN
  1304.49        500.000                 NaN  0.762518                 NaN  0.329150        29.9240        43.1116        18.5068        7.36594                 NaN            NaN            NaN
  1301.28        500.000                 NaN  0.762513                 NaN  0.334205        29.9252        43.1454        7.31741        18.5003       0.149607E-001            NaN            NaN
  1298.08        500.000                 NaN  0.762520                 NaN  0.334214        29.9252        43.1454        7.31744        18.5003       0.149616E-001            NaN            NaN
  1294.87        500.000                 NaN  0.762495                 NaN  0.343906        29.9301        43.2094        18.4737        7.23067       0.497024E-001            NaN            NaN
  1291.67        500.000                 NaN  0.762503                 NaN  0.343916        29.9301        43.2095        18.4736        7.23070       0.497054E-001            NaN            NaN
  1288.46        500.000                 NaN  0.762511                 NaN  0.343925        29.9300        43.2095        18.4736        7.23072       0.497083E-001            NaN            NaN
  1285.26        500.000                 NaN  0.762518                 NaN  0.343935        29.9299        43.2096        18.4736        7.23075       0.497113E-001            NaN            NaN
  1282.05        500.000                 NaN  0.762460                 NaN  0.363673        29.9394        43.3286        7.06070        18.4261       0.119018                 NaN            NaN
