|6.6.6
Archiving\03_Data\eqLP/QFM_m5/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1862.18        500.000        94.1423       0.844768        5.01296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        94.1186       0.844824        5.03654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        94.0950       0.844880        5.06011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        94.0714       0.844937        5.08369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        94.0477       0.844993        5.10728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        94.0241       0.845049        5.13086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        94.0013       0.845103        5.15355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        93.9786       0.845158        5.17624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        93.9559       0.845212        5.19893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        93.9331       0.845266        5.22162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        93.9104       0.845320        5.24432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        93.8876       0.845374        5.26702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        93.8649       0.845428        5.28972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        93.8421       0.845483        5.31242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        93.8202       0.845535        5.33424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        93.7983       0.845587        5.35607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        93.7765       0.845639        5.37789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        93.7546       0.845691        5.39972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        93.7327       0.845743        5.42155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        93.7108       0.845795        5.44338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        93.6889       0.845847        5.46522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        93.6670       0.845899        5.48706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        93.6460       0.845949        5.50803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        93.6250       0.845999        5.52899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        93.6040       0.846050        5.54996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        93.5830       0.846100        5.57094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        93.5619       0.846150        5.59191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        93.5409       0.846200        5.61289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        93.5199       0.846250        5.63387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        93.4988       0.846300        5.65486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        93.4731       0.846346        5.67448       0.604516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        93.4359       0.846388        5.69202       0.256578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        93.3991       0.846430        5.70943       0.450345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        93.3623       0.846471        5.72684       0.644131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        93.3262       0.846512        5.74397       0.832723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        93.2902       0.846552        5.76110       0.102133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        93.2542       0.846593        5.77823       0.120996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        93.2181       0.846634        5.79537       0.139861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        93.1829       0.846674        5.81222       0.158230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        93.1476       0.846714        5.82907       0.176601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        93.1128       0.846754        5.84579       0.194692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        92.4822       0.846684        5.81660       0.213531       0.640963                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        91.7267       0.846583        5.77407       0.232266        1.42037                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        90.9714       0.846482        5.73154       0.250997        2.19958                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        90.2162       0.846381        5.68903       0.269722        2.97862                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        89.4613       0.846280        5.64653       0.288444        3.75746                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        88.6734       0.846150        5.59166       0.306650        4.58219                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        87.8857       0.846019        5.53682       0.324851        5.40666                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        87.0982       0.845889        5.48199       0.343046        6.23087                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        86.3110       0.845759        5.42717       0.361235        7.05484                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        85.5240       0.845628        5.37238       0.379419        7.87855                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        84.7373       0.845498        5.31760       0.397598        8.70200                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        83.9508       0.845368        5.26284       0.415770        9.52520                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        83.1646       0.845238        5.20809       0.433937        10.3482                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        82.3425       0.845066        5.13576       0.451424        11.2253                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        81.5207       0.844894        5.06345       0.468904        12.1021                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        80.6992       0.844722        4.99117       0.486376        12.9785                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        79.8781       0.844550        4.91892       0.503841        13.8546                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        79.0573       0.844378        4.84670       0.521300        14.7303                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        78.2369       0.844206        4.77451       0.538751        15.6057                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        77.4168       0.844035        4.70235       0.556195        16.4807                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        76.5970       0.843863        4.63022       0.573632        17.3553                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        75.7651       0.843661        4.54512       0.590548        18.2556                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        74.9336       0.843458        4.46005       0.607455        19.1554                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        74.1025       0.843256        4.37503       0.624354        20.0549                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        73.2718       0.843054        4.29005       0.641245        20.9539                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        72.4461       0.842841        4.20049       0.657893        21.8527                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        71.6208       0.842628        4.11097       0.674531        22.7511                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        69.7913       0.842506        4.05943       0.685109        23.1081        1.51354                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        67.5169       0.842443        4.03207       0.691744        23.1637        3.75316                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        65.6543       0.842378        4.00440       0.694540        23.2003        5.60413                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        63.7919       0.842314        3.97674       0.697335        23.2369        7.45482                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        61.9299       0.842249        3.94908       0.700129        23.2734        9.30522                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        60.0681       0.842185        3.92143       0.702923        23.3100        11.1553                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        58.2067       0.842121        3.89378       0.705717        23.3465        13.0052                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        56.3455       0.842056        3.86613       0.708510        23.3831        14.8547                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        54.4846       0.841992        3.83849       0.711303        23.4196        16.7040                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        52.6240       0.841927        3.81086       0.714095        23.4562        18.5530                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        51.2394       0.841862        3.78325       0.710694        23.4707        19.9540                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        49.8551       0.841798        3.75565       0.707295        23.4853        21.3549                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        48.4709       0.841733        3.72805       0.703895        23.4999        22.7555                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.0870       0.841668        3.70045       0.700496        23.5144        24.1559                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.7033       0.841604        3.67286       0.697098        23.5290        25.5561                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        44.3198       0.841539        3.64528       0.693700        23.5435        26.9561                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        42.9365       0.841474        3.61770       0.690303        23.5581        28.3559                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        41.5535       0.841410        3.59012       0.686906        23.5726        29.7554                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        40.4145       0.841346        3.56315       0.676603        23.5811        30.9233                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        39.2756       0.841283        3.53618       0.666302        23.5896        32.0910                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        38.1370       0.841220        3.50922       0.656003        23.5981        33.2585                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        36.9985       0.841156        3.48226       0.645705        23.6066        34.4258                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        35.8602       0.841093        3.45530       0.635409        23.6151        35.5929                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        34.7220       0.841029        3.42835       0.625114        23.6236        36.7599                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        33.5840       0.840966        3.40140       0.614821        23.6321        37.9267                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        32.4462       0.840903        3.37446       0.604529        23.6406        39.0933                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        31.4173       0.840842        3.34875       0.583520        23.6615        40.1481                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        30.3885       0.840782        3.32305       0.562513        23.6824        41.2027                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        29.3599       0.840721        3.29734       0.541509        23.7034        42.2572                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        28.3314       0.840661        3.27164       0.520509        23.7243        43.3115                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        27.3031       0.840600        3.24595       0.499511        23.7452        44.3656                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        26.2749       0.840540        3.22026       0.478517        23.7661        45.4196                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        25.2469       0.840480        3.19457       0.457525        23.7870        46.4735                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        24.2190       0.840419        3.16889       0.436537        23.8079        47.5272                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        23.0999       0.840370        3.14799       0.407055        23.8377        48.4297       0.237244                 NaN            NaN            NaN            NaN
  1532.05        500.000        21.5574       0.840361        3.14354       0.373277        23.8415        48.9577        1.28617                 NaN            NaN            NaN            NaN
  1528.85        500.000        20.2441       0.840321        3.12649       0.341985        23.8820        49.3809        2.18412                 NaN            NaN            NaN            NaN
  1525.64        500.000        18.9309       0.840282        3.10944       0.310696        23.9226        49.8041        3.08199                 NaN            NaN            NaN            NaN
  1522.44        500.000        17.7932       0.840219        3.08273       0.280833        23.9919        50.1466        3.86459                 NaN            NaN            NaN            NaN
  1519.23        500.000        16.7556       0.840140        3.04922       0.253194        24.0791        50.4106       0.263709E-001   4.58582                 NaN            NaN            NaN
  1516.03        500.000        16.7556       0.840140        3.04922       0.253194        24.0791        50.4106       0.263709E-001   4.58582                 NaN            NaN            NaN
  1512.82        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1509.62        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1506.41        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1503.21        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1500.00        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1496.79        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1493.59        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1490.38        500.000        14.8513       0.839940        2.96520       0.216341        24.2678        50.0344        1.13394        5.69106                 NaN            NaN            NaN
  1487.18        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1483.97        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1480.77        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1477.56        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1474.36        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1471.15        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1467.95        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1464.74        500.000        9.40089       0.838718        2.45205       0.138722        25.4748        47.3605        9.02972        5.30467                 NaN            NaN            NaN
  1461.54        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1458.33        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1455.13        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1451.92        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1448.72        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1445.51        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1442.31        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1439.10        500.000        6.28352       0.836898        1.68923       0.135083        27.4126        44.9606        11.5189        7.16320                 NaN            NaN            NaN
  1435.90        500.000        4.36742       0.834499       0.684697       0.203597        30.0597        42.4948        13.5278        7.82746                 NaN            NaN            NaN
  1432.69        500.000        4.36742       0.834499       0.684697       0.203597        30.0597        42.4948        13.5278        7.82746                 NaN            NaN            NaN
  1429.49        500.000        4.36742       0.834499       0.684697       0.203597        30.0597        42.4948        13.5278        7.82746                 NaN            NaN            NaN
  1426.28        500.000        4.36742       0.834499       0.684697       0.203597        30.0597        42.4948        13.5278        7.82746                 NaN            NaN            NaN
  1423.08        500.000        3.67221       0.833050       0.780084E-001  0.264643        31.6888        41.1148        14.3991        7.94938                 NaN            NaN            NaN
  1419.87        500.000        3.50496       0.832864                 NaN  0.272991        31.8824        40.9666        14.5857        7.95454                 NaN            NaN            NaN
  1416.67        500.000        3.32559       0.832864                 NaN  0.272037        31.8534        41.0183        7.95395        14.7438                 NaN            NaN            NaN
  1413.46        500.000        3.32559       0.832864                 NaN  0.272037        31.8534        41.0183        7.95395        14.7438                 NaN            NaN            NaN
  1410.26        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1407.05        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1403.85        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1400.64        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1397.44        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1394.23        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1391.03        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1387.82        500.000        2.98992       0.832864                 NaN  0.270999        31.7954        41.1271        15.0493        7.93437                 NaN            NaN            NaN
  1384.62        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1381.41        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1378.21        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1375.00        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1371.79        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1368.59        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1365.38        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1362.18        500.000        1.91936       0.832863                 NaN  0.283857        31.5551        41.5421        7.79704        16.0697                 NaN            NaN            NaN
  1358.97        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1355.77        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1352.56        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1349.36        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1346.15        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1342.95        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1339.74        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1336.54        500.000        1.09876       0.832862                 NaN  0.315170        31.2986        41.9226        16.8842        7.64775                 NaN            NaN            NaN
  1333.33        500.000       0.430696       0.832861                 NaN  0.361464        31.0275        42.2893        17.5540        7.50413                 NaN            NaN            NaN
  1330.13        500.000       0.430696       0.832861                 NaN  0.361464        31.0275        42.2893        17.5540        7.50413                 NaN            NaN            NaN
  1326.92        500.000       0.430696       0.832861                 NaN  0.361464        31.0275        42.2893        17.5540        7.50413                 NaN            NaN            NaN
  1323.72        500.000       0.430696       0.832861                 NaN  0.361464        31.0275        42.2893        17.5540        7.50413                 NaN            NaN            NaN
  1320.51        500.000       0.132487       0.832860                 NaN  0.388060        30.8896        42.4697        17.8515        7.43576                 NaN            NaN            NaN
  1317.31        500.000       0.595163E-001  0.832860                 NaN  0.395186        30.8539        42.5097        7.42366        17.9252                 NaN            NaN            NaN
  1314.10        500.000                 NaN  0.832860                 NaN  0.402591        30.8226        42.5600        17.9836        7.39844                 NaN            NaN            NaN
  1310.90        500.000                 NaN  0.832860                 NaN  0.402591        30.8226        42.5600        17.9836        7.39844                 NaN            NaN            NaN
  1307.69        500.000                 NaN  0.832860                 NaN  0.416394        30.8137        42.6672        7.27651        17.9934                 NaN            NaN            NaN
  1304.49        500.000                 NaN  0.832860                 NaN  0.423594        30.8075        42.7199        17.9984        7.21777                 NaN            NaN            NaN
  1301.28        500.000                 NaN  0.832860                 NaN  0.430117        30.8099        42.7543        7.16965        17.9910       0.121389E-001            NaN            NaN
  1298.08        500.000                 NaN  0.832860                 NaN  0.430117        30.8099        42.7543        7.16965        17.9910       0.121389E-001            NaN            NaN
  1294.87        500.000                 NaN  0.832861                 NaN  0.442649        30.8175        42.8199        17.9624        7.08440       0.403247E-001            NaN            NaN
  1291.67        500.000                 NaN  0.832861                 NaN  0.442649        30.8175        42.8199        17.9624        7.08440       0.403247E-001            NaN            NaN
  1288.46        500.000                 NaN  0.832861                 NaN  0.442649        30.8175        42.8199        17.9624        7.08440       0.403247E-001            NaN            NaN
  1285.26        500.000                 NaN  0.832861                 NaN  0.442649        30.8175        42.8199        17.9624        7.08440       0.403247E-001            NaN            NaN
  1282.05        500.000                 NaN  0.832861                 NaN  0.468197        30.8324        42.9415        6.91684        17.9116       0.965471E-001            NaN            NaN
