|6.6.6
Archiving\03_Data\eq/QFM_m4/GRV/GRV_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1673       0.832664                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1673       0.832663                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1673       0.832663                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1673       0.832663                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1673       0.832662                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1673       0.832662                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1673       0.832661                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1673       0.832661                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1673       0.832661                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1673       0.832660                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1673       0.832660                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1673       0.832660                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1673       0.832659                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1673       0.832659                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1673       0.832658                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1673       0.832658                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1673       0.832657                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1673       0.832657                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1673       0.832657                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1673       0.832656                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1673       0.832656                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1673       0.832655                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1673       0.832655                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1673       0.832654                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1673       0.832654                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1673       0.832653                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1673       0.832653                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1673       0.832652                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1673       0.832652                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1673       0.832651                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1673       0.832651                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1673       0.832650                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1674       0.832650                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1674       0.832649                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1674       0.832649                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1674       0.832648                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1674       0.832648                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1674       0.832647                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1674       0.832647                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1674       0.832646                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1674       0.832646                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1674       0.832645                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1674       0.832644                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1674       0.832644                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1674       0.832643                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1674       0.832643                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1674       0.832642                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1674       0.832641                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1674       0.832641                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1674       0.832640                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1674       0.832640                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1674       0.832639                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1674       0.832638                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1674       0.832638                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1674       0.832637                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1674       0.832636                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1674       0.832636                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1644       0.832635       0.294928E-002            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1486       0.832634       0.188131E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1285       0.832633       0.388294E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1085       0.832632       0.588457E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0890       0.832631       0.783213E-001            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0696       0.832630       0.977968E-001            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0501       0.832629       0.117272                 NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0306       0.832629       0.136748                 NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0118       0.832628       0.155528                 NaN            NaN            NaN            NaN
  1788.46        2500.00        98.9931       0.832627       0.174309                 NaN            NaN            NaN            NaN
  1785.26        2500.00        98.9743       0.832626       0.193089                 NaN            NaN            NaN            NaN
  1782.05        2500.00        98.9555       0.832625       0.211870                 NaN            NaN            NaN            NaN
  1778.85        2500.00        98.9373       0.832624       0.230115                 NaN            NaN            NaN            NaN
  1775.64        2500.00        98.9190       0.832623       0.248361                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.3312       0.832624       0.266791       0.569349                 NaN            NaN            NaN
  1769.23        2500.00        97.4783       0.832626       0.284987        1.40410                 NaN            NaN            NaN
  1766.03        2500.00        96.6127       0.832629       0.302509        2.25212                 NaN            NaN            NaN
  1762.82        2500.00        95.7472       0.832631       0.320031        3.10015                 NaN            NaN            NaN
  1759.62        2500.00        94.8816       0.832634       0.337553        3.94819                 NaN            NaN            NaN
  1756.41        2500.00        94.0161       0.832636       0.355076        4.79623                 NaN            NaN            NaN
  1753.21        2500.00        93.1505       0.832638       0.372598        5.64427                 NaN            NaN            NaN
  1750.00        2500.00        92.2849       0.832641       0.390121        6.49232                 NaN            NaN            NaN
  1746.79        2500.00        91.4193       0.832643       0.407644        7.34038                 NaN            NaN            NaN
  1743.59        2500.00        90.5538       0.832646       0.425166        8.18844                 NaN            NaN            NaN
  1740.38        2500.00        89.6847       0.832648       0.441352        9.04134                 NaN            NaN            NaN
  1737.18        2500.00        88.8156       0.832651       0.457538        9.89425                 NaN            NaN            NaN
  1733.97        2500.00        87.9465       0.832654       0.473724        10.7472                 NaN            NaN            NaN
  1730.77        2500.00        87.0773       0.832657       0.489911        11.6001                 NaN            NaN            NaN
  1727.56        2500.00        86.2082       0.832659       0.506097        12.4530                 NaN            NaN            NaN
  1724.36        2500.00        85.3391       0.832662       0.522283        13.3059                 NaN            NaN            NaN
  1721.15        2500.00        84.4700       0.832665       0.538470        14.1589                 NaN            NaN            NaN
  1717.95        2500.00        83.6008       0.832667       0.554657        15.0118                 NaN            NaN            NaN
  1714.74        2500.00        82.7523       0.832670       0.569530        15.8455                 NaN            NaN            NaN
  1711.54        2500.00        81.9037       0.832673       0.584404        16.6792                 NaN            NaN            NaN
  1708.33        2500.00        81.0551       0.832676       0.599277        17.5129                 NaN            NaN            NaN
  1705.13        2500.00        80.2065       0.832679       0.614151        18.3466                 NaN            NaN            NaN
  1701.92        2500.00        79.3579       0.832681       0.629025        19.1804                 NaN            NaN            NaN
  1698.72        2500.00        78.5093       0.832684       0.643899        20.0141                 NaN            NaN            NaN
  1695.51        2500.00        77.6607       0.832687       0.658773        20.8478                 NaN            NaN            NaN
  1692.31        2500.00        76.8121       0.832690       0.673647        21.6815                 NaN            NaN            NaN
