|6.6.6
Archiving\03_Data\eq/QFM_m4/GRV/GRV_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3192       0.680760                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3192       0.680834                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3191       0.680908                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3190       0.680982                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3189       0.681056                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3189       0.681131                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3188       0.681205                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3187       0.681279                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3186       0.681353                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3186       0.681428                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3185       0.681502                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3184       0.681577                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3183       0.681651                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3183       0.681726                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3182       0.681801                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3181       0.681876                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3180       0.681950                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3180       0.682025                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3179       0.682100                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3178       0.682175                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3177       0.682251                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3177       0.682326                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3176       0.682401                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3175       0.682476                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3174       0.682552                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3174       0.682627                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3173       0.682703                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3172       0.682778                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3171       0.682854                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3171       0.682929                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3170       0.683005                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3169       0.683081                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3168       0.683157                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3168       0.683233                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3167       0.683309                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3166       0.683385                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3165       0.683461                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3165       0.683537                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3164       0.683613                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3163       0.683689                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3162       0.683766                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3162       0.683842                 NaN            NaN            NaN            NaN            NaN
