|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1909.77        500.000        99.3820                 NaN            NaN  0.617952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3870                 NaN            NaN  0.612997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3901                 NaN            NaN  0.609862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3880                 NaN            NaN  0.602438       0.952377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3863                 NaN            NaN  0.597850       0.158596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3903                 NaN            NaN  0.593844       0.158199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3941                 NaN            NaN  0.590135       0.157565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3933                 NaN            NaN  0.590842       0.158513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4052                 NaN            NaN  0.579242       0.155356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.6403                 NaN            NaN  0.349454       0.102348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.1710                 NaN            NaN  0.808077       0.209239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4120                 NaN            NaN  0.572473       0.154975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3208                 NaN            NaN  0.661165       0.179873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.7339                 NaN            NaN  0.257306       0.877810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1990                 NaN            NaN  0.781447       0.195142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4241                 NaN            NaN  0.560544       0.153257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4252                 NaN            NaN  0.559429       0.153270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4309                 NaN            NaN  0.553979       0.151693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4317                 NaN            NaN  0.553136       0.151877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4325                 NaN            NaN  0.552359       0.151862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4255                 NaN            NaN  0.559026       0.154565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4497                 NaN            NaN  0.535679       0.145965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4401                 NaN            NaN  0.544898       0.150245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4419                 NaN            NaN  0.543156       0.149898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4441                 NaN            NaN  0.540970       0.149459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4451                 NaN            NaN  0.539985       0.149088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4402                 NaN            NaN  0.544666       0.151162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4523                 NaN            NaN  0.532989       0.146656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3056                 NaN            NaN  0.675706       0.186652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.8232                 NaN            NaN  0.171957       0.483183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2240                 NaN            NaN  0.755343       0.206773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5603                 NaN            NaN  0.427299       0.123662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3505                 NaN            NaN  0.632590       0.169170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4534                 NaN            NaN  0.531955       0.146158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.7816                 NaN            NaN  0.212375       0.605136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1293                 NaN            NaN  0.847658       0.229932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4543                 NaN            NaN  0.531117       0.145475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4548                 NaN            NaN  0.530682       0.145044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4547                 NaN            NaN  0.530890       0.144531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4547                 NaN            NaN  0.530849       0.144295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4537                 NaN            NaN  0.531823       0.144314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6099                 NaN            NaN  0.379175       0.109333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2977                 NaN            NaN  0.684409       0.178449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4537                 NaN            NaN  0.531962       0.142953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4522                 NaN            NaN  0.533450       0.143142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4513                 NaN            NaN  0.534496       0.142525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4489                 NaN            NaN  0.536766       0.142976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        98.9774                 NaN            NaN  0.996105       0.264597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.9261                 NaN            NaN  0.719863E-001  0.186780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4472                 NaN            NaN  0.538624       0.141561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4447                 NaN            NaN  0.541121       0.141572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4433                 NaN            NaN  0.542543       0.141433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4419                 NaN            NaN  0.544038       0.141115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4394                 NaN            NaN  0.546482       0.141013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4359                 NaN            NaN  0.549979       0.141359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4376                 NaN            NaN  0.548400       0.140013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4342                 NaN            NaN  0.551821       0.140268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4987                 NaN            NaN  0.488923       0.123829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3608                 NaN            NaN  0.623495       0.156567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4252                 NaN            NaN  0.560772       0.140437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4250                 NaN            NaN  0.561033       0.139639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4223                 NaN            NaN  0.563814       0.139242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        98.7582                 NaN            NaN   1.21025       0.315278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3977                 NaN            NaN  0.589557       0.127688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5098                 NaN            NaN  0.478790       0.114521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4060                 NaN            NaN  0.580149       0.138875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4028                 NaN            NaN  0.583367       0.138781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3997                 NaN            NaN  0.586413       0.138546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3961                 NaN            NaN  0.590085       0.138502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3927                 NaN            NaN  0.593477       0.138360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3876                 NaN            NaN  0.598533       0.138612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3834                 NaN            NaN  0.602744       0.138342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3833                 NaN            NaN  0.602949       0.137928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3763                 NaN            NaN  0.609849       0.138330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3740                 NaN            NaN  0.612170       0.137923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3698                 NaN            NaN  0.616428       0.137817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3972                 NaN            NaN  0.589680       0.131012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3297                 NaN            NaN  0.655795       0.144867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3570                 NaN            NaN  0.629178       0.137768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3511                 NaN            NaN  0.635113       0.138097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3536                 NaN            NaN  0.632754       0.136686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3449                 NaN            NaN  0.641337       0.137708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3444                 NaN            NaN  0.641889       0.136986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3289                 NaN            NaN  0.657111       0.139758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3452                 NaN            NaN  0.641339       0.135017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2370                 NaN            NaN  0.746477       0.165651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3336                 NaN            NaN  0.652941       0.135068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4057                 NaN            NaN  0.583228       0.111171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3138                 NaN            NaN  0.672309       0.138563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3268                 NaN            NaN  0.659727       0.134848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3120                 NaN            NaN  0.674324       0.137167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3102                 NaN            NaN  0.676107       0.136907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3065                 NaN            NaN  0.679791       0.137017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3010                 NaN            NaN  0.685282       0.137262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3007                 NaN            NaN  0.685650       0.136620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2950                 NaN            NaN  0.691241       0.137185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2957                 NaN            NaN  0.690626       0.136424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2904                 NaN            NaN  0.695983       0.136648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2776                 NaN            NaN  0.708494       0.139186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.5546                 NaN            NaN   1.41823       0.271656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9925                 NaN            NaN  0.739369E-002  0.736862E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3022                 NaN            NaN  0.684630       0.132165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2772                 NaN            NaN  0.709174       0.136683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2615                 NaN            NaN  0.724606       0.139144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2925                 NaN            NaN  0.694123       0.133625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2597                 NaN            NaN  0.726437       0.139123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2930                 NaN            NaN  0.693744       0.132331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2738                 NaN            NaN  0.712593       0.135708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2672                 NaN            NaN  0.719086       0.136789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2739                 NaN            NaN  0.712571       0.134957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2730                 NaN            NaN  0.713498       0.135504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2732                 NaN            NaN  0.713347       0.135022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2715                 NaN            NaN  0.715026       0.135220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2737                 NaN            NaN  0.712853       0.134717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2730                 NaN            NaN  0.713561       0.134647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2740                 NaN            NaN  0.712592       0.134573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2743                 NaN            NaN  0.712301       0.134438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2751                 NaN            NaN  0.711458       0.134333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.5105                 NaN            NaN  0.286796                 NaN   1.20273                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1944                 NaN            NaN  0.958849E-001            NaN   1.70971                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2298                 NaN            NaN  0.942814E-001            NaN   1.67591                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2599                 NaN            NaN  0.881243E-001            NaN   1.65197                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2859                 NaN            NaN  0.897067E-001            NaN   1.62435                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3266                 NaN            NaN  0.940346E-001            NaN   1.57938                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3613                 NaN            NaN  0.697962E-001            NaN   1.56889                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3793                 NaN            NaN  0.740199E-001            NaN   1.54665                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3668                 NaN            NaN  0.618523E-001            NaN   1.57134                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4759                 NaN            NaN  0.720897E-001            NaN   1.45200                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4646                 NaN            NaN  0.658149E-001            NaN   1.46957                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4891                 NaN            NaN  0.634426E-001            NaN   1.44751                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5120                 NaN            NaN  0.583281E-001            NaN   1.42972                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5360                 NaN            NaN  0.550655E-001            NaN   1.40894                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5599                 NaN            NaN  0.533106E-001            NaN   1.38675                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5830                 NaN            NaN  0.488874E-001            NaN   1.36811                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6023                 NaN            NaN  0.446649E-001            NaN   1.35299                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6264                 NaN            NaN  0.462551E-001            NaN   1.32734                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6431                 NaN            NaN  0.288856E-001            NaN   1.32802                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6680                 NaN            NaN  0.521866E-001            NaN   1.27978                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6927                 NaN            NaN  0.356169E-001            NaN   1.27169                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7036                 NaN            NaN  0.318770E-001            NaN   1.26455                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7264                 NaN            NaN  0.299047E-001            NaN   1.24367                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7399                 NaN            NaN  0.248204E-001            NaN   1.23528                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7599                 NaN            NaN  0.230785E-001            NaN   1.21704                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7763                 NaN            NaN  0.204792E-001            NaN   1.20320                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7926                 NaN            NaN  0.178327E-001            NaN   1.18958                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8054                 NaN            NaN  0.164718E-001            NaN   1.17815                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8285                 NaN            NaN  0.150591E-001            NaN   1.15643                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8399                 NaN            NaN  0.123023E-001            NaN   1.14781                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8534                 NaN            NaN  0.517201E-002            NaN   1.14139                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8656                 NaN            NaN  0.161036E-002            NaN   1.13275                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8813                 NaN            NaN  0.826763E-003            NaN   1.11791                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8972                 NaN            NaN  0.663832E-002            NaN   1.09618                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9069                 NaN            NaN            NaN            NaN   1.09308                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9244                 NaN            NaN  0.143420E-001            NaN   1.06125                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9368                 NaN            NaN            NaN            NaN   1.06317                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9469                 NaN            NaN            NaN            NaN   1.05307                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9601                 NaN            NaN            NaN            NaN   1.03990                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9724                 NaN            NaN            NaN            NaN   1.02761                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0022                 NaN            NaN  0.106914                 NaN  0.890922                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.1968                 NaN            NaN  0.952300E-001            NaN   1.70794                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.8307                 NaN            NaN            NaN            NaN  0.169345                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0181                 NaN            NaN            NaN            NaN  0.981879                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0270                 NaN            NaN            NaN            NaN  0.972992                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0343                 NaN            NaN  0.184896E-005            NaN  0.965669                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0531                 NaN            NaN            NaN            NaN  0.946935                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0588                 NaN            NaN            NaN            NaN  0.941176                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0643                 NaN            NaN            NaN            NaN  0.935736                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0732                 NaN            NaN            NaN            NaN  0.926841                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0828                 NaN            NaN            NaN            NaN  0.917161                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9426                 NaN            NaN            NaN            NaN  0.156267       0.901132                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8784                 NaN            NaN            NaN            NaN            NaN   1.12158                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8878                 NaN            NaN            NaN            NaN            NaN   1.11219                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8862                 NaN            NaN            NaN            NaN            NaN   1.11383                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8838                 NaN            NaN            NaN            NaN            NaN   1.11617                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8824                 NaN            NaN            NaN            NaN            NaN   1.11756                 NaN            NaN            NaN            NaN            NaN
