|6.6.6
Archiving\03_Data\eqLP/QFM_m1/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7709       0.215110       0.139710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7709       0.215124       0.139713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7709       0.215138       0.139716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7709       0.215152       0.139720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7709       0.215165       0.139723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7708       0.215179       0.139726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7708       0.215193       0.139730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7708       0.215207       0.139733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7708       0.215221       0.139737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7708       0.215235       0.139740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7708       0.215249       0.139743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7708       0.215263       0.139747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7707       0.215277       0.139750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7707       0.215291       0.139754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7707       0.215305       0.139757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7707       0.215319       0.139761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7707       0.215333       0.139764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7707       0.215347       0.139768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7707       0.215362       0.139772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7706       0.215376       0.139775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2478       0.215446                 NaN  0.536723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2134       0.215466                 NaN  0.571170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1789       0.215485                 NaN  0.605625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1444       0.215504                 NaN  0.640088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1099       0.215523                 NaN  0.674560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0291       0.215549                 NaN  0.755365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.9482       0.215575                 NaN  0.836195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.8674       0.215600                 NaN  0.917049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.7864       0.215626                 NaN  0.997927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.7055       0.215652                 NaN   1.07883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.6246       0.215678                 NaN   1.15976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.5436       0.215704                 NaN   1.24071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.4626       0.215729                 NaN   1.32168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.2712       0.215771                 NaN   1.51299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.0798       0.215812                 NaN   1.70438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.8487       0.215860                 NaN   1.93542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.5219       0.201407                 NaN   2.23919                 NaN  0.374567E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.7153       0.102443                 NaN   2.88904                 NaN  0.293219                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        95.9075       0.334788E-002            NaN   3.53980                 NaN  0.549345                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.4239                 NaN            NaN   4.01717       0.734458E-003  0.558227                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        94.9178                 NaN            NaN   4.50962       0.140486E-001  0.558486                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        94.3579                 NaN            NaN   5.05675       0.266240E-001  0.558766                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        93.7973                 NaN            NaN   5.60440       0.392119E-001  0.559044                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        93.2363                 NaN            NaN   6.15257       0.518124E-001  0.559322                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        92.6747                 NaN            NaN   6.70125       0.644254E-001  0.559599                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        92.1126                 NaN            NaN   7.25044       0.770508E-001  0.559876                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        91.5500                 NaN            NaN   7.80014       0.896887E-001  0.560151                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        90.9869                 NaN            NaN   8.35035       0.102339       0.560426                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        90.4232                 NaN            NaN   8.90107       0.115001       0.560700                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        89.8489                 NaN            NaN   9.46359       0.126539       0.560980                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        89.2740                 NaN            NaN   10.0266       0.138088       0.561258                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        88.6986                 NaN            NaN   10.5902       0.149648       0.561536                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        88.1227                 NaN            NaN   11.1543       0.161219       0.561813                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        87.5462                 NaN            NaN   11.7189       0.172801       0.562089                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        86.9692                 NaN            NaN   12.2840       0.184395       0.562365                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        86.3917                 NaN            NaN   12.8496       0.196000       0.562639                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        85.8137                 NaN            NaN   13.4158       0.207615       0.562913                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        85.2559                 NaN            NaN   13.9626       0.218311       0.563180                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        84.6976                 NaN            NaN   14.5099       0.229017       0.563447                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        84.1389                 NaN            NaN   15.0577       0.239733       0.563713                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        83.5796                 NaN            NaN   15.6059       0.250458       0.563978                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        83.0199                 NaN            NaN   16.1546       0.261193       0.564242                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        82.4597                 NaN            NaN   16.7038       0.271937       0.564505                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        81.8991                 NaN            NaN   17.2534       0.282692       0.564767                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        81.3380                 NaN            NaN   17.8035       0.293455       0.565028                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        80.7987                 NaN            NaN   18.3326       0.303410       0.565282                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        80.2589                 NaN            NaN   18.8622       0.313374       0.565535                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        79.7187                 NaN            NaN   19.3921       0.323345       0.565787                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        79.1781                 NaN            NaN   19.9225       0.333326       0.566038                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        78.6371                 NaN            NaN   20.4533       0.343314       0.566288                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        78.0957                 NaN            NaN   20.9845       0.353311       0.566538                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        77.5538                 NaN            NaN   21.5161       0.363315       0.566786                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        77.0116                 NaN            NaN   22.0480       0.373328       0.567033                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        76.4915                 NaN            NaN   22.5586       0.382603       0.567272                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        75.9710                 NaN            NaN   23.0696       0.391885       0.567509                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        75.4502                 NaN            NaN   23.5809       0.401174       0.567746                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        74.9290                 NaN            NaN   24.0926       0.410470       0.567982                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        74.4074                 NaN            NaN   24.6046       0.419773       0.568216                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        73.8854                 NaN            NaN   25.1170       0.429083       0.568450                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        73.3632                 NaN            NaN   25.6298       0.438400       0.568683                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        72.8405                 NaN            NaN   26.1429       0.447724       0.568914                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        72.3385                 NaN            NaN   26.6361       0.456346       0.569137                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        71.8361                 NaN            NaN   27.1296       0.464974       0.569359                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        71.3334                 NaN            NaN   27.6234       0.473608       0.569580                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        70.8304                 NaN            NaN   28.1175       0.482248       0.569800                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        70.3271                 NaN            NaN   28.6120       0.490893       0.570018                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        69.8235                 NaN            NaN   29.1067       0.499544       0.570236                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        69.3196                 NaN            NaN   29.6018       0.508201       0.570453                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        68.8153                 NaN            NaN   30.0971       0.516864       0.570668                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        68.3334                 NaN            NaN   30.5707       0.525058       0.570874                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        67.8511                 NaN            NaN   31.0445       0.533257       0.571079                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        67.3686                 NaN            NaN   31.5186       0.541461       0.571283                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        66.8859                 NaN            NaN   31.9930       0.549670       0.571485                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        66.4029                 NaN            NaN   32.4676       0.557883       0.571687                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        65.9196                 NaN            NaN   32.9424       0.566101       0.571887                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        65.4361                 NaN            NaN   33.4175       0.574324       0.572086                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        64.9523                 NaN            NaN   33.8929       0.582552       0.572284                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        64.4930                 NaN            NaN   34.3444       0.590156       0.572472                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        64.0334                 NaN            NaN   34.7962       0.597764       0.572658                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        63.5736                 NaN            NaN   35.2482       0.605375       0.572844                 NaN            NaN            NaN            NaN            NaN            NaN
