|6.6.6
Archiving\03_Data\eqLP/QFM_m1/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5903       0.370341       0.393260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5903       0.370340       0.393259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5903       0.370339       0.393258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5903       0.370338       0.393257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5903       0.370337       0.393256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5903       0.370336       0.393255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5903       0.370335       0.393254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5903       0.370334       0.393253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5903       0.370333       0.393252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5903       0.370332       0.393251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5903       0.370331       0.393250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5903       0.370330       0.393249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5903       0.370329       0.393248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.5903       0.370328       0.393247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.5903       0.370327       0.393246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5903       0.370326       0.393244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5904       0.370325       0.393243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5904       0.370324       0.393242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5904       0.370323       0.393241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5904       0.370322       0.393240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0268       0.370284                 NaN  0.602925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.9895       0.370283                 NaN  0.640224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.9522       0.370282                 NaN  0.677522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.9149       0.370281                 NaN  0.714820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.8776       0.370280                 NaN  0.752118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.7901       0.370279                 NaN  0.839661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.7025       0.370279                 NaN  0.927203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.6150       0.370278                 NaN   1.01474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.5274       0.370277                 NaN   1.10229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.4399       0.370277                 NaN   1.18983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.3524       0.370276                 NaN   1.27737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.2648       0.370275                 NaN   1.36491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.1773       0.370275                 NaN   1.45245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        97.9702       0.370275                 NaN   1.65957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        97.7630       0.370275                 NaN   1.86670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.5130       0.370275                 NaN   2.11673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.1633       0.345384                 NaN   2.44529                 NaN  0.459745E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.3174       0.175559                 NaN   3.14737                 NaN  0.359644                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        95.4715       0.573356E-002            NaN   3.84944                 NaN  0.673314                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        94.9498                 NaN            NaN   4.36522       0.108241E-002  0.683908                 NaN            NaN            NaN            NaN            NaN            NaN
