|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/LAR/LAR_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1391.03        500.000       0.120536E-001   99.9785       0.763108E-002            NaN  0.181932E-002            NaN            NaN            NaN            NaN
  1390.05        500.000       0.447648E-003   99.5532       0.160351       0.285986       0.299892E-004            NaN            NaN            NaN            NaN
  1389.07        500.000       0.453996E-003   99.5258       0.193433       0.280285       0.379683E-005            NaN            NaN            NaN            NaN
  1388.09        500.000       0.438428E-003   99.5276       0.279303       0.192623       0.520170E-005            NaN            NaN            NaN            NaN
  1387.11        500.000                 NaN   99.1368       0.352030       0.303053       0.163433E-001  0.191820                 NaN            NaN            NaN
  1386.13        500.000                 NaN   98.9796       0.330048       0.321560       0.868380E-001  0.281956                 NaN            NaN            NaN
  1385.15        500.000       0.179714E-002   98.9890       0.319121       0.302072       0.106020       0.281953                 NaN            NaN            NaN
  1384.17        500.000                 NaN   98.9969       0.321023       0.294176       0.107803       0.280105                 NaN            NaN            NaN
  1383.19        500.000                 NaN   99.0060       0.289161       0.318775       0.108419       0.277648                 NaN            NaN            NaN
  1382.21        500.000                 NaN   99.8064       0.554298E-001  0.619399E-001  0.219160E-001  0.542847E-001            NaN            NaN            NaN
  1381.23        500.000       0.197020E-002   98.2372       0.510752       0.561515       0.195878       0.492705                 NaN            NaN            NaN
  1380.25        500.000                 NaN   99.0378       0.309560       0.274899       0.108981       0.268731                 NaN            NaN            NaN
  1379.27        500.000                 NaN   99.0430       0.270116       0.308499       0.110677       0.267659                 NaN            NaN            NaN
  1378.29        500.000                 NaN   99.0293       0.312534       0.271799       0.113578       0.272747                 NaN            NaN            NaN
  1377.31        500.000                 NaN   99.0774       0.255193       0.299597       0.110123       0.257675                 NaN            NaN            NaN
  1376.33        500.000                 NaN   99.0704       0.258009       0.300410       0.111103       0.260031                 NaN            NaN            NaN
  1375.35        500.000                 NaN   99.0315       0.265151       0.313920       0.118188       0.271252                 NaN            NaN            NaN
  1374.37        500.000                 NaN   99.1300       0.282462       0.235894       0.107934       0.243679                 NaN            NaN            NaN
  1373.39        500.000                 NaN   99.0929       0.244330       0.294742       0.113804       0.254179                 NaN            NaN            NaN
  1372.41        500.000                 NaN   99.1003       0.239505       0.292961       0.114895       0.252387                 NaN            NaN            NaN
  1371.43        500.000                 NaN   99.0410       0.253934       0.312516       0.123674       0.268830                 NaN            NaN            NaN
  1370.45        500.000                 NaN   99.1849       0.265981       0.214360       0.106224       0.228537                 NaN            NaN            NaN
  1369.47        500.000                 NaN   99.1247       0.286204       0.227469       0.116075       0.245586                 NaN            NaN            NaN
  1368.49        500.000                 NaN   99.1310       0.284581       0.223801       0.116590       0.244017                 NaN            NaN            NaN
  1367.51        500.000                 NaN   99.1394       0.282175       0.220425       0.116559       0.241472                 NaN            NaN            NaN
  1366.53        500.000                 NaN   99.1461       0.215798       0.280571       0.117634       0.239943                 NaN            NaN            NaN
  1365.55        500.000                 NaN   99.1528       0.212612       0.278541       0.118068       0.237975                 NaN            NaN            NaN
  1364.57        500.000                 NaN   99.1618       0.209314       0.275795       0.117728       0.235349                 NaN            NaN            NaN
  1363.59        500.000                 NaN   99.1671       0.205288       0.274476       0.119066       0.234099                 NaN            NaN            NaN
  1362.61        500.000                 NaN   99.1746       0.201885       0.272530       0.119136       0.231841                 NaN            NaN            NaN
  1361.63        500.000                 NaN   99.1798       0.198821       0.270910       0.119841       0.230622                 NaN            NaN            NaN
  1360.65        500.000                 NaN   99.1824       0.267974       0.204458       0.115675       0.229527                 NaN            NaN            NaN
  1359.67        500.000                 NaN   99.1990       0.267957       0.183081       0.124592       0.225342                 NaN            NaN            NaN
  1358.69        500.000                 NaN   99.1975       0.266674       0.187794       0.122182       0.225834                 NaN            NaN            NaN
  1357.71        500.000                 NaN   99.2088       0.263253       0.185645       0.120067       0.222207                 NaN            NaN            NaN
  1356.73        500.000                 NaN   99.2134       0.262192       0.181507       0.121579       0.221283                 NaN            NaN            NaN
  1355.75        500.000                 NaN   99.2196       0.260680       0.177914       0.122148       0.219700                 NaN            NaN            NaN
  1354.77        500.000                 NaN   99.2250       0.258843       0.176000       0.122130       0.218045                 NaN            NaN            NaN
  1353.79        500.000                 NaN   99.2313       0.172368       0.257324       0.122661       0.216321                 NaN            NaN            NaN
  1352.81        500.000                 NaN   99.2375       0.255625       0.169235       0.123019       0.214604                 NaN            NaN            NaN
  1351.83        500.000                 NaN   99.2425       0.166583       0.254341       0.123329       0.213218                 NaN            NaN            NaN
  1350.85        500.000                 NaN   99.6214       0.812718E-001  0.127949       0.626947E-001  0.106652                 NaN            NaN            NaN
  1349.87        500.000       0.463166E-003   99.7053       0.166483       0.520489E-001            NaN  0.756643E-001            NaN            NaN            NaN
  1348.89        500.000                 NaN   98.4359       0.237639       0.572519       0.307028       0.446929                 NaN            NaN            NaN
  1347.91        500.000                 NaN   99.1889       0.273985       0.170699       0.137925       0.228447                 NaN            NaN            NaN
  1346.93        500.000                 NaN   99.3488       0.136265       0.220435       0.111239       0.183261                 NaN            NaN            NaN
  1345.95        500.000                 NaN   99.2769       0.149634       0.245190       0.124776       0.203476                 NaN            NaN            NaN
