|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/LAR/LAR_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1300.87        500.000                 NaN   99.5627       0.148417       0.673853E-001  0.766716E-001  0.144801                 NaN            NaN            NaN
  1299.89        500.000                 NaN   99.5636       0.148749       0.638462E-001  0.785887E-001  0.145218                 NaN            NaN            NaN
  1298.91        500.000                 NaN   99.5714       0.144765       0.694526E-001  0.732510E-001  0.141176                 NaN            NaN            NaN
  1297.93        500.000                 NaN   99.5710       0.145427       0.670261E-001  0.747198E-001  0.141813                 NaN            NaN            NaN
  1296.95        500.000                 NaN   99.5737       0.144309       0.672853E-001  0.739117E-001  0.140764                 NaN            NaN            NaN
  1295.97        500.000                 NaN   99.5716       0.675087E-001  0.144812       0.743786E-001  0.141705                 NaN            NaN            NaN
  1294.99        500.000                 NaN   99.5835       0.140737       0.673644E-001  0.713594E-001  0.137005                 NaN            NaN            NaN
  1294.01        500.000                 NaN   99.5815       0.141423       0.669928E-001  0.721129E-001  0.137952                 NaN            NaN            NaN
  1293.03        500.000                 NaN   99.5850       0.139924       0.683652E-001  0.702747E-001  0.136425                 NaN            NaN            NaN
  1292.05        500.000                 NaN   99.5865       0.139222       0.684170E-001  0.699028E-001  0.135943                 NaN            NaN            NaN
  1291.07        500.000                 NaN   99.5894       0.138437       0.673947E-001  0.697197E-001  0.135018                 NaN            NaN            NaN
  1290.09        500.000                 NaN   99.5923       0.137235       0.681730E-001  0.684876E-001  0.133839                 NaN            NaN            NaN
  1289.11        500.000                 NaN   99.5943       0.136404       0.684938E-001  0.677364E-001  0.133064                 NaN            NaN            NaN
  1288.13        500.000                 NaN   99.5971       0.135289       0.683763E-001  0.671181E-001  0.132125                 NaN            NaN            NaN
  1287.15        500.000                 NaN   99.5987       0.681565E-001  0.135080       0.665706E-001  0.131523                 NaN            NaN            NaN
  1286.17        500.000                 NaN   99.6018       0.132877       0.698113E-001  0.652240E-001  0.130256                 NaN            NaN            NaN
  1285.19        500.000                 NaN   99.6042       0.132107       0.701513E-001  0.642564E-001  0.129307                 NaN            NaN            NaN
  1284.21        500.000                 NaN   99.6053       0.716523E-001  0.130967       0.632427E-001  0.128869                 NaN            NaN            NaN
  1283.23        500.000                 NaN   99.6089       0.699513E-001  0.130275       0.631814E-001  0.127736                 NaN            NaN            NaN
  1282.25        500.000                 NaN   99.6110       0.128641       0.725495E-001  0.611320E-001  0.126640                 NaN            NaN            NaN
  1281.27        500.000                 NaN   99.6130       0.128162       0.717221E-001  0.610972E-001  0.126017                 NaN            NaN            NaN
  1280.29        500.000                 NaN   99.6148       0.729627E-001  0.127071       0.599082E-001  0.125276                 NaN            NaN            NaN
  1279.31        500.000                 NaN   99.6171       0.125971       0.729013E-001  0.594677E-001  0.124599                 NaN            NaN            NaN
  1278.33        500.000                 NaN   99.6180       0.741374E-001  0.125203       0.585671E-001  0.124108                 NaN            NaN            NaN
  1277.35        500.000                 NaN   99.6216       0.124131       0.747881E-001  0.569471E-001  0.122547                 NaN            NaN            NaN
  1276.37        500.000                 NaN   99.6236       0.122200       0.771217E-001  0.553555E-001  0.121684                 NaN            NaN            NaN
  1275.39        500.000                 NaN   99.6253       0.762298E-001  0.121901       0.553770E-001  0.121241                 NaN            NaN            NaN
  1274.41        500.000                 NaN   99.6272       0.773735E-001  0.120736       0.542466E-001  0.120450                 NaN            NaN            NaN
  1273.43        500.000                 NaN   99.6291       0.782069E-001  0.119666       0.533360E-001  0.119728                 NaN            NaN            NaN
  1272.45        500.000                 NaN   97.7090       0.341414       0.260021       0.898411E-001  0.329789        1.26990                 NaN            NaN
  1271.47        500.000                 NaN   94.7671       0.761384       0.468841       0.139584       0.652228        3.21085                 NaN            NaN
  1270.49        500.000                 NaN   94.9533       0.455490       0.738801       0.133427       0.631508        3.08746                 NaN            NaN
  1269.51        500.000       0.262107        92.2836       0.823901       0.986289                 NaN  0.958277        4.68580                 NaN            NaN
  1268.53        500.000       0.323410        91.9316       0.925359       0.923263                 NaN   1.00692        4.88949                 NaN            NaN
  1267.55        500.000       0.310227        92.4210       0.884374       0.850828                 NaN  0.949817        4.58378                 NaN            NaN
  1266.57        500.000       0.290617        92.9523       0.829320       0.785982                 NaN  0.887055        4.25476                 NaN            NaN
  1265.59        500.000       0.269997        93.4566       0.772354       0.729467                 NaN  0.826907        3.94463                 NaN            NaN
  1264.61        500.000       0.251582        93.9047       0.720997       0.680133                 NaN  0.773474        3.66909                 NaN            NaN
  1263.63        500.000       0.234920        94.3110       0.674433       0.634757                 NaN  0.724609        3.42031                 NaN            NaN
  1262.65        500.000       0.220116        94.6646       0.632313       0.596497                 NaN  0.682078        3.20443                 NaN            NaN
  1261.67        500.000       0.207278        94.9832       0.595575       0.560230                 NaN  0.643548        3.01016                 NaN            NaN
  1260.69        500.000       0.195689        95.2653       0.562416       0.528736                 NaN  0.609365        2.83845                 NaN            NaN
  1259.71        500.000       0.185562        95.5191       0.533216       0.499393                 NaN  0.578467        2.68422                 NaN            NaN
  1258.73        500.000       0.176435        95.7480       0.506330       0.473015                 NaN  0.550526        2.54568                 NaN            NaN
  1257.75        500.000       0.168240        95.9572       0.482869       0.447695                 NaN  0.524823        2.41913                 NaN            NaN
  1256.77        500.000       0.160686        96.1441       0.461054       0.426149                 NaN  0.501776        2.30622                 NaN            NaN
  1255.79        500.000       0.153791        96.3177       0.405561       0.441010                 NaN  0.480415        2.20152                 NaN            NaN
  1254.81        500.000       0.147744        96.4749       0.423164       0.386159                 NaN  0.460797        2.10725                 NaN            NaN
  1253.83        500.000       0.142269        96.6168       0.407136       0.368445                 NaN  0.443179        2.02214                 NaN            NaN
  1252.85        500.000       0.136821        96.7605       0.391285       0.350419                 NaN  0.425082        1.93589                 NaN            NaN
  1251.87        500.000       0.132198        96.8818       0.377371       0.335157                 NaN  0.409857        1.86364                 NaN            NaN
  1250.89        500.000       0.127651        96.9963       0.364190       0.321183                 NaN  0.395383        1.79530                 NaN            NaN
  1249.91        500.000       0.123532        97.1073       0.352231       0.306604                 NaN  0.381430        1.72893                 NaN            NaN
  1248.93        500.000       0.119609        97.2065       0.294130       0.340678                 NaN  0.368606        1.67047                 NaN            NaN
  1247.95        500.000       0.115937        97.3023       0.281939       0.330012                 NaN  0.356438        1.61338                 NaN            NaN
  1246.97        500.000       0.112719        97.3902       0.319965       0.270055                 NaN  0.345054        1.56200                 NaN            NaN
  1245.99        500.000       0.109486        97.4740       0.310807       0.259132                 NaN  0.334292        1.51227                 NaN            NaN
  1245.01        500.000       0.106443        97.5552       0.301934       0.247993                 NaN  0.323739        1.46464                 NaN            NaN
  1244.03        500.000       0.103369        97.6300       0.239017       0.293212                 NaN  0.313885        1.42050                 NaN            NaN
  1243.05        500.000       0.100562        97.6994       0.230329       0.285018                 NaN  0.304859        1.37979                 NaN            NaN
  1242.07        500.000       0.981386E-001   97.7675       0.277618       0.220856                 NaN  0.295883        1.34004                 NaN            NaN
  1241.09        500.000       0.955097E-001   97.8305       0.270267       0.212921                 NaN  0.287643        1.30317                 NaN            NaN
  1240.11        500.000       0.931139E-001   97.8923       0.263606       0.204413                 NaN  0.279296        1.26726                 NaN            NaN
  1239.13        500.000       0.908029E-001   97.9493       0.256611       0.197356                 NaN  0.271705        1.23421                 NaN            NaN
  1238.15        500.000       0.885891E-001   98.0062       0.250403       0.189600                 NaN  0.264110        1.20111                 NaN            NaN
  1237.17        500.000       0.863895E-001   98.0600       0.244008       0.182770                 NaN  0.256871        1.16994                 NaN            NaN
  1236.19        500.000       0.841694E-001   98.1084       0.237829       0.177440                 NaN  0.250369        1.14176                 NaN            NaN
  1235.21        500.000       0.823112E-001   98.1581       0.170566       0.232603                 NaN  0.243611        1.11279                 NaN            NaN
  1234.23        500.000       0.402451E-001   98.1526       0.220531       0.205033                 NaN  0.241525        1.11723       0.228069E-001            NaN
  1233.25        500.000       0.377132E-001   98.1991       0.216753       0.198497                 NaN  0.235371        1.08973       0.228768E-001            NaN
  1232.27        500.000       0.368067E-001   98.2409       0.193689       0.211544                 NaN  0.229715        1.06513       0.221827E-001            NaN
  1231.29        500.000       0.359349E-001   98.2837       0.188683       0.206101                 NaN  0.223984        1.04017       0.214537E-001            NaN
  1230.31        500.000       0.350803E-001   98.3254       0.201386       0.183455                 NaN  0.218545        1.01536       0.207420E-001            NaN
  1229.33        500.000       0.339682E-001   98.3642       0.178928       0.196697                 NaN  0.213250       0.992780       0.202177E-001            NaN
  1228.35        500.000       0.332116E-001   98.4017       0.174597       0.191979                 NaN  0.208154       0.970853       0.195517E-001            NaN
  1227.37        500.000       0.805629E-001   98.4300       0.212790       0.112353                 NaN  0.206201       0.958137                 NaN            NaN
  1226.39        500.000                 NaN   98.4796       0.137070       0.233454                 NaN  0.196431       0.922687       0.307408E-001            NaN
  1225.41        500.000       0.119992E-001   98.5094       0.144213       0.210024                 NaN  0.192802       0.906411       0.251753E-001            NaN
  1224.43        500.000       0.294742E-001   98.5425       0.156597       0.176304                 NaN  0.189135       0.888517       0.174447E-001            NaN
  1223.45        500.000       0.287164E-001   98.5725       0.173223       0.152980                 NaN  0.184790       0.870867       0.169605E-001            NaN
  1222.47        500.000                 NaN   98.4044       0.210824       0.151855                 NaN  0.204669       0.989546       0.387191E-001            NaN
  1221.49        500.000       0.512257E-001   98.7359       0.124401       0.153864                 NaN  0.165518       0.769115                 NaN            NaN
  1220.51        500.000       0.106098        98.3009       0.250464                 NaN            NaN  0.220121        1.12170       0.693022E-003            NaN
  1219.53        500.000       0.144432        98.1330       0.893641E-001  0.139481                 NaN  0.266554        1.22721                 NaN            NaN
  1218.55        500.000       0.793372E-001   98.6714       0.608127E-001  0.129210                 NaN  0.176595       0.882637                 NaN            NaN
  1217.57        500.000       0.714504E-001   98.7643       0.208705       0.756936E-001            NaN  0.168492       0.711403                 NaN            NaN
  1216.59        500.000                 NaN   98.9190       0.208097                 NaN            NaN  0.928541E-001  0.766572       0.134355E-001            NaN
  1215.61        500.000                 NaN   98.2837       0.291370                 NaN            NaN  0.210039        1.14265       0.722826E-001            NaN
  1214.63        500.000                 NaN   99.3835       0.390035       0.129991                 NaN  0.964282E-001            NaN            NaN            NaN
  1213.65        500.000                 NaN   98.4366       0.138873       0.439776E-001            NaN  0.194758        1.18517       0.636576E-003            NaN
  1212.67        500.000                 NaN   98.9656       0.281074       0.602040E-001            NaN  0.140417       0.552662                 NaN            NaN
  1211.69        500.000                 NaN   99.5436       0.324595E-001  0.189595                 NaN  0.421980E-001  0.176378       0.157463E-001            NaN
  1210.71        500.000                 NaN   99.2713       0.156966       0.532663E-001            NaN  0.903155E-001  0.422369       0.581581E-002            NaN
  1209.73        500.000                 NaN   91.6722       0.763818        1.13141                 NaN   1.03321        5.24659       0.152757                 NaN
  1208.75        500.000                 NaN   99.9997                 NaN            NaN            NaN            NaN            NaN  0.341463E-003            NaN
  1207.77        500.000                 NaN   99.7581       0.172772E-001  0.546416E-001            NaN  0.324651E-001  0.135969       0.157226E-002            NaN
  1206.79        500.000                 NaN   99.4892       0.693318E-001  0.125248E-001            NaN  0.531013E-001  0.366911       0.896031E-002            NaN
  1205.81        500.000                 NaN   99.9675       0.552471E-002  0.105567E-001            NaN  0.467032E-002            NaN  0.117530E-001            NaN
  1204.83        500.000                 NaN   99.9448       0.385791E-001            NaN            NaN            NaN  0.134806E-001  0.317373E-002            NaN
  1203.85        500.000                 NaN   99.7190       0.218311E-001            NaN            NaN  0.391462E-001  0.219975                 NaN            NaN
  1202.87        500.000                 NaN   99.9233       0.390251E-002  0.542719E-001            NaN  0.185349E-001            NaN            NaN            NaN
  1201.89        500.000                 NaN   99.8727       0.482288E-002            NaN            NaN  0.875514E-002  0.113751                 NaN            NaN
  1200.91        500.000                 NaN   99.8925       0.746650E-001            NaN            NaN  0.219910E-001  0.108545E-001            NaN            NaN
  1199.93        500.000                 NaN   99.8330                 NaN            NaN            NaN  0.118832E-001  0.155154                 NaN            NaN
  1198.95        500.000                 NaN   99.8649       0.499130E-001            NaN            NaN  0.199349E-001  0.652380E-001            NaN            NaN
  1197.97        500.000                 NaN   99.8013       0.324458E-001            NaN            NaN  0.229186E-001  0.124823       0.185177E-001            NaN
  1196.99        500.000                 NaN   99.4418       0.681084E-002  0.159917                 NaN  0.868787E-001  0.282142       0.224092E-001            NaN
  1196.01        500.000                 NaN   99.6951       0.454491E-001            NaN            NaN  0.328551E-001  0.215661       0.108916E-001            NaN
  1195.02        500.000                 NaN   95.4277       0.130762        1.02758                 NaN  0.575216        2.82759       0.111763E-001            NaN
  1194.04        500.000                 NaN   95.7862       0.406409       0.241968E-005            NaN  0.294244        1.58985       0.900593E-001   1.83324     
  1193.06        500.000                 NaN   99.4607       0.563688E-001            NaN            NaN  0.546459E-001  0.428254                 NaN            NaN
  1192.08        500.000                 NaN   98.9941       0.271312                 NaN            NaN  0.147444       0.585985       0.118646E-002            NaN
  1191.10        500.000       0.748982E-001   90.9337       0.783439                 NaN            NaN  0.715915        3.97327       0.144172        3.37462     
  1190.12        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.14        500.000                 NaN   99.9997       0.221575E-004            NaN  0.141731E-004  0.296583E-004  0.148206E-003            NaN  0.122289E-003
  1188.16        500.000                 NaN   90.8696        1.04184                 NaN            NaN  0.757140        3.90446                 NaN   3.42699     
  1187.18        500.000                 NaN   92.6294       0.374917                 NaN  0.217464       0.550696        3.15421                 NaN   3.07326     
  1186.20        500.000                 NaN   92.7587       0.617323       0.163031                 NaN  0.565271        3.03698                 NaN   2.85870     
  1185.22        500.000                 NaN   94.0485       0.293869                 NaN  0.197349       0.439525        2.56123                 NaN   2.45950     
  1184.24        500.000        1.21122        23.8820        3.81035                 NaN  0.873675        5.43680        33.2253                 NaN   31.5606     
  1183.26        500.000        1.54923                 NaN   4.99331                 NaN   1.15811        7.06067        43.6738                 NaN   41.5649     
  1182.28        500.000        1.54582                 NaN   4.98672                 NaN   1.16719        7.06218        43.6729                 NaN   41.5652     
  1181.30        500.000        1.54241                 NaN   4.98021                 NaN   1.17622        7.06369        43.6719                 NaN   41.5655     
  1180.32        500.000        1.53903                 NaN   4.97379                 NaN   1.18515        7.06519        43.6710                 NaN   41.5658     
  1179.34        500.000        1.52284                 NaN   4.97209                 NaN   1.20979        7.06872        43.6706                 NaN   41.5559     
  1178.36        500.000        1.51956                 NaN   4.96594                 NaN   1.21839        7.07017        43.6697                 NaN   41.5562     
  1177.38        500.000        1.51620                 NaN   4.95980                 NaN   1.22713        7.07166        43.6687                 NaN   41.5565     
  1176.40        500.000        1.51179                 NaN   4.95323                 NaN   1.23769        7.07331        43.6679                 NaN   41.5561     
  1175.42        500.000        1.53343                 NaN   4.92172                 NaN   1.22650        7.07169        43.6670                 NaN   41.5797     
  1174.44        500.000        1.50332                 NaN   4.94336                 NaN   1.25617        7.07648        43.6659                 NaN   41.5547     
  1173.46        500.000        1.50008                 NaN   4.93776                 NaN   1.26439        7.07794        43.6649                 NaN   41.5550     
  1172.48        500.000        1.49182                 NaN   4.91986                 NaN   1.28758        7.08022        43.6662                 NaN   41.5544     
  1171.50        500.000        1.49343                 NaN   4.92610                 NaN   1.28140        7.08090        43.6628                 NaN   41.5554     
  1170.52        500.000        1.49066                 NaN   4.91910                 NaN   1.28989        7.08230        43.6617                 NaN   41.5564     
  1169.54        500.000        1.48733                 NaN   4.91342                 NaN   1.29830        7.08378        43.6606                 NaN   41.5566     
  1168.56        500.000        1.49517                 NaN   4.88242                 NaN   1.30700        7.08449        43.6607                 NaN   41.5702     
  1167.58        500.000        1.48099                 NaN   4.90254                 NaN   1.31439        7.08666        43.6583                 NaN   41.5571     
  1166.60        500.000        1.49266                 NaN   4.88293                 NaN   1.31036        7.08585        43.6569                 NaN   41.5713     
  1165.62        500.000        1.47452                 NaN   4.89032                 NaN   1.33155        7.08956        43.6562                 NaN   41.5579     
  1164.64        500.000        1.47378                 NaN   4.87770                 NaN   1.34045        7.09074        43.6559                 NaN   41.5615     
  1163.66        500.000        1.48196                 NaN   4.87550                 NaN   1.33002        7.09043        43.6529                 NaN   41.5692     
  1162.68        500.000        1.47822                 NaN   4.86996                 NaN   1.33897        7.09195        43.6518                 NaN   41.5691     
  1161.70        500.000        1.47491                 NaN   4.86481                 NaN   1.34706        7.09342        43.6506                 NaN   41.5692     
  1160.72        500.000        1.46454                 NaN   4.85811                 NaN   1.36644        7.09587        43.6504                 NaN   41.5646     
  1159.74        500.000        1.45640                 NaN   4.86089                 NaN   1.37652        7.09813        43.6487                 NaN   41.5594     
  1158.76        500.000        1.46466                 NaN   4.84944                 NaN   1.37172        7.09787        43.6470                 NaN   41.5693     
  1157.78        500.000        1.44959                 NaN   4.84887                 NaN   1.39407        7.10114        43.6464                 NaN   41.5600     
