|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7307       0.260772       0.854531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7307       0.260791       0.854560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7306       0.260811       0.854588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7306       0.260830       0.854617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7306       0.260850       0.854646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7306       0.260869       0.854675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7306       0.260889       0.854705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7305       0.260909       0.854735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7305       0.260928       0.854764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7305       0.260948       0.854794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7305       0.260968       0.854824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7305       0.260987       0.854854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7304       0.261007       0.854884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7304       0.261027       0.854915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7304       0.261047       0.854946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7304       0.261067       0.854976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7304       0.261087       0.855008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7303       0.261106       0.855038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7303       0.261126       0.855070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7303       0.261146       0.855101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7303       0.261166       0.855132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7303       0.261186       0.855164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7302       0.261206       0.855196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7302       0.261227       0.855228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7302       0.261247       0.855260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.4163       0.261319       0.674532E-002  0.315625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.5555       0.261481       0.174137E-002   1.18123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.0739       0.261583                 NaN   1.66454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        97.7317       0.261662                 NaN   2.00662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.2239       0.261771                 NaN   2.51433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.7156       0.261880                 NaN   3.02249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.2069       0.261988                 NaN   3.53109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        95.6978       0.262096                 NaN   4.04014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        95.0337       0.262233                 NaN   4.70409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.3689       0.262369                 NaN   5.36876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.7033       0.262505                 NaN   6.03415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        93.0371       0.262640                 NaN   6.70026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        92.3702       0.262775                 NaN   7.36707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.7025       0.262910                 NaN   8.03460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        91.0341       0.263044                 NaN   8.70284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.3650       0.263178                 NaN   9.37178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.6858       0.263314                 NaN   10.0509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        88.0532       0.119421                 NaN   11.4551                 NaN  0.372275                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        86.5879                 NaN            NaN   12.7301       0.654377E-003  0.681328                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        85.9035                 NaN            NaN   13.4024       0.123565E-001  0.681725                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        85.2331                 NaN            NaN   14.0610       0.237596E-001  0.682117                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        84.5621                 NaN            NaN   14.7203       0.351758E-001  0.682507                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        83.8903                 NaN            NaN   15.3802       0.466052E-001  0.682897                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        83.2177                 NaN            NaN   16.0409       0.580477E-001  0.683285                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        82.5753                 NaN            NaN   16.6723       0.687281E-001  0.683662                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        81.9322                 NaN            NaN   17.3043       0.794203E-001  0.684037                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        81.2885                 NaN            NaN   17.9370       0.901242E-001  0.684412                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        80.6441                 NaN            NaN   18.5702       0.100840       0.684785                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        79.9991                 NaN            NaN   19.2042       0.111567       0.685157                 NaN            NaN            NaN            NaN            NaN            NaN
