|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1321.64        2500.00                 NaN            NaN            NaN   99.3252                 NaN  0.987679E-001            NaN  0.192683       0.191157       0.192208                 NaN            NaN            NaN            NaN
  1320.17        2500.00                 NaN            NaN            NaN   99.3318                 NaN  0.968871E-001            NaN  0.190635       0.190814       0.189893                 NaN            NaN            NaN            NaN
  1318.71        2500.00                 NaN            NaN            NaN   99.3371                 NaN  0.965259E-001            NaN  0.189139       0.188894       0.188321                 NaN            NaN            NaN            NaN
  1317.25        2500.00                 NaN            NaN            NaN   99.3429                 NaN  0.951148E-001            NaN  0.187244       0.188397       0.186380                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN            NaN   99.3484                 NaN  0.942316E-001            NaN  0.187171       0.185522       0.184651                 NaN            NaN            NaN            NaN
  1314.33        2500.00                 NaN            NaN            NaN   99.3536                 NaN  0.931815E-001            NaN  0.183938       0.186359       0.182972                 NaN            NaN            NaN            NaN
  1312.86        2500.00                 NaN            NaN            NaN   99.3590                 NaN  0.924311E-001            NaN  0.182171       0.185096       0.181268                 NaN            NaN            NaN            NaN
  1311.40        2500.00                 NaN            NaN            NaN   99.3643                 NaN  0.911282E-001            NaN  0.184359       0.180784       0.179454                 NaN            NaN            NaN            NaN
  1309.94        2500.00                 NaN            NaN            NaN   99.3697                 NaN  0.902474E-001            NaN  0.178970       0.183224       0.177812                 NaN            NaN            NaN            NaN
  1308.48        2500.00                 NaN            NaN            NaN   99.3749                 NaN  0.890003E-001            NaN  0.177352       0.182700       0.176053                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN            NaN   86.9373                 NaN   1.87162                 NaN  0.129304        1.60793        1.66811        7.78573                 NaN            NaN            NaN
  1305.55        2500.00                 NaN            NaN            NaN   92.9801                 NaN  0.578446                 NaN  0.768314       0.682480       0.858654        4.13198                 NaN            NaN            NaN
  1304.09        2500.00                 NaN            NaN            NaN   81.0575                 NaN   2.93368                 NaN   2.31010                 NaN   2.44513        11.2535                 NaN            NaN            NaN
  1302.63        2500.00                 NaN            NaN            NaN   88.7432                 NaN   1.68383                 NaN   1.43756                 NaN   1.44916        6.68624                 NaN            NaN            NaN
  1301.17        2500.00                 NaN            NaN            NaN   89.7508                 NaN   1.53612                 NaN   1.32607                 NaN   1.32484        6.06222                 NaN            NaN            NaN
  1299.71        2500.00                 NaN            NaN            NaN   90.5950                 NaN   1.41693                 NaN   1.22742                 NaN   1.22150        5.53915                 NaN            NaN            NaN
  1298.24        2500.00                 NaN            NaN            NaN   91.2992                 NaN   1.32024                 NaN   1.14250                 NaN   1.13500        5.10310                 NaN            NaN            NaN
  1296.78        2500.00                 NaN            NaN            NaN   91.9972                 NaN   1.21720                 NaN   1.06774                 NaN   1.04856        4.66925                 NaN            NaN            NaN
  1295.32        2500.00                 NaN            NaN            NaN   92.5978                 NaN   1.12920                 NaN  0.998035                 NaN  0.973483        4.30146                 NaN            NaN            NaN
  1293.86        2500.00                 NaN            NaN            NaN   93.0829                 NaN   1.06027                 NaN  0.941906                 NaN  0.913560        4.00140                 NaN            NaN            NaN
  1292.40        2500.00        1.97957                 NaN            NaN   79.3675                 NaN   1.03022                 NaN   3.57369                 NaN   2.37390        11.6752                 NaN            NaN            NaN
  1290.93        2500.00        1.76039                 NaN            NaN   81.9280                 NaN  0.881342                 NaN   3.11493                 NaN   2.06664        10.2487                 NaN            NaN            NaN
  1289.47        2500.00        1.53483                 NaN            NaN   84.3276                 NaN  0.762300                 NaN   2.68347                 NaN   1.78328        8.90848                 NaN            NaN            NaN
  1288.01        2500.00        1.35524                 NaN            NaN   86.2277                 NaN  0.667984                 NaN   2.34596                 NaN   1.55933        7.84378                 NaN            NaN            NaN
  1286.55        2500.00        1.20720                 NaN            NaN   87.7768                 NaN  0.594094                 NaN   2.07051                 NaN   1.37729        6.97409                 NaN            NaN            NaN
  1285.09        2500.00       0.850782                 NaN            NaN   86.0306                 NaN   1.22984                 NaN   2.02731                 NaN   1.64460        8.21691                 NaN            NaN            NaN
  1283.62        2500.00        1.70742                 NaN            NaN   88.1899                 NaN            NaN            NaN   2.45421                 NaN   1.22100        6.42749                 NaN            NaN            NaN
  1282.16        2500.00       0.516600                 NaN            NaN   95.8818                 NaN  0.140475                 NaN  0.544529                 NaN  0.441973        2.47461                 NaN            NaN            NaN
  1280.70        2500.00        1.14575                 NaN            NaN   86.5656                 NaN  0.320835       0.421210        2.28352                 NaN   1.61959        7.64354                 NaN            NaN            NaN
  1279.24        2500.00       0.516628                 NaN            NaN   96.4323                 NaN  0.130250                 NaN  0.580886                 NaN  0.236280        2.10361                 NaN            NaN            NaN
  1277.78        2500.00       0.638274                 NaN            NaN   94.0077                 NaN  0.230307                 NaN   1.07618                 NaN  0.634922        3.41264                 NaN            NaN            NaN
  1276.31        2500.00       0.594205                 NaN            NaN   93.9205                 NaN  0.321118                 NaN   1.00545                 NaN  0.659896        3.49886                 NaN            NaN            NaN
  1274.85        2500.00       0.585867                 NaN            NaN   94.1654                 NaN  0.277774                 NaN  0.989272                 NaN  0.628402        3.35329                 NaN            NaN            NaN
  1273.39        2500.00       0.598998                 NaN            NaN   94.0058                 NaN  0.296673                 NaN  0.998734                 NaN  0.645411        3.45437                 NaN            NaN            NaN
  1271.93        2500.00       0.524301                 NaN            NaN   94.8708                 NaN  0.233508                 NaN  0.878508                 NaN  0.540858        2.95203                 NaN            NaN            NaN
  1270.47        2500.00       0.520832                 NaN            NaN   94.7707                 NaN  0.256003                 NaN  0.883052                 NaN  0.552870        3.01655                 NaN            NaN            NaN
  1269.00        2500.00        1.39210                 NaN            NaN   85.6621                 NaN  0.685959                 NaN   2.48681                 NaN   1.50995        8.26304                 NaN            NaN            NaN
  1267.54        2500.00       0.428874E-001            NaN            NaN   99.6236       0.646413E-001            NaN            NaN  0.398711E-001            NaN  0.432146E-002  0.224649                 NaN            NaN            NaN
  1266.08        2500.00       0.358633E-001            NaN            NaN   99.9501       0.706556E-002            NaN            NaN            NaN            NaN  0.693880E-002            NaN            NaN            NaN            NaN
  1264.62        2500.00       0.347755                 NaN            NaN   95.5863       0.824854       0.277047                 NaN            NaN            NaN  0.150325        2.81369                 NaN            NaN            NaN
  1263.16        2500.00       0.406069                 NaN            NaN   94.4166        1.09874       0.362629                 NaN            NaN            NaN  0.185050        3.53091                 NaN            NaN            NaN
  1261.69        2500.00       0.324877                 NaN            NaN   95.9056       0.786690       0.270122                 NaN            NaN            NaN  0.120393        2.59231                 NaN            NaN            NaN
  1260.23        2500.00       0.129114       0.302644                 NaN   94.3694        1.21644       0.326917                 NaN            NaN            NaN            NaN   3.65545                 NaN            NaN            NaN
  1258.77        2500.00       0.163946       0.221232                 NaN   95.3410       0.988353       0.276639                 NaN            NaN            NaN            NaN   3.00882                 NaN            NaN            NaN
  1257.31        2500.00       0.227130       0.167783                 NaN   95.0404        1.05338       0.293057                 NaN            NaN            NaN            NaN   3.21829                 NaN            NaN            NaN
  1255.85        2500.00       0.285089       0.157969                 NaN   91.5434        1.64562       0.533164                 NaN            NaN            NaN            NaN   5.02256       0.812191                 NaN            NaN
  1254.38        2500.00       0.155161       0.329762                 NaN   90.4048        1.82003       0.597958                 NaN            NaN            NaN            NaN   5.68780        1.00454                 NaN            NaN
  1252.92        2500.00       0.140659       0.282038                 NaN   90.9197        1.65440       0.595328                 NaN            NaN            NaN            NaN   5.43753       0.970303                 NaN            NaN
  1251.46        2500.00       0.280701       0.767730                 NaN   79.1012        3.72570        1.18504                 NaN            NaN            NaN            NaN   12.6809        2.25879                 NaN            NaN
  1250.00        2500.00        2.82123       0.706855                 NaN   18.6421        13.6527        4.69414                 NaN            NaN            NaN            NaN   48.6761        9.51396        1.29296                 NaN
  1248.54        2500.00       0.622634       0.830157        3.42008                 NaN   16.0589        5.02934                 NaN            NaN            NaN            NaN   59.0799        11.0303        3.92862                 NaN
  1247.07        2500.00       0.622634       0.830157        3.42008                 NaN   16.0589        5.02934                 NaN            NaN            NaN            NaN   59.1193        11.0493        3.87018                 NaN
  1245.61        2500.00       0.622634       0.830157        3.42008                 NaN   16.0589        5.02934                 NaN            NaN            NaN            NaN   59.1590        11.0685        3.81139                 NaN
  1244.15        2500.00       0.758263       0.851510        3.26131                 NaN   16.0586        5.02226                 NaN            NaN            NaN            NaN   59.2271        11.0780        3.74284                 NaN
  1242.69        2500.00       0.758263       0.851510        3.26131                 NaN   16.0586        5.02226                 NaN            NaN            NaN            NaN   59.2673        11.0974        3.68327                 NaN
  1241.23        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.6725        10.9924        3.50152                 NaN
  1239.76        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.7134        11.0122        3.44083                 NaN
  1238.30        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.7546        11.0321        3.37976                 NaN
  1236.84        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.7961        11.0521        3.31830                 NaN
  1235.38        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.8378        11.0722        3.25645                 NaN
  1233.92        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.8809        11.0930        3.19258                 NaN
  1232.45        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.9234        11.1135        3.12956                 NaN
  1230.99        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   59.9662        11.1342        3.06609                 NaN
  1229.53        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.0093        11.1550        3.00218                 NaN
  1228.07        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.0527        11.1759        2.93782                 NaN
  1226.61        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.0964        11.1970        2.87300                 NaN
  1225.14        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.1405        11.2182        2.80772                 NaN
  1223.68        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.1848        11.2396        2.74198                 NaN
  1222.22        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.2295        11.2612        2.67577                 NaN
  1220.76        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.2745        11.2829        2.60909                 NaN
  1219.30        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.3198        11.3047        2.54193                 NaN
  1217.84        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.3654        11.3268        2.47429                 NaN
  1216.37        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.4113        11.3489        2.40617                 NaN
  1214.91        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.4576        11.3713        2.33755                 NaN
  1213.45        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.5042        11.3937        2.26844                 NaN
  1211.99        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.5512        11.4164        2.19884                 NaN
  1210.53        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.5985        11.4392        2.12872                 NaN
  1209.06        2500.00        1.39565       0.918798        2.81249                 NaN   16.0548        4.65188                 NaN            NaN            NaN            NaN   60.6461        11.4622        2.05811                 NaN
  1207.60        2500.00        1.44377       0.927116        2.74949                 NaN   16.0547        4.65692                 NaN            NaN            NaN            NaN   60.6990        11.4837        1.98524                 NaN
  1206.14        2500.00        1.44768       0.927791        2.74438                 NaN   16.0547        4.65732                 NaN            NaN            NaN            NaN   60.7478        11.5069        1.91344                 NaN
  1204.68        2500.00        1.45161       0.928471        2.73923                 NaN   16.0547        4.65774                 NaN            NaN            NaN            NaN   60.7969        11.5303        1.84112                 NaN
  1203.22        2500.00        1.46471       0.906803        2.70105                 NaN   16.0434        4.70653                 NaN            NaN            NaN            NaN   60.8674        11.5482        1.76192                 NaN
  1201.75        2500.00        1.46871       0.907494        2.69581                 NaN   16.0434        4.70695                 NaN            NaN            NaN            NaN   60.9174        11.5720        1.68817                 NaN
  1200.29        2500.00        1.47273       0.908188        2.69056                 NaN   16.0434        4.70737                 NaN            NaN            NaN            NaN   60.9678        11.5960        1.61395                 NaN
  1198.83        2500.00        1.47675       0.908884        2.68529                 NaN   16.0434        4.70779                 NaN            NaN            NaN            NaN   61.0185        11.6201        1.53923                 NaN
  1197.37        2500.00        1.48079       0.909582        2.68000                 NaN   16.0434        4.70821                 NaN            NaN            NaN            NaN   61.0696        11.6444        1.46404                 NaN
  1195.91        2500.00        1.48485       0.910283        2.67469                 NaN   16.0434        4.70863                 NaN            NaN            NaN            NaN   61.1210        11.6688        1.38834                 NaN
  1194.44        2500.00        1.48892       0.910986        2.66936                 NaN   16.0434        4.70906                 NaN            NaN            NaN            NaN   61.1727        11.6934        1.31214                 NaN
  1192.98        2500.00        1.49300       0.911692        2.66402                 NaN   16.0434        4.70949                 NaN            NaN            NaN            NaN   61.2247        11.7182        1.23544                 NaN
  1191.52        2500.00        1.49709       0.912398        2.65867                 NaN   16.0434        4.70992                 NaN            NaN            NaN            NaN   61.2771        11.7432        1.15824                 NaN
  1190.06        2500.00        3.54445        3.42843        1.58024                 NaN   8.93762                 NaN            NaN   11.2239                 NaN            NaN   60.3216        10.9638                 NaN            NaN
  1188.60        2500.00        3.53867        1.57522        3.44035                 NaN   8.84836                 NaN            NaN   11.3507                 NaN            NaN   60.2922        10.9545                 NaN            NaN
  1187.13        2500.00        3.54668        1.56468        3.44556                 NaN   8.83958                 NaN            NaN   11.3680                 NaN            NaN   60.2901        10.9455                 NaN            NaN
  1185.67        2500.00        3.55463        1.55423        3.45080                 NaN   8.83119                 NaN            NaN   11.3847                 NaN            NaN   60.2879        10.9366                 NaN            NaN
  1184.21        2500.00        3.45656        3.56177        1.54374                 NaN   8.82145                 NaN            NaN   11.4049                 NaN            NaN   60.2840        10.9276                 NaN            NaN
  1182.75        2500.00        3.46217        3.56966        1.53259                 NaN   8.81130                 NaN            NaN   11.4246                 NaN            NaN   60.2811        10.9186                 NaN            NaN
  1181.29        2500.00        3.57732        1.52113        3.46838                 NaN   8.80180                 NaN            NaN   11.4443                 NaN            NaN   60.2776        10.9095                 NaN            NaN
  1179.82        2500.00        3.57116        3.47342        1.51962                 NaN   8.79564                 NaN            NaN   11.4700                 NaN            NaN   60.2594        10.9108                 NaN            NaN
  1178.36        2500.00        3.57755        3.47941        1.50920                 NaN   8.78559                 NaN            NaN   11.4917                 NaN            NaN   60.2542        10.9023                 NaN            NaN
  1176.90        2500.00        2.80262        4.71096                 NaN            NaN   5.74882                 NaN            NaN   16.3476                 NaN            NaN   57.9130        11.2728                 NaN   1.20421     
  1175.44        2500.00        2.79362        4.71779                 NaN            NaN   5.70327                 NaN            NaN   16.4068                 NaN            NaN   57.8901        11.2700                 NaN   1.21846     
  1173.98        2500.00        2.75253        4.73667                 NaN            NaN   5.59031                 NaN            NaN   16.5757                 NaN            NaN   57.8108        11.2811                 NaN   1.25296     
  1172.51        2500.00        2.72388        4.75092                 NaN            NaN   5.50834                 NaN            NaN   16.6937                 NaN            NaN   57.7556        11.2882                 NaN   1.27933     
  1171.05        2500.00        2.69872        4.76435                 NaN            NaN   5.43067                 NaN            NaN   16.8053                 NaN            NaN   57.7053        11.2924                 NaN   1.30328     
  1169.59        2500.00        2.66811        4.77959                 NaN            NaN   5.34574                 NaN            NaN   16.9279                 NaN            NaN   57.6474        11.3004                 NaN   1.33081     
  1168.13        2500.00        2.64471        4.79187                 NaN            NaN   5.27059                 NaN            NaN   17.0353                 NaN            NaN   57.6002        11.3037                 NaN   1.35356     
  1166.67        2500.00        2.64277        4.79851                 NaN            NaN   5.23832                 NaN            NaN   17.0754                 NaN            NaN   57.5887        11.2946                 NaN   1.36174     
  1165.20        2500.00        2.58461        4.82431                 NaN            NaN   5.10170                 NaN            NaN   17.2789                 NaN            NaN   57.4866        11.3169                 NaN   1.40703     
  1163.74        2500.00        2.56091        4.83802                 NaN            NaN   5.03051                 NaN            NaN   17.3820                 NaN            NaN   57.4399        11.3196                 NaN   1.42907     
  1162.28        2500.00        2.54135        4.84977                 NaN            NaN   4.97049                 NaN            NaN   17.4640                 NaN            NaN   57.4025        11.3227                 NaN   1.44914     
  1160.82        2500.00        2.51318        4.86547                 NaN            NaN   4.89017                 NaN            NaN   17.5808                 NaN            NaN   57.3490        11.3275                 NaN   1.47391     
  1159.36        2500.00        2.47740        4.88466                 NaN            NaN   4.79115                 NaN            NaN   17.7272                 NaN            NaN   57.2815        11.3345                 NaN   1.50358     
  1157.89        2500.00        2.44785        4.90104                 NaN            NaN   4.71205                 NaN            NaN   17.8414                 NaN            NaN   57.2273        11.3410                 NaN   1.52936     
  1156.43        2500.00        2.41718        4.91796                 NaN            NaN   4.62995                 NaN            NaN   17.9598                 NaN            NaN   57.1713        11.3480                 NaN   1.55578     
  1154.97        2500.00        2.38829        4.93451                 NaN            NaN   4.54975                 NaN            NaN   18.0760                 NaN            NaN   57.1176        11.3529                 NaN   1.58093     
  1153.51        2500.00        2.35963        4.95115                 NaN            NaN   4.47059                 NaN            NaN   18.1906                 NaN            NaN   57.0645        11.3578                 NaN   1.60577     
  1152.05        2500.00        2.33162        4.96779                 NaN            NaN   4.39202                 NaN            NaN   18.3047                 NaN            NaN   57.0121        11.3617                 NaN   1.63001     
  1150.58        2500.00        2.30154        4.98514                 NaN            NaN   4.31178                 NaN            NaN   18.4208                 NaN            NaN   56.9576        11.3675                 NaN   1.65568     
  1149.12        2500.00        2.27255        5.00243                 NaN            NaN   4.23236                 NaN            NaN   18.5364                 NaN            NaN   56.9041        11.3717                 NaN   1.68037     
  1147.66        2500.00        2.24119        5.02055                 NaN            NaN   4.14995                 NaN            NaN   18.6560                 NaN            NaN   56.8477        11.3778                 NaN   1.70670     
  1146.20        2500.00        2.21161        5.03825                 NaN            NaN   4.07048                 NaN            NaN   18.7717                 NaN            NaN   56.7939        11.3824                 NaN   1.73167     
  1144.74        2500.00        2.18053        5.05638                 NaN            NaN   3.98879                 NaN            NaN   18.8901                 NaN            NaN   56.7383        11.3883                 NaN   1.75761     
  1143.27        2500.00        2.20566        5.05504                 NaN            NaN   4.00455                 NaN            NaN   18.8698                 NaN            NaN   56.7639        11.3566                 NaN   1.74446     
  1141.81        2500.00        2.11901        5.09349                 NaN            NaN   3.82725                 NaN            NaN   19.1264                 NaN            NaN   56.6274        11.3977                 NaN   1.80874     
  1140.35        2500.00        2.08624        5.11280                 NaN            NaN   3.74373                 NaN            NaN   19.2481                 NaN            NaN   56.5696        11.4039                 NaN   1.83560     
  1138.89        2500.00        2.05501        5.13175                 NaN            NaN   3.66276                 NaN            NaN   19.3666                 NaN            NaN   56.5138        11.4087                 NaN   1.86127     
  1137.43        2500.00        2.04857        5.14119                 NaN            NaN   3.62812                 NaN            NaN   19.4156                 NaN            NaN   56.4962        11.3999                 NaN   1.87036     
  1135.96        2500.00        1.99063        5.17090                 NaN            NaN   3.49759                 NaN            NaN   19.6089                 NaN            NaN   56.3996        11.4187                 NaN   1.91369     
  1134.50        2500.00        1.95723        5.19085                 NaN            NaN   3.41435                 NaN            NaN   19.7309                 NaN            NaN   56.3413        11.4248                 NaN   1.94064     
  1133.04        2500.00        1.93021        5.20761                 NaN            NaN   3.34319                 NaN            NaN   19.8306                 NaN            NaN   56.2945        11.4292                 NaN   1.96479     
  1131.58        2500.00        1.89127        5.23121                 NaN            NaN   3.24850                 NaN            NaN   19.9752                 NaN            NaN   56.2254        11.4348                 NaN   1.99362     
  1130.12        2500.00        1.86442        5.24847                 NaN            NaN   3.17817                 NaN            NaN   20.0726                 NaN            NaN   56.1797        11.4394                 NaN   2.01721     
  1128.65        2500.00        1.81974        5.27395                 NaN            NaN   3.07446                 NaN            NaN   20.2308                 NaN            NaN   56.1024        11.4483                 NaN   2.05034     
  1127.19        2500.00        1.79287        5.29191                 NaN            NaN   3.00099                 NaN            NaN   20.3343                 NaN            NaN   56.0552        11.4510                 NaN   2.07371     
  1125.73        2500.00        1.75551        5.31440                 NaN            NaN   2.90895                 NaN            NaN   20.4702                 NaN            NaN   55.9905        11.4573                 NaN   2.10314     
  1124.27        2500.00        1.71884        5.33705                 NaN            NaN   2.82035                 NaN            NaN   20.6016                 NaN            NaN   55.9276        11.4630                 NaN   2.13156     
  1122.81        2500.00        1.67998        5.35999                 NaN            NaN   2.73406                 NaN            NaN   20.7353                 NaN            NaN   55.8608        11.4697                 NaN   2.16024     
  1121.34        2500.00        1.64266        5.38269                 NaN            NaN   2.64549                 NaN            NaN   20.8666                 NaN            NaN   55.7972        11.4761                 NaN   2.18918     
  1119.88        2500.00        1.61231        5.40316                 NaN            NaN   2.57182                 NaN            NaN   20.9721                 NaN            NaN   55.7466        11.4811                 NaN   2.21290     
  1118.42        2500.00        1.58899        5.41926                 NaN            NaN   2.50033                 NaN            NaN   21.0710                 NaN            NaN   55.7043        11.4814                 NaN   2.23469     
  1116.96        2500.00        1.52718        5.45310                 NaN            NaN   2.37175                 NaN            NaN   21.2728                 NaN            NaN   55.6012        11.4955                 NaN   2.27842     
  1115.50        2500.00        1.50780        5.46940                 NaN            NaN   2.31213                 NaN            NaN   21.3507                 NaN            NaN   55.5677        11.4951                 NaN   2.29718     
  1114.03        2500.00        1.45104        5.50039                 NaN            NaN   2.19351                 NaN            NaN   21.5397                 NaN            NaN   55.4719        11.5069                 NaN   2.33658     
  1112.57        2500.00        1.41630        5.52235                 NaN            NaN   2.11319                 NaN            NaN   21.6624                 NaN            NaN   55.4122        11.5107                 NaN   2.36282     
  1111.11        2500.00        1.37664        5.54686                 NaN            NaN   2.02318                 NaN            NaN   21.7981                 NaN            NaN   55.3456        11.5169                 NaN   2.39283     
  1109.65        2500.00        1.33836        5.57103                 NaN            NaN   1.93447                 NaN            NaN   21.9331                 NaN            NaN   55.2801        11.5212                 NaN   2.42166     
  1108.19        2500.00        1.30448        5.59421                 NaN            NaN   1.83578                 NaN            NaN   22.0580                 NaN            NaN   55.2265        11.5282                 NaN   2.45281     
  1106.72        2500.00        1.25199        5.62318                 NaN            NaN   1.73959                 NaN            NaN   22.2243                 NaN            NaN   55.1370        11.5370                 NaN   2.48692     
  1105.26        2500.00        1.21324        5.64767                 NaN            NaN   1.65308                 NaN            NaN   22.3566                 NaN            NaN   55.0719        11.5420                 NaN   2.51543     
  1103.80        2500.00        1.17663        5.67296                 NaN            NaN   1.54159                 NaN            NaN   22.4968                 NaN            NaN   55.0136        11.5491                 NaN   2.54939     
  1102.34        2500.00        1.12900        5.69979                 NaN            NaN   1.46517                 NaN            NaN   22.6419                 NaN            NaN   54.9315        11.5546                 NaN   2.57798     
  1100.88        2500.00        1.09099        5.72593                 NaN            NaN   1.34430                 NaN            NaN   22.7914                 NaN            NaN   54.8707        11.5622                 NaN   2.61457     
  1099.41        2500.00        1.04334        5.75297                 NaN            NaN   1.27596                 NaN            NaN   22.9310                 NaN            NaN   54.7889        11.5667                 NaN   2.64109     
  1097.95        2500.00       0.997205        5.78129                 NaN            NaN   1.17386                 NaN            NaN   23.0855                 NaN            NaN   54.7129        11.5741                 NaN   2.67514     
  1096.49        2500.00       0.952478        5.80895                 NaN            NaN   1.07644                 NaN            NaN   23.2347                 NaN            NaN   54.6389        11.5807                 NaN   2.70784     
  1095.03        2500.00       0.909873        5.83561                 NaN            NaN  0.985499                 NaN            NaN   23.3762                 NaN            NaN   54.5681        11.5860                 NaN   2.73862     
  1093.57        2500.00       0.859127        5.86474                 NaN            NaN  0.837937                 NaN            NaN   23.5633                 NaN            NaN   54.4883        11.6025                 NaN   2.78404     
  1092.10        2500.00       0.818300        5.89264                 NaN            NaN  0.787430                 NaN            NaN   23.6821                 NaN            NaN   54.4165        11.5981                 NaN   2.80495     
  1090.64        2500.00       0.769905        5.92188                 NaN            NaN  0.685886                 NaN            NaN   23.8375                 NaN            NaN   54.3381        11.6067                 NaN   2.83996     
  1089.18        2500.00       0.721683        5.95148                 NaN            NaN  0.583885                 NaN            NaN   23.9950                 NaN            NaN   54.2593        11.6140                 NaN   2.87468     
  1087.72        2500.00       0.673723        5.98115                 NaN            NaN  0.482772                 NaN            NaN   24.1521                 NaN            NaN   54.1806        11.6206                 NaN   2.90901     
  1086.26        2500.00       0.625417        6.01112                 NaN            NaN  0.381444                 NaN            NaN   24.3102                 NaN            NaN   54.1013        11.6270                 NaN   2.94344     
  1084.79        2500.00       0.575931        6.04166                 NaN            NaN  0.278278                 NaN            NaN   24.4711                 NaN            NaN   54.0204        11.6339                 NaN   2.97865     
  1083.33        2500.00       0.508133        6.08225                 NaN            NaN  0.600331E-001            NaN            NaN   24.7138                 NaN            NaN   53.9248        11.6622                 NaN   3.04870     
  1081.87        2500.00       0.470731        6.10845                 NaN            NaN            NaN            NaN            NaN   24.8148                 NaN            NaN   53.8685        11.6633                 NaN   3.07425     
  1080.41        2500.00       0.469348        6.11485                 NaN            NaN            NaN            NaN            NaN   24.8268                 NaN            NaN   53.8609        11.6559                 NaN   3.07229     
  1078.95        2500.00       0.446244        6.12879                 NaN            NaN            NaN            NaN            NaN   24.8800                 NaN            NaN   53.8167        11.6465                 NaN   3.08173     
  1077.48        2500.00       0.442804        6.13429                 NaN            NaN            NaN            NaN            NaN   24.9452                 NaN            NaN   53.7803        11.6207                 NaN   3.07673     
  1076.02        2500.00       0.416776        6.15421                 NaN            NaN            NaN            NaN            NaN   24.9481                 NaN            NaN   53.7611        11.6282                 NaN   3.09155     
  1074.56        2500.00       0.400992        6.16725                 NaN            NaN            NaN            NaN            NaN   24.9825                 NaN            NaN   53.7324        11.6199                 NaN   3.09695     
  1073.10        2500.00       0.385240        6.18025                 NaN            NaN            NaN            NaN            NaN   25.0172                 NaN            NaN   53.7036        11.6115                 NaN   3.10225     
  1071.64        2500.00       0.369517        6.19319                 NaN            NaN            NaN            NaN            NaN   25.0526                 NaN            NaN   53.6745        11.6028                 NaN   3.10740     
  1070.18        2500.00       0.354312        6.20563                 NaN            NaN            NaN            NaN            NaN   25.0853                 NaN            NaN   53.6470        11.5954                 NaN   3.11238     
  1068.71        2500.00       0.344634        6.21701                 NaN            NaN            NaN            NaN            NaN   25.1100                 NaN            NaN   53.6273        11.5869                 NaN   3.11416     
  1067.25        2500.00       0.334742        6.22853                 NaN            NaN            NaN            NaN            NaN   25.1375                 NaN            NaN   53.6062        11.5773                 NaN   3.11577     
  1065.79        2500.00       0.323996        6.23986                 NaN            NaN            NaN            NaN            NaN   25.1647                 NaN            NaN   53.5844        11.5691                 NaN   3.11796     
