|6.6.6
Archiving\03_Data\eq/QFM_m5/KHA22/KHA22_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        96.9405       0.367301        2.65317       0.390033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        96.9159       0.367327        2.67773       0.390060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        96.8913       0.367353        2.70229       0.390087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        96.8668       0.367378        2.72686       0.390114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        96.8422       0.367404        2.75143       0.390142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        96.8176       0.367430        2.77600       0.390169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        96.7929       0.367456        2.80058       0.390196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        96.7683       0.367481        2.82516       0.390224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        96.7437       0.367507        2.84974       0.390251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        96.7198       0.367532        2.87366       0.390278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        96.6958       0.367557        2.89758       0.390304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        96.6719       0.367582        2.92150       0.390331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        96.6479       0.367607        2.94543       0.390357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        96.6240       0.367632        2.96936       0.390384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        96.6000       0.367657        2.99329       0.390410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        96.5761       0.367682        3.01722       0.390437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.5521       0.367707        3.04116       0.390464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.5288       0.367732        3.06444       0.390489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.5055       0.367756        3.08772       0.390515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.4822       0.367780        3.11100       0.390541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        96.4589       0.367805        3.13429       0.390567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        96.4355       0.367829        3.15758       0.390593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.4122       0.367853        3.18087       0.390619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        96.3889       0.367878        3.20417       0.390645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        96.3656       0.367902        3.22746       0.390671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        96.3485       0.366636        3.24339       0.390688E-001            NaN  0.236846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.2834       0.334578        3.28125       0.390730E-001            NaN  0.616537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        94.7041                 NaN   3.35204       0.381418E-001   1.22598       0.679757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        94.0028                 NaN   3.35463       0.375982E-001   1.92519       0.679761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        93.3261                 NaN   3.35492       0.370569E-001   2.60212       0.679761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        92.6495                 NaN   3.35521       0.365155E-001   3.27904       0.679761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        91.9728                 NaN   3.35550       0.359742E-001   3.95596       0.679761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        91.2961                 NaN   3.35579       0.354328E-001   4.63289       0.679761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        90.6703                 NaN   3.35053       0.348934E-001   5.26452       0.679750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        90.0445                 NaN   3.34527       0.343539E-001   5.89614       0.679740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        89.4187                 NaN   3.34001       0.338145E-001   6.52773       0.679729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        88.7929                 NaN   3.33476       0.332752E-001   7.15931       0.679718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        88.1672                 NaN   3.32950       0.327358E-001   7.79087       0.679707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        87.5415                 NaN   3.32424       0.321964E-001   8.42240       0.679697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        86.9158                 NaN   3.31898       0.316571E-001   9.05392       0.679686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        86.2901                 NaN   3.31373       0.311178E-001   9.68541       0.679675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        85.6977                 NaN   3.30366       0.305741E-001   10.2884       0.679655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        85.1054                 NaN   3.29359       0.300305E-001   10.8914       0.679635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        84.5213                 NaN   3.28207       0.294849E-001   11.4875       0.679612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        83.9434                 NaN   3.26977       0.289445E-001   12.0763       0.679588       0.203610E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        83.3613                 NaN   3.25272       0.283896E-001   12.6582       0.679554       0.199125E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        82.7792                 NaN   3.23568       0.278349E-001   13.2400       0.679520       0.377871E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        82.1972                 NaN   3.21863       0.272802E-001   13.8218       0.679487       0.556599E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        81.6152                 NaN   3.20159       0.267255E-001   14.4035       0.679453       0.735309E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        81.0579                 NaN   3.17828       0.261574E-001   14.9678       0.679407       0.905176E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        80.5006                 NaN   3.15497       0.255894E-001   15.5320       0.679362       0.107502                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        79.9434                 NaN   3.13167       0.250214E-001   16.0961       0.679316       0.124484                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        79.3863                 NaN   3.10837       0.244535E-001   16.6601       0.679270       0.141464                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        78.8293                 NaN   3.08507       0.238857E-001   17.2241       0.679225       0.158441                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        78.2723                 NaN   3.06178       0.233180E-001   17.7880       0.679179       0.175417                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        77.7154                 NaN   3.03849       0.227503E-001   18.3518       0.679133       0.192390                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        77.1586                 NaN   3.01520       0.221827E-001   18.9156       0.679087       0.209360                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        76.6222                 NaN   2.98241       0.215820E-001   19.4693       0.679023       0.225511                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        76.0859                 NaN   2.94962       0.209813E-001   20.0229       0.678959       0.241658                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        75.5496                 NaN   2.91683       0.203807E-001   20.5765       0.678895       0.257802                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        75.0135                 NaN   2.88406       0.197803E-001   21.1299       0.678831       0.273943                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        74.4775                 NaN   2.85129       0.191800E-001   21.6832       0.678767       0.290081                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        73.9416                 NaN   2.81852       0.185797E-001   22.2364       0.678703       0.306216                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        73.4058                 NaN   2.78576       0.179796E-001   22.7895       0.678639       0.322348                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        72.8700                 NaN   2.75301       0.173797E-001   23.3425       0.678575       0.338477                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        72.3454                 NaN   2.71048       0.167461E-001   23.8951       0.678492       0.353818                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        71.8209                 NaN   2.66797       0.161127E-001   24.4475       0.678409       0.369154                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.2965                 NaN   2.62546       0.154795E-001   24.9998       0.678326       0.384487                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.7722                 NaN   2.58296       0.148464E-001   25.5519       0.678243       0.399816                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        70.2481                 NaN   2.54048       0.142134E-001   26.1039       0.678160       0.415142                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.7241                 NaN   2.49800       0.135807E-001   26.6558       0.678078       0.430463                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        69.2002                 NaN   2.45554       0.129480E-001   27.2076       0.677995       0.445781                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        68.6764                 NaN   2.41309       0.123156E-001   27.7592       0.677912       0.461096                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        68.1517                 NaN   2.35812       0.116228E-001   28.3251       0.677805       0.475648                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        67.6272                 NaN   2.30317       0.109303E-001   28.8908       0.677698       0.490195                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        67.1029                 NaN   2.24823       0.102380E-001   29.4563       0.677591       0.504738                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        66.5787                 NaN   2.19331       0.954589E-002   30.0217       0.677484       0.519276                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        66.0547                 NaN   2.13841       0.885402E-002   30.5869       0.677377       0.533810                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        65.5308                 NaN   2.08353       0.816236E-002   31.1519       0.677270       0.548339                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        65.0071                 NaN   2.02867       0.747093E-002   31.7167       0.677163       0.562863                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        64.4836                 NaN   1.97382       0.677971E-002   32.2814       0.677057       0.577383                 NaN            NaN            NaN            NaN            NaN            NaN
