|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q              hed           
  1300.32        500.000        99.0549                 NaN  0.268707                 NaN  0.413717                 NaN            NaN  0.262715                 NaN            NaN            NaN            NaN            NaN
  1298.82        500.000        99.0656                 NaN  0.265323                 NaN  0.409518                 NaN            NaN  0.259585                 NaN            NaN            NaN            NaN            NaN
  1297.33        500.000        99.0789                 NaN  0.261335                 NaN  0.404826                 NaN            NaN  0.254895                 NaN            NaN            NaN            NaN            NaN
  1295.83        500.000        99.0846                 NaN  0.259195                 NaN  0.403080                 NaN            NaN  0.253148                 NaN            NaN            NaN            NaN            NaN
  1294.34        500.000        99.0935                 NaN  0.257092                 NaN  0.399049                 NaN            NaN  0.250315                 NaN            NaN            NaN            NaN            NaN
  1292.85        500.000        99.1020                 NaN  0.254265                 NaN  0.396284                 NaN            NaN  0.247427                 NaN            NaN            NaN            NaN            NaN
  1291.35        500.000        99.1090                 NaN  0.250292                 NaN  0.395697                 NaN            NaN  0.244969                 NaN            NaN            NaN            NaN            NaN
  1289.86        500.000        99.1196                 NaN  0.248283                 NaN  0.390335                 NaN            NaN  0.241796                 NaN            NaN            NaN            NaN            NaN
  1288.36        500.000        99.1270                 NaN  0.244192                 NaN  0.389359                 NaN            NaN  0.239411                 NaN            NaN            NaN            NaN            NaN
  1286.87        500.000        99.1380                 NaN  0.241795                 NaN  0.384608                 NaN            NaN  0.235605                 NaN            NaN            NaN            NaN            NaN
  1285.38        500.000        99.1440                 NaN  0.239818                 NaN  0.382379                 NaN            NaN  0.233760                 NaN            NaN            NaN            NaN            NaN
  1283.88        500.000        99.1525                 NaN  0.236778                 NaN  0.379631                 NaN            NaN  0.231092                 NaN            NaN            NaN            NaN            NaN
  1282.39        500.000        99.1591                 NaN  0.234573                 NaN  0.377407                 NaN            NaN  0.228896                 NaN            NaN            NaN            NaN            NaN
  1280.89        500.000        99.1695                 NaN  0.230369                 NaN  0.374498                 NaN            NaN  0.225671                 NaN            NaN            NaN            NaN            NaN
  1279.40        500.000        99.1778                 NaN  0.227881                 NaN  0.371281                 NaN            NaN  0.223012                 NaN            NaN            NaN            NaN            NaN
  1277.90        500.000        99.1852                 NaN  0.225015                 NaN  0.369075                 NaN            NaN  0.220703                 NaN            NaN            NaN            NaN            NaN
  1276.41        500.000        99.1930                 NaN  0.222395                 NaN  0.366311                 NaN            NaN  0.218278                 NaN            NaN            NaN            NaN            NaN
  1274.92        500.000        99.2014                 NaN  0.218822                 NaN  0.364247                 NaN            NaN  0.215518                 NaN            NaN            NaN            NaN            NaN
  1273.42        500.000        99.2088                 NaN  0.217093                 NaN  0.360816                 NaN            NaN  0.213299                 NaN            NaN            NaN            NaN            NaN
  1271.93        500.000        99.2164                 NaN  0.213853                 NaN  0.358870                 NaN            NaN  0.210912                 NaN            NaN            NaN            NaN            NaN
  1270.43        500.000        99.2234                 NaN  0.210524                 NaN  0.357532                 NaN            NaN  0.208530                 NaN            NaN            NaN            NaN            NaN
  1268.94        500.000        99.2030                 NaN  0.183723                 NaN  0.372165                 NaN            NaN  0.210642       0.304661E-001            NaN            NaN            NaN            NaN
  1267.45        500.000        99.1492                 NaN  0.129791                 NaN  0.406139                 NaN            NaN  0.218004       0.968802E-001            NaN            NaN            NaN            NaN
  1265.95        500.000        99.1620                 NaN  0.127144                 NaN  0.400951                 NaN            NaN  0.214811       0.951146E-001            NaN            NaN            NaN            NaN
  1264.46        500.000        99.1746                 NaN  0.126054                 NaN  0.394621                 NaN            NaN  0.211606       0.931620E-001            NaN            NaN            NaN            NaN
  1262.96        500.000        99.1439                 NaN  0.109447                 NaN  0.418734                 NaN            NaN  0.222159       0.105759                 NaN            NaN            NaN            NaN
  1261.47        500.000        99.2364                 NaN  0.136076                 NaN  0.360473                 NaN            NaN  0.192499       0.745207E-001            NaN            NaN            NaN            NaN
  1259.98        500.000        97.6764                 NaN  0.183088                 NaN  0.671888                 NaN            NaN  0.368551       0.182915       0.917130                 NaN            NaN            NaN
  1258.48        500.000        93.8095                 NaN  0.117177                 NaN   1.16592       0.515652                 NaN  0.779041       0.407009        3.20572                 NaN            NaN            NaN
  1256.99        500.000        93.9765                 NaN            NaN            NaN  0.919054       0.886611                 NaN  0.760834       0.371494        3.08547                 NaN            NaN            NaN
  1255.49        500.000        94.3490                 NaN            NaN            NaN  0.865222       0.831599                 NaN  0.715986       0.348523        2.88971                 NaN            NaN            NaN
  1254.00        500.000        94.6781                 NaN            NaN            NaN  0.817756       0.782109                 NaN  0.676134       0.328397        2.71747                 NaN            NaN            NaN
  1252.50        500.000        94.9752                 NaN            NaN            NaN  0.737059       0.774574                 NaN  0.639810       0.310198        2.56319                 NaN            NaN            NaN
  1251.01        500.000        95.2355                 NaN            NaN            NaN  0.698065       0.737070                 NaN  0.607991       0.293802        2.42760                 NaN            NaN            NaN
  1249.52        500.000        95.4733                 NaN            NaN            NaN  0.702133       0.662304                 NaN  0.578461       0.278985        2.30482                 NaN            NaN            NaN
  1248.02        500.000        95.6887                 NaN            NaN            NaN  0.630370       0.670462                 NaN  0.551699       0.265239        2.19350                 NaN            NaN            NaN
  1246.53        500.000        95.8869                 NaN            NaN            NaN  0.640675       0.600776                 NaN  0.526816       0.252553        2.09229                 NaN            NaN            NaN
  1245.03        500.000        96.0701                 NaN            NaN            NaN  0.613234       0.573399                 NaN  0.503691       0.240824        1.99873                 NaN            NaN            NaN
  1243.54        500.000        96.2389                 NaN            NaN            NaN  0.587564       0.548047                 NaN  0.482227       0.229990        1.91325                 NaN            NaN            NaN
  1242.05        500.000        96.3923                 NaN            NaN            NaN  0.563507       0.527095                 NaN  0.462647       0.219452        1.83495                 NaN            NaN            NaN
  1240.55        500.000        96.5362                 NaN            NaN            NaN  0.506384       0.540738                 NaN  0.444043       0.209932        1.76268                 NaN            NaN            NaN
  1239.06        500.000        96.6715                 NaN            NaN            NaN  0.518794       0.487811                 NaN  0.426627       0.200643        1.69465                 NaN            NaN            NaN
  1237.56        500.000        96.7962                 NaN            NaN            NaN  0.471994       0.498933                 NaN  0.410225       0.191480        1.63116                 NaN            NaN            NaN
  1236.07        500.000        96.9143                 NaN            NaN            NaN  0.456328       0.478482                 NaN  0.394809       0.183274        1.57279                 NaN            NaN            NaN
  1234.58        500.000        97.0245                 NaN            NaN            NaN  0.460275       0.442144                 NaN  0.380252       0.175389        1.51742                 NaN            NaN            NaN
  1233.08        500.000        97.1321                 NaN            NaN            NaN  0.427552       0.441859                 NaN  0.365918       0.167747        1.46479                 NaN            NaN            NaN
  1231.59        500.000        97.2307                 NaN            NaN            NaN  0.415349       0.425019                 NaN  0.352869       0.160559        1.41550                 NaN            NaN            NaN
  1230.09        500.000        97.3225                 NaN            NaN            NaN  0.407617       0.406668                 NaN  0.340395       0.153010        1.36977                 NaN            NaN            NaN
  1228.60        500.000        97.3612                 NaN            NaN            NaN  0.535215       0.326220                 NaN  0.333600       0.456557E-001   1.34812       0.499717E-001            NaN            NaN
  1227.10        500.000        97.4164                 NaN            NaN            NaN  0.282914       0.586767                 NaN  0.325617                 NaN   1.31910       0.692482E-001            NaN            NaN
  1225.61        500.000        97.5142                 NaN            NaN            NaN  0.736205                 NaN            NaN  0.331449                 NaN   1.35653       0.615860E-001            NaN            NaN
  1224.12        500.000        96.2438                 NaN            NaN            NaN  0.863838                 NaN            NaN  0.513579       0.359679        2.00275       0.163100E-001            NaN            NaN
  1222.62        500.000        97.8192                 NaN            NaN            NaN  0.456038       0.266469                 NaN  0.264316       0.123877        1.07009                 NaN            NaN            NaN
  1221.13        500.000        97.9882                 NaN            NaN            NaN  0.148765       0.488594                 NaN  0.236303       0.125069        1.01303                 NaN            NaN            NaN
  1219.63        500.000        98.0750                 NaN  0.145373                 NaN  0.369697       0.310222                 NaN  0.208432                 NaN  0.891230                 NaN            NaN            NaN
  1218.14        500.000        98.1626                 NaN            NaN            NaN  0.669681       0.299155E-001            NaN  0.233038                 NaN  0.890692       0.140414E-001            NaN            NaN
  1216.65        500.000        91.1906                 NaN            NaN            NaN  0.930562        2.04445                 NaN   1.09198                 NaN   4.53581       0.206567                 NaN            NaN
  1215.15        500.000        99.8769                 NaN            NaN            NaN  0.221379E-003  0.707052E-002  0.608252E-001  0.211857E-001            NaN  0.315191E-001  0.232019E-002            NaN            NaN
  1213.66        500.000        99.4082                 NaN            NaN            NaN  0.631768E-001  0.272457E-001            NaN  0.470720E-001            NaN  0.270567       0.487337E-002  0.178910                 NaN
  1212.16        500.000        99.1658                 NaN            NaN            NaN  0.469343E-001  0.110734                 NaN  0.742926E-001            NaN  0.308255       0.725600E-002  0.286777                 NaN
  1210.67        500.000        99.4436                 NaN            NaN            NaN  0.250396E-001  0.917627E-001            NaN  0.484827E-001            NaN  0.192975       0.441379E-002  0.193737                 NaN
  1209.18        500.000        99.0633                 NaN            NaN            NaN  0.349504E-001  0.179605                 NaN  0.906701E-001            NaN  0.358540       0.754730E-002  0.265350                 NaN
  1207.68        500.000        98.8326                 NaN            NaN            NaN  0.785425E-001  0.186467                 NaN  0.112103                 NaN  0.466142       0.127485E-001  0.311438                 NaN
  1206.19        500.000        84.5630                 NaN            NaN            NaN   1.12389        2.31934                 NaN   1.50950                 NaN   6.46227       0.198147        3.82381                 NaN
  1204.69        500.000        99.9999                 NaN  0.195970E-005  0.977005E-005            NaN            NaN            NaN  0.802200E-005  0.216906E-005  0.403914E-004            NaN  0.408916E-004            NaN
  1203.20        500.000        86.2694                 NaN  0.676202                 NaN   1.36907                 NaN            NaN   1.18167                 NaN   5.15820       0.149555        5.19593                 NaN
  1201.70        500.000        86.8019                 NaN  0.656396                 NaN   1.34688                 NaN            NaN   1.13596                 NaN   4.93556       0.139111        4.98418                 NaN
  1200.21        500.000        76.7142                 NaN   1.29458                 NaN   2.22481                 NaN            NaN   2.00471                 NaN   8.68991       0.246024        8.82580                 NaN
  1198.72        500.000       100.0000                 NaN            NaN            NaN  0.127707E-005            NaN            NaN  0.123355E-005            NaN  0.520197E-005            NaN  0.533583E-005            NaN
  1197.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.73        500.000        77.7811                 NaN   1.13090                 NaN   2.11803                 NaN            NaN   1.88898                 NaN   8.37923       0.227633        8.47415                 NaN
  1194.23        500.000        83.3728                 NaN  0.930081                 NaN   1.19593                 NaN            NaN   1.41158                 NaN   6.43580       0.177733        6.47606                 NaN
  1192.74        500.000        99.9999                 NaN  0.111308E-004            NaN  0.140161E-004            NaN            NaN  0.114472E-004            NaN  0.451565E-004            NaN  0.491142E-004            NaN
  1191.25        500.000        99.9996                 NaN  0.229500E-004            NaN            NaN            NaN            NaN  0.277654E-004            NaN  0.156640E-003  0.586708E-005  0.141871E-003  0.248046E-004
  1189.75        500.000        62.3938                 NaN   1.67018                 NaN   3.96962                 NaN            NaN   3.09696                 NaN   14.3615       0.352802        14.1551                 NaN
  1188.26        500.000       100.0000                 NaN  0.496473E-005            NaN            NaN            NaN            NaN  0.335251E-005            NaN            NaN            NaN  0.335567E-004            NaN
  1186.76        500.000        99.9999                 NaN            NaN            NaN  0.150260E-004            NaN            NaN  0.909169E-005            NaN  0.588913E-004  0.149834E-005  0.428808E-004            NaN
  1185.27        500.000        99.9997                 NaN  0.181497E-004            NaN  0.202917E-004            NaN            NaN  0.265362E-004            NaN  0.150124E-003  0.326260E-005  0.123122E-003            NaN
  1183.78        500.000                 NaN            NaN   4.11806                 NaN   7.15536                 NaN            NaN   7.51310                 NaN   41.1984       0.897592        39.1175                 NaN
  1182.28        500.000                 NaN            NaN   4.06748                 NaN   7.23469                 NaN            NaN   7.51974                 NaN   41.1822       0.892956        39.1029                 NaN
  1180.79        500.000                 NaN            NaN   4.41720                 NaN   6.71324                 NaN            NaN   7.52159                 NaN   41.2233       0.917149        39.2075                 NaN
  1179.29        500.000                 NaN            NaN   4.14322                 NaN   7.12042                 NaN            NaN   7.51799                 NaN   41.1938       0.898761        39.1258                 NaN
  1177.80        500.000                 NaN            NaN   4.16374                 NaN   7.08912                 NaN            NaN   7.51714                 NaN   41.1989       0.900205        39.1309                 NaN
  1176.31        500.000                 NaN            NaN   4.22083                 NaN   7.00174                 NaN            NaN   7.51519                 NaN   41.2091       0.904921        39.1482                 NaN
  1174.81        500.000                 NaN            NaN   4.23691                 NaN   6.97821                 NaN            NaN   7.51540                 NaN   41.2105       0.905920        39.1531                 NaN
  1173.32        500.000                 NaN            NaN   4.25225                 NaN   6.95581                 NaN            NaN   7.51565                 NaN   41.2116       0.906858        39.1578                 NaN
  1171.82        500.000                 NaN            NaN   4.26668                 NaN   6.93485                 NaN            NaN   7.51594                 NaN   41.2126       0.907712        39.1622                 NaN
  1170.33        500.000                 NaN            NaN   4.28089                 NaN   6.91421                 NaN            NaN   7.51625                 NaN   41.2135       0.908553        39.1666                 NaN
  1168.83        500.000                 NaN            NaN   4.27443                 NaN   6.92657                 NaN            NaN   7.51785                 NaN   41.2089       0.907353        39.1649                 NaN
  1167.34        500.000                 NaN            NaN   4.31148                 NaN   6.86932                 NaN            NaN   7.51669                 NaN   41.2160       0.910493        39.1760                 NaN
  1165.85        500.000                 NaN            NaN   4.32518                 NaN   6.84934                 NaN            NaN   7.51686                 NaN   41.2171       0.911337        39.1802                 NaN
  1164.35        500.000                 NaN            NaN   4.45036                 NaN   6.66513                 NaN            NaN   7.52163                 NaN   41.2260       0.919202        39.2177                 NaN
  1162.86        500.000                 NaN            NaN   4.44927                 NaN   6.66462                 NaN            NaN   7.52444                 NaN   41.2256       0.919348        39.2167                 NaN
  1161.36        500.000                 NaN            NaN   4.45687                 NaN   6.65318                 NaN            NaN   7.52338                 NaN   41.2275       0.920151        39.2189                 NaN
  1159.87        500.000                 NaN            NaN   4.46042                 NaN   6.64808                 NaN            NaN   7.52345                 NaN   41.2276       0.920358        39.2201                 NaN
  1158.38        500.000                 NaN            NaN   4.37895                 NaN   6.77187                 NaN            NaN   7.51971                 NaN   41.2165       0.914474        39.1984                 NaN
  1156.88        500.000                 NaN            NaN   4.46941                 NaN   6.63696                 NaN            NaN   7.52245                 NaN   41.2273       0.920355        39.2236                 NaN
  1155.39        500.000                 NaN            NaN   4.40816                 NaN   6.73049                 NaN            NaN   7.51990                 NaN   41.2192       0.915848        39.2064                 NaN
  1153.89        500.000                 NaN            NaN   4.44433                 NaN   6.67630                 NaN            NaN   7.52215                 NaN   41.2224       0.918222        39.2166                 NaN
  1152.40        500.000                 NaN            NaN   4.45283                 NaN   6.66378                 NaN            NaN   7.52238                 NaN   41.2230       0.918770        39.2192                 NaN
  1150.91        500.000                 NaN            NaN   4.44595                 NaN   6.67530                 NaN            NaN   7.52069                 NaN   41.2216       0.918159        39.2183                 NaN
  1149.41        500.000                 NaN            NaN   4.45838                 NaN   6.65678                 NaN            NaN   7.52098                 NaN   41.2227       0.919028        39.2222                 NaN
  1147.92        500.000                 NaN            NaN   4.47304                 NaN   6.63416                 NaN            NaN   7.52297                 NaN   41.2243       0.920041        39.2255                 NaN
  1146.42        500.000                 NaN            NaN   4.48294                 NaN   6.62042                 NaN            NaN   7.52148                 NaN   41.2245       0.920654        39.2300                 NaN
  1144.93        500.000                 NaN            NaN   4.49349                 NaN   6.60527                 NaN            NaN   7.52192                 NaN   41.2247       0.921249        39.2334                 NaN
  1143.43        500.000                 NaN            NaN   4.50386                 NaN   6.59039                 NaN            NaN   7.52236                 NaN   41.2248       0.921832        39.2367                 NaN
  1141.94        500.000                 NaN            NaN   4.49547                 NaN   6.59962                 NaN            NaN   7.52351                 NaN   41.2276       0.921813        39.2320                 NaN
  1140.45        500.000                 NaN            NaN   4.52403                 NaN   6.56147                 NaN            NaN   7.52331                 NaN   41.2249       0.922958        39.2433                 NaN
  1138.95        500.000                 NaN            NaN   4.53349                 NaN   6.54815                 NaN            NaN   7.52385                 NaN   41.2246       0.923440        39.2464                 NaN
  1137.46        500.000                 NaN            NaN   4.54022                 NaN   6.53899                 NaN            NaN   7.52391                 NaN   41.2244       0.923793        39.2487                 NaN
  1135.96        500.000                 NaN            NaN   4.55409                 NaN   6.51846                 NaN            NaN   7.52501                 NaN   41.2246       0.924609        39.2532                 NaN
  1134.47        500.000                 NaN            NaN   4.52260                 NaN   6.56364                 NaN            NaN   7.52504                 NaN   41.2241       0.922717        39.2419                 NaN
  1132.98        500.000                 NaN            NaN   4.53280                 NaN   6.54802                 NaN            NaN   7.52751                 NaN   41.2233       0.923437        39.2449                 NaN
  1131.48        500.000                 NaN            NaN   4.51349                 NaN   6.57352                 NaN            NaN   7.52415                 NaN   41.2281       0.922852        39.2379                 NaN
  1129.99        500.000                 NaN            NaN   4.56041                 NaN   6.50990                 NaN            NaN   7.52823                 NaN   41.2226       0.924752        39.2541                 NaN
  1128.49        500.000                 NaN            NaN   4.57333                 NaN   6.49238                 NaN            NaN   7.52935                 NaN   41.2212       0.925169        39.2586                 NaN
  1127.00        500.000                 NaN            NaN   4.57486                 NaN   6.49108                 NaN            NaN   7.52772                 NaN   41.2213       0.925163        39.2599                 NaN
  1125.51        500.000                 NaN            NaN   4.60106                 NaN   6.45509                 NaN            NaN   7.52910                 NaN   41.2194       0.926312        39.2691                 NaN
  1124.01        500.000                 NaN            NaN   4.61033                 NaN   6.44168                 NaN            NaN   7.52951                 NaN   41.2195       0.926854        39.2721                 NaN
  1122.52        500.000                 NaN            NaN   4.61945                 NaN   6.42850                 NaN            NaN   7.52992                 NaN   41.2196       0.927385        39.2752                 NaN
  1121.02        500.000                 NaN            NaN   4.62843                 NaN   6.41555                 NaN            NaN   7.53035                 NaN   41.2196       0.927904        39.2781                 NaN
  1119.53        500.000                 NaN            NaN   4.63725                 NaN   6.40283                 NaN            NaN   7.53078                 NaN   41.2197       0.928411        39.2811                 NaN
  1118.03        500.000                 NaN            NaN   4.64593                 NaN   6.39034                 NaN            NaN   7.53123                 NaN   41.2196       0.928906        39.2840                 NaN
  1116.54        500.000                 NaN            NaN   4.65448                 NaN   6.37807                 NaN            NaN   7.53170                 NaN   41.2195       0.929389        39.2869                 NaN
  1115.05        500.000                 NaN            NaN   4.66287                 NaN   6.36604                 NaN            NaN   7.53217                 NaN   41.2194       0.929859        39.2897                 NaN
  1113.55        500.000                 NaN            NaN   4.67820                 NaN   6.34236                 NaN            NaN   7.53233                 NaN   41.2211       0.931132        39.2949                 NaN
  1112.06        500.000                 NaN            NaN   4.68564                 NaN   6.33196                 NaN            NaN   7.53292                 NaN   41.2205       0.931496        39.2975                 NaN
  1110.56        500.000                 NaN            NaN   4.68696                 NaN   6.33180                 NaN            NaN   7.53374                 NaN   41.2184       0.931160        39.2979                 NaN
  1109.07        500.000                 NaN            NaN   4.69443                 NaN   6.32135                 NaN            NaN   7.53435                 NaN   41.2178       0.931532        39.3006                 NaN
  1107.58        500.000                 NaN            NaN   4.70181                 NaN   6.31105                 NaN            NaN   7.53496                 NaN   41.2171       0.931898        39.3032                 NaN
  1106.08        500.000                 NaN            NaN   4.70911                 NaN   6.30086                 NaN            NaN   7.53557                 NaN   41.2164       0.932257        39.3058                 NaN
  1104.59        500.000                 NaN            NaN   4.71037                 NaN   6.29099                 NaN            NaN   7.53077                 NaN   41.2295       0.934149        39.3043                 NaN
  1103.09        500.000                 NaN            NaN   4.72843                 NaN   6.27247                 NaN            NaN   7.53659                 NaN   41.2164       0.933545        39.3126                 NaN
  1101.60        500.000                 NaN            NaN   4.73526                 NaN   6.26300                 NaN            NaN   7.53722                 NaN   41.2156       0.933865        39.3150                 NaN
  1100.11        500.000                 NaN            NaN   4.74202                 NaN   6.25365                 NaN            NaN   7.53786                 NaN   41.2149       0.934180        39.3174                 NaN
  1098.61        500.000                 NaN            NaN   4.74870                 NaN   6.24443                 NaN            NaN   7.53850                 NaN   41.2140       0.934489        39.3198                 NaN
  1097.12        500.000                 NaN            NaN   4.75530                 NaN   6.23532                 NaN            NaN   7.53915                 NaN   41.2132       0.934794        39.3222                 NaN
  1095.62        500.000                 NaN            NaN   4.76183                 NaN   6.22634                 NaN            NaN   7.53980                 NaN   41.2124       0.935091        39.3246                 NaN
  1094.13        500.000                 NaN            NaN   4.76829                 NaN   6.21745                 NaN            NaN   7.54046                 NaN   41.2115       0.935385        39.3269                 NaN
  1092.63        500.000                 NaN            NaN   4.77467                 NaN   6.20868                 NaN            NaN   7.54112                 NaN   41.2106       0.935673        39.3292                 NaN
  1091.14        500.000                 NaN            NaN   4.78112                 NaN   6.19963                 NaN            NaN   7.54178                 NaN   41.2100       0.935990        39.3315                 NaN
  1089.65        500.000                 NaN            NaN   4.78733                 NaN   6.19121                 NaN            NaN   7.54260                 NaN   41.2088       0.936249        39.3338                 NaN
  1088.15        500.000                 NaN            NaN   4.79297                 NaN   6.18348                 NaN            NaN   7.54382                 NaN   41.2075       0.936468        39.3358                 NaN
  1086.66        500.000                 NaN            NaN   4.79990                 NaN   6.17387                 NaN            NaN   7.54434                 NaN   41.2069       0.936814        39.3382                 NaN
  1085.16        500.000                 NaN            NaN   4.80556                 NaN   6.16639                 NaN            NaN   7.54461                 NaN   41.2058       0.937029        39.3406                 NaN
  1083.67        500.000                 NaN            NaN   4.81194                 NaN   6.15758                 NaN            NaN   7.54532                 NaN   41.2051       0.937341        39.3427                 NaN
  1082.18        500.000                 NaN            NaN   4.81393                 NaN   6.15412                 NaN            NaN   7.54546                 NaN   41.2048       0.937593        39.3441                 NaN
  1080.68        500.000                 NaN            NaN   4.82356                 NaN   6.14199                 NaN            NaN   7.54669                 NaN   41.2025       0.937820        39.3475                 NaN
  1079.19        500.000                 NaN            NaN   4.83033                 NaN   6.13130                 NaN            NaN   7.54657                 NaN   41.2037       0.938315        39.3498                 NaN
  1077.69        500.000                 NaN            NaN   4.83535                 NaN   6.12600                 NaN            NaN   7.54830                 NaN   41.2000       0.938331        39.3520                 NaN
  1076.20        500.000                 NaN            NaN   4.84322                 NaN   6.11845                 NaN            NaN   7.55166                 NaN   41.1943       0.936873        39.3555                 NaN
  1074.71        500.000                 NaN            NaN   4.84383                 NaN   6.11581                 NaN            NaN   7.55012                 NaN   41.1962       0.938426        39.3556                 NaN
  1073.21        500.000                 NaN            NaN   4.85272                 NaN   6.10285                 NaN            NaN   7.55166                 NaN   41.1941       0.938846        39.3598                 NaN
  1071.72        500.000                 NaN            NaN   4.85815                 NaN   6.09530                 NaN            NaN   7.55151                 NaN   41.1948       0.939287        39.3610                 NaN
  1070.22        500.000                 NaN            NaN   4.86580                 NaN   6.08534                 NaN            NaN   7.55427                 NaN   41.1881       0.939754        39.3667                 NaN
  1068.73        500.000                 NaN            NaN   4.86469                 NaN   6.09050                 NaN            NaN   7.55517                 NaN   41.1854       0.938876        39.3653                 NaN
  1067.23        500.000                 NaN            NaN   4.88614                 NaN   6.05717                 NaN            NaN   7.57150                 NaN   41.1656       0.939511        39.3801                 NaN
  1065.74        500.000                 NaN            NaN   4.87958                 NaN   6.06815                 NaN            NaN   7.55567                 NaN   41.1866       0.939937        39.3701                 NaN
  1064.25        500.000                 NaN            NaN   4.89065                 NaN   6.04745                 NaN            NaN   7.56478                 NaN   41.1898       0.935746        39.3716                 NaN
  1062.75        500.000                 NaN            NaN   4.88099                 NaN   6.07106                 NaN            NaN   7.55918                 NaN   41.1770       0.939080        39.3727                 NaN
  1061.26        500.000                 NaN            NaN   4.88751                 NaN   6.06214                 NaN            NaN   7.56015                 NaN   41.1754       0.939392        39.3754                 NaN
  1059.76        500.000                 NaN            NaN   4.88988                 NaN   6.05951                 NaN            NaN   7.56067                 NaN   41.1744       0.939356        39.3762                 NaN
  1058.27        500.000                 NaN            NaN   4.89562                 NaN   6.05172                 NaN            NaN   7.56155                 NaN   41.1729       0.939622        39.3786                 NaN
  1056.78        500.000                 NaN            NaN   4.89974                 NaN   6.04679                 NaN            NaN   7.56258                 NaN   41.1708       0.939682        39.3804                 NaN
  1055.28        500.000                 NaN            NaN   4.90614                 NaN   6.03842                 NaN            NaN   7.56356                 NaN   41.1689       0.939894        39.3831                 NaN
  1053.79        500.000                 NaN            NaN   4.91095                 NaN   6.03224                 NaN            NaN   7.56459                 NaN   41.1670       0.940057        39.3852                 NaN
  1052.29        500.000                 NaN            NaN   4.91395                 NaN   6.02877                 NaN            NaN   7.56565                 NaN   41.1647       0.940101        39.3868                 NaN
  1050.80        500.000                 NaN            NaN   4.91984                 NaN   6.02104                 NaN            NaN   7.56640                 NaN   41.1634       0.940282        39.3890                 NaN
  1049.31        500.000                 NaN            NaN   4.90786                 NaN   6.03920                 NaN            NaN   7.56271                 NaN   41.1628       0.941748        39.3857                 NaN
  1047.81        500.000                 NaN            NaN   4.92771                 NaN   6.00655                 NaN            NaN   7.56454                 NaN   41.1698       0.941431        39.3900                 NaN
  1046.32        500.000                 NaN            NaN   4.93657                 NaN   5.99707                 NaN            NaN   7.56755                 NaN   41.1629       0.941312        39.3946                 NaN
  1044.82        500.000                 NaN            NaN   4.93596                 NaN   6.01177                 NaN            NaN   7.56719                 NaN   41.1568       0.936116        39.3922                 NaN
  1043.33        500.000                 NaN            NaN   4.93850                 NaN   5.99874                 NaN            NaN   7.57331                 NaN   41.1505       0.940508        39.3984                 NaN
  1041.84        500.000                 NaN            NaN   4.94614                 NaN   5.98805                 NaN            NaN   7.57287                 NaN   41.1512       0.940968        39.4008                 NaN
  1040.34        500.000                 NaN            NaN   4.96336                 NaN   5.95829                 NaN            NaN   7.57111                 NaN   41.1588       0.943008        39.4055                 NaN
  1038.85        500.000                 NaN            NaN   4.95765                 NaN   5.97106                 NaN            NaN   7.57410                 NaN   41.1499       0.941845        39.4054                 NaN
  1037.35        500.000                 NaN            NaN   4.97233                 NaN   5.94679                 NaN            NaN   7.57307                 NaN   41.1551       0.943299        39.4094                 NaN
  1035.86        500.000                 NaN            NaN   4.96533                 NaN   5.96214                 NaN            NaN   7.57606                 NaN   41.1454       0.942040        39.4090                 NaN
  1034.36        500.000                 NaN            NaN   4.98112                 NaN   5.93556                 NaN            NaN   7.57505                 NaN   41.1513       0.943575        39.4134                 NaN
  1032.87        500.000                 NaN            NaN   4.99283                 NaN   5.91638                 NaN            NaN   7.57404                 NaN   41.1562       0.944627        39.4159                 NaN
  1031.38        500.000                 NaN            NaN   4.99608                 NaN   5.91219                 NaN            NaN   7.57475                 NaN   41.1549       0.944736        39.4174                 NaN
  1029.88        500.000                 NaN            NaN   4.99925                 NaN   5.90811                 NaN            NaN   7.57545                 NaN   41.1536       0.944841        39.4188                 NaN
  1028.39        500.000                 NaN            NaN   5.00236                 NaN   5.90413                 NaN            NaN   7.57615                 NaN   41.1523       0.944942        39.4202                 NaN
  1026.89        500.000                 NaN            NaN   5.00540                 NaN   5.90024                 NaN            NaN   7.57685                 NaN   41.1509       0.945039        39.4215                 NaN
  1025.40        500.000                 NaN            NaN   5.00838                 NaN   5.89643                 NaN            NaN   7.57755                 NaN   41.1496       0.945132        39.4229                 NaN
  1023.91        500.000                 NaN            NaN   5.01945                 NaN   5.88330                 NaN            NaN   7.58084                 NaN   41.1428       0.945296        39.4283                 NaN
  1022.41        500.000                 NaN            NaN   5.02241                 NaN   5.87956                 NaN            NaN   7.58156                 NaN   41.1415       0.945384        39.4296                 NaN
  1020.92        500.000                 NaN            NaN   5.02530                 NaN   5.87592                 NaN            NaN   7.58229                 NaN   41.1401       0.945468        39.4310                 NaN
