|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q              hed           
  1300.32        500.000        99.2395                 NaN  0.179389                 NaN  0.321466                 NaN            NaN  0.259673                 NaN            NaN            NaN            NaN            NaN
  1298.82        500.000        99.2491                 NaN  0.176812                 NaN  0.317776                 NaN            NaN  0.256283                 NaN            NaN            NaN            NaN            NaN
  1297.33        500.000        99.2612                 NaN  0.173775                 NaN  0.313619                 NaN            NaN  0.251362                 NaN            NaN            NaN            NaN            NaN
  1295.83        500.000        99.2669                 NaN  0.171996                 NaN  0.311774                 NaN            NaN  0.249353                 NaN            NaN            NaN            NaN            NaN
  1294.34        500.000        99.2753                 NaN  0.170248                 NaN  0.308223                 NaN            NaN  0.246278                 NaN            NaN            NaN            NaN            NaN
  1292.85        500.000        99.2832                 NaN  0.168021                 NaN  0.305592                 NaN            NaN  0.243156                 NaN            NaN            NaN            NaN            NaN
  1291.35        500.000        99.2899                 NaN  0.165031                 NaN  0.304614                 NaN            NaN  0.240463                 NaN            NaN            NaN            NaN            NaN
  1289.86        500.000        99.2994                 NaN  0.163415                 NaN  0.300072                 NaN            NaN  0.237075                 NaN            NaN            NaN            NaN            NaN
  1288.36        500.000        99.3063                 NaN  0.160440                 NaN  0.298794                 NaN            NaN  0.234466                 NaN            NaN            NaN            NaN            NaN
  1286.87        500.000        99.3163                 NaN  0.158481                 NaN  0.294736                 NaN            NaN  0.230473                 NaN            NaN            NaN            NaN            NaN
  1285.38        500.000        99.3221                 NaN  0.156862                 NaN  0.292591                 NaN            NaN  0.228407                 NaN            NaN            NaN            NaN            NaN
  1283.88        500.000        99.3298                 NaN  0.154576                 NaN  0.290041                 NaN            NaN  0.225540                 NaN            NaN            NaN            NaN            NaN
  1282.39        500.000        99.3362                 NaN  0.152813                 NaN  0.287878                 NaN            NaN  0.223141                 NaN            NaN            NaN            NaN            NaN
  1280.89        500.000        99.3452                 NaN  0.149817                 NaN  0.285252                 NaN            NaN  0.219745                 NaN            NaN            NaN            NaN            NaN
  1279.40        500.000        99.3528                 NaN  0.147902                 NaN  0.282378                 NaN            NaN  0.216907                 NaN            NaN            NaN            NaN            NaN
  1277.90        500.000        99.3595                 NaN  0.145759                 NaN  0.280275                 NaN            NaN  0.214417                 NaN            NaN            NaN            NaN            NaN
  1276.41        500.000        99.3666                 NaN  0.143768                 NaN  0.277780                 NaN            NaN  0.211820                 NaN            NaN            NaN            NaN            NaN
  1274.92        500.000        99.3741                 NaN  0.141202                 NaN  0.275773                 NaN            NaN  0.208905                 NaN            NaN            NaN            NaN            NaN
  1273.42        500.000        99.3809                 NaN  0.139805                 NaN  0.272794                 NaN            NaN  0.206519                 NaN            NaN            NaN            NaN            NaN
  1271.93        500.000        99.3877                 NaN  0.137459                 NaN  0.270892                 NaN            NaN  0.203978                 NaN            NaN            NaN            NaN            NaN
  1270.43        500.000        99.3940                 NaN  0.135053                 NaN  0.269460                 NaN            NaN  0.201447                 NaN            NaN            NaN            NaN            NaN
  1268.94        500.000        99.3818                 NaN  0.117677                 NaN  0.280067                 NaN            NaN  0.203258       0.171571E-001            NaN            NaN            NaN            NaN
  1267.45        500.000        99.3472                 NaN  0.829733E-001            NaN  0.305206                 NaN            NaN  0.210107       0.544800E-001            NaN            NaN            NaN            NaN
  1265.95        500.000        99.3579                 NaN  0.811302E-001            NaN  0.300800                 NaN            NaN  0.206738       0.534016E-001            NaN            NaN            NaN            NaN
  1264.46        500.000        99.3686                 NaN  0.802650E-001            NaN  0.295576                 NaN            NaN  0.203367       0.522180E-001            NaN            NaN            NaN            NaN
  1262.96        500.000        99.3452                 NaN  0.695029E-001            NaN  0.312876                 NaN            NaN  0.213219       0.591807E-001            NaN            NaN            NaN            NaN
  1261.47        500.000        99.4185                 NaN  0.863126E-001            NaN  0.269070                 NaN            NaN  0.184477       0.416311E-001            NaN            NaN            NaN            NaN
  1259.98        500.000        97.9818                 NaN  0.115994                 NaN  0.501131                 NaN            NaN  0.353116       0.102161       0.945831                 NaN            NaN            NaN
  1258.48        500.000        94.3958                 NaN  0.742284E-001            NaN  0.869579       0.375049                 NaN  0.747402       0.227557        3.31043                 NaN            NaN            NaN
  1256.99        500.000        94.5572                 NaN            NaN            NaN  0.683511       0.642972                 NaN  0.728594       0.207262        3.18043                 NaN            NaN            NaN
  1255.49        500.000        94.9064                 NaN            NaN            NaN  0.641535       0.601217                 NaN  0.684242       0.194005        2.97256                 NaN            NaN            NaN
  1254.00        500.000        95.2148                 NaN            NaN            NaN  0.604558       0.563721                 NaN  0.644845       0.182383        2.78972                 NaN            NaN            NaN
  1252.50        500.000        95.4924                 NaN            NaN            NaN  0.529702       0.570996                 NaN  0.608970       0.171903        2.62605                 NaN            NaN            NaN
  1251.01        500.000        95.7358                 NaN            NaN            NaN  0.500211       0.541797                 NaN  0.577531       0.162454        2.48218                 NaN            NaN            NaN
  1249.52        500.000        95.9578                 NaN            NaN            NaN  0.514691       0.473232                 NaN  0.548389       0.153927        2.35197                 NaN            NaN            NaN
  1248.02        500.000        96.1588                 NaN            NaN            NaN  0.449109       0.490132                 NaN  0.521988       0.146024        2.23397                 NaN            NaN            NaN
  1246.53        500.000        96.3431                 NaN            NaN            NaN  0.467092       0.426864                 NaN  0.497468       0.138752        2.12674                 NaN            NaN            NaN
  1245.03        500.000        96.5134                 NaN            NaN            NaN  0.445901       0.406296                 NaN  0.474707       0.132025        2.02770                 NaN            NaN            NaN
  1243.54        500.000        96.6699                 NaN            NaN            NaN  0.426147       0.387309                 NaN  0.453600       0.125827        1.93724                 NaN            NaN            NaN
  1242.05        500.000        96.8123                 NaN            NaN            NaN  0.407615       0.371488                 NaN  0.434352       0.119809        1.85442                 NaN            NaN            NaN
  1240.55        500.000        96.9454                 NaN            NaN            NaN  0.355979       0.390196                 NaN  0.416094       0.114376        1.77800                 NaN            NaN            NaN
  1239.06        500.000        97.0703                 NaN            NaN            NaN  0.373431       0.342029                 NaN  0.399021       0.109098        1.70617                 NaN            NaN            NaN
  1237.56        500.000        97.1856                 NaN            NaN            NaN  0.330102       0.358240                 NaN  0.382966       0.103907        1.63920                 NaN            NaN            NaN
  1236.07        500.000        97.2942                 NaN            NaN            NaN  0.318332       0.342741                 NaN  0.367893       0.992539E-001   1.57763                 NaN            NaN            NaN
  1234.58        500.000        97.3956                 NaN            NaN            NaN  0.328930       0.307681                 NaN  0.353681       0.947954E-001   1.51930                 NaN            NaN            NaN
  1233.08        500.000        97.4939                 NaN            NaN            NaN  0.296820       0.315052                 NaN  0.339731       0.904978E-001   1.46395                 NaN            NaN            NaN
  1231.59        500.000        97.5843                 NaN            NaN            NaN  0.287645       0.302372                 NaN  0.327030       0.864504E-001   1.41216                 NaN            NaN            NaN
  1230.09        500.000        97.6684                 NaN            NaN            NaN  0.289311       0.280980                 NaN  0.314911       0.822327E-001   1.36412                 NaN            NaN            NaN
  1228.60        500.000        97.7001                 NaN            NaN            NaN  0.368927       0.231047                 NaN  0.308123       0.244908E-001   1.34039       0.269132E-001            NaN            NaN
  1227.10        500.000        97.7495                 NaN            NaN            NaN  0.199961       0.403549                 NaN  0.300281                 NaN   1.30949       0.372359E-001            NaN            NaN
  1225.61        500.000        97.8138                 NaN            NaN            NaN  0.503564                 NaN            NaN  0.305149                 NaN   1.34440       0.330600E-001            NaN            NaN
  1224.12        500.000        96.7357                 NaN            NaN            NaN  0.607450                 NaN            NaN  0.472520       0.192099        1.98353       0.874953E-002            NaN            NaN
  1222.62        500.000        98.1349                 NaN            NaN            NaN  0.319533       0.181282                 NaN  0.242317       0.659331E-001   1.05603                 NaN            NaN            NaN
  1221.13        500.000        98.2769                 NaN            NaN            NaN  0.101018       0.341475                 NaN  0.216240       0.664535E-001  0.997896                 NaN            NaN            NaN
  1219.63        500.000        98.3797                 NaN  0.853004E-001            NaN  0.251034       0.216970                 NaN  0.190432                 NaN  0.876544                 NaN            NaN            NaN
  1218.14        500.000        98.4299                 NaN            NaN            NaN  0.454665       0.208913E-001            NaN  0.212544                 NaN  0.874534       0.746646E-002            NaN            NaN
  1216.65        500.000        92.3828                 NaN            NaN            NaN  0.650975        1.38864                 NaN  0.999608                 NaN   4.46775       0.110243                 NaN            NaN
  1215.15        500.000        99.9032                 NaN            NaN            NaN  0.152880E-003  0.474086E-002  0.409032E-001  0.191455E-001            NaN  0.306577E-001  0.122240E-002            NaN            NaN
  1213.66        500.000        99.4566                 NaN            NaN            NaN  0.436385E-001  0.182727E-001            NaN  0.425498E-001            NaN  0.263121       0.256815E-002  0.173258                 NaN
  1212.16        500.000        99.2446                 NaN            NaN            NaN  0.324273E-001  0.742833E-001            NaN  0.671740E-001            NaN  0.299896       0.382473E-002  0.277804                 NaN
  1210.67        500.000        99.4997                 NaN            NaN            NaN  0.172948E-001  0.615383E-001            NaN  0.438252E-001            NaN  0.187714       0.232589E-002  0.187629                 NaN
  1209.18        500.000        99.1637                 NaN            NaN            NaN  0.241459E-001  0.120230                 NaN  0.819814E-001            NaN  0.348896       0.397809E-002  0.257060                 NaN
  1207.68        500.000        98.9572                 NaN            NaN            NaN  0.542608E-001  0.125076                 NaN  0.101361                 NaN  0.453682       0.671948E-002  0.301720                 NaN
  1206.19        500.000        86.0420                 NaN            NaN            NaN  0.785696        1.57110                 NaN   1.38117                 NaN   6.36541       0.105686        3.74890                 NaN
  1204.69        500.000        99.9999                 NaN  0.111008E-005  0.561513E-005            NaN            NaN            NaN  0.721395E-005  0.111269E-005  0.391168E-004            NaN  0.394030E-004            NaN
  1203.20        500.000        87.3738                 NaN  0.393379                 NaN  0.952820                 NaN            NaN   1.07565                 NaN   5.05671       0.793544E-001   5.06824                 NaN
  1201.70        500.000        87.8848                 NaN  0.380415                 NaN  0.936881                 NaN            NaN   1.03297                 NaN   4.83444       0.737346E-001   4.85679                 NaN
  1200.21        500.000        78.4452                 NaN  0.756198                 NaN   1.57522                 NaN            NaN   1.83784                 NaN   8.58335       0.131466        8.67076                 NaN
  1198.72        500.000       100.0000                 NaN            NaN            NaN  0.895753E-006            NaN            NaN  0.110593E-005            NaN  0.502551E-005            NaN  0.512664E-005            NaN
  1197.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.73        500.000        79.4383                 NaN  0.658892                 NaN   1.48909                 NaN            NaN   1.72699                 NaN   8.26222       0.121297        8.30320                 NaN
  1194.23        500.000        84.6395                 NaN  0.538288                 NaN  0.836113                 NaN            NaN   1.28199                 NaN   6.30647       0.940784E-001   6.30360                 NaN
  1192.74        500.000        99.9999                 NaN  0.632135E-005            NaN  0.969627E-005            NaN            NaN  0.102408E-004            NaN  0.436378E-004            NaN  0.470928E-004            NaN
  1191.25        500.000        99.9997                 NaN  0.130623E-004            NaN            NaN            NaN            NaN  0.248395E-004            NaN  0.151229E-003  0.305907E-005  0.136038E-003  0.169430E-004
  1189.75        500.000        64.7442                 NaN  0.982834                 NaN   2.83928                 NaN            NaN   2.86336                 NaN   14.3523       0.190104        14.0279                 NaN
  1188.26        500.000       100.0000                 NaN  0.281363E-005            NaN            NaN            NaN            NaN  0.298714E-005            NaN            NaN            NaN  0.320493E-004            NaN
  1186.76        500.000        99.9999                 NaN            NaN            NaN  0.103798E-004            NaN            NaN  0.810094E-005            NaN  0.568393E-004  0.778045E-006  0.409563E-004            NaN
  1185.27        500.000        99.9997                 NaN  0.102878E-004            NaN  0.141423E-004            NaN            NaN  0.236447E-004            NaN  0.145272E-003  0.169416E-005  0.117601E-003            NaN
  1183.78        500.000                 NaN            NaN   2.54598                 NaN   5.39654                 NaN            NaN   7.30078                 NaN   43.4995       0.508294        40.7489                 NaN
  1182.28        500.000                 NaN            NaN   2.51433                 NaN   5.45402                 NaN            NaN   7.30739                 NaN   43.4828       0.505669        40.7358                 NaN
  1180.79        500.000                 NaN            NaN   2.72987                 NaN   5.08913                 NaN            NaN   7.30767                 NaN   43.5166       0.519252        40.8375                 NaN
  1179.29        500.000                 NaN            NaN   2.56145                 NaN   5.37268                 NaN            NaN   7.30529                 NaN   43.4917       0.508910        40.7600                 NaN
  1177.80        500.000                 NaN            NaN   2.57346                 NaN   5.35079                 NaN            NaN   7.30434                 NaN   43.4959       0.509709        40.7658                 NaN
  1176.31        500.000                 NaN            NaN   2.60918                 NaN   5.28826                 NaN            NaN   7.30217                 NaN   43.5045       0.512349        40.7835                 NaN
  1174.81        500.000                 NaN            NaN   2.61901                 NaN   5.27173                 NaN            NaN   7.30227                 NaN   43.5048       0.512897        40.7893                 NaN
  1173.32        500.000                 NaN            NaN   2.62838                 NaN   5.25600                 NaN            NaN   7.30240                 NaN   43.5049       0.513411        40.7949                 NaN
  1171.82        500.000                 NaN            NaN   2.63718                 NaN   5.24132                 NaN            NaN   7.30259                 NaN   43.5049       0.513878        40.8002                 NaN
  1170.33        500.000                 NaN            NaN   2.64585                 NaN   5.22686                 NaN            NaN   7.30278                 NaN   43.5047       0.514337        40.8054                 NaN
  1168.83        500.000                 NaN            NaN   2.64149                 NaN   5.23634                 NaN            NaN   7.30434                 NaN   43.4993       0.513646        40.8048                 NaN
  1167.34        500.000                 NaN            NaN   2.66458                 NaN   5.19529                 NaN            NaN   7.30301                 NaN   43.5051       0.515400        40.8166                 NaN
  1165.85        500.000                 NaN            NaN   2.67294                 NaN   5.18128                 NaN            NaN   7.30308                 NaN   43.5052       0.515861        40.8217                 NaN
  1164.35        500.000                 NaN            NaN   2.74942                 NaN   5.05401                 NaN            NaN   7.30712                 NaN   43.5105       0.520261        40.8587                 NaN
  1162.86        500.000                 NaN            NaN   2.74866                 NaN   5.05332                 NaN            NaN   7.30979                 NaN   43.5093       0.520329        40.8586                 NaN
  1161.36        500.000                 NaN            NaN   2.75326                 NaN   5.04515                 NaN            NaN   7.30869                 NaN   43.5103       0.520768        40.8618                 NaN
  1159.87        500.000                 NaN            NaN   2.75537                 NaN   5.04148                 NaN            NaN   7.30871                 NaN   43.5096       0.520871        40.8639                 NaN
  1158.38        500.000                 NaN            NaN   2.70530                 NaN   5.12784                 NaN            NaN   7.30540                 NaN   43.4995       0.517554        40.8445                 NaN
  1156.88        500.000                 NaN            NaN   2.76075                 NaN   5.03357                 NaN            NaN   7.30764                 NaN   43.5077       0.520843        40.8695                 NaN
  1155.39        500.000                 NaN            NaN   2.72336                 NaN   5.09854                 NaN            NaN   7.30540                 NaN   43.5002       0.518299        40.8542                 NaN
  1153.89        500.000                 NaN            NaN   2.74514                 NaN   5.06119                 NaN            NaN   7.30738                 NaN   43.5018       0.519617        40.8649                 NaN
  1152.40        500.000                 NaN            NaN   2.75030                 NaN   5.05235                 NaN            NaN   7.30752                 NaN   43.5015       0.519912        40.8684                 NaN
  1150.91        500.000                 NaN            NaN   2.74640                 NaN   5.05969                 NaN            NaN   7.30590                 NaN   43.4997       0.519557        40.8688                 NaN
  1149.41        500.000                 NaN            NaN   2.75403                 NaN   5.04651                 NaN            NaN   7.30610                 NaN   43.4997       0.520032        40.8736                 NaN
  1147.92        500.000                 NaN            NaN   2.76251                 NaN   5.03138                 NaN            NaN   7.30789                 NaN   43.5000       0.520586        40.8776                 NaN
  1146.42        500.000                 NaN            NaN   2.76909                 NaN   5.02062                 NaN            NaN   7.30640                 NaN   43.4997       0.520920        40.8833                 NaN
  1144.93        500.000                 NaN            NaN   2.77550                 NaN   5.01008                 NaN            NaN   7.30674                 NaN   43.4988       0.521240        40.8876                 NaN
  1143.43        500.000                 NaN            NaN   2.78180                 NaN   4.99971                 NaN            NaN   7.30709                 NaN   43.4980       0.521554        40.8919                 NaN
  1141.94        500.000                 NaN            NaN   2.77599                 NaN   5.00654                 NaN            NaN   7.30814                 NaN   43.5000       0.521528        40.8878                 NaN
  1140.45        500.000                 NaN            NaN   2.79405                 NaN   4.97961                 NaN            NaN   7.30784                 NaN   43.4961       0.522159        40.9003                 NaN
  1138.95        500.000                 NaN            NaN   2.79977                 NaN   4.97048                 NaN            NaN   7.30828                 NaN   43.4947       0.522416        40.9043                 NaN
  1137.46        500.000                 NaN            NaN   2.80375                 NaN   4.96438                 NaN            NaN   7.30826                 NaN   43.4935       0.522599        40.9075                 NaN
  1135.96        500.000                 NaN            NaN   2.81231                 NaN   4.94972                 NaN            NaN   7.30925                 NaN   43.4927       0.523045        40.9130                 NaN
  1134.47        500.000                 NaN            NaN   2.79229                 NaN   4.98176                 NaN            NaN   7.30933                 NaN   43.4920       0.521968        40.9026                 NaN
  1132.98        500.000                 NaN            NaN   2.79849                 NaN   4.97089                 NaN            NaN   7.31164                 NaN   43.4901       0.522358        40.9065                 NaN
  1131.48        500.000                 NaN            NaN   2.78652                 NaN   4.98715                 NaN            NaN   7.30843                 NaN   43.4951       0.522022        40.9008                 NaN
  1129.99        500.000                 NaN            NaN   2.81532                 NaN   4.94476                 NaN            NaN   7.31214                 NaN   43.4872       0.523068        40.9175                 NaN
  1128.49        500.000                 NaN            NaN   2.82319                 NaN   4.93285                 NaN            NaN   7.31313                 NaN   43.4846       0.523287        40.9229                 NaN
  1127.00        500.000                 NaN            NaN   2.82406                 NaN   4.93185                 NaN            NaN   7.31152                 NaN   43.4840       0.523271        40.9253                 NaN
  1125.51        500.000                 NaN            NaN   2.84011                 NaN   4.90741                 NaN            NaN   7.31271                 NaN   43.4806       0.523901        40.9353                 NaN
  1124.01        500.000                 NaN            NaN   2.84573                 NaN   4.89794                 NaN            NaN   7.31303                 NaN   43.4798       0.524192        40.9393                 NaN
  1122.52        500.000                 NaN            NaN   2.85127                 NaN   4.88865                 NaN            NaN   7.31336                 NaN   43.4790       0.524476        40.9433                 NaN
  1121.02        500.000                 NaN            NaN   2.85671                 NaN   4.87952                 NaN            NaN   7.31370                 NaN   43.4781       0.524754        40.9472                 NaN
  1119.53        500.000                 NaN            NaN   2.86206                 NaN   4.87057                 NaN            NaN   7.31405                 NaN   43.4772       0.525026        40.9511                 NaN
  1118.03        500.000                 NaN            NaN   2.86732                 NaN   4.86180                 NaN            NaN   7.31442                 NaN   43.4762       0.525290        40.9550                 NaN
  1116.54        500.000                 NaN            NaN   2.87249                 NaN   4.85319                 NaN            NaN   7.31479                 NaN   43.4752       0.525548        40.9588                 NaN
  1115.05        500.000                 NaN            NaN   2.87758                 NaN   4.84476                 NaN            NaN   7.31518                 NaN   43.4741       0.525799        40.9626                 NaN
  1113.55        500.000                 NaN            NaN   2.88730                 NaN   4.82713                 NaN            NaN   7.31525                 NaN   43.4750       0.526502        40.9689                 NaN
  1112.06        500.000                 NaN            NaN   2.89178                 NaN   4.82001                 NaN            NaN   7.31576                 NaN   43.4734       0.526693        40.9724                 NaN
  1110.56        500.000                 NaN            NaN   2.89215                 NaN   4.82093                 NaN            NaN   7.31649                 NaN   43.4702       0.526488        40.9737                 NaN
  1109.07        500.000                 NaN            NaN   2.89666                 NaN   4.81375                 NaN            NaN   7.31700                 NaN   43.4686       0.526683        40.9773                 NaN
  1107.58        500.000                 NaN            NaN   2.90112                 NaN   4.80668                 NaN            NaN   7.31752                 NaN   43.4670       0.526874        40.9808                 NaN
  1106.08        500.000                 NaN            NaN   2.90552                 NaN   4.79969                 NaN            NaN   7.31805                 NaN   43.4654       0.527062        40.9843                 NaN
  1104.59        500.000                 NaN            NaN   2.90662                 NaN   4.79004                 NaN            NaN   7.31332                 NaN   43.4783       0.528117        40.9836                 NaN
  1103.09        500.000                 NaN            NaN   2.91751                 NaN   4.77936                 NaN            NaN   7.31889                 NaN   43.4634       0.527759        40.9931                 NaN
  1101.60        500.000                 NaN            NaN   2.92161                 NaN   4.77292                 NaN            NaN   7.31943                 NaN   43.4617       0.527925        40.9964                 NaN
  1100.11        500.000                 NaN            NaN   2.92567                 NaN   4.76655                 NaN            NaN   7.31998                 NaN   43.4599       0.528088        40.9998                 NaN
  1098.61        500.000                 NaN            NaN   2.92967                 NaN   4.76028                 NaN            NaN   7.32053                 NaN   43.4582       0.528247        41.0031                 NaN
  1097.12        500.000                 NaN            NaN   2.93363                 NaN   4.75409                 NaN            NaN   7.32109                 NaN   43.4564       0.528404        41.0064                 NaN
  1095.62        500.000                 NaN            NaN   2.93754                 NaN   4.74800                 NaN            NaN   7.32165                 NaN   43.4545       0.528557        41.0097                 NaN
  1094.13        500.000                 NaN            NaN   2.94141                 NaN   4.74197                 NaN            NaN   7.32222                 NaN   43.4527       0.528708        41.0130                 NaN
  1092.63        500.000                 NaN            NaN   2.94523                 NaN   4.73603                 NaN            NaN   7.32279                 NaN   43.4508       0.528855        41.0163                 NaN
  1091.14        500.000                 NaN            NaN   2.94909                 NaN   4.72985                 NaN            NaN   7.32337                 NaN   43.4492       0.529019        41.0194                 NaN
  1089.65        500.000                 NaN            NaN   2.95280                 NaN   4.72420                 NaN            NaN   7.32409                 NaN   43.4471       0.529150        41.0227                 NaN
  1088.15        500.000                 NaN            NaN   2.95615                 NaN   4.71903                 NaN            NaN   7.32521                 NaN   43.4447       0.529259        41.0256                 NaN
  1086.66        500.000                 NaN            NaN   2.96031                 NaN   4.71247                 NaN            NaN   7.32564                 NaN   43.4432       0.529439        41.0290                 NaN
  1085.16        500.000                 NaN            NaN   2.96369                 NaN   4.70747                 NaN            NaN   7.32583                 NaN   43.4412       0.529546        41.0323                 NaN
  1083.67        500.000                 NaN            NaN   2.96749                 NaN   4.70143                 NaN            NaN   7.32646                 NaN   43.4396       0.529707        41.0353                 NaN
  1082.18        500.000                 NaN            NaN   2.96867                 NaN   4.69770                 NaN            NaN   7.32662                 NaN   43.4390       0.529842        41.0382                 NaN
  1080.68        500.000                 NaN            NaN   2.97451                 NaN   4.69101                 NaN            NaN   7.32766                 NaN   43.4349       0.529948        41.0420                 NaN
  1079.19        500.000                 NaN            NaN   2.97855                 NaN   4.68212                 NaN            NaN   7.32755                 NaN   43.4359       0.530218        41.0457                 NaN
  1077.69        500.000                 NaN            NaN   2.98162                 NaN   4.68023                 NaN            NaN   7.32908                 NaN   43.4304       0.530206        41.0484                 NaN
  1076.20        500.000                 NaN            NaN   2.98630                 NaN   4.67459                 NaN            NaN   7.33235                 NaN   43.4240       0.529373        41.0534                 NaN
  1074.71        500.000                 NaN            NaN   2.98655                 NaN   4.67399                 NaN            NaN   7.33072                 NaN   43.4246       0.530230        41.0539                 NaN
  1073.21        500.000                 NaN            NaN   2.99196                 NaN   4.66380                 NaN            NaN   7.33222                 NaN   43.4221       0.530458        41.0595                 NaN
  1071.72        500.000                 NaN            NaN   2.99535                 NaN   4.65962                 NaN            NaN   7.33193                 NaN   43.4212       0.530687        41.0612                 NaN
  1070.22        500.000                 NaN            NaN   2.99982                 NaN   4.65257                 NaN            NaN   7.33460                 NaN   43.4138       0.530940        41.0683                 NaN
  1068.73        500.000                 NaN            NaN   2.99945                 NaN   4.65830                 NaN            NaN   7.33532                 NaN   43.4093       0.530422        41.0672                 NaN
  1067.23        500.000                 NaN            NaN   3.01213                 NaN   4.63459                 NaN            NaN   7.35112                 NaN   43.3878       0.530767        41.0836                 NaN
  1065.74        500.000                 NaN            NaN   3.00822                 NaN   4.64300                 NaN            NaN   7.33564                 NaN   43.4084       0.530989        41.0737                 NaN
  1064.25        500.000                 NaN            NaN   3.01474                 NaN   4.62315                 NaN            NaN   7.34454                 NaN   43.4122       0.528616        41.0768                 NaN
  1062.75        500.000                 NaN            NaN   3.00912                 NaN   4.64607                 NaN            NaN   7.33898                 NaN   43.3969       0.530480        41.0785                 NaN
  1061.26        500.000                 NaN            NaN   3.01313                 NaN   4.64000                 NaN            NaN   7.33985                 NaN   43.3943       0.530641        41.0821                 NaN
  1059.76        500.000                 NaN            NaN   3.01427                 NaN   4.63855                 NaN            NaN   7.34030                 NaN   43.3924       0.530607        41.0839                 NaN
  1058.27        500.000                 NaN            NaN   3.01775                 NaN   4.63331                 NaN            NaN   7.34109                 NaN   43.3899       0.530742        41.0872                 NaN
  1056.78        500.000                 NaN            NaN   3.02021                 NaN   4.63018                 NaN            NaN   7.34203                 NaN   43.3868       0.530762        41.0900                 NaN
  1055.28        500.000                 NaN            NaN   3.02409                 NaN   4.62462                 NaN            NaN   7.34292                 NaN   43.3839       0.530866        41.0936                 NaN
  1053.79        500.000                 NaN            NaN   3.02702                 NaN   4.62055                 NaN            NaN   7.34385                 NaN   43.3810       0.530943        41.0967                 NaN
  1052.29        500.000                 NaN            NaN   3.02881                 NaN   4.61841                 NaN            NaN   7.34483                 NaN   43.3778       0.530954        41.0992                 NaN
  1050.80        500.000                 NaN            NaN   3.03225                 NaN   4.61334                 NaN            NaN   7.34549                 NaN   43.3755       0.531042        41.1024                 NaN
  1049.31        500.000                 NaN            NaN   3.02439                 NaN   4.62654                 NaN            NaN   7.34197                 NaN   43.3747       0.531864        41.1005                 NaN
  1047.81        500.000                 NaN            NaN   3.03646                 NaN   4.60330                 NaN            NaN   7.34352                 NaN   43.3801       0.531658        41.1049                 NaN
  1046.32        500.000                 NaN            NaN   3.04183                 NaN   4.59741                 NaN            NaN   7.34639                 NaN   43.3721       0.531577        41.1107                 NaN
  1044.82        500.000                 NaN            NaN   3.04146                 NaN   4.60674                 NaN            NaN   7.34624                 NaN   43.3665       0.528647        41.1104                 NaN
  1043.33        500.000                 NaN            NaN   3.04322                 NaN   4.60008                 NaN            NaN   7.35187                 NaN   43.3573       0.531095        41.1165                 NaN
  1041.84        500.000                 NaN            NaN   3.04797                 NaN   4.59209                 NaN            NaN   7.35141                 NaN   43.3573       0.531342        41.1199                 NaN
  1040.34        500.000                 NaN            NaN   3.05845                 NaN   4.57051                 NaN            NaN   7.34955                 NaN   43.3639       0.532473        41.1252                 NaN
  1038.85        500.000                 NaN            NaN   3.05497                 NaN   4.58031                 NaN            NaN   7.35246                 NaN   43.3541       0.531807        41.1264                 NaN
  1037.35        500.000                 NaN            NaN   3.06380                 NaN   4.56305                 NaN            NaN   7.35132                 NaN   43.3582       0.532608        41.1310                 NaN
  1035.86        500.000                 NaN            NaN   3.05951                 NaN   4.57485                 NaN            NaN   7.35424                 NaN   43.3476       0.531888        41.1319                 NaN
  1034.36        500.000                 NaN            NaN   3.06905                 NaN   4.55578                 NaN            NaN   7.35313                 NaN   43.3524       0.532735        41.1369                 NaN
  1032.87        500.000                 NaN            NaN   3.07555                 NaN   4.54256                 NaN            NaN   7.35204                 NaN   43.3564       0.533310        41.1401                 NaN
  1031.38        500.000                 NaN            NaN   3.07745                 NaN   4.53982                 NaN            NaN   7.35266                 NaN   43.3542       0.533358        41.1425                 NaN
  1029.88        500.000                 NaN            NaN   3.07931                 NaN   4.53715                 NaN            NaN   7.35329                 NaN   43.3520       0.533403        41.1449                 NaN
  1028.39        500.000                 NaN            NaN   3.08113                 NaN   4.53455                 NaN            NaN   7.35392                 NaN   43.3498       0.533446        41.1472                 NaN
  1026.89        500.000                 NaN            NaN   3.08291                 NaN   4.53201                 NaN            NaN   7.35454                 NaN   43.3475       0.533486        41.1495                 NaN
  1025.40        500.000                 NaN            NaN   3.08465                 NaN   4.52954                 NaN            NaN   7.35517                 NaN   43.3453       0.533525        41.1518                 NaN
  1023.91        500.000                 NaN            NaN   3.09135                 NaN   4.52170                 NaN            NaN   7.35826                 NaN   43.3370       0.533600        41.1581                 NaN
  1022.41        500.000                 NaN            NaN   3.09307                 NaN   4.51929                 NaN            NaN   7.35891                 NaN   43.3347       0.533636        41.1604                 NaN
  1020.92        500.000                 NaN            NaN   3.09476                 NaN   4.51693                 NaN            NaN   7.35955                 NaN   43.3324       0.533669        41.1627                 NaN
