|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9915       0.854854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9915       0.854884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7276                 NaN  0.272362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7143                 NaN  0.285675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7010                 NaN  0.298991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.6832                 NaN  0.316779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.6654                 NaN  0.334570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.6476                 NaN  0.352366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.6298                 NaN  0.370167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5876                 NaN  0.412432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5453                 NaN  0.454708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5030                 NaN  0.496997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4607                 NaN  0.539297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4184                 NaN  0.581609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3761                 NaN  0.623932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3337                 NaN  0.666267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2914                 NaN  0.708614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0604                 NaN  0.939611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.8293                 NaN   1.17073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.5980                 NaN   1.40198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.3666                 NaN   1.63335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.1351                 NaN   1.86485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.9035                 NaN   2.09647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.6718                 NaN   2.32822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        97.4399                 NaN   2.56009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.8117                 NaN   3.18834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.1827                 NaN   3.81729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        95.5531                 NaN   4.44693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        94.9228                 NaN   5.07725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        94.2918                 NaN   5.70825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        93.6601                 NaN   6.33993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        93.0277                 NaN   6.97229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        92.3947                 NaN   7.60533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        91.6948                 NaN   8.30210       0.308847E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        90.9890                 NaN   8.99590       0.151368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        90.2991                 NaN   9.67397       0.269093E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        89.6085                 NaN   10.3528       0.386963E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        88.9259                 NaN   11.0240       0.500977E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        88.2425                 NaN   11.6960       0.615130E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        87.5583                 NaN   12.3688       0.729422E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        86.8733                 NaN   13.0423       0.843852E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        86.2186                 NaN   13.6864       0.950413E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        85.5631                 NaN   14.3312       0.105710                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.9069                 NaN   14.9767       0.116391                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        84.2501                 NaN   15.6229       0.127085                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.5925                 NaN   16.2698       0.137790                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        82.9341                 NaN   16.9174       0.148509                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        82.2751                 NaN   17.5657       0.159239                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        81.6153                 NaN   18.2147       0.169981                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        80.9930                 NaN   18.8271       0.179837                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        80.3701                 NaN   19.4402       0.189704                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        79.7465                 NaN   20.0540       0.199581                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        79.1222                 NaN   20.6683       0.209469                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        78.4974                 NaN   21.2833       0.219367                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        77.8719                 NaN   21.8988       0.229276                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        77.2458                 NaN   22.5150       0.239196                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        76.6190                 NaN   23.1319       0.249126                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.0197                 NaN   23.7221       0.258215                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        75.4198                 NaN   24.3129       0.267314                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        74.8194                 NaN   24.9042       0.276421                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        74.2184                 NaN   25.4961       0.285538                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        73.6168                 NaN   26.0886       0.294664                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        73.0146                 NaN   26.6816       0.303800                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        72.4119                 NaN   27.2751       0.312944                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        71.8087                 NaN   27.8692       0.322097                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        71.2297                 NaN   28.4398       0.330514                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        70.6502                 NaN   29.0109       0.338940                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        70.0702                 NaN   29.5824       0.347373                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        69.4897                 NaN   30.1545       0.355814                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        68.9087                 NaN   30.7270       0.364262                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        68.3272                 NaN   31.3001       0.372719                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        67.7452                 NaN   31.8736       0.381183                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        67.1627                 NaN   32.4476       0.389655                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        66.6020                 NaN   33.0005       0.397500                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        66.0408                 NaN   33.5538       0.405351                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        65.4792                 NaN   34.1076       0.413210                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        64.9171                 NaN   34.6618       0.421075                 NaN            NaN            NaN            NaN            NaN            NaN
