|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.25/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7604       0.239596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7470       0.253027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7335       0.266462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7201       0.279899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7067       0.293340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.6932       0.306784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.6798       0.320231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.6663       0.333681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.6529       0.347134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.6187       0.381324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5845       0.415523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5503       0.449732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5161       0.483949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4818       0.518175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.4476       0.552410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.4133       0.586655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3791       0.620908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2101       0.789891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0410       0.958951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.8719        1.12809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.7027        1.29730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.5334        1.46659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.3640        1.63596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.1946        1.80540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.0251        1.97492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        97.5246        2.47543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        97.0236        2.97640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.5222        3.47783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        96.0203        3.97972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        95.3897        4.61028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        94.7585        5.24153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        94.0960        5.89987       0.412351E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        93.4205        6.56300       0.164773E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        92.7463        7.22562       0.281018E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        92.0712        7.88903       0.397405E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        91.3954        8.55322       0.513936E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        90.7187        9.21820       0.630609E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        90.0413        9.88395       0.747424E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        89.3631        10.5505       0.864381E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        88.6841        11.2178       0.981478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        88.0043        11.8859       0.109872                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        87.3560        12.5234       0.120552                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        86.7070        13.1617       0.131246                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        86.0573        13.8007       0.141952                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        85.4069        14.4404       0.152670                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        84.7557        15.0809       0.163400                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        84.1039        15.7220       0.174143                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        83.4513        16.3638       0.184898                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        82.7980        17.0063       0.195665                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        82.1790        17.6155       0.205492                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        81.5594        18.2253       0.215329                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        80.9391        18.8357       0.225177                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        80.3182        19.4468       0.235035                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        79.6967        20.0584       0.244904                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        79.0745        20.6707       0.254784                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        78.4516        21.2837       0.264674                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.8282        21.8972       0.274575                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        77.2340        22.4824       0.283615                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        76.6393        23.0680       0.292664                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        76.0440        23.6543       0.301722                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        75.4481        24.2411       0.310789                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        74.8517        24.8285       0.319865                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        74.2546        25.4164       0.328951                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        73.6571        26.0049       0.338045                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        73.0589        26.5939       0.347148                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        72.4814        27.1630       0.355544                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        71.9034        27.7327       0.363947                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        71.3248        28.3028       0.372359                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        70.7458        28.8735       0.380778                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        70.1662        29.4446       0.389205                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        69.5861        30.0163       0.397640                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        69.0055        30.5884       0.406083                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        68.4244        31.1611       0.414533                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        67.8632        31.7145       0.422279                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        67.3016        32.2684       0.430031                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        66.7394        32.8228       0.437789                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        66.1769        33.3776       0.445555                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        65.6139        33.9328       0.453326                 NaN            NaN            NaN            NaN            NaN            NaN
