|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1352.56        500.000        10.7346       0.862661       0.496077E-002            NaN  0.748346        13.1719                 NaN   47.2232        17.8857        9.36860                 NaN            NaN
  1349.36        500.000        10.7343       0.862668       0.496048E-002            NaN  0.748365        13.1719                 NaN   47.2231        17.8856        9.36913                 NaN            NaN
  1346.15        500.000        10.7340       0.862675       0.496018E-002            NaN  0.748384        13.1718                 NaN   47.2230        17.8855        9.36966                 NaN            NaN
  1342.95        500.000        10.7337       0.862681       0.495989E-002            NaN  0.748403        13.1718                 NaN   47.2229        17.8854        9.37019                 NaN            NaN
  1339.74        500.000        10.7334       0.862688       0.495959E-002            NaN  0.748422        13.1718                 NaN   47.2227        17.8853        9.37072                 NaN            NaN
  1336.54        500.000        10.7331       0.862694       0.495930E-002            NaN  0.748441        13.1717                 NaN   47.2226        17.8852        9.37125                 NaN            NaN
  1333.33        500.000        6.56438       0.866154       0.497299E-002            NaN  0.752926        13.1443                 NaN   49.1900        18.0600        11.4173                 NaN            NaN
  1330.13        500.000        6.56424       0.866158       0.497268E-002            NaN  0.752943        13.1442                 NaN   49.1897        18.0598        11.4180                 NaN            NaN
  1326.92        500.000        6.56409       0.866162       0.497237E-002            NaN  0.752960        13.1441                 NaN   49.1895        18.0597        11.4186                 NaN            NaN
  1323.72        500.000        6.56395       0.866166       0.497206E-002            NaN  0.752977        13.1440                 NaN   49.1892        18.0595        11.4192                 NaN            NaN
  1320.51        500.000        6.56380       0.866170       0.497175E-002            NaN  0.752994        13.1440                 NaN   49.1889        18.0594        11.4198                 NaN            NaN
  1317.31        500.000        6.56366       0.866174       0.497144E-002            NaN  0.753011        13.1439                 NaN   49.1887        18.0592        11.4204                 NaN            NaN
  1314.10        500.000        6.56351       0.866177       0.497113E-002            NaN  0.753028        13.1438                 NaN   49.1884        18.0591        11.4210                 NaN            NaN
  1310.90        500.000        6.56336       0.866181       0.497083E-002            NaN  0.753044        13.1437                 NaN   49.1881        18.0589        11.4216                 NaN            NaN
  1307.69        500.000        3.48872       0.868919       0.502250E-002            NaN  0.752826        13.0294                 NaN   50.8426        17.9355        13.0770                 NaN            NaN
  1304.49        500.000        3.48866       0.868921       0.502218E-002            NaN  0.752841        13.0293                 NaN   50.8422        17.9353        13.0777                 NaN            NaN
  1301.28        500.000        2.83237       0.869543       0.503871E-002            NaN  0.751897        12.9902                 NaN   51.2149        17.8938        13.4421                 NaN            NaN
  1298.08        500.000                 NaN  0.871444       0.509571E-002            NaN  0.752619        12.9172                 NaN   51.9108        18.0937        13.8338        1.61541                 NaN
  1294.87        500.000                 NaN  0.871394       0.508080E-002            NaN  0.754540        12.9283                 NaN   51.8116        18.1502        13.8605        1.61847                 NaN
  1291.67        500.000                 NaN  0.871360       0.506132E-002            NaN  0.749149        12.9434       0.255929        51.4114        18.2625        13.8709        1.63035                 NaN
  1288.46        500.000                 NaN  0.871340       0.504310E-002            NaN  0.736633        12.9626       0.760436        50.7322        18.4150        13.8656        1.65106                 NaN
  1285.26        500.000                 NaN  0.871341       0.504277E-002            NaN  0.736647        12.9625       0.760428        50.7318        18.4148        13.8663        1.65108                 NaN
  1282.05        500.000                 NaN  0.871303       0.500744E-002            NaN  0.712778        12.9995        1.73810        49.4219        18.7049        13.8562        1.69033                 NaN
  1278.85        500.000                 NaN  0.871304       0.500712E-002            NaN  0.712792        12.9994        1.73809        49.4215        18.7047        13.8569        1.69035                 NaN
  1275.64        500.000                 NaN  0.871304       0.500679E-002            NaN  0.712806        12.9993        1.73807        49.4211        18.7044        13.8576        1.69036                 NaN
  1272.44        500.000                 NaN  0.871305       0.500647E-002            NaN  0.712819        12.9992        1.73805        49.4207        18.7042        13.8583        1.69038                 NaN
  1269.23        500.000                 NaN  0.871306       0.500615E-002            NaN  0.712832        12.9991        1.73803        49.4203        18.7040        13.8590        1.69040                 NaN
  1266.03        500.000                 NaN  0.871307       0.500583E-002            NaN  0.712846        12.9989        1.73802        49.4199        18.7038        13.8597        1.69042                 NaN
  1262.82        500.000                 NaN  0.871308       0.500551E-002            NaN  0.712859        12.9988        1.73800        49.4195        18.7036        13.8604        1.69043                 NaN
  1259.62        500.000                 NaN  0.871309       0.500519E-002            NaN  0.712872        12.9987        1.73798        49.4191        18.7034        13.8611        1.69045                 NaN
  1256.41        500.000                 NaN  0.871167       0.487265E-002            NaN  0.631582        13.1299        5.24389        19.6001        44.8590        13.8341        1.82536                 NaN
  1253.21        500.000                 NaN  0.871168       0.487233E-002            NaN  0.631593        13.1298        5.24384        19.5999        44.8586        13.8348        1.82538                 NaN
  1250.00        500.000                 NaN  0.871169       0.487202E-002            NaN  0.631605        13.1297        5.24379        19.5997        44.8583        13.8355        1.82540                 NaN
  1246.79        500.000                 NaN  0.871170       0.487171E-002            NaN  0.631617        13.1296        5.24373        19.5995        44.8579        13.8362        1.82541                 NaN
  1243.59        500.000                 NaN  0.871170       0.487140E-002            NaN  0.631629        13.1294        5.24368        19.5993        44.8576        13.8369        1.82543                 NaN
  1240.38        500.000                 NaN  0.871171       0.487109E-002            NaN  0.631640        13.1293        5.24363        19.5990        44.8572        13.8376        1.82545                 NaN
  1237.18        500.000                 NaN  0.871171       0.487079E-002            NaN  0.631652        13.1292        5.24358        19.5988        44.8569        13.8383        1.82547                 NaN
  1233.97        500.000                 NaN  0.871172       0.487048E-002            NaN  0.631663        13.1291        5.24353        19.5986        44.8566        13.8390        1.82549                 NaN
  1230.77        500.000                 NaN  0.871054       0.474697E-002            NaN  0.568600        13.2379        8.24613        41.1052        20.2039        13.8308        1.93170                 NaN
  1227.56        500.000                 NaN  0.871055       0.474667E-002            NaN  0.568611        13.2377        8.24605        41.1049        20.2037        13.8315        1.93172                 NaN
  1224.36        500.000                 NaN  0.871055       0.474637E-002            NaN  0.568621        13.2376        8.24596        41.1046        20.2035        13.8322        1.93174                 NaN
  1221.15        500.000                 NaN  0.871056       0.474607E-002            NaN  0.568631        13.2375        8.24588        41.1043        20.2033        13.8329        1.93176                 NaN
  1217.95        500.000                 NaN  0.871056       0.474577E-002            NaN  0.568642        13.2374        8.24580        41.1040        20.2030        13.8336        1.93178                 NaN
  1214.74        500.000                 NaN  0.871057       0.474548E-002            NaN  0.568652        13.2373        8.24572        41.1037        20.2028        13.8343        1.93180                 NaN
  1211.54        500.000                 NaN  0.871057       0.474518E-002            NaN  0.568662        13.2372        8.24564        41.1034        20.2026        13.8350        1.93182                 NaN
  1208.33        500.000                 NaN  0.871057       0.474488E-002            NaN  0.568673        13.2370        8.24556        41.1031        20.2024        13.8357        1.93184                 NaN
  1205.13        500.000                 NaN  0.870960       0.462715E-002            NaN  0.520134        13.3277        10.8596        37.9433        20.6165        13.8427        2.01451                 NaN
  1201.92        500.000                 NaN  0.870960       0.462686E-002            NaN  0.520143        13.3276        10.8595        37.9430        20.6162        13.8434        2.01453                 NaN
  1198.72        500.000                 NaN  0.870960       0.462657E-002            NaN  0.520153        13.3275        10.8594        37.9427        20.6160        13.8441        2.01455                 NaN
  1195.51        500.000                 NaN  0.870960       0.462628E-002            NaN  0.520162        13.3274        10.8593        37.9425        20.6158        13.8448        2.01457                 NaN
  1192.31        500.000                 NaN  0.870961       0.462599E-002            NaN  0.520171        13.3272        10.8592        37.9422        20.6155        13.8455        2.01459                 NaN
  1189.10        500.000                 NaN  0.870961       0.462570E-002            NaN  0.520181        13.3271        10.8591        37.9419        20.6153        13.8462        2.01461                 NaN
  1185.90        500.000                 NaN  0.870961       0.462541E-002            NaN  0.520190        13.3270        10.8590        37.9417        20.6151        13.8469        2.01463                 NaN
  1182.69        500.000                 NaN  0.870961       0.462512E-002            NaN  0.520199        13.3269        10.8589        37.9414        20.6149        13.8476        2.01465                 NaN
  1179.49        500.000                 NaN  0.870880       0.451256E-002            NaN  0.483558        13.4025        13.1657        20.8949        35.2332        13.8672        2.07757                 NaN
  1176.28        500.000                 NaN  0.870880       0.451227E-002            NaN  0.483567        13.4024        13.1656        20.8947        35.2329        13.8679        2.07759                 NaN
  1173.08        500.000                 NaN  0.870880       0.451199E-002            NaN  0.483575        13.4023        13.1655        20.8944        35.2327        13.8685        2.07761                 NaN
  1169.87        500.000                 NaN  0.870880       0.451171E-002            NaN  0.483584        13.4022        13.1653        20.8942        35.2325        13.8692        2.07763                 NaN
  1166.67        500.000                 NaN  0.870880       0.451143E-002            NaN  0.483592        13.4020        13.1652        20.8940        35.2322        13.8699        2.07765                 NaN
  1163.46        500.000                 NaN  0.870880       0.451115E-002            NaN  0.483601        13.4019        13.1651        20.8937        35.2320        13.8706        2.07767                 NaN
  1160.26        500.000                 NaN  0.870880       0.451087E-002            NaN  0.483609        13.4018        13.1650        20.8935        35.2317        13.8713        2.07769                 NaN
  1157.05        500.000                 NaN  0.870880       0.451059E-002            NaN  0.483617        13.4017        13.1648        20.8933        35.2315        13.8720        2.07771                 NaN
  1153.85        500.000                 NaN  0.870813       0.440162E-002            NaN  0.456778        13.4648        15.2335        21.0837        32.8594        13.9039        2.12260                 NaN
  1150.64        500.000                 NaN  0.870813       0.440135E-002            NaN  0.456786        13.4647        15.2334        21.0834        32.8592        13.9046        2.12262                 NaN
  1147.44        500.000                 NaN  0.870813       0.440107E-002            NaN  0.456794        13.4646        15.2332        21.0832        32.8590        13.9053        2.12264                 NaN
  1144.23        500.000                 NaN  0.870813       0.440080E-002            NaN  0.456802        13.4645        15.2331        21.0830        32.8588        13.9060        2.12266                 NaN
  1141.03        500.000                 NaN  0.870812       0.440053E-002            NaN  0.456809        13.4643        15.2329        21.0827        32.8586        13.9067        2.12268                 NaN
  1137.82        500.000                 NaN  0.870812       0.440026E-002            NaN  0.456817        13.4642        15.2328        21.0825        32.8584        13.9074        2.12270                 NaN
  1134.62        500.000                 NaN  0.870812       0.439998E-002            NaN  0.456825        13.4641        15.2327        21.0822        32.8582        13.9081        2.12272                 NaN
  1131.41        500.000                 NaN  0.870811       0.439971E-002            NaN  0.456833        13.4640        15.2325        21.0820        32.8580        13.9088        2.12274                 NaN
  1128.21        500.000                 NaN  0.870758       0.429287E-002            NaN  0.438251        13.5166        17.1115        30.7526        21.2031        13.9511        2.15187                 NaN
  1125.00        500.000                 NaN  0.870758       0.429260E-002            NaN  0.438258        13.5165        17.1113        30.7524        21.2029        13.9517        2.15189                 NaN
  1121.79        500.000                 NaN  0.870757       0.429234E-002            NaN  0.438266        13.5164        17.1112        30.7522        21.2026        13.9524        2.15191                 NaN
  1118.59        500.000                 NaN  0.870757       0.429208E-002            NaN  0.438273        13.5162        17.1110        30.7520        21.2024        13.9531        2.15193                 NaN
  1115.38        500.000                 NaN  0.870756       0.429181E-002            NaN  0.438281        13.5161        17.1108        30.7518        21.2021        13.9538        2.15195                 NaN
  1112.18        500.000                 NaN  0.870756       0.429155E-002            NaN  0.438288        13.5160        17.1107        30.7516        21.2019        13.9545        2.15197                 NaN
  1108.97        500.000                 NaN  0.870755       0.429128E-002            NaN  0.438295        13.5159        17.1105        30.7514        21.2017        13.9552        2.15199                 NaN
  1105.77        500.000                 NaN  0.870755       0.429102E-002            NaN  0.438303        13.5157        17.1104        30.7513        21.2014        13.9559        2.15201                 NaN
  1102.56        500.000                 NaN  0.870714       0.418723E-002            NaN  0.426811        13.5585        18.8462        21.2727        28.8466        14.0086        2.16558                 NaN
  1099.36        500.000                 NaN  0.870713       0.418698E-002            NaN  0.426819        13.5584        18.8460        21.2725        28.8464        14.0093        2.16560                 NaN
  1096.15        500.000                 NaN  0.870713       0.418672E-002            NaN  0.426826        13.5583        18.8458        21.2723        28.8463        14.0100        2.16562                 NaN
  1092.95        500.000                 NaN  0.870712       0.418646E-002            NaN  0.426833        13.5581        18.8457        21.2720        28.8461        14.0107        2.16564                 NaN
  1089.74        500.000                 NaN  0.870693       0.413374E-002            NaN  0.423961        13.5768        19.6445        21.2869        27.9834        14.0422        2.16729                 NaN
  1086.54        500.000                 NaN  0.870692       0.413349E-002            NaN  0.423968        13.5767        19.6443        21.2867        27.9833        14.0429        2.16731                 NaN
  1083.33        500.000                 NaN  0.870684       0.410793E-002            NaN  0.423137        13.5848        20.0359        27.5635        21.2914        14.0602        2.16614                 NaN
  1080.13        500.000                 NaN  0.870678       0.409508E-002            NaN  0.422671        13.5878        20.2295        27.3604        21.2941        14.0727       0.628560E-001   2.09515     
  1076.92        500.000                 NaN  0.870673       0.408154E-002            NaN  0.422434        13.5921        20.4254        21.2959        27.1495        14.0802                 NaN   2.15962     
  1073.72        500.000                 NaN  0.870672       0.408129E-002            NaN  0.422441        13.5920        20.4252        21.2957        27.1494        14.0809                 NaN   2.15958     
  1070.51        500.000                 NaN  0.870672       0.408105E-002            NaN  0.422448        13.5919        20.4250        21.2955        27.1492        14.0816                 NaN   2.15954     
  1067.31        500.000                 NaN  0.870671       0.408080E-002            NaN  0.422455        13.5918        20.4249        21.2952        27.1491        14.0823                 NaN   2.15950     
  1064.10        500.000                 NaN  0.870671       0.408056E-002            NaN  0.422462        13.5916        20.4247        21.2950        27.1490        14.0830                 NaN   2.15946     
  1060.90        500.000                 NaN  0.870670       0.408031E-002            NaN  0.422469        13.5915        20.4245        21.2948        27.1489        14.0837                 NaN   2.15941     
  1057.69        500.000                 NaN  0.870670       0.408007E-002            NaN  0.422476        13.5914        20.4243        21.2945        27.1487        14.0844                 NaN   2.15937     
  1054.49        500.000                 NaN  0.870669       0.407982E-002            NaN  0.422483        13.5913        20.4242        21.2943        27.1486        14.0851                 NaN   2.15932     
  1051.28        500.000                 NaN  0.870630       0.397502E-002            NaN  0.423994        13.6222        21.9268        21.2968        25.5427        14.1431                 NaN   2.16982     
  1048.08        500.000                 NaN  0.870630       0.397478E-002            NaN  0.424001        13.6221        21.9267        21.2966        25.5425        14.1438                 NaN   2.16977     
  1044.87        500.000                 NaN  0.870629       0.397454E-002            NaN  0.424008        13.6220        21.9265        21.2963        25.5424        14.1445                 NaN   2.16971     
  1041.67        500.000                 NaN  0.870629       0.397430E-002            NaN  0.424015        13.6219        21.9263        21.2961        25.5423        14.1452                 NaN   2.16966     
  1038.46        500.000                 NaN  0.870628       0.397407E-002            NaN  0.424022        13.6217        21.9261        21.2958        25.5422        14.1459                 NaN   2.16961     
  1035.26        500.000                 NaN  0.870627       0.397383E-002            NaN  0.424029        13.6216        21.9259        21.2956        25.5421        14.1466                 NaN   2.16955     
  1032.05        500.000                 NaN  0.870627       0.397359E-002            NaN  0.424036        13.6215        21.9257        21.2954        25.5420        14.1473                 NaN   2.16950     
  1028.85        500.000                 NaN  0.870626       0.397335E-002            NaN  0.424043        13.6214        21.9255        21.2951        25.5419        14.1480                 NaN   2.16944     
  1025.64        500.000                 NaN  0.870589       0.386922E-002            NaN  0.431505        13.6465        23.3403        21.2723        24.0487        14.2098                 NaN   2.17640     
  1022.44        500.000                 NaN  0.870589       0.386899E-002            NaN  0.431512        13.6464        23.3401        21.2721        24.0486        14.2105                 NaN   2.17634     
  1019.23        500.000                 NaN  0.870588       0.386876E-002            NaN  0.431519        13.6463        23.3399        21.2718        24.0485        14.2112                 NaN   2.17629     
  1016.03        500.000                 NaN  0.870587       0.386853E-002            NaN  0.431526        13.6461        23.3397        21.2716        24.0484        14.2119                 NaN   2.17623     
  1012.82        500.000                 NaN  0.870586       0.386830E-002            NaN  0.431533        13.6460        23.3395        21.2714        24.0483        14.2126                 NaN   2.17618     
  1009.62        500.000                 NaN  0.870585       0.386807E-002            NaN  0.431540        13.6459        23.3393        21.2711        24.0482        14.2133                 NaN   2.17613     
  1006.41        500.000                 NaN  0.870584       0.386784E-002            NaN  0.431547        13.6458        23.3391        21.2709        24.0481        14.2140                 NaN   2.17607     
  1003.21        500.000                 NaN  0.870583       0.386761E-002            NaN  0.431554        13.6456        23.3389        21.2707        24.0481        14.2147                 NaN   2.17602     
  1000.00        500.000                 NaN  0.870546       0.376158E-002            NaN  0.444497        13.6657        24.6788        21.2263        22.6498        14.2809                 NaN   2.17968     
