|6.6.6
Archiving\03_Data\eq/QFM_m2.75/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3197       0.680279                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3196       0.680352                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3196       0.680426                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3195       0.680499                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3194       0.680573                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3194       0.680646                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3193       0.680720                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3192       0.680794                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3191       0.680868                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3191       0.680942                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3190       0.681015                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3189       0.681089                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3188       0.681163                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3188       0.681238                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3187       0.681312                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3186       0.681386                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3185       0.681460                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3185       0.681535                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3184       0.681609                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3183       0.681683                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3182       0.681758                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3182       0.681832                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3181       0.681907                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3180       0.681982                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3179       0.682056                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3179       0.682131                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3178       0.682206                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3177       0.682281                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3176       0.682356                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3176       0.682430                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3175       0.682506                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3174       0.682581                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3173       0.682656                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3173       0.682731                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3172       0.682806                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3171       0.682881                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3170       0.682957                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3170       0.683032                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3169       0.683107                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3168       0.683183                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3167       0.683259                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3167       0.683334                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3166       0.683410                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3165       0.683485                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3164       0.683561                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3164       0.683637                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3163       0.683713                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3162       0.683789                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3161       0.683865                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3161       0.683941                 NaN            NaN            NaN            NaN            NaN
