|6.6.6
Archiving\03_Data\frac/QFM_m3/ALH/ALH_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1503.76        2500.00        99.0093                 NaN            NaN  0.692882E-002            NaN  0.983773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0107                 NaN            NaN  0.680974E-002            NaN  0.982527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0111                 NaN            NaN  0.669177E-002            NaN  0.982188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0126                 NaN            NaN  0.655238E-002            NaN  0.980840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0086                 NaN            NaN  0.644906E-002            NaN  0.984919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0062                 NaN            NaN  0.632544E-002            NaN  0.987426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0026                 NaN            NaN  0.620712E-002            NaN  0.991210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9935                 NaN            NaN  0.606241E-002            NaN   1.00040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9838                 NaN            NaN  0.592531E-002            NaN   1.01030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9710                 NaN            NaN  0.578657E-002            NaN   1.02317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9544                 NaN            NaN  0.562412E-002            NaN   1.03996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9283                 NaN            NaN  0.543112E-002            NaN   1.06632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8945                 NaN            NaN  0.519906E-002            NaN   1.10034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6749                 NaN            NaN  0.337994E-002            NaN  0.629416       0.692329                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5402                 NaN            NaN  0.190465E-002            NaN  0.323506        1.13442                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5590                 NaN            NaN  0.175479E-002            NaN  0.323353        1.11592                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5753                 NaN            NaN  0.160484E-002            NaN  0.321936        1.10121                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5935                 NaN            NaN  0.149897E-002            NaN  0.321986        1.08306                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6096                 NaN            NaN  0.135373E-002            NaN  0.322056        1.06698                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6252                 NaN            NaN  0.122935E-002            NaN   1.05292       0.320670                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6412                 NaN  0.212183E-005  0.110298E-002            NaN  0.319905        1.03777                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6551                 NaN  0.139004E-005  0.988434E-003            NaN   1.02534       0.318531                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6699                 NaN            NaN  0.876316E-003            NaN  0.317793        1.01147                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6834                 NaN            NaN  0.742923E-003            NaN  0.316041       0.999796                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6963                 NaN            NaN  0.645779E-003            NaN  0.988641       0.314404                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7094                 NaN            NaN  0.521140E-003            NaN  0.314951       0.975148                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7204                 NaN            NaN  0.435417E-003            NaN  0.312845       0.966335                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7328                 NaN  0.339723E-005  0.337572E-003            NaN  0.310751       0.956119                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7433                 NaN            NaN  0.219535E-003            NaN  0.309314       0.947120                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7522                 NaN            NaN  0.119216E-003            NaN  0.940230       0.307434                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7651                 NaN            NaN  0.457149E-004            NaN  0.928628       0.306272                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7734                 NaN            NaN  0.354292E-003            NaN  0.306619       0.919584                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7824                 NaN            NaN            NaN            NaN  0.300748       0.916824                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7923                 NaN            NaN  0.205792E-002            NaN  0.896153       0.309488                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7985                 NaN            NaN            NaN            NaN  0.902299       0.299182                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8069                 NaN            NaN            NaN            NaN  0.296495       0.896620                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.8145                 NaN            NaN            NaN            NaN  0.296333       0.889148                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.3623                 NaN            NaN            NaN            NaN  0.873762       0.517099                 NaN            NaN  0.246851                 NaN            NaN            NaN
  1408.52        2500.00        97.1115                 NaN  0.209554                 NaN            NaN  0.713874       0.997555                 NaN            NaN  0.967478                 NaN            NaN            NaN
  1406.02        2500.00        97.0799                 NaN  0.525790                 NaN            NaN   1.27352       0.703390E-001            NaN            NaN   1.05046                 NaN            NaN            NaN
  1403.51        2500.00        97.1515                 NaN  0.522717                 NaN            NaN  0.349378E-001   1.26519                 NaN            NaN   1.02563                 NaN            NaN            NaN
  1401.00        2500.00        97.2158                 NaN  0.519443                 NaN            NaN  0.329163E-002   1.25832                 NaN            NaN   1.00319                 NaN            NaN            NaN
  1398.50        2500.00        97.2454                 NaN  0.490865                 NaN            NaN   1.20886       0.684974E-001            NaN            NaN  0.986347                 NaN            NaN            NaN
  1395.99        2500.00        97.3458                 NaN  0.498178                 NaN            NaN   1.20224                 NaN            NaN            NaN  0.953737                 NaN            NaN            NaN
  1393.48        2500.00        97.3881                 NaN  0.490335                 NaN            NaN   1.18372                 NaN            NaN            NaN  0.937826                 NaN            NaN            NaN
  1390.98        2500.00        97.4406                 NaN  0.474271                 NaN            NaN   1.16874                 NaN            NaN            NaN  0.916418                 NaN            NaN            NaN
  1388.47        2500.00        97.4956                 NaN  0.469062                 NaN            NaN   1.13893                 NaN            NaN            NaN  0.896408                 NaN            NaN            NaN
  1385.96        2500.00        97.5431                 NaN  0.458844                 NaN            NaN   1.12085                 NaN            NaN            NaN  0.877258                 NaN            NaN            NaN
  1383.46        2500.00        97.5832                 NaN  0.457333                 NaN            NaN   1.09495                 NaN            NaN            NaN  0.864514                 NaN            NaN            NaN
  1380.95        2500.00        97.6507                 NaN  0.445148                 NaN            NaN   1.06777                 NaN            NaN            NaN  0.836427                 NaN            NaN            NaN
  1378.45        2500.00        97.6891                 NaN  0.441516                 NaN            NaN   1.04681                 NaN            NaN            NaN  0.822565                 NaN            NaN            NaN
  1375.94        2500.00        97.7214                 NaN  0.426190                 NaN            NaN   1.04474                 NaN            NaN            NaN  0.807687                 NaN            NaN            NaN
  1373.43        2500.00        97.7724                 NaN  0.417667                 NaN            NaN   1.02162                 NaN            NaN            NaN  0.788323                 NaN            NaN            NaN
  1370.93        2500.00        97.8282                 NaN  0.413588                 NaN            NaN  0.990872                 NaN            NaN            NaN  0.767369                 NaN            NaN            NaN
  1368.42        2500.00        97.8594                 NaN  0.406523                 NaN            NaN  0.979215                 NaN            NaN            NaN  0.754828                 NaN            NaN            NaN
  1365.91        2500.00        97.8989                 NaN  0.401137                 NaN            NaN  0.960142                 NaN            NaN            NaN  0.739831                 NaN            NaN            NaN
  1363.41        2500.00        97.9343                 NaN  0.392462                 NaN            NaN  0.948131                 NaN            NaN            NaN  0.725144                 NaN            NaN            NaN
  1360.90        2500.00        97.9730                 NaN  0.381598                 NaN            NaN  0.935948                 NaN            NaN            NaN  0.709417                 NaN            NaN            NaN
  1358.40        2500.00        98.0044                 NaN  0.381964                 NaN            NaN  0.916184                 NaN            NaN            NaN  0.697493                 NaN            NaN            NaN
  1355.89        2500.00        98.0452                 NaN  0.365968                 NaN            NaN  0.908913                 NaN            NaN            NaN  0.679919                 NaN            NaN            NaN
  1353.38        2500.00        98.0749                 NaN  0.356044                 NaN            NaN  0.901765                 NaN            NaN            NaN  0.667294                 NaN            NaN            NaN
  1350.88        2500.00        98.1075                 NaN  0.351648                 NaN            NaN  0.885881                 NaN            NaN            NaN  0.655018                 NaN            NaN            NaN
  1348.37        2500.00        98.1391                 NaN  0.340113                 NaN            NaN  0.879684                 NaN            NaN            NaN  0.641103                 NaN            NaN            NaN
  1345.86        2500.00        98.1667                 NaN  0.334473                 NaN            NaN  0.868991                 NaN            NaN            NaN  0.629816                 NaN            NaN            NaN
  1343.36        2500.00        98.1948                 NaN  0.325856                 NaN            NaN  0.861473                 NaN            NaN            NaN  0.617832                 NaN            NaN            NaN
  1340.85        2500.00        98.2257                 NaN  0.317761                 NaN            NaN  0.851052                 NaN            NaN            NaN  0.605531                 NaN            NaN            NaN
  1338.35        2500.00        98.1052                 NaN  0.301224                 NaN            NaN  0.905757                 NaN            NaN            NaN  0.635329       0.525381E-001            NaN            NaN
  1335.84        2500.00        98.0630                 NaN  0.291543                 NaN            NaN  0.922113                 NaN            NaN            NaN  0.643872       0.794773E-001            NaN            NaN
  1333.33        2500.00        98.1055                 NaN  0.284957                 NaN            NaN  0.903465                 NaN            NaN            NaN  0.629369       0.767500E-001            NaN            NaN
  1330.83        2500.00        98.1496                 NaN  0.277617                 NaN            NaN  0.884824                 NaN            NaN            NaN  0.613998       0.739710E-001            NaN            NaN
  1328.32        2500.00        98.1919                 NaN  0.273636                 NaN            NaN  0.862897                 NaN            NaN            NaN  0.600009       0.715297E-001            NaN            NaN
  1325.81        2500.00        98.2339                 NaN  0.266512                 NaN            NaN  0.845274                 NaN            NaN            NaN  0.585374       0.689211E-001            NaN            NaN
  1323.31        2500.00        98.2734                 NaN  0.259459                 NaN            NaN  0.828987                 NaN            NaN            NaN  0.571673       0.664817E-001            NaN            NaN
  1320.80        2500.00        98.3116                 NaN  0.252306                 NaN            NaN  0.813667                 NaN            NaN            NaN  0.558317       0.640762E-001            NaN            NaN
  1318.30        2500.00        98.3492                 NaN  0.244102                 NaN            NaN  0.799927                 NaN            NaN            NaN  0.545052       0.616758E-001            NaN            NaN
  1315.79        2500.00        98.3860                 NaN  0.237702                 NaN            NaN  0.784365                 NaN            NaN            NaN  0.532490       0.594287E-001            NaN            NaN
  1313.28        2500.00        98.4241                 NaN  0.230527                 NaN            NaN  0.768779                 NaN            NaN            NaN  0.519312       0.572511E-001            NaN            NaN
  1310.78        2500.00        98.4560                 NaN  0.221784                 NaN            NaN  0.759648                 NaN            NaN            NaN  0.507544       0.550091E-001            NaN            NaN
  1308.27        2500.00        98.4895                 NaN  0.214811                 NaN            NaN  0.746816                 NaN            NaN            NaN  0.495905       0.529210E-001            NaN            NaN
  1305.76        2500.00        98.5229                 NaN  0.207232                 NaN            NaN  0.734755                 NaN            NaN            NaN  0.484181       0.508855E-001            NaN            NaN
  1303.26        2500.00        98.5549                 NaN  0.200606                 NaN            NaN  0.722396                 NaN            NaN            NaN  0.473260       0.488421E-001            NaN            NaN
  1300.75        2500.00        98.5874                 NaN  0.190331                 NaN            NaN  0.714077                 NaN            NaN            NaN  0.461250       0.469230E-001            NaN            NaN
  1298.25        2500.00        98.6170                 NaN  0.184267                 NaN            NaN  0.702583                 NaN            NaN            NaN  0.451180       0.449938E-001            NaN            NaN
  1295.74        2500.00        70.3493                 NaN   1.46075                 NaN            NaN   5.99112                 NaN            NaN            NaN   4.24398       0.585300        17.3695                 NaN
  1293.23        2500.00        73.8340                 NaN   1.23160                 NaN            NaN   5.46208                 NaN            NaN            NaN   3.75331       0.499941        15.2191                 NaN
  1290.73        2500.00        78.5975                 NaN  0.947685                 NaN            NaN   4.64815                 NaN            NaN            NaN   3.09245       0.398189        12.3161                 NaN
  1288.22        2500.00        82.0637                 NaN  0.720641                 NaN            NaN   4.06759                 NaN            NaN            NaN   2.60819       0.324725        10.2151                 NaN
  1285.71        2500.00        84.5819                 NaN  0.544320                 NaN            NaN   3.65592                 NaN            NaN            NaN   2.25406       0.271295        8.69251                 NaN
  1283.21        2500.00        86.0016                 NaN  0.412859                 NaN            NaN   3.44152                 NaN            NaN            NaN   2.06136       0.239422        7.84321                 NaN
  1280.70        2500.00        85.6187                 NaN  0.520597                 NaN            NaN   3.52542                 NaN            NaN            NaN   2.14804       0.257793        7.92944                 NaN
  1278.20        2500.00        83.3533                 NaN            NaN            NaN            NaN   4.54988                 NaN            NaN            NaN   2.40291       0.279089        9.41480                 NaN
  1275.69        2500.00        99.0218                 NaN            NaN            NaN            NaN  0.664915                 NaN            NaN            NaN  0.145768                 NaN  0.167512                 NaN
  1273.18        2500.00        90.9885                 NaN            NaN            NaN            NaN   2.75327                 NaN            NaN            NaN   1.35683       0.958612E-001   4.80553                 NaN
  1270.68        2500.00        91.6195                 NaN            NaN            NaN            NaN   2.47925                 NaN            NaN            NaN   1.25755       0.117091        4.52665                 NaN
  1268.17        2500.00        92.6546                 NaN            NaN            NaN            NaN   2.20696                 NaN            NaN            NaN   1.10177       0.995804E-001   3.93712                 NaN
  1265.66        2500.00        88.9558                 NaN            NaN            NaN            NaN   3.15080                 NaN            NaN            NaN   1.67572       0.155180        6.06248                 NaN
  1263.16        2500.00        96.5770                 NaN            NaN            NaN            NaN  0.979284                 NaN            NaN            NaN  0.458510       0.480406E-001   1.93718                 NaN
  1260.65        2500.00        95.6522                 NaN            NaN            NaN            NaN  0.817190       0.411698                 NaN            NaN  0.609553       0.804682E-001   2.42892                 NaN
  1258.15        2500.00        94.6037                 NaN            NaN            NaN            NaN   1.52451                 NaN            NaN            NaN  0.946974       0.612972E-001   2.86351                 NaN
  1255.64        2500.00        95.1873                 NaN            NaN            NaN            NaN   1.69503                 NaN            NaN            NaN  0.632544       0.579279E-001   2.42720                 NaN
  1253.13        2500.00        95.0003                 NaN            NaN            NaN            NaN   1.41858                 NaN            NaN            NaN  0.779043       0.873625E-001   2.71476                 NaN
  1250.63        2500.00        95.2795                 NaN            NaN            NaN            NaN  0.509415       0.774462                 NaN            NaN  0.661148       0.624754E-001   2.71305                 NaN
  1248.12        2500.00        96.5692                 NaN            NaN            NaN            NaN  0.914598                 NaN            NaN            NaN  0.440405       0.548935E-001   2.02091                 NaN
  1245.61        2500.00        79.3730                 NaN   1.16256                 NaN            NaN  0.192104                 NaN            NaN            NaN   1.88030       0.294229        11.5542        5.54365     
  1243.11        2500.00        95.7366                 NaN            NaN            NaN            NaN   1.95175        1.18882                 NaN            NaN   1.12279                 NaN            NaN            NaN
  1240.60        2500.00        99.4569                 NaN            NaN            NaN            NaN  0.329816                 NaN            NaN            NaN  0.134052                 NaN  0.792401E-001            NaN
  1238.10        2500.00        97.7847                 NaN            NaN            NaN            NaN  0.734230                 NaN            NaN            NaN  0.248364       0.109145E-001   1.22174                 NaN
  1235.59        2500.00        97.2744                 NaN            NaN            NaN            NaN  0.793469                 NaN            NaN            NaN  0.362594                 NaN   1.56951                 NaN
  1233.08        2500.00        83.6406                 NaN            NaN            NaN            NaN  0.213311        2.16296                 NaN            NaN   1.55061       0.107418        7.27979        5.04529     
  1230.58        2500.00        73.4878                 NaN            NaN            NaN            NaN   1.12775       0.427319E-004   1.83272       0.266756E-004   2.25618       0.212883        11.9186        9.16394     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.22682        9.84624       0.444991E-004            NaN   8.30476       0.610344        46.7162        32.2956     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.380726        7.41485        4.33541       0.153629E-004   8.35017       0.581974        46.6436        32.2933     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.77637        9.45766                 NaN            NaN   8.44529       0.560532        46.4449        32.3152     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   1.79708        10.4302                 NaN            NaN   8.44648       0.560989        46.4510        32.3143     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08468        9.98946       0.375658E-005            NaN   8.31122       0.602898        46.7241        32.2876     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.02157        10.0654       0.142683E-004            NaN   8.29049       0.606025        46.7190        32.2975     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   8.91678        3.25334       0.151011E-005            NaN   8.34397       0.592044        46.5750        32.3189     
  1210.53        2500.00                 NaN            NaN   3.44217                 NaN            NaN   6.05013       0.232284E-002            NaN            NaN   7.97910       0.805437        48.0456        33.6753     
  1208.02        2500.00                 NaN            NaN   3.44329                 NaN            NaN   6.05649       0.202588E-002            NaN            NaN   7.98120       0.803894        48.0336        33.6795     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   8.97682        3.21225                 NaN            NaN   8.37914       0.582143        46.5240        32.3256     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.03347        10.0737       0.333111E-005            NaN   8.33964       0.593736        46.6527        32.3068     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   8.26231        3.88672                 NaN            NaN   8.42808       0.574583        46.5388        32.3095     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   9.01339        3.18316                 NaN            NaN   8.39220       0.579914        46.4994        32.3319     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.534602E-001   9.15501        3.00107                 NaN   8.40039       0.577292        46.4753        32.3375     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN  0.526770E-001   9.18967        2.97792                 NaN   8.40880       0.577917        46.4501        32.3429     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.515352E-001   9.20542        2.96327                 NaN   8.40937       0.574229        46.4539        32.3423     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.505475E-001   9.21798        2.95649                 NaN   8.41365       0.572947        46.4435        32.3449     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.867302E-002   9.16568        3.04573                 NaN   8.42913       0.572418        46.4338        32.3446     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.856175E-002   9.05310        3.16558                 NaN   8.41713       0.569395        46.4381        32.3481     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.844946E-002   9.16783        3.05287                 NaN   8.44724       0.566245        46.4088        32.3486     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.833677E-002   9.23151        2.98879                 NaN   8.43262       0.568071        46.4174        32.3533     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN  0.822326E-002   9.31008        2.91941                 NaN   8.44318       0.564091        46.3997        32.3553     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN  0.810972E-002   9.35798        2.88470                 NaN   8.43863       0.565653        46.3849        32.3600     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN  0.803090E-002   9.89111        2.34529                 NaN   8.52721       0.565644        46.3060        32.3568     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN  0.787995E-002   9.81550        2.42193                 NaN   8.53002       0.564836        46.3029        32.3569     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN  0.776037E-002   9.90097        2.34113                 NaN   8.54050       0.560901        46.2902        32.3585     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.764019E-002   10.1028        2.14001                 NaN   8.52859       0.561745        46.2997        32.3595     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN  0.752226E-002   9.73391        2.50503                 NaN   8.53643       0.560923        46.2970        32.3592     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN  0.740512E-002   10.0079        2.25000                 NaN   8.54661       0.557456        46.2644        32.3663     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.728863E-002   10.0867        2.18116                 NaN   8.55144       0.555707        46.2470        32.3707     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN  0.716549E-002   10.0528        2.21488                 NaN   8.55406       0.554530        46.2459        32.3707     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN  0.705008E-002   10.0098        2.25727                 NaN   8.55515       0.555199        46.2431        32.3724     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN  0.693514E-002   10.0978        2.16762                 NaN   8.56153       0.552917        46.2428        32.3705     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.682105E-002   10.1351        2.13505                 NaN   8.57110       0.551629        46.2260        32.3743     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.670769E-002   10.0525        2.22904                 NaN   8.57458       0.550360        46.2071        32.3797     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.659522E-002   10.0607        2.22274                 NaN   8.57961       0.548798        46.2002        32.3814     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.648353E-002   10.1684        2.11983                 NaN   8.58813       0.546409        46.1875        32.3832     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.637325E-002   10.1655        2.12587                 NaN   8.58981       0.545641        46.1816        32.3853     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN  0.626375E-002   10.1680        2.12712                 NaN   8.59152       0.544846        46.1746        32.3876     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN  0.664747E-003   9.20048        3.04573                 NaN   8.61805       0.543185        46.2218        32.3701     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0727        2.24099                 NaN            NaN   8.58965       0.545512        46.1553        32.3959     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN  0.422345E-003   9.25426        3.00081                 NaN   8.63493       0.540387        46.1945        32.3747     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN  0.481353E-003   9.27992        2.97841                 NaN   8.64358       0.539231        46.1815        32.3769     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   9.93663        2.39185       0.124970E-005            NaN   8.60142       0.543176        46.1197        32.4073     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN  0.422292E-003   9.31392        2.95295                 NaN   8.65552       0.536819        46.1588        32.3816     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN  0.416168E-003   9.31979        2.95333                 NaN   8.66176       0.535517        46.1446        32.3846     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN  0.151903E-002   10.1622        2.18173                 NaN   8.61099       0.536919        46.0958        32.4108     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN  0.116362E-003   9.33502        2.94686                 NaN   8.67265       0.532817        46.1230        32.3895     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN  0.235669E-003   9.34643        2.94077                 NaN   8.67891       0.531345        46.1101        32.3922     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN  0.307856E-003   9.37041        2.92047                 NaN   8.68795       0.530347        46.0962        32.3943     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN  0.113679E-002   10.0686        2.30015                 NaN   8.62706       0.533628        46.0426        32.4268     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.258743E-003   9.39186        2.90860                 NaN   8.70069       0.527699        46.0715        32.3994     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN  0.238381E-003   9.38009        2.92579                 NaN   8.70563       0.525943        46.0602        32.4021     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   9.26672        3.04838                 NaN            NaN   8.71076       0.524118        46.0437        32.4063     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   9.39147        2.92505                 NaN            NaN   8.71773       0.523299        46.0349        32.4075     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   9.46281        2.86345                 NaN            NaN   8.72854       0.520541        46.0134        32.4113     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.45965        2.87112                 NaN            NaN   8.73449       0.519249        46.0018        32.4137     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   9.45904        2.87677                 NaN            NaN   8.74070       0.517848        45.9894        32.4163     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN  0.544299E-003   9.40057        2.93384                 NaN   8.74485       0.518099        45.9844        32.4177     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   9.37904        2.96105                 NaN            NaN   8.74959       0.516599        45.9733        32.4204     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.39444        2.95081                 NaN            NaN   8.75637       0.515142        45.9602        32.4231     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   9.45839        2.89737                 NaN            NaN   8.76629       0.512392        45.9387        32.4269     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   9.46143        2.89955                 NaN            NaN   8.77281       0.510946        45.9257        32.4295     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   9.45624        2.91038                 NaN            NaN   8.78066       0.509381        45.9108        32.4325     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   9.39860        2.96702                 NaN            NaN   8.78184       0.509561        45.9092        32.4338     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN  0.799794E-004   9.39610        2.97463                 NaN   8.78806       0.508181        45.8965        32.4365     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN  0.641336E-004   9.39322        2.98255                 NaN   8.79420       0.506811        45.8840        32.4392     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN  0.657564E-004   9.38691        2.99391                 NaN   8.80025       0.505466        45.8715        32.4419     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN  0.600999E-004   9.38157        3.00441                 NaN   8.80652       0.504085        45.8587        32.4446     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN  0.512476E-004   9.37613        3.01509                 NaN   8.81243       0.502723        45.8461        32.4474     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   9.36983        3.02652                 NaN            NaN   8.81916       0.501315        45.8330        32.4501     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN  0.443313E-004   9.34921        3.05194                 NaN   8.82470       0.500114        45.8211        32.4529     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   9.36454        3.04232                 NaN            NaN   8.83155       0.498559        45.8074        32.4557     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   9.35682        3.05535                 NaN            NaN   8.83756       0.497162        45.7946        32.4585     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   9.34730        3.07028                 NaN            NaN   8.84368       0.495805        45.7816        32.4613     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   9.33917        3.08371                 NaN            NaN   8.84947       0.494400        45.7691        32.4641     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   9.31565        3.11223                 NaN            NaN   8.85477       0.493168        45.7572        32.4670     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   9.31245        3.12064                 NaN            NaN   8.86133       0.491767        45.7441        32.4697     
