|6.6.6
Archiving\03_Data\eq/QFM_m2.25/TIS/TIS_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1893       0.805060       0.567653E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1892       0.805142       0.567658E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1891       0.805224       0.567664E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1890       0.805306       0.567669E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1889       0.805388       0.567674E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1889       0.805470       0.567680E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1888       0.805552       0.567686E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1887       0.805634       0.567692E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1886       0.805717       0.567698E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1885       0.805799       0.567704E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1884       0.805882       0.567710E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1884       0.805964       0.567716E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1883       0.806046       0.567722E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1882       0.806129       0.567729E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1881       0.806212       0.567736E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1880       0.806294       0.567742E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1879       0.806377       0.567749E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1879       0.806460       0.567756E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1878       0.806543       0.567763E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1877       0.806625       0.567770E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1876       0.806708       0.567778E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1875       0.806791       0.567785E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1874       0.806874       0.567793E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1874       0.806957       0.567801E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1873       0.807041       0.567808E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1872       0.807124       0.567816E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1871       0.807207       0.567824E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1870       0.807290       0.567832E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1869       0.807373       0.567841E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1869       0.807457       0.567849E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1868       0.807540       0.567857E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1867       0.807624       0.567866E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1866       0.807707       0.567875E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1865       0.807791       0.567883E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1864       0.807874       0.567892E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1864       0.807958       0.567901E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1863       0.808041       0.567910E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1862       0.808125       0.567920E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1861       0.808209       0.567929E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1860       0.808292       0.567938E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1859       0.808376       0.567948E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1859       0.808460       0.567958E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1858       0.808544       0.567967E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1857       0.808628       0.567977E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1856       0.808712       0.567987E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1855       0.808796       0.567997E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1854       0.808880       0.568007E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1854       0.808964       0.568017E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1853       0.809048       0.568028E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1852       0.809132       0.568038E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1851       0.809216       0.568049E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1850       0.809301       0.568059E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1849       0.809385       0.568070E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1849       0.809469       0.568081E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1848       0.809554       0.568092E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1847       0.809638       0.568103E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1846       0.809723       0.568114E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1845       0.809807       0.568126E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1844       0.809891       0.568137E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1843       0.809976       0.568148E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1843       0.810060       0.568160E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1842       0.810145       0.568172E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1841       0.810230       0.568183E-002            NaN            NaN            NaN            NaN            NaN            NaN
