|6.6.6
Archiving\03_Data\frac/QFM/TAY13/TAY13_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1864.66        2500.00        99.4484       0.542019                 NaN  0.957000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4500       0.540413                 NaN  0.955569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4519       0.538559                 NaN  0.951607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4540       0.536534                 NaN  0.950299E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4542       0.536332                 NaN  0.949333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4586       0.532001                 NaN  0.941111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4591       0.531541                 NaN  0.940088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4610       0.529662                 NaN  0.937454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4622       0.528424                 NaN  0.934612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4637       0.526998                 NaN  0.932974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4641       0.526633                 NaN  0.930057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4680       0.522802                 NaN  0.923526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.8128       0.183748                 NaN  0.349266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.7887        1.19057                 NaN  0.207192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.6105       0.382689                 NaN  0.677751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6648       0.329410                 NaN  0.576702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4702       0.520669                 NaN  0.914418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4693       0.521600                 NaN  0.914552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3589       0.630023                 NaN  0.110372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5881       0.404835                 NaN  0.705616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4683       0.522574                 NaN  0.910680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4763       0.514770                 NaN  0.893747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4726       0.518399                 NaN  0.900694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4734       0.517685                 NaN  0.895225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4732       0.517905                 NaN  0.893913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4731       0.517945                 NaN  0.890964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4724       0.518663                 NaN  0.890418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5173       0.474592                 NaN  0.813867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4260       0.564361                 NaN  0.961048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4729       0.518312                 NaN  0.881482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4702       0.521017                 NaN  0.881860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4717       0.519561                 NaN  0.876161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5490       0.443494                 NaN  0.752993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3912       0.598835                 NaN  0.994156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4656       0.525663                 NaN  0.876613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4694       0.521918                 NaN  0.864786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4643       0.526948                 NaN  0.870753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4656       0.525718                 NaN  0.864235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4317       0.559170                 NaN  0.915708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4947       0.497170                 NaN  0.808509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4607       0.530753                 NaN  0.859564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4595       0.531948                 NaN  0.857457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4577       0.533690                 NaN  0.856060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4563       0.535209                 NaN  0.853523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4535       0.537931                 NaN  0.852959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4534       0.538080                 NaN  0.850715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4513       0.540218                 NaN  0.847368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4419       0.549506                 NaN  0.857879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4541       0.537589                 NaN  0.833192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4408       0.550692                 NaN  0.849020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4475       0.544141                 NaN  0.834011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4417       0.549948                 NaN  0.838649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4382       0.553425                 NaN  0.838397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4361       0.555494                 NaN  0.837029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4356       0.556051                 NaN  0.832005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4677       0.524473                 NaN  0.780235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3953       0.595850                 NaN  0.880969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4287       0.563040                 NaN  0.827760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4266       0.565146                 NaN  0.825852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4242       0.567572                 NaN  0.824608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4216       0.570163                 NaN  0.823437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4190       0.572749                 NaN  0.822419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4177       0.574094                 NaN  0.819819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4125       0.579255                 NaN  0.822261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.9658       0.337411E-001            NaN  0.489140E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.8605        1.12372                 NaN  0.157660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4090       0.582923                 NaN  0.812267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4041       0.587773                 NaN  0.814213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4045       0.587419                 NaN  0.809226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4033       0.588655                 NaN  0.806847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3999       0.592008                 NaN  0.806472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4157       0.576520                 NaN  0.782180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3781       0.613630                 NaN  0.827121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3931       0.598879                 NaN  0.803845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3923       0.599661                 NaN  0.799987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3913       0.600773                 NaN  0.797585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3912       0.600839                 NaN  0.794160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3865       0.605493                 NaN  0.796549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3876       0.604447                 NaN  0.791600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3864       0.605676                 NaN  0.789999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3853       0.606827                 NaN  0.787078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3835       0.608664                 NaN  0.788308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3840       0.608185                 NaN  0.782899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3827       0.609483                 NaN  0.781515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3814       0.610742                 NaN  0.780919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3829       0.609389                 NaN  0.775497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3815       0.610699                 NaN  0.775382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3781       0.614166                 NaN  0.777674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3843       0.607999                 NaN  0.766378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3798       0.612548                 NaN  0.769285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3842       0.608218                 NaN  0.762351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3621       0.630027                 NaN  0.787940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3987       0.593899                 NaN  0.736975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3849       0.607569                 NaN  0.756123E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3855       0.606949                 NaN  0.754063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3860       0.606485                 NaN  0.751012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3847       0.607818                 NaN  0.751857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3917       0.600853                 NaN  0.741878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3903       0.602260                 NaN  0.742571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7393       0.283445                 NaN            NaN  0.977226                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6279       0.215065                 NaN            NaN   1.15704                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6517       0.210977                 NaN            NaN   1.13730                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6748       0.207768                 NaN            NaN   1.11744                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6971       0.202946                 NaN            NaN   1.09995                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7190       0.200075                 NaN            NaN   1.08089                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7394       0.195498                 NaN            NaN   1.06507                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7606       0.190829                 NaN            NaN   1.04855                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6350       0.210191                 NaN            NaN   1.15485                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9440       0.163986                 NaN            NaN  0.891970                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8207       0.181226                 NaN            NaN  0.998122                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8363       0.177931                 NaN            NaN  0.985740                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8562       0.173284                 NaN            NaN  0.970519                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8712       0.169671                 NaN            NaN  0.959167                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        97.2322       0.428063                 NaN            NaN   2.33977                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.5094       0.740693E-001            NaN            NaN  0.416522                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9419       0.157130                 NaN            NaN  0.900968                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9530       0.153032                 NaN            NaN  0.893987                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9673       0.151129                 NaN            NaN  0.881567                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9819       0.147243                 NaN            NaN  0.870818                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9960       0.144866                 NaN            NaN  0.859125                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0093       0.144045                 NaN            NaN  0.846630                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0240       0.138505                 NaN            NaN  0.837455                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0345       0.135032                 NaN            NaN  0.830475                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0500       0.134191                 NaN            NaN  0.815782                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0581       0.131199                 NaN            NaN  0.810679                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0767       0.128157                 NaN            NaN  0.795122                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0840       0.124685                 NaN            NaN  0.791330                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0968       0.122487                 NaN            NaN  0.780722                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1013       0.125911                 NaN            NaN  0.772739                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1282       0.113062                 NaN            NaN  0.758734                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1296       0.115711                 NaN            NaN  0.754702                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1401       0.113582                 NaN            NaN  0.746337                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1504       0.109434                 NaN            NaN  0.740176                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1619       0.109425                 NaN            NaN  0.728643                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1708       0.105290                 NaN            NaN  0.723863                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1800       0.105318                 NaN            NaN  0.714699                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1898       0.102031                 NaN            NaN  0.708132                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1978       0.988305E-001            NaN            NaN  0.703403                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2066       0.963548E-001            NaN            NaN  0.697070                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2154       0.949753E-001            NaN            NaN  0.689576                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2232       0.915557E-001            NaN            NaN  0.685216                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2291       0.905027E-001            NaN            NaN  0.680382                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2420       0.866728E-001            NaN            NaN  0.671297                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3275       0.770080E-001            NaN            NaN  0.595476                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1652       0.854597E-001            NaN            NaN  0.749297                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2634       0.812524E-001            NaN            NaN  0.655311                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2680       0.811611E-001            NaN            NaN  0.650873                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2773       0.748309E-001            NaN            NaN  0.647895                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2806       0.726048E-001            NaN            NaN  0.646815                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2891       0.711168E-001            NaN            NaN  0.639816                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2932       0.679293E-001            NaN            NaN  0.638864                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2998       0.662267E-001            NaN            NaN  0.633955                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.3057       0.642999E-001            NaN            NaN  0.629980                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.3124       0.630678E-001            NaN            NaN  0.624544                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.3153       0.576426E-001            NaN            NaN  0.627063                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.3217       0.559525E-001            NaN            NaN  0.622338                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.3289       0.641114E-001            NaN            NaN  0.606984                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.3316       0.443130E-001            NaN            NaN  0.624097                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.3366       0.506031E-001            NaN            NaN  0.612755                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3397       0.470502E-001            NaN            NaN  0.613219                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3454       0.472337E-001            NaN            NaN  0.607388                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.3480       0.410303E-001            NaN            NaN  0.611001                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.3532       0.408889E-001            NaN            NaN  0.605912                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.3545       0.381000E-001            NaN            NaN  0.607417                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.3604       0.405319E-001            NaN            NaN  0.599075                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.3629       0.289261E-001            NaN            NaN  0.608148                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        99.1466       0.615210E-001            NaN            NaN  0.454192       0.337652                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7559       0.117270                 NaN            NaN  0.178346       0.948494                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7709       0.115897                 NaN            NaN  0.175219       0.937938                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7850       0.113415                 NaN            NaN  0.175706       0.925918                 NaN            NaN            NaN            NaN            NaN
