|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1377.10        2500.00                 NaN   99.0856       0.607317E-002  0.400417                 NaN            NaN  0.177347       0.330603                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.0408       0.391432       0.705639E-001            NaN            NaN  0.159789       0.337392                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.1451       0.376161E-002  0.365809                 NaN            NaN  0.171420       0.313897                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1129       0.392792                 NaN            NaN            NaN  0.173862       0.320397                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1213       0.388862                 NaN            NaN            NaN  0.172452       0.317410                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1285       0.387933                 NaN            NaN            NaN  0.169359       0.314249                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.1290       0.352693       0.556335E-001            NaN            NaN  0.152027       0.310645                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.1445       0.381130                 NaN            NaN            NaN  0.166414       0.307918                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.1452       0.352324       0.482069E-001            NaN            NaN  0.149927       0.304318                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.1607       0.374729                 NaN            NaN            NaN  0.162860       0.301704                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.1681       0.371164                 NaN            NaN            NaN  0.161860       0.298906                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1753       0.367738                 NaN            NaN            NaN  0.160690       0.296283                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.1840       0.363807                 NaN            NaN            NaN  0.159295       0.292940                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.1902       0.365198                 NaN            NaN            NaN  0.154979       0.289669                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.1969       0.351879                 NaN            NaN            NaN  0.161950       0.289264                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2056       0.359279                 NaN            NaN            NaN  0.151982       0.283094                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2077       0.354057                 NaN            NaN            NaN  0.154763       0.283442                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2220       0.350866                 NaN            NaN            NaN  0.149585       0.277535                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2247       0.348985                 NaN            NaN            NaN  0.149781       0.276576                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2295       0.349725                 NaN            NaN            NaN  0.146530       0.274260                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.2386       0.348489                 NaN            NaN            NaN  0.142776       0.270094                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.2443       0.345926                 NaN            NaN            NaN  0.141733       0.268066                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.2519       0.338040                 NaN            NaN            NaN  0.144113       0.265932                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.2575       0.339182                 NaN            NaN            NaN  0.140248       0.263089                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.2672       0.340485                 NaN            NaN            NaN  0.134007       0.258350                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.2668       0.330407                 NaN            NaN            NaN  0.142399       0.260410                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2742       0.334739                 NaN            NaN            NaN  0.134949       0.256110                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2820       0.329489                 NaN            NaN            NaN  0.135154       0.253332                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.2842       0.332643                 NaN            NaN            NaN  0.131206       0.251969                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.2947       0.328200                 NaN            NaN            NaN  0.129407       0.247737                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.2980       0.327876                 NaN            NaN            NaN  0.127867       0.246228                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3056       0.321862                 NaN            NaN            NaN  0.128703       0.243789                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3070       0.324740                 NaN            NaN            NaN  0.125604       0.242632                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3180       0.320391                 NaN            NaN            NaN  0.123305       0.238320                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3215       0.323803                 NaN            NaN            NaN  0.118004       0.236721                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3260       0.319652                 NaN            NaN            NaN  0.119625       0.234731                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3317       0.316802                 NaN            NaN            NaN  0.118782       0.232681                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3368       0.313980                 NaN            NaN            NaN  0.118278       0.230895                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3410       0.316195                 NaN            NaN            NaN  0.114326       0.228473                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3481       0.311219                 NaN            NaN            NaN  0.114426       0.226209                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3521       0.311420                 NaN            NaN            NaN  0.112075       0.224410                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3557       0.312498                 NaN            NaN            NaN  0.109380       0.222421                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.3618       0.307854                 NaN            NaN            NaN  0.109952       0.220408                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.3664       0.307347                 NaN            NaN            NaN  0.107792       0.218488                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3698       0.308269                 NaN            NaN            NaN  0.105287       0.216613                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3746       0.307335                 NaN            NaN            NaN  0.103414       0.214667                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3789       0.306394                 NaN            NaN            NaN  0.101838       0.212853                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3832       0.306737                 NaN            NaN            NaN  0.991915E-001  0.210891                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.3879       0.304555                 NaN            NaN            NaN  0.984374E-001  0.209084                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.3924       0.305285                 NaN            NaN            NaN  0.953988E-001  0.206928                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.3950       0.303611                 NaN            NaN            NaN  0.952460E-001  0.206099                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4002       0.301993                 NaN            NaN            NaN  0.938809E-001  0.203938                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4048       0.299884                 NaN            NaN            NaN  0.929958E-001  0.202336                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4077       0.302879                 NaN            NaN            NaN  0.891384E-001  0.200292                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4114       0.301930                 NaN            NaN            NaN  0.876980E-001  0.198927                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.4153       0.302003                 NaN            NaN            NaN  0.854512E-001  0.197261                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4168       0.301668                 NaN            NaN            NaN  0.851008E-001  0.196400                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.4249       0.296200                 NaN            NaN            NaN  0.850064E-001  0.193853                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.4247       0.304070                 NaN            NaN            NaN  0.786641E-001  0.192612                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.4282       0.303652                 NaN            NaN            NaN  0.770120E-001  0.191157                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4333       0.297695                 NaN            NaN            NaN  0.791930E-001  0.189768                 NaN            NaN            NaN
  1306.54        2500.00                 NaN   99.4349       0.303665                 NaN            NaN            NaN  0.732101E-001  0.188231                 NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.4396       0.301353                 NaN            NaN            NaN  0.722765E-001  0.186758                 NaN            NaN            NaN
  1304.22        2500.00                 NaN   99.4411       0.303569                 NaN            NaN            NaN  0.698444E-001  0.185500                 NaN            NaN            NaN
  1303.07        2500.00                 NaN   93.4160        1.42388                 NaN            NaN            NaN  0.337898       0.960457        3.86175                 NaN            NaN
  1301.91        2500.00                 NaN   91.1523        1.85657                 NaN            NaN            NaN  0.436182        1.25279        5.30220                 NaN            NaN
  1300.75        2500.00                 NaN   87.2243        2.56962                 NaN            NaN            NaN  0.596897        1.80392        7.65814       0.147124                 NaN
  1299.60        2500.00                 NaN   79.1597        3.98197                 NaN            NaN            NaN  0.996729        2.93202        12.4922       0.437379                 NaN
  1298.44        2500.00                 NaN   80.8833        3.65814                 NaN            NaN            NaN  0.959479        2.70014        11.4022       0.396747                 NaN
  1297.28        2500.00                 NaN   82.7342        3.33248                 NaN            NaN            NaN  0.886288        2.44925        10.2442       0.353583                 NaN
  1296.13        2500.00                 NaN   84.4020        3.04974                 NaN            NaN            NaN  0.807270        2.22199        9.20406       0.314978                 NaN
  1294.97        2500.00                 NaN   85.9471        2.78924                 NaN            NaN            NaN  0.725730        2.01039        8.24760       0.279951                 NaN
  1293.81        2500.00                 NaN   87.2560        2.56717                 NaN            NaN            NaN  0.655782        1.83012        7.44023       0.250750                 NaN
  1292.66        2500.00                 NaN   88.3951        2.36933                 NaN            NaN            NaN  0.596008        1.67311        6.74062       0.225815                 NaN
  1291.50        2500.00                 NaN   89.4417        2.19609                 NaN            NaN            NaN  0.529633        1.52759        6.10197       0.202962                 NaN
  1290.34        2500.00                 NaN   90.0975        2.09952                 NaN            NaN            NaN  0.479534        1.43787        5.69705       0.188570                 NaN
  1289.19        2500.00                 NaN   88.1460        2.58353                 NaN            NaN            NaN  0.540822        1.73042        6.77403       0.225198                 NaN
  1288.03        2500.00                 NaN   94.3328        1.20780                 NaN            NaN            NaN  0.303184       0.821068        3.23381       0.101379                 NaN
  1286.87        2500.00                 NaN   88.9895        1.84577                 NaN            NaN            NaN  0.705747        1.69054        6.53793       0.230547                 NaN
  1285.72        2500.00                 NaN   68.5144        7.23163        1.76821                 NaN            NaN  0.432868        4.56010        17.0016       0.491170                 NaN
  1284.56        2500.00                 NaN   99.9437       0.657792E-002            NaN            NaN            NaN            NaN            NaN  0.361019E-001  0.136018E-001            NaN
  1283.40        2500.00                 NaN   99.7234       0.672074E-001            NaN            NaN            NaN            NaN  0.457327E-001  0.163675                 NaN            NaN
  1282.25        2500.00                 NaN   99.7587                 NaN            NaN            NaN            NaN  0.917573E-001  0.149520                 NaN            NaN            NaN
  1281.09        2500.00                 NaN   99.1403       0.965162E-001            NaN            NaN            NaN  0.151176       0.603554E-001  0.546809       0.482584E-002            NaN
  1279.93        2500.00                 NaN   99.7692                 NaN            NaN            NaN            NaN            NaN  0.155926E-002  0.222021       0.722652E-002            NaN
  1278.77        2500.00                 NaN   97.2467       0.779838                 NaN            NaN            NaN            NaN  0.382019        1.54017       0.512607E-001            NaN
  1277.62        2500.00                 NaN   93.4961        2.01173                 NaN            NaN            NaN            NaN  0.980335        3.42228       0.895910E-001            NaN
  1276.46        2500.00                 NaN   91.4443        2.47946                 NaN            NaN            NaN            NaN   1.23751        4.70020       0.138518                 NaN
  1275.30        2500.00                 NaN   99.0633       0.213532                 NaN            NaN            NaN  0.647723E-001  0.154019       0.490935       0.134784E-001            NaN
  1274.15        2500.00                 NaN   94.8472        1.07303                 NaN            NaN            NaN  0.267241       0.758398        2.96158       0.925590E-001            NaN
  1272.99        2500.00                 NaN   99.9999       0.287723E-004            NaN            NaN            NaN            NaN  0.133327E-004  0.330576E-004            NaN            NaN
  1271.83        2500.00                 NaN   93.0080        2.23735                 NaN            NaN            NaN            NaN   1.10512        3.56928       0.802305E-001            NaN
  1270.68        2500.00                 NaN   94.7064        1.36022                 NaN            NaN            NaN            NaN  0.737389        3.10216       0.938422E-001            NaN
  1269.52        2500.00                 NaN   99.4709       0.196892                 NaN            NaN            NaN            NaN  0.115495       0.203883       0.128083E-001            NaN
  1268.36        2500.00                 NaN   97.6176       0.815583                 NaN            NaN            NaN            NaN  0.353436        1.19234       0.210347E-001            NaN
  1267.21        2500.00                 NaN   94.3649        1.70397                 NaN            NaN            NaN            NaN  0.846472        3.00546       0.791991E-001            NaN
  1266.05        2500.00                 NaN   95.8842        1.13860                 NaN            NaN            NaN            NaN  0.582683        2.31931       0.751568E-001            NaN
  1264.89        2500.00                 NaN   98.6383       0.468554                 NaN            NaN            NaN            NaN  0.228220       0.654167       0.107308E-001            NaN
  1263.74        2500.00                 NaN   96.1056        1.18964                 NaN            NaN            NaN            NaN  0.589031        2.07001       0.457658E-001            NaN
  1262.58        2500.00                 NaN   90.3607        1.48511        1.23659                 NaN            NaN            NaN   1.56449        5.19031       0.162788                 NaN
  1261.42        2500.00                 NaN  100.0000       0.122320E-004            NaN            NaN            NaN  0.107499E-004            NaN            NaN            NaN            NaN
  1260.27        2500.00                 NaN   99.9934       0.167496E-002            NaN            NaN            NaN            NaN  0.109463E-002  0.373627E-002  0.136275E-003            NaN
  1259.11        2500.00                 NaN  100.0000       0.438943E-005            NaN            NaN            NaN            NaN  0.292495E-005  0.997238E-005            NaN            NaN
  1257.95        2500.00                 NaN   99.5322       0.730640E-001  0.109703                 NaN            NaN            NaN            NaN  0.282149       0.286373E-002            NaN
  1256.80        2500.00                 NaN   99.8219                 NaN            NaN            NaN            NaN            NaN  0.918734E-001  0.804832E-001  0.579200E-002            NaN
  1255.64        2500.00                 NaN   89.8184        1.32196        1.64576                 NaN            NaN            NaN   1.47114        5.60683       0.135907                 NaN
  1254.48        2500.00                 NaN   99.6062       0.118100                 NaN            NaN            NaN            NaN            NaN  0.275706                 NaN            NaN
  1253.33        2500.00                 NaN   99.1138       0.421745E-001  0.254909E-004            NaN            NaN  0.242494E-002  0.113712       0.720055       0.782938E-002            NaN
  1252.17        2500.00                 NaN   99.9502                 NaN            NaN            NaN            NaN            NaN  0.156827E-001  0.335335E-001  0.600341E-003            NaN
  1251.01        2500.00                 NaN   96.7267        1.26566                 NaN            NaN            NaN            NaN  0.461927        1.52469       0.210077E-001            NaN
  1249.86        2500.00                 NaN   98.4212       0.359318       0.878730E-001            NaN            NaN            NaN  0.220847       0.879625       0.311708E-001            NaN
  1248.70        2500.00                 NaN   97.6945       0.755553                 NaN            NaN            NaN            NaN  0.339347        1.18686       0.237035E-001            NaN
  1247.54        2500.00                 NaN   97.6828       0.202915                 NaN            NaN            NaN            NaN  0.321029        1.73298       0.602499E-001            NaN
  1246.39        2500.00                 NaN   98.4918       0.816518       0.112609E-003            NaN            NaN            NaN  0.182155       0.496872       0.125040E-001            NaN
  1245.23        2500.00                 NaN   98.2569       0.617657                 NaN            NaN            NaN            NaN  0.318804       0.802666       0.392594E-002            NaN
  1244.07        2500.00                 NaN   97.7509       0.625933                 NaN            NaN            NaN            NaN  0.331366        1.27346       0.183919E-001            NaN
  1242.92        2500.00                 NaN   98.9485       0.253018       0.798347E-001            NaN            NaN            NaN  0.149117       0.557280       0.122537E-001            NaN
  1241.76        2500.00                 NaN   93.5578        1.65760                 NaN            NaN            NaN            NaN  0.939374        3.55670       0.743390E-001  0.214170     
  1240.60        2500.00                 NaN   99.9999       0.227290E-004            NaN            NaN            NaN            NaN  0.983782E-005  0.551477E-004  0.105100E-005            NaN
  1239.45        2500.00                 NaN   99.5008       0.857836E-003  0.130213                 NaN            NaN            NaN  0.726372E-001  0.288992       0.645974E-002            NaN
  1238.29        2500.00                 NaN  100.0000       0.132229E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.13        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.265959E-005            NaN  0.185801E-005
  1235.98        2500.00                 NaN   86.3192        2.11558                 NaN            NaN            NaN            NaN   1.31654        5.82899       0.870108E-001   4.33266     
  1234.82        2500.00                 NaN   89.9060        1.47259                 NaN            NaN            NaN            NaN  0.957824        4.33002       0.651911E-001   3.26833     
  1233.66        2500.00                 NaN   92.3823        1.06834                 NaN            NaN            NaN            NaN  0.703038        3.34873       0.543604E-001   2.44322     
  1232.51        2500.00                 NaN   89.2226        1.50963                 NaN            NaN            NaN            NaN  0.998085        4.66930       0.724767E-001   3.52786     
  1231.35        2500.00                 NaN   89.5830        1.25096                 NaN            NaN            NaN            NaN  0.958233        4.82249       0.579947E-001   3.32730     
  1230.19        2500.00                 NaN   77.1111       0.367573        2.58309                 NaN            NaN            NaN   1.98446        10.3829       0.143826        7.42708     
  1229.03        2500.00                 NaN            NaN   11.6826                 NaN            NaN            NaN            NaN   8.37495        46.3137       0.612960        33.0158     
  1227.88        2500.00                 NaN            NaN   2.80373        8.69656       0.137701E-004            NaN            NaN   8.23167        46.6363       0.648102        32.9836     
  1226.72        2500.00                 NaN            NaN  0.269851        11.4315                 NaN            NaN            NaN   8.38770        46.2812       0.608367        33.0214     
  1225.56        2500.00                 NaN            NaN   7.09338        4.50242       0.145789E-005            NaN            NaN   8.30180        46.4683       0.631408        33.0027     
  1224.41        2500.00                 NaN            NaN   7.19889        4.40598       0.105872E-004            NaN            NaN   8.30307        46.4585       0.628569        33.0050     
  1223.25        2500.00                 NaN            NaN   8.13351        3.49568                 NaN            NaN            NaN   8.30756        46.4030       0.640579        33.0197     
  1222.09        2500.00                 NaN            NaN   8.00436        3.52586                 NaN            NaN            NaN   8.22369        46.6031       0.646938        32.9960     
  1220.94        2500.00                 NaN            NaN   8.34920        3.17318       0.112709E-003            NaN            NaN   8.23691        46.6007       0.646425        32.9935     
  1219.78        2500.00                 NaN            NaN   2.88515        8.63151                 NaN            NaN            NaN   8.25497        46.5926       0.645565        32.9902     
  1218.62        2500.00                 NaN            NaN   7.30259        4.30070                 NaN            NaN            NaN   8.31442        46.4442       0.628833        33.0092     
