|6.6.6
Archiving\03_Data\frac/QFM_m2/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1581.45        2500.00        98.9609                 NaN            NaN            NaN  0.115689                 NaN  0.923403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9861                 NaN            NaN            NaN  0.114862                 NaN  0.899074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9733                 NaN            NaN            NaN  0.113050                 NaN  0.913624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0345                 NaN            NaN            NaN  0.106454                 NaN  0.859049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0238                 NaN            NaN            NaN  0.104402                 NaN  0.871805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0410                 NaN            NaN            NaN  0.104111                 NaN  0.854897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0527                 NaN            NaN            NaN  0.997594E-001            NaN  0.847539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0657                 NaN            NaN            NaN  0.979611E-001            NaN  0.836374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0788                 NaN            NaN            NaN  0.949216E-001            NaN  0.826231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0881                 NaN            NaN            NaN  0.925667E-001            NaN  0.819367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1060                 NaN            NaN            NaN  0.910016E-001            NaN  0.802953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1089                 NaN            NaN            NaN  0.871587E-001            NaN  0.803984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1297                 NaN            NaN            NaN  0.844304E-001            NaN  0.785832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1378                 NaN            NaN            NaN  0.847474E-001            NaN  0.777473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1495                 NaN            NaN            NaN  0.804402E-001            NaN  0.770020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1549                 NaN            NaN            NaN  0.766322E-001            NaN  0.768503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1707                 NaN            NaN            NaN  0.750637E-001            NaN  0.754272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1812                 NaN            NaN            NaN  0.752103E-001            NaN  0.743567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1904                 NaN            NaN            NaN  0.713896E-001            NaN  0.738214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1989                 NaN            NaN            NaN  0.693571E-001            NaN  0.731702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2085                 NaN            NaN            NaN  0.680305E-001            NaN  0.723473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2163                 NaN            NaN            NaN  0.630260E-001            NaN  0.720717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2256                 NaN            NaN            NaN  0.622467E-001            NaN  0.712199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2349                 NaN            NaN            NaN  0.592115E-001            NaN  0.705902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2422                 NaN            NaN            NaN  0.569219E-001            NaN  0.700855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9314                 NaN            NaN            NaN  0.976254E-001            NaN  0.971000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.5994                 NaN            NaN            NaN  0.286861E-001            NaN  0.371932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2662                 NaN            NaN            NaN  0.505790E-001            NaN  0.683172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2731                 NaN            NaN            NaN  0.478660E-001            NaN  0.679062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2458                 NaN            NaN            NaN  0.515965E-001            NaN  0.702577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.3229                 NaN            NaN            NaN  0.366778E-001            NaN  0.640443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2922                 NaN            NaN            NaN  0.391749E-001            NaN  0.668596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2978                 NaN            NaN            NaN  0.362860E-001            NaN  0.665901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3068                 NaN            NaN            NaN  0.351657E-001            NaN  0.658025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1857                 NaN            NaN            NaN            NaN            NaN  0.115296       0.699011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1476                 NaN            NaN            NaN            NaN            NaN            NaN  0.852414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1503                 NaN            NaN            NaN            NaN            NaN            NaN  0.849684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1547                 NaN            NaN            NaN            NaN            NaN  0.498464E-001  0.795429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1514                 NaN            NaN            NaN            NaN            NaN            NaN  0.848633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1533                 NaN            NaN            NaN            NaN            NaN            NaN  0.846694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1480                 NaN            NaN            NaN            NaN            NaN            NaN  0.851988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1482                 NaN            NaN            NaN            NaN            NaN            NaN  0.851780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1406                 NaN            NaN            NaN            NaN            NaN            NaN  0.859414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1356                 NaN            NaN            NaN            NaN            NaN            NaN  0.864411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1263                 NaN            NaN            NaN            NaN            NaN            NaN  0.873671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1126                 NaN            NaN            NaN            NaN            NaN            NaN  0.887425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8294                 NaN            NaN            NaN            NaN            NaN            NaN  0.581902       0.588687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7260                 NaN            NaN            NaN            NaN            NaN            NaN  0.423191       0.850833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7386                 NaN            NaN            NaN            NaN            NaN            NaN  0.843572       0.417840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7543                 NaN            NaN            NaN            NaN            NaN            NaN  0.832150       0.413504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7696                 NaN            NaN            NaN            NaN            NaN            NaN  0.408348       0.822053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7858                 NaN            NaN            NaN            NaN            NaN            NaN  0.812255       0.401963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8000                 NaN            NaN            NaN            NaN            NaN            NaN  0.397345       0.802613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8148                 NaN            NaN            NaN            NaN            NaN            NaN  0.793640       0.391538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8277                 NaN            NaN            NaN            NaN            NaN            NaN  0.785748       0.386514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8405                 NaN            NaN            NaN            NaN            NaN            NaN  0.381929       0.777606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8539                 NaN            NaN            NaN            NaN            NaN            NaN  0.769558       0.376526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8659                 NaN            NaN            NaN            NaN            NaN            NaN  0.761291       0.372813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8794                 NaN            NaN            NaN            NaN            NaN            NaN  0.752395       0.368182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8900                 NaN            NaN            NaN            NaN            NaN            NaN  0.363172       0.746861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5628                 NaN            NaN            NaN            NaN            NaN            NaN  0.512007       0.746394                 NaN            NaN  0.178849                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1141                 NaN            NaN            NaN  0.794055E-001            NaN            NaN   1.05238       0.783818                 NaN            NaN  0.970309                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.1526                 NaN            NaN            NaN  0.331074                 NaN            NaN  0.652485       0.857155                 NaN            NaN   1.00667                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2308                 NaN            NaN            NaN  0.328819                 NaN            NaN  0.621321       0.838330                 NaN            NaN  0.980716                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.3147                 NaN            NaN            NaN  0.326188                 NaN            NaN  0.816655       0.590218                 NaN            NaN  0.952214                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.3938                 NaN            NaN            NaN  0.322073                 NaN            NaN  0.796670       0.562169                 NaN            NaN  0.925321                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.4677                 NaN            NaN            NaN  0.319515                 NaN            NaN  0.778146       0.534429                 NaN            NaN  0.900165                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.5345                 NaN            NaN            NaN  0.318320                 NaN            NaN  0.763638       0.505882                 NaN            NaN  0.877624                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.6110                 NaN            NaN            NaN  0.312362                 NaN            NaN  0.484046       0.741872                 NaN            NaN  0.850680                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.6734                 NaN            NaN            NaN  0.310642                 NaN            NaN  0.727216       0.459065                 NaN            NaN  0.829657                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.7363                 NaN            NaN            NaN  0.308080                 NaN            NaN  0.435954       0.711462                 NaN            NaN  0.808246                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7966                 NaN            NaN            NaN  0.305449                 NaN            NaN  0.413524       0.696900                 NaN            NaN  0.787512                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7918                 NaN            NaN            NaN  0.314066                 NaN            NaN  0.393902       0.705517                 NaN            NaN  0.794725                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.9489                 NaN            NaN            NaN  0.287361                 NaN            NaN  0.651322       0.383454                 NaN            NaN  0.729013                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8954                 NaN            NaN            NaN  0.312235                 NaN            NaN  0.350400       0.685778                 NaN            NaN  0.756176                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.0948                 NaN            NaN            NaN  0.284451                 NaN            NaN  0.609729       0.330397                 NaN            NaN  0.680609                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0633                 NaN            NaN            NaN  0.291991                 NaN            NaN  0.319842       0.630094                 NaN            NaN  0.694789                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.1119                 NaN            NaN            NaN  0.289841                 NaN            NaN  0.302447       0.617839                 NaN            NaN  0.678016                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1548                 NaN            NaN            NaN  0.287394                 NaN            NaN  0.608220       0.286685                 NaN            NaN  0.662925                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2012                 NaN            NaN            NaN  0.283808                 NaN            NaN  0.273178       0.595438                 NaN            NaN  0.646368                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2424                 NaN            NaN            NaN  0.281578                 NaN            NaN  0.585663       0.258458                 NaN            NaN  0.631946                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2814                 NaN            NaN            NaN  0.278725                 NaN            NaN  0.245055       0.576857                 NaN            NaN  0.617979                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3220                 NaN            NaN            NaN  0.278370                 NaN            NaN  0.568105       0.227043                 NaN            NaN  0.604530                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3626                 NaN            NaN            NaN  0.270430                 NaN            NaN  0.553385       0.225245                 NaN            NaN  0.588342                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3452                 NaN            NaN            NaN  0.227096                 NaN            NaN  0.331394       0.507692                 NaN            NaN  0.588617                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4813                 NaN            NaN            NaN  0.306791                 NaN            NaN  0.581159       0.775021E-001            NaN            NaN  0.553228                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4659                 NaN            NaN            NaN  0.263716                 NaN            NaN  0.529702       0.188911                 NaN            NaN  0.551791                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5014                 NaN            NaN            NaN  0.259579                 NaN            NaN  0.181129       0.519147                 NaN            NaN  0.538782                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5323                 NaN            NaN            NaN  0.256180                 NaN            NaN  0.511536       0.172434                 NaN            NaN  0.527536                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5641                 NaN            NaN            NaN  0.252685                 NaN            NaN  0.163614       0.503841                 NaN            NaN  0.515740                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5939                 NaN            NaN            NaN  0.249065                 NaN            NaN  0.495770       0.156550                 NaN            NaN  0.504739                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6228                 NaN            NaN            NaN  0.245155                 NaN            NaN  0.489011       0.149099                 NaN            NaN  0.493945                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6514                 NaN            NaN            NaN  0.240719                 NaN            NaN  0.478616       0.146010                 NaN            NaN  0.483240                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6801                 NaN            NaN            NaN  0.237266                 NaN            NaN  0.138705       0.471097                 NaN            NaN  0.472795                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7054                 NaN            NaN            NaN  0.232627                 NaN            NaN  0.463727       0.135258                 NaN            NaN  0.462970                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7185                 NaN            NaN            NaN  0.213470                 NaN            NaN  0.433555       0.179100                 NaN            NaN  0.455373                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7722                 NaN            NaN            NaN  0.239791                 NaN            NaN  0.469135       0.781133E-001            NaN            NaN  0.440785                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7801                 NaN            NaN            NaN  0.219498                 NaN            NaN  0.440845       0.124976                 NaN            NaN  0.434569                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7994                 NaN            NaN            NaN  0.217549                 NaN            NaN  0.120317       0.434924                 NaN            NaN  0.427833                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8316                 NaN            NaN            NaN  0.206418                 NaN            NaN  0.421870       0.126276                 NaN            NaN  0.413817                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8486                 NaN            NaN            NaN  0.204685                 NaN            NaN  0.120213       0.418667                 NaN            NaN  0.407861                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8695                 NaN            NaN            NaN  0.199389                 NaN            NaN  0.411115       0.120439                 NaN            NaN  0.399603                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8903                 NaN            NaN            NaN  0.194280                 NaN            NaN  0.403848       0.120145                 NaN            NaN  0.391409                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9104                 NaN            NaN            NaN  0.189025                 NaN            NaN  0.396032       0.121070                 NaN            NaN  0.383460                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9295                 NaN            NaN            NaN  0.183476                 NaN            NaN  0.388644       0.122597                 NaN            NaN  0.375794                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9493                 NaN            NaN            NaN  0.178179                 NaN            NaN  0.124335       0.379882                 NaN            NaN  0.368303                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9517                 NaN            NaN            NaN  0.172224                 NaN            NaN  0.383872       0.126175                 NaN            NaN  0.366037                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.9929                 NaN            NaN            NaN  0.163740                 NaN            NaN  0.361739       0.131817                 NaN            NaN  0.349795                 NaN            NaN            NaN            NaN
  1310.78        2500.00        99.0005                 NaN            NaN            NaN  0.160694                 NaN            NaN  0.133473       0.358322                 NaN            NaN  0.346980                 NaN            NaN            NaN            NaN
  1308.27        2500.00        79.0745                 NaN            NaN            NaN   1.34741                 NaN            NaN  0.836474        2.85128                 NaN            NaN   2.85088        13.0395                 NaN            NaN            NaN
  1305.76        2500.00        76.6015                 NaN            NaN            NaN   1.45163                 NaN            NaN   3.30609       0.856538                 NaN            NaN   3.16388        14.6204                 NaN            NaN            NaN
  1303.26        2500.00        79.3282                 NaN            NaN            NaN   1.26645                 NaN            NaN   3.14614       0.621534                 NaN            NaN   2.82268        12.8151                 NaN            NaN            NaN
  1300.75        2500.00        81.4339                 NaN            NaN            NaN   1.11876                 NaN            NaN   3.13300       0.338253                 NaN            NaN   2.55934        11.4168                 NaN            NaN            NaN
  1298.25        2500.00        83.1023                 NaN            NaN            NaN  0.977600                 NaN            NaN   3.27186                 NaN            NaN            NaN   2.35083        10.2974                 NaN            NaN            NaN
  1295.74        2500.00        84.4857                 NaN            NaN            NaN  0.856036                 NaN            NaN   3.11221                 NaN            NaN            NaN   2.17643        9.36959                 NaN            NaN            NaN
  1293.23        2500.00        83.0770                 NaN            NaN            NaN  0.949626                 NaN            NaN   3.27723                 NaN            NaN            NaN   2.38189        10.2031       0.111069                 NaN            NaN
  1290.73        2500.00        73.6809                 NaN            NaN            NaN   1.49927                 NaN            NaN   4.62644                 NaN            NaN            NaN   3.66773        15.9537       0.571940                 NaN            NaN
  1288.22        2500.00        75.9334                 NaN            NaN            NaN   1.42561                 NaN            NaN   4.20476                 NaN            NaN            NaN   3.35442        14.5680       0.513872                 NaN            NaN
  1285.71        2500.00        77.6632                 NaN            NaN            NaN   1.33654                 NaN            NaN   3.91281                 NaN            NaN            NaN   3.10957        13.5110       0.466872                 NaN            NaN
  1283.21        2500.00        78.6281                 NaN            NaN            NaN   1.28713                 NaN            NaN   3.74206                 NaN            NaN            NaN   2.96466        12.9404       0.437667                 NaN            NaN
  1280.70        2500.00        78.9291                 NaN            NaN            NaN   1.24758                 NaN            NaN   3.71079                 NaN            NaN            NaN   2.90244        12.7889       0.421220                 NaN            NaN
  1278.20        2500.00        78.0319                 NaN            NaN            NaN   1.27547                 NaN            NaN   3.86122                 NaN            NaN            NaN   2.99457        13.4072       0.429627                 NaN            NaN
  1275.69        2500.00        74.0434                 NaN            NaN            NaN   1.46084                 NaN            NaN   4.44129                 NaN            NaN            NaN   3.46894        16.0784       0.507118                 NaN            NaN
  1273.18        2500.00        78.0213                 NaN            NaN            NaN   1.13635                 NaN            NaN   3.96169                 NaN            NaN            NaN   2.92267        13.5471       0.410867                 NaN            NaN
  1270.68        2500.00        82.4126                 NaN            NaN            NaN   1.38334                 NaN            NaN   2.20052                 NaN            NaN            NaN   2.53419        11.0911       0.378237                 NaN            NaN
  1268.17        2500.00        79.0258                 NaN            NaN            NaN  0.390464                 NaN            NaN  0.178977        4.92289                 NaN            NaN   2.53973        12.6126       0.329553                 NaN            NaN
  1265.66        2500.00        84.5681                 NaN            NaN            NaN  0.209107                 NaN            NaN   3.67408                 NaN            NaN            NaN   2.06072        9.23987       0.248104                 NaN            NaN
  1263.16        2500.00        76.9139                 NaN            NaN            NaN  0.418891                 NaN            NaN  0.997907        2.84249                 NaN            NaN   2.97617        15.4097       0.440944                 NaN            NaN
  1260.65        2500.00        98.4481                 NaN            NaN            NaN  0.254002E-001            NaN            NaN   1.37608                 NaN            NaN            NaN  0.150419                 NaN            NaN            NaN            NaN
  1258.15        2500.00        92.7609                 NaN            NaN            NaN            NaN            NaN            NaN   2.69794                 NaN            NaN            NaN   1.07333        3.42194       0.459313E-001            NaN            NaN
  1255.64        2500.00        87.2060                 NaN            NaN            NaN  0.112443                 NaN            NaN   2.68053                 NaN            NaN            NaN   1.64587        8.09079       0.264408                 NaN            NaN
  1253.13        2500.00        94.2716                 NaN            NaN            NaN  0.253573                 NaN            NaN   1.22204                 NaN            NaN            NaN  0.775272        3.38173       0.957831E-001            NaN            NaN
  1250.63        2500.00        94.4535                 NaN            NaN            NaN  0.203390                 NaN            NaN   1.23556       0.532425E-004            NaN            NaN  0.749431        3.26799       0.900520E-001            NaN            NaN
  1248.12        2500.00        94.6158                 NaN            NaN            NaN  0.131699                 NaN            NaN   1.29590       0.767984E-005            NaN            NaN  0.720467        3.15355       0.825253E-001            NaN            NaN
  1245.61        2500.00        80.4261                 NaN            NaN            NaN   1.99814                 NaN            NaN            NaN            NaN            NaN            NaN   2.05251        14.4207       0.430971       0.671654                 NaN
  1243.11        2500.00        92.9088        5.47110                 NaN            NaN  0.240142E-001            NaN            NaN  0.566455                 NaN            NaN            NaN  0.235330       0.777484       0.168551E-001            NaN            NaN
  1240.60        2500.00        99.0146                 NaN            NaN            NaN  0.738171E-001            NaN            NaN  0.280645                 NaN            NaN            NaN  0.134526       0.483338       0.130885E-001            NaN            NaN
  1238.10        2500.00        98.7412                 NaN            NaN            NaN            NaN            NaN            NaN  0.146245E-001  0.607696                 NaN            NaN  0.394466                 NaN  0.294480E-002  0.239040                 NaN
  1235.59        2500.00        92.9498                 NaN            NaN            NaN            NaN            NaN            NaN   4.23863                 NaN            NaN            NaN   1.45046        1.36112                 NaN            NaN            NaN
  1233.08        2500.00        97.8687                 NaN            NaN            NaN            NaN            NaN            NaN  0.608231       0.698775E-001            NaN            NaN  0.193131        1.26005                 NaN            NaN            NaN
  1230.58        2500.00        98.3032                 NaN            NaN            NaN            NaN            NaN            NaN  0.401140       0.991459E-001  0.792822E-003  0.342338E-005  0.223738       0.938906       0.330391E-001            NaN            NaN
  1228.07        2500.00        78.4576                 NaN            NaN            NaN            NaN            NaN            NaN   1.98624                 NaN            NaN            NaN   1.58790        10.8551       0.250533        6.86259                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.36783        7.34675       0.931071E-005            NaN   8.44650        46.1482       0.573618        32.1171                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   3.69014                 NaN            NaN   6.29858       0.896768E-006            NaN            NaN   8.30704        47.2946       0.794268        33.6154                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.02155                 NaN            NaN   5.69057                 NaN            NaN            NaN   8.27658        47.4506       0.815653        33.7450                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.12980                 NaN            NaN   5.44714       0.124550E-005            NaN            NaN   8.23408        47.5848       0.828525        33.7757                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.20779                 NaN            NaN   5.31268                 NaN            NaN            NaN   8.23774        47.6025       0.831318        33.8079                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.71601                 NaN            NaN  0.131008E-001            NaN            NaN            NaN   7.76091        49.0616       0.893943        33.6950        3.85946     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.17840                 NaN            NaN   5.36207                 NaN            NaN            NaN   8.23888        47.5879       0.830539        33.8022                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.49567                 NaN            NaN   2.35172                 NaN            NaN            NaN   7.97232        48.4119       0.866209        33.7516        2.15057     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.11525                 NaN            NaN   5.52697                 NaN            NaN            NaN   8.29866        47.4382       0.812869        33.8081                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7849        1.93726       0.211817E-003            NaN   8.64935        45.9630       0.556733        32.1086                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.71372                 NaN            NaN  0.250409E-001            NaN            NaN            NaN   7.76174        49.0527       0.893632        33.7030        3.85022     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.71331                 NaN            NaN  0.271450E-001            NaN            NaN            NaN   7.76189        49.0510       0.893573        33.7045        3.84855     
  1195.49        2500.00                 NaN            NaN            NaN            NaN  0.509515E-005            NaN            NaN   10.7731        1.95235       0.212211E-003            NaN   8.67797        45.9296       0.554635        32.1121                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6882        2.03901                 NaN            NaN   8.68531        45.9198       0.553839        32.1139                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.24308                 NaN            NaN   5.25904       0.186948E-005            NaN            NaN   8.23928        47.5825       0.831079        33.8451                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.21008                 NaN            NaN   5.30684                 NaN            NaN            NaN   8.23613        47.5843       0.831245        33.8314                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9623       0.837606                 NaN            NaN   8.68041        45.8259       0.555630        32.1382                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0818       0.731986                 NaN            NaN   8.69736        45.7912       0.554620        32.1430                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8217        1.02447                 NaN            NaN   8.65638        45.7943       0.547320        32.1558                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1905       0.631895                 NaN            NaN   8.70326        45.7751       0.551173        32.1481                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0377       0.794556                 NaN            NaN   8.71371        45.7565       0.546509        32.1510                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.26582                 NaN            NaN   5.22425       0.202306E-005            NaN            NaN   8.24095        47.5682       0.831244        33.8696                 NaN
