|6.6.6
Archiving\03_Data\frac/QFM_m2/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1581.45        2500.00        98.8102                 NaN            NaN            NaN  0.136387                 NaN   1.05339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8382                 NaN            NaN            NaN  0.135565                 NaN   1.02620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8231                 NaN            NaN            NaN  0.133468                 NaN   1.04344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8926                 NaN            NaN            NaN  0.125829                 NaN  0.981568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8798                 NaN            NaN            NaN  0.123461                 NaN  0.996715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8987                 NaN            NaN            NaN  0.123244                 NaN  0.978034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9118                 NaN            NaN            NaN  0.118181                 NaN  0.970053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9258                 NaN            NaN            NaN  0.116190                 NaN  0.958032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9405                 NaN            NaN            NaN  0.112665                 NaN  0.946846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9505                 NaN            NaN            NaN  0.109974                 NaN  0.939562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9705                 NaN            NaN            NaN  0.108194                 NaN  0.921273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9731                 NaN            NaN            NaN  0.103736                 NaN  0.923150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9969                 NaN            NaN            NaN  0.100549                 NaN  0.902582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0053                 NaN            NaN            NaN  0.101019                 NaN  0.893697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0185                 NaN            NaN            NaN  0.959595E-001            NaN  0.885498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0244                 NaN            NaN            NaN  0.915057E-001            NaN  0.884091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0420                 NaN            NaN            NaN  0.896861E-001            NaN  0.868358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0533                 NaN            NaN            NaN  0.899704E-001            NaN  0.856683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0636                 NaN            NaN            NaN  0.854579E-001            NaN  0.850927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0730                 NaN            NaN            NaN  0.830981E-001            NaN  0.843889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0835                 NaN            NaN            NaN  0.815998E-001            NaN  0.834855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0922                 NaN            NaN            NaN  0.756447E-001            NaN  0.832119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1024                 NaN            NaN            NaN  0.747919E-001            NaN  0.822842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1129                 NaN            NaN            NaN  0.711824E-001            NaN  0.815962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1210                 NaN            NaN            NaN  0.684952E-001            NaN  0.810542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7588                 NaN            NaN            NaN  0.117583                 NaN   1.12362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.5345                 NaN            NaN            NaN  0.346005E-001            NaN  0.430909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1475                 NaN            NaN            NaN  0.610480E-001            NaN  0.791463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1550                 NaN            NaN            NaN  0.578092E-001            NaN  0.787177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1224                 NaN            NaN            NaN  0.623889E-001            NaN  0.815243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2124                 NaN            NaN            NaN  0.443728E-001            NaN  0.743229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1763                 NaN            NaN            NaN  0.474355E-001            NaN  0.776261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1831                 NaN            NaN            NaN  0.439479E-001            NaN  0.772993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1924                 NaN            NaN            NaN  0.426542E-001            NaN  0.764976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0567                 NaN            NaN            NaN            NaN            NaN  0.134083       0.809180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0127                 NaN            NaN            NaN            NaN            NaN            NaN  0.987311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0151                 NaN            NaN            NaN            NaN            NaN            NaN  0.984922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0193                 NaN            NaN            NaN            NaN            NaN  0.580854E-001  0.922616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0149                 NaN            NaN            NaN            NaN            NaN            NaN  0.985058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0164                 NaN            NaN            NaN            NaN            NaN            NaN  0.983628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0096                 NaN            NaN            NaN            NaN            NaN            NaN  0.990384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0091                 NaN            NaN            NaN            NaN            NaN            NaN  0.990938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9995                 NaN            NaN            NaN            NaN            NaN            NaN   1.00052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9931                 NaN            NaN            NaN            NaN            NaN            NaN   1.00692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9813                 NaN            NaN            NaN            NaN            NaN            NaN   1.01871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9647                 NaN            NaN            NaN            NaN            NaN            NaN   1.03534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6394                 NaN            NaN            NaN            NaN            NaN            NaN  0.679292       0.681272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5204                 NaN            NaN            NaN            NaN            NaN            NaN  0.494434       0.985197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5337                 NaN            NaN            NaN            NaN            NaN            NaN  0.977673       0.488627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5507                 NaN            NaN            NaN            NaN            NaN            NaN  0.965182       0.484096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5671                 NaN            NaN            NaN            NaN            NaN            NaN  0.478620       0.954320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5847                 NaN            NaN            NaN            NaN            NaN            NaN  0.943749       0.471572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6001                 NaN            NaN            NaN            NaN            NaN            NaN  0.466585       0.933302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6159                 NaN            NaN            NaN            NaN            NaN            NaN  0.923759       0.460347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6297                 NaN            NaN            NaN            NaN            NaN            NaN  0.915392       0.454928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6431                 NaN            NaN            NaN            NaN            NaN            NaN  0.450077       0.906787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6577                 NaN            NaN            NaN            NaN            NaN            NaN  0.898132       0.444163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6704                 NaN            NaN            NaN            NaN            NaN            NaN  0.889371       0.440279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6850                 NaN            NaN            NaN            NaN            NaN            NaN  0.879691       0.435341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6960                 NaN            NaN            NaN            NaN            NaN            NaN  0.429908       0.874097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.3464                 NaN            NaN            NaN            NaN            NaN            NaN  0.606665       0.874251                 NaN            NaN  0.172724                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.7974                 NaN            NaN            NaN  0.998734E-001            NaN            NaN   1.24763       0.918353                 NaN            NaN  0.936699                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8285                 NaN            NaN            NaN  0.417633                 NaN            NaN  0.775108        1.00609                 NaN            NaN  0.972712                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9096                 NaN            NaN            NaN  0.416228                 NaN            NaN  0.739677       0.985872                 NaN            NaN  0.948660                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.9972                 NaN            NaN            NaN  0.414341                 NaN            NaN  0.962157       0.704147                 NaN            NaN  0.922120                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.0798                 NaN            NaN            NaN  0.410543                 NaN            NaN  0.940427       0.672141                 NaN            NaN  0.897101                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.1569                 NaN            NaN            NaN  0.408708                 NaN            NaN  0.920288       0.640374                 NaN            NaN  0.873729                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.2260                 NaN            NaN            NaN  0.408506                 NaN            NaN  0.905015       0.607574                 NaN            NaN  0.852861                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.3065                 NaN            NaN            NaN  0.402414                 NaN            NaN  0.582551       0.880873                 NaN            NaN  0.827686                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.3713                 NaN            NaN            NaN  0.401594                 NaN            NaN  0.865169       0.553717                 NaN            NaN  0.808225                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.4369                 NaN            NaN            NaN  0.399615                 NaN            NaN  0.526986       0.848125                 NaN            NaN  0.788356                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.4998                 NaN            NaN            NaN  0.397622                 NaN            NaN  0.500978       0.832442                 NaN            NaN  0.769111                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.4899                 NaN            NaN            NaN  0.410331                 NaN            NaN  0.478251       0.844363                 NaN            NaN  0.777127                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6609                 NaN            NaN            NaN  0.377150                 NaN            NaN  0.781187       0.466880                 NaN            NaN  0.713876                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.5966                 NaN            NaN            NaN  0.410457                 NaN            NaN  0.427706       0.823878                 NaN            NaN  0.741394                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8177                 NaN            NaN            NaN  0.375626                 NaN            NaN  0.734386       0.403955                 NaN            NaN  0.668309                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.7778                 NaN            NaN            NaN  0.386852                 NaN            NaN  0.391871       0.760391                 NaN            NaN  0.683088                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.8288                 NaN            NaN            NaN  0.385264                 NaN            NaN  0.371371       0.747080                 NaN            NaN  0.667519                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.8730                 NaN            NaN            NaN  0.383415                 NaN            NaN  0.737085       0.352903                 NaN            NaN  0.653568                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.9219                 NaN            NaN            NaN  0.379984                 NaN            NaN  0.336953       0.723031                 NaN            NaN  0.638145                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.9647                 NaN            NaN            NaN  0.378300                 NaN            NaN  0.712708       0.319542                 NaN            NaN  0.624791                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.0051                 NaN            NaN            NaN  0.375874                 NaN            NaN  0.303648       0.703495                 NaN            NaN  0.611858                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.0479                 NaN            NaN            NaN  0.376433                 NaN            NaN  0.694240       0.282016                 NaN            NaN  0.599411                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.0905                 NaN            NaN            NaN  0.367169                 NaN            NaN  0.677726       0.280384                 NaN            NaN  0.584209                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0682                 NaN            NaN            NaN  0.309543                 NaN            NaN  0.413551       0.623369                 NaN            NaN  0.585292                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.2179                 NaN            NaN            NaN  0.419381                 NaN            NaN  0.714820       0.969181E-001            NaN            NaN  0.550991                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1982                 NaN            NaN            NaN  0.361784                 NaN            NaN  0.652902       0.236781                 NaN            NaN  0.550343                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.2358                 NaN            NaN            NaN  0.357243                 NaN            NaN  0.227521       0.641246                 NaN            NaN  0.538172                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.2681                 NaN            NaN            NaN  0.353808                 NaN            NaN  0.633247       0.217099                 NaN            NaN  0.527728                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.3017                 NaN            NaN            NaN  0.350149                 NaN            NaN  0.206432       0.625059                 NaN            NaN  0.516705                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.3329                 NaN            NaN            NaN  0.346280                 NaN            NaN  0.616342       0.197982                 NaN            NaN  0.506447                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.3634                 NaN            NaN            NaN  0.341952                 NaN            NaN  0.609322       0.188991                 NaN            NaN  0.496368                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.3936                 NaN            NaN            NaN  0.336961                 NaN            NaN  0.597603       0.185486                 NaN            NaN  0.486348                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4243                 NaN            NaN            NaN  0.333132                 NaN            NaN  0.176569       0.589394                 NaN            NaN  0.476562                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.4508                 NaN            NaN            NaN  0.327749                 NaN            NaN  0.581525       0.172593                 NaN            NaN  0.467368                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.4643                 NaN            NaN            NaN  0.301631                 NaN            NaN  0.544696       0.228978                 NaN            NaN  0.460391                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.5227                 NaN            NaN            NaN  0.340065                 NaN            NaN  0.590783       0.100105                 NaN            NaN  0.446340                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.5302                 NaN            NaN            NaN  0.312317                 NaN            NaN  0.556312       0.160500                 NaN            NaN  0.440708                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.5500                 NaN            NaN            NaN  0.310608                 NaN            NaN  0.154900       0.549954                 NaN            NaN  0.434539                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.5859                 NaN            NaN            NaN  0.295539                 NaN            NaN  0.534711       0.162877                 NaN            NaN  0.420949                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6033                 NaN            NaN            NaN  0.294013                 NaN            NaN  0.155386       0.531748                 NaN            NaN  0.415518                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.6257                 NaN            NaN            NaN  0.287340                 NaN            NaN  0.523270       0.156013                 NaN            NaN  0.407724                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.6481                 NaN            NaN            NaN  0.280843                 NaN            NaN  0.515103       0.155961                 NaN            NaN  0.399969                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.6698                 NaN            NaN            NaN  0.274072                 NaN            NaN  0.506202       0.157485                 NaN            NaN  0.392440                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.6903                 NaN            NaN            NaN  0.266866                 NaN            NaN  0.497812       0.159805                 NaN            NaN  0.385174                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7121                 NaN            NaN            NaN  0.259897                 NaN            NaN  0.162396       0.487590                 NaN            NaN  0.378064                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.7119                 NaN            NaN            NaN  0.252440                 NaN            NaN  0.494151       0.165240                 NaN            NaN  0.376295                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.7605                 NaN            NaN            NaN  0.240299                 NaN            NaN  0.466225       0.172855                 NaN            NaN  0.360150                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.7674                 NaN            NaN            NaN  0.236597                 NaN            NaN  0.175386       0.462821                 NaN            NaN  0.357774                 NaN            NaN            NaN            NaN
  1308.27        2500.00        78.0325                 NaN            NaN            NaN   1.97342                 NaN            NaN   1.08836        3.64877                 NaN            NaN   2.90334        12.3536                 NaN            NaN            NaN
  1305.76        2500.00        75.5026                 NaN            NaN            NaN   2.13579                 NaN            NaN   4.23255        1.11366                 NaN            NaN   3.21136        13.8040                 NaN            NaN            NaN
  1303.26        2500.00        78.3162                 NaN            NaN            NaN   1.87582                 NaN            NaN   4.04049       0.809369                 NaN            NaN   2.86403        12.0941                 NaN            NaN            NaN
  1300.75        2500.00        80.4945                 NaN            NaN            NaN   1.66651                 NaN            NaN   4.03576       0.440731                 NaN            NaN   2.59535        10.7672                 NaN            NaN            NaN
  1298.25        2500.00        82.2237                 NaN            NaN            NaN   1.46356                 NaN            NaN   4.22719                 NaN            NaN            NaN   2.38218        9.70335                 NaN            NaN            NaN
  1295.74        2500.00        83.6607                 NaN            NaN            NaN   1.28726                 NaN            NaN   4.02724                 NaN            NaN            NaN   2.20371        8.82105                 NaN            NaN            NaN
  1293.23        2500.00        82.1597                 NaN            NaN            NaN   1.43134                 NaN            NaN   4.23102                 NaN            NaN            NaN   2.40571        9.58018       0.192028                 NaN            NaN
  1290.73        2500.00        72.3039                 NaN            NaN            NaN   2.25678                 NaN            NaN   5.91637                 NaN            NaN            NaN   3.67717        14.8641       0.981595                 NaN            NaN
  1288.22        2500.00        74.6047                 NaN            NaN            NaN   2.16107                 NaN            NaN   5.38715                 NaN            NaN            NaN   3.36967        13.5937       0.883701                 NaN            NaN
  1285.71        2500.00        76.3764                 NaN            NaN            NaN   2.03972                 NaN            NaN   5.02379                 NaN            NaN            NaN   3.12991        12.6257       0.804495                 NaN            NaN
  1283.21        2500.00        77.3597                 NaN            NaN            NaN   1.97535                 NaN            NaN   4.81439                 NaN            NaN            NaN   2.98929        12.1058       0.755523                 NaN            NaN
  1280.70        2500.00        77.6567                 NaN            NaN            NaN   1.92522                 NaN            NaN   4.78561                 NaN            NaN            NaN   2.93118        11.9730       0.728302                 NaN            NaN
  1278.20        2500.00        76.7108                 NaN            NaN            NaN   1.97803                 NaN            NaN   4.98789                 NaN            NaN            NaN   3.02742        12.5522       0.743649                 NaN            NaN
  1275.69        2500.00        72.5834                 NaN            NaN            NaN   2.27125                 NaN            NaN   5.74412                 NaN            NaN            NaN   3.50505        15.0188       0.877322                 NaN            NaN
  1273.18        2500.00        76.6612                 NaN            NaN            NaN   1.78210                 NaN            NaN   5.16653                 NaN            NaN            NaN   2.96762        12.7083       0.714325                 NaN            NaN
  1270.68        2500.00        81.2120                 NaN            NaN            NaN   2.18793                 NaN            NaN   2.88277                 NaN            NaN            NaN   2.58998        10.4654       0.661915                 NaN            NaN
  1268.17        2500.00        77.5797                 NaN            NaN            NaN  0.618035                 NaN            NaN  0.237994        6.50678                 NaN            NaN   2.59402        11.8871       0.576377                 NaN            NaN
  1265.66        2500.00        83.3844                 NaN            NaN            NaN  0.334246                 NaN            NaN   4.95081                 NaN            NaN            NaN   2.12068        8.77268       0.437219                 NaN            NaN
  1263.16        2500.00        75.5983                 NaN            NaN            NaN  0.667248                 NaN            NaN   1.36451        3.92248                 NaN            NaN   3.05961        14.6116       0.776273                 NaN            NaN
  1260.65        2500.00        97.9317                 NaN            NaN            NaN  0.416015E-001            NaN            NaN   1.86964                 NaN            NaN            NaN  0.157012                 NaN            NaN            NaN            NaN
  1258.15        2500.00        91.8558                 NaN            NaN            NaN            NaN            NaN            NaN   3.64712                 NaN            NaN            NaN   1.12046        3.29449       0.821158E-001            NaN            NaN
  1255.64        2500.00        86.1664                 NaN            NaN            NaN  0.184384                 NaN            NaN   3.66013                 NaN            NaN            NaN   1.71994        7.79589       0.473214                 NaN            NaN
  1253.13        2500.00        93.6213                 NaN            NaN            NaN  0.419183                 NaN            NaN   1.68563                 NaN            NaN            NaN  0.816696        3.28438       0.172813                 NaN            NaN
  1250.63        2500.00        93.8097                 NaN            NaN            NaN  0.337274                 NaN            NaN   1.71471       0.750702E-004            NaN            NaN  0.791908        3.18336       0.162979                 NaN            NaN
  1248.12        2500.00        93.9750                 NaN            NaN            NaN  0.219068                 NaN            NaN   1.81087       0.109176E-004            NaN            NaN  0.763629        3.08156       0.149818                 NaN            NaN
  1245.61        2500.00        79.0303                 NaN            NaN            NaN   3.31175                 NaN            NaN            NaN            NaN            NaN            NaN   2.16756        14.0477       0.779577       0.663129                 NaN
  1243.11        2500.00        92.6727        5.43320                 NaN            NaN  0.404511E-001            NaN            NaN  0.797954                 NaN            NaN            NaN  0.252568       0.772154       0.309864E-001            NaN            NaN
  1240.60        2500.00        98.8305                 NaN            NaN            NaN  0.124598                 NaN            NaN  0.395454                 NaN            NaN            NaN  0.144671       0.480629       0.241110E-001            NaN            NaN
  1238.10        2500.00        98.4540                 NaN            NaN            NaN            NaN            NaN            NaN  0.201929E-001  0.855407                 NaN            NaN  0.424480                 NaN  0.542837E-002  0.240445                 NaN
  1235.59        2500.00        91.1535                 NaN            NaN            NaN            NaN            NaN            NaN   5.94608                 NaN            NaN            NaN   1.55488        1.34551                 NaN            NaN            NaN
  1233.08        2500.00        97.5633                 NaN            NaN            NaN            NaN            NaN            NaN  0.860596       0.984281E-001            NaN            NaN  0.210760        1.26695                 NaN            NaN            NaN
  1230.58        2500.00        98.0138                 NaN            NaN            NaN            NaN            NaN            NaN  0.593508       0.139272       0.112555E-002  0.490361E-005  0.244630       0.945820       0.618882E-001            NaN            NaN
  1228.07        2500.00        77.3755                 NaN            NaN            NaN            NaN            NaN            NaN   2.75056                 NaN            NaN            NaN   1.71178        10.7856       0.462715        6.91385                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.07719        10.0517       0.125381E-004            NaN   8.54114        42.9861       0.993802        30.3501                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   5.87688                 NaN            NaN   8.25868       0.122656E-005            NaN            NaN   8.42655        44.1932        1.38045        31.8642                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   6.40705                 NaN            NaN   7.42615                 NaN            NaN            NaN   8.39841        44.3543        1.41813        31.9959                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   6.58098                 NaN            NaN   7.10342       0.169604E-005            NaN            NaN   8.35683        44.4887        1.44083        32.0292                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   6.70610                 NaN            NaN   6.91615                 NaN            NaN            NaN   8.36124        44.5098        1.44585        32.0608                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   7.52244                 NaN            NaN  0.170649E-001            NaN            NaN            NaN   7.88365        45.9124        1.55608        31.9780        5.13043     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   6.65968                 NaN            NaN   6.98483                 NaN            NaN            NaN   8.36227        44.4971        1.44457        32.0516                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   7.16910                 NaN            NaN   3.06213                 NaN            NaN            NaN   8.09563        45.2903        1.50739        32.0175        2.85796     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   6.55928                 NaN            NaN   7.19494                 NaN            NaN            NaN   8.42259        44.3568        1.41387        32.0525                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5991        2.53878       0.280445E-003            NaN   8.74661        42.8214       0.964869        30.3290                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   7.52050                 NaN            NaN  0.326426E-001            NaN            NaN            NaN   7.88471        45.9092        1.55584        31.9781        5.11896     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   7.52019                 NaN            NaN  0.353826E-001            NaN            NaN            NaN   7.88490        45.9086        1.55579        31.9782        5.11690     
  1195.49        2500.00                 NaN            NaN            NaN            NaN  0.811948E-005            NaN            NaN   14.5842        2.55680       0.281053E-003            NaN   8.77573        42.7933       0.961344        30.3282                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4724        2.67088                 NaN            NaN   8.78319        42.7851       0.960001        30.3285                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   6.76556                 NaN            NaN   6.84088       0.254024E-005            NaN            NaN   8.36346        44.5021        1.44602        32.0820                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   6.71311                 NaN            NaN   6.90947                 NaN            NaN            NaN   8.36015        44.5040        1.44634        32.0670                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1327        1.09399                 NaN            NaN   8.77669        42.6921       0.963031        30.3415                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2802       0.956752                 NaN            NaN   8.79411        42.6622       0.961342        30.3455                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8784        1.40419                 NaN            NaN   8.75209        42.6628       0.948654        30.3539                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4240       0.825650                 NaN            NaN   8.79999        42.6481       0.955418        30.3468                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2261        1.03806                 NaN            NaN   8.81040        42.6306       0.947348        30.3475                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   6.80408                 NaN            NaN   6.79175       0.274398E-005            NaN            NaN   8.36561        44.4964        1.44671        32.0954                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552284        16.6970                 NaN            NaN   8.80119        42.6560       0.948155        30.3454                 NaN
