|6.6.6
Archiving\03_Data\eq/QFM_m2.25/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3200       0.679976                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3200       0.680049                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3199       0.680122                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3198       0.680196                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3197       0.680269                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3197       0.680342                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3196       0.680416                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3195       0.680489                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3194       0.680563                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3194       0.680636                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3193       0.680710                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3192       0.680783                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3191       0.680857                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3191       0.680931                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3190       0.681005                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3189       0.681079                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3188       0.681153                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3188       0.681227                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3187       0.681301                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3186       0.681375                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3186       0.681449                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3185       0.681523                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3184       0.681597                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3183       0.681671                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3183       0.681746                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3182       0.681820                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3181       0.681894                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3180       0.681969                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3180       0.682043                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3179       0.682118                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3178       0.682192                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3177       0.682267                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3177       0.682342                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3176       0.682416                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3175       0.682491                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3174       0.682566                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3174       0.682641                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3173       0.682716                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3172       0.682791                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3171       0.682866                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3171       0.682941                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3170       0.683016                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3169       0.683091                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3168       0.683166                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3168       0.683241                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3167       0.683317                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3166       0.683392                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3165       0.683467                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3165       0.683543                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3164       0.683618                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3163       0.683694                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3162       0.683769                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3162       0.683845                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.3161       0.683921                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.3160       0.683996                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.3159       0.684072                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.3050       0.684163       0.108713E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2916       0.684256       0.241302E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2783       0.684350       0.373929E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2649       0.684444       0.506594E-001            NaN            NaN            NaN            NaN
