|6.6.6
Archiving\03_Data\Deqfrac/QFM/T13/T13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1254.01        2500.00        99.7844                 NaN            NaN  0.139922E-001            NaN  0.368248E-001  0.100419E-001  0.154710                 NaN            NaN
  1252.46        2500.00        99.6862                 NaN            NaN            NaN            NaN  0.464736E-001  0.205017E-001  0.239048       0.776466E-002            NaN
  1250.90        2500.00        92.1428                 NaN            NaN  0.615147       0.982908        1.12539       0.492093        4.64163                 NaN            NaN
  1249.34        2500.00        96.1018                 NaN            NaN  0.909981E-001  0.585111       0.513338       0.286866        2.42186                 NaN            NaN
  1247.78        2500.00        96.9167                 NaN            NaN  0.735621                 NaN  0.594046                 NaN   1.64313       0.110458                 NaN
  1246.22        2500.00        82.8463                 NaN            NaN   3.02265       0.673840E-001   2.03293                 NaN   8.80134       0.177757        3.05165     
  1244.66        2500.00        98.7896                 NaN            NaN  0.772028                 NaN            NaN  0.128355       0.538796E-001  0.500241E-001  0.206132     
  1243.11        2500.00        89.3093                 NaN            NaN            NaN            NaN  0.910518       0.478247        5.38325       0.130575E-002   3.91737     
  1241.55        2500.00        99.7264                 NaN            NaN            NaN            NaN  0.168014       0.294253E-001            NaN            NaN  0.761648E-001
  1239.99        2500.00        99.6082                 NaN            NaN            NaN            NaN  0.113455       0.369666E-001  0.854074E-001            NaN  0.155983     
  1238.43        2500.00        98.9992                 NaN            NaN  0.488830                 NaN  0.836192E-001  0.209462E-002  0.426235                 NaN            NaN
  1236.87        2500.00        78.6273                 NaN            NaN   1.70345       0.149746E-005   2.08598       0.925075        9.91403       0.304326E-001   6.71369     
  1235.31        2500.00        99.6456                 NaN            NaN  0.258408                 NaN            NaN            NaN  0.715914E-001  0.779683E-002  0.165738E-001
  1233.76        2500.00        99.4400                 NaN            NaN            NaN            NaN  0.844609E-001  0.941923E-002  0.274846       0.318985E-002  0.188056     
  1232.20        2500.00        91.5894                 NaN            NaN  0.492324                 NaN  0.789159       0.349976        3.87343       0.860134E-002   2.89708     
  1230.64        2500.00        93.2290                 NaN            NaN  0.554961                 NaN  0.620453       0.245774        3.07502       0.173837E-001   2.25742     
  1229.08        2500.00        81.5324                 NaN            NaN   1.45910                 NaN   1.67888       0.658268        8.48156       0.432552E-001   6.14655     
  1227.52        2500.00        84.2945                 NaN            NaN   1.08347                 NaN   1.38783       0.550244        7.33354       0.402990E-001   5.31012     
  1225.96        2500.00        74.1835                 NaN            NaN   1.67451                 NaN   2.17494       0.849729        12.3316       0.653022E-001   8.72038     
  1224.41        2500.00                 NaN            NaN            NaN   5.90357                 NaN   8.04639        3.10839        48.3912       0.273490        34.2769     
  1222.85        2500.00                 NaN            NaN            NaN   5.88643                 NaN   8.04523        3.11208        48.3929       0.276783        34.2866     
  1221.29        2500.00                 NaN            NaN            NaN   5.89674                 NaN   8.04829        3.10101        48.3853       0.284040        34.2846     
  1219.73        2500.00                 NaN            NaN            NaN   5.90065                 NaN   8.05020        3.09377        48.3797       0.290117        34.2855     
  1218.17        2500.00                 NaN            NaN            NaN   5.89900                 NaN   8.05184        3.08347        48.3760       0.301058        34.2886     
  1216.61        2500.00                 NaN            NaN            NaN   5.89943                 NaN   8.05175        3.08488        48.3717       0.300595        34.2917     
  1215.06        2500.00                 NaN            NaN            NaN   5.89950                 NaN   8.05400        3.07833        48.3681       0.306812        34.2932     
  1213.50        2500.00                 NaN            NaN            NaN   5.90570                 NaN   8.05898        3.06324        48.3663       0.317161        34.2886     
  1211.94        2500.00                 NaN            NaN            NaN   5.89717                 NaN   8.05649        3.06935        48.3603       0.317338        34.2993     
  1210.38        2500.00                 NaN            NaN            NaN   5.89860                 NaN   8.05876        3.06150        48.3571       0.324189        34.2999     
  1208.82        2500.00                 NaN            NaN            NaN   5.89448                 NaN   8.07276        3.05503        48.3319       0.334269        34.3115     
  1207.26        2500.00                 NaN            NaN            NaN   5.89528                 NaN   8.08137        3.02881        48.3191       0.359888        34.3155     
  1205.70        2500.00                 NaN            NaN            NaN   5.89534                 NaN   8.08494        3.02973        48.3119       0.359431        34.3186     
  1204.15        2500.00                 NaN            NaN            NaN   5.89288                 NaN   8.10067        3.03659        48.2806       0.356937        34.3323     
  1202.59        2500.00                 NaN            NaN            NaN   5.89268                 NaN   8.10427        3.03772        48.2731       0.356430        34.3358     
  1201.03        2500.00                 NaN            NaN            NaN   5.89270                 NaN   8.11207        3.01189        48.2617       0.381857        34.3398     
  1199.47        2500.00                 NaN            NaN            NaN   5.89246                 NaN   8.11458        3.01265        48.2562       0.381501        34.3426     
  1197.91        2500.00                 NaN            NaN            NaN   5.89224                 NaN   8.11682        3.01332        48.2513       0.381184        34.3452     
  1196.35        2500.00                 NaN            NaN            NaN   5.88621                 NaN   8.13856        3.02486        48.2062       0.377391        34.3668     
  1194.80        2500.00                 NaN            NaN            NaN   5.88583                 NaN   8.14429        2.99874        48.1986       0.402849        34.3697     
  1193.24        2500.00                 NaN            NaN            NaN   5.88559                 NaN   8.14493        2.99887        48.1966       0.402739        34.3712     
  1191.68        2500.00                 NaN            NaN            NaN   5.88537                 NaN   8.14548        2.99897        48.1949       0.402647        34.3727     
  1190.12        2500.00                 NaN            NaN            NaN   5.88515                 NaN   8.14595        2.99903        48.1932       0.402567        34.3741     
  1188.56        2500.00                 NaN            NaN            NaN   5.88661                 NaN   8.15345        2.97725        48.1840       0.422755        34.3759     
  1187.00        2500.00                 NaN            NaN            NaN   5.88474                 NaN   8.14919        2.97232        48.1897       0.427894        34.3762     
  1185.45        2500.00                 NaN            NaN            NaN   5.88461                 NaN   8.14918        2.97217        48.1890       0.427886        34.3771     
  1183.89        2500.00                 NaN            NaN            NaN   5.88448                 NaN   8.14918        2.97202        48.1883       0.427878        34.3781     
  1182.33        2500.00                 NaN            NaN            NaN   5.88436                 NaN   8.14918        2.97187        48.1876       0.427870        34.3791     
  1180.77        2500.00                 NaN            NaN            NaN   5.88424                 NaN   8.14918        2.97172        48.1869       0.427862        34.3801     
  1179.21        2500.00                 NaN            NaN            NaN   5.88412                 NaN   8.14918        2.97157        48.1862       0.427854        34.3811     
  1177.65        2500.00                 NaN            NaN            NaN   5.88504                 NaN   8.15366        2.96558        48.1796       0.433145        34.3829     
  1176.10        2500.00                 NaN            NaN            NaN   5.90925                 NaN   8.10270        2.91431        48.2818       0.461813        34.3301     
  1174.54        2500.00                 NaN            NaN            NaN   5.88457                 NaN   8.15373        2.96236        48.1784       0.436008        34.3850     
  1172.98        2500.00                 NaN            NaN            NaN   5.88391                 NaN   8.15421        2.92480        48.1783       0.472588        34.3862     
  1171.42        2500.00                 NaN            NaN            NaN   5.88364                 NaN   8.15427        2.92267        48.1777       0.474525        34.3872     
  1169.86        2500.00                 NaN            NaN            NaN   5.88338                 NaN   8.15433        2.92058        48.1770       0.476428        34.3882     
  1168.30        2500.00                 NaN            NaN            NaN   5.88311                 NaN   8.15440        2.91852        48.1764       0.478299        34.3892     
  1166.75        2500.00                 NaN            NaN            NaN   5.91208                 NaN   8.11598        2.87438        48.2614       0.498486        34.3376     
  1165.19        2500.00                 NaN            NaN            NaN   5.88000                 NaN   8.15676        2.87283        48.1766       0.522570        34.3912     
  1163.63        2500.00                 NaN            NaN            NaN   5.87984                 NaN   8.15673        2.87268        48.1759       0.522575        34.3922     
  1162.07        2500.00                 NaN            NaN            NaN   5.87967                 NaN   8.15671        2.87255        48.1753       0.522565        34.3932     
  1160.51        2500.00                 NaN            NaN            NaN   5.87951                 NaN   8.15669        2.87241        48.1746       0.522554        34.3942     
  1158.95        2500.00                 NaN            NaN            NaN   5.87935                 NaN   8.15667        2.87228        48.1739       0.522542        34.3952     
  1157.40        2500.00                 NaN            NaN            NaN   5.87919                 NaN   8.15665        2.87215        48.1733       0.522531        34.3962     
  1155.84        2500.00                 NaN            NaN            NaN   5.87898                 NaN   8.15813        2.84637        48.1754       0.546220        34.3949     
  1154.28        2500.00                 NaN            NaN            NaN   5.87882                 NaN   8.15811        2.84624        48.1747       0.546207        34.3959     
  1152.72        2500.00                 NaN            NaN            NaN   5.87866                 NaN   8.15809        2.84611        48.1740       0.546195        34.3969     
  1151.16        2500.00                 NaN            NaN            NaN   5.87849                 NaN   8.15807        2.84598        48.1734       0.546183        34.3979     
  1149.60        2500.00                 NaN            NaN            NaN   5.87878                 NaN   8.15959        2.82047        48.1760       0.569210        34.3959     
  1148.05        2500.00                 NaN            NaN            NaN   5.87862                 NaN   8.15957        2.82034        48.1754       0.569197        34.3969     
  1146.49        2500.00                 NaN            NaN            NaN   5.87845                 NaN   8.15954        2.82021        48.1747       0.569184        34.3979     
  1144.93        2500.00                 NaN            NaN            NaN   5.87829                 NaN   8.15952        2.82007        48.1740       0.569171        34.3989     
  1143.37        2500.00                 NaN            NaN            NaN   5.87813                 NaN   8.15950        2.81994        48.1734       0.569158        34.3999     
  1141.81        2500.00                 NaN            NaN            NaN   5.87824                 NaN   8.16109        2.79515        48.1760       0.591554        34.3980     
  1140.25        2500.00                 NaN            NaN            NaN   5.87807                 NaN   8.16107        2.79502        48.1753       0.591540        34.3990     
  1138.70        2500.00                 NaN            NaN            NaN   5.87791                 NaN   8.16105        2.79489        48.1747       0.591527        34.4000     
  1137.14        2500.00                 NaN            NaN            NaN   5.87775                 NaN   8.16102        2.79476        48.1740       0.591514        34.4010     
  1135.58        2500.00                 NaN            NaN            NaN   5.87769                 NaN   8.16268        2.77068        48.1765       0.613270        34.3991     
  1134.02        2500.00                 NaN            NaN            NaN   5.87753                 NaN   8.16266        2.77056        48.1759       0.613257        34.4001     
  1132.46        2500.00                 NaN            NaN            NaN   5.87737                 NaN   8.16264        2.77043        48.1752       0.613243        34.4011     
  1130.90        2500.00                 NaN            NaN            NaN   5.87721                 NaN   8.16262        2.77030        48.1745       0.613229        34.4021     
  1129.34        2500.00                 NaN            NaN            NaN   5.87704                 NaN   8.16260        2.77017        48.1739       0.613215        34.4031     
  1127.79        2500.00                 NaN            NaN            NaN   5.87682                 NaN   8.16432        2.74681        48.1763       0.634327        34.4014     
  1126.23        2500.00                 NaN            NaN            NaN   5.83285       0.880310E-001   8.17480        2.72732        48.1573       0.635768        34.3839     
  1124.67        2500.00                 NaN            NaN            NaN   5.83268       0.880655E-001   8.17478        2.72716        48.1567       0.635772        34.3849     
  1123.11        2500.00                 NaN            NaN            NaN   5.83252       0.880566E-001   8.17476        2.72704        48.1560       0.635761        34.3858     
  1121.55        2500.00                 NaN            NaN            NaN   5.82397       0.104513        8.17849        2.70099        48.1550       0.656290        34.3808     
  1119.99        2500.00                 NaN            NaN            NaN  0.201830        5.77238        8.19086        2.68142        48.1321       0.657520        34.3639     
  1118.44        2500.00                 NaN            NaN            NaN  0.201833        5.77222        8.19084        2.68130        48.1314       0.657505        34.3649     
  1116.88        2500.00                 NaN            NaN            NaN  0.201891        5.77204        8.19083        2.68115        48.1308       0.657492        34.3658     
  1115.32        2500.00                 NaN            NaN            NaN  0.232967        5.77865        8.19545        2.65418        48.1179       0.670922        34.3500     
  1113.76        2500.00                 NaN            NaN            NaN  0.334482        5.70944        8.21021        2.62915        48.1020       0.678777        34.3360     
  1112.20        2500.00                 NaN            NaN            NaN  0.334473        5.70929        8.21019        2.62903        48.1013       0.678762        34.3369     
  1110.64        2500.00                 NaN            NaN            NaN  0.334477        5.70913        8.21017        2.62889        48.1007       0.678759        34.3379     
  1109.09        2500.00                 NaN            NaN            NaN  0.349408        5.70123        8.21382        2.60498        48.0997       0.697592        34.3333     
  1107.53        2500.00                 NaN            NaN            NaN  0.464384        5.64720        8.22830        2.57899        48.0727       0.698976        34.3094     
  1105.97        2500.00                 NaN            NaN            NaN  0.464731        5.64693        8.22831        2.57861        48.0721       0.699106        34.3103     
  1104.41        2500.00                 NaN            NaN            NaN  0.464345        5.64689        8.22826        2.57875        48.0714       0.698945        34.3114     
  1102.85        2500.00                 NaN            NaN            NaN   5.64802       0.507981        8.23426        2.54992        48.0572       0.711035        34.2916     
  1101.29        2500.00                 NaN            NaN            NaN  0.612314        5.58178        8.25020        2.52301        48.0392       0.718545        34.2750     
  1099.74        2500.00                 NaN            NaN            NaN  0.612296        5.58162        8.25019        2.52289        48.0385       0.718530        34.2760     
  1098.18        2500.00                 NaN            NaN            NaN  0.612277        5.58147        8.25017        2.52278        48.0379       0.718514        34.2769     
  1096.62        2500.00                 NaN            NaN            NaN  0.624573        5.57430        8.25378        2.50151        48.0372       0.735480        34.2732     
  1095.06        2500.00                 NaN            NaN            NaN  0.678656        5.54236        8.26272        2.49329        48.0191       0.735558        34.2683     
  1093.50        2500.00                 NaN            NaN            NaN  0.678635        5.54221        8.26270        2.49318        48.0185       0.735542        34.2692     
  1091.94        2500.00                 NaN            NaN            NaN  0.678615        5.54206        8.26268        2.49306        48.0178       0.735526        34.2702     
  1090.39        2500.00                 NaN            NaN            NaN   5.53795       0.694778        8.26777        2.46865        48.0168       0.752362        34.2617     
  1088.83        2500.00                 NaN            NaN            NaN   5.53780       0.694766        8.26775        2.46854        48.0161       0.752345        34.2627     
  1087.27        2500.00                 NaN            NaN            NaN   5.49615       0.850685        8.28559        2.42129        47.9768       0.755529        34.2139     
  1085.71        2500.00                 NaN            NaN            NaN   5.48249       0.881949        8.29052        2.40947        47.9690       0.759600        34.2069     
  1084.15        2500.00                 NaN            NaN            NaN  0.916266        5.46840        8.29611        2.39669        47.9600       0.763642        34.1989     
  1082.59        2500.00                 NaN            NaN            NaN  0.951782        5.45359        8.30159        2.38358        47.9515       0.767672        34.1903     
  1081.04        2500.00                 NaN            NaN            NaN  0.986308        5.43916        8.30700        2.37085        47.9430       0.771599        34.1821     
  1079.48        2500.00                 NaN            NaN            NaN   1.02015        5.42501        8.31238        2.35838        47.9346       0.775440        34.1741     
  1077.92        2500.00                 NaN            NaN            NaN   1.05378        5.41114        8.31777        2.34595        47.9261       0.779227        34.1660     
  1076.36        2500.00                 NaN            NaN            NaN   1.08740        5.39740        8.32319        2.33352        47.9176       0.782962        34.1579     
  1074.80        2500.00                 NaN            NaN            NaN   1.12110        5.38373        8.32865        2.32109        47.9090       0.786646        34.1498     
  1073.24        2500.00                 NaN            NaN            NaN   1.15488        5.37014        8.33415        2.30864        47.9004       0.790279        34.1415     
  1071.69        2500.00                 NaN            NaN            NaN   5.35669        1.18872        8.33969        2.29618        47.8917       0.793848        34.1332     
  1070.13        2500.00                 NaN            NaN            NaN   5.34168        1.22654        8.34543        2.28258        47.8831       0.797373        34.1233     
  1068.57        2500.00                 NaN            NaN            NaN   5.32920        1.25721        8.35075        2.27120        47.8747       0.800837        34.1162     
  1067.01        2500.00                 NaN            NaN            NaN   5.31552        1.29222        8.35648        2.25847        47.8657       0.804255        34.1073     
  1065.45        2500.00                 NaN            NaN            NaN   1.32647        5.30238        8.36226        2.24589        47.8569       0.807580        34.0985     
  1063.89        2500.00                 NaN            NaN            NaN   5.28909        1.36079        8.36782        2.23366        47.8477       0.810794        34.0901     
  1062.33        2500.00                 NaN            NaN            NaN   5.27416        1.40001        8.37414        2.21974        47.8381       0.814128        34.0797     
  1060.78        2500.00                 NaN            NaN            NaN   5.26284        1.43014        8.37956        2.20843        47.8294       0.817282        34.0723     
  1059.22        2500.00                 NaN            NaN            NaN   5.24949        1.46561        8.38545        2.19574        47.8201       0.820398        34.0632     
  1057.66        2500.00                 NaN            NaN            NaN   5.23659        1.50040        8.39136        2.18321        47.8108       0.823452        34.0542     
  1056.10        2500.00                 NaN            NaN            NaN   5.22369        1.53537        8.39731        2.17066        47.8015       0.826458        34.0451     
  1054.54        2500.00                 NaN            NaN            NaN   5.21085        1.57047        8.40329        2.15809        47.7920       0.829413        34.0359     
  1052.98        2500.00                 NaN            NaN            NaN   1.60523        5.19825        8.40927        2.14562        47.7826       0.832311        34.0267     
  1051.43        2500.00                 NaN            NaN            NaN   1.63928        5.18600        8.41520        2.13340        47.7732       0.835130        34.0178     
  1049.87        2500.00                 NaN            NaN            NaN   5.17531        1.66760        8.42067        2.12397        47.7643       0.836999        34.0112     
  1048.31        2500.00                 NaN            NaN            NaN   5.16425        1.70039        8.42599        2.11499        47.7546       0.837004        34.0028     
  1046.75        2500.00                 NaN            NaN            NaN   1.74653        5.14806        8.43372        2.09537        47.7439       0.843319        33.9891     
  1045.19        2500.00                 NaN            NaN            NaN   5.13486        1.78473        8.44021        2.08194        47.7337       0.845978        33.9786     
  1043.63        2500.00                 NaN            NaN            NaN   5.10924        1.80759        8.44762        2.07958        47.7234       0.848338        33.9842     
  1042.08        2500.00                 NaN            NaN            NaN   1.75080        5.13203        8.44214        2.08849        47.7354       0.852126        33.9990     
  1040.52        2500.00                 NaN            NaN            NaN   1.89360        5.09714        8.45921        2.04383        47.7037       0.853529        33.9490     
  1038.96        2500.00                 NaN            NaN            NaN   5.08741        1.91970        8.46536        2.03205        47.6951       0.857853        33.9425     
  1037.40        2500.00                 NaN            NaN            NaN   5.07429        1.96189        8.47163        2.01959        47.6839       0.858294        33.9304     
  1035.84        2500.00                 NaN            NaN            NaN   5.06195        1.99896        8.47816        2.00668        47.6736       0.860608        33.9201     
  1034.28        2500.00                 NaN            NaN            NaN   5.04973        2.03588        8.48472        1.99386        47.6632       0.862866        33.9098     
  1032.73        2500.00                 NaN            NaN            NaN   2.07206        5.03788        8.49122        1.98125        47.6528       0.865066        33.8997     
  1031.17        2500.00                 NaN            NaN            NaN   5.02500        2.11177        8.49812        1.96760        47.6420       0.867217        33.8883     
  1029.61        2500.00                 NaN            NaN            NaN   2.14406        5.01469        8.50433        1.95617        47.6319       0.869318        33.8795     
  1028.05        2500.00                 NaN            NaN            NaN   5.00269        2.18146        8.51099        1.94327        47.6213       0.871381        33.8689     
  1026.49        2500.00                 NaN            NaN            NaN   4.98918        2.22379        8.51826        1.92894        47.6099       0.873372        33.8565     
  1024.93        2500.00                 NaN            NaN            NaN   4.98888        2.21365        8.52643        1.92882        47.6024       0.876107        33.8637     
  1023.38        2500.00                 NaN            NaN            NaN   4.98878        2.21358        8.52642        1.92872        47.6017       0.876090        33.8647     
  1021.82        2500.00                 NaN            NaN            NaN   4.98382        2.22241        8.52923        1.91701        47.6010       0.884596        33.8619     
  1020.26        2500.00                 NaN            NaN            NaN   4.94284        2.37217        8.54539        1.87796        47.5668       0.880889        33.8140     
  1018.70        2500.00                 NaN            NaN            NaN   2.40366        4.93308        8.55175        1.86752        47.5562       0.882189        33.8056     
  1017.14        2500.00                 NaN            NaN            NaN   2.44711        4.91971        8.55921        1.85232        47.5450       0.884351        33.7923     
  1015.58        2500.00                 NaN            NaN            NaN   4.90678        2.49182        8.56695        1.83748        47.5323       0.885955        33.7788     
  1014.03        2500.00                 NaN            NaN            NaN   2.53104        4.89510        8.57412        1.82421        47.5208       0.887554        33.7672     
  1012.47        2500.00                 NaN            NaN            NaN   2.57037        4.88340        8.58133        1.81092        47.5093       0.889105        33.7555     
  1010.91        2500.00                 NaN            NaN            NaN   2.61114        4.87128        8.58871        1.79733        47.4975       0.890595        33.7434     
  1009.35        2500.00                 NaN            NaN            NaN   2.65000        4.86014        8.59593        1.78413        47.4859       0.892054        33.7318     
  1007.79        2500.00                 NaN            NaN            NaN   4.84989        2.68652        8.60303        1.77180        47.4741       0.893458        33.7212     
  1006.23        2500.00                 NaN            NaN            NaN   4.83843        2.72619        8.61038        1.75853        47.4624       0.894817        33.7093     
  1004.68        2500.00                 NaN            NaN            NaN   2.76613        4.82697        8.61779        1.74518        47.4505       0.896130        33.6973     
  1003.12        2500.00                 NaN            NaN            NaN   4.81537        2.80694        8.62530        1.73158        47.4385       0.897394        33.6849     
  1001.56        2500.00                 NaN            NaN            NaN   4.80222        2.85415        8.63349        1.71597        47.4256       0.898562        33.6700     
  1000.00        2500.00                 NaN            NaN            NaN   2.89582        4.79064        8.64118        1.70214        47.4132       0.899718        33.6573     
