|6.6.6
Archiving\03_Data\Deqfrac/QFM/T13/T13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1596.86        2500.00        99.1315       0.756988       0.111514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.30        2500.00        99.2508       0.653410       0.957910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.74        2500.00        99.2061       0.692083       0.101811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.18        2500.00        99.2091       0.691680       0.992293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.62        2500.00        99.1448       0.748993       0.106159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.06        2500.00        99.2991       0.613439       0.874656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.51        2500.00        99.2329       0.671201       0.958557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        2500.00        99.2392       0.666483       0.943275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.39        2500.00        99.2486       0.657864       0.935583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.83        2500.00        99.2545       0.652857       0.926149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.27        2500.00        99.2603       0.648307       0.913693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        2500.00        99.2635       0.646188       0.903547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.16        2500.00        99.2786       0.634154       0.872172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00        99.2793       0.632715       0.879530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.04        2500.00        99.2884       0.625625       0.859436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        2500.00        99.2919       0.624261       0.838120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.92        2500.00        99.2927       0.623425       0.838465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.36        2500.00        99.4718       0.466763       0.614347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.81        2500.00        99.8578       0.135405       0.679866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00        98.6081        1.21750       0.174380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.69        2500.00        99.3217       0.598918       0.793395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.13        2500.00        99.6939       0.272173       0.339062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00        98.9652       0.915001       0.119802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00        99.3382       0.586790       0.750456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00        99.3423       0.582823       0.748672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00        99.3502       0.577048       0.727874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00        99.3539       0.573867       0.722687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00        99.3575       0.571586       0.709281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00        99.3646       0.565942       0.694710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00        99.3680       0.563381       0.686330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00        99.2723       0.549890       0.177822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00        99.4799       0.517244       0.287890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00        99.3836       0.596787       0.196452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00        99.3862       0.549784       0.640229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00        99.3779       0.564819       0.573212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00        99.4093       0.521023       0.697206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00        99.3989       0.540390       0.607597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00        99.4045       0.535342       0.601414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00        99.4078       0.533005       0.592125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00        99.4123       0.529530       0.581498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00        99.4154       0.527742       0.568587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00        99.6793       0.286404       0.342644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00        99.1682       0.752939       0.788980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00        99.4282       0.517009       0.548320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00        99.4316       0.515171       0.532145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00        99.5076       0.444592       0.477608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00        99.3642       0.578907       0.568461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00        99.4429       0.507405       0.497385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00        99.4415       0.508356       0.501150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00        99.4510       0.502120       0.469016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00        99.4513       0.502205       0.464501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00        99.4550       0.499057       0.459829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00        99.4572       0.498190       0.445763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00        99.4608       0.495298       0.439103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.4617       0.496443       0.418455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00        99.4631       0.497403       0.395065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00        99.4718       0.487275       0.409013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00        99.6179       0.351536       0.305927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00        99.3281       0.623266       0.486013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00        99.4766       0.486296       0.370878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00        99.4222       0.536532       0.413081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.80        2500.00        99.5394       0.429354       0.312005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.24        2500.00        99.4847       0.480590       0.346873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.68        2500.00        99.4862       0.480824       0.329973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.12        2500.00        99.4894       0.477465       0.331136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.56        2500.00        99.4895       0.485349       0.251575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.00        2500.00        99.4926       0.471691       0.356966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.45        2500.00        99.4940       0.477037       0.290024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.89        2500.00        99.4964       0.475554       0.280220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.33        2500.00        99.4974       0.476007       0.265625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.77        2500.00        99.5000       0.473199       0.267792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.21        2500.00        99.2081       0.344619       0.562091E-001  0.391036                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        2500.00        98.9315       0.213552       0.863522E-001  0.768560                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.09        2500.00        98.9447       0.212070       0.848817E-001  0.758386                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.54        2500.00        98.9524       0.209226       0.842893E-001  0.754055                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.98        2500.00        98.9619       0.208255       0.827903E-001  0.747009                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.42        2500.00        98.9715       0.205549       0.820431E-001  0.740901                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.86        2500.00        99.0488       0.189666       0.748760E-001  0.686660                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.30        2500.00        98.9200       0.215839       0.845255E-001  0.779610                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        2500.00        98.9978       0.199288       0.784884E-001  0.724468                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.19        2500.00        98.9998       0.202405       0.745787E-001  0.723172                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00        99.0159       0.195852       0.756588E-001  0.712547                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.07        2500.00        99.0206       0.194929       0.746201E-001  0.709846                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.51        2500.00        99.0298       0.192194       0.740250E-001  0.703949                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.95        2500.00        99.0357       0.192273       0.720834E-001  0.699929                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.39        2500.00        99.2171       0.145681       0.660869E-001  0.571164                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        98.8778       0.226066       0.810318E-001  0.815096                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.28        2500.00        99.0563       0.190214       0.674494E-001  0.686035                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.72        2500.00        99.0630       0.176262       0.770733E-001  0.683624                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        99.0676       0.200182       0.544925E-001  0.677718                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.60        2500.00        99.0669       0.187581       0.647337E-001  0.680829                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.04        2500.00        98.6478       0.257121       0.105783       0.989274                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.49        2500.00        99.5385       0.105156       0.243720E-001  0.331931                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        2500.00        99.0918       0.186237       0.590868E-001  0.662883                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.37        2500.00        99.0956       0.186649       0.571695E-001  0.660619                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        99.1006       0.187046       0.555646E-001  0.656756                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.25        2500.00        99.1054       0.186757       0.540742E-001  0.653766                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.69        2500.00        99.1092       0.187658       0.518503E-001  0.651289                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.14        2500.00        99.1143       0.186393       0.514901E-001  0.647836                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.58        2500.00        99.1161       0.185588       0.516217E-001  0.646659                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.02        2500.00        99.1261       0.186682       0.473181E-001  0.639894                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00        99.1251       0.189313       0.452716E-001  0.640329                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.90        2500.00        99.1214       0.196950       0.388302E-001  0.642861                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.34        2500.00        99.1364       0.188418       0.422200E-001  0.633008                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.1353       0.190697       0.403244E-001  0.633654                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.23        2500.00        99.1385       0.191022       0.387781E-001  0.631682                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.67        2500.00        99.1239       0.193666       0.383778E-001  0.644070                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        99.1574       0.190908       0.336090E-001  0.618119                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.55        2500.00        98.0845       0.223189       0.311325       0.766689                 NaN  0.614296                 NaN            NaN            NaN            NaN
  1426.99        2500.00        97.9167       0.219163       0.361100       0.784806                 NaN  0.718275                 NaN            NaN            NaN            NaN
  1425.44        2500.00        97.8777                 NaN  0.346162       0.332192       0.716175       0.727790                 NaN            NaN            NaN            NaN
  1423.88        2500.00        97.8630                 NaN  0.310954       0.673658       0.427677       0.724743                 NaN            NaN            NaN            NaN
  1422.32        2500.00        97.8974                 NaN  0.311036       0.412361       0.665581       0.713624                 NaN            NaN            NaN            NaN
  1420.76        2500.00        97.9323                 NaN  0.311053       0.656670       0.397782       0.702185                 NaN            NaN            NaN            NaN
  1419.20        2500.00        97.9642                 NaN  0.311385       0.383424       0.648569       0.692414                 NaN            NaN            NaN            NaN
  1417.64        2500.00        97.9808                 NaN  0.314598       0.371266       0.645875       0.687453                 NaN            NaN            NaN            NaN
  1416.09        2500.00        98.0329                 NaN  0.310672       0.355596       0.631263       0.669583                 NaN            NaN            NaN            NaN
  1414.53        2500.00        98.0561                 NaN  0.312457       0.625790       0.342945       0.662683                 NaN            NaN            NaN            NaN
  1412.97        2500.00        98.0849                 NaN  0.312941       0.618713       0.330037       0.653423                 NaN            NaN            NaN            NaN
  1411.41        2500.00        98.1128                 NaN  0.313580       0.611812       0.317554       0.644301                 NaN            NaN            NaN            NaN
  1409.85        2500.00        98.1421                 NaN  0.313519       0.305053       0.604601       0.634774                 NaN            NaN            NaN            NaN
  1408.29        2500.00        98.1685                 NaN  0.314035       0.598204       0.292973       0.626322                 NaN            NaN            NaN            NaN
  1406.73        2500.00        98.1937                 NaN  0.314836       0.281126       0.592023       0.618345                 NaN            NaN            NaN            NaN
  1405.18        2500.00        98.2185                 NaN  0.315594       0.586218       0.269403       0.610318                 NaN            NaN            NaN            NaN
  1403.62        2500.00        98.2444                 NaN  0.315792       0.579616       0.258230       0.601965                 NaN            NaN            NaN            NaN
  1402.06        2500.00        98.2679                 NaN  0.316634       0.246808       0.574153       0.594498                 NaN            NaN            NaN            NaN
  1400.50        2500.00        98.2915                 NaN  0.316877       0.568345       0.236674       0.586653                 NaN            NaN            NaN            NaN
  1398.94        2500.00        98.3135                 NaN  0.317896       0.225819       0.563207       0.579601                 NaN            NaN            NaN            NaN
  1397.38        2500.00        98.3353                 NaN  0.318702       0.557777       0.215605       0.572653                 NaN            NaN            NaN            NaN
  1395.83        2500.00        98.3580                 NaN  0.318883       0.552361       0.205647       0.565108                 NaN            NaN            NaN            NaN
  1394.27        2500.00        98.3782                 NaN  0.319766       0.547772       0.195648       0.558568                 NaN            NaN            NaN            NaN
  1392.71        2500.00        98.3995                 NaN  0.320174       0.542893       0.185687       0.551710                 NaN            NaN            NaN            NaN
  1391.15        2500.00        98.4198                 NaN  0.320786       0.176265       0.537988       0.545136                 NaN            NaN            NaN            NaN
  1389.59        2500.00        98.4398                 NaN  0.321377       0.533258       0.166856       0.538692                 NaN            NaN            NaN            NaN
  1388.03        2500.00        98.4604                 NaN  0.321879       0.528223       0.157125       0.532325                 NaN            NaN            NaN            NaN
  1386.48        2500.00        98.4775                 NaN  0.322870       0.524771       0.148303       0.526530                 NaN            NaN            NaN            NaN
  1384.92        2500.00        98.4988                 NaN  0.321768       0.519183       0.141248       0.519009                 NaN            NaN            NaN            NaN
  1383.36        2500.00        98.5113                 NaN  0.323828       0.132251       0.517256       0.515326                 NaN            NaN            NaN            NaN
  1381.80        2500.00        98.5332                 NaN  0.323502       0.510947       0.124317       0.508001                 NaN            NaN            NaN            NaN
  1380.24        2500.00        98.5491                 NaN  0.323985       0.507598       0.116606       0.502727                 NaN            NaN            NaN            NaN
  1378.68        2500.00        98.5650                 NaN  0.324639       0.504380       0.108617       0.497334                 NaN            NaN            NaN            NaN
  1377.13        2500.00        98.5823                 NaN  0.324682       0.101114       0.500288       0.491655                 NaN            NaN            NaN            NaN
  1375.57        2500.00        98.5985                 NaN  0.325128       0.496654       0.933134E-001  0.486403                 NaN            NaN            NaN            NaN
  1374.01        2500.00        98.6142                 NaN  0.324912       0.874599E-001  0.492561       0.480902                 NaN            NaN            NaN            NaN
  1372.45        2500.00        98.6274                 NaN  0.325477       0.809650E-001  0.489518       0.476598                 NaN            NaN            NaN            NaN
  1370.89        2500.00        98.6458                 NaN  0.325081       0.485482       0.733879E-001  0.470248                 NaN            NaN            NaN            NaN
  1369.33        2500.00        98.1117                 NaN            NaN  0.478424       0.676364       0.526891       0.206591                 NaN            NaN            NaN
  1367.78        2500.00        97.9526                 NaN            NaN  0.451070       0.759246       0.567789       0.269323                 NaN            NaN            NaN
  1366.22        2500.00        98.0042                 NaN            NaN  0.437526       0.740134       0.555289       0.262845                 NaN            NaN            NaN
  1364.66        2500.00        98.0551                 NaN            NaN  0.720534       0.424856       0.542974       0.256579                 NaN            NaN            NaN
  1363.10        2500.00        98.1072                 NaN            NaN  0.413343       0.699559       0.530167       0.249743                 NaN            NaN            NaN
  1361.54        2500.00        98.1543                 NaN            NaN  0.401614       0.681739       0.518684       0.243655                 NaN            NaN            NaN
  1359.98        2500.00        98.2001                 NaN            NaN  0.664222       0.390400       0.507527       0.237751                 NaN            NaN            NaN
  1358.43        2500.00        98.2465                 NaN            NaN  0.379911       0.645854       0.495998       0.231775                 NaN            NaN            NaN
  1356.87        2500.00        98.2891                 NaN            NaN  0.370160       0.629085       0.485503       0.226117                 NaN            NaN            NaN
  1355.31        2500.00        98.3314                 NaN            NaN  0.360337       0.612742       0.474953       0.220577                 NaN            NaN            NaN
  1353.75        2500.00        98.3717                 NaN            NaN  0.350744       0.597258       0.465006       0.215331                 NaN            NaN            NaN
  1352.19        2500.00        98.4111                 NaN            NaN  0.581659       0.342065       0.455081       0.210137                 NaN            NaN            NaN
  1350.63        2500.00        98.4489                 NaN            NaN  0.333293       0.567150       0.445542       0.205129                 NaN            NaN            NaN
  1349.08        2500.00        98.4846                 NaN            NaN  0.325675       0.552922       0.436668       0.200150                 NaN            NaN            NaN
  1347.52        2500.00        98.5207                 NaN            NaN  0.317384       0.539012       0.427478       0.195421                 NaN            NaN            NaN
  1345.96        2500.00        98.5543                 NaN            NaN  0.310528       0.525343       0.418912       0.190907                 NaN            NaN            NaN
  1344.40        2500.00        98.5874                 NaN            NaN  0.512834       0.302908       0.410520       0.186350                 NaN            NaN            NaN
  1342.84        2500.00        98.6188                 NaN            NaN  0.295931       0.500524       0.402647       0.182139                 NaN            NaN            NaN
  1341.28        2500.00        98.6506                 NaN            NaN  0.487868       0.289366       0.394287       0.177926                 NaN            NaN            NaN
  1339.72        2500.00        98.6800                 NaN            NaN  0.476833       0.282514       0.386756       0.173876                 NaN            NaN            NaN
  1338.17        2500.00        98.7083                 NaN            NaN  0.276848       0.465520       0.379473       0.169900                 NaN            NaN            NaN
  1336.61        2500.00        98.7367                 NaN            NaN  0.270339       0.454968       0.372098       0.165943                 NaN            NaN            NaN
  1335.05        2500.00        98.7634                 NaN            NaN  0.443941       0.265289       0.365195       0.162150                 NaN            NaN            NaN
  1333.49        2500.00        98.7899                 NaN            NaN  0.259607       0.433623       0.358330       0.158508                 NaN            NaN            NaN
  1331.93        2500.00        98.8155                 NaN            NaN  0.423793       0.254033       0.351565       0.155066                 NaN            NaN            NaN
  1330.37        2500.00        98.8401                 NaN            NaN  0.413877       0.249343       0.345193       0.151474                 NaN            NaN            NaN
  1328.82        2500.00        98.8639                 NaN            NaN  0.243856       0.405139       0.338901       0.148183                 NaN            NaN            NaN
  1327.26        2500.00        98.8878                 NaN            NaN  0.395292       0.239360       0.332623       0.144894                 NaN            NaN            NaN
  1325.70        2500.00        98.9101                 NaN            NaN  0.234491       0.386924       0.326792       0.141732                 NaN            NaN            NaN
  1324.14        2500.00        98.9325                 NaN            NaN  0.230020       0.378173       0.320766       0.138582                 NaN            NaN            NaN
  1322.58        2500.00        98.9525                 NaN            NaN  0.370315       0.225772       0.315546       0.135878                 NaN            NaN            NaN
  1321.02        2500.00        98.9756                 NaN            NaN  0.361115       0.221944       0.309140       0.132233                 NaN            NaN            NaN
  1319.47        2500.00        98.9945                 NaN            NaN  0.218271       0.353523       0.304205       0.129533                 NaN            NaN            NaN
  1317.91        2500.00        99.0131                 NaN            NaN  0.345895       0.215176       0.299347       0.126494                 NaN            NaN            NaN
  1316.35        2500.00        99.0335                 NaN            NaN  0.338473       0.210568       0.293581       0.123900                 NaN            NaN            NaN
  1314.79        2500.00        99.0516                 NaN            NaN  0.331040       0.207292       0.288886       0.121218                 NaN            NaN            NaN
  1313.23        2500.00        99.0699                 NaN            NaN  0.203676       0.324146       0.283845       0.118461                 NaN            NaN            NaN
  1311.67        2500.00        99.0874                 NaN            NaN  0.200013       0.317223       0.279154       0.116163                 NaN            NaN            NaN
  1310.12        2500.00        99.1051                 NaN            NaN  0.310323       0.196957       0.274240       0.113386                 NaN            NaN            NaN
  1308.56        2500.00        99.1216                 NaN            NaN  0.194686       0.303127       0.269836       0.110760                 NaN            NaN            NaN
  1307.00        2500.00        99.1373                 NaN            NaN  0.191285       0.297671       0.265350       0.108417                 NaN            NaN            NaN
  1305.44        2500.00        99.1537                 NaN            NaN  0.188252       0.290955       0.260955       0.106127                 NaN            NaN            NaN
  1303.88        2500.00        99.1686                 NaN            NaN  0.285041       0.185841       0.256827       0.103668                 NaN            NaN            NaN
  1302.32        2500.00        99.1843                 NaN            NaN  0.279080       0.182734       0.252404       0.101437                 NaN            NaN            NaN
  1300.77        2500.00        99.1981                 NaN            NaN  0.272960       0.180994       0.248828       0.990893E-001            NaN            NaN            NaN
  1299.21        2500.00        99.2134                 NaN            NaN  0.177766       0.267488       0.244294       0.970118E-001            NaN            NaN            NaN
  1297.65        2500.00        99.2270                 NaN            NaN  0.261985       0.175677       0.240567       0.947741E-001            NaN            NaN            NaN
  1296.09        2500.00        99.2403                 NaN            NaN  0.173726       0.256329       0.236990       0.926237E-001            NaN            NaN            NaN
  1294.53        2500.00        99.2531                 NaN            NaN  0.251520       0.171384       0.233348       0.906961E-001            NaN            NaN            NaN
  1292.97        2500.00        97.5274                 NaN            NaN  0.392454       0.402024       0.446078       0.149936        1.08215                 NaN            NaN
  1291.42        2500.00        87.7682                 NaN            NaN   1.74198        1.16885        1.65500       0.474931        7.19101                 NaN            NaN
  1289.86        2500.00        85.3303                 NaN            NaN   1.62593        1.70078        1.98857       0.614305        8.74016                 NaN            NaN
  1288.30        2500.00        94.6232                 NaN            NaN   1.17214       0.254163       0.751695       0.178858        3.01997                 NaN            NaN
  1286.74        2500.00        78.0165                 NaN            NaN   2.25710        3.02954        3.01718       0.844249        12.8355                 NaN            NaN
  1285.18        2500.00        99.8285                 NaN            NaN  0.844845E-001            NaN            NaN            NaN  0.870231E-001            NaN            NaN
  1283.62        2500.00        96.6162                 NaN            NaN  0.299860       0.470175       0.431604       0.564928E-001   2.12564                 NaN            NaN
  1282.07        2500.00        97.9958                 NaN            NaN  0.487341                 NaN  0.292837       0.200920        1.02311                 NaN            NaN
  1280.51        2500.00        93.5563                 NaN            NaN   1.17446       0.316254       0.935858       0.232900        3.78420                 NaN            NaN
  1278.95        2500.00        94.6604                 NaN            NaN  0.793457       0.452679       0.762789       0.218371        3.11228                 NaN            NaN
  1277.39        2500.00        91.5655                 NaN            NaN   1.07833       0.915494        1.14903       0.236678        5.05495                 NaN            NaN
  1275.83        2500.00        98.4618                 NaN            NaN  0.274805       0.575795E-001  0.278890       0.197792       0.729106                 NaN            NaN
  1274.27        2500.00        95.6427                 NaN            NaN  0.575817       0.438925       0.627166       0.192274        2.52311                 NaN            NaN
  1272.71        2500.00        95.9234                 NaN            NaN  0.414963       0.526672       0.585674       0.182243        2.36707                 NaN            NaN
  1271.16        2500.00        95.9197                 NaN            NaN  0.419181       0.513225       0.588554       0.186139        2.37317                 NaN            NaN
  1269.60        2500.00        96.1476                 NaN            NaN  0.478125       0.395222       0.555832       0.177321        2.24593                 NaN            NaN
  1268.04        2500.00        96.2504                 NaN            NaN  0.385837       0.460391       0.543876       0.171471        2.18806                 NaN            NaN
  1266.48        2500.00        96.5993                 NaN            NaN  0.387654       0.367479       0.493266       0.176263        1.97607                 NaN            NaN
  1264.92        2500.00        94.0193                 NaN            NaN  0.567227       0.574610       0.792538       0.297018        3.74933                 NaN            NaN
  1263.36        2500.00        99.3535                 NaN            NaN  0.318723       0.447692E-001  0.187189       0.106434E-001  0.851459E-001            NaN            NaN
  1261.81        2500.00        97.0705                 NaN            NaN  0.181481       0.424981       0.421983       0.173103        1.72795                 NaN            NaN
  1260.25        2500.00        96.8488                 NaN            NaN  0.247279       0.435983       0.469157       0.148106        1.85067                 NaN            NaN
  1258.69        2500.00        98.0188                 NaN            NaN  0.184767       0.299271       0.368017                 NaN   1.12919                 NaN            NaN
  1257.13        2500.00        96.3147                 NaN            NaN  0.747654                 NaN  0.408006       0.207324        2.32229                 NaN            NaN
  1255.57        2500.00        98.8987                 NaN            NaN  0.411120                 NaN  0.216632       0.651679E-001  0.408404                 NaN            NaN
