|6.6.6
Archiving\03_Data\frac/QFM_m2/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1964.91        2500.00        99.7739       0.212346       0.137875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        99.7739       0.212356       0.137878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        99.7738       0.212367       0.137880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.7738       0.212378       0.137883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.7738       0.212388       0.137885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.7738       0.212399       0.137888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.7738       0.212409       0.137890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.7738       0.212420       0.137893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.7738       0.212431       0.137896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.7738       0.212441       0.137898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.7738       0.212452       0.137901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.7737       0.212462       0.137903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.4073       0.212516       0.105369E-001  0.369661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00       100.0000                 NaN            NaN  0.440707E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.6430                 NaN            NaN  0.356951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.4255                 NaN            NaN  0.574519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4288                 NaN            NaN  0.571216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4324                 NaN            NaN  0.567584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4386                 NaN            NaN  0.561437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4409                 NaN            NaN  0.559110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4438                 NaN            NaN  0.556176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4489                 NaN            NaN  0.551146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4507                 NaN            NaN  0.549285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4541                 NaN            NaN  0.545936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4574                 NaN            NaN  0.542632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4604                 NaN            NaN  0.539622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4631                 NaN            NaN  0.536852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4656                 NaN            NaN  0.534375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4612                 NaN            NaN  0.529928                 NaN  0.888600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4617                 NaN            NaN  0.527652                 NaN  0.106901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4641                 NaN            NaN  0.525222                 NaN  0.106445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4664                 NaN            NaN  0.523025                 NaN  0.106079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4689                 NaN            NaN  0.520519                 NaN  0.105663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4717                 NaN            NaN  0.517790                 NaN  0.105255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4723                 NaN            NaN  0.517164                 NaN  0.105453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4728                 NaN            NaN  0.516684                 NaN  0.105417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4803                 NaN            NaN  0.509315                 NaN  0.103712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4811                 NaN            NaN  0.508506                 NaN  0.103566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4821                 NaN            NaN  0.507507                 NaN  0.103504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4835                 NaN            NaN  0.506169                 NaN  0.103184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3892                 NaN            NaN  0.598637                 NaN  0.122080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5830                 NaN            NaN  0.408722                 NaN  0.832585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4885                 NaN            NaN  0.501304                 NaN  0.101948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4900                 NaN            NaN  0.499796                 NaN  0.101930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4915                 NaN            NaN  0.498346                 NaN  0.101393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4914                 NaN            NaN  0.498443                 NaN  0.101399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4952                 NaN            NaN  0.494763                 NaN  0.100391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4952                 NaN            NaN  0.494792                 NaN  0.100476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3100                 NaN            NaN  0.676364                 NaN  0.136161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6800                 NaN            NaN  0.313713                 NaN  0.628143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4977                 NaN            NaN  0.492381                 NaN  0.996779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4999                 NaN            NaN  0.490193                 NaN  0.988267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4994                 NaN            NaN  0.490730                 NaN  0.988829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5545                 NaN            NaN  0.436763                 NaN  0.877804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4460                 NaN            NaN  0.543101                 NaN  0.108674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0358                 NaN            NaN  0.945192                 NaN  0.190298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.9700                 NaN            NaN  0.295924E-001            NaN  0.438495E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5021                 NaN            NaN  0.488198                 NaN  0.971780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5023                 NaN            NaN  0.488033                 NaN  0.969610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5023                 NaN            NaN  0.488018                 NaN  0.966239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5029                 NaN            NaN  0.487425                 NaN  0.962803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5028                 NaN            NaN  0.487637                 NaN  0.959822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5028                 NaN            NaN  0.487676                 NaN  0.956215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5029                 NaN            NaN  0.487527                 NaN  0.954527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5018                 NaN            NaN  0.488637                 NaN  0.952422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5000                 NaN            NaN  0.490426                 NaN  0.956896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5050                 NaN            NaN  0.485596                 NaN  0.937041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5006                 NaN            NaN  0.489944                 NaN  0.945416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5013                 NaN            NaN  0.489286                 NaN  0.938907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5003                 NaN            NaN  0.490340                 NaN  0.937335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5001                 NaN            NaN  0.490564                 NaN  0.934676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4992                 NaN            NaN  0.491464                 NaN  0.932042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4984                 NaN            NaN  0.492275                 NaN  0.930848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5839                 NaN            NaN  0.408424                 NaN  0.769565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4112                 NaN            NaN  0.577970                 NaN  0.108082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4961                 NaN            NaN  0.494718                 NaN  0.922826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4954                 NaN            NaN  0.495450                 NaN  0.917220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4950                 NaN            NaN  0.495810                 NaN  0.915054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4923                 NaN            NaN  0.498501                 NaN  0.916182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4930                 NaN            NaN  0.497862                 NaN  0.909546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4905                 NaN            NaN  0.500375                 NaN  0.908614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5619                 NaN            NaN  0.430240                 NaN  0.789221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4137                 NaN            NaN  0.576208                 NaN  0.100972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4888                 NaN            NaN  0.502200                 NaN  0.898832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4856                 NaN            NaN  0.505412                 NaN  0.898905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4891                 NaN            NaN  0.501984                 NaN  0.891545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4802                 NaN            NaN  0.510833                 NaN  0.901504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4807                 NaN            NaN  0.510328                 NaN  0.896039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4826                 NaN            NaN  0.508549                 NaN  0.884998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4824                 NaN            NaN  0.508802                 NaN  0.883530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4722                 NaN            NaN  0.518863                 NaN  0.896429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4783                 NaN            NaN  0.512939                 NaN  0.879749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4329                 NaN            NaN  0.557593                 NaN  0.949756E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.5179                 NaN            NaN  0.474112                 NaN  0.802256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4732                 NaN            NaN  0.518045                 NaN  0.876312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4701                 NaN            NaN  0.521156                 NaN  0.877721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4684                 NaN            NaN  0.522865                 NaN  0.878041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4723                 NaN            NaN  0.519014                 NaN  0.864191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4673                 NaN            NaN  0.524000                 NaN  0.868831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4663                 NaN            NaN  0.525002                 NaN  0.866403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4652                 NaN            NaN  0.526216                 NaN  0.863288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4832                 NaN            NaN  0.508443                 NaN  0.831204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4414                 NaN            NaN  0.549658                 NaN  0.895552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4609                 NaN            NaN  0.530516                 NaN  0.856983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4607                 NaN            NaN  0.530728                 NaN  0.854811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4593                 NaN            NaN  0.532199                 NaN  0.853593E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4616                 NaN            NaN  0.529897                 NaN  0.845699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4582                 NaN            NaN  0.533293                 NaN  0.848173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3291                 NaN            NaN  0.660377                 NaN  0.104794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.5855                 NaN            NaN  0.408081                 NaN  0.643953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4549                 NaN            NaN  0.536634                 NaN  0.842973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4558                 NaN            NaN  0.535783                 NaN  0.838123E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4541                 NaN            NaN  0.537532                 NaN  0.839454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4554                 NaN            NaN  0.536248                 NaN  0.834055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4539                 NaN            NaN  0.537788                 NaN  0.834226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4546                 NaN            NaN  0.537108                 NaN  0.829976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4538                 NaN            NaN  0.537919                 NaN  0.829079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4546                 NaN            NaN  0.537165                 NaN  0.825879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4539                 NaN            NaN  0.537885                 NaN  0.826126E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4550                 NaN            NaN  0.536787                 NaN  0.820830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4552                 NaN            NaN  0.536604                 NaN  0.818465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4542                 NaN            NaN  0.537616                 NaN  0.819278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4567                 NaN            NaN  0.535163                 NaN  0.813942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3719                 NaN            NaN  0.619834                 NaN  0.830183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4444                 NaN            NaN  0.407760                 NaN  0.603781E-002   1.14183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2809                 NaN            NaN  0.852958E-001            NaN            NaN  0.633820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5515                 NaN            NaN  0.168353                 NaN            NaN   1.28014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5813                 NaN            NaN  0.164343                 NaN            NaN   1.25432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6005                 NaN            NaN  0.160875                 NaN            NaN   1.23865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6347                 NaN            NaN  0.156038                 NaN            NaN   1.20926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6595                 NaN            NaN  0.153703                 NaN            NaN   1.18684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6650                 NaN            NaN  0.148649                 NaN            NaN   1.18639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7207                 NaN            NaN  0.143888                 NaN            NaN   1.13538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7281                 NaN            NaN  0.142861                 NaN            NaN   1.12902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7513                 NaN            NaN  0.139015                 NaN            NaN   1.10969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7698                 NaN            NaN  0.135768                 NaN            NaN   1.09441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7954                 NaN            NaN  0.134224                 NaN            NaN   1.07033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.8150                 NaN            NaN  0.129742                 NaN            NaN   1.05521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8351                 NaN            NaN  0.127751                 NaN            NaN   1.03712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8533                 NaN            NaN  0.123742                 NaN            NaN   1.02294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8738                 NaN            NaN  0.120632                 NaN            NaN   1.00556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8888                 NaN            NaN  0.117777                 NaN            NaN  0.993442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9117                 NaN            NaN  0.116571                 NaN            NaN  0.971695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9245                 NaN            NaN  0.111990                 NaN            NaN  0.963499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9443                 NaN            NaN  0.109412                 NaN            NaN  0.946288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9551                 NaN            NaN  0.107230                 NaN            NaN  0.937651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9779                 NaN            NaN  0.104112                 NaN            NaN  0.917999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9909                 NaN            NaN  0.103529                 NaN            NaN  0.905568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0108                 NaN            NaN  0.983468E-001            NaN            NaN  0.890857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0207                 NaN            NaN  0.967998E-001            NaN            NaN  0.882489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0346                 NaN            NaN  0.928116E-001            NaN            NaN  0.872567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0489                 NaN            NaN  0.905900E-001            NaN            NaN  0.860488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0636                 NaN            NaN  0.911633E-001            NaN            NaN  0.845218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0693                 NaN            NaN  0.849390E-001            NaN            NaN  0.845733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0957                 NaN            NaN  0.835787E-001            NaN            NaN  0.820728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1018                 NaN            NaN  0.815757E-001            NaN            NaN  0.816648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1126                 NaN            NaN  0.870013E-001            NaN            NaN  0.800402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1270                 NaN            NaN  0.672159E-001            NaN            NaN  0.805804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1372                 NaN            NaN  0.740190E-001            NaN            NaN  0.788764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1484                 NaN            NaN  0.737429E-001            NaN            NaN  0.777828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1630                 NaN            NaN  0.701492E-001            NaN            NaN  0.766896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1717                 NaN            NaN  0.682808E-001            NaN            NaN  0.759980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1809                 NaN            NaN  0.650818E-001            NaN            NaN  0.754040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1899                 NaN            NaN  0.650549E-001            NaN            NaN  0.745004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
