|6.6.6
Archiving\03_Data\frac/QFM_m2/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1944.86        2500.00        99.5970       0.364271       0.386815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.5970       0.364270       0.386814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.5970       0.364270       0.386814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.5970       0.364269       0.386813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.2025       0.364261       0.295483E-001  0.403737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00       100.0000                 NaN            NaN  0.476462E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.6143                 NaN            NaN  0.385679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3791                 NaN            NaN  0.620911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3824                 NaN            NaN  0.617624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3862                 NaN            NaN  0.613842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3926                 NaN            NaN  0.607408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3949                 NaN            NaN  0.605142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3978                 NaN            NaN  0.602167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4030                 NaN            NaN  0.596957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4048                 NaN            NaN  0.595236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4082                 NaN            NaN  0.591832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4114                 NaN            NaN  0.588577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4145                 NaN            NaN  0.585473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4173                 NaN            NaN  0.582728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4197                 NaN            NaN  0.580316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4111                 NaN            NaN  0.575683                 NaN  0.131683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4107                 NaN            NaN  0.573474                 NaN  0.158477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4131                 NaN            NaN  0.571089                 NaN  0.157878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4152                 NaN            NaN  0.569026                 NaN  0.157411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4178                 NaN            NaN  0.566561                 NaN  0.156864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4206                 NaN            NaN  0.563801                 NaN  0.156322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4209                 NaN            NaN  0.563464                 NaN  0.156629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4210                 NaN            NaN  0.563309                 NaN  0.156701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4292                 NaN            NaN  0.555352                 NaN  0.154224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4298                 NaN            NaN  0.554787                 NaN  0.154090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4307                 NaN            NaN  0.553921                 NaN  0.154037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4318                 NaN            NaN  0.552840                 NaN  0.153662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3276                 NaN            NaN  0.654173                 NaN  0.181884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5407                 NaN            NaN  0.446844                 NaN  0.124086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4364                 NaN            NaN  0.548362                 NaN  0.152044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4379                 NaN            NaN  0.546911                 NaN  0.152039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4392                 NaN            NaN  0.545633                 NaN  0.151324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4388                 NaN            NaN  0.546086                 NaN  0.151427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4427                 NaN            NaN  0.542320                 NaN  0.149983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4424                 NaN            NaN  0.542633                 NaN  0.150163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2367                 NaN            NaN  0.742898                 NaN  0.204040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6461                 NaN            NaN  0.344476                 NaN  0.939741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4443                 NaN            NaN  0.540831                 NaN  0.149169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4465                 NaN            NaN  0.538742                 NaN  0.147967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4455                 NaN            NaN  0.539678                 NaN  0.148133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5062                 NaN            NaN  0.480617                 NaN  0.131637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3858                 NaN            NaN  0.597931                 NaN  0.162969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        98.9303                 NaN            NaN   1.04119                 NaN  0.285460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.9667                 NaN            NaN  0.326321E-001            NaN  0.658435E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4469                 NaN            NaN  0.538480                 NaN  0.145951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4468                 NaN            NaN  0.538583                 NaN  0.145691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4466                 NaN            NaN  0.538873                 NaN  0.145259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4470                 NaN            NaN  0.538513                 NaN  0.144802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4465                 NaN            NaN  0.539098                 NaN  0.144440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4461                 NaN            NaN  0.539479                 NaN  0.143981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4460                 NaN            NaN  0.539615                 NaN  0.143764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4444                 NaN            NaN  0.541217                 NaN  0.143531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4421                 NaN            NaN  0.543464                 NaN  0.144187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4473                 NaN            NaN  0.538528                 NaN  0.141385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4420                 NaN            NaN  0.543779                 NaN  0.142686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4425                 NaN            NaN  0.543325                 NaN  0.141797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4409                 NaN            NaN  0.544898                 NaN  0.141616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4404                 NaN            NaN  0.545476                 NaN  0.141280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4391                 NaN            NaN  0.546803                 NaN  0.140972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4379                 NaN            NaN  0.548031                 NaN  0.140801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5334                 NaN            NaN  0.454972                 NaN  0.116505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3394                 NaN            NaN  0.644266                 NaN  0.163720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4342                 NaN            NaN  0.551856                 NaN  0.139840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4330                 NaN            NaN  0.553132                 NaN  0.139142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4323                 NaN            NaN  0.553851                 NaN  0.138823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4288                 NaN            NaN  0.557312                 NaN  0.139070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4292                 NaN            NaN  0.556943                 NaN  0.138145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4259                 NaN            NaN  0.560303                 NaN  0.138117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5055                 NaN            NaN  0.482420                 NaN  0.120460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3386                 NaN            NaN  0.646062                 NaN  0.153631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4228                 NaN            NaN  0.563477                 NaN  0.136822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4187                 NaN            NaN  0.567558                 NaN  0.136946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4226                 NaN            NaN  0.563818                 NaN  0.135836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4119                 NaN            NaN  0.574370                 NaN  0.137441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4121                 NaN            NaN  0.574266                 NaN  0.136673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4137                 NaN            NaN  0.572759                 NaN  0.135128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4132                 NaN            NaN  0.573315                 NaN  0.134945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4009                 NaN            NaN  0.585412                 NaN  0.136978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4076                 NaN            NaN  0.578942                 NaN  0.134537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3554                 NaN            NaN  0.630034                 NaN  0.145360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4514                 NaN            NaN  0.536307                 NaN  0.122898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4005                 NaN            NaN  0.586127                 NaN  0.134230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3963                 NaN            NaN  0.590222                 NaN  0.134488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3940                 NaN            NaN  0.592549                 NaN  0.134556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3982                 NaN            NaN  0.588525                 NaN  0.132577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3919                 NaN            NaN  0.594770                 NaN  0.133367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3902                 NaN            NaN  0.596498                 NaN  0.133081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3883                 NaN            NaN  0.598427                 NaN  0.132710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4085                 NaN            NaN  0.578727                 NaN  0.127822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3601                 NaN            NaN  0.626130                 NaN  0.137707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3819                 NaN            NaN  0.604877                 NaN  0.131983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3813                 NaN            NaN  0.605517                 NaN  0.131708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3790                 NaN            NaN  0.607804                 NaN  0.131572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3814                 NaN            NaN  0.605506                 NaN  0.130442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3769                 NaN            NaN  0.609986                 NaN  0.130941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2278                 NaN            NaN  0.755988                 NaN  0.161760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.5223                 NaN            NaN  0.467739                 NaN  0.995225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3713                 NaN            NaN  0.615639                 NaN  0.130369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3718                 NaN            NaN  0.615239                 NaN  0.129716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3693                 NaN            NaN  0.617729                 NaN  0.129953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3703                 NaN            NaN  0.616769                 NaN  0.129216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3679                 NaN            NaN  0.619159                 NaN  0.129309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3681                 NaN            NaN  0.618980                 NaN  0.128748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3667                 NaN            NaN  0.620449                 NaN  0.128686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3671                 NaN            NaN  0.620101                 NaN  0.128265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3658                 NaN            NaN  0.621352                 NaN  0.128354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3664                 NaN            NaN  0.620815                 NaN  0.127639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3660                 NaN            NaN  0.621261                 NaN  0.127375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3642                 NaN            NaN  0.623066                 NaN  0.127556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3665                 NaN            NaN  0.620795                 NaN  0.126801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2673                 NaN            NaN  0.719724                 NaN  0.129319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2256                 NaN            NaN  0.473105                 NaN  0.940206E-002   1.29187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.1825                 NaN            NaN  0.992124E-001            NaN            NaN  0.718305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3539                 NaN            NaN  0.195825                 NaN            NaN   1.45030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3869                 NaN            NaN  0.191273                 NaN            NaN   1.42187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4076                 NaN            NaN  0.187407                 NaN            NaN   1.40499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4454                 NaN            NaN  0.181937                 NaN            NaN   1.37267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4728                 NaN            NaN  0.179285                 NaN            NaN   1.34795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4787                 NaN            NaN  0.173503                 NaN            NaN   1.34784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5407                 NaN            NaN  0.168138                 NaN            NaN   1.29112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5481                 NaN            NaN  0.167089                 NaN            NaN   1.28481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5739                 NaN            NaN  0.162706                 NaN            NaN   1.26343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5940                 NaN            NaN  0.159038                 NaN            NaN   1.24693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6225                 NaN            NaN  0.157353                 NaN            NaN   1.22019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6441                 NaN            NaN  0.152241                 NaN            NaN   1.20368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6663                 NaN            NaN  0.149995                 NaN            NaN   1.18366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6864                 NaN            NaN  0.145407                 NaN            NaN   1.16823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7089                 NaN            NaN  0.141891                 NaN            NaN   1.14919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7254                 NaN            NaN  0.138647                 NaN            NaN   1.13600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7509                 NaN            NaN  0.137291                 NaN            NaN   1.11184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7648                 NaN            NaN  0.132051                 NaN            NaN   1.10317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7868                 NaN            NaN  0.129117                 NaN            NaN   1.08413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7987                 NaN            NaN  0.126655                 NaN            NaN   1.07465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8241                 NaN            NaN  0.123060                 NaN            NaN   1.05289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8380                 NaN            NaN  0.122474                 NaN            NaN   1.03954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8603                 NaN            NaN  0.116488                 NaN            NaN   1.02321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8711                 NaN            NaN  0.114735                 NaN            NaN   1.01413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8866                 NaN            NaN  0.110095                 NaN            NaN   1.00331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9024                 NaN            NaN  0.107553                 NaN            NaN  0.990063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9186                 NaN            NaN  0.108303                 NaN            NaN  0.973095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9248                 NaN            NaN  0.100981                 NaN            NaN  0.974180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9544                 NaN            NaN  0.994912E-001            NaN            NaN  0.946107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9609                 NaN            NaN  0.971786E-001            NaN            NaN  0.941947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9728                 NaN            NaN  0.103692                 NaN            NaN  0.923541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9893                 NaN            NaN  0.801922E-001            NaN            NaN  0.930505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0003                 NaN            NaN  0.883818E-001            NaN            NaN  0.911293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0125                 NaN            NaN  0.881427E-001            NaN            NaN  0.899406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0289                 NaN            NaN  0.839143E-001            NaN            NaN  0.887148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0386                 NaN            NaN  0.817402E-001            NaN            NaN  0.879624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0488                 NaN            NaN  0.779828E-001            NaN            NaN  0.873259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0584                 NaN            NaN  0.780539E-001            NaN            NaN  0.863565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
