|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1332.49        2500.00                 NaN   99.2440                 NaN            NaN  0.148210       0.349252       0.315185E-001            NaN  0.226988                 NaN            NaN            NaN            NaN            NaN
  1330.97        2500.00                 NaN   99.0783                 NaN            NaN  0.218766       0.412986                 NaN            NaN  0.288680       0.127319E-002            NaN            NaN            NaN            NaN
  1329.45        2500.00                 NaN   99.3925                 NaN            NaN  0.841800E-001  0.239992       0.109900                 NaN  0.173385                 NaN            NaN            NaN            NaN            NaN
  1327.94        2500.00                 NaN   99.2380                 NaN            NaN  0.129284       0.288269       0.116611                 NaN  0.227851                 NaN            NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.2458                 NaN            NaN  0.127069       0.284971       0.117037                 NaN  0.225137                 NaN            NaN            NaN            NaN            NaN
  1324.90        2500.00                 NaN   99.2540                 NaN            NaN  0.125695       0.281808       0.115868                 NaN  0.222634                 NaN            NaN            NaN            NaN            NaN
  1323.38        2500.00                 NaN   99.2604                 NaN            NaN  0.121053       0.277701       0.121046                 NaN  0.219798                 NaN            NaN            NaN            NaN            NaN
  1321.86        2500.00                 NaN   99.2686                 NaN            NaN  0.119712       0.275990       0.118662                 NaN  0.217046                 NaN            NaN            NaN            NaN            NaN
  1320.34        2500.00                 NaN   99.2753                 NaN            NaN  0.117427       0.272880       0.119658                 NaN  0.214738                 NaN            NaN            NaN            NaN            NaN
  1318.83        2500.00                 NaN   99.2823                 NaN            NaN  0.114877       0.269911       0.120628                 NaN  0.212246                 NaN            NaN            NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.2883                 NaN            NaN  0.112265       0.266975       0.122413                 NaN  0.210073                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.2965                 NaN            NaN  0.109708       0.124001       0.262546                 NaN  0.207248                 NaN            NaN            NaN            NaN            NaN
  1314.27        2500.00                 NaN   75.9084                 NaN            NaN  0.643445E-001   3.30987        3.31652                 NaN   3.08409       0.486013        13.8308                 NaN            NaN            NaN
  1312.75        2500.00                 NaN   71.1770                 NaN            NaN            NaN   4.38556        3.35391                 NaN   3.72268       0.783546        16.5773                 NaN            NaN            NaN
  1311.24        2500.00                 NaN   75.8722                 NaN            NaN            NaN   2.79110        3.71174                 NaN   3.11768       0.642627        13.8646                 NaN            NaN            NaN
  1309.72        2500.00                 NaN   79.1696                 NaN            NaN            NaN   2.39929        3.23721                 NaN   2.69347       0.541968        11.9584                 NaN            NaN            NaN
  1308.20        2500.00                 NaN   81.6471                 NaN            NaN            NaN   2.11079        2.87636                 NaN   2.37518       0.464962        10.5256                 NaN            NaN            NaN
  1306.68        2500.00                 NaN   83.5194                 NaN            NaN            NaN   1.87321        2.62223                 NaN   2.13467       0.407102        9.44338                 NaN            NaN            NaN
  1305.16        2500.00                 NaN   84.9838                 NaN            NaN            NaN   2.43033        1.68181                 NaN   1.94689       0.360461        8.59669                 NaN            NaN            NaN
  1303.64        2500.00                 NaN   86.1689                 NaN            NaN            NaN   2.30972        1.49088                 NaN   1.79518       0.323086        7.91228                 NaN            NaN            NaN
  1302.13        2500.00                 NaN   87.1343                 NaN            NaN            NaN   1.10448        2.44307                 NaN   1.67155       0.291759        7.35481                 NaN            NaN            NaN
  1300.61        2500.00                 NaN   87.9277                 NaN            NaN            NaN   3.33983                 NaN            NaN   1.56997       0.265065        6.89744                 NaN            NaN            NaN
  1299.09        2500.00                 NaN   88.5993                 NaN            NaN            NaN   3.16152                 NaN            NaN   1.48284       0.243091        6.51322                 NaN            NaN            NaN
  1297.57        2500.00                 NaN   88.5634                 NaN            NaN            NaN   2.14961        1.04802                 NaN   1.51240       0.207930        6.51869                 NaN            NaN            NaN
  1296.05        2500.00                 NaN   90.0495                 NaN            NaN            NaN   2.74113                 NaN            NaN   1.26560       0.226989        5.71675                 NaN            NaN            NaN
  1294.53        2500.00                 NaN   88.7531                 NaN            NaN            NaN   2.45745       0.316089E-001            NaN   1.44802       0.415108        6.89469                 NaN            NaN            NaN
  1293.02        2500.00                 NaN   85.3961                 NaN            NaN            NaN   3.61092        1.01417                 NaN   2.00823       0.827167E-002   7.73573       0.226618                 NaN            NaN
  1291.50        2500.00                 NaN   86.8611                 NaN            NaN            NaN   3.27191                 NaN            NaN   1.51639       0.113691        7.76043       0.476440                 NaN            NaN
  1289.98        2500.00                 NaN   66.0185                 NaN            NaN            NaN   7.36543                 NaN            NaN   4.19620       0.788361        20.2860        1.34556                 NaN            NaN
  1288.46        2500.00                 NaN   42.2612                 NaN            NaN            NaN   12.3398                 NaN            NaN   6.00441        1.11168        36.1313        2.15157                 NaN            NaN
  1286.94        2500.00                 NaN   83.5038                 NaN            NaN            NaN   2.82586                 NaN            NaN   2.68773       0.119213        10.2704       0.592922                 NaN            NaN
  1285.43        2500.00                 NaN   84.6177                 NaN            NaN            NaN   3.64787                 NaN            NaN   2.05488                 NaN   9.23302       0.446542                 NaN            NaN
  1283.91        2500.00                 NaN   83.2022                 NaN            NaN            NaN   4.46955                 NaN            NaN   2.24945        1.27438        8.53719       0.267233                 NaN            NaN
  1282.39        2500.00                 NaN   90.6027                 NaN            NaN            NaN            NaN            NaN            NaN  0.958665                 NaN   7.78859       0.650053                 NaN            NaN
  1280.87        2500.00                 NaN   97.7789                 NaN            NaN            NaN            NaN            NaN            NaN  0.376156                 NaN   1.69907       0.145864                 NaN            NaN
  1279.35        2500.00                 NaN   91.4898                 NaN            NaN            NaN   2.69048       0.352773                 NaN  0.598399                 NaN   4.53182       0.336746                 NaN            NaN
  1277.83        2500.00                 NaN   72.4515                 NaN            NaN            NaN   3.59009        3.71043                 NaN   3.32044                 NaN   15.9070        1.02055                 NaN            NaN
  1276.32        2500.00                 NaN   98.0723                 NaN            NaN            NaN   1.78636                 NaN            NaN  0.133266                 NaN            NaN  0.811408E-002            NaN            NaN
  1274.80        2500.00                 NaN   94.0201                 NaN            NaN            NaN  0.395208                 NaN            NaN  0.785927                 NaN   4.62721       0.171549                 NaN            NaN
  1273.28        2500.00                 NaN   98.8610                 NaN            NaN            NaN  0.749577                 NaN            NaN  0.176741                 NaN            NaN  0.212656                 NaN            NaN
  1271.76        2500.00                 NaN   98.7576                 NaN            NaN            NaN   1.14059                 NaN            NaN  0.472378E-001            NaN            NaN  0.545290E-001            NaN            NaN
  1270.24        2500.00                 NaN   93.3874                 NaN            NaN            NaN   1.15311                 NaN            NaN  0.631202                 NaN   4.82830                 NaN            NaN            NaN
  1268.73        2500.00                 NaN   95.9926                 NaN            NaN            NaN  0.267005                 NaN            NaN  0.459139                 NaN   2.57258       0.708697                 NaN            NaN
  1267.21        2500.00                 NaN   97.9960                 NaN            NaN            NaN   1.56415                 NaN            NaN  0.314664                 NaN  0.125141                 NaN            NaN            NaN
  1265.69        2500.00                 NaN   1.63942        65.0662                 NaN            NaN   3.29189       0.313654E-002  0.391376        3.81386                 NaN   23.9831        1.81105                 NaN            NaN
  1264.17        2500.00                 NaN   98.0462                 NaN            NaN            NaN   1.95377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1262.65        2500.00                 NaN   97.8375                 NaN            NaN            NaN   2.16251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.13        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1259.62        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.10        2500.00                 NaN   99.9999       0.665071E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1256.58        2500.00                 NaN   97.8365                 NaN            NaN            NaN  0.232151        1.46135                 NaN  0.469963                 NaN            NaN            NaN            NaN            NaN
  1255.06        2500.00                 NaN   99.4724                 NaN            NaN            NaN  0.527632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1253.54        2500.00                 NaN   99.8310                 NaN            NaN            NaN  0.168957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.02        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1250.51        2500.00                 NaN   99.2629                 NaN            NaN            NaN            NaN            NaN            NaN  0.987329E-001            NaN  0.638369                 NaN            NaN            NaN
  1248.99        2500.00                 NaN   98.7626                 NaN            NaN            NaN   1.18521                 NaN            NaN  0.521490E-001            NaN            NaN            NaN            NaN            NaN
  1247.47        2500.00                 NaN   99.6660                 NaN            NaN            NaN  0.333958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.95        2500.00                 NaN   98.3528                 NaN            NaN            NaN   1.45765       0.232194E-001            NaN  0.156458                 NaN            NaN  0.985006E-002            NaN            NaN
  1244.43        2500.00                 NaN   99.2534                 NaN            NaN            NaN  0.334751                 NaN            NaN  0.117785                 NaN  0.250287       0.437534E-001            NaN            NaN
  1242.92        2500.00                 NaN   98.7087                 NaN            NaN            NaN  0.148971E-001            NaN            NaN  0.202521                 NaN   1.02592       0.479988E-001            NaN            NaN
  1241.40        2500.00                 NaN   98.3772                 NaN            NaN            NaN  0.491448                 NaN            NaN  0.145436                 NaN  0.952231       0.336666E-001            NaN            NaN
  1239.88        2500.00                 NaN   98.4602                 NaN            NaN            NaN            NaN            NaN            NaN  0.103967                 NaN   1.37336       0.624315E-001            NaN            NaN
  1238.36        2500.00                 NaN   98.5489                 NaN            NaN            NaN  0.765070                 NaN            NaN  0.269902                 NaN  0.396784       0.193379E-001            NaN            NaN
  1236.84        2500.00                 NaN   98.0129                 NaN            NaN            NaN            NaN            NaN            NaN  0.281886                 NaN   1.67411       0.311389E-001            NaN            NaN
  1235.32        2500.00                 NaN   97.4967                 NaN            NaN            NaN   1.02328                 NaN            NaN  0.157400                 NaN   1.24666       0.759589E-001            NaN            NaN
  1233.81        2500.00                 NaN   97.2029                 NaN            NaN            NaN  0.666423       0.280833                 NaN  0.268629                 NaN   1.51204       0.691406E-001            NaN            NaN
  1232.29        2500.00                 NaN   82.9554                 NaN            NaN            NaN   1.41338                 NaN            NaN   1.12140                 NaN   8.52001       0.391083        5.59868                 NaN
  1230.77        2500.00                 NaN   72.0090                 NaN            NaN            NaN   1.08765        4.00337                 NaN   2.54615                 NaN   11.9379       0.245552        8.17035                 NaN
  1229.25        2500.00                 NaN            NaN            NaN            NaN   5.02821        8.27544                 NaN            NaN   7.95744                 NaN   44.3257        1.32751        33.0857                 NaN
  1227.73        2500.00                 NaN            NaN            NaN            NaN   5.03066        8.27269                 NaN            NaN   7.95785                 NaN   44.3249        1.32737        33.0865                 NaN
  1226.21        2500.00                 NaN            NaN            NaN            NaN   3.59274        10.5226                 NaN            NaN   8.12005                 NaN   43.8081        1.21961        32.7368                 NaN
  1224.70        2500.00                 NaN            NaN            NaN            NaN   4.32389        9.40686       0.280434E-005            NaN   8.05869                 NaN   44.0211        1.26791        32.9215                 NaN
  1223.18        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71227        11.1239                 NaN   8.24698                 NaN   43.1159       0.996960        31.8040                 NaN
  1221.66        2500.00                 NaN            NaN            NaN            NaN            NaN   3.90733        11.9222                 NaN   8.27370                 NaN   43.1020       0.993998        31.8007                 NaN
  1220.14        2500.00                 NaN            NaN            NaN            NaN   5.04914        8.24838                 NaN            NaN   7.96370                 NaN   44.3196        1.32677        33.0924                 NaN
  1218.62        2500.00                 NaN            NaN            NaN            NaN   5.12342        8.15176                 NaN            NaN   7.96345                 NaN   44.3202        1.32699        33.1142                 NaN
  1217.11        2500.00                 NaN            NaN            NaN            NaN   6.30224       0.467014E-002            NaN            NaN   7.55271                 NaN   45.7559        1.51739        33.2022        5.66489     
  1215.59        2500.00                 NaN            NaN            NaN            NaN   5.13680        8.13378                 NaN            NaN   7.96307                 NaN   44.3209        1.32734        33.1181                 NaN
  1214.07        2500.00                 NaN            NaN            NaN            NaN            NaN   9.86986        6.09093                 NaN   8.37301                 NaN   42.8784       0.961476        31.8264                 NaN
  1212.55        2500.00                 NaN            NaN            NaN            NaN            NaN   9.87294        6.08948                 NaN   8.37599                 NaN   42.8744       0.960621        31.8266                 NaN
  1211.03        2500.00                 NaN            NaN            NaN            NaN            NaN   9.92063        6.04344                 NaN   8.38011                 NaN   42.8693       0.959740        31.8268                 NaN
  1209.51        2500.00                 NaN            NaN            NaN            NaN            NaN   9.96097        6.00482                 NaN   8.38415                 NaN   42.8641       0.958847        31.8271                 NaN
  1208.00        2500.00                 NaN            NaN            NaN            NaN   5.17446        8.08519                 NaN            NaN   7.95871                 NaN   44.3233        1.32872        33.1296                 NaN
  1206.48        2500.00                 NaN            NaN            NaN            NaN   5.17958        8.07869                 NaN            NaN   7.95883                 NaN   44.3229        1.32874        33.1312                 NaN
  1204.96        2500.00                 NaN            NaN            NaN            NaN   5.18483        8.07179                 NaN            NaN   7.95901                 NaN   44.3227        1.32880        33.1328                 NaN
  1203.44        2500.00                 NaN            NaN            NaN            NaN   5.18257        8.07618                 NaN            NaN   7.96154                 NaN   44.3186        1.32851        33.1326                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN   5.19023        8.06509                 NaN            NaN   7.96122                 NaN   44.3199        1.32885        33.1347                 NaN
  1200.41        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2604        5.71571                 NaN   8.40899                 NaN   42.8330       0.953351        31.8285                 NaN
  1198.89        2500.00                 NaN            NaN            NaN            NaN   5.20684        8.04318                 NaN            NaN   7.95966                 NaN   44.3207        1.32984        33.1397                 NaN
  1197.37        2500.00                 NaN            NaN            NaN            NaN   5.21254        8.03558                 NaN            NaN   7.95973                 NaN   44.3209        1.32988        33.1414                 NaN
  1195.85        2500.00                 NaN            NaN            NaN            NaN   6.30240       0.377613E-002            NaN            NaN   7.55267                 NaN   45.7561        1.51741        33.2022        5.66548     
  1194.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4398        5.54386                 NaN   8.42622                 NaN   42.8110       0.949501        31.8295                 NaN
  1192.81        2500.00                 NaN            NaN            NaN            NaN   5.23158        8.00762                 NaN            NaN   7.96007                 NaN   44.3248        1.32993        33.1460                 NaN
  1191.30        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5119        5.47585                 NaN   8.43381                 NaN   42.8008       0.947499        31.8301                 NaN
  1189.78        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5527        5.43712                 NaN   8.43795                 NaN   42.7954       0.946491        31.8304                 NaN
  1188.26        2500.00                 NaN            NaN            NaN            NaN   5.24748        7.98695       0.124390E-005            NaN   7.95999                 NaN   44.3245        1.33015        33.1509                 NaN
  1186.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6329        5.36096                 NaN   8.44623                 NaN   42.7844       0.944451        31.8310                 NaN
  1185.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.11301        13.8835                 NaN   8.41812                 NaN   42.7748       0.971170        31.8394                 NaN
  1183.70        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1083                 NaN            NaN   8.48877                 NaN   42.6228       0.923098        31.8571                 NaN
  1182.19        2500.00                 NaN            NaN            NaN            NaN   5.13283        8.13864                 NaN            NaN   7.95965                 NaN   44.3211        1.32999        33.1178                 NaN
  1180.67        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7891        5.21334                 NaN   8.46279                 NaN   42.7622       0.940267        31.8323                 NaN
  1179.15        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8258        5.17888                 NaN   8.46693                 NaN   42.7565       0.939196        31.8326                 NaN
  1177.63        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8635        5.14344                 NaN   8.47107                 NaN   42.7509       0.938120        31.8330                 NaN
  1176.11        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4188        3.61456                 NaN   8.46888                 NaN   42.6984       0.954618        31.8448                 NaN
  1174.60        2500.00                 NaN            NaN            NaN            NaN   5.29385        7.92710                 NaN            NaN   7.95993                 NaN   44.3233        1.33067        33.1651                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4663        3.57793                 NaN   8.47703                 NaN   42.6826       0.950044        31.8462                 NaN
  1171.56        2500.00                 NaN            NaN            NaN            NaN   6.27841       0.184113                 NaN            NaN   7.56184                 NaN   45.7237        1.51320        33.2010        5.53768     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   5.30874        7.90837                 NaN            NaN   7.96031                 NaN   44.3222        1.33059        33.1697                 NaN
  1168.52        2500.00                 NaN            NaN            NaN            NaN   6.30276       0.118309E-002            NaN            NaN   7.55254                 NaN   45.7565        1.51747        33.2022        5.66730     
  1167.00        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1242        4.89783                 NaN   8.50134                 NaN   42.7111       0.930431        31.8351                 NaN
  1165.49        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1516        4.87422                 NaN   8.50418                 NaN   42.7050       0.929189        31.8358                 NaN
  1163.97        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1852        4.84304                 NaN   8.50832                 NaN   42.6992       0.928033        31.8362                 NaN
  1162.45        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2188        4.81201                 NaN   8.51245                 NaN   42.6933       0.926869        31.8366                 NaN
  1160.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2519        4.78144                 NaN   8.51658                 NaN   42.6874       0.925697        31.8370                 NaN
  1159.41        2500.00                 NaN            NaN            NaN            NaN   6.30275       0.125086E-002            NaN            NaN   7.55254                 NaN   45.7565        1.51747        33.2022        5.66725     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3168        4.72169                 NaN   8.52484                 NaN   42.6756       0.923327        31.8378                 NaN
  1156.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3485        4.69253                 NaN   8.52896                 NaN   42.6696       0.922130        31.8382                 NaN
  1154.86        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3798        4.66382                 NaN   8.53307                 NaN   42.6637       0.920929        31.8386                 NaN
  1153.34        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4107        4.63563                 NaN   8.53720                 NaN   42.6577       0.919710        31.8390                 NaN
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4404        4.60867                 NaN   8.54131                 NaN   42.6517       0.918489        31.8395                 NaN
  1150.30        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4709        4.58087                 NaN   8.54542                 NaN   42.6457       0.917261        31.8399                 NaN
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0820        2.88584                 NaN   8.50146                 NaN   42.7669       0.939300        31.8245                 NaN
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5379        4.51938                 NaN   8.55388                 NaN   42.6333       0.914715        31.8408                 NaN
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5571        4.50288                 NaN   8.55774                 NaN   42.6275       0.913520        31.8412                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5851        4.47776                 NaN   8.56184                 NaN   42.6214       0.912256        31.8417                 NaN
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6140        4.45170                 NaN   8.56595                 NaN   42.6153       0.910983        31.8421                 NaN
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6411        4.42742                 NaN   8.57005                 NaN   42.6091       0.909707        31.8426                 NaN
  1139.68        2500.00                 NaN            NaN            NaN            NaN   5.40587        7.78364                 NaN            NaN   7.96058                 NaN   44.3181        1.33179        33.2001                 NaN
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6938        4.38058                 NaN   8.57822                 NaN   42.5968       0.907126        31.8435                 NaN
  1136.64        2500.00                 NaN            NaN            NaN            NaN   5.41536        7.77155                 NaN            NaN   7.96084                 NaN   44.3174        1.33184        33.2031                 NaN
  1135.12        2500.00                 NaN            NaN            NaN            NaN   5.41991        7.76585                 NaN            NaN   7.96082                 NaN   44.3171        1.33186        33.2045                 NaN
  1133.60        2500.00                 NaN            NaN            NaN            NaN   5.42452        7.75999                 NaN            NaN   7.96086                 NaN   44.3168        1.33190        33.2059                 NaN
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7928        4.29340                 NaN   8.59453                 NaN   42.5719       0.901877        31.8454                 NaN
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8163        4.27292                 NaN   8.59860                 NaN   42.5657       0.900543        31.8459                 NaN
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8394        4.25287                 NaN   8.60266                 NaN   42.5594       0.899202        31.8464                 NaN
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8623        4.23312                 NaN   8.60673                 NaN   42.5531       0.897861        31.8469                 NaN
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8839        4.21460                 NaN   8.61077                 NaN   42.5468       0.896505        31.8475                 NaN
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64359        13.3558                 NaN   8.57403                 NaN   42.6842       0.915609        31.8267                 NaN
  1122.98        2500.00                 NaN            NaN            NaN            NaN   5.45410        7.72549                 NaN            NaN   7.96429                 NaN   44.3089        1.33111        33.2162                 NaN
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9473        4.16063                 NaN   8.62290                 NaN   42.5277       0.892404        31.8490                 NaN
  1119.94        2500.00                 NaN            NaN            NaN            NaN   5.46348        7.71261                 NaN            NaN   7.96446                 NaN   44.3094        1.33120        33.2188                 NaN
  1118.42        2500.00                 NaN            NaN            NaN            NaN   5.46799        7.70684                 NaN            NaN   7.96461                 NaN   44.3091        1.33120        33.2202                 NaN
  1116.90        2500.00                 NaN            NaN            NaN            NaN   5.47235        7.70163                 NaN            NaN   7.96484                 NaN   44.3083        1.33118        33.2217                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN   5.47712        7.69561                 NaN            NaN   7.96340                 NaN   44.3083        1.33213        33.2234                 NaN
  1113.87        2500.00                 NaN            NaN            NaN            NaN   5.48090        7.69127                 NaN            NaN   7.96524                 NaN   44.3069        1.33114        33.2246                 NaN
  1112.35        2500.00                 NaN            NaN            NaN            NaN   5.48514        7.68609                 NaN            NaN   7.96544                 NaN   44.3063        1.33113        33.2259                 NaN
  1110.83        2500.00                 NaN            NaN            NaN            NaN   5.48936        7.68092                 NaN            NaN   7.96564                 NaN   44.3056        1.33111        33.2273                 NaN
  1109.31        2500.00                 NaN            NaN            NaN            NaN   5.49357        7.67573                 NaN            NaN   7.96583                 NaN   44.3051        1.33110        33.2287                 NaN
  1107.79        2500.00                 NaN            NaN            NaN            NaN   5.49777        7.67055                 NaN            NaN   7.96602                 NaN   44.3045        1.33108        33.2301                 NaN
  1106.28        2500.00                 NaN            NaN            NaN            NaN   5.50303        7.66338                 NaN            NaN   7.96423                 NaN   44.3054        1.33219        33.2318                 NaN
  1104.76        2500.00                 NaN            NaN            NaN            NaN   5.50734        7.65805                 NaN            NaN   7.96437                 NaN   44.3049        1.33220        33.2332                 NaN
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58107        13.4640                 NaN   8.63172                 NaN   42.5929       0.895929        31.8344                 NaN
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2252        3.93197                 NaN   8.67800                 NaN   42.4357       0.871748        31.8574                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1105        3.13366                 NaN   8.61475                 NaN   42.3854       0.874003        31.8817                 NaN
  1098.68        2500.00                 NaN            NaN            NaN            NaN   5.39786        7.80019       0.222063E-004            NaN   7.96341                 NaN   44.3055        1.33208        33.2009                 NaN
  1097.17        2500.00                 NaN            NaN            NaN            NaN   5.40216        7.79486       0.222498E-004            NaN   7.96353                 NaN   44.3050        1.33209        33.2023                 NaN
  1095.65        2500.00                 NaN            NaN            NaN            NaN   5.40644        7.78955       0.220659E-004            NaN   7.96367                 NaN   44.3045        1.33209        33.2037                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN   5.41071        7.78427       0.222970E-004            NaN   7.96380                 NaN   44.3040        1.33210        33.2051                 NaN
  1092.61        2500.00                 NaN            NaN            NaN            NaN   5.41495        7.77902       0.220348E-004            NaN   7.96394                 NaN   44.3035        1.33210        33.2065                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN   5.41918        7.77380       0.216593E-004            NaN   7.96408                 NaN   44.3029        1.33210        33.2079                 NaN
  1089.58        2500.00                 NaN            NaN            NaN            NaN   5.42340        7.76860       0.215348E-004            NaN   7.96422                 NaN   44.3024        1.33211        33.2093                 NaN
  1088.06        2500.00                 NaN            NaN            NaN            NaN   5.42759        7.76343       0.214214E-004            NaN   7.96436                 NaN   44.3019        1.33211        33.2106                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.54990        13.5313                 NaN   8.67657                 NaN   42.5224       0.879656        31.8403                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2866        3.90348       0.134363E-005   8.71825                 NaN   42.3711       0.857638        31.8630                 NaN
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2881        3.90552                 NaN   8.72204                 NaN   42.3645       0.856163        31.8636                 NaN
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3008        3.89659       0.131344E-005   8.72603                 NaN   42.3577       0.854617        31.8642                 NaN
  1080.47        2500.00                 NaN            NaN            NaN            NaN   5.57305        7.57570       0.181199E-004            NaN   7.96565                 NaN   44.3000        1.33172        33.2539                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN   5.45242        7.73297       0.207992E-004            NaN   7.96528                 NaN   44.2984        1.33208        33.2188                 NaN
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08255        14.1712                 NaN   8.63049                 NaN   42.3709       0.862177        31.8827                 NaN
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3241        3.88805       0.119216E-005   8.74148                 NaN   42.3310       0.848534        31.8668                 NaN
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3289        3.88698                 NaN   8.74536                 NaN   42.3243       0.846976        31.8675                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN   5.53500        7.61958                 NaN            NaN   7.96101                 NaN   44.3076        1.33472        33.2421                 NaN
  1071.36        2500.00                 NaN            NaN            NaN            NaN   5.53919        7.61453                 NaN            NaN   7.96103                 NaN   44.3070        1.33478        33.2435                 NaN
  1069.84        2500.00                 NaN            NaN            NaN            NaN   5.54332        7.60959                 NaN            NaN   7.96107                 NaN   44.3063        1.33482        33.2449                 NaN
  1068.32        2500.00                 NaN            NaN            NaN            NaN   5.53320        7.62726                 NaN            NaN   7.96245                 NaN   44.3003        1.33405        33.2427                 NaN
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3468        3.88789                 NaN   8.76453                 NaN   42.2906       0.839290        31.8708                 NaN
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3488        3.88978                 NaN   8.76830                 NaN   42.2839       0.837747        31.8715                 NaN
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3502        3.89223                 NaN   8.77212                 NaN   42.2770       0.836187        31.8722                 NaN
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3509        3.89535                 NaN   8.77589                 NaN   42.2704       0.834646        31.8729                 NaN
