|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12519        2.96837                 NaN   8.63730                 NaN   45.1120       0.478457        33.6787                 NaN
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12540        2.97145                 NaN   8.64102                 NaN   45.1042       0.477560        33.6804                 NaN
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12564        2.97454                 NaN   8.64471                 NaN   45.0964       0.476655        33.6821                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12495        2.97854                 NaN   8.64841                 NaN   45.0886       0.475757        33.6837                 NaN
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12372        2.98313                 NaN   8.65207                 NaN   45.0808       0.474869        33.6854                 NaN
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12426        2.98595                 NaN   8.65578                 NaN   45.0729       0.473941        33.6871                 NaN
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12292        2.99064                 NaN   8.65945                 NaN   45.0651       0.473038        33.6888                 NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   9.41734        2.74098       0.223883E-003   8.76687                 NaN   44.9271       0.453708        33.6937                 NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11872        3.00160                 NaN   8.66670                 NaN   45.0495       0.471231        33.6922                 NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11831        3.00539                 NaN   8.67044                 NaN   45.0416       0.470310        33.6939                 NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11560        3.01148                 NaN   8.67404                 NaN   45.0339       0.469403        33.6956                 NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11315        3.01734                 NaN   8.67768                 NaN   45.0260       0.468495        33.6973                 NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11060        3.02332                 NaN   8.68131                 NaN   45.0182       0.467583        33.6990                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10774        3.02958                 NaN   8.68495                 NaN   45.0103       0.466668        33.7007                 NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10509        3.03564                 NaN   8.68852                 NaN   45.0025       0.465785        33.7025                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10198        3.04230                 NaN   8.69226                 NaN   44.9945       0.464822        33.7042                 NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09805        3.04965                 NaN   8.69578                 NaN   44.9867       0.463924        33.7059                 NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09482        3.05633                 NaN   8.69945                 NaN   44.9788       0.463008        33.7076                 NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09030        3.06434                 NaN   8.70298                 NaN   44.9709       0.462097        33.7093                 NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.08573        3.07243                 NaN   8.70659                 NaN   44.9630       0.461181        33.7111                 NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.08213        3.07952                 NaN   8.71014                 NaN   44.9551       0.460262        33.7128                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07778        3.08737                 NaN   8.71371                 NaN   44.9473       0.459344        33.7145                 NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07283        3.09587                 NaN   8.71727                 NaN   44.9393       0.458421        33.7163                 NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07139        3.10077                 NaN   8.72156                 NaN   44.9308       0.457476        33.7180                 NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09246        3.08251                 NaN   8.72937                 NaN   44.9201       0.455878        33.7197                 NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   9.28836        2.88581                 NaN   8.76366                 NaN   44.8888       0.455438        33.7179                 NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   9.29380        2.88350                 NaN   8.76897                 NaN   44.8793       0.454735        33.7197                 NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   9.30801        2.87503                 NaN   8.77321                 NaN   44.8679       0.453346        33.7225                 NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   9.25589        2.92832                 NaN   8.77311                 NaN   44.8660       0.453435        33.7233                 NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   9.23384        2.95915                 NaN   8.77771                 NaN   44.8513       0.451364        33.7266                 NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24144        2.96162                 NaN   8.78835                 NaN   44.8290       0.448656        33.7309                 NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24555        2.95765                 NaN   8.78808                 NaN   44.8276       0.448958        33.7322                 NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24359        2.96513                 NaN   8.79349                 NaN   44.8163       0.447302        33.7342                 NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   9.20428        3.01454                 NaN   8.79716                 NaN   44.8025       0.445093        33.7365                 NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   9.00986        3.20212                 NaN   8.75956                 NaN   44.8436       0.447323        33.7375                 NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   9.27630        2.94196                 NaN   8.79686                 NaN   44.8008       0.445904        33.7381                 NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN   3.58123        5.64503       0.169470E-005            NaN   7.82565                 NaN   47.0634       0.759772        35.1249                 NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN   3.58333        5.64239       0.163093E-005            NaN   7.82590                 NaN   47.0615       0.759721        35.1272                 NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN   3.58507        5.63996       0.210777E-005            NaN   7.82614                 NaN   47.0601       0.759648        35.1291                 NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN   3.58662        5.63772       0.245436E-005            NaN   7.82669                 NaN   47.0585       0.759565        35.1309                 NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN   3.58858        5.63525       0.174281E-005            NaN   7.82694                 NaN   47.0566       0.759506        35.1331                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.59113        5.63254                 NaN            NaN   7.82695                 NaN   47.0541       0.759472        35.1358                 NaN
