|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.3979       0.382137       0.219992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.0270       0.914824       0.581837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        97.1594        2.71905       0.121552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.9572       0.319100E-001  0.109093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.0597       0.889190       0.511550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.0645       0.882826       0.526307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        99.0768       0.871802       0.513868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.0855       0.863918       0.505409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.0924       0.859344       0.482563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.1030       0.847561       0.494227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.1115       0.842449       0.460378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.0788       0.875236       0.459835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.2940       0.667535       0.384258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.0113       0.939572       0.491544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.1370       0.821000       0.419610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.1596       0.797090       0.433117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.1570       0.804169       0.388522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.1698       0.790755       0.394930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        99.1751       0.781093       0.437816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.1822       0.787981       0.298138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.1898       0.773297       0.368737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.1980       0.767585       0.343700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2051       0.760685       0.342118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.1747       0.791512       0.338216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.2542       0.715927       0.299071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
