|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.4741       0.337403       0.188474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.1423       0.807886       0.498609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        97.4888        2.40677       0.104435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.9626       0.281233E-001  0.932578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.1719       0.784386       0.437593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.1764       0.778571       0.450074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        99.1876       0.768446       0.439095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.1954       0.761377       0.431762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.2016       0.757199       0.412064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.2112       0.746589       0.421861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.2187       0.741997       0.392860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.1902       0.770541       0.392378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.3798       0.587467       0.327569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.1313       0.826819       0.418926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.2421       0.722151       0.357202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.2621       0.700981       0.368798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.2599       0.707020       0.330595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.2714       0.695056       0.335907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        99.2764       0.686331       0.372265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.2825       0.692153       0.253337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.2895       0.679142       0.313232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.2969       0.673957       0.291852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.3032       0.667743       0.290382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.2767       0.694598       0.286971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3466       0.628031       0.253634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2885       0.705265       0.623217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000        99.3524       0.609978       0.376208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.2500       0.729785       0.202023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.4210       0.554197       0.248202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.3436       0.634991       0.214378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        99.3488       0.628951       0.222320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.3484       0.630443       0.211602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.3688       0.610895       0.202558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.3629       0.619858       0.172482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3707       0.613025       0.162655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.3740       0.610495       0.154693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.3812       0.603353       0.154662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.3846       0.600498       0.148710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.3914       0.593764       0.148414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.3946       0.592776       0.125990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.4001       0.586881       0.130285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.4035       0.585304       0.111932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000        99.4056       0.585279       0.914006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000        99.2803       0.702999       0.166888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.5572       0.436694       0.612639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000        99.4216       0.570585       0.779214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        99.4246       0.569003       0.643031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000        99.4296       0.564924       0.546081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000        99.7449       0.247574       0.752958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        500.000        99.1308       0.862060       0.718528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000        99.4412       0.555382       0.346441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        500.000        99.4463       0.549768       0.390477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        500.000        99.4513       0.538484       0.102194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        500.000        99.4511       0.548917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        500.000        99.4553       0.544730       0.339806E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        500.000        99.3547       0.645273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000        99.5760       0.391923       0.320284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        500.000        99.4679       0.525564       0.655534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.4711       0.528879       0.991792E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
