|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.5/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.4789       0.521114                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.4440       0.555990                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4091       0.590867                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3743       0.625743                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3394       0.660619                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3045       0.695495                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2696       0.730370                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2348       0.765246                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1999       0.800121                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0880       0.911996                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.9761        1.02387                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.8643        1.13575                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.7524        1.24762                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.6405        1.35949                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.5286        1.47137                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.4168        1.58324                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.3049        1.69511                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.8984        2.10161                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.4919        2.50812                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.0854        2.91463                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.6789        3.32114                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.2724        3.72765                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.8658        4.13417                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        95.4593        4.54069                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.0528        4.94721                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.4393        5.56072                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.8258        6.17425                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.1902        6.80896       0.798683E-003            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        92.5285        7.45147       0.200108E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.8601        8.10130       0.385910E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        91.1917        8.75114       0.571715E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        90.5233        9.40099       0.757524E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        89.8548        10.0509       0.943336E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        89.2015        10.6869       0.111624                 NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        88.5482        11.3229       0.128914                 NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        87.8949        11.9589       0.146204                 NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        87.2415        12.5950       0.163495                 NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        86.5882        13.2310       0.180787                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        85.9348        13.8671       0.198078                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        85.2814        14.5032       0.215370                 NaN            NaN            NaN            NaN            NaN
