|6.6.6
Archiving\03_Data\eq/QFM_m2.5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1890       0.805303       0.567825E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1889       0.805385       0.567830E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1889       0.805467       0.567835E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1888       0.805549       0.567841E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1887       0.805631       0.567846E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1886       0.805714       0.567852E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1885       0.805796       0.567858E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1884       0.805879       0.567864E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1884       0.805961       0.567870E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1883       0.806044       0.567876E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1882       0.806127       0.567882E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1881       0.806209       0.567889E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1880       0.806292       0.567895E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1879       0.806375       0.567902E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1879       0.806458       0.567909E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1878       0.806541       0.567916E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1877       0.806624       0.567923E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1876       0.806707       0.567930E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1875       0.806790       0.567937E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1874       0.806873       0.567945E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1874       0.806956       0.567952E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1873       0.807039       0.567960E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1872       0.807122       0.567967E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1871       0.807206       0.567975E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1870       0.807289       0.567983E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1869       0.807373       0.567991E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1869       0.807456       0.567999E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1868       0.807540       0.568008E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1867       0.807623       0.568016E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1866       0.807707       0.568025E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1865       0.807790       0.568033E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1864       0.807874       0.568042E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1864       0.807958       0.568051E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1863       0.808042       0.568060E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1862       0.808126       0.568069E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1861       0.808209       0.568078E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1860       0.808293       0.568088E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1859       0.808377       0.568097E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1859       0.808461       0.568107E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1858       0.808546       0.568116E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1857       0.808630       0.568126E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1856       0.808714       0.568136E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1855       0.808798       0.568146E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1854       0.808882       0.568156E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1854       0.808967       0.568166E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1853       0.809051       0.568176E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1852       0.809135       0.568187E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1851       0.809220       0.568197E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1850       0.809305       0.568208E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1849       0.809389       0.568219E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1848       0.809474       0.568229E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1848       0.809558       0.568240E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1847       0.809643       0.568251E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1846       0.809727       0.568262E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1845       0.809812       0.568274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1844       0.809897       0.568285E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1843       0.809982       0.568297E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1843       0.810067       0.568308E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1842       0.810152       0.568320E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1841       0.810237       0.568331E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1840       0.810322       0.568343E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1839       0.810407       0.568355E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1838       0.810492       0.568367E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1837       0.810577       0.568379E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.1837       0.810662       0.568392E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.1836       0.810747       0.568404E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1835       0.810832       0.568416E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1834       0.810918       0.568429E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1833       0.811003       0.568441E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.1832       0.811088       0.568454E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.1831       0.811174       0.568467E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.1831       0.811259       0.568480E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.1830       0.811345       0.568493E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.1829       0.811430       0.568506E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.1828       0.811516       0.568519E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.1827       0.811601       0.568532E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.1826       0.811687       0.568546E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.1825       0.811772       0.568559E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.1825       0.811858       0.568573E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.1824       0.811944       0.568586E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.1823       0.812030       0.568600E-002            NaN            NaN            NaN            NaN            NaN            NaN
