|6.6.6
Archiving\03_Data\eq/QFM_m2.5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0006       0.983579       0.157909E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0006       0.983578       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0006       0.983577       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0006       0.983576       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0006       0.983575       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0006       0.983574       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0006       0.983573       0.157908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0006       0.983572       0.157907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0006       0.983571       0.157907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0006       0.983570       0.157907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0006       0.983569       0.157907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0006       0.983568       0.157907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0006       0.983566       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0006       0.983565       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0006       0.983564       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0006       0.983563       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0006       0.983562       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0006       0.983561       0.157906E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0007       0.983559       0.157905E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0007       0.983558       0.157905E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0007       0.983557       0.157905E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0007       0.983556       0.157905E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0007       0.983554       0.157904E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0007       0.983553       0.157904E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0007       0.983552       0.157904E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0007       0.983550       0.157904E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0007       0.983549       0.157904E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0007       0.983548       0.157903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0007       0.983546       0.157903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0007       0.983545       0.157903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0007       0.983543       0.157903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0007       0.983542       0.157903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0007       0.983541       0.157902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0007       0.983539       0.157902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0007       0.983538       0.157902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0007       0.983536       0.157902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0007       0.983535       0.157901E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0007       0.983533       0.157901E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0007       0.983532       0.157901E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0007       0.983530       0.157901E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0007       0.983529       0.157900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0007       0.983527       0.157900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0007       0.983525       0.157900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0007       0.983524       0.157900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0007       0.983522       0.157899E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0007       0.983520       0.157899E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0007       0.983519       0.157899E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0007       0.983517       0.157898E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0007       0.983515       0.157898E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0007       0.983513       0.157898E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0007       0.983512       0.157898E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0007       0.983510       0.157897E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.0007       0.983508       0.157897E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0007       0.983506       0.157897E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0007       0.983504       0.157896E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0007       0.983503       0.157896E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0007       0.983501       0.157896E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0007       0.983499       0.157896E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0007       0.983497       0.157895E-001            NaN            NaN            NaN            NaN            NaN            NaN
