|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1465.20        2500.00        99.1277       0.571385       0.286863                 NaN  0.140388E-001            NaN            NaN            NaN            NaN            NaN
  1463.98        2500.00        99.1462       0.152740       0.599045                 NaN  0.102034                 NaN            NaN            NaN            NaN            NaN
  1462.76        2500.00        99.0710       0.601738       0.327299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00        99.2121       0.522453       0.206901                 NaN  0.540655E-001  0.451574E-002            NaN            NaN            NaN            NaN
  1460.32        2500.00        99.1459       0.300361       0.553783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.10        2500.00        99.1478       0.552756       0.299440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.88        2500.00        99.1516       0.550551       0.297808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00        99.1557       0.297353       0.546930                 NaN  0.261494E-004            NaN            NaN            NaN            NaN            NaN
  1455.43        2500.00        99.1595       0.295312       0.545138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1630       0.293967       0.543066                 NaN  0.122338E-005            NaN            NaN            NaN            NaN            NaN
  1452.99        2500.00        99.1667       0.541173       0.291995                 NaN  0.171733E-003            NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.1702       0.538413       0.291346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        2500.00        99.1720       0.251141       0.549703                 NaN  0.271136E-001            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.1838       0.529458       0.286710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.11        2500.00        99.1849       0.255934       0.531756                 NaN  0.244180E-001  0.302087E-002            NaN            NaN            NaN            NaN
  1446.89        2500.00        99.1862       0.283710       0.530115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.67        2500.00        99.1862       0.530354       0.283421                 NaN  0.279841E-004            NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        98.6732       0.389173       0.602879                 NaN  0.929689E-001            NaN  0.241797                 NaN            NaN            NaN
  1443.22        2500.00        97.8529       0.730109       0.495112                 NaN  0.286667                 NaN  0.635200                 NaN            NaN            NaN
  1442.00        2500.00        97.8870       0.481370       0.720754                 NaN  0.285705                 NaN  0.625204                 NaN            NaN            NaN
  1440.78        2500.00        97.9211       0.711774       0.467015                 NaN  0.284745                 NaN  0.615332                 NaN            NaN            NaN
  1439.56        2500.00        97.9470       0.705418       0.454002                 NaN  0.285496                 NaN  0.608066                 NaN            NaN            NaN
  1438.34        2500.00        97.9778       0.697673       0.440703                 NaN  0.284958                 NaN  0.598879                 NaN            NaN            NaN
  1437.12        2500.00        98.0042       0.690984       0.428199                 NaN  0.285319                 NaN  0.591312                 NaN            NaN            NaN
  1435.90        2500.00        98.0369       0.682315       0.415116                 NaN  0.283967                 NaN  0.581737                 NaN            NaN            NaN
  1434.68        2500.00        98.0616       0.402862       0.676249                 NaN  0.284483                 NaN  0.574786                 NaN            NaN            NaN
  1433.46        2500.00        98.0898       0.668911       0.391069                 NaN  0.283910                 NaN  0.566270                 NaN            NaN            NaN
  1432.23        2500.00        98.1072       0.664469       0.380559                 NaN  0.285868                 NaN  0.561949                 NaN            NaN            NaN
  1431.01        2500.00        98.1478       0.367222       0.654172                 NaN  0.282049                 NaN  0.548770                 NaN            NaN            NaN
  1429.79        2500.00        98.1671       0.355829       0.649992                 NaN  0.283242                 NaN  0.543829                 NaN            NaN            NaN
  1428.57        2500.00        98.1879       0.645568       0.344861                 NaN  0.283784                 NaN  0.537849                 NaN            NaN            NaN
  1427.35        2500.00        98.2134       0.334490       0.638378                 NaN  0.283336                 NaN  0.530415                 NaN            NaN            NaN
  1426.13        2500.00        98.2341       0.323642       0.634126                 NaN  0.283740                 NaN  0.524403                 NaN            NaN            NaN
  1424.91        2500.00        98.2567       0.628203       0.313668                 NaN  0.283879                 NaN  0.517590                 NaN            NaN            NaN
  1423.69        2500.00        98.2794       0.622991       0.302759                 NaN  0.283537                 NaN  0.511307                 NaN            NaN            NaN
  1422.47        2500.00        98.3034       0.293917       0.616464                 NaN  0.282534                 NaN  0.503665                 NaN            NaN            NaN
  1421.25        2500.00        98.3215       0.612570       0.283614                 NaN  0.283611                 NaN  0.498755                 NaN            NaN            NaN
  1420.02        2500.00        98.3353       0.275958       0.609277                 NaN  0.284466                 NaN  0.495040                 NaN            NaN            NaN
  1418.80        2500.00        98.3666       0.602187       0.263436                 NaN  0.282748                 NaN  0.485063                 NaN            NaN            NaN
  1417.58        2500.00        98.3799       0.598784       0.256043                 NaN  0.283806                 NaN  0.481434                 NaN            NaN            NaN
  1416.36        2500.00        98.3736       0.254417       0.600302                 NaN  0.287258                 NaN  0.484450                 NaN            NaN            NaN
  1415.14        2500.00        98.4336       0.230946       0.588193                 NaN  0.282380                 NaN  0.464841                 NaN            NaN            NaN
  1413.92        2500.00        98.4365       0.228866       0.586279                 NaN  0.283656                 NaN  0.464736                 NaN            NaN            NaN
  1412.70        2500.00        98.4511       0.583289       0.220786                 NaN  0.284379                 NaN  0.460423                 NaN            NaN            NaN
  1411.48        2500.00        98.4683       0.578487       0.213174                 NaN  0.284563                 NaN  0.455454                 NaN            NaN            NaN
  1410.26        2500.00        98.4857       0.204154       0.575177                 NaN  0.284700                 NaN  0.450260                 NaN            NaN            NaN
  1409.04        2500.00        98.5039       0.570493       0.197171                 NaN  0.283843                 NaN  0.444613                 NaN            NaN            NaN
  1407.81        2500.00        98.5172       0.567729       0.189292                 NaN  0.284933                 NaN  0.440853                 NaN            NaN            NaN
  1406.59        2500.00        98.5350       0.564549       0.180490                 NaN  0.284433                 NaN  0.435501                 NaN            NaN            NaN
  1405.37        2500.00        98.5497       0.173450       0.561139                 NaN  0.284597                 NaN  0.431146                 NaN            NaN            NaN
  1404.15        2500.00        98.5640       0.166155       0.558068                 NaN  0.284888                 NaN  0.426869                 NaN            NaN            NaN
  1402.93        2500.00        98.5782       0.555226       0.159261                 NaN  0.284830                 NaN  0.422456                 NaN            NaN            NaN
  1401.71        2500.00        98.5930       0.150642       0.552894                 NaN  0.285285                 NaN  0.418202                 NaN            NaN            NaN
  1400.49        2500.00        98.6074       0.549137       0.145137                 NaN  0.284650                 NaN  0.413689                 NaN            NaN            NaN
  1399.27        2500.00        98.6187       0.136946       0.548520                 NaN  0.285434                 NaN  0.410368                 NaN            NaN            NaN
  1398.05        2500.00        98.6358       0.543505       0.131099                 NaN  0.284503                 NaN  0.405064                 NaN            NaN            NaN
  1396.83        2500.00        98.6429       0.544002       0.123849                 NaN  0.286095                 NaN  0.403126                 NaN            NaN            NaN
  1395.60        2500.00        98.6629       0.118692       0.537758                 NaN  0.283909                 NaN  0.396720                 NaN            NaN            NaN
  1394.38        2500.00        98.6744       0.110998       0.536386                 NaN  0.284687                 NaN  0.393561                 NaN            NaN            NaN
  1393.16        2500.00        98.6862       0.104631       0.534423                 NaN  0.284829                 NaN  0.389957                 NaN            NaN            NaN
  1391.94        2500.00        98.6984       0.531949       0.984553E-001            NaN  0.285013                 NaN  0.386200                 NaN            NaN            NaN
  1390.72        2500.00        98.7097       0.927281E-001  0.530240                 NaN  0.284512                 NaN  0.382798                 NaN            NaN            NaN
  1389.50        2500.00        98.7232       0.891886E-001  0.526968                 NaN  0.282717                 NaN  0.377891                 NaN            NaN            NaN
  1388.28        2500.00        98.7328       0.526452       0.813779E-001            NaN  0.283940                 NaN  0.375396                 NaN            NaN            NaN
  1387.06        2500.00        98.7445       0.764877E-001  0.523725                 NaN  0.283596                 NaN  0.371690                 NaN            NaN            NaN
  1385.84        2500.00        98.7562       0.712306E-001  0.521482                 NaN  0.283036                 NaN  0.368005                 NaN            NaN            NaN
  1384.62        2500.00        98.7660       0.520819       0.654126E-001            NaN  0.282889                 NaN  0.364862                 NaN            NaN            NaN
  1383.39        2500.00        98.7795       0.588189E-001  0.518187                 NaN  0.282400                 NaN  0.361062                 NaN            NaN            NaN
  1382.17        2500.00        98.7882       0.557612E-001  0.516289                 NaN  0.281802                 NaN  0.357936                 NaN            NaN            NaN
  1380.95        2500.00        98.7988       0.515052       0.497367E-001            NaN  0.281700                 NaN  0.354726                 NaN            NaN            NaN
  1379.73        2500.00        98.4770       0.549414E-001  0.655910                 NaN  0.361431                 NaN  0.450746                 NaN            NaN            NaN
  1378.51        2500.00        99.1526       0.366197       0.328825E-001            NaN  0.199648                 NaN  0.248682                 NaN            NaN            NaN
  1377.29        2500.00        98.8276       0.510575       0.368540E-001            NaN  0.279696                 NaN  0.345255                 NaN            NaN            NaN
  1376.07        2500.00        98.8369       0.508675       0.329292E-001            NaN  0.279241                 NaN  0.342300                 NaN            NaN            NaN
  1374.85        2500.00        98.8445       0.507968       0.273380E-001            NaN  0.279969                 NaN  0.340252                 NaN            NaN            NaN
  1373.63        2500.00        98.8587       0.505129       0.257345E-001            NaN  0.275606                 NaN  0.334801                 NaN            NaN            NaN
  1372.41        2500.00        98.8657       0.504357       0.201286E-001            NaN  0.276871                 NaN  0.332945                 NaN            NaN            NaN
  1371.18        2500.00        98.8750       0.503760       0.160014E-001            NaN  0.275416                 NaN  0.329816                 NaN            NaN            NaN
  1369.96        2500.00        98.8819       0.503184       0.126250E-001            NaN  0.274827                 NaN  0.327495                 NaN            NaN            NaN
  1368.74        2500.00        98.8925       0.501188       0.885506E-002            NaN  0.273521                 NaN  0.323982                 NaN            NaN            NaN
  1367.52        2500.00        98.9000       0.500822       0.511664E-002            NaN  0.272606                 NaN  0.321454                 NaN            NaN            NaN
  1366.30        2500.00        98.9089       0.499405       0.167956E-002            NaN  0.271532                 NaN  0.318487                 NaN            NaN            NaN
  1365.08        2500.00        98.9176       0.496652                 NaN            NaN  0.270208                 NaN  0.315585                 NaN            NaN            NaN
  1363.86        2500.00        98.8775       0.465313                 NaN            NaN  0.322587                 NaN  0.334559                 NaN            NaN            NaN
  1362.64        2500.00        98.9827       0.507141       0.174088E-001            NaN  0.205564                 NaN  0.287214                 NaN            NaN            NaN
  1361.42        2500.00        98.9391       0.489706                 NaN            NaN  0.263571                 NaN  0.307603                 NaN            NaN            NaN
  1360.20        2500.00        98.9431       0.479702       0.157742E-001            NaN  0.255965                 NaN  0.305450                 NaN            NaN            NaN
  1358.97        2500.00        98.9589       0.483913                 NaN            NaN  0.256918                 NaN  0.300226                 NaN            NaN            NaN
  1357.75        2500.00        98.9618       0.482636                 NaN            NaN  0.256328                 NaN  0.299196                 NaN            NaN            NaN
  1356.53        2500.00        98.9684       0.481337                 NaN            NaN  0.253568                 NaN  0.296744                 NaN            NaN            NaN
  1355.31        2500.00        98.9765       0.476269                 NaN            NaN  0.253080                 NaN  0.294129                 NaN            NaN            NaN
  1354.09        2500.00        98.9821       0.475224                 NaN            NaN  0.250741                 NaN  0.291885                 NaN            NaN            NaN
  1352.87        2500.00        98.9888       0.473899                 NaN            NaN  0.247850                 NaN  0.289460                 NaN            NaN            NaN
  1351.65        2500.00        98.9778       0.464555                 NaN            NaN  0.263741                 NaN  0.293902                 NaN            NaN            NaN
  1350.43        2500.00        99.0270       0.454377                 NaN            NaN  0.240864                 NaN  0.277741                 NaN            NaN            NaN
  1349.21        2500.00        99.0083       0.468299                 NaN            NaN  0.241419                 NaN  0.281996                 NaN            NaN            NaN
  1347.99        2500.00        98.9996       0.409800       0.115735                 NaN  0.197488                 NaN  0.277337                 NaN            NaN            NaN
  1346.76        2500.00        99.0211       0.466482                 NaN            NaN  0.235403                 NaN  0.277041                 NaN            NaN            NaN
  1345.54        2500.00        99.0274       0.461402                 NaN            NaN  0.236129                 NaN  0.275081                 NaN            NaN            NaN
  1344.32        2500.00        99.0344       0.460961                 NaN            NaN  0.232268                 NaN  0.272395                 NaN            NaN            NaN
  1343.10        2500.00        99.0392       0.460654                 NaN            NaN  0.229457                 NaN  0.270653                 NaN            NaN            NaN
  1341.88        2500.00        98.8993       0.514402                 NaN            NaN  0.224946                 NaN  0.298000       0.633512E-001            NaN            NaN
  1340.66        2500.00        98.8793       0.523797                 NaN            NaN  0.220956                 NaN  0.300055       0.759048E-001            NaN            NaN
  1339.44        2500.00        98.8893       0.516859                 NaN            NaN  0.220625                 NaN  0.298211       0.749715E-001            NaN            NaN
  1338.22        2500.00        98.9000       0.511331                 NaN            NaN  0.219914                 NaN  0.294964       0.737894E-001            NaN            NaN
  1337.00        2500.00        98.9097       0.505960                 NaN            NaN  0.219090                 NaN  0.292485       0.727645E-001            NaN            NaN
  1335.78        2500.00        98.9234       0.499017                 NaN            NaN  0.217275                 NaN  0.288836       0.715146E-001            NaN            NaN
  1334.55        2500.00        98.9334       0.494497                 NaN            NaN  0.215545                 NaN  0.286043       0.704735E-001            NaN            NaN
  1333.33        2500.00        98.9426       0.485649                 NaN            NaN  0.217688                 NaN  0.284368       0.696530E-001            NaN            NaN
  1332.11        2500.00        98.9547       0.485282                 NaN            NaN  0.211976                 NaN  0.279748       0.682446E-001            NaN            NaN
  1330.89        2500.00        98.9642       0.477585                 NaN            NaN  0.212893                 NaN  0.277868       0.674242E-001            NaN            NaN
  1329.67        2500.00        98.9764       0.473185                 NaN            NaN  0.209856                 NaN  0.274405       0.661757E-001            NaN            NaN
  1328.45        2500.00        98.9847       0.469762                 NaN            NaN  0.208290                 NaN  0.272045       0.652380E-001            NaN            NaN
  1327.23        2500.00        98.9950       0.465084                 NaN            NaN  0.206404                 NaN  0.269284       0.642628E-001            NaN            NaN
  1326.01        2500.00        99.0039       0.460245                 NaN            NaN  0.205824                 NaN  0.266787       0.632929E-001            NaN            NaN
  1324.79        2500.00        99.0134       0.456937                 NaN            NaN  0.203270                 NaN  0.264111       0.622861E-001            NaN            NaN
  1323.57        2500.00        99.0209       0.451320                 NaN            NaN  0.203924                 NaN  0.262354       0.615114E-001            NaN            NaN
  1322.34        2500.00        99.0333       0.448658                 NaN            NaN  0.199403                 NaN  0.258374       0.602775E-001            NaN            NaN
  1321.12        2500.00        99.0411       0.444111                 NaN            NaN  0.198705                 NaN  0.256539       0.595104E-001            NaN            NaN
  1319.90        2500.00        99.0509       0.440928                 NaN            NaN  0.196036                 NaN  0.253671       0.585032E-001            NaN            NaN
  1318.68        2500.00        99.0592       0.436543                 NaN            NaN  0.194971                 NaN  0.251573       0.576945E-001            NaN            NaN
  1317.46        2500.00        99.0688       0.434476                 NaN            NaN  0.191531                 NaN  0.248564       0.566643E-001            NaN            NaN
  1316.24        2500.00        99.0771       0.430512                 NaN            NaN  0.190154                 NaN  0.246413       0.558175E-001            NaN            NaN
  1315.02        2500.00        99.0857       0.427679                 NaN            NaN  0.187740                 NaN  0.243925       0.549215E-001            NaN            NaN
  1313.80        2500.00        99.0942       0.423922                 NaN            NaN  0.186201                 NaN  0.241611       0.540977E-001            NaN            NaN
  1312.58        2500.00        99.1018       0.420920                 NaN            NaN  0.184532                 NaN  0.239464       0.532538E-001            NaN            NaN
  1311.36        2500.00        99.1109       0.417463                 NaN            NaN  0.182091                 NaN  0.237030       0.524781E-001            NaN            NaN
  1310.13        2500.00        99.1189       0.415584                 NaN            NaN  0.179267                 NaN  0.234780       0.514568E-001            NaN            NaN
  1308.91        2500.00        99.1272       0.412930                 NaN            NaN  0.177131                 NaN  0.232120       0.506468E-001            NaN            NaN
  1307.69        2500.00        99.1356       0.408636                 NaN            NaN  0.175736                 NaN  0.230090       0.499535E-001            NaN            NaN
  1306.47        2500.00        99.1429       0.405801                 NaN            NaN  0.174201                 NaN  0.227957       0.491647E-001            NaN            NaN
  1305.25        2500.00        99.1502       0.403286                 NaN            NaN  0.172199                 NaN  0.225912       0.483914E-001            NaN            NaN
  1304.03        2500.00        99.1584       0.400291                 NaN            NaN  0.170076                 NaN  0.223620       0.475856E-001            NaN            NaN
  1302.81        2500.00        99.1658       0.397745                 NaN            NaN  0.168030                 NaN  0.221593       0.468509E-001            NaN            NaN
  1301.59        2500.00        99.1739       0.395520                 NaN            NaN  0.165158                 NaN  0.219393       0.460734E-001            NaN            NaN
  1300.37        2500.00        99.1812       0.392328                 NaN            NaN  0.163958                 NaN  0.217235       0.453002E-001            NaN            NaN
  1299.15        2500.00        99.1887       0.390386                 NaN            NaN  0.161110                 NaN  0.215210       0.445459E-001            NaN            NaN
  1297.92        2500.00        90.4081        2.05722                 NaN            NaN  0.975169                 NaN   1.35405       0.371006        4.83448                 NaN
  1296.70        2500.00        73.8490        5.21559                 NaN            NaN   2.58740                 NaN   3.50608       0.968037        13.8739                 NaN
  1295.48        2500.00        74.9618        5.28548                 NaN            NaN   2.03311       0.782824        3.32088       0.446170        13.1697                 NaN
  1294.26        2500.00        77.5303        4.95499                 NaN            NaN   1.51908        1.20595        2.96298       0.926366E-001   11.7341                 NaN
  1293.04        2500.00        80.6332        4.23148                 NaN            NaN   1.53420       0.686708        2.58532       0.277476        10.0516                 NaN
  1291.82        2500.00        82.8512        3.71965                 NaN            NaN   1.55084       0.305421        2.31325       0.414286        8.84536                 NaN
  1290.60        2500.00        76.6768        4.62432                 NaN            NaN   2.45804                 NaN   3.22676       0.887666        12.1264                 NaN
  1289.38        2500.00        93.9925        1.63053                 NaN            NaN  0.546739       0.181019       0.761123                 NaN   2.88810                 NaN
  1288.16        2500.00        86.7578        2.90247                 NaN            NaN   1.30619                 NaN   1.81094       0.447473        6.77512                 NaN
  1286.94        2500.00        88.7237        2.50269                 NaN            NaN   1.06514                 NaN   1.53836       0.427574        5.74257                 NaN
  1285.71        2500.00        89.8662        2.25512                 NaN            NaN   1.23758                 NaN   1.40985       0.261276        4.96994                 NaN
  1284.49        2500.00        90.2008        2.25333                 NaN            NaN  0.987202                 NaN   1.34989       0.315424        4.89335                 NaN
  1283.27        2500.00        89.9424        2.17002                 NaN            NaN   1.12730                 NaN   1.40107       0.325450        5.03380                 NaN
  1282.05        2500.00        88.0831        2.72175                 NaN            NaN   1.18024                 NaN   1.65845       0.385407        5.97106                 NaN
  1280.83        2500.00        91.7936        1.92820                 NaN            NaN  0.829592                 NaN   1.13926       0.258427        4.05089                 NaN
  1279.61        2500.00        88.4036        3.57354                 NaN            NaN            NaN            NaN   1.45646       0.479801        6.08657                 NaN
  1278.39        2500.00        95.1609        1.90559                 NaN            NaN            NaN            NaN  0.653262       0.175926        2.10434                 NaN
  1277.17        2500.00        95.2767                 NaN            NaN            NaN   1.29197                 NaN  0.640944       0.123257        2.66716                 NaN
  1275.95        2500.00        96.9316       0.237276                 NaN            NaN   1.09611                 NaN  0.564533                 NaN   1.17046                 NaN
  1274.73        2500.00        94.1956        2.11241                 NaN            NaN  0.748643E-001            NaN  0.793073       0.200447        2.62361                 NaN
  1273.50        2500.00        91.7867        1.19831                 NaN            NaN   1.55108                 NaN   1.25966       0.224935        3.97929                 NaN
  1272.28        2500.00        95.4867        1.17391                 NaN            NaN  0.335131                 NaN  0.600167       0.962933E-001   2.30782                 NaN
  1271.06        2500.00        97.3183       0.895266                 NaN            NaN  0.194687                 NaN  0.358514       0.830854E-001   1.15013                 NaN
  1269.84        2500.00        94.6251        1.55001                 NaN            NaN  0.358621                 NaN  0.745048       0.152208        2.56905                 NaN
  1268.62        2500.00        95.1821        1.46865                 NaN            NaN  0.253786                 NaN  0.667428       0.130963        2.29710                 NaN
  1267.40        2500.00        93.3937        2.12254                 NaN            NaN  0.212326                 NaN  0.916734       0.194910        3.15981                 NaN
  1266.18        2500.00        94.1219       0.687659        1.24266                 NaN            NaN            NaN  0.796988       0.140701        3.01006                 NaN
  1264.96        2500.00        97.1554       0.759167                 NaN            NaN  0.198306                 NaN  0.410438       0.881324E-001   1.38852                 NaN
  1263.74        2500.00        96.7900        1.47747                 NaN            NaN  0.666222E-001            NaN  0.423911       0.471029E-001   1.19494                 NaN
  1262.52        2500.00        95.0419        1.78064                 NaN            NaN            NaN            NaN  0.659315       0.136899        2.38120                 NaN
  1261.29        2500.00        96.1271        1.38232                 NaN            NaN  0.127917                 NaN  0.548064       0.741348E-001   1.74043                 NaN
  1260.07        2500.00        95.6600        1.64793                 NaN            NaN            NaN            NaN  0.593906       0.936037E-001   2.00453                 NaN
  1258.85        2500.00        94.4557        2.04395                 NaN            NaN            NaN            NaN  0.741452       0.148697        2.61021                 NaN
  1257.63        2500.00        97.3827        1.03561                 NaN            NaN            NaN            NaN  0.389158       0.132834E-001   1.17920                 NaN
  1256.41        2500.00        96.0830        1.48508                 NaN            NaN            NaN            NaN  0.542427       0.782204E-001   1.81131                 NaN
  1255.19        2500.00        95.9318        1.47731                 NaN            NaN  0.113749E-003            NaN  0.573006       0.832488E-001   1.93451                 NaN
  1253.97        2500.00        97.0411        1.08488                 NaN            NaN            NaN            NaN  0.390291       0.700319E-001   1.41371                 NaN
  1252.75        2500.00        96.5172       0.912153                 NaN            NaN            NaN            NaN  0.334951       0.158860        2.07684                 NaN
  1251.53        2500.00        79.2843        2.70020        4.94839                 NaN            NaN            NaN   2.99469       0.396561        9.67587                 NaN
  1250.31        2500.00        99.8075                 NaN            NaN            NaN            NaN            NaN  0.192519                 NaN            NaN            NaN
  1249.08        2500.00        99.9411       0.185477E-001            NaN            NaN            NaN            NaN  0.403174E-001            NaN            NaN            NaN
  1247.86        2500.00        99.8989       0.101112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.64        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.42        2500.00        99.8894       0.110621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.20        2500.00        98.7016       0.542319                 NaN            NaN            NaN            NaN  0.184164       0.104775       0.467139                 NaN
  1242.98        2500.00        98.0975       0.569867                 NaN            NaN            NaN            NaN  0.714321E-001  0.484465E-001   1.21274                 NaN
  1241.76        2500.00        99.3009       0.450405                 NaN            NaN            NaN            NaN  0.745397E-001            NaN  0.174193                 NaN
  1240.54        2500.00        97.7008       0.875623                 NaN            NaN            NaN            NaN  0.311623       0.373383E-002   1.10820                 NaN
  1239.32        2500.00        99.4427                 NaN            NaN            NaN            NaN            NaN  0.533302E-001            NaN  0.503979                 NaN
  1238.10        2500.00        97.8368       0.743561                 NaN            NaN            NaN            NaN  0.311123       0.141565E-001   1.09438                 NaN
  1236.87        2500.00        98.5074                 NaN            NaN            NaN  0.472699                 NaN  0.162298       0.233434E-001  0.834289                 NaN
  1235.65        2500.00        95.9027        1.66905                 NaN            NaN            NaN            NaN  0.624121       0.742497E-001   1.72989                 NaN
  1234.43        2500.00        97.9216       0.710928       0.639250E-002            NaN            NaN            NaN  0.273463       0.445784E-001   1.04306                 NaN
  1233.21        2500.00        96.8708       0.737860                 NaN            NaN            NaN            NaN  0.440049       0.910265E-001   1.86027                 NaN
  1231.99        2500.00        97.6183       0.876511                 NaN            NaN            NaN            NaN  0.120071       0.937418E-001   1.29133                 NaN
  1230.77        2500.00        99.2941       0.630358E-001            NaN            NaN            NaN            NaN  0.179707       0.187978E-001  0.444388                 NaN
  1229.55        2500.00        98.0351                 NaN            NaN            NaN            NaN            NaN  0.204821       0.654181E-001  0.731768       0.962914     
  1228.33        2500.00        83.8541        3.36681       0.447664       0.532233E-003            NaN            NaN   1.54146       0.892346E-001   6.70121        3.99901     
  1227.11        2500.00                 NaN   11.8125        4.44775       0.747748E-005            NaN            NaN   8.57050        1.11513        43.3197        30.7345     
  1225.89        2500.00                 NaN   11.8369        4.42492       0.746755E-005            NaN            NaN   8.57444        1.11447        43.3148        30.7344     
  1224.66        2500.00                 NaN   11.8620        4.40080       0.186425E-005            NaN            NaN   8.57846        1.11380        43.3105        30.7344     
  1223.44        2500.00                 NaN   11.8870        4.37679       0.186480E-005            NaN            NaN   8.58249        1.11313        43.3062        30.7344     
  1222.22        2500.00                 NaN   11.9119        4.35282       0.186494E-005            NaN            NaN   8.58653        1.11245        43.3020        30.7343     
  1221.00        2500.00                 NaN   11.9352        4.33056       0.107880E-004            NaN            NaN   8.59053        1.11176        43.2977        30.7343     
  1219.78        2500.00                 NaN   10.4128        5.87861                 NaN            NaN            NaN   8.57013        1.10916        43.2872        30.7421     
  1218.56        2500.00                 NaN   3.36516        12.9933                 NaN            NaN            NaN   8.51356        1.06723        43.3163        30.7445     
  1217.34        2500.00                 NaN   11.6807        4.59027       0.237228E-003            NaN            NaN   8.59683        1.11012        43.2863        30.7355     
  1216.12        2500.00                 NaN   11.9517        4.31870       0.268418E-005            NaN            NaN   8.60518        1.10910        43.2808        30.7345     
  1214.90        2500.00                 NaN   12.0058        4.26550       0.144430E-005            NaN            NaN   8.60985        1.10832        43.2761        30.7344     
  1213.68        2500.00                 NaN   12.3182        3.95261       0.135295E-005            NaN            NaN   8.61985        1.10699        43.2693        30.7331     
  1212.45        2500.00                 NaN   12.3228        3.95199       0.257755E-005            NaN            NaN   8.61969        1.10622        43.2645        30.7348     
  1211.23        2500.00                 NaN   12.3670        3.90640       0.554167E-005            NaN            NaN   8.62773        1.10544        43.2602        30.7332     
  1210.01        2500.00                 NaN   12.3847        3.88925       0.733953E-005            NaN            NaN   8.63194        1.10484        43.2563        30.7330     
