|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1208.79        2500.00                 NaN   12.2209        4.06234                 NaN            NaN            NaN   8.63138        1.10257        43.2476        30.7353     
  1207.57        2500.00                 NaN   12.2411        4.04317                 NaN            NaN            NaN   8.63538        1.10184        43.2432        30.7353     
  1206.35        2500.00                 NaN   12.1661        4.11315       0.208010E-004            NaN            NaN   8.63789        1.10325        43.2452        30.7344     
  1205.13        2500.00                 NaN   12.2769        4.00315                 NaN            NaN            NaN   8.64386        1.10229        43.2398        30.7340     
  1203.91        2500.00                 NaN   12.5739        3.70684       0.529433E-005            NaN            NaN   8.65683        1.10076        43.2287        30.7331     
  1202.69        2500.00                 NaN   12.2127        4.07015       0.183952E-004            NaN            NaN   8.64939        1.10109        43.2321        30.7345     
  1201.47        2500.00                 NaN   12.5956        3.68765                 NaN            NaN            NaN   8.66118        1.09915        43.2233        30.7330     
  1200.24        2500.00                 NaN   12.3590        3.92602                 NaN            NaN            NaN   8.65948        1.09929        43.2221        30.7341     
  1199.02        2500.00                 NaN   12.6338        3.65209                 NaN            NaN            NaN   8.66911        1.09763        43.2142        30.7332     
  1197.80        2500.00                 NaN   12.6486        3.63873                 NaN            NaN            NaN   8.67299        1.09681        43.2097        30.7332     
  1196.58        2500.00                 NaN   12.4176        3.87143                 NaN            NaN            NaN   8.67145        1.09693        43.2083        30.7343     
  1195.36        2500.00                 NaN   12.6957        3.59428                 NaN            NaN            NaN   8.68113        1.09516        43.2005        30.7332     
  1194.14        2500.00                 NaN   12.4562        3.83557                 NaN            NaN            NaN   8.67934        1.09535        43.1991        30.7344     
  1192.92        2500.00                 NaN   12.4750        3.81817                 NaN            NaN            NaN   8.68332        1.09456        43.1945        30.7345     
  1191.70        2500.00                 NaN   12.7507        3.54358                 NaN            NaN            NaN   8.69323        1.09273        43.1864        30.7334     
  1190.48        2500.00                 NaN   12.7837        3.51239                 NaN            NaN            NaN   8.69781        1.09186        43.1806        30.7336     
  1189.26        2500.00                 NaN   12.7863        3.51086                 NaN            NaN            NaN   8.70144        1.09109        43.1767        30.7336     
  1188.03        2500.00                 NaN   12.8131        3.48611                 NaN            NaN            NaN   8.70555        1.09003        43.1717        30.7336     
  1186.81        2500.00                 NaN   12.8464        3.45384                 NaN            NaN            NaN   8.71420        1.08937        43.1621        30.7341     
  1185.59        2500.00                 NaN   12.8554        3.44714                 NaN            NaN            NaN   8.71346        1.08808        43.1622        30.7337     
  1184.37        2500.00                 NaN   12.8746        3.42844                 NaN            NaN            NaN   8.71734        1.08799        43.1575        30.7341     
  1183.15        2500.00                 NaN   12.8640        3.44114                 NaN            NaN            NaN   8.72109        1.08680        43.1528        30.7341     
  1181.93        2500.00                 NaN   12.8881        3.41833                 NaN            NaN            NaN   8.72495        1.08602        43.1484        30.7342     
  1180.71        2500.00                 NaN   12.9202        3.38714                 NaN            NaN            NaN   8.73124        1.08533        43.1422        30.7339     
  1179.49        2500.00                 NaN   12.9222        3.38725                 NaN            NaN            NaN   8.73307        1.08430        43.1388        30.7343     
  1178.27        2500.00                 NaN   12.6781        3.63230                 NaN            NaN            NaN   8.73053        1.08479        43.1388        30.7355     
  1177.05        2500.00                 NaN   12.9582        3.35468                 NaN            NaN            NaN   8.74071        1.08249        43.1294        30.7345     
  1175.82        2500.00                 NaN   12.9708        3.34343                 NaN            NaN            NaN   8.74490        1.08160        43.1247        30.7345     
  1174.60        2500.00                 NaN   12.9855        3.33022                 NaN            NaN            NaN   8.74893        1.08081        43.1198        30.7347     
  1173.38        2500.00                 NaN   12.9978        3.32013                 NaN            NaN            NaN   8.75232        1.07982        43.1150        30.7350     
  1172.16        2500.00                 NaN   13.0169        3.30266                 NaN            NaN            NaN   8.75695        1.07881        43.1097        30.7350     
  1170.94        2500.00                 NaN   13.0237        3.29742                 NaN            NaN            NaN   8.76098        1.07792        43.1049        30.7351     
  1169.72        2500.00                 NaN   13.0434        3.27944                 NaN            NaN            NaN   8.76432        1.07713        43.1004        30.7353     
  1168.50        2500.00                 NaN   12.8194        3.50408                 NaN            NaN            NaN   8.76201        1.07770        43.1004        30.7365     
  1167.28        2500.00                 NaN   12.8333        3.49194                 NaN            NaN            NaN   8.76599        1.07681        43.0954        30.7366     
  1166.06        2500.00                 NaN   12.8474        3.47934                 NaN            NaN            NaN   8.77012        1.07598        43.0905        30.7367     
  1164.84        2500.00                 NaN   13.0999        3.22977                 NaN            NaN            NaN   8.78047        1.07362        43.0805        30.7357     
  1163.61        2500.00                 NaN   13.1084        3.22286                 NaN            NaN            NaN   8.78390        1.07270        43.0762        30.7360     
  1162.39        2500.00                 NaN   13.7404        2.65412                 NaN            NaN            NaN   8.72115        1.08436        43.0481        30.7518     
  1161.17        2500.00                 NaN   13.1426        3.19259       0.171851E-005            NaN            NaN   8.79286        1.07058        43.0650        30.7363     
  1159.95        2500.00                 NaN   13.1481        3.18839       0.171279E-005            NaN            NaN   8.79535        1.06990        43.0617        30.7365     
  1158.73        2500.00                 NaN   13.1504        3.18774                 NaN            NaN            NaN   8.79927        1.06903        43.0569        30.7366     
  1157.51        2500.00                 NaN   13.1672        3.17412       0.174041E-005            NaN            NaN   8.80264        1.06791        43.0510        30.7372     
  1156.29        2500.00                 NaN   13.1690        3.17342       0.172313E-005            NaN            NaN   8.80630        1.06711        43.0469        30.7372     
  1155.07        2500.00                 NaN   13.1853        3.15875       0.174385E-005            NaN            NaN   8.81085        1.06620        43.0417        30.7372     
  1153.85        2500.00                 NaN   13.1950        3.15106       0.174767E-005            NaN            NaN   8.81424        1.06551        43.0366        30.7375     
  1152.63        2500.00                 NaN   13.2097        3.13730       0.376692E-005            NaN            NaN   8.81818        1.06480        43.0321        30.7378     
  1151.40        2500.00                 NaN   13.2188        3.13218       0.377997E-005            NaN            NaN   8.82445        1.06328        43.0230        30.7383     
  1150.18        2500.00                 NaN   13.2235        3.12971       0.415642E-005            NaN            NaN   8.82624        1.06216        43.0199        30.7386     
  1148.96        2500.00                 NaN   13.2369        3.11702                 NaN            NaN            NaN   8.82987        1.06174        43.0160        30.7385     
  1147.74        2500.00                 NaN   13.2446        3.11110                 NaN            NaN            NaN   8.83373        1.06064        43.0112        30.7387     
  1146.52        2500.00                 NaN   13.2548        3.10286       0.158130E-005            NaN            NaN   8.83749        1.05971        43.0061        30.7390     
  1145.30        2500.00                 NaN   13.2496        3.10905       0.145971E-005            NaN            NaN   8.84110        1.05862        43.0028        30.7388     
  1144.08        2500.00                 NaN   13.2603        3.10149       0.120082E-005            NaN            NaN   8.84223        1.05774        42.9986        30.7396     
  1142.86        2500.00                 NaN   13.2540        3.10891       0.117375E-005            NaN            NaN   8.84766        1.05707        42.9926        30.7397     
  1141.64        2500.00                 NaN   13.2742        3.09154                 NaN            NaN            NaN   8.85068        1.05575        42.9877        30.7401     
  1140.42        2500.00                 NaN   13.2648        3.10201                 NaN            NaN            NaN   8.85432        1.05484        42.9838        30.7402     
  1139.19        2500.00                 NaN   13.2778        3.09118                 NaN            NaN            NaN   8.85852        1.05404        42.9780        30.7405     
  1137.97        2500.00                 NaN   13.2957        3.07727                 NaN            NaN            NaN   8.86292        1.05194        42.9711        30.7411     
  1136.75        2500.00                 NaN   13.2983        3.07421                 NaN            NaN            NaN   8.86742        1.05198        42.9673        30.7408     
  1135.53        2500.00                 NaN   13.3040        3.07140                 NaN            NaN            NaN   8.86991        1.05073        42.9627        30.7413     
  1134.31        2500.00                 NaN   13.3086        3.06919                 NaN            NaN            NaN   8.87382        1.04955        42.9573        30.7416     
  1133.09        2500.00                 NaN   13.3086        3.07072                 NaN            NaN            NaN   8.87751        1.05002        42.9509        30.7422     
  1131.87        2500.00                 NaN   13.3203        3.06046       0.127941E-004            NaN            NaN   8.88062        1.04841        42.9479        30.7423     
  1130.65        2500.00                 NaN   13.3230        3.05995       0.127401E-004            NaN            NaN   8.88447        1.04720        42.9431        30.7423     
  1129.43        2500.00                 NaN   13.1185        3.26415                 NaN            NaN            NaN   8.88152        1.04815        42.9442        30.7435     
  1128.21        2500.00                 NaN   13.1192        3.26543                 NaN            NaN            NaN   8.88533        1.04719        42.9390        30.7439     
  1126.98        2500.00                 NaN   13.1193        3.26724                 NaN            NaN            NaN   8.88851        1.04631        42.9345        30.7442     
  1125.76        2500.00                 NaN   13.1183        3.27019                 NaN            NaN            NaN   8.89199        1.04538        42.9297        30.7445     
  1124.54        2500.00                 NaN   13.1153        3.27514                 NaN            NaN            NaN   8.89539        1.04450        42.9249        30.7448     
  1123.32        2500.00                 NaN   13.3319        3.06333                 NaN            NaN            NaN   8.90509        1.04145        42.9140        30.7442     
  1122.10        2500.00                 NaN   13.3372        3.06057                 NaN            NaN            NaN   8.90916        1.04040        42.9081        30.7446     
  1120.88        2500.00                 NaN   13.3408        3.05940                 NaN            NaN            NaN   8.91265        1.03927        42.9029        30.7450     
  1119.66        2500.00                 NaN   3.05957        13.3425                 NaN            NaN            NaN   8.91727        1.03831        42.8970        30.7454     
  1118.44        2500.00                 NaN   3.06080        13.3430                 NaN            NaN            NaN   8.92027        1.03714        42.8934        30.7454     
  1117.22        2500.00                 NaN   13.1038        3.29853                 NaN            NaN            NaN   8.91635        1.03887        42.8957        30.7467     
  1116.00        2500.00                 NaN   13.1099        3.29451                 NaN            NaN            NaN   8.91934        1.03802        42.8910        30.7472     
  1114.77        2500.00                 NaN   3.29990        13.1065                 NaN            NaN            NaN   8.92263        1.03714        42.8862        30.7476     
  1113.55        2500.00                 NaN   3.26865        13.1404                 NaN            NaN            NaN   8.92784        1.03571        42.8796        30.7478     
  1112.33        2500.00                 NaN   13.3420        3.07211                 NaN            NaN            NaN   8.93678        1.03262        42.8692        30.7473     
  1111.11        2500.00                 NaN   13.3384        3.07791                 NaN            NaN            NaN   8.93993        1.03170        42.8644        30.7477     
  1109.89        2500.00                 NaN   13.3338        3.08443                 NaN            NaN            NaN   8.94417        1.03069        42.8588        30.7480     
  1108.67        2500.00                 NaN   13.3162        3.10370                 NaN            NaN            NaN   8.94693        1.03013        42.8546        30.7485     
  1107.45        2500.00                 NaN   13.3179        3.10512                 NaN            NaN            NaN   8.95024        1.02886        42.8489        30.7490     
  1106.23        2500.00                 NaN   3.10654        13.3180                 NaN            NaN            NaN   8.95318        1.02798        42.8449        30.7493     
  1105.01        2500.00                 NaN   3.03461        13.3935       0.240871E-004            NaN            NaN   8.96238        1.02551        42.8347        30.7492     
  1103.79        2500.00                 NaN   3.07183        13.3575       0.242861E-004            NaN            NaN   8.96121        1.02558        42.8339        30.7499     
  1102.56        2500.00                 NaN   3.10089        13.3304                 NaN            NaN            NaN   8.96393        1.02484        42.8296        30.7504     
  1101.34        2500.00                 NaN   3.06811        13.3657                 NaN            NaN            NaN   8.96844        1.02347        42.8237        30.7506     
  1100.12        2500.00                 NaN   3.07226        13.3637       0.168426E-003            NaN            NaN   8.97180        1.02248        42.8186        30.7510     
  1098.90        2500.00                 NaN   3.08034        13.3576       0.158644E-003            NaN            NaN   8.97512        1.02156        42.8138        30.7514     
  1097.68        2500.00                 NaN   3.07690        13.3636       0.148559E-003            NaN            NaN   8.97951        1.02029        42.8078        30.7518     
  1096.46        2500.00                 NaN   3.07813        13.3652       0.156262E-003            NaN            NaN   8.98536        1.01886        42.8001        30.7522     
  1095.24        2500.00                 NaN   2.14415        14.3759       0.109971E-003            NaN            NaN   8.93889        1.01734        42.7603        30.7633     
  1094.02        2500.00                 NaN   3.06994        13.3784                 NaN            NaN            NaN   8.99215        1.01689        42.7893        30.7533     
  1092.80        2500.00                 NaN   3.12533        13.3236                 NaN            NaN            NaN   8.99140        1.01684        42.7891        30.7537     
  1091.58        2500.00                 NaN   3.12118        13.3299                 NaN            NaN            NaN   8.99526        1.01576        42.7839        30.7540     
  1090.35        2500.00                 NaN   3.13809        13.3151                 NaN            NaN            NaN   8.99780        1.01493        42.7795        30.7546     
  1089.13        2500.00                 NaN   3.15871        13.2984                 NaN            NaN            NaN   9.00564        1.01361        42.7682        30.7554     
  1087.91        2500.00                 NaN   3.15548        13.3021                 NaN            NaN            NaN   9.00867        1.01285        42.7652        30.7556     
  1086.69        2500.00                 NaN   3.17492        13.2839                 NaN            NaN            NaN   9.00920        1.01244        42.7636        30.7559     
  1085.47        2500.00                 NaN   3.16368        13.2970                 NaN            NaN            NaN   9.01481        1.01125        42.7573        30.7560     
  1084.25        2500.00                 NaN   3.21605        13.2572                 NaN            NaN            NaN   9.00585        1.00902        42.7522        30.7597     
  1083.03        2500.00                 NaN   3.18774        13.2770                 NaN            NaN            NaN   9.02162        1.00883        42.7485        30.7563     
  1081.81        2500.00                 NaN   3.24098        13.2269                 NaN            NaN            NaN   9.01703        1.00860        42.7483        30.7582     
  1080.59        2500.00                 NaN   3.21735        13.2524                 NaN            NaN            NaN   9.02506        1.00760        42.7393        30.7583     
  1079.37        2500.00                 NaN   4.22451        12.2813                 NaN            NaN            NaN   9.04090       0.995182        42.7011        30.7570     
  1078.14        2500.00                 NaN   10.0374       0.345070E-004            NaN   4.33650                 NaN   8.62459        1.32140        43.7608        31.9193     
  1076.92        2500.00                 NaN   10.0625       0.341093E-004            NaN   4.32401                 NaN   8.63498        1.31840        43.7425        31.9175     
  1075.70        2500.00                 NaN   9.96545       0.335878E-004            NaN   4.38819                 NaN   8.62831        1.32390        43.7585        31.9356     
  1074.48        2500.00                 NaN   9.85314       0.335140E-004            NaN   4.45704                 NaN   8.62174        1.33087        43.7848        31.9523     
  1073.26        2500.00                 NaN   9.73996       0.331175E-004            NaN   4.52984                 NaN   8.61135        1.33851        43.8072        31.9731     
  1072.04        2500.00                 NaN   9.68189       0.324111E-004            NaN   4.56847                 NaN   8.60781        1.34177        43.8158        31.9842     
  1070.82        2500.00                 NaN   9.64984       0.322696E-004            NaN   4.58983                 NaN   8.60710        1.34442        43.8182        31.9905     
  1069.60        2500.00                 NaN   9.60488       0.316968E-004            NaN   4.61785                 NaN   8.60300        1.34665        43.8305        31.9971     
  1068.38        2500.00                 NaN   9.53312       0.307787E-004            NaN   4.66769                 NaN   8.59930        1.34998        43.8370        32.0128     
  1067.16        2500.00                 NaN   9.48631       0.298154E-004            NaN   4.70098                 NaN   8.59228        1.35210        43.8461        32.0222     
  1065.93        2500.00                 NaN   9.43280       0.297055E-004            NaN   4.73661                 NaN   8.59885        1.35483        43.8422        32.0346     
  1064.71        2500.00                 NaN   9.38688       0.291918E-004            NaN   4.76590                 NaN   8.59412        1.35780        43.8528        32.0425     
  1063.49        2500.00                 NaN   9.31968       0.282630E-004            NaN   4.81205                 NaN   8.58822        1.36186        43.8624        32.0558     
  1062.27        2500.00                 NaN   9.28667       0.277717E-004            NaN   4.83434                 NaN   8.58668        1.36356        43.8663        32.0624     
  1061.05        2500.00                 NaN   9.25475       0.275310E-004            NaN   4.85594                 NaN   8.58521        1.36519        43.8701        32.0688     
  1059.83        2500.00                 NaN   9.12457       0.364647E-004            NaN   4.93627                 NaN   8.57496        1.37474        43.8990        32.0904     
  1058.61        2500.00                 NaN   3.31430        13.3069                 NaN            NaN            NaN   9.12769       0.955553        42.5162        30.7794     
  1057.39        2500.00                 NaN   9.12690       0.259364E-004            NaN   4.93871                 NaN   8.57798        1.37319        43.8909        32.0923     
  1056.17        2500.00                 NaN   3.33372        13.2913                 NaN            NaN            NaN   9.13358       0.953899        42.5070        30.7805     
  1054.95        2500.00                 NaN   4.90814        11.5634                 NaN            NaN            NaN   9.01724        1.01579        42.7214        30.7741     
  1053.72        2500.00                 NaN   9.03494       0.340223E-004            NaN   5.00148                 NaN   8.57329        1.37781        43.9012        32.1112     
  1052.50        2500.00                 NaN   5.22100        11.2745                 NaN            NaN            NaN   9.02700        1.00942        42.6921        30.7760     
  1051.28        2500.00                 NaN  0.383431E-005   9.06988                 NaN   4.99976                 NaN   8.58347        1.36708        43.8654        32.1144     
  1050.06        2500.00                 NaN  0.383428E-005   9.03938                 NaN   5.02038                 NaN   8.58221        1.36870        43.8687        32.1206     
  1048.84        2500.00                 NaN   9.10663       0.235518E-004            NaN   4.96566                 NaN   8.58103        1.37024        43.8719        32.1046     
  1047.62        2500.00                 NaN  0.383426E-005   8.98197                 NaN   5.05929                 NaN   8.57994        1.37172        43.8748        32.1323     
  1046.40        2500.00                 NaN  0.383434E-005   8.95487                 NaN   5.07771                 NaN   8.57893        1.37312        43.8774        32.1379     
  1045.18        2500.00                 NaN  0.383419E-005   8.92872                 NaN   5.09553                 NaN   8.57799        1.37447        43.8799        32.1434     
  1043.96        2500.00                 NaN   8.60894       0.903664                 NaN   4.70367                 NaN   8.61509        1.34577        43.7837        32.0391     
  1042.74        2500.00                 NaN  0.383430E-005   8.97420                 NaN   5.05605                 NaN   8.57634        1.37699        43.8843        32.1321     
  1041.51        2500.00                 NaN   4.69774        11.8800                 NaN            NaN            NaN   9.03052        1.00489        42.5932        30.7937     
  1040.29        2500.00                 NaN   4.81085        11.7647                 NaN            NaN            NaN   9.13934       0.974300        42.5219        30.7889     
  1039.07        2500.00                 NaN   5.05524        11.4630                 NaN            NaN            NaN   9.06518       0.999005        42.6356        30.7820     
  1037.85        2500.00                 NaN   5.04133        11.4789                 NaN            NaN            NaN   9.06868       0.998053        42.6304        30.7826     
  1036.63        2500.00                 NaN   4.43268        12.1793                 NaN            NaN            NaN   9.06870       0.983200        42.5389        30.7973     
  1035.41        2500.00                 NaN   3.51803        12.8862                 NaN            NaN            NaN   8.93308        1.06982        42.8346        30.7583     
  1034.19        2500.00                 NaN   4.99194        11.5362                 NaN            NaN            NaN   9.08031       0.994671        42.6121        30.7848     
  1032.97        2500.00                 NaN   5.05814        11.4740                 NaN            NaN            NaN   9.08234       0.993520        42.6070        30.7850     
  1031.75        2500.00                 NaN   4.96022        11.5716                 NaN            NaN            NaN   9.08738       0.992881        42.6018        30.7861     
  1030.53        2500.00                 NaN   4.94326        11.5900                 NaN            NaN            NaN   9.09073       0.992094        42.5972        30.7867     
  1029.30        2500.00                 NaN   4.92264        11.6117                 NaN            NaN            NaN   9.09385       0.991457        42.5931        30.7872     
  1028.08        2500.00                 NaN   4.92039        11.6167                 NaN            NaN            NaN   9.09735       0.990375        42.5873        30.7879     
  1026.86        2500.00                 NaN   4.90617        11.6324                 NaN            NaN            NaN   9.10049       0.989628        42.5829        30.7884     
  1025.64        2500.00                 NaN   4.91471        11.6277                 NaN            NaN            NaN   9.10430       0.988249        42.5758        30.7892     
  1024.42        2500.00                 NaN   4.92009        11.6245                 NaN            NaN            NaN   9.10599       0.987464        42.5727        30.7892     
  1023.20        2500.00                 NaN   4.92276        11.6243                 NaN            NaN            NaN   9.10938       0.986526        42.5672        30.7898     
  1021.98        2500.00                 NaN   4.91136        11.6376                 NaN            NaN            NaN   9.11202       0.985815        42.5629        30.7904     
  1020.76        2500.00                 NaN   4.90299        11.6483                 NaN            NaN            NaN   9.11543       0.984817        42.5574        30.7910     
  1019.54        2500.00                 NaN   4.95426        11.6049                 NaN            NaN            NaN   9.12010       0.982399        42.5463        30.7920     
  1018.32        2500.00                 NaN   4.94523        11.6163                 NaN            NaN            NaN   9.12349       0.981433        42.5409        30.7927     
  1017.09        2500.00                 NaN   4.93693        11.6269                 NaN            NaN            NaN   9.12689       0.980456        42.5354        30.7933     
  1015.87        2500.00                 NaN   4.87914        11.6826                 NaN            NaN            NaN   9.12959       0.980590        42.5344        30.7937     
  1014.65        2500.00                 NaN   4.87101        11.6931                 NaN            NaN            NaN   9.13290       0.979662        42.5290        30.7943     
  1013.43        2500.00                 NaN   3.42711        7.57666                 NaN   3.71672                 NaN   8.67094        1.29858        43.5233        31.7867     
  1012.21        2500.00                 NaN   7.47690        2.54605                 NaN   4.34481                 NaN   8.63626        1.33858        43.7053        31.9521     
  1010.99        2500.00                 NaN   4.76180        11.8031                 NaN            NaN            NaN   9.14196       0.978073        42.5189        30.7961     
  1009.77        2500.00                 NaN   4.84833        11.7258                 NaN            NaN            NaN   9.14646       0.975575        42.5068        30.7970     
  1008.55        2500.00                 NaN   12.9983        3.71112                 NaN            NaN            NaN   9.24952       0.919448        42.3158        30.8059     
  1007.33        2500.00                 NaN   4.76901        11.8001                 NaN            NaN            NaN   9.17824       0.973791        42.4863        30.7925     
  1006.11        2500.00                 NaN   8.25908       0.465741                 NaN   5.24204                 NaN   8.58719        1.38732        43.8555        32.2031     
  1004.88        2500.00                 NaN   4.79765        11.8029                 NaN            NaN            NaN   9.15328       0.968224        42.4719        30.8060     
  1003.66        2500.00                 NaN   4.76852        11.8446                 NaN            NaN            NaN   9.16358       0.966065        42.4493        30.8080     
  1002.44        2500.00                 NaN   4.84687        11.7522                 NaN            NaN            NaN   9.17001       0.965698        42.4621        30.8031     
  1001.22        2500.00                 NaN   8.41082       0.310160E-004            NaN   5.45639                 NaN   8.57059        1.40227        43.8963        32.2636     
