|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/ALH/ALH_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1528.85        500.000       0.502954E-003   99.9647       0.205729E-001  0.141790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.52        500.000                 NaN   99.5942       0.339456       0.663629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.20        500.000                 NaN   99.5168       0.478664       0.449800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        500.000                 NaN   99.5183       0.478160       0.353801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.55        500.000                 NaN   99.5215       0.477319       0.113504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        500.000                 NaN   99.5267       0.470089       0.318221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.90        500.000                 NaN   99.5314       0.454836       0.137933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        500.000                 NaN   99.5322       0.467774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.25        500.000                 NaN   99.5379       0.448287       0.138306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        500.000                 NaN   99.5428       0.427150       0.300708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.60        500.000                 NaN   99.5420       0.458032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.27        500.000                 NaN   99.5454       0.446379       0.826116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.94        500.000                 NaN   99.5303       0.469698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        500.000                 NaN   99.6279       0.368545       0.356495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000                 NaN   99.5041       0.410798       0.851042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        500.000                 NaN   99.5612       0.438790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.64        500.000                 NaN   99.5459       0.454098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.32        500.000                 NaN   99.8677       0.521215E-001            NaN  0.801359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1504.99        500.000                 NaN   99.2540       0.745956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.67        500.000                 NaN   99.5672       0.432769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.34        500.000                 NaN   99.5102       0.391389                 NaN  0.983882E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        500.000                 NaN   99.7071       0.175039E-001            NaN  0.275381                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.69        500.000                 NaN   99.5960                 NaN            NaN  0.404030                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000                 NaN   99.1335       0.711123E-001            NaN  0.795390                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.04        500.000                 NaN   99.4695       0.233671E-001            NaN  0.507119                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000                 NaN   99.4719       0.215058E-001            NaN  0.506626                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.39        500.000                 NaN   99.4698       0.211093E-001            NaN  0.509131                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000                 NaN   99.4701       0.188132E-001            NaN  0.511090                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.74        500.000                 NaN   99.4069       0.185502E-001            NaN  0.574564                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000                 NaN   99.5349       0.121149E-001  0.159223E-004  0.452974                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.09        500.000                 NaN   99.4634                 NaN            NaN  0.536604                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   99.4773       0.235499E-001            NaN  0.499111                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.44        500.000                 NaN   99.4544       0.759633E-002            NaN  0.537990                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000                 NaN   99.4898       0.333851E-002            NaN  0.506863                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000                 NaN   99.4714       0.155142E-002            NaN  0.527013                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000                 NaN   99.4714       0.586233E-002            NaN  0.522728                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000                 NaN   99.4700       0.150160E-001            NaN  0.514993                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000                 NaN   99.4687       0.105051E-001            NaN  0.520811                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000                 NaN   99.4672                 NaN            NaN  0.532788                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000                 NaN   99.4674       0.445231E-001            NaN  0.488118                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000                 NaN   99.4630                 NaN            NaN  0.536962                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000                 NaN   99.4588                 NaN            NaN  0.541237                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000       0.156074E-002   99.4516                 NaN            NaN  0.546816                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.86        500.000       0.364976E-002   99.4422                 NaN            NaN  0.554136                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.53        500.000       0.275252E-002   99.2272                 NaN            NaN  0.403349       0.366691                 NaN            NaN            NaN            NaN            NaN
  1469.21        500.000       0.226499E-002   99.1326                 NaN            NaN  0.326463       0.538700                 NaN            NaN            NaN            NaN            NaN
  1467.88        500.000       0.221816E-002   99.1387                 NaN            NaN  0.323672       0.535419                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000       0.213822E-002   99.1509                 NaN            NaN  0.527660       0.319333                 NaN            NaN            NaN            NaN            NaN
  1465.23        500.000       0.207775E-002   99.1576                 NaN            NaN  0.524004       0.316338                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000       0.200255E-002   99.1672                 NaN            NaN  0.517721       0.313094                 NaN            NaN            NaN            NaN            NaN
  1462.58        500.000       0.195910E-002   99.1762                 NaN            NaN  0.309650       0.512218                 NaN            NaN            NaN            NaN            NaN
  1461.25        500.000       0.190065E-002   99.1821                 NaN            NaN  0.508681       0.307315                 NaN            NaN            NaN            NaN            NaN
  1459.93        500.000       0.253115E-002   98.9056                 NaN            NaN  0.412392       0.679518                 NaN            NaN            NaN            NaN            NaN
  1458.60        500.000       0.114814E-002   99.4825                 NaN            NaN  0.194474       0.321914                 NaN            NaN            NaN            NaN            NaN
  1457.28        500.000       0.171785E-002   99.2068                 NaN            NaN  0.298314       0.493156                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000       0.168293E-002   99.2144                 NaN            NaN  0.294844       0.489043                 NaN            NaN            NaN            NaN            NaN
  1454.63        500.000       0.163395E-002   99.2217                 NaN            NaN  0.291935       0.484736                 NaN            NaN            NaN            NaN            NaN
