|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1464.74        2500.00       0.204726E-001   98.2509        1.23460       0.493980                 NaN  0.542633E-004            NaN            NaN            NaN            NaN
  1463.58        2500.00       0.733985E-003   99.3388       0.196679       0.463812                 NaN  0.567377E-005            NaN            NaN            NaN            NaN
  1462.41        2500.00       0.703584E-003   99.3422       0.195757       0.461377                 NaN  0.817753E-006            NaN            NaN            NaN            NaN
  1461.25        2500.00       0.612590E-003   99.3519       0.148051       0.473600                 NaN  0.258126E-001            NaN            NaN            NaN            NaN
  1460.08        2500.00       0.580780E-003   99.3471       0.480806       0.140484                 NaN  0.310756E-001            NaN            NaN            NaN            NaN
  1458.92        2500.00       0.542445E-003   99.3696       0.463176       0.137205                 NaN  0.294986E-001            NaN            NaN            NaN            NaN
  1457.75        2500.00       0.525603E-003   99.3640       0.466949       0.139143                 NaN  0.293726E-001            NaN            NaN            NaN            NaN
  1456.59        2500.00       0.500845E-003   99.3648       0.138901       0.466595                 NaN  0.291678E-001            NaN            NaN            NaN            NaN
  1455.42        2500.00       0.479487E-003   99.3728       0.458772       0.140101                 NaN  0.278953E-001            NaN            NaN            NaN            NaN
  1454.26        2500.00       0.455285E-003   99.3740       0.458327       0.139559                 NaN  0.276599E-001            NaN            NaN            NaN            NaN
  1453.09        2500.00       0.433203E-003   99.3773       0.455654       0.139523                 NaN  0.271094E-001            NaN            NaN            NaN            NaN
  1451.93        2500.00       0.399139E-003   99.3816       0.132164       0.455024                 NaN  0.308312E-001            NaN            NaN            NaN            NaN
  1450.76        2500.00       0.423988E-003   99.3412       0.479112       0.155886                 NaN  0.233388E-001            NaN            NaN            NaN            NaN
  1449.60        2500.00       0.343540E-003   99.4275       0.417768       0.130725                 NaN  0.236654E-001            NaN            NaN            NaN            NaN
