|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.2478       0.678833       0.733281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.1125       0.837791       0.497129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.1056       0.848862       0.455630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.1492       0.798452       0.523043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.1457       0.808489       0.458149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.1510       0.804003       0.450024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.1604       0.796049       0.435677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.1653       0.792526       0.422170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.1810       0.777311       0.416791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1869       0.772051       0.410451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.1947       0.765664       0.396620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.1977       0.766490       0.358482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.2177       0.741578       0.406814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.2195       0.744186       0.363334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.2248       0.739539       0.357086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.2365       0.729695       0.338248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.2428       0.724119       0.331041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.2514       0.715652       0.329861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.2577       0.709440       0.328957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.2653       0.703629       0.310882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.2115       0.756858       0.316121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.3392       0.634229       0.265398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.2826       0.688969       0.284277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2930       0.681628       0.253255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.3007       0.673011       0.263217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.6413       0.348146       0.105878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        98.9693       0.990167       0.404892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.3251       0.651886       0.229787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2342       0.740066       0.257662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.6312       0.355166       0.136002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
