|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1280.39        2500.00        80.2465                 NaN  0.611506        3.07681                 NaN   2.36148        12.6126        1.09112                 NaN            NaN            NaN            NaN
  1278.95        2500.00        95.8509                 NaN  0.481645       0.252010                 NaN  0.504969        2.91047                 NaN            NaN            NaN            NaN            NaN
  1277.51        2500.00        90.0396                 NaN            NaN   1.53757                 NaN   1.08632        6.47308       0.863457                 NaN            NaN            NaN            NaN
  1276.08        2500.00        88.6062                 NaN  0.201782        1.68129                 NaN   1.24391        7.55773       0.709098                 NaN            NaN            NaN            NaN
  1274.64        2500.00        88.3830                 NaN  0.359787        1.58451                 NaN   1.28923        7.71242       0.671037                 NaN            NaN            NaN            NaN
  1273.20        2500.00        86.8199                 NaN  0.409225        1.73667                 NaN   1.42465        8.84721       0.762360                 NaN            NaN            NaN            NaN
  1271.76        2500.00        89.9536                 NaN  0.318212        1.33608                 NaN   1.08002        6.72867       0.583385                 NaN            NaN            NaN            NaN
  1270.32        2500.00        90.1048                 NaN  0.306138        1.30974                 NaN   1.05058        6.64759       0.581178                 NaN            NaN            NaN            NaN
  1268.89        2500.00        90.8819                 NaN  0.290967        1.19220                 NaN  0.960678        6.14040       0.533841                 NaN            NaN            NaN            NaN
  1267.45        2500.00        91.7272                 NaN  0.265337        1.08261                 NaN  0.863312        5.57480       0.486774                 NaN            NaN            NaN            NaN
  1266.01        2500.00        92.5654                 NaN  0.237831       0.977650                 NaN  0.768208        5.01366       0.437264                 NaN            NaN            NaN            NaN
  1264.57        2500.00        93.7330                 NaN  0.225726       0.895146                 NaN  0.699635        4.04760       0.398866                 NaN            NaN            NaN            NaN
  1263.13        2500.00        93.9789                 NaN  0.165505       0.742996                 NaN  0.566571        4.23976       0.306263                 NaN            NaN            NaN            NaN
  1261.70        2500.00        94.0043                 NaN  0.208316       0.870603                 NaN  0.653603        3.85044       0.412739                 NaN            NaN            NaN            NaN
  1260.26        2500.00        94.2707                 NaN  0.121447       0.721048                 NaN  0.488212        4.07182       0.326809                 NaN            NaN            NaN            NaN
  1258.82        2500.00        95.3728                 NaN  0.195453       0.613430                 NaN  0.466467        3.09117       0.260711                 NaN            NaN            NaN            NaN
  1257.38        2500.00        95.4665                 NaN  0.148994       0.630019                 NaN  0.441537        3.04358       0.269401                 NaN            NaN            NaN            NaN
  1255.95        2500.00        95.7486                 NaN  0.139103       0.600659                 NaN  0.407779        2.85014       0.253737                 NaN            NaN            NaN            NaN
  1254.51        2500.00        95.7191                 NaN  0.146413       0.596739                 NaN  0.408819        2.87559       0.253329                 NaN            NaN            NaN            NaN
  1253.07        2500.00        93.8310       0.512765E-001            NaN   1.50981                 NaN            NaN   4.10224       0.365494       0.140182                 NaN            NaN            NaN
  1251.63        2500.00        97.4494       0.338213                 NaN  0.870641E-001            NaN            NaN  0.952590       0.368215E-001            NaN  0.275926       0.860010                 NaN
  1250.19        2500.00                 NaN   13.7905        4.37866                 NaN            NaN            NaN   65.0835       0.732415        2.05763        11.8095        2.14772                 NaN
  1248.76        2500.00                 NaN   13.7895        4.38295                 NaN            NaN            NaN   65.1330        2.05938       0.722477        11.8327        2.07994                 NaN
  1247.32        2500.00                 NaN   13.7882        4.38487                 NaN            NaN            NaN   65.1799        2.05728       0.724287        11.8525        2.01294                 NaN
  1245.88        2500.00                 NaN   13.7866        4.38748                 NaN            NaN            NaN   65.2279       0.725229        2.05531        11.8722        1.94526                 NaN
  1244.44        2500.00                 NaN   13.7864        4.38830                 NaN            NaN            NaN   65.2746        2.05340       0.727708        11.8919        1.87772                 NaN
  1243.00        2500.00                 NaN   13.7837        4.39193                 NaN            NaN            NaN   65.3241       0.727691        2.05149        11.9123        1.80883                 NaN
  1241.57        2500.00                 NaN   13.7774        4.40370                 NaN            NaN            NaN   65.3809        2.04426       0.729821        11.9266        1.73725                 NaN
  1240.13        2500.00                 NaN   13.7777        4.40377                 NaN            NaN            NaN   65.4280        2.04427       0.729842        11.9479        1.66851                 NaN
  1238.69        2500.00                 NaN   13.7779        4.40385                 NaN            NaN            NaN   65.4757        2.04428       0.729862        11.9695        1.59891                 NaN
  1237.25        2500.00                 NaN   13.7781        4.40392                 NaN            NaN            NaN   65.5237        2.04429       0.729882        11.9911        1.52888                 NaN
  1235.81        2500.00                 NaN   13.7784        4.40399                 NaN            NaN            NaN   65.5720        2.04430       0.729902        12.0130        1.45843                 NaN
  1234.38        2500.00                 NaN   13.7786        4.40407                 NaN            NaN            NaN   65.6206        2.04431       0.729923        12.0349        1.38754                 NaN
  1232.94        2500.00                 NaN   13.5944        4.36164       0.271317                 NaN            NaN   65.6231        2.04222       0.765599        12.0476        1.29416                 NaN
  1231.50        2500.00                 NaN   13.7263        4.39651       0.718727E-001            NaN            NaN   65.7075       0.745534        2.03683        12.0774        1.23798                 NaN
  1230.06        2500.00                 NaN   13.6737        4.38170       0.153109                 NaN            NaN   65.7402       0.758160        2.03537        12.0979        1.15989                 NaN
  1228.63        2500.00                 NaN   13.6210        4.36680       0.234621                 NaN            NaN   65.7731       0.770850        2.03391        12.1184        1.08128                 NaN
  1227.19        2500.00                 NaN   13.5601        4.34902       0.329539                 NaN            NaN   65.8032       0.785488        2.03251        12.1388        1.00130                 NaN
  1225.75        2500.00                 NaN   13.4978        4.33062       0.427143                 NaN            NaN   65.8329       0.800546        2.03113        12.1593       0.920625                 NaN
  1224.31        2500.00                 NaN   13.4353        4.31208       0.525169                 NaN            NaN   65.8627       0.815695        2.02974        12.1799       0.839401                 NaN
  1222.87        2500.00                 NaN   13.3728        4.29339       0.623666                 NaN            NaN   65.8927        2.02835       0.830950        12.2005       0.757620                 NaN
  1221.44        2500.00                 NaN   13.2631        4.24462       0.810175                 NaN            NaN   65.8988       0.861873        2.03350        12.2166       0.671323                 NaN
  1220.00        2500.00                 NaN   13.1862        4.21941       0.936195                 NaN            NaN   65.9114       0.892939        2.02188        12.2418       0.590201                 NaN
  1218.56        2500.00                 NaN   13.1864        4.21949       0.936219                 NaN            NaN   65.9635       0.892965        2.02189        12.2654       0.514121                 NaN
  1217.12        2500.00                 NaN   13.1866        4.21956       0.936244                 NaN            NaN   66.0160       0.892991        2.02190        12.2892       0.437512                 NaN
  1215.68        2500.00                 NaN   13.0330        4.20111        1.16343                 NaN            NaN   66.0318       0.918998        2.01092        12.3007       0.340064                 NaN
  1214.25        2500.00                 NaN   12.7950        4.06080        1.55378                 NaN            NaN   66.0411       0.974460        2.05363        12.3070       0.214203                 NaN
  1212.81        2500.00                 NaN   12.8322        4.08250        1.49939                 NaN            NaN   66.0984       0.971922        2.04267        12.3270       0.145979                 NaN
  1211.37        2500.00                 NaN   12.6750        4.02218        1.75029                 NaN            NaN   66.1051        1.00596        2.05063        12.3497       0.411462E-001            NaN
  1209.93        2500.00                 NaN   12.5989        3.99799        1.87435                 NaN            NaN   66.0989        2.04880        1.02536        12.3557                 NaN            NaN
  1208.49        2500.00                 NaN   12.6277        4.02432        1.82752                 NaN            NaN   66.1032        1.01951        2.03646        12.3613                 NaN            NaN
  1207.06        2500.00                 NaN   12.5500        3.99764        1.95497                 NaN            NaN   66.0687        1.03964        2.03559        12.3535                 NaN            NaN
  1205.62        2500.00                 NaN   12.4812        3.97268        2.06924                 NaN            NaN   66.0379        1.05806        2.03512        12.3458                 NaN            NaN
  1204.18        2500.00                 NaN   12.4142        3.94947        2.18075                 NaN            NaN   66.0072        2.03387        1.07602        12.3385                 NaN            NaN
  1202.74        2500.00                 NaN   12.3996        3.95291        2.20590                 NaN            NaN   65.9955        2.02688        1.08102        12.3381                 NaN            NaN
  1201.31        2500.00                 NaN   12.2900        3.90554        2.38900                 NaN            NaN   65.9496        1.11006        2.03155        12.3243                 NaN            NaN
  1199.87        2500.00                 NaN   12.1956        3.86505        2.54692                 NaN            NaN   65.9103        2.03547        1.13519        12.3115                 NaN            NaN
  1198.43        2500.00                 NaN   4.56051        1.62142        15.3024                 NaN            NaN   61.1422        3.59254                 NaN   12.4687                 NaN   1.31224     
  1196.99        2500.00                 NaN   4.39785        1.55843        15.5693                 NaN            NaN   61.0613        3.63003                 NaN   12.4569                 NaN   1.32616     
  1195.55        2500.00                 NaN   4.23585        1.49589        15.8333                 NaN            NaN   60.9811        3.66678                 NaN   12.4467                 NaN   1.34040     
  1194.12        2500.00                 NaN   4.06614        1.42928        16.1105                 NaN            NaN   60.8975        3.70621                 NaN   12.4355                 NaN   1.35495     
  1192.68        2500.00                 NaN   3.89620        1.36252        16.3852                 NaN            NaN   60.8141        3.74478                 NaN   12.4272                 NaN   1.37006     
  1191.24        2500.00                 NaN   3.73446        1.30061        16.6452                 NaN            NaN   60.7362        3.78161                 NaN   12.4172                 NaN   1.38469     
  1189.80        2500.00                 NaN   3.57629        1.23756        16.9044                 NaN            NaN   60.6578        3.81924                 NaN   12.4063                 NaN   1.39835     
  1188.36        2500.00                 NaN   3.30993        1.12494        17.3415                 NaN            NaN   60.5323        3.88621                 NaN   12.3855                 NaN   1.41966     
  1186.93        2500.00                 NaN   3.11049        1.04387        17.6694                 NaN            NaN   60.4345        3.93458                 NaN   12.3711                 NaN   1.43601     
  1185.49        2500.00                 NaN   2.89952       0.957662        18.0179                 NaN            NaN   60.3291        3.98548                 NaN   12.3573                 NaN   1.45299     
  1184.05        2500.00                 NaN   2.71002       0.881667        18.3259                 NaN            NaN   60.2378        4.03113                 NaN   12.3441                 NaN   1.46937     
  1182.61        2500.00                 NaN   2.51992       0.804480        18.6385                 NaN            NaN   60.1440        4.07749                 NaN   12.3307                 NaN   1.48496     
  1181.17        2500.00                 NaN   2.31790       0.721709        18.9717                 NaN            NaN   60.0436        4.12687                 NaN   12.3168                 NaN   1.50140     
  1179.74        2500.00                 NaN   2.12123       0.641225        19.2969                 NaN            NaN   59.9462        4.17565                 NaN   12.3012                 NaN   1.51758     
  1178.30        2500.00                 NaN   1.94088       0.568316        19.5945                 NaN            NaN   59.8559        4.21985                 NaN   12.2880                 NaN   1.53256     
  1176.86        2500.00                 NaN   1.73145       0.481778        19.9390                 NaN            NaN   59.7533        4.27192                 NaN   12.2727                 NaN   1.54982     
  1175.42        2500.00                 NaN   1.54578       0.406298        20.2455                 NaN            NaN   59.6605        4.31782                 NaN   12.2588                 NaN   1.56523     
  1173.99        2500.00                 NaN   1.34130       0.321782        20.5835                 NaN            NaN   59.5593        4.36907                 NaN   12.2430                 NaN   1.58195     
  1172.55        2500.00                 NaN   1.12057       0.229791        20.9456                 NaN            NaN   59.4507        4.42361                 NaN   12.2296                 NaN   1.60013     
  1171.11        2500.00                 NaN  0.930017       0.151790        21.2608                 NaN            NaN   59.3554        4.47127                 NaN   12.2149                 NaN   1.61585     
  1169.67        2500.00                 NaN  0.738568       0.733157E-001   21.5768                 NaN            NaN   59.2600        4.51921                 NaN   12.2004                 NaN   1.63172     
  1168.23        2500.00                 NaN  0.559630                 NaN   21.8707                 NaN            NaN   59.1719        4.56431                 NaN   12.1867                 NaN   1.64674     
  1166.80        2500.00                 NaN  0.513742                 NaN   21.9185                 NaN            NaN   59.1641        4.57024                 NaN   12.1766                 NaN   1.65676     
  1165.36        2500.00                 NaN  0.497894                 NaN   21.9331                 NaN            NaN   59.1554        4.55904                 NaN   12.1919                 NaN   1.66259     
  1163.92        2500.00                 NaN  0.471484                 NaN   21.9601                 NaN            NaN   59.1477        4.55477                 NaN   12.1962                 NaN   1.66976     
  1162.48        2500.00                 NaN  0.448146                 NaN   21.9855                 NaN            NaN   59.1390        4.54950                 NaN   12.2017                 NaN   1.67619     
  1161.04        2500.00                 NaN  0.334481                 NaN   22.0931                 NaN            NaN   59.1396        4.59208                 NaN   12.1441                 NaN   1.69662     
  1159.61        2500.00                 NaN  0.356454                 NaN   22.0663                 NaN            NaN   59.1424        4.59427                 NaN   12.1480                 NaN   1.69254     
  1158.17        2500.00                 NaN  0.315508                 NaN   22.1066                 NaN            NaN   59.1366        4.59975                 NaN   12.1400                 NaN   1.70153     
  1156.73        2500.00                 NaN  0.458172                 NaN   21.9954                 NaN            NaN   59.1212        4.58711                 NaN   12.1621                 NaN   1.67598     
  1155.29        2500.00                 NaN  0.251439                 NaN   22.1686                 NaN            NaN   59.1274        4.60973                 NaN   12.1269                 NaN   1.71588     
  1153.85        2500.00                 NaN  0.238631                 NaN   22.1808                 NaN            NaN   59.1249        4.61352                 NaN   12.1230                 NaN   1.71912     
  1152.42        2500.00                 NaN  0.203191                 NaN   22.2154                 NaN            NaN   59.1199        4.61914                 NaN   12.1155                 NaN   1.72685     
  1150.98        2500.00                 NaN  0.176019                 NaN   22.2382                 NaN            NaN   59.1197        4.62256                 NaN   12.1081                 NaN   1.73549     
  1149.54        2500.00                 NaN  0.131886                 NaN   22.2851                 NaN            NaN   59.1099        4.62947                 NaN   12.1009                 NaN   1.74277     
  1148.10        2500.00                 NaN  0.137444                 NaN   22.2837                 NaN            NaN   59.1016        4.63185                 NaN   12.1046                 NaN   1.74092     
  1146.67        2500.00                 NaN  0.929329E-001            NaN   22.3251                 NaN            NaN   59.1019        4.63878                 NaN   12.0898                 NaN   1.75143     
  1145.23        2500.00                 NaN  0.216504                 NaN   22.1611                 NaN            NaN   59.1468        4.64729                 NaN   12.0844                 NaN   1.74393     
  1143.79        2500.00                 NaN  0.202612                 NaN   22.2579                 NaN            NaN   59.1020        4.64390                 NaN   12.0535                 NaN   1.74012     
  1142.35        2500.00                 NaN  0.733814E-001            NaN   22.3284                 NaN            NaN   59.1122        4.65379                 NaN   12.0751                 NaN   1.75721     
  1140.91        2500.00                 NaN  0.599409E-001            NaN   22.3574                 NaN            NaN   59.1112        4.70219                 NaN   11.9920                 NaN   1.77728     
  1139.48        2500.00                 NaN            NaN            NaN   22.4296                 NaN            NaN   59.0824        4.66196                 NaN   12.0502                 NaN   1.77574     
  1138.04        2500.00                 NaN            NaN            NaN   22.3844                 NaN            NaN   59.1215        4.67336                 NaN   12.0446                 NaN   1.77616     
  1136.60        2500.00                 NaN  0.693889E-001            NaN   22.3786                 NaN            NaN   58.9839        4.59243                 NaN   12.1698                 NaN   1.80599     
  1135.16        2500.00                 NaN            NaN            NaN   22.3941                 NaN            NaN   59.1113        4.68056                 NaN   12.0348                 NaN   1.77912     
  1133.72        2500.00                 NaN            NaN            NaN   22.4455                 NaN            NaN   58.9946        4.27990       0.334174        12.1263                 NaN   1.81948     
  1132.29        2500.00                 NaN            NaN            NaN   22.3995                 NaN            NaN   59.1073        4.69491                 NaN   12.0116                 NaN   1.78664     
  1130.85        2500.00                 NaN            NaN            NaN   22.4016                 NaN            NaN   59.1062        4.70095                 NaN   12.0001                 NaN   1.79111     
  1129.41        2500.00                 NaN            NaN            NaN   22.5031                 NaN            NaN   59.0415        4.69219                 NaN   11.9775                 NaN   1.78573     
  1127.97        2500.00                 NaN            NaN            NaN   22.4317                 NaN            NaN   59.0886        4.70665                 NaN   11.9774                 NaN   1.79570     
  1126.53        2500.00                 NaN            NaN  0.446834E-001   22.4168                 NaN            NaN   59.0521        4.65648                 NaN   12.0117                 NaN   1.81818     
  1125.10        2500.00                 NaN            NaN  0.980000E-001   22.2829                 NaN            NaN   59.1476        4.64276                 NaN   11.9941                 NaN   1.83470     
  1123.66        2500.00                 NaN            NaN  0.392394E-001   22.4323                 NaN            NaN   59.0457        4.66236                 NaN   12.0034                 NaN   1.81701     
  1122.22        2500.00                 NaN            NaN            NaN   22.5455                 NaN            NaN   59.0214        4.71562                 NaN   11.9269                 NaN   1.79053     
  1120.78        2500.00                 NaN            NaN            NaN   22.5442                 NaN  0.229710E-001   59.0019        4.71469                 NaN   11.9232                 NaN   1.79310     
  1119.35        2500.00                 NaN            NaN            NaN   22.5683                 NaN  0.150755E-001   58.9945        4.72158                 NaN   11.9075                 NaN   1.79299     
  1117.91        2500.00                 NaN            NaN            NaN   22.4740                 NaN  0.390151E-002   59.0622        4.72903                 NaN   11.9271                 NaN   1.80382     
  1116.47        2500.00                 NaN            NaN  0.152301        22.2850                 NaN            NaN   59.0943        4.58826                 NaN   12.0256                 NaN   1.85456     
  1115.03        2500.00                 NaN            NaN            NaN   22.5205                 NaN  0.316957E-001   59.0115        4.73913                 NaN   11.8956                 NaN   1.80164     
  1113.59        2500.00                 NaN            NaN  0.152472        22.2850                 NaN            NaN   59.0951        4.58812                 NaN   12.0246                 NaN   1.85465     
  1112.16        2500.00                 NaN            NaN  0.152547        22.2851                 NaN            NaN   59.0955        4.58806                 NaN   12.0241                 NaN   1.85469     
  1110.72        2500.00                 NaN            NaN  0.149450        22.2965                 NaN            NaN   59.0878        4.58951                 NaN   12.0229                 NaN   1.85383     
  1109.28        2500.00                 NaN            NaN  0.152683        22.2851                 NaN            NaN   59.0964        4.58796                 NaN   12.0231                 NaN   1.85477     
  1107.84        2500.00                 NaN            NaN            NaN   22.5891                 NaN            NaN   59.0099        4.76586                 NaN   11.8252                 NaN   1.80995     
  1106.40        2500.00                 NaN            NaN            NaN   22.6611                 NaN            NaN   58.9693        4.76519                 NaN   11.7992                 NaN   1.80516     
  1104.97        2500.00                 NaN            NaN            NaN   22.8032                 NaN            NaN   58.8592        4.79450                 NaN   11.7249                 NaN   1.81817     
  1103.53        2500.00                 NaN            NaN            NaN   22.8033                 NaN            NaN   58.8597        4.79452                 NaN   11.7244                 NaN   1.81817     
  1102.09        2500.00                 NaN            NaN            NaN   22.8033                 NaN            NaN   58.8602        4.79455                 NaN   11.7238                 NaN   1.81817     
  1100.65        2500.00                 NaN            NaN            NaN   22.6998                 NaN            NaN   58.9470        4.78173                 NaN   11.7637                 NaN   1.80779     
  1099.21        2500.00                 NaN            NaN            NaN   22.6922                 NaN  0.254288E-001   58.9264        4.78189                 NaN   11.7674                 NaN   1.80669     
  1097.78        2500.00                 NaN            NaN            NaN   22.7185                 NaN            NaN   58.9407        4.79174                 NaN   11.7393                 NaN   1.80979     
  1096.34        2500.00                 NaN            NaN            NaN   22.6889                 NaN            NaN   58.9625        4.79921                 NaN   11.7371                 NaN   1.81225     
  1094.90        2500.00                 NaN            NaN            NaN   22.7133                 NaN            NaN   58.9506        4.80366                 NaN   11.7211                 NaN   1.81135     
  1093.46        2500.00                 NaN            NaN            NaN   22.7669                 NaN            NaN   58.9140        4.80461                 NaN   11.7028                 NaN   1.81172     
  1092.03        2500.00                 NaN            NaN  0.302406E-001   22.7095                 NaN            NaN   58.9491        4.80481                 NaN   11.6870                 NaN   1.81931     
  1090.59        2500.00                 NaN            NaN            NaN   22.7860                 NaN            NaN   58.9043        4.81371                 NaN   11.6837                 NaN   1.81221     
  1089.15        2500.00                 NaN            NaN            NaN   22.7729                 NaN            NaN   58.9303        4.82458                 NaN   11.6569                 NaN   1.81535     
  1087.71        2500.00                 NaN            NaN            NaN   22.8040                 NaN            NaN   58.9059        4.82488                 NaN   11.6484                 NaN   1.81681     
  1086.27        2500.00                 NaN            NaN            NaN   22.7971                 NaN            NaN   58.9118        4.82067                 NaN   11.6513                 NaN   1.81918     
  1084.84        2500.00                 NaN            NaN            NaN   22.8271                 NaN            NaN   58.8934        4.83458                 NaN   11.6266                 NaN   1.81835     
  1083.40        2500.00                 NaN            NaN            NaN   22.8033                 NaN            NaN   58.9179        4.84125                 NaN   11.6212                 NaN   1.81637     
  1081.96        2500.00                 NaN            NaN            NaN   22.8517                 NaN            NaN   58.8837        4.84325                 NaN   11.6045                 NaN   1.81690     
  1080.52        2500.00                 NaN            NaN            NaN   22.9215                 NaN  0.554120E-001   58.7787        4.87429                 NaN   11.5588                 NaN   1.81138     
  1079.08        2500.00                 NaN            NaN            NaN   22.9215                 NaN  0.554128E-001   58.7791        4.87432                 NaN   11.5582                 NaN   1.81138     
  1077.65        2500.00                 NaN            NaN            NaN   22.9215                 NaN  0.554139E-001   58.7796        4.87435                 NaN   11.5577                 NaN   1.81138     
  1076.21        2500.00                 NaN            NaN            NaN   22.9216                 NaN  0.554149E-001   58.7801        4.87438                 NaN   11.5572                 NaN   1.81138     
  1074.77        2500.00                 NaN            NaN            NaN   22.9216                 NaN  0.554159E-001   58.7805        4.87441                 NaN   11.5567                 NaN   1.81138     
  1073.33        2500.00                 NaN            NaN            NaN   23.0076                 NaN  0.205001E-001   58.7572        4.87531                 NaN   11.5187                 NaN   1.82072     
  1071.89        2500.00                 NaN            NaN            NaN   23.0076                 NaN  0.205001E-001   58.7576        4.87533                 NaN   11.5182                 NaN   1.82072     
  1070.46        2500.00                 NaN            NaN            NaN   23.0076                 NaN  0.205004E-001   58.7581        4.87536                 NaN   11.5177                 NaN   1.82072     
  1069.02        2500.00                 NaN            NaN            NaN   23.0077                 NaN  0.205007E-001   58.7586        4.87539                 NaN   11.5172                 NaN   1.82072     
  1067.58        2500.00                 NaN            NaN            NaN   23.0077                 NaN  0.205011E-001   58.7590        4.87542                 NaN   11.5166                 NaN   1.82072     
  1066.14        2500.00                 NaN            NaN            NaN   23.0077                 NaN  0.205015E-001   58.7595        4.87545                 NaN   11.5161                 NaN   1.82072     
  1064.71        2500.00                 NaN            NaN            NaN   23.0077                 NaN  0.205019E-001   58.7599        4.87548                 NaN   11.5156                 NaN   1.82072     
  1063.27        2500.00                 NaN            NaN            NaN   23.0078                 NaN  0.205025E-001   58.7604        4.87551                 NaN   11.5151                 NaN   1.82072     
  1061.83        2500.00                 NaN            NaN            NaN   23.0078                 NaN  0.205037E-001   58.7609        4.87554                 NaN   11.5146                 NaN   1.82073     
  1060.39        2500.00                 NaN            NaN            NaN   23.0079                 NaN  0.205152E-001   58.7613        4.87558                 NaN   11.5140                 NaN   1.82073     
  1058.95        2500.00                 NaN            NaN            NaN   23.0830                 NaN  0.664278E-001   58.7065        4.89664                 NaN   11.4309                 NaN   1.81664     
  1057.52        2500.00                 NaN            NaN            NaN   23.1535                 NaN  0.844841E-001   58.6488        4.90829                 NaN   11.3928                 NaN   1.81214     
  1056.08        2500.00                 NaN            NaN            NaN   23.1764                 NaN  0.914351E-001   58.6324        4.91131                 NaN   11.3753                 NaN   1.81311     
  1054.64        2500.00                 NaN            NaN            NaN   23.1908                 NaN  0.100747        58.6150        4.91522                 NaN   11.3679                 NaN   1.81035     
  1053.20        2500.00                 NaN            NaN            NaN   23.2143                 NaN  0.109364        58.5959        4.91877                 NaN   11.3517                 NaN   1.80995     
  1051.76        2500.00                 NaN            NaN            NaN   23.2686                 NaN  0.101866        58.5720        4.92377                 NaN   11.3222                 NaN   1.81153     
  1050.33        2500.00                 NaN            NaN            NaN   23.2607                 NaN  0.125573        58.5592        4.92588                 NaN   11.3195                 NaN   1.80912     
  1048.89        2500.00                 NaN            NaN            NaN   23.2821                 NaN  0.135129        58.5394        4.92942                 NaN   11.3065                 NaN   1.80755     
  1047.45        2500.00                 NaN            NaN            NaN   23.3044                 NaN  0.144270        58.5200        4.93294                 NaN   11.2919                 NaN   1.80651     
  1046.01        2500.00                 NaN            NaN            NaN   23.3077                 NaN  0.154360        58.5065        4.93569                 NaN   11.2926                 NaN   1.80316     
  1044.57        2500.00                 NaN            NaN            NaN   23.3268                 NaN  0.163243        58.4887        4.93919                 NaN   11.2803                 NaN   1.80172     
  1043.14        2500.00                 NaN            NaN            NaN   23.3496                 NaN  0.175541        58.4649        4.94301                 NaN   11.2669                 NaN   1.80013     
  1041.70        2500.00                 NaN            NaN            NaN   23.3955                 NaN  0.182299        58.4395        4.94637                 NaN   11.2342                 NaN   1.80206     
  1040.26        2500.00                 NaN            NaN            NaN   23.4156                 NaN  0.187795        58.4197        4.95030                 NaN   11.2272                 NaN   1.79934     
  1038.82        2500.00                 NaN            NaN            NaN   23.4374                 NaN  0.203999        58.3986        4.95366                 NaN   11.2082                 NaN   1.79820     
  1037.39        2500.00                 NaN            NaN            NaN   23.4609                 NaN  0.213769        58.3791        4.95653                 NaN   11.1907                 NaN   1.79903     
  1035.95        2500.00                 NaN            NaN            NaN   23.4744                 NaN  0.223968        58.3635        4.96213                 NaN   11.1817                 NaN   1.79422     
  1034.51        2500.00                 NaN            NaN            NaN   23.4801                 NaN  0.237057        58.3447        4.96462                 NaN   11.1820                 NaN   1.79145     
  1033.07        2500.00                 NaN            NaN            NaN   23.5179                 NaN  0.245261        58.3190        4.96746                 NaN   11.1590                 NaN   1.79147     
  1031.63        2500.00                 NaN            NaN            NaN   23.5511                 NaN  0.259309        58.2889        4.97036                 NaN   11.1413                 NaN   1.78906     
  1030.20        2500.00                 NaN            NaN            NaN   23.5767                 NaN  0.269912        58.2664        4.97371                 NaN   11.1260                 NaN   1.78734     
  1028.76        2500.00                 NaN            NaN            NaN   23.5995                 NaN  0.281749        58.2437        4.97721                 NaN   11.1129                 NaN   1.78492     
  1027.32        2500.00                 NaN            NaN            NaN   23.6285                 NaN  0.296168        58.2200        4.97979                 NaN   11.0900                 NaN   1.78551     
  1025.88        2500.00                 NaN            NaN            NaN   23.6523                 NaN  0.307033        58.1965        4.98332                 NaN   11.0780                 NaN   1.78293     
  1024.44        2500.00                 NaN            NaN            NaN   23.6802                 NaN  0.320231        58.1713        4.98646                 NaN   11.0606                 NaN   1.78122     
  1023.01        2500.00                 NaN            NaN            NaN   23.6421                 NaN  0.289150        58.2257        4.99729                 NaN   11.0579                 NaN   1.78780     
  1021.57        2500.00                 NaN            NaN            NaN   23.6497                 NaN  0.288558        58.2242        5.00300                 NaN   11.0461                 NaN   1.78850     
  1020.13        2500.00                 NaN            NaN            NaN   23.6607                 NaN  0.287030        58.2222        5.00876                 NaN   11.0325                 NaN   1.78886     
  1018.69        2500.00                 NaN            NaN            NaN   23.7002                 NaN  0.300099        58.1900        5.01204                 NaN   11.0107                 NaN   1.78697     
  1017.25        2500.00                 NaN            NaN            NaN   23.7378                 NaN  0.312000        58.1605        5.01554                 NaN   10.9890                 NaN   1.78516     
  1015.82        2500.00                 NaN            NaN            NaN   23.7773                 NaN  0.324713        58.1299        5.01895                 NaN   10.9657                 NaN   1.78348     
  1014.38        2500.00                 NaN            NaN            NaN   23.8198                 NaN  0.335341        58.0995        5.02204                 NaN   10.9413                 NaN   1.78204     
  1012.94        2500.00                 NaN            NaN            NaN   23.8490                 NaN  0.385672        58.0330        5.01958                 NaN   10.9422                 NaN   1.77060     
  1011.50        2500.00                 NaN            NaN            NaN   23.8444                 NaN  0.368507        58.0545        5.02803                 NaN   10.9307                 NaN   1.77383     
  1010.07        2500.00                 NaN            NaN            NaN   23.8746                 NaN  0.383492        58.0255        5.03123                 NaN   10.9143                 NaN   1.77087     
  1008.63        2500.00                 NaN            NaN            NaN   23.9618                 NaN  0.438510        57.9262        5.02789                 NaN   10.8856                 NaN   1.75999     
  1007.19        2500.00                 NaN            NaN            NaN   24.0813                 NaN  0.489277        57.8154        5.02704                 NaN   10.8350                 NaN   1.75191     
  1005.75        2500.00                 NaN            NaN            NaN   24.1021                 NaN  0.498487        57.7951        5.02717                 NaN   10.8265                 NaN   1.75058     
  1004.31        2500.00                 NaN            NaN            NaN   24.1331                 NaN  0.504109        57.7775        5.02907                 NaN   10.8053                 NaN   1.75088     
  1002.88        2500.00                 NaN            NaN            NaN   24.1338                 NaN  0.517158        57.7607        5.02807                 NaN   10.8132                 NaN   1.74719     
  1001.44        2500.00                 NaN            NaN            NaN   24.1587                 NaN  0.520936        57.7450        5.03297                 NaN   10.7972                 NaN   1.74517     
  1000.00        2500.00                 NaN            NaN            NaN   24.1829                 NaN  0.520905        57.7357        5.03324                 NaN   10.7802                 NaN   1.74702     
