|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        2500.00        99.5606       0.252125       0.187297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        2500.00        99.2050       0.694971       0.999813E-001  0.350810E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        2500.00        99.2087       0.694078       0.972344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        2500.00        99.0439       0.876818       0.792609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        2500.00        99.3899       0.510485       0.995661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00        99.2394       0.667335       0.932305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        2500.00        99.2405       0.665892       0.936552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        2500.00        98.6682        1.16217       0.169659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        2500.00        99.8310       0.147541       0.214432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        2500.00        99.3853       0.541302       0.733694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        2500.00        99.1539       0.743785       0.102312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        2500.00        99.2733       0.639658       0.870126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        2500.00        99.2614       0.650574       0.880531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00        99.5443       0.401385       0.542983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        2500.00        99.0518       0.837361       0.110858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        2500.00        99.2985       0.620490       0.810279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
