|6.6.6
Archiving\03_Data\eq/QFM_m0.5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1922       0.802166       0.565613E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1921       0.802246       0.565617E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1920       0.802326       0.565621E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1919       0.802406       0.565625E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1919       0.802487       0.565630E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1918       0.802567       0.565634E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1917       0.802647       0.565639E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1916       0.802728       0.565643E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1915       0.802808       0.565648E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1915       0.802888       0.565653E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1914       0.802968       0.565657E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1913       0.803048       0.565662E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1912       0.803129       0.565667E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1911       0.803209       0.565673E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1911       0.803290       0.565678E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1910       0.803370       0.565683E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1909       0.803451       0.565689E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1908       0.803531       0.565694E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1907       0.803611       0.565700E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1907       0.803691       0.565705E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1906       0.803772       0.565711E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1905       0.803852       0.565717E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1904       0.803933       0.565723E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1903       0.804013       0.565729E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1902       0.804094       0.565735E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1902       0.804174       0.565741E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1901       0.804255       0.565747E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1900       0.804335       0.565754E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1899       0.804415       0.565760E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1898       0.804496       0.565767E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1898       0.804576       0.565773E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1897       0.804657       0.565780E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1896       0.804738       0.565787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1895       0.804818       0.565794E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1894       0.804898       0.565800E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1894       0.804979       0.565807E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1893       0.805059       0.565814E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1892       0.805140       0.565822E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1891       0.805220       0.565829E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1890       0.805301       0.565836E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1890       0.805381       0.565844E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1889       0.805462       0.565851E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1888       0.805542       0.565858E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1887       0.805622       0.565866E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1886       0.805703       0.565874E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1886       0.805783       0.565881E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1885       0.805864       0.565889E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1884       0.805944       0.565897E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1883       0.806025       0.565905E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1882       0.806105       0.565913E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1882       0.806186       0.565921E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1881       0.806266       0.565929E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1880       0.806346       0.565938E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1879       0.806427       0.565946E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1878       0.806507       0.565955E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1878       0.806588       0.565963E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1877       0.806669       0.565972E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1876       0.806749       0.565980E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1875       0.806829       0.565989E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1874       0.806909       0.565997E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1874       0.806989       0.566006E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1873       0.807070       0.566015E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1101       0.807165                 NaN  0.826948E-001            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1090       0.807242                 NaN  0.837486E-001            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.1079       0.807319                 NaN  0.848026E-001            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.1060       0.807400                 NaN  0.866501E-001            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1040       0.807480                 NaN  0.884979E-001            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1021       0.807561                 NaN  0.903460E-001            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1002       0.807642                 NaN  0.921945E-001            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0982       0.807723                 NaN  0.940433E-001            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0963       0.807804                 NaN  0.958924E-001            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0944       0.807885                 NaN  0.977418E-001            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0924       0.807966                 NaN  0.995915E-001            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0897       0.808047                 NaN  0.102246                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0870       0.808127                 NaN  0.104900                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0842       0.808208                 NaN  0.107556                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0815       0.808289                 NaN  0.110211                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0788       0.808370                 NaN  0.112867                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0760       0.808451                 NaN  0.115524                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0733       0.808532                 NaN  0.118181                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0705       0.808614                 NaN  0.120838                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0662       0.808695                 NaN  0.125057                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0619       0.808776                 NaN  0.129277                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0576       0.808857                 NaN  0.133498                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0533       0.808939                 NaN  0.137719                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0490       0.809020                 NaN  0.141941                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0447       0.809102                 NaN  0.146164                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0404       0.809183                 NaN  0.150388                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.0361       0.809265                 NaN  0.154612                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.0300       0.809344                 NaN  0.160654                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.0239       0.809423                 NaN  0.166696                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.0178       0.809502                 NaN  0.172740                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.0116       0.809581                 NaN  0.178785                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.0026       0.809675                 NaN  0.187773                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.9859       0.809766                 NaN  0.199219       0.516227E-002            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.9645       0.809865                 NaN  0.208991       0.166321E-001            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.9432       0.809965                 NaN  0.218764       0.281049E-001            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.9105       0.810068                 NaN  0.240353       0.391078E-001            NaN            NaN            NaN            NaN
