|6.6.6
Archiving\03_Data\eq/QFM_m0.5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0022       0.982068       0.157666E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0022       0.982065       0.157665E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0022       0.982063       0.157665E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0022       0.982060       0.157665E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0022       0.982058       0.157664E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0022       0.982055       0.157664E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0022       0.982052       0.157663E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0022       0.982050       0.157663E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0022       0.982047       0.157663E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0022       0.982044       0.157662E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0022       0.982041       0.157662E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0022       0.982038       0.157661E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0022       0.982036       0.157661E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0022       0.982033       0.157660E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0022       0.982030       0.157660E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0022       0.982027       0.157659E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0022       0.982024       0.157659E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0022       0.982021       0.157658E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0022       0.982018       0.157658E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0022       0.982015       0.157657E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0022       0.982011       0.157657E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0022       0.982008       0.157656E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0022       0.982005       0.157656E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0022       0.982002       0.157655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0022       0.981999       0.157655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0022       0.981995       0.157654E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0022       0.981992       0.157654E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0022       0.981988       0.157653E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0022       0.981985       0.157653E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0023       0.981981       0.157652E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0023       0.981978       0.157651E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0023       0.981974       0.157651E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0023       0.981971       0.157650E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0023       0.981967       0.157650E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0023       0.981963       0.157649E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0023       0.981960       0.157648E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0023       0.981956       0.157648E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0023       0.981952       0.157647E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0023       0.981948       0.157647E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0023       0.981944       0.157646E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0023       0.981941       0.157645E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0023       0.981936       0.157645E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0023       0.981932       0.157644E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0023       0.981928       0.157643E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0023       0.981924       0.157643E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0023       0.981920       0.157642E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0023       0.981916       0.157641E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0023       0.981912       0.157641E-001            NaN            NaN            NaN            NaN            NaN            NaN
