|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/YM20/YM20_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1516.19        500.000                 NaN   99.5447                 NaN  0.439071       0.162004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.83        500.000                 NaN   99.4952                 NaN  0.490014       0.148096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000                 NaN   99.4946                 NaN  0.491844       0.135733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.10        500.000                 NaN   99.5040                 NaN  0.481955       0.140019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000                 NaN   99.5040                 NaN  0.480256       0.157801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.36        500.000                 NaN   99.5015                 NaN  0.492095       0.644964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000                 NaN   99.5159                 NaN  0.471751       0.123653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.63        500.000                 NaN   99.5056                 NaN  0.481362       0.130035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000                 NaN   99.5283                 NaN  0.460261       0.114112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.90        500.000                 NaN   99.5208                 NaN  0.468874       0.103366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        500.000                 NaN   99.0574                 NaN  0.930404       0.121858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.17        500.000                 NaN   99.9899                 NaN  0.930198E-002  0.801072E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        500.000                 NaN   99.7856                 NaN  0.211060       0.338532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.44        500.000                 NaN   99.2745                 NaN  0.712832       0.127058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        500.000                 NaN   99.5355                 NaN  0.458311       0.617180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000                 NaN   99.4370                 NaN  0.550500       0.124632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.34        500.000                 NaN   99.7078                 NaN  0.290367       0.182105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.98        500.000                 NaN   99.9802                 NaN            NaN  0.197950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        500.000                 NaN   99.0474                 NaN  0.952587       0.665809E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.25        500.000                 NaN   99.5471                 NaN  0.443845       0.900892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.88        500.000                 NaN   99.5500                 NaN  0.449416       0.583270E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.52        500.000                 NaN   99.5529                 NaN  0.447129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        500.000                 NaN   99.5536                 NaN  0.446356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.78        500.000                 NaN   99.5592                 NaN  0.433030       0.776120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000                 NaN   99.5597                 NaN  0.440277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.05        500.000                 NaN   99.5648                 NaN  0.419303       0.158487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000                 NaN   99.5660                 NaN  0.420530       0.134226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.32        500.000                 NaN   99.4691                 NaN  0.530948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   99.8193                 NaN  0.180650       0.105663E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.59        500.000                 NaN   99.4176                 NaN  0.582394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000                 NaN   99.5738                 NaN  0.426191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.86        500.000                 NaN   99.4515                 NaN  0.478380       0.701336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.49        500.000                 NaN   99.9122                 NaN  0.877510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.13        500.000                 NaN   99.3816                 NaN  0.618370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN   99.5376                 NaN  0.462366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.40        500.000                 NaN   99.5340                 NaN  0.303429E-001            NaN  0.435678                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        500.000                 NaN   99.4655                 NaN            NaN  0.252063E-003  0.534283                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        500.000                 NaN   99.4657                 NaN  0.163453E-001            NaN  0.517976                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.30        500.000                 NaN   98.8085                 NaN            NaN            NaN   1.19153                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.93        500.000                 NaN   99.9947                 NaN            NaN            NaN  0.529841E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1461.57        500.000                 NaN   99.7215                 NaN            NaN            NaN  0.278493                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.20        500.000                 NaN   99.3437                 NaN  0.740964E-001            NaN  0.582200                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.84        500.000                 NaN   99.4630                 NaN            NaN            NaN  0.536990                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.47        500.000                 NaN   99.4627                 NaN            NaN            NaN  0.537271                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.11        500.000                 NaN   99.5743                 NaN            NaN            NaN  0.275834       0.149832                 NaN            NaN            NaN            NaN            NaN
  1454.74        500.000                 NaN   99.0018                 NaN            NaN            NaN  0.393158       0.605035                 NaN            NaN            NaN            NaN            NaN
  1453.38        500.000                 NaN   99.1566                 NaN            NaN            NaN  0.350964       0.492435                 NaN            NaN            NaN            NaN            NaN
  1452.01        500.000                 NaN   99.1609                 NaN            NaN            NaN  0.491257       0.347829                 NaN            NaN            NaN            NaN            NaN
  1450.64        500.000                 NaN   99.1680                 NaN            NaN            NaN  0.344127       0.487856                 NaN            NaN            NaN            NaN            NaN
  1449.28        500.000                 NaN   99.1758                 NaN            NaN            NaN  0.483899       0.340262                 NaN            NaN            NaN            NaN            NaN
  1447.91        500.000                 NaN   99.1828                 NaN            NaN            NaN  0.337228       0.479969                 NaN            NaN            NaN            NaN            NaN
  1446.55        500.000                 NaN   99.1898                 NaN            NaN            NaN  0.476272       0.333959                 NaN            NaN            NaN            NaN            NaN
  1445.18        500.000                 NaN   99.1979                 NaN            NaN            NaN  0.330573       0.471510                 NaN            NaN            NaN            NaN            NaN
  1443.82        500.000                 NaN   99.2034                 NaN            NaN            NaN  0.469108       0.327463                 NaN            NaN            NaN            NaN            NaN
  1442.45        500.000                 NaN   99.2130                 NaN            NaN            NaN  0.323693       0.463334                 NaN            NaN            NaN            NaN            NaN
  1441.09        500.000                 NaN   99.2180                 NaN            NaN            NaN  0.320916       0.461100                 NaN            NaN            NaN            NaN            NaN
  1439.72        500.000                 NaN   99.2254                 NaN            NaN            NaN  0.317784       0.456823                 NaN            NaN            NaN            NaN            NaN
  1438.35        500.000                 NaN   99.8730                 NaN            NaN            NaN  0.121513       0.551093E-002            NaN            NaN            NaN            NaN            NaN
  1436.99        500.000                 NaN   98.5973                 NaN            NaN            NaN  0.782167       0.620579                 NaN            NaN            NaN            NaN            NaN
  1435.62        500.000                 NaN   99.2477                 NaN            NaN            NaN  0.307596       0.444671                 NaN            NaN            NaN            NaN            NaN
  1434.26        500.000                 NaN   99.2516                 NaN            NaN            NaN  0.305576       0.442803                 NaN            NaN            NaN            NaN            NaN
  1432.89        500.000                 NaN   99.2574                 NaN            NaN            NaN  0.440032       0.302604                 NaN            NaN            NaN            NaN            NaN
  1431.53        500.000                 NaN   99.2639                 NaN            NaN            NaN  0.435822       0.300296                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000                 NaN   99.1073                 NaN            NaN            NaN  0.363027       0.529679                 NaN            NaN            NaN            NaN            NaN
  1428.79        500.000                 NaN   99.6011                 NaN            NaN            NaN  0.236952       0.161904                 NaN            NaN            NaN            NaN            NaN
  1427.43        500.000                 NaN   98.0701                 NaN            NaN            NaN  0.644071       0.827554                 NaN  0.458320                 NaN            NaN            NaN
  1426.06        500.000                 NaN   98.0035                 NaN            NaN            NaN  0.567023       0.864258                 NaN  0.565253                 NaN            NaN            NaN
  1424.70        500.000                 NaN   98.0422                 NaN            NaN            NaN  0.847752       0.555270                 NaN  0.554754                 NaN            NaN            NaN
  1423.33        500.000                 NaN   98.0802                 NaN            NaN            NaN  0.544685       0.831147                 NaN  0.543998                 NaN            NaN            NaN
  1421.97        500.000                 NaN   98.1181                 NaN            NaN            NaN  0.533429       0.815046                 NaN  0.533458                 NaN            NaN            NaN
  1420.60        500.000                 NaN   98.1542                 NaN            NaN            NaN  0.799401       0.523003                 NaN  0.523414                 NaN            NaN            NaN
  1419.24        500.000                 NaN   98.1902                 NaN            NaN            NaN  0.783582       0.513071                 NaN  0.513177                 NaN            NaN            NaN
  1417.87        500.000                 NaN   98.2213                 NaN            NaN            NaN  0.769992       0.503995                 NaN  0.504726                 NaN            NaN            NaN
  1416.50        500.000                 NaN   98.2557                 NaN            NaN            NaN  0.755487       0.493973                 NaN  0.494807                 NaN            NaN            NaN
  1415.14        500.000                 NaN   98.2891                 NaN            NaN            NaN  0.741369       0.483938                 NaN  0.485574                 NaN            NaN            NaN
  1413.77        500.000                 NaN   98.3172                 NaN            NaN            NaN  0.729562       0.475533                 NaN  0.477718                 NaN            NaN            NaN
  1412.41        500.000                 NaN   98.3494                 NaN            NaN            NaN  0.715613       0.466297                 NaN  0.468717                 NaN            NaN            NaN
  1411.04        500.000                 NaN   98.3767                 NaN            NaN            NaN  0.458099       0.704185                 NaN  0.461023                 NaN            NaN            NaN
  1409.68        500.000                 NaN   98.4089                 NaN            NaN            NaN  0.690469       0.448847                 NaN  0.451785                 NaN            NaN            NaN
  1408.31        500.000                 NaN   98.4331                 NaN            NaN            NaN  0.441736       0.680101                 NaN  0.445050                 NaN            NaN            NaN
  1406.95        500.000                 NaN   98.4603                 NaN            NaN            NaN  0.433695       0.668514                 NaN  0.437513                 NaN            NaN            NaN
  1405.58        500.000                 NaN   98.4861                 NaN            NaN            NaN  0.657460       0.426383                 NaN  0.430013                 NaN            NaN            NaN
  1404.21        500.000                 NaN   98.5099                 NaN            NaN            NaN  0.647483       0.419319                 NaN  0.423291                 NaN            NaN            NaN
  1402.85        500.000                 NaN   98.5344                 NaN            NaN            NaN  0.637087       0.411957                 NaN  0.416533                 NaN            NaN            NaN
  1401.48        500.000                 NaN   98.5585                 NaN            NaN            NaN  0.626977       0.405024                 NaN  0.409533                 NaN            NaN            NaN
  1400.12        500.000                 NaN   98.5816                 NaN            NaN            NaN  0.398241       0.617164                 NaN  0.403029                 NaN            NaN            NaN
  1398.75        500.000                 NaN   98.6039                 NaN            NaN            NaN  0.391555       0.607813                 NaN  0.396690                 NaN            NaN            NaN
  1397.39        500.000                 NaN   98.6259                 NaN            NaN            NaN  0.598677       0.384992                 NaN  0.390452                 NaN            NaN            NaN
  1396.02        500.000                 NaN   98.6496                 NaN            NaN            NaN  0.377777       0.588831                 NaN  0.383817                 NaN            NaN            NaN
  1394.66        500.000                 NaN   98.6643                 NaN            NaN            NaN  0.373860       0.582485                 NaN  0.379339                 NaN            NaN            NaN
  1393.29        500.000                 NaN   98.6880                 NaN            NaN            NaN  0.572796       0.366540                 NaN  0.372705                 NaN            NaN            NaN
  1391.92        500.000                 NaN   98.7074                 NaN            NaN            NaN  0.564545       0.360860                 NaN  0.367220                 NaN            NaN            NaN
  1390.56        500.000                 NaN   98.8774                 NaN            NaN            NaN  0.489369       0.314422                 NaN  0.318802                 NaN            NaN            NaN
  1389.19        500.000                 NaN   98.5895                 NaN            NaN            NaN  0.393057       0.617062                 NaN  0.400401                 NaN            NaN            NaN
  1387.83        500.000                 NaN   98.7655                 NaN            NaN            NaN  0.343338       0.540532                 NaN  0.350587                 NaN            NaN            NaN
  1386.46        500.000                 NaN   98.7818                 NaN            NaN            NaN  0.338550       0.533757                 NaN  0.345929                 NaN            NaN            NaN
  1385.10        500.000                 NaN   98.7991                 NaN            NaN            NaN  0.526593       0.333282                 NaN  0.340992                 NaN            NaN            NaN
  1383.73        500.000                 NaN   98.8149                 NaN            NaN            NaN  0.328033       0.520484                 NaN  0.336537                 NaN            NaN            NaN
  1382.36        500.000                 NaN   98.8220                 NaN            NaN            NaN  0.325567       0.517405                 NaN  0.335024                 NaN            NaN            NaN
  1381.00        500.000                 NaN   98.8597                 NaN            NaN            NaN  0.500915       0.316151                 NaN  0.323195                 NaN            NaN            NaN
  1379.63        500.000                 NaN   98.8645                 NaN            NaN            NaN  0.313547       0.499724                 NaN  0.322230                 NaN            NaN            NaN
  1378.27        500.000                 NaN   98.8804                 NaN            NaN            NaN  0.308764       0.493135                 NaN  0.317693                 NaN            NaN            NaN
  1376.90        500.000                 NaN   98.8954                 NaN            NaN            NaN  0.304190       0.487138                 NaN  0.313281                 NaN            NaN            NaN
  1375.54        500.000                 NaN   98.9101                 NaN            NaN            NaN  0.481048       0.299796                 NaN  0.309077                 NaN            NaN            NaN
  1374.17        500.000                 NaN   98.9241                 NaN            NaN            NaN  0.295696       0.475171                 NaN  0.305011                 NaN            NaN            NaN
  1372.81        500.000                 NaN   98.9390                 NaN            NaN            NaN  0.291262       0.469040                 NaN  0.300657                 NaN            NaN            NaN
  1371.44        500.000                 NaN   98.9530                 NaN            NaN            NaN  0.463562       0.286745                 NaN  0.296675                 NaN            NaN            NaN
  1370.07        500.000                 NaN   98.9661                 NaN            NaN            NaN  0.458370       0.282643                 NaN  0.292885                 NaN            NaN            NaN
  1368.71        500.000                 NaN   98.9805                 NaN            NaN            NaN  0.452304       0.278525                 NaN  0.288699                 NaN            NaN            NaN
  1367.34        500.000                 NaN   98.9920                 NaN            NaN            NaN  0.275095       0.447516                 NaN  0.285342                 NaN            NaN            NaN
  1365.98        500.000                 NaN   99.0056                 NaN            NaN            NaN  0.270864       0.442143                 NaN  0.281416                 NaN            NaN            NaN
  1364.61        500.000                 NaN   99.0177                 NaN            NaN            NaN  0.267073       0.437341                 NaN  0.277876                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.0292                 NaN            NaN            NaN  0.432935       0.263320                 NaN  0.274501                 NaN            NaN            NaN
  1361.88        500.000                 NaN   99.0411                 NaN            NaN            NaN  0.428103       0.259681                 NaN  0.271089                 NaN            NaN            NaN
  1360.52        500.000                 NaN   99.0537                 NaN            NaN            NaN  0.256052       0.422798                 NaN  0.267417                 NaN            NaN            NaN
  1359.15        500.000                 NaN   99.0651                 NaN            NaN            NaN  0.252563       0.418186                 NaN  0.264169                 NaN            NaN            NaN
  1357.78        500.000                 NaN   99.0811                 NaN            NaN  0.361996E-001  0.357387       0.261463                 NaN  0.263804                 NaN            NaN            NaN
  1356.42        500.000                 NaN   99.0877                 NaN            NaN            NaN  0.408998       0.245904                 NaN  0.257442                 NaN            NaN            NaN
  1355.05        500.000                 NaN   99.1118                 NaN            NaN  0.780304E-001  0.268531       0.281881                 NaN  0.259767                 NaN            NaN            NaN
  1353.69        500.000                 NaN   99.2026                 NaN            NaN  0.207014       0.340551                 NaN            NaN  0.249821                 NaN            NaN            NaN
  1352.32        500.000                 NaN   99.0639                 NaN            NaN  0.158667E-001  0.445237       0.209956                 NaN  0.265079                 NaN            NaN            NaN
  1350.96        500.000                 NaN   99.1362                 NaN            NaN  0.316170E-001  0.341359       0.243704                 NaN  0.247097                 NaN            NaN            NaN
  1349.59        500.000                 NaN   99.1556                 NaN            NaN  0.852336E-001  0.259134       0.252220                 NaN  0.247778                 NaN            NaN            NaN
  1348.23        500.000                 NaN   99.1661                 NaN            NaN  0.847370E-001  0.248854       0.255744                 NaN  0.244537                 NaN            NaN            NaN
  1346.86        500.000                 NaN   99.1747                 NaN            NaN  0.852068E-001  0.253758       0.244282                 NaN  0.242095                 NaN            NaN            NaN
  1345.49        500.000                 NaN   99.1862                 NaN            NaN  0.839668E-001  0.241281       0.250166                 NaN  0.238414                 NaN            NaN            NaN
  1344.13        500.000                 NaN   99.1951                 NaN            NaN  0.844091E-001  0.236566       0.247982                 NaN  0.235895                 NaN            NaN            NaN
  1342.76        500.000                 NaN   99.2048                 NaN            NaN  0.852152E-001  0.231150       0.245607                 NaN  0.233231                 NaN            NaN            NaN
  1341.40        500.000                 NaN   99.2147                 NaN            NaN  0.833201E-001  0.242231       0.229854                 NaN  0.229895                 NaN            NaN            NaN
  1340.03        500.000                 NaN   99.2233                 NaN            NaN  0.835565E-001  0.225870       0.239865                 NaN  0.227406                 NaN            NaN            NaN
  1338.67        500.000                 NaN   99.2324                 NaN            NaN  0.830950E-001  0.237197       0.222643                 NaN  0.224697                 NaN            NaN            NaN
  1337.30        500.000                 NaN   99.2409                 NaN            NaN  0.829279E-001  0.234800       0.219277                 NaN  0.222127                 NaN            NaN            NaN
  1335.93        500.000                 NaN   99.2500                 NaN            NaN  0.825008E-001  0.216029       0.232120                 NaN  0.219365                 NaN            NaN            NaN
  1334.57        500.000                 NaN   99.2582                 NaN            NaN  0.825534E-001  0.230025       0.212296                 NaN  0.216886                 NaN            NaN            NaN
  1333.20        500.000                 NaN   99.2669                 NaN            NaN  0.819897E-001  0.209719       0.227002                 NaN  0.214341                 NaN            NaN            NaN
  1331.84        500.000                 NaN   99.2755                 NaN            NaN  0.812141E-001  0.207066       0.224656                 NaN  0.211583                 NaN            NaN            NaN
  1330.47        500.000                 NaN   99.2832                 NaN            NaN  0.810315E-001  0.204175       0.222308                 NaN  0.209300                 NaN            NaN            NaN
  1329.11        500.000                 NaN   99.2913                 NaN            NaN  0.805037E-001  0.201426       0.219883                 NaN  0.206846                 NaN            NaN            NaN
  1327.74        500.000                 NaN   99.2989                 NaN            NaN  0.803748E-001  0.217928       0.198309                 NaN  0.204537                 NaN            NaN            NaN
  1326.38        500.000                 NaN   99.3068                 NaN            NaN  0.794518E-001  0.196209       0.215470                 NaN  0.202037                 NaN            NaN            NaN
  1325.01        500.000                 NaN   99.3145                 NaN            NaN  0.788776E-001  0.213199       0.193712                 NaN  0.199667                 NaN            NaN            NaN
  1323.64        500.000                 NaN   99.3219                 NaN            NaN  0.785918E-001  0.210903       0.191096                 NaN  0.197523                 NaN            NaN            NaN
  1322.28        500.000                 NaN   99.2803                 NaN            NaN  0.462709E-001  0.274903       0.191169                 NaN  0.207382                 NaN            NaN            NaN
  1320.91        500.000                 NaN   99.3834                 NaN            NaN  0.108192       0.222910       0.104511                 NaN  0.180982                 NaN            NaN            NaN
  1319.55        500.000                 NaN   99.3437                 NaN            NaN  0.768886E-001  0.184224       0.204420                 NaN  0.190739                 NaN            NaN            NaN
  1318.18        500.000                 NaN   99.3509                 NaN            NaN  0.753868E-001  0.183879       0.201367                 NaN  0.188450                 NaN            NaN            NaN
  1316.82        500.000                 NaN   99.3579                 NaN            NaN  0.750995E-001  0.199584       0.181091                 NaN  0.186318                 NaN            NaN            NaN
  1315.45        500.000                 NaN   99.3648                 NaN            NaN  0.745010E-001  0.179306       0.197172                 NaN  0.184256                 NaN            NaN            NaN
  1314.09        500.000                 NaN   99.3710                 NaN            NaN  0.736955E-001  0.177735       0.195317                 NaN  0.182211                 NaN            NaN            NaN
  1312.72        500.000                 NaN   99.3778                 NaN            NaN  0.728406E-001  0.193128       0.176116                 NaN  0.180123                 NaN            NaN            NaN
  1311.35        500.000                 NaN   99.3842                 NaN            NaN  0.720886E-001  0.174569       0.191035                 NaN  0.178154                 NaN            NaN            NaN
  1309.99        500.000                 NaN   99.3907                 NaN            NaN  0.715663E-001  0.188821       0.172701                 NaN  0.176168                 NaN            NaN            NaN
  1308.62        500.000                 NaN   99.3970                 NaN            NaN  0.706946E-001  0.187050       0.171117                 NaN  0.174165                 NaN            NaN            NaN
  1307.26        500.000                 NaN   99.4031                 NaN            NaN  0.690305E-001  0.171434       0.184329                 NaN  0.172132                 NaN            NaN            NaN
  1305.89        500.000                 NaN   99.4092                 NaN            NaN  0.686795E-001  0.182633       0.169218                 NaN  0.170313                 NaN            NaN            NaN
  1304.53        500.000                 NaN   99.4150                 NaN            NaN  0.677254E-001  0.180589       0.168203                 NaN  0.168461                 NaN            NaN            NaN
  1303.16        500.000                 NaN   99.4211                 NaN            NaN  0.669370E-001  0.178481       0.166921                 NaN  0.166610                 NaN            NaN            NaN
  1301.80        500.000                 NaN   99.4255                 NaN            NaN  0.658695E-001  0.166578       0.176852                 NaN  0.165171                 NaN            NaN            NaN
  1300.43        500.000                 NaN   99.4331                 NaN            NaN  0.643845E-001  0.174336       0.165589                 NaN  0.162601                 NaN            NaN            NaN
  1299.06        500.000                 NaN   99.4379                 NaN            NaN  0.648289E-001  0.162873       0.172999                 NaN  0.161353                 NaN            NaN            NaN
  1297.70        500.000                 NaN   99.4439                 NaN            NaN  0.626635E-001  0.170451       0.163708                 NaN  0.159262                 NaN            NaN            NaN
  1296.33        500.000                 NaN   99.4469                 NaN            NaN  0.633643E-001  0.170046       0.161133                 NaN  0.158583                 NaN            NaN            NaN
  1294.97        500.000                 NaN   99.4563                 NaN            NaN  0.605461E-001  0.166130       0.161816                 NaN  0.155198                 NaN            NaN            NaN
  1293.60        500.000                 NaN   90.9697                 NaN            NaN  0.117823E-001  0.923195        1.85888                 NaN   1.06118        5.17523                 NaN            NaN
  1292.24        500.000                 NaN   82.1332                 NaN            NaN            NaN   1.74260        3.55589                 NaN   2.00832        10.5600                 NaN            NaN
  1290.87        500.000                 NaN   84.1968                 NaN            NaN            NaN   3.15146        1.55979                 NaN   1.78778        9.30417                 NaN            NaN
  1289.50        500.000                 NaN   85.8872                 NaN            NaN            NaN   2.82157        1.40779                 NaN   1.60663        8.27679                 NaN            NaN
  1288.14        500.000                 NaN   87.2993                 NaN            NaN            NaN   2.54608        1.27741                 NaN   1.45450        7.42275                 NaN            NaN
  1286.77        500.000                 NaN   88.4774                 NaN            NaN            NaN   1.16576        2.31910                 NaN   1.32749        6.71024                 NaN            NaN
  1285.41        500.000                 NaN   89.4726                 NaN            NaN            NaN   2.12586        1.07253                 NaN   1.21988        6.10915                 NaN            NaN
  1284.04        500.000                 NaN   90.3266                 NaN            NaN            NaN  0.989466        1.96196                 NaN   1.12709        5.59484                 NaN            NaN
  1282.68        500.000                 NaN   91.0791                 NaN            NaN            NaN  0.915956        1.81615                 NaN   1.04494        5.14384                 NaN            NaN
  1281.31        500.000                 NaN   91.7384                 NaN            NaN            NaN  0.849914        1.68892                 NaN  0.972625        4.75010                 NaN            NaN
  1279.95        500.000                 NaN   92.2970                 NaN            NaN            NaN  0.793718        1.58325                 NaN  0.911513        4.41449                 NaN            NaN
  1278.58        500.000                 NaN   92.8027                 NaN            NaN            NaN   1.48644       0.742219                 NaN  0.855751        4.11293                 NaN            NaN
  1277.21        500.000                 NaN   93.2539                 NaN            NaN            NaN  0.694468        1.40070                 NaN  0.805719        3.84518                 NaN            NaN
  1275.85        500.000                 NaN   93.6562                 NaN            NaN            NaN  0.651393        1.32504                 NaN  0.761025        3.60632                 NaN            NaN
  1274.48        500.000                 NaN   94.0103                 NaN            NaN            NaN  0.612505        1.25979                 NaN  0.721669        3.39570                 NaN            NaN
  1273.12        500.000                 NaN   94.3256                 NaN            NaN            NaN  0.572320        1.20610                 NaN  0.686808        3.20912                 NaN            NaN
  1271.75        500.000                 NaN   94.6415                 NaN            NaN            NaN  0.542872        1.14235                 NaN  0.650622        3.02262                 NaN            NaN
  1270.39        500.000                 NaN   94.8964                 NaN            NaN            NaN  0.509311        1.09957                 NaN  0.622127        2.87262                 NaN            NaN
  1269.02        500.000                 NaN   95.1358                 NaN            NaN            NaN  0.478586        1.05935                 NaN  0.595204        2.73105                 NaN            NaN
  1267.66        500.000                 NaN   95.3564                 NaN            NaN            NaN  0.448598        1.02337                 NaN  0.570142        2.60147                 NaN            NaN
