|6.6.6
Archiving\03_Data\eq/QFM_m5/ALH/ALH_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1826.92        2500.00        81.8222       0.863601        9.01889        8.29535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.2891       0.863563        9.00320        8.84410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.7562       0.863526        8.98750        9.39280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        80.2430       0.863469        8.96370        9.92980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.7300       0.863412        8.93989        10.4667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        79.2170       0.863354        8.91609        11.0036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        78.7041       0.863297        8.89229        11.5404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        78.1912       0.863240        8.86850        12.0771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        77.6784       0.863183        8.84471        12.6137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        77.1657       0.863126        8.82092        13.1503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        76.6530       0.863069        8.79714        13.6868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        76.1476       0.862996        8.76658        14.2229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        75.6422       0.862923        8.73602        14.7589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        75.1369       0.862849        8.70547        15.2948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        74.6317       0.862776        8.67493        15.8306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        74.1297       0.862698        8.64232        16.3653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        73.6238       0.862612        8.60669        16.9062       0.659324E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        73.1075       0.862520        8.56816        17.4462       0.155919E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        72.5914       0.862427        8.52963        17.9860       0.305213E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        72.0724       0.862317        8.48404        18.5362       0.450499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        71.5536       0.862208        8.43847        19.0861       0.595747E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        71.0349       0.862098        8.39290        19.6360       0.740959E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        70.5164       0.861988        8.34734        20.1857       0.886134E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        69.9980       0.861879        8.30180        20.7352       0.103127                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        69.4797       0.861769        8.25627        21.2846       0.117637                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        68.9615       0.861660        8.21075        21.8339       0.132144                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        68.4435       0.861550        8.16524        22.3830       0.146647                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        67.9192       0.861413        8.10830        22.9506       0.160534                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        67.3950       0.861276        8.05138        23.5179       0.174417                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        66.8710       0.861139        7.99448        24.0851       0.188296                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        66.3471       0.861003        7.93760        24.6521       0.202171                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        65.8235       0.860866        7.88073        25.2189       0.216041                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        65.3000       0.860729        7.82389        25.7855       0.229906                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        64.7766       0.860592        7.76706        26.3520       0.243767                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        64.2534       0.860455        7.71025        26.9182       0.257624                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        63.7235       0.860289        7.64123        27.5041       0.270937                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        63.1937       0.860123        7.57223        28.0897       0.284245                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        62.6642       0.859957        7.50326        28.6750       0.297547                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        62.1349       0.859791        7.43432        29.2602       0.310845                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        61.6057       0.859625        7.36540        29.8451       0.324137                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        61.0768       0.859460        7.29652        30.4298       0.337424                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        60.5481       0.859294        7.22765        31.0143       0.350706                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        60.0195       0.859128        7.15882        31.5985       0.363983                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        59.4888       0.858931        7.07704        32.1986       0.376717                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        58.9582       0.858734        6.99529        32.7983       0.389445                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        58.4279       0.858538        6.91358        33.3978       0.402167                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        57.8979       0.858341        6.83191        33.9970       0.414884                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        57.3681       0.858145        6.75028        34.5959       0.427594                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        56.8385       0.857948        6.66869        35.1945       0.440299                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        56.3092       0.857752        6.58713        35.7929       0.452998                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        55.7801       0.857556        6.50561        36.3910       0.465691                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        55.2601       0.857330        6.41213        36.9925       0.477883                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        54.7404       0.857106        6.31870        37.5937       0.490068                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        54.2210       0.856881        6.22532        38.1946       0.502247                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        53.7018       0.856656        6.13199        38.7952       0.514419                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        53.1829       0.856431        6.03870        39.3954       0.526585                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        52.6642       0.856207        5.94547        39.9953       0.538745                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        52.1459       0.855982        5.85228        40.5949       0.550898                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        51.6278       0.855758        5.75915        41.1943       0.563045                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        51.1169       0.855513        5.65724        41.7957       0.574647                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        50.3655       0.855320        5.57696        42.2509       0.580627       0.370694                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        49.2613       0.855221        5.53555        42.4546       0.576801        1.31653                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        48.1574       0.855122        5.49416        42.6582       0.572976        2.26214                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        47.1740       0.855014        5.44922        42.8587       0.568914        3.09424                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        46.1908       0.854906        5.40430        43.0590       0.564853        3.92613                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        45.2079       0.854799        5.35939        43.2593       0.560792        4.75782                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        44.2252       0.854691        5.31449        43.4596       0.556733        5.58929                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        43.4256       0.854569        5.26370        43.6563       0.552285        6.24754                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        42.6263       0.854448        5.21292        43.8529       0.547837        6.90561                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        41.8272       0.854326        5.16215        44.0495       0.543392        7.56348                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        41.0283       0.854204        5.11140        44.2460       0.538947        8.22117                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        40.2297       0.854082        5.06066        44.4424       0.534504        8.87867                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        39.4312       0.853960        5.00994        44.6388       0.530061        9.53598                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        38.6331       0.853839        4.95923        44.8352       0.525621        10.1931                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        37.8351       0.853717        4.90853        45.0314       0.521181        10.8500                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        37.2067       0.853574        4.84919        45.2346       0.516378        11.3395                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        36.5786       0.853432        4.78987        45.4378       0.511576        11.8288                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        35.9507       0.853289        4.73057        45.6408       0.506775        12.3179                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        35.3229       0.853146        4.67129        45.8438       0.501977        12.8068                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        34.6954       0.853004        4.61203        46.0467       0.497180        13.2956                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        34.0681       0.852861        4.55279        46.2496       0.492384        13.7842                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        33.4410       0.852719        4.49356        46.4524       0.487591        14.2727                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        32.8142       0.852577        4.43436        46.6551       0.482798        14.7610                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        32.2983       0.852412        4.36585        46.8743       0.477557        15.1316                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        31.7826       0.852247        4.29736        47.0933       0.472318        15.5021                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        31.2671       0.852082        4.22890        47.3123       0.467080        15.8725                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        30.7518       0.851917        4.16046        47.5313       0.461845        16.2427                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        30.2367       0.851752        4.09205        47.7501       0.456612        16.6128                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        29.7219       0.851588        4.02367        47.9688       0.451381        16.9827                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        29.2072       0.851423        3.95531        48.1875       0.446152        17.3525                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        28.6927       0.851259        3.88698        48.4061       0.440925        17.7221                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        28.2317       0.851077        3.81165        48.6415       0.435074        18.0290                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        27.7709       0.850896        3.73635        48.8769       0.429225        18.3358                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        27.3102       0.850715        3.66108        49.1121       0.423380        18.6425                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        26.8498       0.850533        3.58585        49.3473       0.417536        18.9490                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        26.1633       0.850351        3.51007        49.5102       0.455402        17.8561        1.65454                 NaN            NaN            NaN            NaN
  1519.23        2500.00        25.4693       0.850167        3.43334        49.6754       0.496613        16.7004        3.37479                 NaN            NaN            NaN            NaN
  1516.03        2500.00        24.7697       0.849977        3.35395        49.8518       0.538442        15.5809        5.05520                 NaN            NaN            NaN            NaN
  1512.82        2500.00        24.0705       0.849786        3.27460        50.0282       0.580252        14.4619        6.73485                 NaN            NaN            NaN            NaN
  1509.62        2500.00        23.3731       0.849587        3.19149        50.2230       0.622302        13.4219        8.31855                 NaN            NaN            NaN            NaN
  1506.41        2500.00        22.6760       0.849387        3.10841        50.4178       0.664332        12.3825        9.90151                 NaN            NaN            NaN            NaN
  1503.21        2500.00        21.9934       0.849176        3.02046        50.6294       0.707464        11.3935        11.4066                 NaN            NaN            NaN            NaN
  1500.00        2500.00        21.2400       0.848971        2.93506        50.8583       0.743424        10.6341        12.4721       0.268135                 NaN            NaN            NaN
  1496.79        2500.00        21.2400       0.848971        2.93506        50.8583       0.743424        10.6341        12.4721       0.268135                 NaN            NaN            NaN
  1493.59        2500.00        21.2400       0.848971        2.93506        50.8583       0.743424        10.6341        12.4721       0.268135                 NaN            NaN            NaN
  1490.38        2500.00        21.2400       0.848971        2.93506        50.8583       0.743424        10.6341        12.4721       0.268135                 NaN            NaN            NaN
  1487.18        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1483.97        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1480.77        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1477.56        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1474.36        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1471.15        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1467.95        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1464.74        2500.00        18.3293       0.848097        2.57173        51.8920       0.860903        8.65028        14.5208        2.32694                 NaN            NaN            NaN
  1461.54        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1458.33        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1455.13        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1451.92        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1448.72        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1445.51        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1442.31        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1439.10        2500.00        13.9346       0.845833        1.63152        54.4833        1.10525        5.73054        5.68469        16.5842                 NaN            NaN            NaN
  1435.90        2500.00        10.8065       0.842814       0.378608        57.8770        1.39821        3.07142        17.3611        8.26443                 NaN            NaN            NaN
  1432.69        2500.00        10.8065       0.842814       0.378608        57.8770        1.39821        3.07142        17.3611        8.26443                 NaN            NaN            NaN
  1429.49        2500.00        10.1560       0.841928       0.113951E-001   58.8674        1.48329        2.35529        8.82100        17.4637                 NaN            NaN            NaN
  1426.28        2500.00        9.71232       0.841901                 NaN   58.9022        1.49914        2.38507        9.04708        17.5394       0.729122E-001            NaN            NaN
  1423.08        2500.00        9.13664       0.841902                 NaN   58.9693        1.50649        2.27251        17.8224        9.16883       0.281972                 NaN            NaN
  1419.87        2500.00        9.13664       0.841902                 NaN   58.9693        1.50649        2.27251        17.8224        9.16883       0.281972                 NaN            NaN
  1416.67        2500.00        9.13664       0.841902                 NaN   58.9693        1.50649        2.27251        17.8224        9.16883       0.281972                 NaN            NaN
  1413.46        2500.00        9.13664       0.841902                 NaN   58.9693        1.50649        2.27251        17.8224        9.16883       0.281972                 NaN            NaN
  1410.26        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1407.05        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1403.85        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1400.64        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1397.44        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1394.23        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1391.03        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1387.82        2500.00        7.24599       0.841905                 NaN   59.1909        1.53025        1.95804        18.7040        9.52764        1.00127                 NaN            NaN
  1384.62        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1381.41        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1378.21        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1375.00        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1371.79        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1368.59        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1365.38        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1362.18        2500.00        4.72894       0.841908                 NaN   59.4459        1.57012        1.57924        9.83413        19.9269        2.07277                 NaN            NaN
  1358.97        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1355.77        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1352.56        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1349.36        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1346.15        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1342.95        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1339.74        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1336.54        2500.00        3.04673       0.841909                 NaN   59.5801        1.60071        1.46045        20.6944        9.88517        2.89058                 NaN            NaN
  1333.33        2500.00        1.78772       0.841910                 NaN   59.6310        1.62664        1.44768        21.2837        9.82487        3.55646                 NaN            NaN
  1330.13        2500.00        1.78772       0.841910                 NaN   59.6310        1.62664        1.44768        21.2837        9.82487        3.55646                 NaN            NaN
  1326.92        2500.00        1.51357       0.841910                 NaN   59.6287        1.63376        1.44191        21.4354        9.79983        3.70485                 NaN            NaN
  1323.72        2500.00        1.38280       0.841910                 NaN   59.6294        1.63658        1.45548        21.4883        9.78957        3.77590                 NaN            NaN
  1320.51        2500.00                 NaN  0.841911                 NaN   59.8016        1.64135        1.38066        21.5678        9.93494        3.96265       0.869079                 NaN
  1317.31        2500.00                 NaN  0.841911                 NaN   59.8016        1.64135        1.38066        21.5678        9.93494        3.96265       0.869079                 NaN
  1314.10        2500.00                 NaN  0.841911                 NaN   59.8016        1.64135        1.38066        21.5678        9.93494        3.96265       0.869079                 NaN
  1310.90        2500.00                 NaN  0.841911                 NaN   59.8016        1.64135        1.38066        21.5678        9.93494        3.96265       0.869079                 NaN
  1307.69        2500.00                 NaN  0.841911                 NaN   59.8444        1.62502        1.99620        10.0642        20.7636        3.97523       0.889476                 NaN
  1304.49        2500.00                 NaN  0.841911                 NaN   59.8444        1.62502        1.99620        10.0642        20.7636        3.97523       0.889476                 NaN
  1301.28        2500.00                 NaN  0.841911                 NaN   59.8444        1.62502        1.99620        10.0642        20.7636        3.97523       0.889476                 NaN
  1298.08        2500.00                 NaN  0.841911                 NaN   59.8444        1.62502        1.99620        10.0642        20.7636        3.97523       0.889476                 NaN
