|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         San(TH)        ilm            q             
  1172.84        500.000                 NaN   9.58339       0.205554E-001            NaN            NaN   7.11490        1.28702                 NaN   41.7874       0.683054        39.5236     
  1171.78        500.000                 NaN   5.77232        5.77649                 NaN            NaN   7.25503                 NaN            NaN   41.4230       0.583050        39.1901     
  1170.72        500.000                 NaN   9.58391       0.196382E-001            NaN            NaN   7.11488        1.28729                 NaN   41.7875       0.683070        39.5237     
  1169.66        500.000                 NaN   9.58415       0.192080E-001            NaN            NaN   7.11487        1.28742                 NaN   41.7875       0.683078        39.5237     
  1168.60        500.000                 NaN   5.64670        5.90600                 NaN            NaN   7.26060                 NaN            NaN   41.4148       0.581354        39.1906     
  1167.54        500.000                 NaN   9.59666       0.236341E-003            NaN            NaN   7.11441        1.29171                 NaN   41.7887       0.683404        39.5249     
  1166.48        500.000                 NaN   6.67089        3.93699        1.02351                 NaN   7.30856                 NaN            NaN   41.2973       0.557630        39.2051     
  1165.41        500.000                 NaN   11.6449                 NaN            NaN            NaN   7.32175       0.122014E-004            NaN   41.2818       0.550454        39.2011     
  1164.35        500.000                 NaN   9.58523       0.173012E-001            NaN            NaN   7.11483        1.28798                 NaN   41.7877       0.683112        39.5239     
  1163.29        500.000                 NaN   9.58541       0.169839E-001            NaN            NaN   7.11483        1.28808                 NaN   41.7877       0.683118        39.5239     
  1162.23        500.000                 NaN   9.59658       0.364289E-003            NaN            NaN   7.11441        1.29168                 NaN   41.7887       0.683401        39.5249     
  1161.17        500.000                 NaN   9.58573       0.163939E-001            NaN            NaN   7.11481        1.28826                 NaN   41.7877       0.683129        39.5240     
  1160.11        500.000                 NaN   9.58591       0.160827E-001            NaN            NaN   7.11481        1.28835                 NaN   41.7877       0.683135        39.5240     
  1159.05        500.000                 NaN   4.19829        7.46116                 NaN            NaN   7.33584                 NaN            NaN   41.2506       0.546107        39.2080     
  1157.99        500.000                 NaN   9.59680       0.163355E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1156.93        500.000                 NaN   9.59680       0.158830E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1155.87        500.000                 NaN   4.89202        6.77090                 NaN            NaN   7.34032       0.170930E-004            NaN   41.2437       0.544486        39.2086     
  1154.81        500.000                 NaN   9.59680       0.132162E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1153.75        500.000                 NaN   9.59680       0.132524E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1152.69        500.000                 NaN   11.6782                 NaN            NaN            NaN   7.35448       0.531430E-005            NaN   41.2187       0.538186        39.2104     
  1151.63        500.000                 NaN   9.59681       0.113863E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1150.57        500.000                 NaN   9.59681       0.109233E-004            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1149.51        500.000                 NaN   8.72497        2.92896                 NaN            NaN   7.33850       0.275747E-004            NaN   41.2520       0.547036        39.2085     
  1148.45        500.000                 NaN   9.59681       0.748752E-005            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1147.39        500.000                 NaN   9.59681       0.790498E-005            NaN            NaN   7.11440        1.29176                 NaN   41.7887       0.683408        39.5249     
  1146.33        500.000                 NaN   4.48220        7.11185       0.469039E-004            NaN   7.30165                 NaN            NaN   41.3431       0.564781        39.1964     
  1145.27        500.000                 NaN   2.12302       0.879187        8.60401       0.877707E-005   7.31619                 NaN            NaN   41.3190       0.559364        39.1992     
  1144.21        500.000                 NaN   1.65193        9.96655       0.544583E-004            NaN   7.33040                 NaN            NaN   41.2952       0.553973        39.2019     
  1143.15        500.000                 NaN   7.37457        4.30515                 NaN            NaN   7.36058                 NaN            NaN   41.2118       0.536822        39.2111     
  1142.09        500.000                 NaN   1.55212        10.0736       0.811823E-004            NaN   7.33641                 NaN            NaN   41.2837       0.551283        39.2028     
  1141.03        500.000                 NaN   7.70710        3.97616                 NaN            NaN   7.36455                 NaN            NaN   41.2054       0.535234        39.2116     
  1139.97        500.000                 NaN   7.88054        3.80460                 NaN            NaN   7.36663                 NaN            NaN   41.2020       0.534394        39.2118     
  1138.91        500.000                 NaN   9.61037        2.06505       0.571218E-003            NaN   7.36221                 NaN            NaN   41.2133       0.537353        39.2112     
  1137.85        500.000                 NaN   9.70706        1.97099       0.496864E-003            NaN   7.36476                 NaN            NaN   41.2089       0.536252        39.2115     
  1136.79        500.000                 NaN   9.82078        1.85666       0.392152E-002            NaN   7.36743                 NaN            NaN   41.2042       0.535086        39.2119     
  1135.72        500.000                 NaN   9.91312        1.77026       0.478011E-003            NaN   7.36995                 NaN            NaN   41.2001       0.533986        39.2121     
  1134.66        500.000                 NaN   10.0233        1.66204       0.130303E-002            NaN   7.37259       0.771856E-005            NaN   41.1956       0.532819        39.2124     
  1133.60        500.000                 NaN   10.1417        1.54630       0.140176E-002            NaN   7.37532                 NaN            NaN   41.1909       0.531592        39.2127     
  1132.54        500.000                 NaN   9.59681       0.294233E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1131.48        500.000                 NaN   9.59681       0.283178E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1130.42        500.000                 NaN   10.5324        1.16586       0.103059E-003            NaN   7.38353       0.190301E-004            NaN   41.1765       0.527858        39.2137     
  1129.36        500.000                 NaN   9.59681       0.260752E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1128.30        500.000                 NaN   9.59681       0.255157E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1127.24        500.000                 NaN  0.479024        11.2155       0.979219E-004            NaN   7.38636                 NaN            NaN   41.1796       0.527157        39.2123     
  1126.18        500.000                 NaN   9.59681       0.246940E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1125.12        500.000                 NaN   9.59681       0.243690E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1124.06        500.000                 NaN  0.709438E-001   11.6461       0.737510E-004            NaN   7.40050                 NaN            NaN   41.1470       0.519782        39.2155     
  1123.00        500.000                 NaN   9.59681       0.238186E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1121.94        500.000                 NaN   9.59681       0.236165E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1120.88        500.000                 NaN   11.5180       0.570638E-005            NaN            NaN   7.38346       0.128685                 NaN   41.1890       0.532517        39.2483     
  1119.82        500.000                 NaN   9.59681       0.242708E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1118.76        500.000                 NaN   9.59681       0.240875E-005            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1117.70        500.000                 NaN   11.0505       0.457939E-005            NaN            NaN   7.35286       0.447631                 NaN   41.2612       0.553745        39.3340     
  1116.64        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1115.58        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1114.52        500.000                 NaN   10.4970       0.464112E-005            NaN            NaN   7.31331       0.822574                 NaN   41.3522       0.580421        39.4344     
  1113.46        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1112.40        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1111.34        500.000                 NaN   9.96097       0.578176E-005            NaN            NaN   7.27271        1.18365                 NaN   41.4442       0.607439        39.5310     
  1110.28        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1109.22        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1108.16        500.000                 NaN   9.54072       0.840084E-005            NaN            NaN   7.24010        1.46578                 NaN   41.5178       0.629131        39.6065     
  1107.10        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1106.04        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1104.97        500.000                 NaN   9.22231       0.874816E-005            NaN            NaN   7.21525        1.67921                 NaN   41.5737       0.645755        39.6637     
  1103.91        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1102.85        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1101.79        500.000                 NaN   8.97246       0.102658E-004            NaN            NaN   7.19581        1.84663                 NaN   41.6175       0.658845        39.7087     
  1100.73        500.000                 NaN   9.59681                 NaN            NaN            NaN   7.11440        1.29177                 NaN   41.7887       0.683408        39.5249     
  1099.67        500.000                 NaN   8.83215       0.114265E-004            NaN            NaN   7.18498        1.94063                 NaN   41.6420       0.666196        39.7341     
  1098.61        500.000                 NaN   8.67600       0.985057E-003            NaN            NaN   7.18012        2.05403                 NaN   41.6529       0.669504        39.7665     
  1097.55        500.000                 NaN   8.61606       0.910425E-003            NaN            NaN   7.17546        2.09416                 NaN   41.6635       0.672680        39.7773     
  1096.49        500.000                 NaN   8.55998       0.578495E-004            NaN            NaN   7.17109        2.13227                 NaN   41.6733       0.675690        39.7876     
  1095.43        500.000                 NaN   8.50616       0.552946E-004            NaN            NaN   7.16696        2.16831                 NaN   41.6827       0.678529        39.7973     
  1094.37        500.000                 NaN   8.46116       0.244085E-004            NaN            NaN   7.16349        2.19827                 NaN   41.6908       0.680905        39.8054     
  1093.31        500.000                 NaN   8.42946       0.229975E-004            NaN            NaN   7.16143        2.21988                 NaN   41.6955       0.682403        39.8114     
  1092.25        500.000                 NaN   8.39871       0.756073E-005            NaN            NaN   7.15949        2.24096                 NaN   41.6998       0.683818        39.8172     
  1091.19        500.000                 NaN   8.36873       0.659081E-005            NaN            NaN   7.15760        2.26151                 NaN   41.7041       0.685207        39.8229     
  1090.13        500.000                 NaN   8.33936       0.192862E-004            NaN            NaN   7.15576        2.28163                 NaN   41.7082       0.686558        39.8285     
  1089.07        500.000                 NaN   8.31062       0.182198E-004            NaN            NaN   7.15396        2.30134                 NaN   41.7122       0.687883        39.8340     
  1088.01        500.000                 NaN   8.28250       0.172465E-004            NaN            NaN   7.15221        2.32063                 NaN   41.7161       0.689179        39.8393     
  1086.95        500.000                 NaN   8.25487       0.162900E-004            NaN            NaN   7.15050        2.33959                 NaN   41.7200       0.690450        39.8446     
  1085.89        500.000                 NaN   8.22788       0.153392E-004            NaN            NaN   7.14883        2.35812                 NaN   41.7237       0.691688        39.8498     
  1084.83        500.000                 NaN   8.20144       0.142851E-004            NaN            NaN   7.14721        2.37629                 NaN   41.7273       0.692899        39.8549     
  1083.77        500.000                 NaN   8.17554       0.110511E-004            NaN            NaN   7.14562        2.39409                 NaN   41.7308       0.694082        39.8598     
  1082.71        500.000                 NaN   8.15018       0.293894E-005            NaN            NaN   7.14408        2.41154                 NaN   41.7342       0.695236        39.8647     
  1081.65        500.000                 NaN   8.12520       0.300201E-005            NaN            NaN   7.14257        2.42873                 NaN   41.7376       0.696373        39.8695     
  1080.59        500.000                 NaN   8.10071       0.218959E-005            NaN            NaN   7.14110        2.44557                 NaN   41.7409       0.697490        39.8743     
  1079.53        500.000                 NaN   8.07675       0.220094E-005            NaN            NaN   7.13966        2.46207                 NaN   41.7441       0.698577        39.8789     
  1078.47        500.000                 NaN   8.05318                 NaN            NaN            NaN   7.13826        2.47831                 NaN   41.7472       0.699645        39.8834     
  1077.41        500.000                 NaN   8.03001                 NaN            NaN            NaN   7.13688        2.49428                 NaN   41.7502       0.700693        39.8879     
  1076.35        500.000                 NaN   8.00730                 NaN            NaN            NaN   7.13554        2.50994                 NaN   41.7532       0.701716        39.8924     
  1075.28        500.000                 NaN   7.98498                 NaN            NaN            NaN   7.13423        2.52534                 NaN   41.7560       0.702720        39.8967     
  1074.22        500.000                 NaN   7.96307                 NaN            NaN            NaN   7.13295        2.54046                 NaN   41.7589       0.703705        39.9010     
  1073.16        500.000                 NaN   7.94153                 NaN            NaN            NaN   7.13171        2.55534                 NaN   41.7616       0.704665        39.9052     
  1072.10        500.000                 NaN   7.92032                 NaN            NaN            NaN   7.13048        2.56999                 NaN   41.7643       0.705616        39.9093     
  1071.04        500.000                 NaN   7.89950                 NaN            NaN            NaN   7.12929        2.58438                 NaN   41.7669       0.706544        39.9134     
  1069.98        500.000                 NaN   7.87902                 NaN            NaN            NaN   7.12813        2.59855                 NaN   41.7694       0.707455        39.9174     
  1068.92        500.000                 NaN   7.85888                 NaN            NaN            NaN   7.12699        2.61249                 NaN   41.7719       0.708349        39.9214     
  1067.86        500.000                 NaN   7.83907                 NaN            NaN            NaN   7.12587        2.62621                 NaN   41.7744       0.709225        39.9253     
  1066.80        500.000                 NaN   7.81957                 NaN            NaN            NaN   7.12479        2.63973                 NaN   41.7767       0.710086        39.9291     
  1065.74        500.000                 NaN   7.80039                 NaN            NaN            NaN   7.12372        2.65303                 NaN   41.7790       0.710930        39.9329     
  1064.68        500.000                 NaN   7.78149                 NaN            NaN            NaN   7.12268        2.66613                 NaN   41.7813       0.711760        39.9366     
  1063.62        500.000                 NaN   7.76298                 NaN            NaN            NaN   7.12167        2.67900                 NaN   41.7835       0.712565        39.9403     
  1062.56        500.000                 NaN   7.74458                 NaN            NaN            NaN   7.12068        2.69177                 NaN   41.7856       0.713375        39.9440     
  1061.50        500.000                 NaN   7.72654                 NaN            NaN            NaN   7.11970        2.70430                 NaN   41.7877       0.714161        39.9476     
  1060.44        500.000                 NaN   7.70878                 NaN            NaN            NaN   7.11875        2.71666                 NaN   41.7898       0.714933        39.9511     
  1059.38        500.000                 NaN   7.69128                 NaN            NaN            NaN   7.11783        2.72884                 NaN   41.7918       0.715691        39.9546     
  1058.32        500.000                 NaN   7.67403                 NaN            NaN            NaN   7.11692        2.74084                 NaN   41.7937       0.716435        39.9580     
  1057.26        500.000                 NaN   6.58606       0.123718                 NaN            NaN   6.92721        3.20555                 NaN   42.3013       0.826283        40.0298     
  1056.20        500.000                 NaN   7.70462                 NaN            NaN            NaN   7.11552        2.71542                 NaN   41.7963       0.717644        39.9505     
  1055.14        500.000                 NaN   7.62598                 NaN            NaN            NaN   7.11483        2.77501                 NaN   41.7978       0.718324        39.9681     
  1054.08        500.000                 NaN   7.60966                 NaN            NaN            NaN   7.11399        2.78640                 NaN   41.7996       0.719022        39.9713     
  1053.02        500.000                 NaN   7.59357                 NaN            NaN            NaN   7.11318        2.79764                 NaN   41.8013       0.719707        39.9746     
  1051.96        500.000                 NaN   7.57770                 NaN            NaN            NaN   7.11238        2.80873                 NaN   41.8030       0.720382        39.9778     
  1050.90        500.000                 NaN   7.56205                 NaN            NaN            NaN   7.11160        2.81968                 NaN   41.8046       0.721045        39.9810     
  1049.84        500.000                 NaN   7.54662                 NaN            NaN            NaN   7.11084        2.83048                 NaN   41.8062       0.721696        39.9841     
  1048.78        500.000                 NaN   7.53139                 NaN            NaN            NaN   7.11010        2.84114                 NaN   41.8078       0.722337        39.9872     
  1047.72        500.000                 NaN   7.84561                 NaN            NaN            NaN   7.14622        2.64724                 NaN   41.7235       0.698964        39.9385     
  1046.66        500.000                 NaN   7.82405                 NaN            NaN            NaN   7.14487        2.66205                 NaN   41.7264       0.699996        39.9427     
  1045.60        500.000                 NaN   7.80302                 NaN            NaN            NaN   7.14356        2.67651                 NaN   41.7291       0.700997        39.9468     
  1044.53        500.000                 NaN   7.78249                 NaN            NaN            NaN   7.14230        2.69065                 NaN   41.7318       0.701969        39.9508     
  1043.47        500.000                 NaN   7.76245                 NaN            NaN            NaN   7.14108        2.70447                 NaN   41.7343       0.702910        39.9548     
  1042.41        500.000                 NaN   7.67943                 NaN            NaN            NaN   7.13266        2.75707                 NaN   41.7538       0.708546        39.9685     
  1041.35        500.000                 NaN   7.54522                 NaN            NaN            NaN   7.11834        2.84107                 NaN   41.7873       0.718035        39.9900     
  1040.29        500.000                 NaN   7.41501                 NaN            NaN            NaN   7.10439        2.92246                 NaN   41.8200       0.727281        40.0109     
  1039.23        500.000                 NaN   7.68660                 NaN            NaN            NaN   7.13663        2.75692                 NaN   41.7436       0.706425        39.9698     
  1038.17        500.000                 NaN   7.66865                 NaN            NaN            NaN   7.13561        2.76938                 NaN   41.7458       0.707244        39.9734     
  1037.11        500.000                 NaN   7.65107                 NaN            NaN            NaN   7.13463        2.78159                 NaN   41.7478       0.708041        39.9769     
  1036.05        500.000                 NaN   7.44100                 NaN            NaN            NaN   7.11131        2.91182                 NaN   41.8025       0.723396        40.0100     
  1034.99        500.000                 NaN   7.34895                 NaN            NaN            NaN   7.10151        2.96909                 NaN   41.8258       0.729962        40.0247     
  1033.93        500.000                 NaN   7.33609                 NaN            NaN            NaN   7.10098        2.97819                 NaN   41.8269       0.730477        40.0274     
  1032.87        500.000                 NaN   7.32371                 NaN            NaN            NaN   7.10052        2.98704                 NaN   41.8278       0.730947        40.0300     
  1031.81        500.000                 NaN   7.31127                 NaN            NaN            NaN   7.10001        2.99586                 NaN   41.8288       0.731440        40.0326     
  1030.75        500.000                 NaN   7.29892                 NaN            NaN            NaN   7.09951        3.00463                 NaN   41.8298       0.731931        40.0352     
  1029.69        500.000                 NaN   7.28674                 NaN            NaN            NaN   7.09903        3.01327                 NaN   41.8307       0.732410        40.0378     
  1028.63        500.000                 NaN   7.27415                 NaN            NaN            NaN   7.09841        3.02200                 NaN   41.8321       0.732960        40.0404     
  1027.57        500.000                 NaN   7.26226                 NaN            NaN            NaN   7.09796        3.03046                 NaN   41.8330       0.733423        40.0429     
  1026.51        500.000                 NaN   7.25050                 NaN            NaN            NaN   7.09751        3.03883                 NaN   41.8338       0.733879        40.0454     
  1025.45        500.000                 NaN   7.23888                 NaN            NaN            NaN   7.09708        3.04712                 NaN   41.8347       0.734328        40.0479     
  1024.39        500.000                 NaN   7.22738                 NaN            NaN            NaN   7.09666        3.05532                 NaN   41.8355       0.734770        40.0504     
  1023.33        500.000                 NaN   7.21601                 NaN            NaN            NaN   7.09625        3.06344                 NaN   41.8363       0.735205        40.0528     
  1022.27        500.000                 NaN   7.20477                 NaN            NaN            NaN   7.09585        3.07148                 NaN   41.8370       0.735633        40.0552     
  1021.21        500.000                 NaN   7.19365                 NaN            NaN            NaN   7.09547        3.07944                 NaN   41.8377       0.736055        40.0577     
  1020.15        500.000                 NaN   7.18264                 NaN            NaN            NaN   7.09509        3.08732                 NaN   41.8384       0.736470        40.0600     
  1019.09        500.000                 NaN   7.17176                 NaN            NaN            NaN   7.09473        3.09512                 NaN   41.8391       0.736878        40.0624     
  1018.03        500.000                 NaN   7.16099                 NaN            NaN            NaN   7.09437        3.10284                 NaN   41.8398       0.737280        40.0647     
  1016.97        500.000                 NaN   7.15035                 NaN            NaN            NaN   7.09403        3.11049                 NaN   41.8404       0.737676        40.0671     
  1015.91        500.000                 NaN   7.13980                 NaN            NaN            NaN   7.09370        3.11807                 NaN   41.8410       0.738066        40.0694     
  1014.84        500.000                 NaN   7.12938                 NaN            NaN            NaN   7.09337        3.12557                 NaN   41.8416       0.738450        40.0717     
  1013.78        500.000                 NaN   7.11905                 NaN            NaN            NaN   7.09306        3.13300                 NaN   41.8421       0.738827        40.0739     
  1012.72        500.000                 NaN   7.10884                 NaN            NaN            NaN   7.09276        3.14037                 NaN   41.8426       0.739199        40.0762     
  1011.66        500.000                 NaN   7.09873                 NaN            NaN            NaN   7.09247        3.14766                 NaN   41.8431       0.739564        40.0784     
  1010.60        500.000                 NaN   7.08873                 NaN            NaN            NaN   7.09219        3.15489                 NaN   41.8436       0.739924        40.0807     
  1009.54        500.000                 NaN   7.07883                 NaN            NaN            NaN   7.09191        3.16205                 NaN   41.8441       0.740278        40.0829     
  1008.48        500.000                 NaN   7.06903                 NaN            NaN            NaN   7.09165        3.16914                 NaN   41.8445       0.740627        40.0850     
  1007.42        500.000                 NaN   7.05933                 NaN            NaN            NaN   7.09140        3.17617                 NaN   41.8449       0.740970        40.0872     
  1006.36        500.000                 NaN   7.04972                 NaN            NaN            NaN   7.09115        3.18314                 NaN   41.8453       0.741308        40.0894     
  1005.30        500.000                 NaN   7.04022                 NaN            NaN            NaN   7.09092        3.19004                 NaN   41.8457       0.741640        40.0915     
  1004.24        500.000                 NaN   7.03080                 NaN            NaN            NaN   7.09069        3.19689                 NaN   41.8460       0.741967        40.0936     
  1003.18        500.000                 NaN   7.02148                 NaN            NaN            NaN   7.09047        3.20367                 NaN   41.8463       0.742288        40.0957     
  1002.12        500.000                 NaN   7.01225                 NaN            NaN            NaN   7.09027        3.21039                 NaN   41.8466       0.742605        40.0978     
  1001.06        500.000                 NaN   7.00312                 NaN            NaN            NaN   7.09007        3.21706                 NaN   41.8469       0.742915        40.0999     
