|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         San(TH)        ilm            q             
  1196.16        500.000        99.6791       0.535316E-001            NaN            NaN            NaN  0.345267E-001  0.119730                 NaN  0.113069                 NaN            NaN
  1195.10        500.000        98.6158       0.277938       0.873488E-002            NaN            NaN  0.216920                 NaN            NaN  0.858467       0.221635E-001            NaN
  1194.04        500.000        98.9457       0.549610E-001  0.738042E-001            NaN            NaN  0.507635E-001            NaN            NaN  0.874237       0.524137E-003            NaN
  1192.98        500.000        84.4777        1.23859       0.343198                 NaN            NaN   1.23389                 NaN            NaN   5.89768       0.599812E-001   6.74894     
  1191.92        500.000        98.9482       0.691639E-001            NaN            NaN            NaN  0.186678E-002            NaN            NaN  0.980727                 NaN            NaN
  1190.86        500.000        99.3990                 NaN            NaN            NaN            NaN  0.987684E-001  0.107168                 NaN  0.190994       0.711118E-002  0.196971     
  1189.80        500.000                 NaN   8.35354       0.139773                 NaN            NaN   7.03251                 NaN            NaN   43.5110       0.327215        40.6360     
  1188.74        500.000                 NaN   7.03312       0.222336E-001            NaN            NaN   6.87973       0.789895                 NaN   43.9274       0.384811        40.9628     
  1187.68        500.000                 NaN   4.54168        3.89156                 NaN            NaN   6.99708                 NaN            NaN   43.5993       0.332733        40.6376     
  1186.62        500.000                 NaN   7.03353       0.209292E-001            NaN            NaN   6.87965       0.790184                 NaN   43.9265       0.384815        40.9644     
  1185.56        500.000                 NaN   7.03369       0.203663E-001            NaN            NaN   6.87960       0.790308                 NaN   43.9260       0.384816        40.9652     
  1184.50        500.000                 NaN   4.02742        4.49239       0.565009E-004            NaN   7.03926                 NaN            NaN   43.4712       0.320023        40.6496     
  1183.44        500.000                 NaN   7.03400       0.192379E-001            NaN            NaN   6.87952       0.790553                 NaN   43.9251       0.384818        40.9668     
  1182.38        500.000                 NaN   7.03417       0.186495E-001            NaN            NaN   6.87947       0.790678                 NaN   43.9246       0.384819        40.9676     
  1181.32        500.000                 NaN   4.45534        3.98157                 NaN            NaN   7.00520                 NaN            NaN   43.5846       0.331298        40.6420     
  1180.26        500.000                 NaN   7.03435       0.177398E-001            NaN            NaN   6.87939       0.790872                 NaN   43.9237       0.384818        40.9691     
  1179.20        500.000                 NaN   7.03447       0.172494E-001            NaN            NaN   6.87935       0.790975                 NaN   43.9232       0.384817        40.9699     
  1178.14        500.000                 NaN   4.39025        4.04943                 NaN            NaN   7.00924                 NaN            NaN   43.5761       0.330478        40.6445     
  1177.08        500.000                 NaN   7.03459       0.164492E-001            NaN            NaN   6.87928       0.791142                 NaN   43.9223       0.384815        40.9714     
  1176.02        500.000                 NaN   7.03468       0.159981E-001            NaN            NaN   6.87924       0.791234                 NaN   43.9218       0.384814        40.9722     
  1174.96        500.000                 NaN   4.31202        4.13178                 NaN            NaN   7.01414                 NaN            NaN   43.5654       0.329430        40.6472     
  1173.90        500.000                 NaN   7.03474       0.153072E-001            NaN            NaN   6.87916       0.791375                 NaN   43.9209       0.384809        40.9737     
  1172.84        500.000                 NaN   7.03477       0.149522E-001            NaN            NaN   6.87912       0.791446                 NaN   43.9204       0.384807        40.9745     
  1171.78        500.000                 NaN   4.23927        4.20699                 NaN            NaN   7.01807                 NaN            NaN   43.5574       0.328626        40.6497     
  1170.72        500.000                 NaN   7.03481       0.142885E-001            NaN            NaN   6.87905       0.791578                 NaN   43.9194       0.384803        40.9760     
  1169.66        500.000                 NaN   7.03482       0.139773E-001            NaN            NaN   6.87901       0.791639                 NaN   43.9190       0.384800        40.9768     
  1168.60        500.000                 NaN   4.14666        4.30310                 NaN            NaN   7.02335                 NaN            NaN   43.5470       0.327652        40.6522     
  1167.54        500.000                 NaN   7.04365       0.171987E-003            NaN            NaN   6.87850       0.794245                 NaN   43.9191       0.384969        40.9793     
  1166.48        500.000                 NaN   4.86094        2.92325       0.752768                 NaN   7.06886                 NaN            NaN   43.4160       0.314233        40.6640     
  1165.41        500.000                 NaN   8.54728                 NaN            NaN            NaN   7.08169       0.749899E-005            NaN   43.3998       0.310188        40.6611     
  1164.35        500.000                 NaN   7.03476       0.125978E-001            NaN            NaN   6.87884       0.791902                 NaN   43.9165       0.384785        40.9806     
  1163.29        500.000                 NaN   7.03472       0.123685E-001            NaN            NaN   6.87880       0.791944                 NaN   43.9161       0.384781        40.9813     
  1162.23        500.000                 NaN   7.04274       0.264853E-003            NaN            NaN   6.87836       0.794143                 NaN   43.9166       0.384933        40.9830     
  1161.17        500.000                 NaN   7.03462       0.119421E-001            NaN            NaN   6.87873       0.792022                 NaN   43.9151       0.384774        40.9828     
  1160.11        500.000                 NaN   7.03457       0.117171E-001            NaN            NaN   6.87870       0.792063                 NaN   43.9146       0.384770        40.9836     
  1159.05        500.000                 NaN   3.06219        5.49853                 NaN            NaN   7.09515                 NaN            NaN   43.3639       0.307705        40.6726     
  1157.99        500.000                 NaN   7.04222       0.119068E-004            NaN            NaN   6.87824       0.794126                 NaN   43.9146       0.384909        40.9859     
  1156.93        500.000                 NaN   7.04205       0.115782E-004            NaN            NaN   6.87822       0.794109                 NaN   43.9141       0.384902        40.9866     
  1155.87        500.000                 NaN   3.56978        4.99381                 NaN            NaN   7.09938       0.105031E-004            NaN   43.3550       0.306775        40.6752     
  1154.81        500.000                 NaN   7.04171       0.963736E-005            NaN            NaN   6.87816       0.794076                 NaN   43.9131       0.384889        40.9881     
  1153.75        500.000                 NaN   7.04154       0.966546E-005            NaN            NaN   6.87813       0.794060                 NaN   43.9126       0.384882        40.9888     
  1152.69        500.000                 NaN   8.57651                 NaN            NaN            NaN   7.11305       0.326531E-005            NaN   43.3276       0.303211        40.6796     
  1151.63        500.000                 NaN   7.04120       0.830729E-005            NaN            NaN   6.87808       0.794026                 NaN   43.9116       0.384868        40.9902     
  1150.57        500.000                 NaN   7.04103       0.797086E-005            NaN            NaN   6.87805       0.794010                 NaN   43.9111       0.384861        40.9910     
  1149.51        500.000                 NaN   6.37268        2.18315                 NaN            NaN   7.09732       0.169416E-004            NaN   43.3600       0.308173        40.6787     
  1148.45        500.000                 NaN   7.04069       0.546591E-005            NaN            NaN   6.87799       0.793977                 NaN   43.9101       0.384848        40.9924     
  1147.39        500.000                 NaN   7.04052       0.577152E-005            NaN            NaN   6.87797       0.793960                 NaN   43.9096       0.384841        40.9931     
  1146.33        500.000                 NaN   3.28975        5.19766       0.349895E-004            NaN   7.06229                 NaN            NaN   43.4597       0.318184        40.6724     
  1145.27        500.000                 NaN   1.55807       0.658498        6.28884       0.654268E-005   7.07585                 NaN            NaN   43.4304       0.315106        40.6732     
  1144.21        500.000                 NaN   1.23717        7.28565       0.406307E-004            NaN   7.08914                 NaN            NaN   43.4017       0.312044        40.6743     
  1143.15        500.000                 NaN   5.39218        3.18553                 NaN            NaN   7.11859                 NaN            NaN   43.3151       0.302390        40.6862     
  1142.09        500.000                 NaN   1.16236        7.36673       0.605817E-004            NaN   7.09491                 NaN            NaN   43.3886       0.310519        40.6768     
  1141.03        500.000                 NaN   5.63747        2.94320                 NaN            NaN   7.12237                 NaN            NaN   43.3074       0.301485        40.6881     
  1139.97        500.000                 NaN   5.76555        2.81674                 NaN            NaN   7.12435                 NaN            NaN   43.3033       0.301006        40.6891     
  1138.91        500.000                 NaN   7.03247        1.54157       0.422982E-003            NaN   7.11997                 NaN            NaN   43.3142       0.302664        40.6887     
  1137.85        500.000                 NaN   7.10476        1.47152       0.367997E-003            NaN   7.12241                 NaN            NaN   43.3091       0.302039        40.6898     
  1136.79        500.000                 NaN   7.18984        1.38631       0.290507E-002            NaN   7.12497                 NaN            NaN   43.3037       0.301377        40.6909     
  1135.72        500.000                 NaN   7.25886        1.32194       0.354176E-003            NaN   7.12738                 NaN            NaN   43.2988       0.300752        40.6919     
  1134.66        500.000                 NaN   7.34125        1.24126       0.965613E-003            NaN   7.12991       0.474116E-005            NaN   43.2936       0.300090        40.6929     
  1133.60        500.000                 NaN   7.42991        1.15497       0.103905E-002            NaN   7.13252                 NaN            NaN   43.2882       0.299393        40.6940     
  1132.54        500.000                 NaN   7.03815       0.215429E-005            NaN            NaN   6.87758       0.793728                 NaN   43.9026       0.384745        41.0032     
  1131.48        500.000                 NaN   7.03798       0.207394E-005            NaN            NaN   6.87756       0.793711                 NaN   43.9021       0.384738        41.0040     
  1130.42        500.000                 NaN   7.72233       0.871119       0.764427E-004            NaN   7.14038       0.116886E-004            NaN   43.2716       0.297275        40.6972     
  1129.36        500.000                 NaN   7.03764       0.191086E-005            NaN            NaN   6.87750       0.793678                 NaN   43.9010       0.384725        41.0054     
  1128.30        500.000                 NaN   7.03747       0.187046E-005            NaN            NaN   6.87748       0.793662                 NaN   43.9005       0.384718        41.0061     
  1127.24        500.000                 NaN  0.358625        8.23072       0.731948E-004            NaN   7.14300                 NaN            NaN   43.2731       0.296863        40.6976     
  1126.18        500.000                 NaN   7.03713       0.181150E-005            NaN            NaN   6.87742       0.793629                 NaN   43.8995       0.384704        41.0076     
  1125.12        500.000                 NaN   7.03696       0.178835E-005            NaN            NaN   6.87740       0.793612                 NaN   43.8990       0.384698        41.0083     
  1124.06        500.000                 NaN  0.531094E-001   8.55622       0.551505E-004            NaN   7.15666                 NaN            NaN   43.2378       0.292697        40.7035     
  1123.00        500.000                 NaN   7.03662       0.174946E-005            NaN            NaN   6.87734       0.793579                 NaN   43.8980       0.384684        41.0097     
  1121.94        500.000                 NaN   7.03645       0.173545E-005            NaN            NaN   6.87732       0.793562                 NaN   43.8975       0.384677        41.0104     
  1120.88        500.000                 NaN   8.46680       0.416388E-005            NaN            NaN   7.13963       0.790775E-001            NaN   43.2776       0.299833        40.7371     
  1119.82        500.000                 NaN   7.03612       0.178541E-005            NaN            NaN   6.87726       0.793529                 NaN   43.8965       0.384664        41.0119     
  1118.76        500.000                 NaN   7.03595       0.177302E-005            NaN            NaN   6.87723       0.793513                 NaN   43.8960       0.384657        41.0126     
  1117.70        500.000                 NaN   8.13607       0.334314E-005            NaN            NaN   7.10895       0.275015                 NaN   43.3459       0.311725        40.8224     
  1116.64        500.000                 NaN   7.03561                 NaN            NaN            NaN   6.87718       0.793479                 NaN   43.8950       0.384643        41.0140     
  1115.58        500.000                 NaN   7.03544                 NaN            NaN            NaN   6.87715       0.793463                 NaN   43.8945       0.384637        41.0148     
  1114.52        500.000                 NaN   7.74410       0.338993E-005            NaN            NaN   7.06944       0.505256                 NaN   43.4327       0.326669        40.9219     
  1113.46        500.000                 NaN   7.03510                 NaN            NaN            NaN   6.87710       0.793430                 NaN   43.8935       0.384623        41.0162     
  1112.40        500.000                 NaN   7.03493                 NaN            NaN            NaN   6.87708       0.793413                 NaN   43.8930       0.384616        41.0169     
  1111.34        500.000                 NaN   7.36416       0.422524E-005            NaN            NaN   7.02895       0.726875                 NaN   43.5207       0.341801        41.0175     
  1110.28        500.000                 NaN   7.03460                 NaN            NaN            NaN   6.87702       0.793380                 NaN   43.8920       0.384603        41.0184     
  1109.22        500.000                 NaN   7.03443                 NaN            NaN            NaN   6.87700       0.793364                 NaN   43.8915       0.384596        41.0191     
  1108.16        500.000                 NaN   7.06619       0.614232E-005            NaN            NaN   6.99645       0.899961                 NaN   43.5908       0.353943        41.0926     
  1107.10        500.000                 NaN   7.03409                 NaN            NaN            NaN   6.87694       0.793331                 NaN   43.8905       0.384583        41.0205     
  1106.04        500.000                 NaN   7.03392                 NaN            NaN            NaN   6.87692       0.793314                 NaN   43.8900       0.384576        41.0212     
  1104.97        500.000                 NaN   6.84041       0.639986E-005            NaN            NaN   6.97166        1.03084                 NaN   43.6438       0.363240        41.1501     
  1103.91        500.000                 NaN   7.03358                 NaN            NaN            NaN   6.87686       0.793281                 NaN   43.8890       0.384562        41.0227     
  1102.85        500.000                 NaN   7.03342                 NaN            NaN            NaN   6.87684       0.793265                 NaN   43.8885       0.384556        41.0234     
  1101.79        500.000                 NaN   6.66326       0.751433E-005            NaN            NaN   6.95225        1.13345                 NaN   43.6848       0.370554        41.1957     
  1100.73        500.000                 NaN   7.03308                 NaN            NaN            NaN   6.87678       0.793232                 NaN   43.8875       0.384542        41.0248     
  1099.67        500.000                 NaN   6.56380       0.836714E-005            NaN            NaN   6.94142        1.19104                 NaN   43.7075       0.374659        41.2216     
  1098.61        500.000                 NaN   6.45539       0.721441E-003            NaN            NaN   6.93638        1.26056                 NaN   43.7165       0.376495        41.2540     
  1097.55        500.000                 NaN   6.41288       0.666924E-003            NaN            NaN   6.93172        1.28514                 NaN   43.7262       0.378268        41.2651     
  1096.49        500.000                 NaN   6.37315       0.423874E-004            NaN            NaN   6.92734        1.30847                 NaN   43.7353       0.379947        41.2758     
  1095.43        500.000                 NaN   6.33501       0.405248E-004            NaN            NaN   6.92321        1.33054                 NaN   43.7438       0.381530        41.2859     
  1094.37        500.000                 NaN   6.30258       0.178935E-004            NaN            NaN   6.91976        1.34888                 NaN   43.7514       0.382855        41.2945     
  1093.31        500.000                 NaN   6.28009       0.168631E-004            NaN            NaN   6.91767        1.36209                 NaN   43.7554       0.383687        41.3010     
  1092.25        500.000                 NaN   6.25842       0.554526E-005            NaN            NaN   6.91570        1.37498                 NaN   43.7590       0.384472        41.3074     
  1091.19        500.000                 NaN   6.23728       0.483518E-005            NaN            NaN   6.91378        1.38755                 NaN   43.7625       0.385242        41.3136     
  1090.13        500.000                 NaN   6.21657       0.141535E-004            NaN            NaN   6.91191        1.39985                 NaN   43.7659       0.385991        41.3197     
  1089.07        500.000                 NaN   6.19632       0.133754E-004            NaN            NaN   6.91008        1.41190                 NaN   43.7692       0.386726        41.3257     
  1088.01        500.000                 NaN   6.17650       0.126656E-004            NaN            NaN   6.90829        1.42370                 NaN   43.7724       0.387444        41.3316     
  1086.95        500.000                 NaN   6.15703       0.119686E-004            NaN            NaN   6.90655        1.43529                 NaN   43.7755       0.388148        41.3375     
  1085.89        500.000                 NaN   6.13801       0.112764E-004            NaN            NaN   6.90485        1.44661                 NaN   43.7785       0.388834        41.3432     
  1084.83        500.000                 NaN   6.11938       0.105105E-004            NaN            NaN   6.90320        1.45772                 NaN   43.7814       0.389505        41.3488     
  1083.77        500.000                 NaN   6.10114       0.817032E-005            NaN            NaN   6.90158        1.46859                 NaN   43.7842       0.390159        41.3543     
  1082.71        500.000                 NaN   6.08329       0.217815E-005            NaN            NaN   6.90001        1.47925                 NaN   43.7869       0.390797        41.3597     
  1081.65        500.000                 NaN   6.06570       0.222713E-005            NaN            NaN   6.89846        1.48975                 NaN   43.7896       0.391427        41.3651     
  1080.59        500.000                 NaN   6.04845       0.162562E-005            NaN            NaN   6.89696        1.50004                 NaN   43.7921       0.392044        41.3704     
  1079.53        500.000                 NaN   6.03159       0.163504E-005            NaN            NaN   6.89549        1.51011                 NaN   43.7946       0.392645        41.3755     
  1078.47        500.000                 NaN   6.01500                 NaN            NaN            NaN   6.89405        1.52003                 NaN   43.7970       0.393235        41.3807     
  1077.41        500.000                 NaN   5.99870                 NaN            NaN            NaN   6.89264        1.52978                 NaN   43.7994       0.393814        41.3857     
  1076.35        500.000                 NaN   5.98272                 NaN            NaN            NaN   6.89126        1.53934                 NaN   43.8016       0.394380        41.3907     
  1075.28        500.000                 NaN   5.96702                 NaN            NaN            NaN   6.88992        1.54874                 NaN   43.8038       0.394934        41.3956     
  1074.22        500.000                 NaN   5.95161                 NaN            NaN            NaN   6.88861        1.55797                 NaN   43.8059       0.395478        41.4004     
  1073.16        500.000                 NaN   5.93647                 NaN            NaN            NaN   6.88733        1.56705                 NaN   43.8079       0.396008        41.4052     
  1072.10        500.000                 NaN   5.92156                 NaN            NaN            NaN   6.88607        1.57599                 NaN   43.8099       0.396532        41.4099     
  1071.04        500.000                 NaN   5.90692                 NaN            NaN            NaN   6.88484        1.58477                 NaN   43.8119       0.397044        41.4146     
  1069.98        500.000                 NaN   5.89253                 NaN            NaN            NaN   6.88364        1.59342                 NaN   43.8137       0.397546        41.4192     
  1068.92        500.000                 NaN   5.87838                 NaN            NaN            NaN   6.88247        1.60192                 NaN   43.8155       0.398039        41.4237     
  1067.86        500.000                 NaN   5.86446                 NaN            NaN            NaN   6.88132        1.61029                 NaN   43.8172       0.398521        41.4282     
  1066.80        500.000                 NaN   5.85077                 NaN            NaN            NaN   6.88020        1.61853                 NaN   43.8189       0.398995        41.4326     
  1065.74        500.000                 NaN   5.83730                 NaN            NaN            NaN   6.87910        1.62664                 NaN   43.8205       0.399460        41.4370     
  1064.68        500.000                 NaN   5.82404                 NaN            NaN            NaN   6.87803        1.63463                 NaN   43.8221       0.399917        41.4413     
  1063.62        500.000                 NaN   5.81105                 NaN            NaN            NaN   6.87697        1.64247                 NaN   43.8236       0.400360        41.4455     
  1062.56        500.000                 NaN   5.79813                 NaN            NaN            NaN   6.87594        1.65026                 NaN   43.8251       0.400805        41.4498     
  1061.50        500.000                 NaN   5.78548                 NaN            NaN            NaN   6.87494        1.65790                 NaN   43.8265       0.401237        41.4539     
  1060.44        500.000                 NaN   5.77302                 NaN            NaN            NaN   6.87395        1.66543                 NaN   43.8279       0.401662        41.4581     
  1059.38        500.000                 NaN   5.76075                 NaN            NaN            NaN   6.87299        1.67285                 NaN   43.8292       0.402078        41.4622     
  1058.32        500.000                 NaN   5.74866                 NaN            NaN            NaN   6.87205        1.68017                 NaN   43.8304       0.402487        41.4662     
  1057.26        500.000                 NaN   4.91524       0.925802E-001            NaN            NaN   6.68666        1.96436                 NaN   44.3492       0.464039        41.5279     
  1056.20        500.000                 NaN   5.76957                 NaN            NaN            NaN   6.87066        1.66452                 NaN   43.8322       0.403153        41.4600     
  1055.14        500.000                 NaN   5.71574                 NaN            NaN            NaN   6.86979        1.70097                 NaN   43.8322       0.403518        41.4778     
  1054.08        500.000                 NaN   5.70431                 NaN            NaN            NaN   6.86892        1.70790                 NaN   43.8333       0.403900        41.4817     
  1053.02        500.000                 NaN   5.69304                 NaN            NaN            NaN   6.86807        1.71474                 NaN   43.8343       0.404276        41.4855     
  1051.96        500.000                 NaN   5.68192                 NaN            NaN            NaN   6.86724        1.72150                 NaN   43.8353       0.404646        41.4894     
  1050.90        500.000                 NaN   5.67096                 NaN            NaN            NaN   6.86642        1.72816                 NaN   43.8363       0.405009        41.4931     
  1049.84        500.000                 NaN   5.66016                 NaN            NaN            NaN   6.86562        1.73474                 NaN   43.8372       0.405366        41.4969     
  1048.78        500.000                 NaN   5.64950                 NaN            NaN            NaN   6.86484        1.74123                 NaN   43.8381       0.405716        41.5006     
  1047.72        500.000                 NaN   5.87524                 NaN            NaN            NaN   6.90044        1.62253                 NaN   43.7539       0.392624        41.4552     
  1046.66        500.000                 NaN   5.86008                 NaN            NaN            NaN   6.89906        1.63157                 NaN   43.7561       0.393194        41.4600     
  1045.60        500.000                 NaN   5.84530                 NaN            NaN            NaN   6.89772        1.64039                 NaN   43.7582       0.393747        41.4647     
  1044.53        500.000                 NaN   5.83088                 NaN            NaN            NaN   6.89643        1.64900                 NaN   43.7601       0.394283        41.4693     
  1043.47        500.000                 NaN   5.81681                 NaN            NaN            NaN   6.89518        1.65742                 NaN   43.7620       0.394803        41.4738     
  1042.41        500.000                 NaN   5.75739                 NaN            NaN            NaN   6.88683        1.68958                 NaN   43.7807       0.397950        41.4875     
  1041.35        500.000                 NaN   5.66110                 NaN            NaN            NaN   6.87266        1.74094                 NaN   43.8133       0.403254        41.5087     
  1040.29        500.000                 NaN   5.56765                 NaN            NaN            NaN   6.85886        1.79069                 NaN   43.8451       0.408421        41.5292     
  1039.23        500.000                 NaN   5.76360                 NaN            NaN            NaN   6.89059        1.68939                 NaN   43.7686       0.396739        41.4911     
  1038.17        500.000                 NaN   5.75101                 NaN            NaN            NaN   6.88954        1.69697                 NaN   43.7700       0.397190        41.4953     
  1037.11        500.000                 NaN   5.73870                 NaN            NaN            NaN   6.88852        1.70441                 NaN   43.7714       0.397628        41.4994     
  1036.05        500.000                 NaN   5.58773                 NaN            NaN            NaN   6.86549        1.78405                 NaN   43.8251       0.406215        41.5315     
  1034.99        500.000                 NaN   5.52158                 NaN            NaN            NaN   6.85579        1.81904                 NaN   43.8477       0.409881        41.5461     
  1033.93        500.000                 NaN   5.51262                 NaN            NaN            NaN   6.85521        1.82457                 NaN   43.8481       0.410162        41.5494     
  1032.87        500.000                 NaN   5.50408                 NaN            NaN            NaN   6.85470        1.82994                 NaN   43.8482       0.410417        41.5526     
  1031.81        500.000                 NaN   5.49542                 NaN            NaN            NaN   6.85416        1.83530                 NaN   43.8486       0.410684        41.5559     
  1030.75        500.000                 NaN   5.48682                 NaN            NaN            NaN   6.85362        1.84062                 NaN   43.8489       0.410951        41.5591     
  1029.69        500.000                 NaN   5.47835                 NaN            NaN            NaN   6.85310        1.84587                 NaN   43.8492       0.411211        41.5623     
  1028.63        500.000                 NaN   5.46932                 NaN            NaN            NaN   6.85246        1.85117                 NaN   43.8500       0.411511        41.5655     
  1027.57        500.000                 NaN   5.46105                 NaN            NaN            NaN   6.85196        1.85631                 NaN   43.8502       0.411763        41.5687     
  1026.51        500.000                 NaN   5.45288                 NaN            NaN            NaN   6.85148        1.86139                 NaN   43.8504       0.412010        41.5718     
  1025.45        500.000                 NaN   5.44480                 NaN            NaN            NaN   6.85101        1.86642                 NaN   43.8506       0.412253        41.5749     
  1024.39        500.000                 NaN   5.43682                 NaN            NaN            NaN   6.85054        1.87140                 NaN   43.8508       0.412492        41.5780     
  1023.33        500.000                 NaN   5.42892                 NaN            NaN            NaN   6.85009        1.87632                 NaN   43.8509       0.412727        41.5811     
  1022.27        500.000                 NaN   5.42112                 NaN            NaN            NaN   6.84966        1.88120                 NaN   43.8510       0.412959        41.5841     
  1021.21        500.000                 NaN   5.41340                 NaN            NaN            NaN   6.84923        1.88603                 NaN   43.8510       0.413187        41.5871     
  1020.15        500.000                 NaN   5.40577                 NaN            NaN            NaN   6.84881        1.89080                 NaN   43.8511       0.413411        41.5901     
  1019.09        500.000                 NaN   5.39823                 NaN            NaN            NaN   6.84841        1.89553                 NaN   43.8511       0.413631        41.5931     
  1018.03        500.000                 NaN   5.39076                 NaN            NaN            NaN   6.84801        1.90022                 NaN   43.8511       0.413848        41.5961     
  1016.97        500.000                 NaN   5.38339                 NaN            NaN            NaN   6.84763        1.90485                 NaN   43.8510       0.414062        41.5991     
  1015.91        500.000                 NaN   5.37609                 NaN            NaN            NaN   6.84725        1.90945                 NaN   43.8510       0.414272        41.6020     
  1014.84        500.000                 NaN   5.36887                 NaN            NaN            NaN   6.84689        1.91399                 NaN   43.8509       0.414478        41.6049     
  1013.78        500.000                 NaN   5.36173                 NaN            NaN            NaN   6.84653        1.91850                 NaN   43.8508       0.414681        41.6078     
  1012.72        500.000                 NaN   5.35466                 NaN            NaN            NaN   6.84619        1.92296                 NaN   43.8506       0.414881        41.6107     
  1011.66        500.000                 NaN   5.34767                 NaN            NaN            NaN   6.84585        1.92738                 NaN   43.8505       0.415078        41.6135     
  1010.60        500.000                 NaN   5.34076                 NaN            NaN            NaN   6.84553        1.93176                 NaN   43.8503       0.415271        41.6164     
  1009.54        500.000                 NaN   5.33392                 NaN            NaN            NaN   6.84522        1.93609                 NaN   43.8501       0.415461        41.6192     
  1008.48        500.000                 NaN   5.32715                 NaN            NaN            NaN   6.84491        1.94039                 NaN   43.8499       0.415648        41.6220     
  1007.42        500.000                 NaN   5.32046                 NaN            NaN            NaN   6.84461        1.94465                 NaN   43.8496       0.415832        41.6248     
  1006.36        500.000                 NaN   5.31383                 NaN            NaN            NaN   6.84433        1.94886                 NaN   43.8493       0.416013        41.6276     
  1005.30        500.000                 NaN   5.30727                 NaN            NaN            NaN   6.84405        1.95304                 NaN   43.8490       0.416190        41.6304     
  1004.24        500.000                 NaN   5.30079                 NaN            NaN            NaN   6.84378        1.95719                 NaN   43.8487       0.416365        41.6331     
  1003.18        500.000                 NaN   5.29437                 NaN            NaN            NaN   6.84352        1.96129                 NaN   43.8484       0.416537        41.6359     
  1002.12        500.000                 NaN   5.28801                 NaN            NaN            NaN   6.84327        1.96536                 NaN   43.8480       0.416706        41.6386     
  1001.06        500.000                 NaN   5.28172                 NaN            NaN            NaN   6.84303        1.96939                 NaN   43.8477       0.416872        41.6413     
