|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1301.81        2500.00        99.1875                 NaN            NaN  0.107915       0.409860                 NaN            NaN            NaN  0.266578       0.281868E-001            NaN            NaN
  1300.32        2500.00        89.2138                 NaN            NaN  0.585209        2.19400                 NaN            NaN            NaN   1.61271       0.233206        6.16113                 NaN
  1298.82        2500.00        73.3202                 NaN            NaN   1.39264        5.07988                 NaN            NaN            NaN   3.76712       0.546527        15.8937                 NaN
  1297.33        2500.00        76.7952                 NaN            NaN   1.22117        4.50787                 NaN            NaN            NaN   3.29360       0.465611        13.7166                 NaN
  1295.83        2500.00        79.9147                 NaN            NaN   1.04977        3.99189                 NaN            NaN            NaN   2.86652       0.394993        11.7821                 NaN
  1294.34        2500.00        82.4805                 NaN            NaN  0.904918        3.56184                 NaN            NaN            NaN   2.51335       0.338371        10.2010                 NaN
  1292.85        2500.00        84.6438                 NaN            NaN  0.779280        3.19218                 NaN            NaN            NaN   2.21394       0.291929        8.87883                 NaN
  1291.35        2500.00        86.1952                 NaN            NaN  0.699664        2.92016                 NaN            NaN            NaN   1.99942       0.258800        7.92675                 NaN
  1289.86        2500.00        82.6150                 NaN            NaN  0.769391        3.97806                 NaN            NaN            NaN   2.62969       0.331965        9.67584                 NaN
  1288.36        2500.00        92.7940                 NaN            NaN  0.317459        1.47625                 NaN            NaN            NaN  0.927122       0.114867        4.37034                 NaN
  1286.87        2500.00        91.8387                 NaN            NaN  0.377704        1.86190                 NaN            NaN            NaN   1.19784       0.144699        4.57918                 NaN
  1285.38        2500.00        88.2000                 NaN            NaN  0.454954        2.70549                 NaN            NaN            NaN   1.73337       0.218771        6.68741                 NaN
  1283.88        2500.00        91.0279                 NaN            NaN  0.457045        1.75330                 NaN            NaN            NaN   1.36101       0.173242        5.22753                 NaN
  1282.39        2500.00        95.8013                 NaN            NaN            NaN   1.40092                 NaN            NaN            NaN  0.577988       0.715382E-001   2.14830                 NaN
  1280.89        2500.00        76.2246                 NaN            NaN   1.85641        3.68706                 NaN            NaN            NaN   3.84138       0.432544        13.9581                 NaN
  1279.40        2500.00       100.0000                 NaN            NaN  0.630036E-005  0.455071E-005            NaN            NaN            NaN  0.815051E-005  0.868150E-006  0.275526E-004            NaN
  1277.90        2500.00        99.9999                 NaN            NaN            NaN  0.454802E-004            NaN            NaN            NaN  0.171749E-004  0.178274E-005  0.643577E-004            NaN
  1276.41        2500.00        99.9999                 NaN            NaN  0.814831E-005            NaN            NaN            NaN            NaN  0.114232E-004  0.211118E-005  0.447706E-004            NaN
  1274.92        2500.00        90.3309                 NaN            NaN            NaN   2.89968                 NaN            NaN            NaN   1.38135       0.162235        5.22588                 NaN
  1273.42        2500.00        91.9480                 NaN            NaN            NaN   2.20313       0.206116                 NaN            NaN   1.14604       0.129466        4.36722                 NaN
  1271.93        2500.00        99.9999                 NaN            NaN  0.179562E-004            NaN            NaN            NaN            NaN  0.137236E-004  0.842920E-006  0.252182E-004            NaN
  1270.43        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.622500E-005  0.124917E-005  0.390810E-004            NaN
  1268.94        2500.00       100.0000                 NaN            NaN  0.170804E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.182211E-005            NaN
  1267.45        2500.00        99.9996                 NaN            NaN            NaN  0.999151E-004            NaN            NaN            NaN  0.516175E-004  0.826271E-005  0.246168E-003            NaN
  1265.95        2500.00        90.3794                 NaN            NaN            NaN   3.19302                 NaN            NaN            NaN   1.41980       0.114131        4.89370                 NaN
  1264.46        2500.00        94.4030                 NaN            NaN            NaN  0.794161       0.572541                 NaN            NaN  0.829057       0.127217        3.27405                 NaN
  1262.96        2500.00       100.0000                 NaN            NaN            NaN  0.141370E-005            NaN            NaN            NaN            NaN            NaN  0.245675E-005            NaN
  1261.47        2500.00        93.4197                 NaN            NaN            NaN  0.916631        1.62302                 NaN            NaN  0.974736       0.207812E-001   3.04515                 NaN
  1259.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.48        2500.00        91.1149                 NaN            NaN            NaN   3.86227                 NaN            NaN            NaN   1.17535       0.662785E-001   3.78117                 NaN
  1256.99        2500.00        97.4379                 NaN            NaN            NaN  0.337462                 NaN            NaN            NaN  0.302965       0.740383E-001   1.84764                 NaN
  1255.49        2500.00        95.7718                 NaN            NaN            NaN   1.35747                 NaN            NaN            NaN  0.744417       0.742064E-001   2.05208                 NaN
  1254.00        2500.00        98.4558                 NaN            NaN            NaN  0.561917                 NaN            NaN            NaN  0.122863       0.116181E-001  0.847815                 NaN
  1252.50        2500.00        95.7577                 NaN            NaN            NaN   1.25728                 NaN            NaN            NaN  0.621187       0.845352E-001   2.27928                 NaN
  1251.01        2500.00        99.2099                 NaN            NaN            NaN  0.135338                 NaN            NaN            NaN            NaN  0.104737E-001  0.644292                 NaN
  1249.52        2500.00        97.7351                 NaN            NaN            NaN  0.830441                 NaN            NaN            NaN  0.374921       0.119311E-001   1.04758                 NaN
  1248.02        2500.00        98.1568                 NaN            NaN            NaN  0.506263                 NaN            NaN            NaN  0.263906       0.207785E-001   1.05226                 NaN
  1246.53        2500.00        97.8242                 NaN            NaN            NaN  0.629763       0.118551E-001            NaN            NaN  0.276653       0.374058E-001   1.22011                 NaN
  1245.03        2500.00        94.2270                 NaN            NaN            NaN  0.823320                 NaN            NaN            NaN  0.580436       0.324611E-001   2.46024        1.87654     
  1243.54        2500.00        94.8850                 NaN            NaN            NaN   1.54515                 NaN            NaN            NaN  0.800133       0.610594E-001   2.70863                 NaN
  1242.05        2500.00        99.2575                 NaN            NaN            NaN  0.204230                 NaN            NaN            NaN  0.801641E-001  0.480143E-002  0.453319                 NaN
  1240.55        2500.00        90.1442                 NaN            NaN            NaN  0.747221       0.779459                 NaN            NaN  0.999850       0.571227E-001   4.17191        3.10020     
  1239.06        2500.00        80.5569                 NaN            NaN            NaN   2.86188                 NaN            NaN            NaN   1.88469       0.120974        8.22856        6.34703     
  1237.56        2500.00        90.6485                 NaN            NaN            NaN  0.244501        1.23548                 NaN            NaN   1.02239       0.420986E-001   4.32917        2.47789     
  1236.07        2500.00        94.4361                 NaN            NaN            NaN  0.380088       0.365694       0.117946E-005            NaN  0.447880       0.340391E-001   2.13830        2.19790     
  1234.58        2500.00        87.0626                 NaN            NaN            NaN   2.06275                 NaN            NaN            NaN   1.25205       0.695192E-001   5.50369        4.04938     
  1233.08        2500.00        83.6995                 NaN            NaN            NaN  0.670762        1.51860                 NaN            NaN   1.54040       0.129970        6.64536        5.79536     
  1231.59        2500.00        79.9069                 NaN            NaN            NaN   1.08648        1.34442                 NaN            NaN   1.63316       0.126941        9.82367        6.07839     
  1230.09        2500.00        76.5617                 NaN            NaN            NaN   3.06896                 NaN            NaN            NaN   1.95593       0.152742        10.7809        7.47971     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   8.83145        2.57588                 NaN            NaN   8.21469       0.623242        46.4770        33.2777     
  1227.10        2500.00                 NaN            NaN            NaN            NaN  0.487337        10.8815       0.245276E-005            NaN   8.33074       0.626309        46.4196        33.2545     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   8.21464        3.18871                 NaN            NaN   8.22630       0.622736        46.4718        33.2758     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   5.93665        5.32112       0.244747E-003            NaN   8.12930       0.648829        46.7116        33.2523     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   11.4045                 NaN            NaN            NaN   8.25970       0.621514        46.4423        33.2721     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   6.09422        5.16091       0.173518E-004            NaN   8.12623       0.649094        46.7150        33.2546     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   6.05510        5.20419       0.162088E-004            NaN   8.12819       0.648083        46.7078        33.2567     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   6.06997        5.18956       0.159791E-004            NaN   8.12840       0.647951        46.7063        33.2578     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   6.07844        5.18153       0.154243E-004            NaN   8.12885       0.647782        46.7043        33.2591     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   5.82432        5.45265                 NaN            NaN   8.13748       0.649581        46.6733        33.2627     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   6.11467        5.14530       0.186214E-004            NaN   8.12892       0.647636        46.7020        33.2614     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   6.06889        5.18905       0.645915E-005            NaN   8.14263       0.648019        46.6915        33.2599     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   6.15259        5.10724       0.195678E-004            NaN   8.12890       0.647526        46.7000        33.2637     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   7.46720        3.94407                 NaN            NaN   8.33094       0.620323        46.3571        33.2804     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   11.4076                 NaN            NaN            NaN   8.31774       0.617727        46.3795        33.2774     
  1206.19        2500.00                 NaN            NaN            NaN            NaN  0.813935        10.5877                 NaN            NaN   8.36747       0.616176        46.3395        33.2753     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   6.02710        5.24312       0.193018E-004            NaN   8.14039       0.645088        46.6753        33.2690     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   6.19900        5.06136       0.206927E-004            NaN   8.13078       0.647057        46.6923        33.2695     
  1201.70        2500.00                 NaN            NaN            NaN            NaN  0.591230        10.8238                 NaN            NaN   8.37767       0.612599        46.3136        33.2811     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   1.69734        9.71374       0.112314E-002            NaN   8.30420       0.616400        46.3810        33.2862     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   1.68904        9.72380       0.950940E-003            NaN   8.30807       0.615911        46.3747        33.2876     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   1.52225        9.88474       0.587596E-002            NaN   8.31168       0.615645        46.3719        33.2879     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   1.60634        9.81081       0.266758E-005            NaN   8.31624       0.614592        46.3619        33.2901     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   1.46272        9.95428       0.137835E-005            NaN   8.32008       0.614275        46.3580        33.2906     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   1.49175        9.93007       0.167850E-005            NaN   8.32511       0.613098        46.3473        33.2927     
  1191.25        2500.00                 NaN            NaN            NaN  0.547330        4.57239        5.78049                 NaN            NaN   8.12338       0.673713        46.7981        33.5046     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   1.73071        9.68762       0.383301E-004            NaN   8.32837       0.613178        46.3469        33.2932     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   6.26080        5.00380       0.154697E-004            NaN   8.15306       0.645343        46.6583        33.2787     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   6.34504        4.91690       0.151942E-004            NaN   8.15083       0.645693        46.6620        33.2795     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   6.28512        4.98018       0.152545E-004            NaN   8.15451       0.644943        46.6544        33.2809     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   6.29584        4.96985       0.151445E-004            NaN   8.15518       0.644764        46.6523        33.2820     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   1.09252        10.3468                 NaN            NaN   8.35590       0.607815        46.2950        33.3020     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   6.26593        5.00289       0.148775E-004            NaN   8.15769       0.644169        46.6446        33.2848     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   6.40911        4.85462       0.163274E-004            NaN   8.15329       0.644941        46.6526        33.2854     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   6.41781        4.84642       0.188050E-004            NaN   8.15393       0.644760        46.6505        33.2866     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   2.30848        9.12045       0.488483E-005            NaN   8.35430       0.609646        46.3032        33.3039     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   8.15053        2.98316                 NaN            NaN   8.05655       0.666854        46.8754        33.2675     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   6.44802        4.81763       0.239177E-004            NaN   8.15549       0.644276        46.6444        33.2902     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   6.44450        4.82214       0.196406E-004            NaN   8.15668       0.643992        46.6413        33.2914     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   6.47216        4.79432       0.217561E-004            NaN   8.15620       0.644010        46.6407        33.2926     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   6.47396        4.79315       0.148780E-004            NaN   8.15647       0.643969        46.6384        33.2940     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   6.47644        4.79039       0.167713E-004            NaN   8.15664       0.643825        46.6388        33.2939     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   11.4799                 NaN            NaN            NaN   8.40941       0.597045        46.1940        33.3196     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   6.34771        4.92088       0.334139E-004            NaN   8.17439       0.644036        46.6164        33.2965     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   6.43976        4.82657       0.295070E-004            NaN   8.16921       0.644620        46.6219        33.2979     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   2.41565        9.02114       0.111843E-005            NaN   8.41109       0.605014        46.2303        33.3168     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   6.46979        4.79638       0.303986E-004            NaN   8.17052       0.644185        46.6193        33.2998     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   6.53599        4.73497       0.297812E-004            NaN   8.16085       0.642632        46.6233        33.3022     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   6.54821        4.72314       0.290754E-004            NaN   8.16119       0.642495        46.6215        33.3034     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   6.55934        4.71242       0.283377E-004            NaN   8.16155       0.642353        46.6197        33.3046     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   6.55574        4.71689       0.261428E-004            NaN   8.16177       0.642353        46.6173        33.3059     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   6.57548        4.69747       0.271729E-004            NaN   8.16255       0.642017        46.6154        33.3070     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   6.58351        4.68999       0.263331E-004            NaN   8.16315       0.641836        46.6132        33.3082     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   6.59072        4.68353       0.254348E-004            NaN   8.16376       0.641615        46.6109        33.3095     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   6.59887        4.67601       0.187135E-004            NaN   8.16433       0.641428        46.6087        33.3107     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   6.60744        4.66804       0.189205E-004            NaN   8.16485       0.641250        46.6065        33.3119     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   6.61539        4.66025       0.189777E-004            NaN   8.16493       0.641140        46.6053        33.3129     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   6.62296        4.65327       0.189086E-004            NaN   8.16555       0.640962        46.6031        33.3142     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   6.63057        4.64631       0.188692E-004            NaN   8.16613       0.640768        46.6008        33.3154     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   6.63789        4.63968       0.145613E-004            NaN   8.16673       0.640565        46.5985        33.3166     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   3.26296        8.21686       0.814446E-003            NaN   8.43694       0.604122        46.1318        33.3465     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   3.29041        8.19005       0.736895E-003            NaN   8.43960       0.603635        46.1281        33.3474     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   4.48580        7.03465                 NaN            NaN   8.48148       0.589145        46.0613        33.3477     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   3.41549        8.05906       0.361242E-003            NaN   8.45278       0.602973        46.1263        33.3430     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   6.67514        4.60588                 NaN            NaN   8.16941       0.639750        46.5868        33.3230     
  1131.48        2500.00                 NaN            NaN            NaN            NaN  0.707329        10.8174                 NaN            NaN   8.48830       0.582217        46.0557        33.3490     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   1.19661        10.3246                 NaN            NaN   8.48625       0.582964        46.0599        33.3496     
  1128.49        2500.00                 NaN            NaN            NaN            NaN  0.641449        10.8897                 NaN            NaN   8.49674       0.580350        46.0397        33.3521     
  1127.00        2500.00                 NaN            NaN            NaN            NaN  0.658395        10.8756                 NaN            NaN   8.50034       0.579616        46.0324        33.3536     
  1125.51        2500.00                 NaN            NaN            NaN            NaN  0.818055E-002   11.5331       0.709112E-005            NaN   8.53203       0.576097        45.9967        33.3538     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   1.51749        10.0109                 NaN            NaN   8.49749       0.580795        46.0382        33.3551     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   1.07021        10.4666                 NaN            NaN   8.50672       0.578495        46.0207        33.3573     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   6.66893        4.62224                 NaN            NaN   8.18393       0.638062        46.5520        33.3349     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   8.25788        2.88219       0.193089E-003            NaN   8.06552       0.661751        46.8261        33.3063     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   8.25585        2.88043       0.192767E-003            NaN   8.05960       0.663064        46.8352        33.3056     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   8.25702        2.87905       0.194147E-003            NaN   8.06080       0.663082        46.8328        33.3070     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   8.25759        2.87858       0.191278E-003            NaN   8.06045       0.663111        46.8320        33.3081     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   8.26001        2.87630       0.187665E-003            NaN   8.06078       0.662975        46.8306        33.3092     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   6.61627        4.68140                 NaN            NaN   8.18998       0.635863        46.5356        33.3409     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   6.81974        4.47039                 NaN            NaN   8.17627       0.637063        46.5551        33.3414     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   6.82475        4.46615                 NaN            NaN   8.17693       0.636905        46.5525        33.3428     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   6.83093        4.46030                 NaN            NaN   8.17710       0.636849        46.5508        33.3440     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   6.68866        4.61047                 NaN            NaN   8.19076       0.635256        46.5293        33.3456     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   6.84348        4.44888                 NaN            NaN   8.17682       0.636499        46.5483        33.3461     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   6.79565        4.49958                 NaN            NaN   8.18799       0.635238        46.5342        33.3473     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   6.90100        4.55565                 NaN            NaN   8.27204       0.635682        46.2217        33.4139     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   6.81184        4.49758                 NaN            NaN   8.18984       0.632530        46.5155        33.3527     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   6.70187        4.60235                 NaN            NaN   8.19442       0.633931        46.5154        33.3521     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   6.80524        4.49257                 NaN            NaN   8.18488       0.634286        46.5314        33.3517     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   6.78226        4.52067                 NaN            NaN   8.19062       0.634488        46.5170        33.3549     
  1094.13        2500.00                 NaN            NaN            NaN            NaN  0.959388        10.6454                 NaN            NaN   8.58563       0.559819        45.8615        33.3883     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   4.71906        6.76299       0.464536E-001            NaN   8.50737       0.580722        46.0040        33.3794     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   1.17212        10.4368                 NaN            NaN   8.59109       0.558633        45.8503        33.3911     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   11.6260                 NaN            NaN            NaN   8.60496       0.554467        45.8197        33.3949     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   4.80160        6.73265                 NaN            NaN   8.51477       0.579218        45.9881        33.3836     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   4.80397        6.67395       0.588042E-001            NaN   8.51785       0.578551        45.9818        33.3851     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   11.6408                 NaN            NaN            NaN   8.62027       0.550507        45.7879        33.4006     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   4.85682        6.65915       0.245936E-001            NaN   8.52276       0.577550        45.9712        33.3880     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   4.88463        6.65777       0.165839E-004            NaN   8.52516       0.577069        45.9660        33.3894     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   4.88897        6.60967       0.462337E-001            NaN   8.52813       0.576423        45.9597        33.3909     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   4.92276        6.62379       0.166997E-004            NaN   8.53032       0.575990        45.9548        33.3923     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.92143        6.56561       0.621436E-001            NaN   8.53345       0.575301        45.9482        33.3938     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   4.93704        6.54404       0.702721E-001            NaN   8.53610       0.574739        45.9425        33.3953     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   4.95288        6.52439       0.762463E-001            NaN   8.53874       0.574179        45.9368        33.3968     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   4.96768        6.50363       0.844125E-001            NaN   8.54140       0.573613        45.9310        33.3983     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   4.98330        6.48617       0.884182E-001            NaN   8.54402       0.573057        45.9253        33.3997     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   4.99662        6.46477       0.987355E-001            NaN   8.54669       0.572484        45.9195        33.4012     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   4.62701        6.99412                 NaN            NaN   8.52205       0.571803        45.8592        33.4259     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   5.02354        6.42658       0.114464                 NaN   8.55199       0.571346        45.9079        33.4042     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   5.03619        6.40765       0.122999                 NaN   8.55465       0.570775        45.9020        33.4057     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   5.04823        6.38862       0.132261                 NaN   8.55731       0.570200        45.8962        33.4072     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   5.05943        6.36943       0.142527                 NaN   8.55997       0.569623        45.8903        33.4087     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   5.07036        6.35010       0.153219                 NaN   8.56257       0.569061        45.8845        33.4102     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   6.42953        5.05642                 NaN            NaN   8.32013       0.624844        46.1252        33.4439     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   6.43972        5.04749                 NaN            NaN   8.32078       0.624600        46.1220        33.4454     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   5.22167        6.20045       0.150319                 NaN   8.56674       0.569862        45.8781        33.4128     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   5.04784        6.38369       0.157732                 NaN   8.57938       0.563591        45.8506        33.4172     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   6.55807        4.91285                 NaN            NaN   8.25719       0.618325        46.2414        33.4121     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   6.56788        4.90415                 NaN            NaN   8.25773       0.618101        46.2387        33.4135     
  1050.80        2500.00                 NaN            NaN            NaN            NaN  0.180826E-003   4.62487        7.03621                 NaN   8.55747       0.559376        45.7788        33.4431     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   5.38603        6.23439                 NaN            NaN   8.54261       0.569684        45.8288        33.4385     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   10.8744       0.825977                 NaN            NaN   8.70117       0.531140        45.6338        33.4335     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   1.31073        10.3863                 NaN            NaN   8.69931       0.532095        45.6371        33.4345     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   1.64582        10.0496                 NaN            NaN   8.69869       0.532597        45.6377        33.4357     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   1.90660        9.78801                 NaN            NaN   8.69870       0.532872        45.6369        33.4369     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   2.12127        9.57310                 NaN            NaN   8.69911       0.533003        45.6353        33.4382     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   2.30398        9.39054                 NaN            NaN   8.69980       0.533035        45.6331        33.4396     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   2.46298        9.23198                 NaN            NaN   8.70070       0.532991        45.6304        33.4410     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   2.60359        9.09203                 NaN            NaN   8.70176       0.532889        45.6273        33.4424     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   8.96709        2.72938                 NaN            NaN   8.70296       0.532739        45.6240        33.4438     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   7.92411        3.17416       0.479164E-005            NaN   8.02794       0.665893        46.8521        33.3558     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   7.92387        3.17407       0.479138E-005            NaN   8.02793       0.665880        46.8515        33.3568     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   7.92363        3.17397       0.479135E-005            NaN   8.02792       0.665866        46.8509        33.3577     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   7.92339        3.17388       0.479127E-005            NaN   8.02791       0.665853        46.8504        33.3586     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   7.92315        3.17379       0.479095E-005            NaN   8.02790       0.665840        46.8498        33.3595     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   7.92291        3.17369       0.479108E-005            NaN   8.02789       0.665826        46.8492        33.3604     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   7.92267        3.17360       0.479080E-005            NaN   8.02788       0.665813        46.8487        33.3614     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   7.92243        3.17351       0.479081E-005            NaN   8.02787       0.665800        46.8481        33.3623     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   7.92219        3.17341       0.479051E-005            NaN   8.02786       0.665786        46.8475        33.3632     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   7.92195        3.17332       0.479033E-005            NaN   8.02785       0.665773        46.8470        33.3641     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   7.92171        3.17323       0.479010E-005            NaN   8.02784       0.665760        46.8464        33.3650     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   7.92147        3.17313       0.478999E-005            NaN   8.02783       0.665747        46.8459        33.3660     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   7.92121        3.17297       0.625764E-004  0.361392E-004   8.02782       0.665733        46.8453        33.3669     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   3.32112        8.41173                 NaN            NaN   8.73605       0.525586        45.5345        33.4710     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   3.74087        8.02356                 NaN            NaN   8.75321       0.519219        45.4850        33.4781     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   10.4872        1.30045                 NaN            NaN   8.79113       0.507266        45.4382        33.4757     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   1.25052        10.5429                 NaN            NaN   8.79600       0.505766        45.4271        33.4777     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   7.68906        3.79857                 NaN            NaN   8.28865       0.630390        46.0973        33.4960     
