|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/ALH/ALH_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1486.44        500.000        99.3864                 NaN  0.116172E-001  0.602004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000        99.3867                 NaN  0.805220E-002  0.605259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000        99.3839                 NaN  0.471809E-002  0.611425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000        99.3830                 NaN  0.995206E-003  0.616054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000        99.3845                 NaN            NaN  0.615458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.3805                 NaN  0.122824E-003  0.619355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.3778                 NaN            NaN  0.622219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        99.3702                 NaN            NaN  0.626092                 NaN            NaN  0.366801E-002            NaN            NaN            NaN            NaN
  1475.83        500.000        99.2721                 NaN            NaN  0.721065                 NaN            NaN  0.681880E-002            NaN            NaN            NaN            NaN
  1474.51        500.000        99.4466                 NaN            NaN  0.548285                 NaN            NaN  0.510042E-002            NaN            NaN            NaN            NaN
  1473.18        500.000        99.3523                 NaN            NaN  0.641799                 NaN            NaN  0.587042E-002            NaN            NaN            NaN            NaN
  1471.86        500.000        99.2995                 NaN            NaN  0.616174       0.788081E-001            NaN  0.556440E-002            NaN            NaN            NaN            NaN
  1470.53        500.000        98.7052                 NaN            NaN  0.806371       0.483773                 NaN  0.467447E-002            NaN            NaN            NaN            NaN
  1469.21        500.000        99.8824                 NaN            NaN  0.735548E-001  0.436159E-001            NaN  0.413722E-003            NaN            NaN            NaN            NaN
  1467.88        500.000        98.4100                 NaN            NaN  0.989816       0.594685                 NaN  0.554265E-002            NaN            NaN            NaN            NaN
  1466.55        500.000        99.0162                 NaN            NaN  0.612771       0.367629                 NaN  0.335290E-002            NaN            NaN            NaN            NaN
  1465.23        500.000        99.0263                 NaN            NaN  0.606366       0.364068                 NaN  0.324585E-002            NaN            NaN            NaN            NaN
  1463.90        500.000        99.0348                 NaN            NaN  0.360752       0.601264                 NaN  0.316068E-002            NaN            NaN            NaN            NaN
  1462.58        500.000        99.0446                 NaN            NaN  0.357137       0.595249                 NaN  0.306133E-002            NaN            NaN            NaN            NaN
  1461.25        500.000        99.0511                 NaN            NaN  0.354080       0.591900                 NaN  0.296238E-002            NaN            NaN            NaN            NaN
  1459.93        500.000        99.0640                 NaN            NaN  0.349751       0.583392                 NaN  0.287264E-002            NaN            NaN            NaN            NaN
  1458.60        500.000        99.0700                 NaN            NaN  0.347127       0.580092                 NaN  0.279718E-002            NaN            NaN            NaN            NaN
  1457.28        500.000        99.0708                 NaN            NaN  0.585204       0.341301                 NaN  0.268860E-002            NaN            NaN            NaN            NaN
  1455.95        500.000        99.0951                 NaN            NaN  0.558588       0.343680                 NaN  0.265008E-002            NaN            NaN            NaN            NaN
  1454.63        500.000        99.0947                 NaN            NaN  0.565011       0.337789                 NaN  0.254364E-002            NaN            NaN            NaN            NaN
  1453.30        500.000        99.1032                 NaN            NaN  0.559662       0.334636                 NaN  0.246086E-002            NaN            NaN            NaN            NaN
  1451.97        500.000        99.1118                 NaN            NaN  0.331502       0.554276                 NaN  0.238027E-002            NaN            NaN            NaN            NaN
  1450.65        500.000        99.1185                 NaN            NaN  0.550564       0.328662                 NaN  0.230254E-002            NaN            NaN            NaN            NaN
  1449.32        500.000        99.1265                 NaN            NaN  0.545710       0.325526                 NaN  0.222067E-002            NaN            NaN            NaN            NaN
  1448.00        500.000        99.1339                 NaN            NaN  0.322724       0.541259                 NaN  0.214090E-002            NaN            NaN            NaN            NaN
  1446.67        500.000        99.1395                 NaN            NaN  0.537812       0.320568                 NaN  0.207563E-002            NaN            NaN            NaN            NaN
  1445.35        500.000        99.1505                 NaN            NaN  0.317159       0.530377                 NaN  0.199689E-002            NaN            NaN            NaN            NaN
  1444.02        500.000        99.1562                 NaN            NaN  0.314207       0.527655                 NaN  0.192190E-002            NaN            NaN            NaN            NaN
  1442.70        500.000        99.2709                 NaN            NaN  0.456002       0.271521                 NaN  0.161213E-002            NaN            NaN            NaN            NaN
  1441.37        500.000        99.0608                 NaN            NaN  0.587151       0.349973                 NaN  0.202688E-002            NaN            NaN            NaN            NaN
  1440.05        500.000        99.1769                 NaN            NaN  0.306277       0.515059                 NaN  0.171472E-002            NaN            NaN            NaN            NaN
  1438.72        500.000        99.1826                 NaN            NaN  0.303715       0.511985                 NaN  0.165746E-002            NaN            NaN            NaN            NaN
  1437.39        500.000        99.1900                 NaN            NaN  0.507572       0.300823                 NaN  0.159126E-002            NaN            NaN            NaN            NaN
  1436.07        500.000        99.1966                 NaN            NaN  0.503351       0.298502                 NaN  0.152562E-002            NaN            NaN            NaN            NaN
  1434.74        500.000        99.2019                 NaN            NaN  0.500156       0.296489                 NaN  0.146825E-002            NaN            NaN            NaN            NaN
  1433.42        500.000        99.2078                 NaN            NaN  0.294681       0.496111                 NaN  0.139898E-002            NaN            NaN            NaN            NaN
  1432.09        500.000        99.2160                 NaN            NaN  0.290897       0.491777                 NaN  0.134788E-002            NaN            NaN            NaN            NaN
  1430.77        500.000        99.2209                 NaN            NaN  0.488991       0.288867                 NaN  0.128325E-002            NaN            NaN            NaN            NaN
  1429.44        500.000        99.2272                 NaN            NaN  0.286557       0.485044                 NaN  0.122565E-002            NaN            NaN            NaN            NaN
  1428.12        500.000        99.2335                 NaN            NaN  0.284166       0.481132                 NaN  0.116640E-002            NaN            NaN            NaN            NaN
  1426.79        500.000        99.2391                 NaN            NaN  0.477925       0.281874                 NaN  0.111493E-002            NaN            NaN            NaN            NaN
  1425.47        500.000        99.2447                 NaN            NaN  0.279851       0.474415                 NaN  0.105047E-002            NaN            NaN            NaN            NaN
  1424.14        500.000        99.2437                 NaN            NaN  0.278390       0.476929                 NaN  0.100215E-002            NaN            NaN            NaN            NaN
  1422.81        500.000        99.2620                 NaN            NaN  0.274220       0.462800                 NaN  0.956805E-003            NaN            NaN            NaN            NaN
  1421.49        500.000        99.2616                 NaN            NaN  0.464655       0.272885                 NaN  0.905809E-003            NaN            NaN            NaN            NaN
  1420.16        500.000        99.2663                 NaN            NaN  0.462004       0.270856                 NaN  0.841732E-003            NaN            NaN            NaN            NaN
  1418.84        500.000        99.2725                 NaN            NaN  0.268401       0.458275                 NaN  0.805478E-003            NaN            NaN            NaN            NaN
  1417.51        500.000        98.4543                 NaN            NaN  0.616170       0.563385                 NaN  0.130906E-002  0.364838                 NaN            NaN            NaN
  1416.19        500.000        98.1064                 NaN            NaN  0.607774       0.762126                 NaN            NaN  0.523687                 NaN            NaN            NaN
  1414.86        500.000        98.1405                 NaN            NaN  0.597337       0.748019                 NaN            NaN  0.514114                 NaN            NaN            NaN
  1413.54        500.000        98.1675                 NaN            NaN  0.736766       0.589454                 NaN            NaN  0.506263                 NaN            NaN            NaN
  1412.21        500.000        98.2046                 NaN            NaN  0.721566       0.577476                 NaN            NaN  0.496359                 NaN            NaN            NaN
  1410.89        500.000        98.2300                 NaN            NaN  0.710865       0.569738                 NaN            NaN  0.489421                 NaN            NaN            NaN
  1409.56        500.000        98.2582                 NaN            NaN  0.561465       0.698985                 NaN            NaN  0.481357                 NaN            NaN            NaN
  1408.24        500.000        98.2884                 NaN            NaN  0.686600       0.551976                 NaN            NaN  0.473052                 NaN            NaN            NaN
  1406.91        500.000        98.3133                 NaN            NaN  0.676131       0.544372                 NaN            NaN  0.466152                 NaN            NaN            NaN
  1405.58        500.000        98.3397                 NaN            NaN  0.665372       0.536055                 NaN            NaN  0.458850                 NaN            NaN            NaN
  1404.26        500.000        98.3641                 NaN            NaN  0.528537       0.655436                 NaN            NaN  0.451885                 NaN            NaN            NaN
  1402.93        500.000        98.3903                 NaN            NaN  0.520202       0.644770                 NaN            NaN  0.444747                 NaN            NaN            NaN
  1401.61        500.000        98.4131                 NaN            NaN  0.635243       0.513513                 NaN            NaN  0.438120                 NaN            NaN            NaN
  1400.28        500.000        98.4377                 NaN            NaN  0.625188       0.505671                 NaN            NaN  0.431431                 NaN            NaN            NaN
  1398.96        500.000        98.4388                 NaN            NaN  0.622582       0.506852                 NaN            NaN  0.431732                 NaN            NaN            NaN
  1397.63        500.000        98.4962                 NaN            NaN  0.602042       0.487313                 NaN            NaN  0.414402                 NaN            NaN            NaN
  1396.31        500.000        98.5033                 NaN            NaN  0.484847       0.599014                 NaN            NaN  0.412854                 NaN            NaN            NaN
  1394.98        500.000        98.5242                 NaN            NaN  0.478524       0.590307                 NaN            NaN  0.406968                 NaN            NaN            NaN
  1393.66        500.000        98.5439                 NaN            NaN  0.582177       0.472328                 NaN            NaN  0.401603                 NaN            NaN            NaN
  1392.33        500.000        98.5652                 NaN            NaN  0.574276       0.465107                 NaN            NaN  0.395454                 NaN            NaN            NaN
  1391.00        500.000        98.5821                 NaN            NaN  0.460067       0.567117                 NaN            NaN  0.390707                 NaN            NaN            NaN
  1389.68        500.000        98.6033                 NaN            NaN  0.453308       0.558795                 NaN            NaN  0.384630                 NaN            NaN            NaN
  1388.35        500.000        98.6211                 NaN            NaN  0.448120       0.551116                 NaN            NaN  0.379651                 NaN            NaN            NaN
  1387.03        500.000        98.6394                 NaN            NaN  0.441736       0.544421                 NaN            NaN  0.374492                 NaN            NaN            NaN
  1385.70        500.000        98.6564                 NaN            NaN  0.537527       0.436461                 NaN            NaN  0.369565                 NaN            NaN            NaN
  1384.38        500.000        98.6733                 NaN            NaN  0.430662       0.531231                 NaN            NaN  0.364822                 NaN            NaN            NaN
  1383.05        500.000        98.6904                 NaN            NaN  0.524306       0.425321                 NaN            NaN  0.359969                 NaN            NaN            NaN
  1381.73        500.000        98.7065                 NaN            NaN  0.420053       0.518049                 NaN            NaN  0.355408                 NaN            NaN            NaN
  1380.40        500.000        98.7221                 NaN            NaN  0.511587       0.415409                 NaN            NaN  0.350929                 NaN            NaN            NaN
  1379.08        500.000        98.7379                 NaN            NaN  0.505735       0.409886                 NaN            NaN  0.346465                 NaN            NaN            NaN
  1377.75        500.000        98.7531                 NaN            NaN  0.499681       0.405113                 NaN            NaN  0.342069                 NaN            NaN            NaN
  1376.42        500.000        98.7681                 NaN            NaN  0.494123       0.400006                 NaN            NaN  0.337723                 NaN            NaN            NaN
  1375.10        500.000        98.7824                 NaN            NaN  0.395440       0.488399                 NaN            NaN  0.333775                 NaN            NaN            NaN
  1373.77        500.000        98.7969                 NaN            NaN  0.390302       0.483300                 NaN            NaN  0.329509                 NaN            NaN            NaN
  1372.45        500.000        98.8103                 NaN            NaN  0.478016       0.386025                 NaN            NaN  0.325650                 NaN            NaN            NaN
  1371.12        500.000        98.8232                 NaN            NaN  0.381877       0.472973                 NaN            NaN  0.321929                 NaN            NaN            NaN
  1369.80        500.000        98.8369                 NaN            NaN  0.377790       0.467314                 NaN            NaN  0.318028                 NaN            NaN            NaN
  1368.47        500.000        98.8498                 NaN            NaN  0.373078       0.462785                 NaN            NaN  0.314347                 NaN            NaN            NaN
  1367.15        500.000        98.8571                 NaN            NaN  0.460288       0.370150                 NaN            NaN  0.312478                 NaN            NaN            NaN
  1365.82        500.000        98.8803                 NaN            NaN  0.451610       0.362791                 NaN            NaN  0.305346                 NaN            NaN            NaN
  1364.50        500.000        98.8856                 NaN            NaN  0.361144       0.449436                 NaN            NaN  0.303849                 NaN            NaN            NaN
  1363.17        500.000        98.8983                 NaN            NaN  0.356871       0.444512                 NaN            NaN  0.300275                 NaN            NaN            NaN
  1361.84        500.000        98.9104                 NaN            NaN  0.352623       0.440158                 NaN            NaN  0.296772                 NaN            NaN            NaN
  1360.52        500.000        98.9212                 NaN            NaN  0.349032       0.436066                 NaN            NaN  0.293655                 NaN            NaN            NaN
  1359.19        500.000        98.9330                 NaN            NaN  0.344789       0.431904                 NaN            NaN  0.290275                 NaN            NaN            NaN
  1357.87        500.000        98.9434                 NaN            NaN  0.341631       0.427767                 NaN            NaN  0.287194                 NaN            NaN            NaN
  1356.54        500.000        98.9546                 NaN            NaN  0.337257       0.424145                 NaN            NaN  0.284036                 NaN            NaN            NaN
  1355.22        500.000        98.9642                 NaN            NaN  0.420544       0.334077                 NaN            NaN  0.281197                 NaN            NaN            NaN
  1353.89        500.000        98.9740                 NaN            NaN  0.416927       0.330725                 NaN            NaN  0.278384                 NaN            NaN            NaN
  1352.57        500.000        98.9826                 NaN            NaN  0.327863       0.413933                 NaN            NaN  0.275623                 NaN            NaN            NaN
  1351.24        500.000        98.9956                 NaN            NaN  0.322997       0.409170                 NaN            NaN  0.272230                 NaN            NaN            NaN
  1349.92        500.000        99.0035                 NaN            NaN  0.406704       0.320109                 NaN            NaN  0.269713                 NaN            NaN            NaN
  1348.59        500.000        99.0125                 NaN            NaN  0.317395       0.402966                 NaN            NaN  0.267139                 NaN            NaN            NaN
  1347.26        500.000        99.0217                 NaN            NaN  0.399693       0.314170                 NaN            NaN  0.264410                 NaN            NaN            NaN
  1345.94        500.000        99.0308                 NaN            NaN  0.397015       0.310377                 NaN            NaN  0.261834                 NaN            NaN            NaN
  1344.61        500.000        99.0405                 NaN            NaN  0.307037       0.393442                 NaN            NaN  0.258991                 NaN            NaN            NaN
  1343.29        500.000        99.0477                 NaN            NaN  0.304426       0.391094                 NaN            NaN  0.256771                 NaN            NaN            NaN
  1341.96        500.000        99.0579                 NaN            NaN  0.387479       0.300785                 NaN            NaN  0.253843                 NaN            NaN            NaN
  1340.64        500.000        99.0649                 NaN            NaN  0.385104       0.298059                 NaN            NaN  0.251899                 NaN            NaN            NaN
  1339.31        500.000        99.0729                 NaN            NaN  0.295043       0.382607                 NaN            NaN  0.249410                 NaN            NaN            NaN
  1337.99        500.000        99.0811                 NaN            NaN  0.292006       0.379839                 NaN            NaN  0.247094                 NaN            NaN            NaN
  1336.66        500.000        99.0885                 NaN            NaN  0.289068       0.377503                 NaN            NaN  0.244917                 NaN            NaN            NaN
  1335.34        500.000        99.0959                 NaN            NaN  0.375052       0.286356                 NaN            NaN  0.242664                 NaN            NaN            NaN
  1334.01        500.000        99.1033                 NaN            NaN  0.372869       0.283259                 NaN            NaN  0.240594                 NaN            NaN            NaN
  1332.69        500.000        99.1113                 NaN            NaN  0.370129       0.280313                 NaN            NaN  0.238246                 NaN            NaN            NaN
  1331.36        500.000        99.1181                 NaN            NaN  0.278040       0.367608                 NaN            NaN  0.236250                 NaN            NaN            NaN
  1330.03        500.000        99.1247                 NaN            NaN  0.366474       0.274531                 NaN            NaN  0.234297                 NaN            NaN            NaN
  1328.71        500.000        99.1318                 NaN            NaN  0.364108       0.271796                 NaN            NaN  0.232279                 NaN            NaN            NaN
  1327.38        500.000        99.1384                 NaN            NaN  0.269339       0.362026                 NaN            NaN  0.230258                 NaN            NaN            NaN
  1326.06        500.000        99.1447                 NaN            NaN  0.266656       0.360207                 NaN            NaN  0.228484                 NaN            NaN            NaN
  1324.73        500.000        99.1519                 NaN            NaN  0.358220       0.263452                 NaN            NaN  0.226383                 NaN            NaN            NaN
  1323.41        500.000        99.1582                 NaN            NaN  0.260624       0.356573                 NaN            NaN  0.224633                 NaN            NaN            NaN
  1322.08        500.000        99.1644                 NaN            NaN  0.257797       0.354979                 NaN            NaN  0.222831                 NaN            NaN            NaN
  1320.76        500.000        99.1704                 NaN            NaN  0.353521       0.255224                 NaN            NaN  0.220894                 NaN            NaN            NaN
  1319.43        500.000        99.1758                 NaN            NaN  0.352785       0.251920                 NaN            NaN  0.219518                 NaN            NaN            NaN
  1318.11        500.000        99.1820                 NaN            NaN  0.250329       0.350111                 NaN            NaN  0.217589                 NaN            NaN            NaN
  1316.78        500.000        99.1871                 NaN            NaN  0.247301       0.349474                 NaN            NaN  0.216136                 NaN            NaN            NaN
  1315.45        500.000        99.1929                 NaN            NaN  0.244338       0.348314                 NaN            NaN  0.214456                 NaN            NaN            NaN
  1314.13        500.000        99.1988                 NaN            NaN  0.346106       0.242248                 NaN            NaN  0.212811                 NaN            NaN            NaN
  1312.80        500.000        99.2031                 NaN            NaN  0.346077       0.239320                 NaN            NaN  0.211485                 NaN            NaN            NaN
  1311.48        500.000        99.2087                 NaN            NaN  0.345075       0.236257                 NaN            NaN  0.209951                 NaN            NaN            NaN
  1310.15        500.000        99.2149                 NaN            NaN  0.233603       0.342898                 NaN            NaN  0.208601                 NaN            NaN            NaN
  1308.83        500.000        99.2208                 NaN            NaN  0.228039       0.344885                 NaN            NaN  0.206312                 NaN            NaN            NaN
  1307.50        500.000        99.2238                 NaN            NaN  0.343851       0.226717                 NaN            NaN  0.205627                 NaN            NaN            NaN
  1306.18        500.000        99.2281                 NaN            NaN  0.223423       0.344053                 NaN            NaN  0.204387                 NaN            NaN            NaN
  1304.85        500.000        99.2268                 NaN            NaN  0.218392       0.349966                 NaN            NaN  0.204851                 NaN            NaN            NaN
  1303.53        500.000        99.2429                 NaN            NaN  0.213565       0.343378                 NaN            NaN  0.200127                 NaN            NaN            NaN
  1302.20        500.000        99.2423                 NaN            NaN  0.344998       0.212293                 NaN            NaN  0.200426                 NaN            NaN            NaN
  1300.87        500.000        99.2233                 NaN            NaN  0.252192       0.301793                 NaN            NaN  0.204025       0.187302E-001            NaN            NaN
  1299.55        500.000        99.1895                 NaN            NaN  0.227776       0.322798                 NaN            NaN  0.210697       0.492438E-001            NaN            NaN
  1298.22        500.000        99.1974                 NaN            NaN  0.226138       0.319552                 NaN            NaN  0.208681       0.482065E-001            NaN            NaN
  1296.90        500.000        99.2047                 NaN            NaN  0.314786       0.226303                 NaN            NaN  0.206953       0.472267E-001            NaN            NaN
  1295.57        500.000        99.2124                 NaN            NaN  0.224538       0.311781                 NaN            NaN  0.205031       0.462336E-001            NaN            NaN
  1294.25        500.000        99.2197                 NaN            NaN  0.309387       0.222397                 NaN            NaN  0.203252       0.452987E-001            NaN            NaN
  1292.92        500.000        99.2269                 NaN            NaN  0.216973       0.310318                 NaN            NaN  0.201436       0.443773E-001            NaN            NaN
  1291.60        500.000        99.2348                 NaN            NaN  0.219950       0.302259                 NaN            NaN  0.199429       0.436034E-001            NaN            NaN
  1290.27        500.000        99.2395                 NaN            NaN  0.218408       0.301297                 NaN            NaN  0.198463       0.423184E-001            NaN            NaN
  1288.95        500.000        99.2472                 NaN            NaN  0.214662       0.299875                 NaN            NaN  0.196659       0.415790E-001            NaN            NaN
  1287.62        500.000        99.2544                 NaN            NaN  0.207744       0.302542                 NaN            NaN  0.194699       0.405936E-001            NaN            NaN
  1286.29        500.000        99.2609                 NaN            NaN  0.197715       0.308306                 NaN            NaN  0.193248       0.397912E-001            NaN            NaN
  1284.97        500.000        99.2658                 NaN            NaN  0.198231       0.304987                 NaN            NaN  0.192099       0.388823E-001            NaN            NaN
  1283.64        500.000        99.2718                 NaN            NaN  0.205946       0.293807                 NaN            NaN  0.190669       0.378103E-001            NaN            NaN
  1282.32        500.000        99.2796                 NaN            NaN  0.494478                 NaN            NaN            NaN  0.188680       0.372055E-001            NaN            NaN
  1280.99        500.000        99.2802                 NaN            NaN  0.494770                 NaN            NaN            NaN  0.189845       0.351551E-001            NaN            NaN
  1279.67        500.000        98.7417                 NaN            NaN  0.633131                 NaN            NaN            NaN  0.246399       0.533742E-001  0.325442                 NaN
  1278.34        500.000        89.3098                 NaN            NaN   3.14774                 NaN            NaN            NaN   1.30378       0.343092        5.89561                 NaN
  1277.02        500.000        90.3494                 NaN            NaN   2.86122                 NaN            NaN            NaN   1.18262       0.306571        5.30023                 NaN
  1275.69        500.000        91.2206                 NaN            NaN   2.61932                 NaN            NaN            NaN   1.08052       0.276475        4.80304                 NaN
  1274.37        500.000        91.9555                 NaN            NaN   2.41385                 NaN            NaN            NaN  0.994377       0.251131        4.38513                 NaN
  1273.04        500.000        92.5764                 NaN            NaN   2.24130                 NaN            NaN            NaN  0.922950       0.228637        4.03070                 NaN
  1271.71        500.000        93.1287                 NaN            NaN   2.08066                 NaN            NaN            NaN  0.854321       0.212275        3.72401                 NaN
  1270.39        500.000        93.5844                 NaN            NaN   1.95549                 NaN            NaN            NaN  0.803431       0.194410        3.46226                 NaN
  1269.06        500.000        93.9933                 NaN            NaN   1.83543                 NaN            NaN            NaN  0.750014       0.183596        3.23765                 NaN
  1267.74        500.000        94.3631                 NaN            NaN   1.72997                 NaN            NaN            NaN  0.707478       0.170002        3.02945                 NaN
  1266.41        500.000        94.6808                 NaN            NaN   1.63886                 NaN            NaN            NaN  0.669102       0.159273        2.85199                 NaN
  1265.09        500.000        94.9690                 NaN            NaN   1.55592                 NaN            NaN            NaN  0.634682       0.149186        2.69121                 NaN
  1263.76        500.000        95.2256                 NaN            NaN   1.48247                 NaN            NaN            NaN  0.603646       0.140284        2.54804                 NaN
  1262.44        500.000        95.4633                 NaN            NaN   1.41255                 NaN            NaN            NaN  0.574187       0.132552        2.41746                 NaN
  1261.11        500.000        95.6728                 NaN            NaN   1.35160                 NaN            NaN            NaN  0.547514       0.125820        2.30227                 NaN
  1259.79        500.000        95.8686                 NaN            NaN   1.29447                 NaN            NaN            NaN  0.523575       0.118964        2.19442                 NaN
  1258.46        500.000        96.0511                 NaN            NaN   1.24021                 NaN            NaN            NaN  0.500691       0.112945        2.09507                 NaN
  1257.14        500.000        96.2126                 NaN            NaN   1.19384                 NaN            NaN            NaN  0.481011       0.106900        2.00564                 NaN
  1255.81        500.000        96.3670                 NaN            NaN   1.14804                 NaN            NaN            NaN  0.461637       0.101635        1.92170                 NaN
  1254.48        500.000        96.5082                 NaN            NaN   1.10574                 NaN            NaN            NaN  0.442631       0.973708E-001   1.84605                 NaN
  1253.16        500.000        96.6400                 NaN            NaN   1.06699                 NaN            NaN            NaN  0.426430       0.924472E-001   1.77411                 NaN
  1251.83        500.000        96.7715                 NaN            NaN   1.02513                 NaN            NaN            NaN  0.408325       0.888632E-001   1.70617                 NaN
  1250.51        500.000        96.8785                 NaN            NaN  0.996107                 NaN            NaN            NaN  0.395611       0.841915E-001   1.64563                 NaN
  1249.18        500.000        96.9860                 NaN            NaN  0.963706                 NaN            NaN            NaN  0.381850       0.804164E-001   1.58806                 NaN
  1247.86        500.000        97.0910                 NaN            NaN  0.931343                 NaN            NaN            NaN  0.367504       0.771310E-001   1.53299                 NaN
  1246.53        500.000        97.1884                 NaN            NaN  0.901911                 NaN            NaN            NaN  0.354905       0.737062E-001   1.48112                 NaN
  1245.21        500.000        97.2715                 NaN            NaN  0.879246                 NaN            NaN            NaN  0.344454       0.701703E-001   1.43459                 NaN
  1243.88        500.000        97.3645                 NaN            NaN  0.849642                 NaN            NaN            NaN  0.332571       0.669877E-001   1.38626                 NaN
  1242.56        500.000        97.4420                 NaN            NaN  0.826518                 NaN            NaN            NaN  0.321590       0.644395E-001   1.34547                 NaN
  1241.23        500.000        97.5244                 NaN            NaN  0.800859                 NaN            NaN            NaN  0.311812       0.611213E-001   1.30179                 NaN
  1239.90        500.000        97.5903                 NaN            NaN  0.782503                 NaN            NaN            NaN  0.302079       0.589361E-001   1.26618                 NaN
  1238.58        500.000        97.6665                 NaN            NaN  0.757809                 NaN            NaN            NaN  0.292402       0.561927E-001   1.22711                 NaN
