|6.6.6
Archiving\03_Data\Deq/QFM_m0.75/K22/K22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.3634       0.636552                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3050       0.694955                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2466       0.753358                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1882       0.811761                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1298       0.870164                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0714       0.928567                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0130       0.986969                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.9546        1.04537                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.8962        1.10377                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.6648        1.33524                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.4333        1.56671                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.2018        1.79818                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        97.9704        2.02964                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.7389        2.26111                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.5074        2.49258                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.2759        2.72405                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.0445        2.95552                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.5267        3.47334                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.0088        3.99116                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        95.4910        4.50899                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.9732        5.02682                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.3619        5.63810                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.7311        6.26651       0.239384E-002            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        93.0688        6.91402       0.172061E-001            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.4064        7.56154       0.320187E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.7332        8.21691       0.498902E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        91.0600        8.87228       0.677621E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        90.3867        9.52767       0.856343E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        89.7134        10.1831       0.103507                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        89.0401        10.8385       0.121380                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        88.3669        11.4939       0.139253                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        87.6935        12.1493       0.157126                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        87.0202        12.8048       0.175000                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        86.3803        13.4284       0.191297                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        85.7404        14.0520       0.207594                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        85.1005        14.6756       0.223892                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        84.4606        15.2992       0.240189                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        83.8206        15.9229       0.256488                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        83.1807        16.5466       0.272786                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        82.5407        17.1702       0.289085                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        81.9007        17.7939       0.305384                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        81.3013        18.3784       0.320318                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        80.7019        18.9628       0.335252                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        80.1026        19.5473       0.350187                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        79.5031        20.1317       0.365122                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        78.9037        20.7162       0.380057                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        78.3043        21.3007       0.394992                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        77.7049        21.8852       0.409928                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        77.1054        22.4697       0.424864                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        76.5387        23.0227       0.438664                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        75.9719        23.5756       0.452463                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        75.4051        24.1286       0.466263                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        74.8383        24.6816       0.480063                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        74.2715        25.2346       0.493864                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        73.7047        25.7876       0.507665                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        73.1379        26.3406       0.521466                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        72.5711        26.8937       0.535267                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        72.0317        27.4202       0.548014                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        71.4924        27.9468       0.560760                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        70.9531        28.4734       0.573507                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        70.4137        29.0000       0.586254                 NaN            NaN            NaN            NaN            NaN
