|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1305.45        2500.00        98.9986                 NaN            NaN  0.237467       0.489692                 NaN            NaN  0.274280                 NaN            NaN            NaN            NaN
  1303.87        2500.00        99.0071                 NaN            NaN  0.234534       0.486912                 NaN            NaN  0.271485                 NaN            NaN            NaN            NaN
  1302.30        2500.00        99.0129                 NaN            NaN  0.224592       0.493802                 NaN            NaN  0.268748                 NaN            NaN            NaN            NaN
  1300.72        2500.00        99.0218                 NaN            NaN  0.224433       0.487709                 NaN            NaN  0.266077                 NaN            NaN            NaN            NaN
  1299.15        2500.00        99.0288                 NaN            NaN  0.216499       0.491261                 NaN            NaN  0.263487                 NaN            NaN            NaN            NaN
  1297.57        2500.00        99.0380                 NaN            NaN  0.215553       0.485435                 NaN            NaN  0.260990                 NaN            NaN            NaN            NaN
  1296.00        2500.00        99.0439                 NaN            NaN  0.207495       0.219452E-002  0.488507                 NaN  0.257918                 NaN            NaN            NaN            NaN
  1294.42        2500.00        99.0474                 NaN            NaN  0.202021       0.494267                 NaN            NaN  0.256265                 NaN            NaN            NaN            NaN
  1292.85        2500.00        91.8447                 NaN            NaN  0.726901        1.63865       0.504487                 NaN   1.14761        4.13765                 NaN            NaN            NaN
  1291.28        2500.00        81.3292                 NaN            NaN  0.604857        4.33108       0.632482                 NaN   2.45748        9.56755        1.07736                 NaN            NaN
  1289.70        2500.00        82.6186                 NaN            NaN  0.412460       0.764278        4.04186                 NaN   2.29192        8.82080        1.05009                 NaN            NaN
  1288.13        2500.00        84.6915                 NaN            NaN  0.280605        3.53552       0.867903                 NaN   2.02885        7.69825       0.897406                 NaN            NaN
  1286.55        2500.00        86.3354                 NaN            NaN  0.180180        4.07163                 NaN            NaN   1.81931        6.81462       0.778858                 NaN            NaN
  1284.98        2500.00        87.6311                 NaN            NaN  0.104981        3.80419                 NaN            NaN   1.65323        6.12039       0.686112                 NaN            NaN
  1283.40        2500.00        86.7421                 NaN            NaN  0.761009        1.55578        1.64311                 NaN   1.91084        6.59935       0.787811                 NaN            NaN
  1281.83        2500.00        90.6327                 NaN            NaN            NaN   1.21258        1.91638                 NaN   1.15654        4.72582       0.163163       0.192868                 NaN
  1280.25        2500.00        89.1237                 NaN            NaN  0.204761        1.90917        1.40384                 NaN   1.47666        5.31850       0.563325                 NaN            NaN
  1278.68        2500.00        93.6870                 NaN            NaN            NaN   2.33963                 NaN            NaN  0.842880        2.92519       0.142655       0.626188E-001            NaN
  1277.11        2500.00        91.4816                 NaN            NaN            NaN  0.695155        2.10492                 NaN   1.15258        4.12239       0.443343                 NaN            NaN
  1275.53        2500.00        83.3847                 NaN            NaN            NaN   5.72369                 NaN            NaN   2.33705        7.94351       0.373299       0.237719                 NaN
  1273.96        2500.00        99.6019                 NaN            NaN            NaN  0.244584                 NaN            NaN  0.839304E-001  0.695505E-001            NaN            NaN            NaN
  1272.38        2500.00        90.8159                 NaN            NaN            NaN   1.17837        1.77263                 NaN   1.27182        4.67923                 NaN  0.282056                 NaN
  1270.81        2500.00        95.2053                 NaN            NaN            NaN  0.215725E-001   2.10962                 NaN  0.573939        1.96507                 NaN  0.124512                 NaN
  1269.23        2500.00        96.0799                 NaN            NaN  0.638323E-001  0.598565       0.731064                 NaN  0.496209        1.94605                 NaN  0.843986E-001            NaN
  1267.66        2500.00        92.7621                 NaN            NaN            NaN   2.77858                 NaN            NaN  0.988610        3.30271                 NaN  0.167987                 NaN
  1266.08        2500.00        93.5258                 NaN            NaN            NaN   2.42961                 NaN            NaN  0.889962        3.00014                 NaN  0.154520                 NaN
  1264.51        2500.00        89.8779                 NaN            NaN            NaN   2.76241        1.01666                 NaN   1.45461        4.61405                 NaN  0.274394                 NaN
  1262.94        2500.00        93.3086                 NaN            NaN  0.221801E-001   1.73243                 NaN            NaN  0.883877        3.84693                 NaN  0.205928                 NaN
  1261.36        2500.00        98.5863                 NaN            NaN            NaN  0.140018        1.10410                 NaN  0.169566                 NaN            NaN            NaN            NaN
  1259.79        2500.00        94.0970                 NaN            NaN            NaN   1.43498       0.554983                 NaN  0.765304        3.05145                 NaN  0.962321E-001            NaN
  1258.21        2500.00        96.1204                 NaN            NaN            NaN   1.69179                 NaN            NaN  0.529880        1.57113                 NaN  0.867528E-001            NaN
  1256.64        2500.00        95.4226                 NaN            NaN            NaN   1.78071                 NaN            NaN  0.625264        2.07058                 NaN  0.100830                 NaN
  1255.06        2500.00        95.0736                 NaN            NaN            NaN   1.90183                 NaN            NaN  0.678289        2.24102                 NaN  0.105269                 NaN
  1253.49        2500.00        88.7378                 NaN            NaN            NaN   2.24262        1.71917                 NaN   1.56749        5.45297                 NaN  0.279973                 NaN
  1251.91        2500.00        99.5499                 NaN            NaN            NaN  0.198142       0.165115                 NaN  0.287274E-001  0.581574E-001            NaN            NaN            NaN
  1250.34        2500.00        98.4223                 NaN            NaN            NaN  0.596403                 NaN            NaN  0.221804       0.733798                 NaN  0.257078E-001            NaN
  1248.76        2500.00        83.8344                 NaN            NaN   1.20181        4.29390                 NaN            NaN   2.34710        7.91330                 NaN  0.409465                 NaN
  1247.19        2500.00        99.7805                 NaN            NaN            NaN  0.211439                 NaN            NaN  0.810876E-002            NaN            NaN            NaN            NaN
  1245.62        2500.00        99.9031                 NaN            NaN            NaN  0.969040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.04        2500.00        94.1672                 NaN            NaN            NaN   2.10741                 NaN            NaN  0.757636        2.81960                 NaN  0.148121                 NaN
  1242.47        2500.00        99.7180                 NaN            NaN            NaN  0.160994                 NaN            NaN            NaN  0.121021                 NaN            NaN            NaN
  1240.89        2500.00        98.3868                 NaN            NaN            NaN   1.09628                 NaN            NaN  0.249143       0.267753                 NaN            NaN            NaN
  1239.32        2500.00        93.9512                 NaN            NaN            NaN   1.78385                 NaN            NaN  0.650391        3.44721                 NaN  0.167309                 NaN
  1237.74        2500.00        99.6525                 NaN            NaN            NaN  0.181658                 NaN            NaN  0.146472                 NaN            NaN  0.194156E-001            NaN
  1236.17        2500.00        99.4474                 NaN            NaN            NaN            NaN            NaN            NaN  0.761087E-001  0.436689                 NaN  0.397762E-001            NaN
  1234.59        2500.00        98.7352                 NaN            NaN            NaN  0.610283                 NaN            NaN  0.259589       0.389875                 NaN  0.510228E-002            NaN
  1233.02        2500.00        93.4625                 NaN            NaN  0.189686        2.24664                 NaN            NaN  0.990565        2.98501                 NaN  0.125554                 NaN
  1231.45        2500.00        99.2379                 NaN            NaN  0.241542E-001  0.133964                 NaN            NaN  0.636721E-001  0.531698                 NaN  0.859711E-002            NaN
  1229.87        2500.00        80.5668                 NaN            NaN            NaN   3.27958       0.492837                 NaN   1.90553        7.83119                 NaN  0.200755        5.72330     
  1228.30        2500.00        99.0500                 NaN            NaN            NaN  0.253728                 NaN            NaN  0.237818E-001  0.636500                 NaN  0.359439E-001            NaN
  1226.72        2500.00        89.3384                 NaN            NaN            NaN   1.09650       0.813954                 NaN  0.992226        4.39317                 NaN  0.111450        3.25429     
  1225.15        2500.00                 NaN            NaN            NaN            NaN   16.6866                 NaN            NaN   8.65799        43.5207                 NaN   1.10789        30.0268     
  1223.57        2500.00                 NaN            NaN            NaN            NaN   16.7049                 NaN            NaN   8.66657        43.4982                 NaN   1.10117        30.0292     
  1222.00        2500.00                 NaN            NaN            NaN            NaN   16.7058                 NaN            NaN   8.67150        43.4932                 NaN   1.10041        30.0291     
  1220.42        2500.00                 NaN            NaN            NaN            NaN   16.7069                 NaN            NaN   8.67687        43.4878                 NaN   1.09953        30.0289     
  1218.85        2500.00                 NaN            NaN            NaN            NaN   16.6930                 NaN            NaN   8.67879        43.4991                 NaN   1.10306        30.0260     
  1217.28        2500.00                 NaN            NaN            NaN            NaN   16.6946                 NaN            NaN   8.68258        43.4943                 NaN   1.10234        30.0262     
  1215.70        2500.00                 NaN            NaN            NaN            NaN   16.7109                 NaN            NaN   8.69393        43.4703                 NaN   1.09657        30.0283     
  1214.13        2500.00                 NaN            NaN            NaN            NaN   7.95436        2.61344        6.06074        8.65489        43.5716                 NaN   1.12396        30.0211     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   16.6925       0.420493E-002            NaN   8.69483        43.4829                 NaN   1.10027        30.0254     
  1210.98        2500.00                 NaN            NaN            NaN            NaN   16.6594       0.378602E-001            NaN   8.69869        43.4790                 NaN   1.09975        30.0253     
  1209.40        2500.00                 NaN            NaN            NaN            NaN  0.923607E-001   16.6175                 NaN   8.71733        43.4528                 NaN   1.09380        30.0262     
  1207.83        2500.00                 NaN            NaN            NaN            NaN  0.117327        16.5931                 NaN   8.72068        43.4498                 NaN   1.09307        30.0261     
  1206.25        2500.00                 NaN            NaN            NaN            NaN  0.190295        16.5209                 NaN   8.72480        43.4452                 NaN   1.09265        30.0262     
  1204.68        2500.00                 NaN            NaN            NaN            NaN  0.237537        16.4742                 NaN   8.72872        43.4413                 NaN   1.09212        30.0261     
  1203.11        2500.00                 NaN            NaN            NaN            NaN  0.293389        16.4193                 NaN   8.73033        43.4394                 NaN   1.09153        30.0261     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   6.19880        2.61817        7.83121        8.68081        43.5325                 NaN   1.11543        30.0231     
  1199.96        2500.00                 NaN            NaN            NaN            NaN  0.399083        16.3143                 NaN   8.73707        43.4329                 NaN   1.09069        30.0260     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   7.78104        2.52071        6.36562        8.75620        43.4539                 NaN   1.10142        30.0211     
  1196.81        2500.00                 NaN            NaN            NaN            NaN   7.77118        2.51950        6.37707        8.75676        43.4530                 NaN   1.10129        30.0212     
  1195.23        2500.00                 NaN            NaN            NaN            NaN   7.76102        2.51832        6.38878        8.75733        43.4521                 NaN   1.10116        30.0213     
  1193.66        2500.00                 NaN            NaN            NaN            NaN   7.75055        2.51718        6.40076        8.75789        43.4513                 NaN   1.10103        30.0213     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   7.73974        2.51610        6.41304        8.75845        43.4504                 NaN   1.10089        30.0214     
  1190.51        2500.00                 NaN            NaN            NaN            NaN   7.72858        2.51505        6.42561        8.75901        43.4495                 NaN   1.10076        30.0215     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   7.71708        2.51404        6.43850        8.75958        43.4486                 NaN   1.10063        30.0216     
  1187.36        2500.00                 NaN            NaN            NaN            NaN   7.70521        2.51309        6.45170        8.76014        43.4477                 NaN   1.10050        30.0217     
  1185.79        2500.00                 NaN            NaN            NaN            NaN   7.69296        2.51217        6.46525        8.76070        43.4468                 NaN   1.10036        30.0217     
  1184.21        2500.00                 NaN            NaN            NaN            NaN   7.68032        2.51130        6.47913        8.76126        43.4459                 NaN   1.10023        30.0218     
  1182.64        2500.00                 NaN            NaN            NaN            NaN   7.66728        2.51047        6.49339        8.76181        43.4450                 NaN   1.10010        30.0219     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   7.65382        2.50969        6.50801        8.76237        43.4442                 NaN   1.09997        30.0220     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   7.63992        2.50896        6.52302        8.76293        43.4433                 NaN   1.09983        30.0221     
  1177.91        2500.00                 NaN            NaN            NaN            NaN   7.62557        2.50830        6.53841        8.76349        43.4424                 NaN   1.09970        30.0222     
  1176.34        2500.00                 NaN            NaN            NaN            NaN   7.61076        2.50768        6.55422        8.76404        43.4415                 NaN   1.09957        30.0223     
  1174.77        2500.00                 NaN            NaN            NaN            NaN   7.59547        2.50710        6.57047        8.76460        43.4406                 NaN   1.09944        30.0223     
  1173.19        2500.00                 NaN            NaN            NaN            NaN   7.57967        2.50657        6.58717        8.76516        43.4397                 NaN   1.09931        30.0224     
  1171.62        2500.00                 NaN            NaN            NaN            NaN   7.56337        2.50611        6.60432        8.76572        43.4388                 NaN   1.09918        30.0225     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   14.9994        1.74381                 NaN   8.84545        43.3128                 NaN   1.07082        30.0277     
  1168.47        2500.00                 NaN            NaN            NaN            NaN   14.9793        1.76497                 NaN   8.84888        43.3089                 NaN   1.07018        30.0278     
  1166.89        2500.00                 NaN            NaN            NaN            NaN   14.9572        1.78829                 NaN   8.85232        43.3047                 NaN   1.06948        30.0280     
  1165.32        2500.00                 NaN            NaN            NaN            NaN   14.9287        1.81759                 NaN   8.85552        43.3011                 NaN   1.06901        30.0282     
  1163.74        2500.00                 NaN            NaN            NaN            NaN   14.9054        1.84198                 NaN   8.85904        43.2972                 NaN   1.06830        30.0281     
  1162.17        2500.00                 NaN            NaN            NaN            NaN   7.42218        9.32000                 NaN   8.87346        43.2951                 NaN   1.06746        30.0218     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   6.27023        10.4777                 NaN   8.87994        43.2850                 NaN   1.06508        30.0221     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   5.32912        11.4237                 NaN   8.88599        43.2759                 NaN   1.06302        30.0223     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   16.7607                 NaN            NaN   8.89277        43.2635                 NaN   1.05987        30.0231     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   16.7005       0.761657E-001            NaN   8.90004        43.2437                 NaN   1.05399        30.0256     
  1154.30        2500.00                 NaN            NaN            NaN            NaN  0.310809        16.4653                 NaN   8.90175        43.2420                 NaN   1.05407        30.0261     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   16.2616       0.514155                 NaN   8.90361        43.2400                 NaN   1.05408        30.0265     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   16.0817       0.693798                 NaN   8.90558        43.2379                 NaN   1.05404        30.0270     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   15.6812        1.08883                 NaN   8.91372        43.2342                 NaN   1.05517        30.0269     
  1148.00        2500.00                 NaN            NaN            NaN            NaN   1.21850        15.5516                 NaN   8.91584        43.2317                 NaN   1.05500        30.0274     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   1.33698        15.4334                 NaN   8.91801        43.2291                 NaN   1.05480        30.0278     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   1.44593        15.3247                 NaN   8.92022        43.2264                 NaN   1.05457        30.0282     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   15.2242        1.54668                 NaN   8.92248        43.2237                 NaN   1.05433        30.0286     
  1141.70        2500.00                 NaN            NaN            NaN            NaN   15.1310        1.64024                 NaN   8.92478        43.2209                 NaN   1.05407        30.0290     
  1140.13        2500.00                 NaN            NaN            NaN            NaN   15.0441        1.72752                 NaN   8.92711        43.2180                 NaN   1.05379        30.0294     
  1138.55        2500.00                 NaN            NaN            NaN            NaN   14.9629        1.80920                 NaN   8.92947        43.2151                 NaN   1.05350        30.0298     
  1136.98        2500.00                 NaN            NaN            NaN            NaN   1.88592        14.8866                 NaN   8.93187        43.2122                 NaN   1.05320        30.0302     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   14.8149        1.95819                 NaN   8.93430        43.2091                 NaN   1.05288        30.0307     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   2.02645        14.7471                 NaN   8.93676        43.2060                 NaN   1.05255        30.0311     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   2.09107        14.6831                 NaN   8.93925        43.2029                 NaN   1.05222        30.0315     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   14.6223        2.15245                 NaN   8.94177        43.1997                 NaN   1.05187        30.0319     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   2.21083        14.5645                 NaN   8.94431        43.1965                 NaN   1.05151        30.0323     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   14.2527        2.53977                 NaN   8.98077        43.1491                 NaN   1.04235        30.0353     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   2.57748        14.2158                 NaN   8.98369        43.1455                 NaN   1.04187        30.0357     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   2.61283        14.1813                 NaN   8.98657        43.1418                 NaN   1.04141        30.0361     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.64602        14.1489                 NaN   8.98940        43.1382                 NaN   1.04094        30.0365     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   2.67714        14.1186                 NaN   8.99218        43.1347                 NaN   1.04049        30.0370     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   2.70639        14.0901                 NaN   8.99493        43.1311                 NaN   1.04003        30.0374     
  1118.08        2500.00                 NaN            NaN            NaN            NaN   2.73387        14.0634                 NaN   8.99764        43.1277                 NaN   1.03959        30.0378     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   2.75971        14.0384                 NaN   9.00031        43.1242                 NaN   1.03914        30.0382     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   2.78399        14.0149                 NaN   9.00294        43.1208                 NaN   1.03870        30.0387     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   13.9929        2.80685                 NaN   9.00554        43.1174                 NaN   1.03827        30.0391     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   13.9722        2.82836                 NaN   9.00810        43.1140                 NaN   1.03783        30.0395     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   2.84861        13.9527                 NaN   9.01064        43.1107                 NaN   1.03740        30.0399     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   13.9345        2.86766                 NaN   9.01314        43.1074                 NaN   1.03698        30.0404     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   2.88562        13.9174                 NaN   9.01561        43.1041                 NaN   1.03656        30.0408     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   2.90252        13.9013                 NaN   9.01806        43.1008                 NaN   1.03614        30.0412     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   2.91845        13.8862                 NaN   9.02048        43.0976                 NaN   1.03572        30.0416     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   2.93346        13.8720                 NaN   9.02287        43.0943                 NaN   1.03530        30.0421     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   2.94761        13.8586                 NaN   9.02524        43.0911                 NaN   1.03489        30.0425     
  1099.19        2500.00                 NaN            NaN            NaN            NaN   2.96093        13.8461                 NaN   9.02758        43.0879                 NaN   1.03448        30.0429     
  1097.62        2500.00                 NaN            NaN            NaN            NaN   2.97350        13.8344                 NaN   9.02990        43.0848                 NaN   1.03407        30.0434     
  1096.04        2500.00                 NaN            NaN            NaN            NaN   13.8234        2.98534                 NaN   9.03220        43.0816                 NaN   1.03366        30.0438     
  1094.47        2500.00                 NaN            NaN            NaN            NaN   2.99649        13.8131                 NaN   9.03448        43.0785                 NaN   1.03326        30.0442     
  1092.89        2500.00                 NaN            NaN            NaN            NaN   3.00701        13.8034                 NaN   9.03673        43.0753                 NaN   1.03285        30.0447     
  1091.32        2500.00                 NaN            NaN            NaN            NaN   3.01692        13.7944                 NaN   9.03897        43.0722                 NaN   1.03245        30.0451     
  1089.74        2500.00                 NaN            NaN            NaN            NaN   3.02625        13.7859                 NaN   9.04119        43.0691                 NaN   1.03205        30.0455     
  1088.17        2500.00                 NaN            NaN            NaN            NaN   13.7779        3.03505                 NaN   9.04339        43.0660                 NaN   1.03165        30.0460     
  1086.60        2500.00                 NaN            NaN            NaN            NaN   3.09259        13.7335                 NaN   9.06420        43.0359                 NaN   1.02564        30.0481     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   13.7083        3.11923                 NaN   9.06789        43.0309                 NaN   1.02495        30.0487     
  1083.45        2500.00                 NaN            NaN            NaN            NaN   3.14531        13.6836                 NaN   9.07158        43.0259                 NaN   1.02425        30.0494     
  1081.87        2500.00                 NaN            NaN            NaN            NaN   3.17084        13.6594                 NaN   9.07527        43.0209                 NaN   1.02356        30.0500     
  1080.30        2500.00                 NaN            NaN            NaN            NaN   3.19584        13.6358                 NaN   9.07895        43.0159                 NaN   1.02286        30.0506     
  1078.72        2500.00                 NaN            NaN            NaN            NaN   13.6128        3.22031                 NaN   9.08264        43.0109                 NaN   1.02216        30.0513     
  1077.15        2500.00                 NaN            NaN            NaN            NaN   3.24425        13.5902                 NaN   9.08632        43.0058                 NaN   1.02146        30.0519     
  1075.57        2500.00                 NaN            NaN            NaN            NaN   13.5682        3.26770                 NaN   9.09001        43.0008                 NaN   1.02076        30.0526     
  1074.00        2500.00                 NaN            NaN            NaN            NaN   13.5467        3.29065                 NaN   9.09369        42.9957                 NaN   1.02005        30.0533     
  1072.43        2500.00                 NaN            NaN            NaN            NaN   13.5256        3.31312                 NaN   9.09738        42.9906                 NaN   1.01935        30.0539     
  1070.85        2500.00                 NaN            NaN            NaN            NaN   13.5051        3.33511                 NaN   9.10106        42.9855                 NaN   1.01864        30.0546     
  1069.28        2500.00                 NaN            NaN            NaN            NaN   3.32234        13.5220                 NaN   9.10600        42.9774                 NaN   1.01696        30.0553     
  1067.70        2500.00                 NaN            NaN            NaN            NaN   13.5267        3.32086                 NaN   9.11099        42.9696                 NaN   1.01555        30.0562     
  1066.13        2500.00                 NaN            NaN            NaN            NaN   3.39799        13.4467                 NaN   9.11215        42.9701                 NaN   1.01648        30.0566     
  1064.55        2500.00                 NaN            NaN            NaN            NaN   3.35760        13.4937                 NaN   9.11877        42.9584                 NaN   1.01385        30.0576     
  1062.98        2500.00                 NaN            NaN            NaN            NaN   3.38283        13.4700                 NaN   9.12248        42.9531                 NaN   1.01315        30.0584     
  1061.40        2500.00                 NaN            NaN            NaN            NaN   3.59355        13.2436                 NaN   9.10210        42.9803                 NaN   1.02077        30.0596     
  1059.83        2500.00                 NaN            NaN            NaN            NaN   13.1817        3.67034                 NaN   9.09270        42.9780                 NaN   1.01411        30.0631     
  1058.26        2500.00                 NaN            NaN            NaN            NaN   3.54158        13.3003                 NaN   9.11631        42.9618                 NaN   1.01989        30.0601     
  1056.68        2500.00                 NaN            NaN            NaN            NaN   13.3184        3.53881                 NaN   9.13082        42.9385                 NaN   1.01142        30.0620     
  1055.11        2500.00                 NaN            NaN            NaN            NaN   13.3084        3.53781                 NaN   9.12666        42.9475                 NaN   1.01767        30.0619     
  1053.53        2500.00                 NaN            NaN            NaN            NaN   13.3357        3.52753                 NaN   9.13974        42.9246                 NaN   1.00901        30.0634     
  1051.96        2500.00                 NaN            NaN            NaN            NaN   3.52618        13.3418                 NaN   9.14729        42.9130                 NaN   1.00709        30.0646     
  1050.38        2500.00                 NaN            NaN            NaN            NaN   13.2779        3.58215                 NaN   9.14918        42.9178                 NaN   1.00918        30.0637     
  1048.81        2500.00                 NaN            NaN            NaN            NaN   13.2632        3.59847                 NaN   9.15291        42.9125                 NaN   1.00843        30.0645     
  1047.23        2500.00                 NaN            NaN            NaN            NaN   13.2497        3.61368                 NaN   9.15670        42.9070                 NaN   1.00763        30.0652     
  1045.66        2500.00                 NaN            NaN            NaN            NaN   13.2381        3.62730                 NaN   9.16059        42.9013                 NaN   1.00676        30.0660     
  1044.08        2500.00                 NaN            NaN            NaN            NaN   13.2267        3.64065                 NaN   9.16450        42.8955                 NaN   1.00588        30.0668     
  1042.51        2500.00                 NaN            NaN            NaN            NaN   3.65372        13.2156                 NaN   9.16841        42.8897                 NaN   1.00500        30.0675     
  1040.94        2500.00                 NaN            NaN            NaN            NaN   3.68215        13.1883                 NaN   9.17144        42.8851                 NaN   1.00457        30.0684     
  1039.36        2500.00                 NaN            NaN            NaN            NaN   3.69817        13.1744                 NaN   9.17527        42.8793                 NaN   1.00371        30.0692     
  1037.79        2500.00                 NaN            NaN            NaN            NaN   13.1610        3.71361                 NaN   9.17912        42.8734                 NaN   1.00283        30.0700     
  1036.21        2500.00                 NaN            NaN            NaN            NaN   3.72849        13.1483                 NaN   9.18300        42.8675                 NaN   1.00193        30.0709     
  1034.64        2500.00                 NaN            NaN            NaN            NaN   13.1361        3.74283                 NaN   9.18690        42.8615                 NaN   1.00102        30.0717     
  1033.06        2500.00                 NaN            NaN            NaN            NaN   3.75665        13.1245                 NaN   9.19082        42.8554                 NaN   1.00010        30.0725     
  1031.49        2500.00                 NaN            NaN            NaN            NaN   13.1134        3.76996                 NaN   9.19477        42.8493                 NaN  0.999157        30.0734     
  1029.91        2500.00                 NaN            NaN            NaN            NaN   3.78279        13.1029                 NaN   9.19874        42.8431                 NaN  0.998202        30.0742     
  1028.34        2500.00                 NaN            NaN            NaN            NaN   3.79515        13.0929                 NaN   9.20273        42.8369                 NaN  0.997231        30.0751     
  1026.77        2500.00                 NaN            NaN            NaN            NaN   13.0829        3.80746                 NaN   9.20673        42.8307                 NaN  0.996261        30.0759     
  1025.19        2500.00                 NaN            NaN            NaN            NaN   3.82092        13.0717                 NaN   9.21062        42.8246                 NaN  0.995335        30.0768     
  1023.62        2500.00                 NaN            NaN            NaN            NaN   13.0610        3.83401                 NaN   9.21454        42.8184                 NaN  0.994398        30.0777     
  1022.04        2500.00                 NaN            NaN            NaN            NaN   13.0505        3.84679                 NaN   9.21847        42.8122                 NaN  0.993451        30.0786     
  1020.47        2500.00                 NaN            NaN            NaN            NaN   13.0404        3.85926                 NaN   9.22242        42.8059                 NaN  0.992494        30.0795     
  1018.89        2500.00                 NaN            NaN            NaN            NaN   13.0307        3.87140                 NaN   9.22638        42.7996                 NaN  0.991528        30.0804     
  1017.32        2500.00                 NaN            NaN            NaN            NaN   3.88329        13.0212                 NaN   9.23035        42.7933                 NaN  0.990551        30.0813     
  1015.74        2500.00                 NaN            NaN            NaN            NaN   13.0121        3.89487                 NaN   9.23434        42.7869                 NaN  0.989564        30.0822     
  1014.17        2500.00                 NaN            NaN            NaN            NaN   3.90618        13.0033                 NaN   9.23834        42.7805                 NaN  0.988568        30.0832     
  1012.60        2500.00                 NaN            NaN            NaN            NaN   3.91722        12.9947                 NaN   9.24236        42.7740                 NaN  0.987561        30.0841     
  1011.02        2500.00                 NaN            NaN            NaN            NaN   3.92801        12.9865                 NaN   9.24639        42.7675                 NaN  0.986544        30.0850     
  1009.45        2500.00                 NaN            NaN            NaN            NaN   12.9785        3.93855                 NaN   9.25043        42.7610                 NaN  0.985518        30.0860     
  1007.87        2500.00                 NaN            NaN            NaN            NaN   3.94885        12.9709                 NaN   9.25449        42.7544                 NaN  0.984481        30.0869     
  1006.30        2500.00                 NaN            NaN            NaN            NaN   3.95892        12.9634                 NaN   9.25856        42.7477                 NaN  0.983435        30.0879     
  1004.72        2500.00                 NaN            NaN            NaN            NaN   3.96876        12.9563                 NaN   9.26264        42.7411                 NaN  0.982378        30.0889     
  1003.15        2500.00                 NaN            NaN            NaN            NaN   3.97838        12.9494                 NaN   9.26674        42.7343                 NaN  0.981312        30.0899     
  1001.57        2500.00                 NaN            NaN            NaN            NaN   3.98779        12.9427                 NaN   9.27086        42.7276                 NaN  0.980235        30.0908     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.99700        12.9363                 NaN   9.27498        42.7208                 NaN  0.979149        30.0918     
