|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1305.45        2500.00        99.1875                 NaN            NaN  0.158679       0.380972                 NaN            NaN  0.272881                 NaN            NaN            NaN            NaN
  1303.87        2500.00        99.1956                 NaN            NaN  0.156380       0.378264                 NaN            NaN  0.269791                 NaN            NaN            NaN            NaN
  1302.30        2500.00        99.2010                 NaN            NaN  0.149473       0.382766                 NaN            NaN  0.266767                 NaN            NaN            NaN            NaN
  1300.72        2500.00        99.2095                 NaN            NaN  0.149073       0.377580                 NaN            NaN  0.263814                 NaN            NaN            NaN            NaN
  1299.15        2500.00        99.2159                 NaN            NaN  0.143541       0.379583                 NaN            NaN  0.260949                 NaN            NaN            NaN            NaN
  1297.57        2500.00        99.2245                 NaN            NaN  0.142682       0.374632                 NaN            NaN  0.258181                 NaN            NaN            NaN            NaN
  1296.00        2500.00        99.2301                 NaN            NaN  0.137035       0.166662E-002  0.376327                 NaN  0.254853                 NaN            NaN            NaN            NaN
  1294.42        2500.00        99.2340                 NaN            NaN  0.133118       0.379987                 NaN            NaN  0.252935                 NaN            NaN            NaN            NaN
  1292.85        2500.00        92.3307                 NaN            NaN  0.479601        1.26168       0.383897                 NaN   1.13720        4.40690                 NaN            NaN            NaN
  1291.28        2500.00        82.4099                 NaN            NaN  0.400519        3.35037       0.484306                 NaN   2.45329        10.2667       0.634916                 NaN            NaN
  1289.70        2500.00        83.6751                 NaN            NaN  0.271777       0.583889        3.11358                 NaN   2.28489        9.45328       0.617522                 NaN            NaN
  1288.13        2500.00        85.6688                 NaN            NaN  0.183874        2.70910       0.661226                 NaN   2.01814        8.23270       0.526199                 NaN            NaN
  1286.55        2500.00        87.2457                 NaN            NaN  0.117493        3.10198                 NaN            NaN   1.80598        7.27337       0.455476                 NaN            NaN
  1284.98        2500.00        88.4875                 NaN            NaN  0.681442E-001   2.88575                 NaN            NaN   1.63797        6.52042       0.400248                 NaN            NaN
  1283.40        2500.00        87.7002                 NaN            NaN  0.492388        1.17758        1.25623                 NaN   1.89101        7.02377       0.458772                 NaN            NaN
  1281.83        2500.00        91.2986                 NaN            NaN            NaN  0.919687        1.42756                 NaN   1.13977        5.00862       0.947163E-001  0.111020                 NaN
  1280.25        2500.00        89.9541                 NaN            NaN  0.131264        1.45062        1.04386                 NaN   1.45542        5.63822       0.326557                 NaN            NaN
  1278.68        2500.00        94.2282                 NaN            NaN            NaN   1.73968                 NaN            NaN  0.826892        3.08702       0.823092E-001  0.358800E-001            NaN
  1277.11        2500.00        92.1722                 NaN            NaN            NaN  0.521463        1.56829                 NaN   1.13088        4.35141       0.255742                 NaN            NaN
  1275.53        2500.00        84.6750                 NaN            NaN            NaN   4.24944                 NaN            NaN   2.30261        8.42021       0.215985       0.136793                 NaN
  1273.96        2500.00        99.6630                 NaN            NaN            NaN  0.182850                 NaN            NaN  0.814605E-001  0.726409E-001            NaN            NaN            NaN
  1272.38        2500.00        91.4909                 NaN            NaN            NaN  0.868956        1.32160                 NaN   1.24180        4.91588                 NaN  0.160839                 NaN
  1270.81        2500.00        95.7483                 NaN            NaN            NaN  0.161349E-001   1.54894                 NaN  0.558348        2.05758                 NaN  0.707406E-001            NaN
  1269.23        2500.00        96.4227                 NaN            NaN  0.398245E-001  0.436401       0.540016                 NaN  0.481332        2.03189                 NaN  0.478108E-001            NaN
  1267.66        2500.00        93.4573                 NaN            NaN            NaN   2.03199                 NaN            NaN  0.960641        3.45477                 NaN  0.953264E-001            NaN
  1266.08        2500.00        94.1511                 NaN            NaN            NaN   1.76913                 NaN            NaN  0.862383        3.12992                 NaN  0.874392E-001            NaN
  1264.51        2500.00        90.8696                 NaN            NaN            NaN   2.00454       0.742913                 NaN   1.41039        4.81716                 NaN  0.155365                 NaN
  1262.94        2500.00        93.7932                 NaN            NaN  0.137696E-001   1.23121                 NaN            NaN  0.851813        3.99409                 NaN  0.115889                 NaN
  1261.36        2500.00        98.9285                 NaN            NaN            NaN  0.103068       0.805755                 NaN  0.162672                 NaN            NaN            NaN            NaN
  1259.79        2500.00        94.6109                 NaN            NaN            NaN   1.03834       0.406480                 NaN  0.734723        3.15558                 NaN  0.539469E-001            NaN
  1258.21        2500.00        96.6112                 NaN            NaN            NaN   1.21193                 NaN            NaN  0.507400        1.62091                 NaN  0.485070E-001            NaN
  1256.64        2500.00        95.9389                 NaN            NaN            NaN   1.27461                 NaN            NaN  0.597646        2.13257                 NaN  0.562740E-001            NaN
  1255.06        2500.00        95.6324                 NaN            NaN            NaN   1.35798                 NaN            NaN  0.647090        2.30385                 NaN  0.586380E-001            NaN
  1253.49        2500.00        89.8900                 NaN            NaN            NaN   1.61317        1.22608                 NaN   1.49818        5.61628                 NaN  0.156241                 NaN
  1251.91        2500.00        99.6555                 NaN            NaN            NaN  0.139516       0.118719                 NaN  0.271166E-001  0.591880E-001            NaN            NaN            NaN
  1250.34        2500.00        98.6073                 NaN            NaN            NaN  0.422422                 NaN            NaN  0.209378       0.746758                 NaN  0.141686E-001            NaN
  1248.76        2500.00        85.6446                 NaN            NaN  0.728685        3.04556                 NaN            NaN   2.23336        8.12037                 NaN  0.227477                 NaN
  1247.19        2500.00        99.8408                 NaN            NaN            NaN  0.151695                 NaN            NaN  0.755483E-002            NaN            NaN            NaN            NaN
  1245.62        2500.00        99.9306                 NaN            NaN            NaN  0.694221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.04        2500.00        94.8379                 NaN            NaN            NaN   1.52732                 NaN            NaN  0.708129        2.84584                 NaN  0.808234E-001            NaN
  1242.47        2500.00        99.7655                 NaN            NaN            NaN  0.113295                 NaN            NaN            NaN  0.121175                 NaN            NaN            NaN
  1240.89        2500.00        98.7307                 NaN            NaN            NaN  0.769397                 NaN            NaN  0.231474       0.268413                 NaN            NaN            NaN
  1239.32        2500.00        94.6127                 NaN            NaN            NaN   1.23563                 NaN            NaN  0.604497        3.45642                 NaN  0.907778E-001            NaN
  1237.74        2500.00        99.7318                 NaN            NaN            NaN  0.122559                 NaN            NaN  0.135211                 NaN            NaN  0.104626E-001            NaN
  1236.17        2500.00        99.4733                 NaN            NaN            NaN            NaN            NaN            NaN  0.702201E-001  0.435061                 NaN  0.214227E-001            NaN
  1234.59        2500.00        98.9471                 NaN            NaN            NaN  0.421889                 NaN            NaN  0.239632       0.388582                 NaN  0.274939E-002            NaN
  1233.02        2500.00        94.3717                 NaN            NaN  0.111759        1.54940                 NaN            NaN  0.916143        2.98324                 NaN  0.677822E-001            NaN
  1231.45        2500.00        99.3041                 NaN            NaN  0.141802E-001  0.929860E-001            NaN            NaN  0.583468E-001  0.525795                 NaN  0.459850E-002            NaN
  1229.87        2500.00        81.9366                 NaN            NaN            NaN   2.27364       0.353355                 NaN   1.77172        7.86193                 NaN  0.108952        5.69382     
  1228.30        2500.00        99.1506                 NaN            NaN            NaN  0.178146                 NaN            NaN  0.217552E-001  0.630339                 NaN  0.191920E-001            NaN
  1226.72        2500.00        90.1013                 NaN            NaN            NaN  0.753312       0.577376                 NaN  0.914282        4.38502                 NaN  0.599403E-001   3.20872     
  1225.15        2500.00                 NaN            NaN            NaN            NaN   12.4116                 NaN            NaN   8.55286        46.6556                 NaN  0.638778        31.7412     
  1223.57        2500.00                 NaN            NaN            NaN            NaN   12.4272                 NaN            NaN   8.56142        46.6314                 NaN  0.634901        31.7451     
  1222.00        2500.00                 NaN            NaN            NaN            NaN   12.4280                 NaN            NaN   8.56626        46.6254                 NaN  0.634447        31.7459     
  1220.42        2500.00                 NaN            NaN            NaN            NaN   12.4290                 NaN            NaN   8.57155        46.6189                 NaN  0.633922        31.7467     
  1218.85        2500.00                 NaN            NaN            NaN            NaN   12.4158                 NaN            NaN   8.57340        46.6304                 NaN  0.635940        31.7444     
  1217.28        2500.00                 NaN            NaN            NaN            NaN   12.4170                 NaN            NaN   8.57713        46.6247                 NaN  0.635515        31.7457     
  1215.70        2500.00                 NaN            NaN            NaN            NaN   12.4324                 NaN            NaN   8.58833        46.5982                 NaN  0.632170        31.7489     
  1214.13        2500.00                 NaN            NaN            NaN            NaN   5.91362        1.98186        4.46262        8.54932        46.7041                 NaN  0.647915        31.7406     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   12.4154       0.318908E-002            NaN   8.58916        46.6104                 NaN  0.634277        31.7476     
  1210.98        2500.00                 NaN            NaN            NaN            NaN   12.3904       0.287155E-001            NaN   8.59294        46.6056                 NaN  0.633959        31.7484     
  1209.40        2500.00                 NaN            NaN            NaN            NaN  0.700575E-001   12.3606                 NaN   8.61136        46.5770                 NaN  0.630517        31.7505     
  1207.83        2500.00                 NaN            NaN            NaN            NaN  0.890017E-001   12.3420                 NaN   8.61464        46.5731                 NaN  0.630084        31.7512     
  1206.25        2500.00                 NaN            NaN            NaN            NaN  0.144365        12.2873                 NaN   8.61869        46.5675                 NaN  0.629826        31.7523     
  1204.68        2500.00                 NaN            NaN            NaN            NaN  0.180219        12.2519                 NaN   8.62253        46.5627                 NaN  0.629508        31.7532     
  1203.11        2500.00                 NaN            NaN            NaN            NaN  0.222611        12.2100                 NaN   8.62411        46.5600                 NaN  0.629154        31.7542     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   4.56317        1.98665        5.82401        8.57486        46.6577                 NaN  0.642887        31.7507     
  1199.96        2500.00                 NaN            NaN            NaN            NaN  0.302850        12.1302                 NaN   8.63071        46.5517                 NaN  0.628639        31.7559     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   5.78624        1.91290        4.69586        8.64912        46.5711                 NaN  0.634776        31.7500     
  1196.81        2500.00                 NaN            NaN            NaN            NaN   5.77873        1.91212        4.70416        8.64967        46.5696                 NaN  0.634686        31.7510     
  1195.23        2500.00                 NaN            NaN            NaN            NaN   5.77099        1.91137        4.71266        8.65021        46.5681                 NaN  0.634596        31.7521     
  1193.66        2500.00                 NaN            NaN            NaN            NaN   5.76303        1.91065        4.72135        8.65076        46.5666                 NaN  0.634505        31.7532     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   5.75482        1.90996        4.73026        8.65130        46.5650                 NaN  0.634415        31.7542     
  1190.51        2500.00                 NaN            NaN            NaN            NaN   5.74636        1.90931        4.73939        8.65184        46.5635                 NaN  0.634325        31.7553     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   5.73763        1.90869        4.74875        8.65239        46.5620                 NaN  0.634234        31.7564     
  1187.36        2500.00                 NaN            NaN            NaN            NaN   5.72863        1.90812        4.75834        8.65293        46.5604                 NaN  0.634144        31.7574     
  1185.79        2500.00                 NaN            NaN            NaN            NaN   5.71935        1.90757        4.76819        8.65347        46.5589                 NaN  0.634054        31.7585     
  1184.21        2500.00                 NaN            NaN            NaN            NaN   5.70978        1.90706        4.77828        8.65401        46.5573                 NaN  0.633964        31.7596     
  1182.64        2500.00                 NaN            NaN            NaN            NaN   5.69991        1.90658        4.78865        8.65455        46.5558                 NaN  0.633874        31.7606     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   5.68973        1.90615        4.79928        8.65509        46.5543                 NaN  0.633784        31.7617     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   5.67923        1.90575        4.81020        8.65563        46.5527                 NaN  0.633694        31.7628     
  1177.91        2500.00                 NaN            NaN            NaN            NaN   5.66839        1.90540        4.82141        8.65617        46.5512                 NaN  0.633605        31.7638     
  1176.34        2500.00                 NaN            NaN            NaN            NaN   5.65721        1.90510        4.83292        8.65671        46.5496                 NaN  0.633515        31.7649     
  1174.77        2500.00                 NaN            NaN            NaN            NaN   5.64567        1.90482        4.84476        8.65725        46.5481                 NaN  0.633426        31.7660     
  1173.19        2500.00                 NaN            NaN            NaN            NaN   5.63376        1.90459        4.85692        8.65779        46.5465                 NaN  0.633337        31.7671     
  1171.62        2500.00                 NaN            NaN            NaN            NaN   5.62148        1.90440        4.86942        8.65833        46.5450                 NaN  0.633248        31.7682     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   11.1347        1.32649                 NaN   8.73719        46.4097                 NaN  0.616907        31.7751     
  1168.47        2500.00                 NaN            NaN            NaN            NaN   11.1192        1.34282                 NaN   8.74056        46.4049                 NaN  0.616520        31.7761     
  1166.89        2500.00                 NaN            NaN            NaN            NaN   11.1022        1.36080                 NaN   8.74393        46.3998                 NaN  0.616103        31.7772     
  1165.32        2500.00                 NaN            NaN            NaN            NaN   11.0802        1.38334                 NaN   8.74707        46.3952                 NaN  0.615818        31.7783     
  1163.74        2500.00                 NaN            NaN            NaN            NaN   11.0623        1.40215                 NaN   8.75053        46.3904                 NaN  0.615396        31.7792     
  1162.17        2500.00                 NaN            NaN            NaN            NaN   5.49669        6.96284                 NaN   8.76473        46.3874                 NaN  0.614895        31.7734     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   4.64579        7.81882                 NaN   8.77113        46.3761                 NaN  0.613514        31.7747     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   3.95060        8.51833                 NaN   8.77710        46.3657                 NaN  0.612314        31.7760     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   12.4758                 NaN            NaN   8.78381        46.3520                 NaN  0.610490        31.7779     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   12.4314       0.580333E-001            NaN   8.79107        46.3306                 NaN  0.607095        31.7818     
  1154.30        2500.00                 NaN            NaN            NaN            NaN  0.236861        12.2521                 NaN   8.79272        46.3280                 NaN  0.607130        31.7832     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   12.0967       0.391901                 NaN   8.79452        46.3252                 NaN  0.607121        31.7845     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   11.9594       0.528929                 NaN   8.79643        46.3222                 NaN  0.607078        31.7859     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   11.6542       0.830246                 NaN   8.80435        46.3170                 NaN  0.607713        31.7864     
  1148.00        2500.00                 NaN            NaN            NaN            NaN  0.929314        11.5552                 NaN   8.80641        46.3137                 NaN  0.607597        31.7878     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   1.01988        11.4648                 NaN   8.80853        46.3102                 NaN  0.607466        31.7891     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   1.10322        11.3816                 NaN   8.81068        46.3067                 NaN  0.607323        31.7905     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   11.3047        1.18033                 NaN   8.81289        46.3031                 NaN  0.607168        31.7918     
  1141.70        2500.00                 NaN            NaN            NaN            NaN   11.2334        1.25200                 NaN   8.81513        46.2994                 NaN  0.607003        31.7931     
  1140.13        2500.00                 NaN            NaN            NaN            NaN   11.1668        1.31888                 NaN   8.81740        46.2956                 NaN  0.606831        31.7945     
  1138.55        2500.00                 NaN            NaN            NaN            NaN   11.1045        1.38153                 NaN   8.81971        46.2918                 NaN  0.606649        31.7958     
  1136.98        2500.00                 NaN            NaN            NaN            NaN   1.44041        11.0459                 NaN   8.82205        46.2879                 NaN  0.606461        31.7972     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   10.9908        1.49591                 NaN   8.82442        46.2840                 NaN  0.606265        31.7985     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   1.54838        10.9388                 NaN   8.82683        46.2800                 NaN  0.606062        31.7999     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   1.59808        10.8896                 NaN   8.82926        46.2760                 NaN  0.605853        31.8012     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   10.8428        1.64532                 NaN   8.83172        46.2719                 NaN  0.605639        31.8026     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   1.69029        10.7983                 NaN   8.83421        46.2678                 NaN  0.605418        31.8040     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   10.5642        1.94220                 NaN   8.87009        46.2157                 NaN  0.600124        31.8076     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   1.97150        10.5356                 NaN   8.87295        46.2111                 NaN  0.599838        31.8090     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   1.99902        10.5087                 NaN   8.87577        46.2066                 NaN  0.599554        31.8104     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.02488        10.4836                 NaN   8.87854        46.2020                 NaN  0.599275        31.8117     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   2.04917        10.4599                 NaN   8.88127        46.1976                 NaN  0.598997        31.8131     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   2.07203        10.4377                 NaN   8.88396        46.1931                 NaN  0.598723        31.8144     
  1118.08        2500.00                 NaN            NaN            NaN            NaN   2.09354        10.4169                 NaN   8.88661        46.1887                 NaN  0.598451        31.8158     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   2.11380        10.3973                 NaN   8.88922        46.1844                 NaN  0.598182        31.8172     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   2.13287        10.3789                 NaN   8.89179        46.1800                 NaN  0.597916        31.8185     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   10.3615        2.15086                 NaN   8.89434        46.1757                 NaN  0.597651        31.8199     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   10.3452        2.16781                 NaN   8.89685        46.1715                 NaN  0.597389        31.8213     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   2.18380        10.3299                 NaN   8.89933        46.1672                 NaN  0.597128        31.8226     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   10.3155        2.19888                 NaN   8.90178        46.1630                 NaN  0.596869        31.8240     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   2.21311        10.3019                 NaN   8.90420        46.1588                 NaN  0.596612        31.8254     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   2.22655        10.2891                 NaN   8.90659        46.1547                 NaN  0.596357        31.8268     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   2.23924        10.2770                 NaN   8.90896        46.1505                 NaN  0.596103        31.8281     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   2.25122        10.2657                 NaN   8.91130        46.1464                 NaN  0.595851        31.8295     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   2.26254        10.2550                 NaN   8.91361        46.1423                 NaN  0.595600        31.8309     
  1099.19        2500.00                 NaN            NaN            NaN            NaN   2.27324        10.2450                 NaN   8.91591        46.1383                 NaN  0.595350        31.8322     
  1097.62        2500.00                 NaN            NaN            NaN            NaN   2.28334        10.2355                 NaN   8.91818        46.1342                 NaN  0.595101        31.8336     
  1096.04        2500.00                 NaN            NaN            NaN            NaN   10.2266        2.29290                 NaN   8.92043        46.1302                 NaN  0.594854        31.8350     
  1094.47        2500.00                 NaN            NaN            NaN            NaN   2.30193        10.2183                 NaN   8.92266        46.1262                 NaN  0.594607        31.8364     
  1092.89        2500.00                 NaN            NaN            NaN            NaN   2.31047        10.2104                 NaN   8.92487        46.1222                 NaN  0.594362        31.8378     
  1091.32        2500.00                 NaN            NaN            NaN            NaN   2.31855        10.2030                 NaN   8.92706        46.1182                 NaN  0.594117        31.8391     
  1089.74        2500.00                 NaN            NaN            NaN            NaN   2.32618        10.1960                 NaN   8.92923        46.1142                 NaN  0.593873        31.8405     
  1088.17        2500.00                 NaN            NaN            NaN            NaN   10.1894        2.33340                 NaN   8.93138        46.1103                 NaN  0.593630        31.8419     
  1086.60        2500.00                 NaN            NaN            NaN            NaN   2.37808        10.1582                 NaN   8.95184        46.0769                 NaN  0.590154        31.8449     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   10.1385        2.39903                 NaN   8.95546        46.0708                 NaN  0.589741        31.8464     
  1083.45        2500.00                 NaN            NaN            NaN            NaN   2.41956        10.1193                 NaN   8.95907        46.0648                 NaN  0.589327        31.8480     
  1081.87        2500.00                 NaN            NaN            NaN            NaN   2.43966        10.1005                 NaN   8.96268        46.0587                 NaN  0.588913        31.8495     
  1080.30        2500.00                 NaN            NaN            NaN            NaN   2.45936        10.0822                 NaN   8.96629        46.0526                 NaN  0.588498        31.8511     
  1078.72        2500.00                 NaN            NaN            NaN            NaN   10.0642        2.47866                 NaN   8.96990        46.0465                 NaN  0.588082        31.8526     
  1077.15        2500.00                 NaN            NaN            NaN            NaN   2.49756        10.0466                 NaN   8.97351        46.0404                 NaN  0.587666        31.8542     
  1075.57        2500.00                 NaN            NaN            NaN            NaN   10.0295        2.51608                 NaN   8.97712        46.0343                 NaN  0.587248        31.8558     
  1074.00        2500.00                 NaN            NaN            NaN            NaN   10.0127        2.53422                 NaN   8.98073        46.0281                 NaN  0.586830        31.8574     
  1072.43        2500.00                 NaN            NaN            NaN            NaN   9.99629        2.55200                 NaN   8.98434        46.0220                 NaN  0.586410        31.8590     
  1070.85        2500.00                 NaN            NaN            NaN            NaN   9.98026        2.56942                 NaN   8.98795        46.0158                 NaN  0.585989        31.8606     
  1069.28        2500.00                 NaN            NaN            NaN            NaN   2.56052        9.99267                 NaN   8.99283        46.0066                 NaN  0.585013        31.8624     
  1067.70        2500.00                 NaN            NaN            NaN            NaN   9.99628        2.55994                 NaN   8.99774        45.9977                 NaN  0.584191        31.8642     
  1066.13        2500.00                 NaN            NaN            NaN            NaN   2.61930        9.93464                 NaN   8.99881        45.9972                 NaN  0.584707        31.8654     
  1064.55        2500.00                 NaN            NaN            NaN            NaN   2.58921        9.97045                 NaN   9.00538        45.9843                 NaN  0.583186        31.8675     
  1062.98        2500.00                 NaN            NaN            NaN            NaN   2.60899        9.95214                 NaN   9.00901        45.9779                 NaN  0.582765        31.8692     
  1061.40        2500.00                 NaN            NaN            NaN            NaN   2.77154        9.77570                 NaN   8.98876        46.0058                 NaN  0.587132        31.8710     
  1059.83        2500.00                 NaN            NaN            NaN            NaN   9.72598        2.83133                 NaN   8.97961        46.0036                 NaN  0.583299        31.8762     
  1058.26        2500.00                 NaN            NaN            NaN            NaN   2.73245        9.82044                 NaN   9.00274        45.9845                 NaN  0.586596        31.8733     
  1056.68        2500.00                 NaN            NaN            NaN            NaN   9.83466        2.73082                 NaN   9.01710        45.9593                 NaN  0.581716        31.8764     
  1055.11        2500.00                 NaN            NaN            NaN            NaN   9.82592        2.73053                 NaN   9.01296        45.9681                 NaN  0.585300        31.8772     
  1053.53        2500.00                 NaN            NaN            NaN            NaN   9.84700        2.72373                 NaN   9.02590        45.9432                 NaN  0.580306        31.8799     
  1051.96        2500.00                 NaN            NaN            NaN            NaN   2.72307        9.85202                 NaN   9.03336        45.9303                 NaN  0.579194        31.8821     
  1050.38        2500.00                 NaN            NaN            NaN            NaN   9.80248        2.76622                 NaN   9.03509        45.9342                 NaN  0.580373        31.8817     
  1048.81        2500.00                 NaN            NaN            NaN            NaN   9.79094        2.77931                 NaN   9.03874        45.9278                 NaN  0.579927        31.8833     
  1047.23        2500.00                 NaN            NaN            NaN            NaN   9.78037        2.79155                 NaN   9.04245        45.9212                 NaN  0.579456        31.8850     
  1045.66        2500.00                 NaN            NaN            NaN            NaN   9.77119        2.80257                 NaN   9.04628        45.9143                 NaN  0.578943        31.8867     
  1044.08        2500.00                 NaN            NaN            NaN            NaN   9.76225        2.81337                 NaN   9.05011        45.9074                 NaN  0.578425        31.8884     
  1042.51        2500.00                 NaN            NaN            NaN            NaN   2.82397        9.75354                 NaN   9.05394        45.9005                 NaN  0.577904        31.8901     
  1040.94        2500.00                 NaN            NaN            NaN            NaN   2.84641        9.73225                 NaN   9.05690        45.8949                 NaN  0.577643        31.8919     
  1039.36        2500.00                 NaN            NaN            NaN            NaN   2.85924        9.72136                 NaN   9.06066        45.8879                 NaN  0.577133        31.8937     
  1037.79        2500.00                 NaN            NaN            NaN            NaN   9.71095        2.87163                 NaN   9.06444        45.8810                 NaN  0.576614        31.8954     
  1036.21        2500.00                 NaN            NaN            NaN            NaN   2.88359        9.70100                 NaN   9.06824        45.8739                 NaN  0.576086        31.8972     
  1034.64        2500.00                 NaN            NaN            NaN            NaN   9.69151        2.89514                 NaN   9.07207        45.8668                 NaN  0.575550        31.8989     
  1033.06        2500.00                 NaN            NaN            NaN            NaN   2.90629        9.68245                 NaN   9.07592        45.8596                 NaN  0.575006        31.9007     
  1031.49        2500.00                 NaN            NaN            NaN            NaN   9.67382        2.91705                 NaN   9.07979        45.8524                 NaN  0.574452        31.9025     
  1029.91        2500.00                 NaN            NaN            NaN            NaN   2.92744        9.66559                 NaN   9.08368        45.8451                 NaN  0.573890        31.9043     
  1028.34        2500.00                 NaN            NaN            NaN            NaN   2.93747        9.65777                 NaN   9.08760        45.8378                 NaN  0.573320        31.9061     
  1026.77        2500.00                 NaN            NaN            NaN            NaN   9.64998        2.94748                 NaN   9.09152        45.8304                 NaN  0.572749        31.9079     
  1025.19        2500.00                 NaN            NaN            NaN            NaN   2.95836        9.64125                 NaN   9.09535        45.8231                 NaN  0.572203        31.9097     
  1023.62        2500.00                 NaN            NaN            NaN            NaN   9.63283        2.96897                 NaN   9.09919        45.8158                 NaN  0.571652        31.9115     
  1022.04        2500.00                 NaN            NaN            NaN            NaN   9.62467        2.97934                 NaN   9.10305        45.8085                 NaN  0.571095        31.9133     
  1020.47        2500.00                 NaN            NaN            NaN            NaN   9.61678        2.98947                 NaN   9.10692        45.8011                 NaN  0.570532        31.9152     
  1018.89        2500.00                 NaN            NaN            NaN            NaN   9.60917        2.99936                 NaN   9.11081        45.7937                 NaN  0.569964        31.9170     
  1017.32        2500.00                 NaN            NaN            NaN            NaN   3.00905        9.60178                 NaN   9.11470        45.7862                 NaN  0.569390        31.9189     
  1015.74        2500.00                 NaN            NaN            NaN            NaN   9.59465        3.01851                 NaN   9.11861        45.7787                 NaN  0.568810        31.9207     
  1014.17        2500.00                 NaN            NaN            NaN            NaN   3.02776        9.58776                 NaN   9.12254        45.7711                 NaN  0.568224        31.9226     
  1012.60        2500.00                 NaN            NaN            NaN            NaN   3.03681        9.58110                 NaN   9.12648        45.7635                 NaN  0.567633        31.9245     
  1011.02        2500.00                 NaN            NaN            NaN            NaN   3.04566        9.57467                 NaN   9.13044        45.7558                 NaN  0.567036        31.9264     
  1009.45        2500.00                 NaN            NaN            NaN            NaN   9.56845        3.05433                 NaN   9.13440        45.7481                 NaN  0.566433        31.9282     
  1007.87        2500.00                 NaN            NaN            NaN            NaN   3.06281        9.56245                 NaN   9.13839        45.7404                 NaN  0.565825        31.9301     
  1006.30        2500.00                 NaN            NaN            NaN            NaN   3.07111        9.55666                 NaN   9.14238        45.7326                 NaN  0.565210        31.9320     
  1004.72        2500.00                 NaN            NaN            NaN            NaN   3.07924        9.55106                 NaN   9.14639        45.7248                 NaN  0.564591        31.9340     
  1003.15        2500.00                 NaN            NaN            NaN            NaN   3.08721        9.54566                 NaN   9.15042        45.7169                 NaN  0.563965        31.9359     
  1001.57        2500.00                 NaN            NaN            NaN            NaN   3.09501        9.54046                 NaN   9.15445        45.7089                 NaN  0.563334        31.9378     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.10266        9.53544                 NaN   9.15851        45.7010                 NaN  0.562697        31.9397     
