|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.6355       0.364527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.6219       0.378093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.6083       0.391659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5948       0.405224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5812       0.418790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5676       0.432355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5541       0.445920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5405       0.459486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5269       0.473051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5011       0.498902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.4752       0.524753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.4494       0.550603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4235       0.576454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3977       0.602304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3718       0.628154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3460       0.654004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3201       0.679854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2490       0.751038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1778       0.822222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1066       0.893405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0354       0.964588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.9642        1.03577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.8930        1.10695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.8219        1.17813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.7507        1.24931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.5656        1.43436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.3806        1.61940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.1956        1.80445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.0105        1.98949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.7079        2.29206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.4054        2.59463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.0185        2.97640       0.507208E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.5822        3.39216       0.255917E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.0112        3.94417       0.445813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        95.4402        4.49619       0.635711E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.8692        5.04822       0.825613E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        94.2982        5.60025       0.101552                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        93.7272        6.15230       0.120542                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        93.1561        6.70435       0.139533                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        92.5851        7.25641       0.158525                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        92.0140        7.80848       0.177516                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        91.3872        8.41816       0.194660                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        90.7603        9.02785       0.211804                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        90.1335        9.63755       0.228948                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        89.5066        10.2473       0.246092                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        88.8798        10.8570       0.263237                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        88.2529        11.4667       0.280383                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        87.6260        12.0765       0.297528                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        86.9991        12.6863       0.314674                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.3872        13.2823       0.330458                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.7754        13.8784       0.346243                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.1635        14.4744       0.362027                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.5517        15.0705       0.377812                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        83.9398        15.6666       0.393598                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.3279        16.2627       0.409384                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        82.7160        16.8589       0.425170                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.1040        17.4550       0.440956                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        81.5122        18.0323       0.455565                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        80.9203        18.6095       0.470174                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.3284        19.1868       0.484784                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        79.7365        19.7641       0.499394                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.1446        20.3414       0.514005                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        78.5526        20.9188       0.528615                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        77.9607        21.4961       0.543227                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        77.3687        22.0735       0.557838                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        76.7950        22.6335       0.571490                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        76.2212        23.1936       0.585142                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        75.6475        23.7538       0.598795                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        75.0737        24.3139       0.612448                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        74.4999        24.8740       0.626101                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.9261        25.4342       0.639755                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        73.3522        25.9943       0.653409                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.7784        26.5545       0.667064                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.2170        27.1032       0.679759                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.6556        27.6519       0.692454                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        71.0942        28.2007       0.705150                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.5328        28.7494       0.717846                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.9713        29.2981       0.730542                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.4098        29.8469       0.743239                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.8484        30.3957       0.755936                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.2869        30.9445       0.768634                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.7369        31.4826       0.780524                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.1869        32.0207       0.792415                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.6369        32.5588       0.804306                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.0869        33.0969       0.816197                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.5368        33.6351       0.828089                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.9868        34.1732       0.839981                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.4367        34.7114       0.851874                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.8866        35.2496       0.863767                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.3524        35.7728       0.874877                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.8181        36.2959       0.885986                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        62.2838        36.8191       0.897097                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.7494        37.3424       0.908207                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.2151        37.8656       0.919318                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        60.6807        38.3888       0.930430                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        60.1464        38.9121       0.941541                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        59.6120        39.4354       0.952653                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        59.0982        39.9387       0.963134                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        58.5843        40.4420       0.973616                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.0705        40.9454       0.984097                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        57.5566        41.4488       0.994579                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        57.0427        41.9522        1.00506                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        56.5288        42.4556        1.01554                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        56.0149        42.9591        1.02603                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        55.5010        43.4625        1.03651                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        55.0144        43.9392        1.04644                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        54.5277        44.4159        1.05637                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        54.0411        44.8926        1.06630                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        53.5544        45.3694        1.07623                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        53.0677        45.8461        1.08617                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        52.5810        46.3229        1.09610                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        52.0943        46.7996        1.10603                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        51.6076        47.2764        1.11596                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        51.1546        47.7200        1.12539                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        50.7015        48.1637        1.13481                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        50.2485        48.6073        1.14423                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        49.7954        49.0509        1.15366                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        49.3424        49.4946        1.16308                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        48.8893        49.9382        1.17250                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        48.4362        50.3819        1.18193                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        47.9831        50.8256        1.19135                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        47.5509        51.2483        1.20077                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.5042        51.4005        1.19648       0.898874                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        45.3121        51.4500        1.18620        2.05168                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        44.1200        51.4995        1.17593        3.20452                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        43.0615        51.5379        1.16581        4.23481                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        42.0029        51.5763        1.15568        5.26513                 NaN            NaN            NaN            NaN            NaN
