|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/K22/K22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.4515       0.548486                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.4042       0.595801                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3569       0.643129                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3095       0.690468                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2622       0.737820                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2148       0.785183                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1674       0.832559                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1201       0.879947                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0727       0.927347                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.8891        1.11089                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.7055        1.29451                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.5218        1.47821                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.3380        1.66199                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.1541        1.84585                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.9702        2.02979                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.7862        2.21380                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.6021        2.39790                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.1685        2.83150                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.7346        3.26544                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.3003        3.69969                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.8657        4.13426                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        95.3099        4.68173       0.841542E-002            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        94.7381        5.24008       0.218026E-001            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        94.1364        5.82868       0.349051E-001            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        93.5341        6.41785       0.480210E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        92.9194        7.02034       0.602343E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        92.3041        7.62342       0.724602E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        91.6882        8.22710       0.846988E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        91.0717        8.83137       0.969499E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        90.4546        9.43623       0.109214                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        89.8368        10.0417       0.121490                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        89.2185        10.6477       0.133778                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        88.5996        11.2543       0.146079                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        88.0096        11.8332       0.157187                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        87.4191        12.4126       0.168306                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        86.8280        12.9926       0.179436                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        86.2364        13.5731       0.190576                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        85.6442        14.1541       0.201727                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.0515        14.7356       0.212889                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        84.4583        15.3177       0.224061                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        83.8645        15.9003       0.235244                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.3102        16.4443       0.245470                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        82.7554        16.9889       0.255705                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.2002        17.5338       0.265949                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.6445        18.0793       0.276202                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.0883        18.6252       0.286465                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.5317        19.1715       0.296736                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        79.9746        19.7183       0.307016                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.4171        20.2656       0.317305                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        78.8931        20.7803       0.326657                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.3686        21.2953       0.336017                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        77.8438        21.8108       0.345385                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        77.3186        22.3267       0.354760                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        76.7929        22.8429       0.364143                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        76.2669        23.3596       0.373533                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        75.7405        23.8766       0.382930                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        75.2137        24.3940       0.392336                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        74.7130        24.8860       0.401068                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        74.2119        25.3783       0.409807                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        73.7105        25.8709       0.418553                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        73.2088        26.3639       0.427305                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        72.7067        26.8573       0.436063                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        72.2042        27.3509       0.444828                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        71.7015        27.8449       0.453599                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.1983        28.3393       0.462377                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        70.7170        28.8125       0.470467                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.2353        29.2861       0.478562                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        69.7534        29.7600       0.486663                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.2711        30.2341       0.494770                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        68.7886        30.7085       0.502881                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.3057        31.1833       0.510998                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        67.8226        31.6583       0.519121                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        67.3392        32.1336       0.527248                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        66.8747        32.5905       0.534816                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        66.4100        33.0476       0.542387                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.9451        33.5049       0.549964                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        65.4799        33.9625       0.557545                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        65.0145        34.4204       0.565130                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        64.5488        34.8785       0.572720                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        64.0828        35.3368       0.580314                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        63.6167        35.7954       0.587912                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        63.1675        36.2376       0.594901                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.7182        36.6799       0.601894                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        62.2686        37.1225       0.608890                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        61.8188        37.5653       0.615889                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        61.3689        38.0083       0.622893                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        60.9187        38.4514       0.629899                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        60.4683        38.8948       0.636909                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        60.0177        39.3384       0.643923                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        59.5861        39.7634       0.650542                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        59.1543        40.1886       0.657165                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        58.7223        40.6139       0.663790                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        58.2901        41.0394       0.670419                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        57.8578        41.4651       0.677050                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.4254        41.8909       0.683683                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        56.9928        42.3169       0.690320                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.5600        42.7430       0.696959                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        56.1485        43.1483       0.703228                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.7368        43.5537       0.709500                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        55.3250        43.9592       0.715774                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        54.9131        44.3648       0.722050                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        54.5011        44.7706       0.728328                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        54.0889        45.1765       0.734608                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        53.6767        45.5824       0.740890                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        53.2643        45.9885       0.747174                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        52.8665        46.3802       0.753343                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        52.4685        46.7719       0.759514                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        52.0753        47.1594       0.765257                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        51.2254        47.4681       0.767516       0.538905                 NaN            NaN            NaN            NaN
  1650.64        2500.00        49.9421        47.6614       0.764595        1.63189                 NaN            NaN            NaN            NaN
  1647.44        2500.00        48.6554        47.8551       0.761664        2.72788                 NaN            NaN            NaN            NaN
  1644.23        2500.00        47.3652        48.0492       0.758723        3.82688                 NaN            NaN            NaN            NaN
  1641.03        2500.00        46.0716        48.2438       0.755773        4.92889                 NaN            NaN            NaN            NaN
  1637.82        2500.00        45.0650        48.3897       0.752014        5.79326                 NaN            NaN            NaN            NaN
  1634.62        2500.00        44.0564        48.5359       0.748247        6.65949                 NaN            NaN            NaN            NaN
  1631.41        2500.00        43.0456        48.6823       0.744469        7.52759                 NaN            NaN            NaN            NaN
  1628.21        2500.00        42.0328        48.8290       0.740683        8.39756                 NaN            NaN            NaN            NaN
  1625.00        2500.00        41.0178        48.9759       0.736887        9.26941                 NaN            NaN            NaN            NaN
  1621.79        2500.00        40.0008        49.1230       0.733081        10.1431                 NaN            NaN            NaN            NaN
  1618.59        2500.00        38.9817        49.2703       0.729266        11.0187                 NaN            NaN            NaN            NaN
  1615.38        2500.00        37.9604        49.4179       0.725442        11.8962                 NaN            NaN            NaN            NaN
  1612.18        2500.00        37.1914        49.5226       0.720716        12.5652                 NaN            NaN            NaN            NaN
  1608.97        2500.00        36.4212        49.6274       0.715981        13.2354                 NaN            NaN            NaN            NaN
  1605.77        2500.00        35.6498        49.7323       0.711237        13.9066                 NaN            NaN            NaN            NaN
  1602.56        2500.00        34.8772        49.8373       0.706485        14.5790                 NaN            NaN            NaN            NaN
  1599.36        2500.00        34.1034        49.9425       0.701724        15.2524                 NaN            NaN            NaN            NaN
  1596.15        2500.00        33.3284        50.0477       0.696954        15.9270                 NaN            NaN            NaN            NaN
  1592.95        2500.00        32.5521        50.1531       0.692176        16.6026                 NaN            NaN            NaN            NaN
  1589.74        2500.00        31.7747        50.2586       0.687389        17.2794                 NaN            NaN            NaN            NaN
  1586.54        2500.00        31.1519        50.3366       0.681788        17.8297                 NaN            NaN            NaN            NaN
  1583.33        2500.00        30.5283        50.4148       0.676180        18.3807                 NaN            NaN            NaN            NaN
  1580.13        2500.00        29.9040        50.4929       0.670563        18.9325                 NaN            NaN            NaN            NaN
  1576.92        2500.00        29.2789        50.5712       0.664939        19.4850                 NaN            NaN            NaN            NaN
  1573.72        2500.00        28.6530        50.6495       0.659306        20.0382                 NaN            NaN            NaN            NaN
  1570.51        2500.00        28.0263        50.7279       0.653664        20.5922                 NaN            NaN            NaN            NaN
  1567.31        2500.00        27.3988        50.8063       0.648015        21.1469                 NaN            NaN            NaN            NaN
  1564.10        2500.00        26.7705        50.8848       0.642357        21.7023                 NaN            NaN            NaN            NaN
  1560.90        2500.00        26.2342        50.9472       0.635241        22.1833                 NaN            NaN            NaN            NaN
  1557.69        2500.00        25.6974        51.0097       0.628115        22.6648                 NaN            NaN            NaN            NaN
  1554.49        2500.00        25.1599        51.0722       0.620981        23.1469                 NaN            NaN            NaN            NaN
  1551.28        2500.00        24.6219        51.1348       0.613838        23.6295                 NaN            NaN            NaN            NaN
  1548.08        2500.00        24.0833        51.1974       0.606686        24.1127                 NaN            NaN            NaN            NaN
  1544.87        2500.00        23.5441        51.2600       0.599525        24.5964                 NaN            NaN            NaN            NaN
  1541.67        2500.00        23.0043        51.3227       0.592356        25.0806                 NaN            NaN            NaN            NaN
  1538.46        2500.00        22.4640        51.3854       0.585178        25.5654                 NaN            NaN            NaN            NaN
  1535.26        2500.00        21.9779        51.4392       0.576130        26.0068                 NaN            NaN            NaN            NaN
  1532.05        2500.00        21.4913        51.4930       0.567072        26.4486                 NaN            NaN            NaN            NaN
  1528.85        2500.00        21.0042        51.5469       0.558004        26.8909                 NaN            NaN            NaN            NaN
  1525.64        2500.00        20.5167        51.6008       0.548926        27.3336                 NaN            NaN            NaN            NaN
  1522.44        2500.00        20.0287        51.6548       0.539838        27.7767                 NaN            NaN            NaN            NaN
  1519.23        2500.00        19.5402        51.7087       0.530740        28.2203                 NaN            NaN            NaN            NaN
  1516.03        2500.00        19.0512        51.7627       0.521632        28.6644                 NaN            NaN            NaN            NaN
  1512.82        2500.00        18.5618        51.8167       0.512513        29.1089                 NaN            NaN            NaN            NaN
  1509.62        2500.00        18.0890        51.8685       0.501978        29.5405                 NaN            NaN            NaN            NaN
  1506.41        2500.00        17.6158        51.9204       0.491431        29.9724                 NaN            NaN            NaN            NaN
  1503.21        2500.00        17.1664        51.9682       0.481577        30.3763       0.754218E-002            NaN            NaN            NaN
  1500.00        2500.00        16.4430        52.0416       0.480437        30.5510       0.483900                 NaN            NaN            NaN
  1496.79        2500.00        15.8085        52.0984       0.481357        30.6974       0.914303                 NaN            NaN            NaN
  1493.59        2500.00        15.1730        52.1553       0.482280        30.8440        1.34539                 NaN            NaN            NaN
  1490.38        2500.00        14.5367        52.2121       0.483205        30.9908        1.77716                 NaN            NaN            NaN
  1487.18        2500.00        13.8994        52.2690       0.484133        31.1379        2.20961                 NaN            NaN            NaN
  1483.97        2500.00        13.3776        52.3044       0.488139        31.2499        2.57987                 NaN            NaN            NaN
  1480.77        2500.00        12.8553        52.3399       0.492152        31.3621        2.95062                 NaN            NaN            NaN
  1477.56        2500.00        12.3323        52.3753       0.496170        31.4744        3.32186                 NaN            NaN            NaN
  1474.36        2500.00        11.8087        52.4107       0.500196        31.5869        3.69359                 NaN            NaN            NaN
  1471.15        2500.00        11.3538        52.4337       0.506030        31.6790        4.02749                 NaN            NaN            NaN
  1467.95        2500.00        10.8984        52.4566       0.511873        31.7713        4.36179                 NaN            NaN            NaN
  1464.74        2500.00        10.4422        52.4660       0.523187        31.7104        4.67546       0.182749                 NaN            NaN
  1461.54        2500.00        9.97680        52.4651       0.539250        31.5174        4.96662       0.534797                 NaN            NaN
  1458.33        2500.00        9.97627        52.4653       0.539266        31.5177        4.96666       0.534803                 NaN            NaN
  1455.13        2500.00        9.97573        52.4655       0.539283        31.5179        4.96670       0.534810                 NaN            NaN
  1451.92        2500.00        9.97520        52.4657       0.539299        31.5182        4.96674       0.534817                 NaN            NaN
  1448.72        2500.00        9.97466        52.4659       0.539316        31.5185        4.96678       0.534823                 NaN            NaN
  1445.51        2500.00        9.97412        52.4661       0.539332        31.5188        4.96681       0.534830                 NaN            NaN
  1442.31        2500.00        9.97358        52.4663       0.539348        31.5190        4.96685       0.534837                 NaN            NaN
  1439.10        2500.00        9.97305        52.4665       0.539365        31.5193        4.96689       0.534844                 NaN            NaN
  1435.90        2500.00        7.05915        52.3958       0.661383        30.5831        2.41763        6.88300                 NaN            NaN
  1432.69        2500.00        7.05881        52.3958       0.661402        30.5833        2.41766        6.88304                 NaN            NaN
  1429.49        2500.00        7.05847        52.3959       0.661421        30.5835        2.41768        6.88308                 NaN            NaN
  1426.28        2500.00        7.05813        52.3960       0.661440        30.5836        2.41771        6.88312                 NaN            NaN
  1423.08        2500.00        7.05779        52.3960       0.661459        30.5838        2.41774        6.88315                 NaN            NaN
  1419.87        2500.00        7.05745        52.3961       0.661478        30.5840        2.41776        6.88319                 NaN            NaN
  1416.67        2500.00        7.05711        52.3961       0.661497        30.5842        2.41779        6.88323                 NaN            NaN
  1413.46        2500.00        7.05676        52.3962       0.661516        30.5844        2.41781        6.88327                 NaN            NaN
  1410.26        2500.00        5.11527        52.2596       0.777775        30.1970        3.41524        8.23514                 NaN            NaN
  1407.05        2500.00        5.11505        52.2595       0.777796        30.1972        3.41527        8.23518                 NaN            NaN
  1403.85        2500.00        5.11483        52.2595       0.777818        30.1973        3.41531        8.23522                 NaN            NaN
  1400.64        2500.00        5.11462        52.2595       0.777840        30.1975        3.41534        8.23525                 NaN            NaN
  1397.44        2500.00        5.11440        52.2594       0.777862        30.1976        3.41537        8.23529                 NaN            NaN
  1394.23        2500.00        5.11418        52.2594       0.777883        30.1978        3.41541        8.23533                 NaN            NaN
  1391.03        2500.00        5.11396        52.2594       0.777905        30.1979        3.41544        8.23537                 NaN            NaN
  1387.82        2500.00        5.11374        52.2593       0.777927        30.1981        3.41548        8.23541                 NaN            NaN
  1384.62        2500.00        3.69392        52.0827       0.893997        30.0376        9.25166        4.04013                 NaN            NaN
  1381.41        2500.00        3.69379        52.0826       0.894021        30.0378        9.25170        4.04017                 NaN            NaN
  1378.21        2500.00        3.69365        52.0825       0.894046        30.0379        9.25174        4.04021                 NaN            NaN
  1375.00        2500.00        3.69351        52.0824       0.894070        30.0380        9.25178        4.04025                 NaN            NaN
  1371.79        2500.00        3.10287        51.9837       0.952499        30.0079        4.27494        9.67803                 NaN            NaN
  1368.59        2500.00        3.10276        51.9836       0.952525        30.0081        4.27498        9.67807                 NaN            NaN
  1365.38        2500.00        2.82517        51.9302       0.983047        30.0035        4.38184        9.87628                 NaN            NaN
  1362.18        2500.00        2.69379        51.9053       0.997198        30.0012        9.97224        4.43024                 NaN            NaN
  1358.97        2500.00        2.55100        51.8997        1.00777        29.9638        4.50279        10.0332       0.416759E-001            NaN
  1355.77        2500.00        2.55091        51.8996        1.00780        29.9640        4.50283        10.0332       0.416784E-001            NaN
  1352.56        2500.00        2.55083        51.8995        1.00783        29.9641        4.50287        10.0332       0.416809E-001            NaN
  1349.36        2500.00        2.55075        51.8993        1.00786        29.9642        4.50292        10.0333       0.416833E-001            NaN
  1346.15        2500.00        2.55066        51.8992        1.00788        29.9643        4.50296        10.0333       0.416858E-001            NaN
  1342.95        2500.00        2.55058        51.8990        1.00791        29.9644        4.50300        10.0334       0.416883E-001            NaN
  1339.74        2500.00        2.55049        51.8989        1.00794        29.9645        4.50304        10.0334       0.416908E-001            NaN
  1336.54        2500.00        2.55041        51.8988        1.00796        29.9646        4.50308        10.0334       0.416933E-001            NaN
  1333.33        2500.00        1.47995        51.9247        1.07182        29.5691        10.3241        5.10822       0.522133                 NaN
  1330.13        2500.00        1.47990        51.9245        1.07185        29.5692        10.3242        5.10827       0.522164                 NaN
  1326.92        2500.00        1.47986        51.9243        1.07188        29.5693        10.3242        5.10831       0.522195                 NaN
  1323.72        2500.00        1.47982        51.9241        1.07191        29.5694        10.3242        5.10836       0.522225                 NaN
  1320.51        2500.00        1.47978        51.9239        1.07193        29.5695        10.3243        5.10840       0.522256                 NaN
  1317.31        2500.00        1.47973        51.9237        1.07196        29.5696        10.3243        5.10845       0.522287                 NaN
  1314.10        2500.00        1.47969        51.9235        1.07199        29.5697        10.3244        5.10850       0.522318                 NaN
  1310.90        2500.00        1.47965        51.9233        1.07202        29.5698        10.3244        5.10854       0.522348                 NaN
  1307.69        2500.00       0.542653        51.8943        1.13589        29.3280        10.6015        5.58184       0.915889                 NaN
  1304.49        2500.00       0.542639        51.8941        1.13592        29.3280        10.6015        5.58189       0.915942                 NaN
  1301.28        2500.00       0.320658        51.8775        1.15236        29.2916        5.68322        10.6742        1.00049                 NaN
  1298.08        2500.00       0.210825        51.8679        1.16059        29.2769        10.7111        5.73173        1.04097                 NaN
  1294.87        2500.00                 NaN   51.9012        1.16642        29.2449        5.74873        10.7177        1.08365       0.137434     
  1291.67        2500.00                 NaN   51.9009        1.16645        29.2449        5.74878        10.7178        1.08372       0.137438     
  1288.46        2500.00                 NaN   51.9007        1.16648        29.2450        5.74883        10.7178        1.08378       0.137441     
  1285.26        2500.00                 NaN   51.9004        1.16651        29.2451        5.74888        10.7179        1.08384       0.137445     
  1282.05        2500.00                 NaN   51.9301        1.18413        29.2216        5.69041        10.6674        1.16148       0.144870     
  1278.85        2500.00                 NaN   51.9298        1.18416        29.2217        5.69046        10.6675        1.16154       0.144873     
  1275.64        2500.00                 NaN   51.9295        1.18419        29.2218        5.69051        10.6675        1.16161       0.144877     
  1272.44        2500.00                 NaN   51.9293        1.18422        29.2218        5.69056        10.6675        1.16168       0.144881     
  1269.23        2500.00                 NaN   51.9290        1.18424        29.2219        5.69061        10.6676        1.16174       0.144884     
  1266.03        2500.00                 NaN   51.9287        1.18427        29.2220        5.69066        10.6676        1.16181       0.144888     
  1262.82        2500.00                 NaN   51.9285        1.18430        29.2221        5.69071        10.6677        1.16188       0.144892     
  1259.62        2500.00                 NaN   51.9282        1.18433        29.2222        5.69076        10.6677        1.16194       0.144896     
  1256.41        2500.00                 NaN   51.9786        1.22132        29.1820        10.5799        5.57531        1.30582       0.157011     
  1253.21        2500.00                 NaN   51.9783        1.22135        29.1821        10.5800        5.57536        1.30590       0.157015     
  1250.00        2500.00                 NaN   51.9780        1.22138        29.1822        10.5800        5.57541        1.30597       0.157019     
  1246.79        2500.00                 NaN   51.9778        1.22141        29.1823        10.5800        5.57546        1.30605       0.157023     
  1243.59        2500.00                 NaN   51.9775        1.22144        29.1823        10.5801        5.57551        1.30612       0.157027     
  1240.38        2500.00                 NaN   51.9772        1.22147        29.1824        10.5801        5.57556        1.30620       0.157031     
  1237.18        2500.00                 NaN   51.9769        1.22150        29.1825        10.5801        5.57561        1.30627       0.157035     
  1233.97        2500.00                 NaN   51.9767        1.22153        29.1826        10.5802        5.57567        1.30635       0.157039     
  1230.77        2500.00                 NaN   52.0166        1.26080        29.1509        10.5050        5.46335        1.43641       0.166913     
  1227.56        2500.00                 NaN   52.0163        1.26083        29.1510        10.5051        5.46340        1.43649       0.166917     
  1224.36        2500.00                 NaN   52.0160        1.26086        29.1511        10.5051        5.46345        1.43658       0.166921     
  1221.15        2500.00                 NaN   52.0157        1.26089        29.1512        10.5051        5.46350        1.43666       0.166925     
  1217.95        2500.00                 NaN   52.0154        1.26092        29.1513        10.5052        5.46355        1.43674       0.166929     
  1214.74        2500.00                 NaN   52.0152        1.26095        29.1513        10.5052        5.46360        1.43682       0.166933     
  1211.54        2500.00                 NaN   52.0149        1.26098        29.1514        10.5052        5.46365        1.43690       0.166937     
  1208.33        2500.00                 NaN   52.0146        1.26101        29.1515        10.5053        5.46370        1.43699       0.166941     
  1205.13        2500.00                 NaN   52.0423        1.30326        29.1315        5.35291        10.4444        1.55144       0.174122     
  1201.92        2500.00                 NaN   52.0420        1.30329        29.1316        5.35296        10.4444        1.55153       0.174126     
  1198.72        2500.00                 NaN   52.0417        1.30332        29.1317        5.35301        10.4445        1.55161       0.174130     
  1195.51        2500.00                 NaN   52.0414        1.30336        29.1318        5.35307        10.4445        1.55170       0.174134     
  1192.31        2500.00                 NaN   52.0411        1.30339        29.1319        5.35312        10.4445        1.55179       0.174138     
  1189.10        2500.00                 NaN   52.0408        1.30342        29.1320        5.35317        10.4446        1.55188       0.174143     
  1185.90        2500.00                 NaN   52.0406        1.30345        29.1321        5.35322        10.4446        1.55197       0.174147     
  1182.69        2500.00                 NaN   52.0403        1.30348        29.1322        5.35327        10.4446        1.55206       0.174151     
  1179.49        2500.00                 NaN   52.0595        1.34780        29.1217        5.24378        10.3928        1.65548       0.178837     
  1176.28        2500.00                 NaN   52.0592        1.34784        29.1218        5.24384        10.3929        1.65558       0.178841     
  1173.08        2500.00                 NaN   52.0589        1.34787        29.1219        5.24389        10.3929        1.65567       0.178845     
  1169.87        2500.00                 NaN   52.0586        1.34790        29.1220        5.24394        10.3929        1.65577       0.178849     
  1166.67        2500.00                 NaN   52.0583        1.34793        29.1221        5.24399        10.3930        1.65586       0.178853     
  1163.46        2500.00                 NaN   52.0580        1.34796        29.1222        5.24404        10.3930        1.65595       0.178857     
  1160.26        2500.00                 NaN   52.0577        1.34799        29.1223        5.24409        10.3930        1.65605       0.178861     
  1157.05        2500.00                 NaN   52.0574        1.34803        29.1224        5.24415        10.3930        1.65614       0.178865     
  1153.85        2500.00                 NaN   52.0634        1.39614        29.1264        10.3536        5.13599        1.74319       0.181277     
