|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/K22/K22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1868.59        2500.00        82.1211        17.5222       0.356688                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        81.5264        18.1021       0.371555                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        80.9316        18.6820       0.386422                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        80.3368        19.2619       0.401289                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        79.7420        19.8419       0.416157                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        79.1471        20.4219       0.431026                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        78.5523        21.0018       0.445894                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        77.9574        21.5818       0.460763                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        77.3951        22.1305       0.474370                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        76.8328        22.6792       0.487977                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        76.2704        23.2280       0.501584                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        75.7081        23.7767       0.515192                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        75.1457        24.3255       0.528800                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        74.5833        24.8742       0.542409                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        74.0209        25.4230       0.556018                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        73.4585        25.9718       0.569627                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        72.9211        26.4966       0.582288                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        72.3836        27.0214       0.594949                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        71.8461        27.5463       0.607610                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        71.3086        28.0711       0.620272                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        70.7711        28.5960       0.632935                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        70.2335        29.1209       0.645597                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        69.6960        29.6457       0.658260                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        69.1584        30.1706       0.670924                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        68.6419        30.6755       0.682627                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        68.1253        31.1804       0.694330                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        67.6087        31.6853       0.706034                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        67.0921        32.1902       0.717739                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        66.5754        32.6951       0.729443                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        66.0588        33.2001       0.741148                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        65.5421        33.7050       0.752854                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        65.0255        34.2100       0.764559                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        64.5274        34.6971       0.775463                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        64.0294        35.1842       0.786367                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        63.5314        35.6714       0.797271                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        63.0333        36.1585       0.808176                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        62.5352        36.6457       0.819081                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        62.0371        37.1329       0.829986                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        61.5390        37.6201       0.840892                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        61.0409        38.1073       0.851798                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        60.5598        38.5784       0.861827                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        60.0786        39.0495       0.871856                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        59.5974        39.5207       0.881886                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        59.1162        39.9918       0.891915                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        58.6350        40.4630       0.901946                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        58.1538        40.9342       0.911976                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        57.6726        41.4054       0.922007                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        57.1913        41.8766       0.932038                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        56.7297        42.3288       0.941452                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        56.2681        42.7810       0.950867                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        55.8065        43.2332       0.960281                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.3448        43.6855       0.969696                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        54.8832        44.1377       0.979112                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.4215        44.5900       0.988527                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        53.9598        45.0422       0.997943                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.4981        45.4945        1.00736                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        53.0589        45.9249        1.01620                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.6197        46.3553        1.02505                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.1804        46.7857        1.03389                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.7411        47.2161        1.04273                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.3019        47.6466        1.05158                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.8626        48.0770        1.06042                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.4233        48.5075        1.06927                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.9840        48.9379        1.07811                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        49.5602        49.3531        1.08673                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.1364        49.7683        1.09535                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        48.7176        50.1789        1.10344                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        47.8552        50.4770        1.10561       0.562241                 NaN            NaN            NaN            NaN
  1650.64        2500.00        46.5762        50.6233        1.09948        1.70101                 NaN            NaN            NaN            NaN
  1647.44        2500.00        45.2972        50.7696        1.09336        2.83983                 NaN            NaN            NaN            NaN
  1644.23        2500.00        44.0181        50.9159        1.08723        3.97868                 NaN            NaN            NaN            NaN
  1641.03        2500.00        42.7390        51.0623        1.08111        5.11758                 NaN            NaN            NaN            NaN
  1637.82        2500.00        41.7456        51.1701        1.07415        6.01017                 NaN            NaN            NaN            NaN
  1634.62        2500.00        40.7521        51.2780        1.06719        6.90279                 NaN            NaN            NaN            NaN
  1631.41        2500.00        39.7585        51.3858        1.06023        7.79543                 NaN            NaN            NaN            NaN
  1628.21        2500.00        38.7650        51.4937        1.05327        8.68810                 NaN            NaN            NaN            NaN
  1625.00        2500.00        37.7714        51.6015        1.04631        9.58079                 NaN            NaN            NaN            NaN
  1621.79        2500.00        36.7777        51.7094        1.03935        10.4735                 NaN            NaN            NaN            NaN
  1618.59        2500.00        35.7841        51.8173        1.03239        11.3662                 NaN            NaN            NaN            NaN
  1615.38        2500.00        34.7904        51.9251        1.02543        12.2590                 NaN            NaN            NaN            NaN
  1612.18        2500.00        34.0433        51.9995        1.01746        12.9398                 NaN            NaN            NaN            NaN
  1608.97        2500.00        33.2962        52.0738        1.00950        13.6205                 NaN            NaN            NaN            NaN
  1605.77        2500.00        32.5491        52.1481        1.00153        14.3013                 NaN            NaN            NaN            NaN
  1602.56        2500.00        31.8019        52.2225       0.993568        14.9821                 NaN            NaN            NaN            NaN
  1599.36        2500.00        31.0547        52.2968       0.985604        15.6629                 NaN            NaN            NaN            NaN
  1596.15        2500.00        30.3076        52.3711       0.977639        16.3437                 NaN            NaN            NaN            NaN
  1592.95        2500.00        29.5604        52.4454       0.969674        17.0245                 NaN            NaN            NaN            NaN
  1589.74        2500.00        28.8131        52.5198       0.961708        17.7054                 NaN            NaN            NaN            NaN
  1586.54        2500.00        28.2159        52.5722       0.952698        18.2591                 NaN            NaN            NaN            NaN
  1583.33        2500.00        27.6187        52.6247       0.943687        18.8129                 NaN            NaN            NaN            NaN
  1580.13        2500.00        27.0215        52.6772       0.934675        19.3667                 NaN            NaN            NaN            NaN
  1576.92        2500.00        26.4242        52.7296       0.925664        19.9205                 NaN            NaN            NaN            NaN
  1573.72        2500.00        25.8270        52.7821       0.916653        20.4743                 NaN            NaN            NaN            NaN
  1570.51        2500.00        25.2297        52.8345       0.907641        21.0281                 NaN            NaN            NaN            NaN
  1567.31        2500.00        24.6324        52.8870       0.898629        21.5819                 NaN            NaN            NaN            NaN
  1564.10        2500.00        24.0352        52.9394       0.889617        22.1358                 NaN            NaN            NaN            NaN
  1560.90        2500.00        23.5269        52.9789       0.878659        22.6155                 NaN            NaN            NaN            NaN
  1557.69        2500.00        23.0186        53.0184       0.867700        23.0952                 NaN            NaN            NaN            NaN
  1554.49        2500.00        22.5104        53.0579       0.856742        23.5750                 NaN            NaN            NaN            NaN
  1551.28        2500.00        22.0021        53.0974       0.845783        24.0547                 NaN            NaN            NaN            NaN
  1548.08        2500.00        21.4938        53.1369       0.834824        24.5345                 NaN            NaN            NaN            NaN
  1544.87        2500.00        20.9855        53.1764       0.823864        25.0142                 NaN            NaN            NaN            NaN
  1541.67        2500.00        20.4772        53.2159       0.812905        25.4940                 NaN            NaN            NaN            NaN
  1538.46        2500.00        19.9689        53.2554       0.801946        25.9738                 NaN            NaN            NaN            NaN
  1535.26        2500.00        19.5132        53.2875       0.788486        26.4108                 NaN            NaN            NaN            NaN
  1532.05        2500.00        19.0574        53.3197       0.775027        26.8479                 NaN            NaN            NaN            NaN
  1528.85        2500.00        18.6016        53.3519       0.761568        27.2849                 NaN            NaN            NaN            NaN
  1525.64        2500.00        18.1458        53.3841       0.748108        27.7220                 NaN            NaN            NaN            NaN
  1522.44        2500.00        17.6900        53.4163       0.734648        28.1591                 NaN            NaN            NaN            NaN
  1519.23        2500.00        17.2342        53.4484       0.721188        28.5962                 NaN            NaN            NaN            NaN
  1516.03        2500.00        16.7784        53.4806       0.707728        29.0333                 NaN            NaN            NaN            NaN
  1512.82        2500.00        16.3226        53.5128       0.694268        29.4704                 NaN            NaN            NaN            NaN
  1509.62        2500.00        15.8832        53.5431       0.678951        29.8947                 NaN            NaN            NaN            NaN
  1506.41        2500.00        15.4439        53.5735       0.663633        30.3190                 NaN            NaN            NaN            NaN
  1503.21        2500.00        15.0275        53.6002       0.649299        30.7154       0.754931E-002            NaN            NaN            NaN
  1500.00        2500.00        14.3602        53.6375       0.645942        30.8724       0.484001                 NaN            NaN            NaN
  1496.79        2500.00        13.7764        53.6613       0.645521        31.0028       0.913986                 NaN            NaN            NaN
  1493.59        2500.00        13.1926        53.6852       0.645100        31.1332        1.34398                 NaN            NaN            NaN
  1490.38        2500.00        12.6088        53.7090       0.644679        31.2636        1.77397                 NaN            NaN            NaN
  1487.18        2500.00        12.0250        53.7328       0.644258        31.3940        2.20396                 NaN            NaN            NaN
  1483.97        2500.00        11.5489        53.7395       0.648049        31.4918        2.57177                 NaN            NaN            NaN
  1480.77        2500.00        11.0728        53.7462       0.651839        31.5896        2.93958                 NaN            NaN            NaN
  1477.56        2500.00        10.5966        53.7529       0.655630        31.6875        3.30739                 NaN            NaN            NaN
  1474.36        2500.00        10.1204        53.7596       0.659421        31.7853        3.67520                 NaN            NaN            NaN
  1471.15        2500.00        9.70818        53.7565       0.665690        31.8643        4.00526                 NaN            NaN            NaN
  1467.95        2500.00        9.29591        53.7534       0.671960        31.9434        4.33532                 NaN            NaN            NaN
  1464.74        2500.00        8.88423        53.7365       0.685288        31.8677        4.64448       0.181801                 NaN            NaN
  1461.54        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1458.33        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1455.13        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1451.92        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1448.72        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1445.51        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1442.31        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1439.10        2500.00        8.46517        53.7081       0.704822        31.6596        4.93066       0.531692                 NaN            NaN
  1435.90        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1432.69        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1429.49        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1426.28        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1423.08        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1419.87        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1416.67        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1413.46        2500.00        5.86548        53.4574       0.851557        30.6278        2.39342        6.80433                 NaN            NaN
  1410.26        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1407.05        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1403.85        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1400.64        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1397.44        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1394.23        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1391.03        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1387.82        2500.00        4.17041        53.1872       0.989925        30.1715        3.36861        8.11238                 NaN            NaN
  1384.62        2500.00        2.96130        52.9007        1.12695        29.9545        9.08519        3.97138                 NaN            NaN
  1381.41        2500.00        2.96130        52.9007        1.12695        29.9545        9.08519        3.97138                 NaN            NaN
  1378.21        2500.00        2.96130        52.9007        1.12695        29.9545        9.08519        3.97138                 NaN            NaN
  1375.00        2500.00        2.96130        52.9007        1.12695        29.9545        9.08519        3.97138                 NaN            NaN
  1371.79        2500.00        2.46857        52.7523        1.19561        29.8987        4.19514        9.48973                 NaN            NaN
  1368.59        2500.00        2.46857        52.7523        1.19561        29.8987        4.19514        9.48973                 NaN            NaN
  1365.38        2500.00        2.23945        52.6741        1.23122        29.8819        4.29640        9.67696                 NaN            NaN
  1362.18        2500.00        2.13154        52.6386        1.24779        29.8724        9.76755        4.34208                 NaN            NaN
  1358.97        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1355.77        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1352.56        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1349.36        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1346.15        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1342.95        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1339.74        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1336.54        2500.00        2.01491        52.6249        1.26028        29.8302        4.41136        9.82392       0.344608E-001            NaN
  1333.33        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1330.13        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1326.92        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1323.72        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1320.51        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1317.31        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1314.10        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1310.90        2500.00        1.15342        52.6020        1.33641        29.4046        10.0842        4.98831       0.431102                 NaN
  1307.69        2500.00       0.418125        52.5190        1.41152        29.1314        10.3317        5.43318       0.755085                 NaN
  1304.49        2500.00       0.418125        52.5190        1.41152        29.1314        10.3317        5.43318       0.755085                 NaN
  1301.28        2500.00       0.246437        52.4876        1.43069        29.0866        5.52740        10.3968       0.824513                 NaN
  1298.08        2500.00       0.161822        52.4703        1.44021        29.0678        10.4298        5.57235       0.857710                 NaN
  1294.87        2500.00                 NaN   52.5015        1.44731        29.0330        5.58726        10.4334       0.892762       0.104811     
  1291.67        2500.00                 NaN   52.5015        1.44731        29.0330        5.58726        10.4334       0.892762       0.104811     
  1288.46        2500.00                 NaN   52.5015        1.44731        29.0330        5.58726        10.4334       0.892762       0.104811     
  1285.26        2500.00                 NaN   52.5015        1.44731        29.0330        5.58726        10.4334       0.892762       0.104811     
  1282.05        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1278.85        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1275.64        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1272.44        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1269.23        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1266.03        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1262.82        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1259.62        2500.00                 NaN   52.5404        1.46956        29.0107        5.52917        10.3829       0.956778       0.110500     
  1256.41        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1253.21        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1250.00        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1246.79        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1243.59        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1240.38        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1237.18        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1233.97        2500.00                 NaN   52.6065        1.51615        28.9728        10.2947        5.41463        1.07544       0.119804     
  1230.77        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1227.56        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1224.36        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1221.15        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1217.95        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1214.74        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1211.54        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1208.33        2500.00                 NaN   52.6600        1.56548        28.9429        10.2186        5.30291        1.18269       0.127400     
  1205.13        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1201.92        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1198.72        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1195.51        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1192.31        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1189.10        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1185.90        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1182.69        2500.00                 NaN   52.6985        1.61823        28.9241        5.19269        10.1565        1.27703       0.132940     
  1179.49        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1176.28        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1173.08        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1169.87        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1166.67        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1163.46        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1160.26        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1157.05        2500.00                 NaN   52.7281        1.67327        28.9131        5.08343        10.1033        1.36225       0.136575     
  1153.85        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1150.64        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1147.44        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1144.23        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1141.03        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1137.82        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1134.62        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1131.41        2500.00                 NaN   52.7407        1.73279        28.9169        10.0619        4.97540        1.43394       0.138469     
  1128.21        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1125.00        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1121.79        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1118.59        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1115.38        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1112.18        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
  1108.97        2500.00                 NaN   52.7365        1.79714        28.9364        4.86668        10.0332        1.49235       0.137718     
